customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
CUST000523,UNIQ000523,50160,Manaus,RJ
CUST000524,UNIQ000524,45933,Rio de Janeiro,DF
CUST000525,UNIQ000525,50666,Belo Horizonte,DF
CUST000526,UNIQ000526,33943,Fortaleza,RJ
CUST000527,UNIQ000527,11915,Manaus,RJ
CUST000528,UNIQ000528,64717,Salvador,DF
CUST000529,UNIQ000529,13103,Belo Horizonte,BA
CUST000530,UNIQ000530,34737,Fortaleza,DF
CUST000531,UNIQ000531,14426,Belo Horizonte,RS
CUST000532,UNIQ000532,26668,Belo Horizonte,AM
CUST000533,UNIQ000533,60584,Salvador,DF
CUST000534,UNIQ000534,87945,Rio de Janeiro,RJ
CUST000535,UNIQ000535,14429,Belo Horizonte,CE
CUST000536,UNIQ000536,74222,Belo Horizonte,CE
CUST000537,UNIQ000537,10401,Fortaleza,AM
CUST000538,UNIQ000538,54373,Curitiba,PE
CUST000539,UNIQ000539,67174,Curitiba,MG
CUST000540,UNIQ000540,38194,Belo Horizonte,PR
CUST000541,UNIQ000541,76929,Curitiba,PR
CUST000542,UNIQ000542,45587,Manaus,PE
CUST000543,UNIQ000543,59028,Rio de Janeiro,RS
CUST000544,UNIQ000544,46199,Brasília,DF
CUST000545,UNIQ000545,33335,Recife,MG
CUST000546,UNIQ000546,87226,São Paulo,MG
CUST000547,UNIQ000547,41569,Recife,RS
CUST000548,UNIQ000548,49779,Salvador,PR
CUST000549,UNIQ000549,82533,Fortaleza,RS
CUST000550,UNIQ000550,52833,Belo Horizonte,CE
CUST000551,UNIQ000551,41181,Curitiba,BA
CUST000552,UNIQ000552,46475,Recife,SP
CUST000553,UNIQ000553,51471,Fortaleza,SP
CUST000554,UNIQ000554,36489,Belo Horizonte,RJ
CUST000555,UNIQ000555,72489,Fortaleza,AM
CUST000556,UNIQ000556,90589,Brasília,SP
CUST000557,UNIQ000557,67165,Salvador,RJ
CUST000558,UNIQ000558,27976,Manaus,PE
CUST000559,UNIQ000559,93551,Salvador,CE
CUST000560,UNIQ000560,34640,Porto Alegre,SP
CUST000561,UNIQ000561,27827,Curitiba,SP
CUST000562,UNIQ000562,16610,Porto Alegre,SP
CUST000563,UNIQ000563,71414,Curitiba,PR
CUST000564,UNIQ000564,93598,Fortaleza,SP
CUST000565,UNIQ000565,71631,Salvador,DF
CUST000566,UNIQ000566,43317,São Paulo,MG
CUST000567,UNIQ000567,66748,Fortaleza,AM
CUST000568,UNIQ000568,50107,Manaus,SP
CUST000569,UNIQ000569,80730,Porto Alegre,CE
CUST000570,UNIQ000570,86033,São Paulo,PR
CUST000571,UNIQ000571,51114,Porto Alegre,CE
CUST000572,UNIQ000572,95975,Manaus,DF
CUST000573,UNIQ000573,45085,Curitiba,MG
CUST000574,UNIQ000574,64980,Salvador,CE
CUST000575,UNIQ000575,84135,Recife,CE
CUST000576,UNIQ000576,70608,Manaus,RS
CUST000577,UNIQ000577,98466,Belo Horizonte,PR
CUST000578,UNIQ000578,80812,Rio de Janeiro,AM
CUST000579,UNIQ000579,43869,Belo Horizonte,BA
CUST000580,UNIQ000580,97505,Manaus,RJ
CUST000581,UNIQ000581,64764,Salvador,RS
CUST000582,UNIQ000582,28711,Belo Horizonte,DF
CUST000583,UNIQ000583,54483,Fortaleza,PE
CUST000584,UNIQ000584,63946,Belo Horizonte,RS
CUST000585,UNIQ000585,20241,Porto Alegre,AM
CUST000586,UNIQ000586,44807,Brasília,DF
CUST000587,UNIQ000587,52618,Porto Alegre,DF
CUST000588,UNIQ000588,74845,Curitiba,SP
CUST000589,UNIQ000589,55496,Rio de Janeiro,BA
CUST000590,UNIQ000590,23370,Manaus,BA
CUST000591,UNIQ000591,89028,Manaus,DF
CUST000592,UNIQ000592,30064,Rio de Janeiro,BA
CUST000593,UNIQ000593,46115,Fortaleza,BA
CUST000594,UNIQ000594,18493,Fortaleza,MG
CUST000595,UNIQ000595,91275,Belo Horizonte,RS
CUST000596,UNIQ000596,12635,Brasília,SP
CUST000597,UNIQ000597,19124,Curitiba,PR
CUST000598,UNIQ000598,11560,Curitiba,RS
CUST000599,UNIQ000599,74734,Rio de Janeiro,RS
CUST000600,UNIQ000600,11979,Brasília,PR
CUST000601,UNIQ000601,17521,Rio de Janeiro,RS
CUST000602,UNIQ000602,23753,Rio de Janeiro,RJ
CUST000603,UNIQ000603,20417,Porto Alegre,RS
CUST000604,UNIQ000604,62145,Rio de Janeiro,PE
CUST000605,UNIQ000605,66732,Manaus,PR
CUST000606,UNIQ000606,64952,São Paulo,SP
CUST000607,UNIQ000607,22499,Recife,AM
CUST000608,UNIQ000608,98252,Belo Horizonte,SP
CUST000609,UNIQ000609,32330,Belo Horizonte,RS
CUST000610,UNIQ000610,93394,Manaus,PR
CUST000611,UNIQ000611,57441,Recife,MG
CUST000612,UNIQ000612,20217,Rio de Janeiro,AM
CUST000613,UNIQ000613,27805,Rio de Janeiro,RS
CUST000614,UNIQ000614,31914,Recife,RJ
CUST000615,UNIQ000615,29015,Rio de Janeiro,SP
CUST000616,UNIQ000616,93914,Brasília,DF
CUST000617,UNIQ000617,33750,Recife,RJ
CUST000618,UNIQ000618,23026,Curitiba,CE
CUST000619,UNIQ000619,65223,Fortaleza,SP
CUST000620,UNIQ000620,97324,Curitiba,DF
CUST000621,UNIQ000621,96636,Rio de Janeiro,DF
CUST000622,UNIQ000622,25835,Rio de Janeiro,BA
CUST000623,UNIQ000623,28828,Manaus,DF
CUST000624,UNIQ000624,15208,São Paulo,PR
CUST000625,UNIQ000625,18687,Manaus,SP
CUST000626,UNIQ000626,74715,Porto Alegre,BA
CUST000627,UNIQ000627,22298,Brasília,AM
CUST000628,UNIQ000628,73735,Salvador,MG
CUST000629,UNIQ000629,65385,Salvador,RS
CUST000630,UNIQ000630,18901,Rio de Janeiro,RS
CUST000631,UNIQ000631,36710,Fortaleza,SP
CUST000632,UNIQ000632,61221,Curitiba,MG
CUST000633,UNIQ000633,79155,Belo Horizonte,PE
CUST000634,UNIQ000634,38955,Curitiba,PR
CUST000635,UNIQ000635,91356,Brasília,MG
CUST000636,UNIQ000636,85356,Brasília,PR
CUST000637,UNIQ000637,87315,Rio de Janeiro,CE
CUST000638,UNIQ000638,65499,Rio de Janeiro,BA
CUST000639,UNIQ000639,12592,Porto Alegre,AM
CUST000640,UNIQ000640,52076,Manaus,PE
CUST000641,UNIQ000641,49184,Recife,RS
CUST000642,UNIQ000642,11956,Brasília,PR
CUST000643,UNIQ000643,83682,Fortaleza,CE
CUST000644,UNIQ000644,28744,Brasília,PE
CUST000645,UNIQ000645,95859,Belo Horizonte,PR
CUST000646,UNIQ000646,16031,Brasília,MG
CUST000647,UNIQ000647,78395,Belo Horizonte,SP
CUST000648,UNIQ000648,67403,Curitiba,BA
CUST000649,UNIQ000649,24173,Recife,PR
CUST000650,UNIQ000650,32059,Porto Alegre,RJ
CUST000651,UNIQ000651,89035,Porto Alegre,AM
CUST000652,UNIQ000652,30688,Brasília,RS
CUST000653,UNIQ000653,95790,Curitiba,MG
CUST000654,UNIQ000654,12944,Salvador,RS
CUST000655,UNIQ000655,71966,Manaus,CE
CUST000656,UNIQ000656,38966,Manaus,AM
CUST000657,UNIQ000657,89712,Salvador,PE
CUST000658,UNIQ000658,20471,Rio de Janeiro,RJ
CUST000659,UNIQ000659,55008,Brasília,RJ
CUST000660,UNIQ000660,69815,Brasília,BA
CUST000661,UNIQ000661,14191,Fortaleza,RS
CUST000662,UNIQ000662,89122,Salvador,BA
CUST000663,UNIQ000663,54607,Fortaleza,PE
CUST000664,UNIQ000664,42935,Brasília,RJ
CUST000665,UNIQ000665,38530,São Paulo,RS
CUST000666,UNIQ000666,60254,Porto Alegre,DF
CUST000667,UNIQ000667,60878,São Paulo,RJ
CUST000668,UNIQ000668,25444,Brasília,AM
CUST000669,UNIQ000669,88287,Brasília,RJ
CUST000670,UNIQ000670,67150,Porto Alegre,AM
CUST000671,UNIQ000671,62613,Manaus,RJ
CUST000672,UNIQ000672,73918,Curitiba,RJ
CUST000673,UNIQ000673,46419,Belo Horizonte,RS
CUST000674,UNIQ000674,46601,Brasília,BA
CUST000675,UNIQ000675,76885,Rio de Janeiro,AM
CUST000676,UNIQ000676,15722,Rio de Janeiro,CE
CUST000677,UNIQ000677,14370,Fortaleza,MG
CUST000678,UNIQ000678,77559,Brasília,DF
CUST000679,UNIQ000679,32593,Salvador,PE
CUST000680,UNIQ000680,29893,Salvador,PR
CUST000681,UNIQ000681,35817,Recife,AM
CUST000682,UNIQ000682,70044,Belo Horizonte,SP
CUST000683,UNIQ000683,42162,Salvador,SP
CUST000684,UNIQ000684,22556,Manaus,DF
CUST000685,UNIQ000685,16589,Manaus,SP
CUST000686,UNIQ000686,74526,São Paulo,CE
CUST000687,UNIQ000687,15095,Fortaleza,AM
CUST000688,UNIQ000688,36743,Manaus,SP
CUST000689,UNIQ000689,44467,Manaus,AM
CUST000690,UNIQ000690,96155,Manaus,BA
CUST000691,UNIQ000691,48680,Fortaleza,RJ
CUST000692,UNIQ000692,77922,Belo Horizonte,MG
CUST000693,UNIQ000693,18398,Manaus,MG
CUST000694,UNIQ000694,70654,São Paulo,DF
CUST000695,UNIQ000695,72237,Fortaleza,PR
CUST000696,UNIQ000696,58378,Brasília,PE
CUST000697,UNIQ000697,83157,Brasília,MG
CUST000698,UNIQ000698,84618,Recife,PE
CUST000699,UNIQ000699,59237,Recife,CE
CUST000700,UNIQ000700,92504,Porto Alegre,RS
CUST000701,UNIQ000701,33426,Belo Horizonte,CE
CUST000702,UNIQ000702,39141,Porto Alegre,PE
CUST000703,UNIQ000703,81207,Salvador,MG
CUST000704,UNIQ000704,74697,Manaus,MG
CUST000705,UNIQ000705,51183,Brasília,AM
CUST000706,UNIQ000706,51451,São Paulo,RJ
CUST000707,UNIQ000707,74023,Curitiba,SP
CUST000708,UNIQ000708,66025,Recife,BA
CUST000709,UNIQ000709,54951,Fortaleza,RJ
CUST000710,UNIQ000710,70195,Porto Alegre,PE
CUST000711,UNIQ000711,76654,Recife,RS
CUST000712,UNIQ000712,12673,Fortaleza,PR
CUST000713,UNIQ000713,44945,Belo Horizonte,PR
CUST000714,UNIQ000714,60106,Belo Horizonte,MG
CUST000715,UNIQ000715,45344,Manaus,RS
CUST000716,UNIQ000716,77034,Belo Horizonte,AM
CUST000717,UNIQ000717,29468,Curitiba,RJ
CUST000718,UNIQ000718,12151,Brasília,SP
CUST000719,UNIQ000719,20246,Salvador,CE
CUST000720,UNIQ000720,39589,Salvador,PR
CUST000721,UNIQ000721,51109,Manaus,BA
CUST000722,UNIQ000722,63673,Salvador,RJ
CUST000723,UNIQ000723,19715,Salvador,AM
CUST000724,UNIQ000724,98154,Belo Horizonte,SP
CUST000725,UNIQ000725,22972,Salvador,RS
CUST000726,UNIQ000726,87321,São Paulo,SP
CUST000727,UNIQ000727,22142,Rio de Janeiro,RJ
CUST000728,UNIQ000728,74100,Recife,PE
CUST000729,UNIQ000729,55999,Salvador,SP
CUST000730,UNIQ000730,74602,Recife,RJ
CUST000731,UNIQ000731,67837,Curitiba,CE
CUST000732,UNIQ000732,45735,Curitiba,DF
CUST000733,UNIQ000733,16688,Salvador,BA
CUST000734,UNIQ000734,45406,Belo Horizonte,PR
CUST000735,UNIQ000735,78717,Belo Horizonte,PE
CUST000736,UNIQ000736,36626,Belo Horizonte,RS
CUST000737,UNIQ000737,44384,Belo Horizonte,BA
CUST000738,UNIQ000738,47814,São Paulo,PR
CUST000739,UNIQ000739,71084,Porto Alegre,BA
CUST000740,UNIQ000740,60897,Fortaleza,BA
CUST000741,UNIQ000741,73824,Curitiba,CE
CUST000742,UNIQ000742,66233,Curitiba,SP
CUST000743,UNIQ000743,48663,Curitiba,CE
CUST000744,UNIQ000744,23808,Recife,SP
CUST000745,UNIQ000745,66935,Belo Horizonte,BA
CUST000746,UNIQ000746,80405,Rio de Janeiro,MG
CUST000747,UNIQ000747,53428,Recife,DF
CUST000748,UNIQ000748,35201,Fortaleza,SP
CUST000749,UNIQ000749,43239,Salvador,DF
CUST000750,UNIQ000750,44165,Curitiba,RS
CUST000751,UNIQ000751,42941,Belo Horizonte,BA
CUST000752,UNIQ000752,21778,Brasília,PE
CUST000753,UNIQ000753,29280,Brasília,RS
CUST000754,UNIQ000754,46646,Salvador,CE
CUST000755,UNIQ000755,24039,Curitiba,RJ
CUST000756,UNIQ000756,61689,Salvador,RS
CUST000757,UNIQ000757,13562,Fortaleza,RS
CUST000758,UNIQ000758,33636,Rio de Janeiro,SP
CUST000759,UNIQ000759,16267,Belo Horizonte,PE
CUST000760,UNIQ000760,80571,Manaus,CE
CUST000761,UNIQ000761,52358,Salvador,CE
CUST000762,UNIQ000762,92870,Recife,RS
CUST000763,UNIQ000763,75915,Curitiba,PR
CUST000764,UNIQ000764,16154,Brasília,SP
CUST000765,UNIQ000765,53870,Salvador,CE
CUST000766,UNIQ000766,70626,Salvador,BA
CUST000767,UNIQ000767,34400,Rio de Janeiro,RS
CUST000768,UNIQ000768,25748,Rio de Janeiro,SP
CUST000769,UNIQ000769,85596,Recife,MG
CUST000770,UNIQ000770,63548,São Paulo,SP
CUST000771,UNIQ000771,96490,Curitiba,RS
CUST000772,UNIQ000772,58515,Brasília,BA
CUST000773,UNIQ000773,29350,Fortaleza,CE
CUST000774,UNIQ000774,32114,Curitiba,BA
CUST000775,UNIQ000775,16556,Curitiba,MG
CUST000776,UNIQ000776,32454,Fortaleza,DF
CUST000777,UNIQ000777,54754,Salvador,RS
CUST000778,UNIQ000778,65427,Manaus,BA
CUST000779,UNIQ000779,57115,Brasília,CE
CUST000780,UNIQ000780,33805,Brasília,BA
CUST000781,UNIQ000781,66359,Brasília,AM
CUST000782,UNIQ000782,13167,Belo Horizonte,MG
CUST000783,UNIQ000783,69196,Recife,PE
CUST000784,UNIQ000784,78642,Salvador,AM
CUST000785,UNIQ000785,85796,Manaus,BA
CUST000786,UNIQ000786,75601,Curitiba,DF
CUST000787,UNIQ000787,48624,Belo Horizonte,SP
CUST000788,UNIQ000788,41602,Brasília,MG
CUST000789,UNIQ000789,20393,Salvador,RS
CUST000790,UNIQ000790,50765,Curitiba,RJ
CUST000791,UNIQ000791,66611,Manaus,BA
CUST000792,UNIQ000792,71272,Curitiba,SP
CUST000793,UNIQ000793,10562,Porto Alegre,DF
CUST000794,UNIQ000794,59949,Curitiba,MG
CUST000795,UNIQ000795,30047,Brasília,BA
CUST000796,UNIQ000796,64385,Curitiba,RJ
CUST000797,UNIQ000797,17083,São Paulo,AM
CUST000798,UNIQ000798,40251,Brasília,MG
CUST000799,UNIQ000799,90426,Salvador,BA
