order_id,payment_sequential,payment_type,payment_installments,payment_value
ORD0000111,2,credit_card,3,88.1
ORD0000009,1,credit_card,2,247.25
ORD0000077,1,credit_card,2,55.18
ORD0000083,1,boleto,12,28.46
ORD0000045,1,debit_card,1,18.6
ORD0000971,1,credit_card,1,106.91
ORD0000431,1,boleto,1,286.05
ORD0000941,2,credit_card,6,50.81
ORD0000379,1,boleto,2,31.03
ORD0000764,1,credit_card,2,198.58
ORD0000456,1,credit_card,6,330.05
ORD0000108,1,credit_card,3,235.06
ORD0000301,1,credit_card,1,31.4
ORD0000809,1,credit_card,2,23.4
ORD0000000,1,credit_card,1,54.07
ORD0000850,1,credit_card,2,329.14
ORD0000286,1,credit_card,1,450.75
ORD0000013,1,credit_card,3,94.1
ORD0000811,2,boleto,1,551.91
ORD0000518,1,boleto,1,43.43
ORD0000500,1,credit_card,3,65.86
ORD0000797,1,credit_card,6,139.85
ORD0000170,2,credit_card,3,82.69
ORD0000527,1,boleto,2,31.47
ORD0000249,1,credit_card,1,101.71
ORD0000646,1,credit_card,1,27.56
ORD0000703,1,boleto,2,51.53
ORD0000995,1,credit_card,12,64.08
ORD0000771,1,credit_card,3,54.56
ORD0000616,1,credit_card,6,91.13
ORD0000443,1,credit_card,3,180.16
ORD0000550,1,credit_card,2,147.08
ORD0000460,1,credit_card,12,40.28
ORD0000044,1,boleto,1,108.62
ORD0000508,1,credit_card,12,15.88
ORD0000269,1,boleto,3,188.74
ORD0000632,1,boleto,2,76.79
ORD0000973,1,credit_card,1,60.37
ORD0000930,1,credit_card,1,136.06
ORD0000435,1,boleto,2,36.8
ORD0000015,1,credit_card,6,359.47
ORD0000080,1,credit_card,1,43.13
ORD0000557,1,credit_card,12,48.64
ORD0000693,2,credit_card,12,366.54
ORD0000230,1,credit_card,1,72.52
ORD0000880,1,boleto,3,464.61
ORD0000813,1,credit_card,2,43.03
ORD0000603,1,credit_card,12,100.71
ORD0000378,1,credit_card,2,71.84
ORD0000848,1,debit_card,1,134.08
ORD0000488,1,credit_card,3,62.54
ORD0000396,1,credit_card,1,77.07
ORD0000604,1,credit_card,1,128.89
ORD0000884,1,credit_card,2,366.8
ORD0000961,1,credit_card,6,108.82
ORD0000481,1,credit_card,2,321.28
ORD0000981,1,credit_card,2,187.38
ORD0000612,1,credit_card,3,221.49
ORD0000692,1,credit_card,2,78.91
ORD0000306,1,credit_card,1,131.46
ORD0000902,1,boleto,1,177.5
ORD0000942,1,credit_card,1,52.11
ORD0000167,1,credit_card,3,79.33
ORD0000786,1,boleto,6,136.43
ORD0000357,1,credit_card,2,101.6
ORD0000035,1,credit_card,6,23.75
ORD0000223,1,credit_card,10,110.87
ORD0000806,1,credit_card,2,54.91
ORD0000815,1,credit_card,2,68.23
ORD0000372,1,credit_card,6,108.3
ORD0000566,1,credit_card,1,36.31
ORD0000322,1,credit_card,1,149.49
ORD0000741,1,credit_card,1,30.95
ORD0000518,1,credit_card,1,176.3
ORD0000711,1,credit_card,1,301.81
ORD0000132,1,credit_card,3,42.0
ORD0000364,1,credit_card,6,99.73
ORD0000363,1,boleto,12,97.34
ORD0000882,1,credit_card,1,68.16
ORD0000721,1,credit_card,1,23.52
ORD0000619,1,credit_card,6,114.72
ORD0000456,1,boleto,2,150.72
ORD0000576,2,credit_card,1,58.92
ORD0000126,1,credit_card,1,242.05
ORD0000009,1,credit_card,1,38.41
ORD0000511,1,credit_card,3,39.17
ORD0000378,1,credit_card,3,183.1
ORD0000578,1,credit_card,3,100.42
ORD0000472,1,credit_card,10,54.58
ORD0000181,1,voucher,2,23.75
ORD0000588,1,credit_card,1,90.85
ORD0000376,1,credit_card,1,287.69
ORD0000865,2,credit_card,12,36.5
ORD0000886,1,credit_card,3,16.27
ORD0000147,1,credit_card,1,85.82
ORD0000218,1,credit_card,1,353.13
ORD0000927,1,credit_card,6,240.02
ORD0000078,1,boleto,10,45.09
ORD0000111,1,boleto,1,82.24
ORD0000290,1,credit_card,10,116.88
ORD0000477,1,debit_card,1,39.14
ORD0000288,1,voucher,1,60.15
ORD0000778,1,credit_card,1,145.55
ORD0000432,1,credit_card,6,87.23
ORD0000062,1,credit_card,3,119.06
ORD0000135,1,credit_card,3,63.56
ORD0000839,1,boleto,2,45.17
ORD0000633,1,voucher,2,73.75
ORD0000226,1,boleto,2,29.74
ORD0000146,1,credit_card,12,151.39
ORD0000640,1,credit_card,2,15.43
ORD0000791,1,credit_card,1,231.47
ORD0000061,1,credit_card,2,409.39
ORD0000604,1,credit_card,6,35.24
ORD0000401,1,credit_card,1,220.06
ORD0000909,1,boleto,6,23.27
ORD0000029,1,credit_card,10,114.5
ORD0000235,1,credit_card,6,75.41
ORD0000076,1,credit_card,3,186.7
ORD0000212,1,credit_card,10,14.79
ORD0000613,1,boleto,1,7.31
ORD0000998,1,boleto,3,61.65
ORD0000745,1,credit_card,6,155.74
ORD0000553,1,credit_card,3,177.0
ORD0000844,1,credit_card,12,34.14
ORD0000174,1,credit_card,1,14.81
ORD0000476,1,credit_card,3,70.26
ORD0000009,1,credit_card,3,98.0
ORD0000728,1,credit_card,2,70.54
ORD0000714,1,credit_card,10,38.18
ORD0000773,1,credit_card,3,19.06
ORD0000548,1,credit_card,6,123.59
ORD0000972,1,credit_card,1,276.5
ORD0000121,1,credit_card,2,58.98
ORD0000523,1,boleto,12,22.0
ORD0000519,1,credit_card,1,53.3
ORD0000758,1,credit_card,6,90.47
ORD0000304,2,credit_card,1,374.39
ORD0000792,1,credit_card,2,32.62
ORD0000090,1,credit_card,1,120.09
ORD0000714,1,credit_card,3,279.19
ORD0000272,1,credit_card,10,181.35
ORD0000724,1,credit_card,2,139.31
ORD0000962,1,credit_card,3,49.62
ORD0000071,1,credit_card,10,480.88
ORD0000231,1,boleto,3,55.7
ORD0000867,1,credit_card,2,9.89
ORD0000223,1,boleto,1,78.19
ORD0000406,1,credit_card,2,29.29
ORD0000504,1,credit_card,1,45.3
ORD0000474,1,boleto,3,131.59
ORD0000835,1,credit_card,3,259.83
ORD0000230,1,credit_card,6,160.42
ORD0000627,1,boleto,1,31.42
ORD0000929,1,credit_card,1,273.04
ORD0000731,1,boleto,1,690.2
ORD0000944,1,voucher,10,39.8
ORD0000229,1,credit_card,2,102.22
ORD0000837,1,credit_card,3,870.93
ORD0000227,1,credit_card,1,131.41
ORD0000781,1,credit_card,3,24.4
ORD0000894,1,credit_card,6,71.52
ORD0000076,1,credit_card,6,86.34
ORD0000030,1,boleto,1,108.0
ORD0000589,2,credit_card,1,59.41
ORD0000424,1,credit_card,12,38.53
ORD0000813,1,credit_card,2,17.32
ORD0000979,1,boleto,2,45.92
ORD0000138,1,boleto,3,244.37
ORD0000296,1,credit_card,2,64.3
ORD0000479,2,credit_card,1,73.72
ORD0000073,1,credit_card,2,115.61
ORD0000609,1,credit_card,1,27.86
ORD0000484,2,credit_card,3,102.09
ORD0000091,1,credit_card,2,372.9
ORD0000106,1,credit_card,3,202.77
ORD0000759,1,credit_card,10,57.58
ORD0000801,1,boleto,2,9.38
ORD0000189,1,credit_card,1,70.08
ORD0000012,1,debit_card,1,101.74
ORD0000727,1,boleto,1,213.05
ORD0000789,1,debit_card,1,99.53
ORD0000063,1,credit_card,10,85.37
ORD0000633,1,credit_card,3,39.44
ORD0000335,2,credit_card,1,69.93
ORD0000629,1,credit_card,1,287.76
ORD0000783,2,boleto,1,97.83
ORD0000064,1,voucher,10,94.88
ORD0000276,1,credit_card,10,160.02
ORD0000032,1,credit_card,6,64.93
ORD0000556,2,credit_card,1,26.77
ORD0000974,1,boleto,2,10.25
ORD0000919,1,credit_card,10,131.54
ORD0000939,1,credit_card,1,239.94
ORD0000500,1,credit_card,1,90.48
ORD0000764,1,credit_card,1,213.45
ORD0000951,1,credit_card,1,216.99
ORD0000147,2,credit_card,1,42.86
ORD0000119,1,boleto,2,29.27
ORD0000495,1,boleto,6,253.34
ORD0000896,1,credit_card,1,99.26
ORD0000818,1,credit_card,2,55.17
ORD0000594,1,credit_card,1,61.09
ORD0000848,1,credit_card,1,100.8
ORD0000134,1,credit_card,6,20.0
ORD0000054,1,credit_card,1,140.51
ORD0000980,1,credit_card,12,135.06
ORD0000164,1,boleto,10,84.47
ORD0000190,1,credit_card,6,62.55
ORD0000186,1,credit_card,3,111.21
ORD0000130,1,credit_card,3,9.99
ORD0000614,1,credit_card,1,104.36
ORD0000765,1,credit_card,6,33.21
ORD0000766,1,credit_card,2,42.16
ORD0000557,1,credit_card,6,200.53
ORD0000240,1,credit_card,1,270.76
ORD0000084,1,credit_card,6,263.72
ORD0000010,1,credit_card,2,159.92
ORD0000580,1,boleto,1,115.96
ORD0000468,1,credit_card,1,137.45
ORD0000467,1,boleto,1,236.48
ORD0000834,1,credit_card,1,101.56
ORD0000989,1,credit_card,10,110.32
ORD0000483,1,boleto,1,179.81
ORD0000853,1,credit_card,1,61.25
ORD0000063,1,boleto,12,118.08
ORD0000130,1,boleto,1,37.89
ORD0000780,1,credit_card,12,68.34
ORD0000998,1,credit_card,12,194.02
ORD0000316,1,credit_card,1,94.02
ORD0000164,1,credit_card,3,86.66
ORD0000175,1,credit_card,12,21.17
ORD0000379,1,credit_card,1,168.06
ORD0000351,1,credit_card,1,131.49
ORD0000275,1,credit_card,1,29.98
ORD0000442,1,boleto,1,20.24
ORD0000938,1,credit_card,2,95.97
ORD0000642,1,boleto,10,92.35
ORD0000933,1,credit_card,6,198.04
ORD0000882,2,boleto,1,17.76
ORD0000459,1,credit_card,10,19.28
ORD0000611,1,voucher,1,35.39
ORD0000101,1,credit_card,12,85.06
ORD0000240,2,credit_card,1,120.68
ORD0000565,1,credit_card,1,113.37
ORD0000072,1,credit_card,1,108.44
ORD0000889,1,credit_card,1,42.8
ORD0000835,1,credit_card,2,138.87
ORD0000110,1,credit_card,10,113.85
ORD0000988,1,boleto,12,69.49
ORD0000667,2,credit_card,1,35.44
ORD0000552,2,credit_card,3,13.9
ORD0000901,1,boleto,3,83.37
ORD0000155,1,credit_card,2,26.07
ORD0000945,1,credit_card,12,60.99
ORD0000184,1,credit_card,1,341.57
ORD0000492,1,credit_card,2,244.65
ORD0000139,1,credit_card,1,318.67
ORD0000990,1,credit_card,2,29.4
ORD0000961,1,credit_card,3,488.43
ORD0000504,1,voucher,1,60.84
ORD0000328,1,credit_card,12,164.98
ORD0000864,1,credit_card,6,257.58
ORD0000476,1,credit_card,10,206.32
ORD0000197,1,boleto,1,184.16
ORD0000494,1,credit_card,12,48.22
ORD0000813,1,credit_card,1,34.08
ORD0000213,1,boleto,1,44.75
ORD0000566,1,voucher,1,39.73
ORD0000789,1,credit_card,1,28.8
ORD0000460,1,credit_card,6,144.63
ORD0000099,1,credit_card,2,103.01
ORD0000625,1,credit_card,3,101.06
ORD0000904,1,credit_card,10,178.89
ORD0000449,1,credit_card,1,70.57
ORD0000603,1,credit_card,12,104.67
ORD0000501,1,credit_card,6,55.19
ORD0000863,1,credit_card,6,63.68
ORD0000376,1,credit_card,3,120.89
ORD0000987,1,boleto,10,181.8
ORD0000805,1,boleto,10,106.07
ORD0000432,1,credit_card,2,62.41
ORD0000454,1,credit_card,1,105.68
ORD0000546,2,credit_card,1,97.72
ORD0000910,1,credit_card,1,63.6
ORD0000176,1,credit_card,6,37.4
ORD0000259,1,credit_card,1,149.43
ORD0000169,1,boleto,10,411.0
ORD0000847,1,credit_card,3,114.42
ORD0000971,1,credit_card,1,47.32
ORD0000064,1,credit_card,10,43.42
ORD0000268,1,credit_card,1,29.74
ORD0000151,1,debit_card,1,244.3
ORD0000510,1,credit_card,1,122.31
ORD0000856,1,credit_card,1,227.96
