order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value
ORD0000551,1,PROD00023,SELL00079,2017-02-20,23.93,19.13
ORD0000440,3,PROD00188,SELL00077,2017-04-07,19.39,5.77
ORD0000705,2,PROD00049,SELL00028,2017-02-10,27.64,10.32
ORD0000373,1,PROD00115,SELL00065,2018-08-11,77.32,18.68
ORD0000000,2,PROD00092,SELL00071,2018-02-28,27.05,19.61
ORD0000568,3,PROD00155,SELL00064,2018-09-01,28.24,11.02
ORD0000332,3,PROD00044,SELL00015,2017-06-11,83.89,2.07
ORD0000984,1,PROD00035,SELL00016,2017-02-11,189.27,11.29
ORD0000898,2,PROD00037,SELL00056,2018-06-10,35.42,23.28
ORD0000414,2,PROD00000,SELL00026,2017-12-31,19.52,36.51
ORD0000119,1,PROD00095,SELL00002,2017-04-19,41.88,10.47
ORD0000725,1,PROD00105,SELL00058,2018-03-19,91.58,11.19
ORD0000249,1,PROD00020,SELL00058,2017-03-14,23.4,10.41
ORD0000516,3,PROD00147,SELL00047,2017-12-14,114.47,14.27
ORD0000217,3,PROD00127,SELL00010,2017-02-18,61.38,10.1
ORD0000596,1,PROD00199,SELL00038,2017-08-10,84.48,8.95
ORD0000711,3,PROD00177,SELL00033,2018-02-04,29.04,7.53
ORD0000969,3,PROD00063,SELL00049,2018-02-05,93.6,12.11
ORD0000511,2,PROD00117,SELL00018,2018-09-01,15.62,6.97
ORD0000751,2,PROD00081,SELL00019,2018-08-22,124.69,13.78
ORD0000500,2,PROD00046,SELL00082,2018-03-20,116.87,12.57
ORD0000731,3,PROD00009,SELL00083,2018-08-09,73.02,9.36
ORD0000106,2,PROD00088,SELL00050,2017-08-23,30.66,12.33
ORD0000108,1,PROD00023,SELL00029,2017-03-24,30.0,17.07
ORD0000012,3,PROD00087,SELL00090,2018-07-16,52.22,12.17
ORD0000924,3,PROD00086,SELL00094,2017-10-15,120.81,15.08
ORD0000529,3,PROD00002,SELL00074,2018-01-20,218.8,19.59
ORD0000308,1,PROD00186,SELL00081,2017-04-25,21.77,15.05
ORD0000088,3,PROD00121,SELL00056,2017-11-29,38.07,14.31
ORD0000310,2,PROD00030,SELL00018,2017-08-26,36.7,22.08
ORD0000139,3,PROD00000,SELL00091,2018-08-23,38.57,12.25
ORD0000496,2,PROD00001,SELL00013,2018-09-06,115.08,13.51
ORD0000848,1,PROD00067,SELL00033,2018-04-07,36.27,7.33
ORD0000361,1,PROD00035,SELL00082,2017-04-29,81.7,10.16
ORD0000568,2,PROD00123,SELL00041,2018-02-24,98.01,9.24
ORD0000635,1,PROD00118,SELL00052,2017-08-20,88.05,11.38
ORD0000235,1,PROD00158,SELL00068,2017-10-21,16.59,9.12
ORD0000393,2,PROD00035,SELL00081,2017-11-08,67.57,8.09
ORD0000808,1,PROD00055,SELL00098,2017-08-18,30.34,22.25
ORD0000025,3,PROD00051,SELL00046,2018-05-11,54.71,35.11
ORD0000065,3,PROD00085,SELL00035,2018-05-13,79.64,9.9
ORD0000365,1,PROD00144,SELL00070,2017-07-02,12.43,7.17
ORD0000536,1,PROD00036,SELL00084,2018-09-03,136.96,9.82
ORD0000283,2,PROD00023,SELL00066,2018-01-09,13.9,27.26
ORD0000667,2,PROD00093,SELL00024,2017-11-18,30.64,17.23
ORD0000373,1,PROD00114,SELL00083,2018-07-26,51.04,15.81
ORD0000631,1,PROD00101,SELL00019,2018-03-31,16.63,11.31
ORD0000703,2,PROD00194,SELL00030,2018-06-08,18.62,26.36
ORD0000330,1,PROD00114,SELL00005,2017-10-15,64.93,51.12
ORD0000916,1,PROD00071,SELL00009,2017-11-05,37.77,4.53
ORD0000143,1,PROD00079,SELL00001,2018-08-25,140.12,18.02
ORD0000535,3,PROD00115,SELL00028,2018-04-27,58.8,21.29
ORD0000965,2,PROD00116,SELL00061,2017-10-25,43.53,18.34
ORD0000873,2,PROD00002,SELL00066,2017-04-28,33.09,6.95
ORD0000776,3,PROD00189,SELL00083,2017-05-11,74.0,7.92
ORD0000544,2,PROD00090,SELL00011,2017-02-27,60.51,13.37
ORD0000473,1,PROD00065,SELL00076,2017-07-29,24.04,11.25
ORD0000430,3,PROD00123,SELL00067,2018-07-22,56.19,9.25
ORD0000512,2,PROD00019,SELL00052,2018-04-16,128.75,17.21
ORD0000231,2,PROD00169,SELL00020,2018-05-13,65.04,16.42
ORD0000092,2,PROD00023,SELL00038,2018-09-04,11.99,10.39
ORD0000144,1,PROD00052,SELL00013,2018-09-08,60.95,5.83
ORD0000183,3,PROD00093,SELL00034,2017-03-11,35.39,10.33
ORD0000647,2,PROD00105,SELL00019,2017-09-28,3.17,18.88
ORD0000928,2,PROD00187,SELL00028,2017-05-01,94.48,19.92
ORD0000736,1,PROD00055,SELL00051,2018-02-27,440.31,8.25
ORD0000249,3,PROD00183,SELL00051,2017-11-24,17.81,10.64
ORD0000803,3,PROD00138,SELL00061,2017-03-08,39.63,3.81
ORD0000155,2,PROD00187,SELL00017,2017-10-03,20.37,13.55
ORD0000116,1,PROD00149,SELL00021,2017-07-05,162.69,12.3
ORD0000313,2,PROD00173,SELL00079,2017-05-11,31.33,8.37
ORD0000216,1,PROD00086,SELL00042,2017-09-25,19.7,29.44
ORD0000009,2,PROD00071,SELL00071,2017-12-31,29.64,8.32
ORD0000822,3,PROD00073,SELL00086,2018-08-13,24.77,6.65
ORD0000828,3,PROD00081,SELL00033,2017-02-21,128.31,13.83
ORD0000366,3,PROD00007,SELL00087,2018-07-20,224.61,15.66
ORD0000897,3,PROD00070,SELL00098,2018-01-08,48.89,12.27
ORD0000356,1,PROD00100,SELL00079,2017-01-12,17.99,16.64
ORD0000661,3,PROD00177,SELL00006,2018-01-15,36.62,22.96
ORD0000407,1,PROD00142,SELL00001,2018-02-07,314.08,6.04
ORD0000323,3,PROD00173,SELL00024,2017-04-03,38.08,13.38
ORD0000285,3,PROD00110,SELL00049,2018-08-22,39.96,14.37
ORD0000282,2,PROD00126,SELL00049,2017-04-27,23.34,10.86
ORD0000488,1,PROD00194,SELL00096,2017-11-04,42.03,8.22
ORD0000117,2,PROD00077,SELL00081,2017-02-14,38.74,25.79
ORD0000251,2,PROD00144,SELL00025,2017-03-16,92.11,16.87
ORD0000164,2,PROD00101,SELL00082,2017-11-10,80.48,10.92
ORD0000470,2,PROD00175,SELL00068,2018-04-07,30.33,20.95
ORD0000459,1,PROD00044,SELL00037,2018-05-19,289.3,10.08
ORD0000710,1,PROD00087,SELL00035,2017-03-18,75.96,18.22
ORD0000031,2,PROD00188,SELL00081,2017-06-17,319.79,10.24
ORD0000881,3,PROD00113,SELL00003,2018-07-21,115.34,5.93
ORD0000094,2,PROD00050,SELL00057,2017-02-26,106.23,6.59
ORD0000050,3,PROD00004,SELL00031,2017-10-14,52.55,17.67
ORD0000327,3,PROD00156,SELL00044,2018-09-08,104.32,17.43
ORD0000817,3,PROD00085,SELL00057,2017-01-22,61.29,15.4
ORD0000521,1,PROD00167,SELL00087,2018-09-05,8.88,15.01
ORD0000959,2,PROD00009,SELL00054,2017-12-02,47.83,13.81
ORD0000519,2,PROD00011,SELL00034,2017-08-21,10.91,33.45
ORD0000163,1,PROD00181,SELL00049,2017-08-25,58.75,5.77
ORD0000330,3,PROD00078,SELL00089,2017-09-03,19.02,8.45
ORD0000463,1,PROD00109,SELL00008,2018-08-21,55.01,22.41
ORD0000196,1,PROD00090,SELL00005,2017-03-06,251.12,6.49
ORD0000257,2,PROD00096,SELL00043,2017-03-11,52.79,8.48
ORD0000992,1,PROD00125,SELL00076,2017-05-11,211.64,16.6
ORD0000150,2,PROD00099,SELL00040,2017-03-22,19.48,10.05
ORD0000529,3,PROD00134,SELL00087,2017-11-21,16.78,18.36
ORD0000592,2,PROD00198,SELL00080,2018-05-02,68.45,17.78
ORD0000758,1,PROD00196,SELL00064,2017-01-26,75.72,18.14
ORD0000112,1,PROD00196,SELL00066,2018-06-16,30.3,14.09
ORD0000327,3,PROD00065,SELL00074,2017-06-06,76.94,4.59
ORD0000870,2,PROD00175,SELL00039,2017-08-18,5.19,5.5
ORD0000734,2,PROD00108,SELL00099,2017-08-27,69.69,21.78
ORD0000671,2,PROD00133,SELL00060,2018-02-03,25.98,13.1
ORD0000178,3,PROD00142,SELL00047,2018-08-22,35.51,25.97
ORD0000792,1,PROD00041,SELL00076,2018-02-04,73.47,6.22
ORD0000243,2,PROD00016,SELL00050,2017-11-07,40.63,13.02
ORD0000100,3,PROD00108,SELL00090,2018-04-05,267.26,18.46
ORD0000190,1,PROD00015,SELL00024,2018-04-12,34.09,22.18
ORD0000444,2,PROD00135,SELL00076,2018-08-14,167.3,14.03
ORD0000782,2,PROD00004,SELL00098,2017-03-21,21.61,22.37
ORD0000836,1,PROD00197,SELL00085,2017-12-17,10.95,16.48
ORD0000457,3,PROD00015,SELL00095,2017-01-11,27.03,17.42
ORD0000389,2,PROD00073,SELL00047,2017-08-08,11.89,21.3
ORD0000116,3,PROD00046,SELL00013,2017-05-17,306.97,21.71
ORD0000849,1,PROD00167,SELL00034,2017-10-27,36.37,11.78
ORD0000531,2,PROD00158,SELL00032,2018-05-02,21.39,10.39
ORD0000140,3,PROD00095,SELL00061,2018-08-26,149.63,7.48
ORD0000987,3,PROD00104,SELL00077,2017-08-05,34.13,7.28
ORD0000515,1,PROD00142,SELL00081,2017-01-10,256.62,17.17
ORD0000132,3,PROD00126,SELL00096,2018-07-25,18.77,26.2
ORD0000410,3,PROD00072,SELL00037,2017-09-11,150.16,13.26
ORD0000311,1,PROD00181,SELL00014,2018-07-01,7.85,10.43
ORD0000172,1,PROD00009,SELL00063,2018-06-23,123.17,20.83
ORD0000521,2,PROD00117,SELL00019,2018-07-05,70.32,11.29
ORD0000243,1,PROD00130,SELL00029,2017-12-21,101.11,7.88
ORD0000367,2,PROD00019,SELL00024,2017-09-03,25.88,14.75
ORD0000553,3,PROD00170,SELL00073,2017-02-12,16.96,10.21
ORD0000332,3,PROD00199,SELL00049,2018-04-15,17.34,7.91
ORD0000399,1,PROD00175,SELL00038,2017-11-11,225.92,6.61
ORD0000958,3,PROD00130,SELL00003,2017-09-12,18.35,13.87
ORD0000460,3,PROD00179,SELL00064,2017-06-22,85.42,6.03
ORD0000181,1,PROD00171,SELL00037,2017-09-11,66.36,9.84
ORD0000966,2,PROD00041,SELL00059,2017-10-22,29.92,14.31
ORD0000276,3,PROD00170,SELL00034,2017-10-17,15.13,16.26
ORD0000419,3,PROD00088,SELL00016,2017-09-16,76.6,10.41
ORD0000484,3,PROD00059,SELL00092,2018-06-01,128.07,13.76
ORD0000050,3,PROD00176,SELL00013,2017-06-30,98.85,6.37
ORD0000152,1,PROD00187,SELL00084,2017-09-27,46.08,30.07
ORD0000355,2,PROD00074,SELL00030,2017-04-18,13.09,10.15
ORD0000958,3,PROD00123,SELL00063,2017-07-17,21.42,10.92
ORD0000512,1,PROD00028,SELL00015,2018-08-27,33.37,20.13
ORD0000072,2,PROD00033,SELL00012,2017-07-21,39.86,20.29
ORD0000354,3,PROD00100,SELL00078,2017-07-05,133.99,11.71
ORD0000903,2,PROD00144,SELL00068,2017-03-16,121.18,6.25
ORD0000587,2,PROD00163,SELL00031,2018-04-12,83.33,19.97
ORD0000244,3,PROD00012,SELL00062,2017-03-01,11.88,9.84
ORD0000484,2,PROD00061,SELL00055,2017-05-21,51.34,9.94
ORD0000278,1,PROD00034,SELL00085,2017-07-26,64.9,6.62
ORD0000102,1,PROD00170,SELL00084,2017-08-17,29.93,13.16
ORD0000862,1,PROD00128,SELL00058,2017-10-28,108.49,15.42
ORD0000598,1,PROD00134,SELL00022,2018-08-02,32.63,12.58
ORD0000660,3,PROD00103,SELL00042,2018-04-06,39.79,15.76
ORD0000561,3,PROD00064,SELL00049,2017-04-08,70.43,11.04
ORD0000674,2,PROD00037,SELL00097,2018-08-21,7.2,19.14
ORD0000545,2,PROD00084,SELL00083,2018-03-03,79.08,9.11
ORD0000184,3,PROD00034,SELL00032,2018-07-24,38.29,5.27
ORD0000149,3,PROD00071,SELL00096,2017-03-07,19.91,10.62
ORD0000258,2,PROD00196,SELL00045,2018-07-05,42.22,6.48
ORD0000767,2,PROD00193,SELL00023,2018-08-10,195.65,7.16
ORD0000517,2,PROD00073,SELL00071,2017-03-19,4.47,5.72
ORD0000112,1,PROD00102,SELL00097,2017-02-15,41.64,3.24
ORD0000746,2,PROD00091,SELL00076,2017-02-04,51.01,13.63
ORD0000145,2,PROD00091,SELL00004,2017-02-13,62.06,10.55
ORD0000435,1,PROD00135,SELL00008,2017-08-20,99.94,11.56
ORD0000644,3,PROD00054,SELL00079,2017-03-17,61.42,20.19
ORD0000709,2,PROD00014,SELL00000,2018-01-13,27.65,10.63
ORD0000690,3,PROD00190,SELL00040,2017-07-27,83.7,23.13
ORD0000976,1,PROD00126,SELL00051,2017-12-21,62.34,8.14
ORD0000440,3,PROD00059,SELL00082,2017-07-22,99.86,12.01
ORD0000507,2,PROD00105,SELL00089,2018-08-04,12.9,14.92
ORD0000966,3,PROD00079,SELL00073,2018-08-09,39.03,6.95
ORD0000710,3,PROD00008,SELL00098,2017-02-13,17.68,5.78
ORD0000496,1,PROD00101,SELL00016,2017-05-18,133.29,23.19
ORD0000751,3,PROD00106,SELL00057,2018-07-19,30.85,15.98
ORD0000206,1,PROD00190,SELL00067,2018-06-29,45.37,12.57
ORD0000473,1,PROD00120,SELL00014,2017-04-08,10.5,11.29
ORD0000197,1,PROD00129,SELL00012,2017-06-16,56.76,13.78
ORD0000139,2,PROD00146,SELL00032,2017-05-26,35.95,3.09
ORD0000863,3,PROD00180,SELL00013,2017-09-29,52.17,9.96
ORD0000673,2,PROD00135,SELL00035,2017-11-05,14.18,6.52
ORD0000212,1,PROD00074,SELL00061,2018-03-10,28.26,14.43
ORD0000327,2,PROD00153,SELL00061,2017-08-02,51.72,22.2
ORD0000849,1,PROD00103,SELL00090,2017-02-19,7.59,11.41
ORD0000357,1,PROD00003,SELL00099,2018-01-24,168.81,7.29
ORD0000501,2,PROD00182,SELL00027,2018-02-07,123.03,7.01
ORD0000887,1,PROD00004,SELL00016,2017-05-24,52.76,18.94
ORD0000841,1,PROD00065,SELL00084,2017-02-18,46.59,19.96
ORD0000087,2,PROD00134,SELL00087,2017-08-03,79.54,19.75
ORD0000014,2,PROD00149,SELL00060,2018-01-31,63.2,23.61
ORD0000221,1,PROD00100,SELL00022,2017-01-31,19.17,13.13
ORD0000252,2,PROD00185,SELL00007,2018-06-12,35.03,16.81
ORD0000034,1,PROD00086,SELL00007,2017-02-17,28.22,12.35
ORD0000807,3,PROD00122,SELL00017,2018-02-02,21.64,13.12
ORD0000743,3,PROD00076,SELL00074,2017-07-06,18.62,12.4
ORD0000038,3,PROD00159,SELL00077,2018-05-15,27.14,6.67
ORD0000156,1,PROD00134,SELL00072,2017-11-24,17.62,10.64
ORD0000052,3,PROD00129,SELL00063,2018-05-23,24.38,6.46
ORD0000089,2,PROD00013,SELL00074,2017-05-06,186.69,7.15
ORD0000107,3,PROD00133,SELL00087,2017-02-18,11.09,12.53
ORD0000365,2,PROD00021,SELL00054,2017-02-26,639.24,14.89
ORD0000134,1,PROD00182,SELL00027,2017-06-30,76.51,10.75
ORD0000273,3,PROD00114,SELL00092,2018-07-10,249.03,10.82
ORD0000155,3,PROD00112,SELL00018,2018-03-31,66.54,21.8
ORD0000140,1,PROD00091,SELL00058,2017-11-25,64.77,17.35
ORD0000104,3,PROD00182,SELL00035,2017-04-17,95.5,10.28
ORD0000676,3,PROD00148,SELL00087,2018-01-25,57.82,24.17
ORD0000090,1,PROD00144,SELL00068,2017-12-30,34.79,25.46
ORD0000900,3,PROD00044,SELL00024,2017-08-13,65.99,9.49
ORD0000415,1,PROD00013,SELL00072,2017-07-31,79.19,32.45
ORD0000667,1,PROD00048,SELL00081,2017-06-03,133.38,6.16
ORD0000616,3,PROD00164,SELL00070,2018-01-17,53.39,13.88
ORD0000384,2,PROD00018,SELL00025,2017-07-24,11.14,22.96
ORD0000269,3,PROD00066,SELL00081,2018-01-16,64.89,9.96
ORD0000187,3,PROD00180,SELL00024,2017-11-13,61.49,18.48
ORD0000028,2,PROD00066,SELL00004,2018-07-02,90.97,9.76
ORD0000420,3,PROD00104,SELL00021,2017-02-23,11.01,3.53
ORD0000535,3,PROD00043,SELL00012,2018-09-03,147.72,10.44
ORD0000192,2,PROD00008,SELL00038,2017-11-20,39.88,13.02
ORD0000678,2,PROD00082,SELL00098,2017-10-08,32.17,36.8
ORD0000064,2,PROD00096,SELL00063,2017-09-18,10.2,4.37
ORD0000666,1,PROD00052,SELL00096,2018-03-11,126.94,4.05
ORD0000577,3,PROD00185,SELL00064,2017-02-16,72.3,31.91
ORD0000529,1,PROD00011,SELL00032,2017-02-03,53.2,5.89
ORD0000212,1,PROD00128,SELL00070,2017-07-03,19.4,29.94
ORD0000925,2,PROD00052,SELL00096,2017-06-26,253.69,10.46
ORD0000182,2,PROD00143,SELL00010,2018-06-07,5.66,4.93
ORD0000709,1,PROD00158,SELL00040,2017-09-05,28.02,9.35
ORD0000667,2,PROD00055,SELL00035,2017-02-26,42.36,17.03
ORD0000247,3,PROD00094,SELL00086,2017-12-22,22.92,12.81
ORD0000454,3,PROD00165,SELL00019,2017-01-29,17.4,9.99
ORD0000521,1,PROD00187,SELL00041,2018-06-20,5.02,10.12
ORD0000531,2,PROD00051,SELL00042,2018-09-06,158.68,28.88
ORD0000759,2,PROD00042,SELL00038,2018-02-15,53.62,20.98
ORD0000462,2,PROD00036,SELL00045,2017-08-18,14.29,5.95
ORD0000111,3,PROD00033,SELL00048,2018-08-17,180.0,11.29
ORD0000126,1,PROD00058,SELL00073,2017-12-26,28.83,11.28
ORD0000445,1,PROD00133,SELL00017,2017-04-17,30.75,15.86
ORD0000309,1,PROD00145,SELL00087,2017-05-23,29.84,6.51
ORD0000719,2,PROD00122,SELL00077,2018-01-02,28.13,12.45
ORD0000473,3,PROD00082,SELL00001,2018-02-09,66.07,10.81
ORD0000525,3,PROD00174,SELL00007,2018-06-13,24.98,12.44
ORD0000698,1,PROD00102,SELL00074,2017-11-07,75.13,23.01
ORD0000478,3,PROD00030,SELL00025,2017-04-09,32.72,7.3
ORD0000727,2,PROD00159,SELL00019,2018-03-05,8.99,17.33
ORD0000927,2,PROD00022,SELL00053,2017-06-05,14.76,21.32
ORD0000347,2,PROD00077,SELL00008,2017-06-05,28.72,5.14
ORD0000749,3,PROD00090,SELL00064,2017-09-01,54.24,24.37
ORD0000321,2,PROD00087,SELL00017,2017-09-16,563.04,7.03
ORD0000284,3,PROD00185,SELL00065,2017-05-27,24.14,3.48
ORD0000126,3,PROD00020,SELL00018,2017-11-24,111.47,12.89
ORD0000138,1,PROD00198,SELL00030,2017-04-18,3.93,19.29
ORD0000732,2,PROD00060,SELL00087,2018-05-18,40.06,14.97
ORD0000537,2,PROD00151,SELL00017,2018-04-25,35.7,22.71
ORD0000298,3,PROD00094,SELL00040,2017-09-04,79.16,3.44
ORD0000826,2,PROD00081,SELL00051,2017-01-15,85.9,30.47
ORD0000364,1,PROD00140,SELL00044,2017-10-16,58.78,6.77
ORD0000107,3,PROD00007,SELL00034,2018-04-26,22.51,15.48
ORD0000664,3,PROD00170,SELL00082,2018-03-07,14.09,13.84
ORD0000861,1,PROD00129,SELL00008,2017-12-16,43.81,21.53
ORD0000434,2,PROD00057,SELL00099,2017-05-13,16.27,12.18
ORD0000686,2,PROD00057,SELL00020,2017-03-07,88.26,7.21
ORD0000921,2,PROD00159,SELL00065,2017-11-20,113.13,13.31
ORD0000725,2,PROD00124,SELL00039,2018-02-14,47.83,6.37
ORD0000181,3,PROD00107,SELL00070,2017-04-19,64.75,9.94
ORD0000693,1,PROD00124,SELL00031,2017-11-08,239.37,15.48
ORD0000930,2,PROD00018,SELL00064,2017-12-13,63.89,14.18
ORD0000328,1,PROD00043,SELL00026,2017-01-22,74.71,28.32
ORD0000426,1,PROD00051,SELL00036,2017-07-14,30.14,10.06
ORD0000411,2,PROD00088,SELL00075,2018-06-09,45.69,24.24
ORD0000609,1,PROD00136,SELL00010,2018-02-25,15.96,10.51
ORD0000008,1,PROD00103,SELL00073,2018-02-25,87.2,24.84
ORD0000410,2,PROD00190,SELL00070,2017-10-12,45.95,16.04
ORD0000504,2,PROD00008,SELL00070,2017-11-21,217.41,13.38
ORD0000488,2,PROD00026,SELL00074,2018-06-24,35.14,9.79
ORD0000149,3,PROD00085,SELL00036,2018-03-06,5.32,2.71
ORD0000174,2,PROD00042,SELL00054,2018-03-20,175.59,15.28
ORD0000750,2,PROD00137,SELL00064,2017-11-29,20.03,16.02
ORD0000301,3,PROD00156,SELL00054,2017-03-08,3.1,9.6
ORD0000964,2,PROD00023,SELL00032,2017-07-27,111.84,8.38
ORD0000480,2,PROD00161,SELL00065,2017-09-29,68.74,12.32
ORD0000738,3,PROD00013,SELL00060,2017-03-07,24.68,13.18
ORD0000757,2,PROD00092,SELL00019,2017-09-27,32.07,29.53
ORD0000942,3,PROD00149,SELL00055,2018-04-25,93.85,2.64
ORD0000172,2,PROD00018,SELL00002,2017-02-11,18.78,7.61
ORD0000750,3,PROD00005,SELL00051,2018-04-24,387.24,5.46
ORD0000319,1,PROD00163,SELL00047,2017-04-07,11.6,13.91
ORD0000318,2,PROD00014,SELL00053,2018-03-15,10.25,9.06
ORD0000255,3,PROD00175,SELL00031,2018-04-03,13.8,15.26
ORD0000666,1,PROD00019,SELL00083,2017-11-24,21.78,10.52
ORD0000563,3,PROD00136,SELL00092,2018-01-12,96.3,25.64
ORD0000629,3,PROD00187,SELL00075,2018-07-07,67.5,7.06
ORD0000465,1,PROD00061,SELL00056,2017-07-16,36.85,14.2
ORD0000466,2,PROD00012,SELL00005,2018-06-15,73.01,14.45
ORD0000008,2,PROD00146,SELL00033,2018-02-25,358.68,12.05
ORD0000641,3,PROD00124,SELL00085,2017-02-25,24.6,14.31
ORD0000778,3,PROD00083,SELL00030,2017-09-09,17.99,14.41
ORD0000331,2,PROD00059,SELL00057,2018-02-19,136.19,10.65
ORD0000772,2,PROD00006,SELL00034,2018-08-02,27.43,11.39
ORD0000625,2,PROD00188,SELL00098,2018-03-16,9.96,7.85
ORD0000087,1,PROD00081,SELL00037,2017-03-07,26.48,16.49
ORD0000149,2,PROD00128,SELL00028,2017-10-31,36.05,3.73
ORD0000242,3,PROD00158,SELL00099,2017-05-19,15.4,10.01
ORD0000437,1,PROD00131,SELL00019,2017-06-30,19.61,32.41
ORD0000130,3,PROD00125,SELL00079,2018-02-25,111.22,20.92
ORD0000136,1,PROD00122,SELL00072,2017-05-15,20.41,16.42
ORD0000798,2,PROD00046,SELL00053,2017-09-16,155.47,30.81
ORD0000354,2,PROD00184,SELL00043,2017-10-01,63.62,9.24
ORD0000039,2,PROD00167,SELL00008,2018-08-04,23.17,11.44
ORD0000224,1,PROD00047,SELL00036,2018-04-09,23.91,13.24
ORD0000796,3,PROD00162,SELL00095,2017-05-24,14.52,15.23
ORD0000418,1,PROD00039,SELL00018,2018-05-29,35.7,8.99
ORD0000126,3,PROD00185,SELL00081,2018-01-10,37.95,8.16
ORD0000738,2,PROD00181,SELL00084,2017-11-05,120.8,32.15
ORD0000273,3,PROD00045,SELL00047,2018-09-02,14.69,13.46
ORD0000938,1,PROD00174,SELL00039,2018-07-26,40.62,25.83
ORD0000354,3,PROD00053,SELL00053,2017-11-11,33.46,9.59
ORD0000270,1,PROD00049,SELL00083,2017-01-15,22.76,11.41
ORD0000780,3,PROD00086,SELL00088,2018-08-15,8.6,5.69
ORD0000678,2,PROD00124,SELL00094,2018-03-31,222.94,15.39
ORD0000174,3,PROD00113,SELL00020,2017-09-15,23.02,11.23
ORD0000986,1,PROD00175,SELL00018,2018-01-26,231.49,8.97
ORD0000831,3,PROD00191,SELL00075,2018-01-13,15.3,13.44
ORD0000325,1,PROD00072,SELL00020,2017-12-24,59.08,11.75
ORD0000334,2,PROD00027,SELL00076,2017-08-10,298.89,10.4
ORD0000926,3,PROD00060,SELL00037,2018-07-06,10.03,18.24
ORD0000989,1,PROD00046,SELL00067,2018-05-28,65.54,7.41
ORD0000058,3,PROD00122,SELL00096,2018-03-31,15.77,11.44
ORD0000125,2,PROD00163,SELL00054,2017-05-06,363.41,10.29
ORD0000232,2,PROD00151,SELL00050,2017-09-30,63.55,12.86
ORD0000278,2,PROD00026,SELL00008,2017-11-04,17.69,7.95
ORD0000494,1,PROD00011,SELL00027,2018-06-02,27.0,23.0
ORD0000067,3,PROD00105,SELL00001,2017-06-22,21.03,7.0
ORD0000516,3,PROD00126,SELL00028,2017-05-05,44.17,23.73
ORD0000472,2,PROD00096,SELL00052,2018-04-07,34.2,12.06
ORD0000563,3,PROD00106,SELL00094,2018-01-05,33.33,20.42
ORD0000952,2,PROD00166,SELL00014,2017-09-16,14.68,17.24
ORD0000981,2,PROD00111,SELL00093,2018-02-19,57.82,8.97
ORD0000932,1,PROD00104,SELL00036,2017-05-19,34.13,12.16
ORD0000621,1,PROD00190,SELL00049,2018-05-08,19.67,19.85
ORD0000594,1,PROD00168,SELL00089,2017-06-28,34.33,17.05
ORD0000850,3,PROD00054,SELL00031,2017-07-22,10.31,11.26
ORD0000652,1,PROD00063,SELL00092,2018-03-05,7.27,11.15
ORD0000899,1,PROD00038,SELL00066,2018-08-14,18.25,4.47
ORD0000814,1,PROD00093,SELL00065,2018-06-14,37.65,15.5
ORD0000231,3,PROD00081,SELL00028,2017-12-20,159.1,15.69
ORD0000472,2,PROD00165,SELL00051,2018-03-07,203.1,6.12
ORD0000400,3,PROD00127,SELL00082,2017-07-31,34.81,17.24
ORD0000453,3,PROD00067,SELL00074,2017-09-29,39.13,8.7
ORD0000243,1,PROD00176,SELL00059,2017-04-25,14.34,18.17
ORD0000408,3,PROD00180,SELL00081,2017-05-28,17.78,8.81
ORD0000996,1,PROD00012,SELL00061,2017-01-27,26.68,10.59
ORD0000937,1,PROD00100,SELL00011,2017-04-14,37.49,12.63
ORD0000541,1,PROD00162,SELL00089,2018-02-13,26.66,11.27
ORD0000426,1,PROD00098,SELL00072,2017-03-08,11.66,7.79
ORD0000974,2,PROD00005,SELL00075,2017-06-01,22.37,17.48
ORD0000235,3,PROD00083,SELL00068,2017-04-29,46.04,14.51
ORD0000180,2,PROD00113,SELL00081,2018-08-08,16.47,24.92
ORD0000914,3,PROD00160,SELL00013,2017-03-12,27.54,4.68
ORD0000577,3,PROD00111,SELL00030,2018-06-18,67.23,7.73
ORD0000139,2,PROD00154,SELL00034,2017-08-09,14.99,37.07
ORD0000490,2,PROD00164,SELL00078,2017-10-08,10.09,23.7
ORD0000862,2,PROD00155,SELL00097,2017-03-20,7.52,9.37
ORD0000215,3,PROD00105,SELL00036,2017-04-01,20.26,10.09
ORD0000673,1,PROD00196,SELL00074,2017-06-19,13.07,14.97
ORD0000203,3,PROD00126,SELL00034,2018-06-24,71.57,7.58
ORD0000820,2,PROD00166,SELL00071,2017-02-16,149.11,16.17
ORD0000500,1,PROD00132,SELL00051,2018-01-01,62.41,13.6
ORD0000902,2,PROD00091,SELL00062,2018-04-06,67.53,23.65
ORD0000409,1,PROD00086,SELL00048,2018-02-21,64.08,18.14
ORD0000420,1,PROD00159,SELL00054,2018-07-31,35.57,4.89
ORD0000211,1,PROD00061,SELL00073,2017-10-19,37.66,10.85
ORD0000792,3,PROD00157,SELL00002,2017-10-14,73.88,10.5
ORD0000064,1,PROD00057,SELL00062,2017-02-17,8.4,12.07
ORD0000936,1,PROD00029,SELL00034,2017-03-18,83.11,8.99
ORD0000437,1,PROD00020,SELL00015,2018-06-04,27.84,6.04
ORD0000608,1,PROD00103,SELL00044,2018-07-17,83.59,8.58
