review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp
REV0000366,ORD0000366,5,Great,A bit disappointing.,2018-07-10,2017-12-13
REV0000367,ORD0000367,5,Bad,Would not buy again.,2018-09-13,2018-10-07
REV0000368,ORD0000368,5,,,2017-06-22,2018-02-09
REV0000369,ORD0000369,4,,Decent quality.,2017-06-14,2018-10-05
REV0000370,ORD0000370,4,Great,,2017-12-07,2018-07-04
REV0000371,ORD0000371,2,Bad,,2018-09-07,2018-02-04
REV0000372,ORD0000372,5,,Not what I expected.,2018-08-25,2017-03-14
REV0000373,ORD0000373,5,,Great product!,2017-10-26,2017-07-18
REV0000374,ORD0000374,3,,Would not buy again.,2018-04-18,2017-04-13
REV0000375,ORD0000375,4,,Would not buy again.,2018-06-14,2018-08-30
REV0000376,ORD0000376,5,,A bit disappointing.,2017-02-01,2017-07-17
REV0000377,ORD0000377,5,,Exceeded expectations.,2018-04-26,2017-11-28
REV0000378,ORD0000378,3,Great,Poor quality.,2017-06-10,2017-03-03
REV0000379,ORD0000379,4,,Average product.,2017-07-02,2017-09-11
REV0000380,ORD0000380,4,,A bit disappointing.,2017-02-05,2017-08-12
REV0000381,ORD0000381,4,Great,A bit disappointing.,2018-08-02,2018-01-22
REV0000382,ORD0000382,3,Excellent,Not what I expected.,2017-11-17,2018-02-08
REV0000383,ORD0000383,5,,,2017-03-01,2018-08-14
REV0000384,ORD0000384,5,Great,Not what I expected.,2017-07-19,2017-08-19
REV0000385,ORD0000385,5,OK,,2017-10-20,2018-06-23
REV0000386,ORD0000386,4,Bad,Poor quality.,2017-07-01,2017-10-28
REV0000387,ORD0000387,5,Fine,Not what I expected.,2017-05-17,2017-10-16
REV0000388,ORD0000388,5,,Not what I expected.,2018-03-03,2018-04-01
REV0000389,ORD0000389,5,,Great product!,2018-08-31,2017-04-10
REV0000390,ORD0000390,5,Poor,,2018-05-31,2017-02-05
REV0000391,ORD0000391,5,,Great product!,2018-04-23,2017-08-12
REV0000392,ORD0000392,3,,Arrived on time.,2018-07-09,2017-06-17
REV0000393,ORD0000393,5,,Average product.,2017-11-05,2017-10-16
REV0000394,ORD0000394,5,,Arrived on time.,2018-04-01,2017-03-21
REV0000395,ORD0000395,5,Bad,Would not buy again.,2018-03-11,2018-01-07
REV0000396,ORD0000396,4,Bad,Decent quality.,2018-08-16,2017-11-27
REV0000397,ORD0000397,4,OK,Would not buy again.,2017-05-27,2018-05-31
REV0000398,ORD0000398,3,,Great product!,2017-05-17,2017-03-13
REV0000399,ORD0000399,5,,Arrived on time.,2017-09-21,2018-05-22
REV0000400,ORD0000400,1,Great,A bit disappointing.,2018-06-28,2017-07-26
REV0000401,ORD0000401,4,Great,Poor quality.,2017-01-27,2017-02-22
REV0000402,ORD0000402,4,OK,Very satisfied.,2017-07-10,2017-02-15
REV0000403,ORD0000403,5,Great,Great product!,2017-03-30,2018-06-19
REV0000404,ORD0000404,5,,Not what I expected.,2018-02-11,2018-03-15
REV0000405,ORD0000405,4,Great,Poor quality.,2017-10-08,2017-04-23
REV0000406,ORD0000406,5,,Would not buy again.,2017-06-07,2018-06-12
REV0000407,ORD0000407,5,,Great product!,2017-04-27,2018-06-20
REV0000408,ORD0000408,5,Great,Decent quality.,2017-11-23,2017-10-20
REV0000409,ORD0000409,2,Great,Arrived on time.,2018-05-20,2017-12-02
REV0000410,ORD0000410,3,,Great product!,2017-07-29,2017-09-05
REV0000411,ORD0000411,5,,Very satisfied.,2017-09-08,2018-09-01
REV0000412,ORD0000412,4,,A bit disappointing.,2018-08-03,2017-03-24
REV0000413,ORD0000413,4,Excellent,Poor quality.,2018-02-02,2018-02-02
REV0000414,ORD0000414,5,Excellent,Would not buy again.,2017-05-30,2017-05-13
REV0000415,ORD0000415,5,,Very satisfied.,2018-04-15,2018-01-13
REV0000416,ORD0000416,3,,,2018-08-01,2018-09-04
REV0000417,ORD0000417,5,,Average product.,2018-09-04,2017-02-25
REV0000418,ORD0000418,5,OK,Decent quality.,2017-09-17,2017-10-13
REV0000419,ORD0000419,3,Great,Not what I expected.,2017-12-24,2017-09-13
REV0000420,ORD0000420,5,OK,Would not buy again.,2018-07-17,2018-01-18
REV0000421,ORD0000421,5,,Arrived on time.,2018-08-10,2017-07-17
REV0000422,ORD0000422,5,,Very satisfied.,2017-10-17,2018-08-02
REV0000423,ORD0000423,5,,Not what I expected.,2017-08-05,2017-10-25
REV0000424,ORD0000424,4,,Exceeded expectations.,2018-08-19,2017-10-01
REV0000425,ORD0000425,5,Fine,Poor quality.,2018-08-15,2017-06-21
REV0000426,ORD0000426,4,Great,Decent quality.,2018-03-05,2018-10-08
REV0000427,ORD0000427,4,,Arrived on time.,2018-01-24,2017-01-26
REV0000428,ORD0000428,3,,Decent quality.,2017-12-26,2017-08-13
REV0000429,ORD0000429,5,Great,Would not buy again.,2018-05-18,2017-12-19
REV0000430,ORD0000430,3,Excellent,Not what I expected.,2018-05-30,2017-06-09
REV0000431,ORD0000431,3,,Poor quality.,2017-03-05,2018-09-24
REV0000432,ORD0000432,5,,Great product!,2017-10-07,2017-02-27
REV0000433,ORD0000433,3,OK,Very satisfied.,2017-06-20,2018-02-07
REV0000434,ORD0000434,4,Fine,Average product.,2017-09-03,2017-06-05
REV0000435,ORD0000435,5,OK,Great product!,2018-03-06,2018-05-19
REV0000436,ORD0000436,5,OK,Poor quality.,2018-05-01,2018-03-12
REV0000437,ORD0000437,5,,Would not buy again.,2018-02-21,2017-02-12
REV0000438,ORD0000438,2,OK,Very satisfied.,2017-05-03,2017-12-12
REV0000439,ORD0000439,5,Great,Average product.,2017-08-30,2018-05-07
REV0000440,ORD0000440,1,,A bit disappointing.,2018-05-04,2017-08-30
REV0000441,ORD0000441,5,,Not what I expected.,2017-12-08,2017-03-07
REV0000442,ORD0000442,5,,Not what I expected.,2017-08-11,2017-07-20
REV0000443,ORD0000443,5,,Great product!,2018-03-31,2017-02-09
REV0000444,ORD0000444,5,,Arrived on time.,2017-09-21,2017-10-26
REV0000445,ORD0000445,3,,Very satisfied.,2018-01-24,2017-05-11
REV0000446,ORD0000446,5,,Not what I expected.,2017-02-20,2017-12-18
REV0000447,ORD0000447,4,Great,Poor quality.,2018-09-10,2017-12-29
REV0000448,ORD0000448,4,OK,A bit disappointing.,2017-11-24,2018-06-03
REV0000449,ORD0000449,5,Bad,Poor quality.,2017-05-31,2018-05-30
REV0000450,ORD0000450,5,Great,Great product!,2017-03-13,2018-03-18
REV0000451,ORD0000451,4,,Average product.,2017-07-20,2018-05-21
REV0000452,ORD0000452,5,,Great product!,2017-08-21,2018-03-11
REV0000453,ORD0000453,5,Bad,Poor quality.,2018-03-05,2018-04-13
REV0000454,ORD0000454,3,,Arrived on time.,2017-01-25,2017-03-22
REV0000455,ORD0000455,5,Great,Not what I expected.,2017-10-08,2017-04-04
REV0000456,ORD0000456,3,,Would not buy again.,2018-04-23,2017-02-10
REV0000457,ORD0000457,3,Bad,Exceeded expectations.,2018-06-26,2017-03-02
REV0000458,ORD0000458,5,OK,Decent quality.,2018-01-31,2018-04-08
REV0000459,ORD0000459,4,OK,Arrived on time.,2018-09-10,2017-06-21
REV0000460,ORD0000460,5,,Would not buy again.,2017-07-02,2017-07-21
REV0000461,ORD0000461,4,,Exceeded expectations.,2017-11-05,2018-03-26
REV0000462,ORD0000462,5,Great,Great product!,2017-12-05,2017-07-03
REV0000463,ORD0000463,4,,Average product.,2018-02-03,2017-10-31
REV0000464,ORD0000464,5,,Great product!,2017-05-31,2017-09-13
REV0000465,ORD0000465,5,OK,Poor quality.,2018-05-10,2018-01-08
REV0000466,ORD0000466,4,,Would not buy again.,2018-01-10,2017-03-16
REV0000467,ORD0000467,5,Great,Arrived on time.,2018-04-23,2017-12-07
REV0000468,ORD0000468,5,,Decent quality.,2017-10-10,2017-09-23
REV0000469,ORD0000469,3,Great,A bit disappointing.,2018-07-18,2017-04-08
REV0000470,ORD0000470,5,Great,Poor quality.,2018-07-27,2017-02-24
REV0000471,ORD0000471,5,Bad,Average product.,2018-02-16,2017-10-10
REV0000472,ORD0000472,3,Great,Very satisfied.,2017-01-17,2018-03-10
REV0000473,ORD0000473,3,,Would not buy again.,2017-12-15,2018-06-11
REV0000474,ORD0000474,4,,Average product.,2018-06-28,2017-01-22
REV0000475,ORD0000475,5,,A bit disappointing.,2018-03-05,2017-10-28
REV0000476,ORD0000476,5,,Arrived on time.,2017-12-13,2017-03-11
REV0000477,ORD0000477,1,,Very satisfied.,2017-02-12,2018-05-12
REV0000478,ORD0000478,5,,A bit disappointing.,2018-04-18,2017-11-20
REV0000479,ORD0000479,4,Great,Decent quality.,2017-06-01,2017-07-02
REV0000480,ORD0000480,2,,Arrived on time.,2018-02-20,2017-10-01
REV0000481,ORD0000481,4,,Great product!,2017-10-04,2018-03-18
REV0000482,ORD0000482,5,,Arrived on time.,2018-02-08,2018-03-21
REV0000483,ORD0000483,3,Great,Decent quality.,2017-06-28,2017-08-04
REV0000484,ORD0000484,4,Great,,2018-01-01,2018-06-09
REV0000485,ORD0000485,5,,Not what I expected.,2017-04-14,2017-01-31
REV0000486,ORD0000486,5,Excellent,Arrived on time.,2017-05-18,2018-01-11
REV0000487,ORD0000487,4,Great,Arrived on time.,2018-06-30,2017-01-28
REV0000488,ORD0000488,3,,Great product!,2017-10-27,2018-06-23
REV0000489,ORD0000489,4,OK,Exceeded expectations.,2017-05-05,2017-07-11
REV0000490,ORD0000490,2,,A bit disappointing.,2018-06-14,2018-04-09
REV0000491,ORD0000491,5,,Poor quality.,2018-06-15,2017-06-15
REV0000492,ORD0000492,5,,Not what I expected.,2017-07-24,2018-01-10
REV0000493,ORD0000493,4,Bad,A bit disappointing.,2017-11-09,2017-12-24
REV0000494,ORD0000494,5,,Not what I expected.,2017-01-28,2018-09-26
REV0000495,ORD0000495,5,,Poor quality.,2018-07-14,2017-06-12
REV0000496,ORD0000496,1,,Poor quality.,2018-08-30,2017-09-10
REV0000497,ORD0000497,2,,Average product.,2017-10-13,2018-06-16
REV0000498,ORD0000498,4,OK,Average product.,2017-05-08,2018-08-14
REV0000499,ORD0000499,5,,Arrived on time.,2018-03-23,2018-04-12
REV0000500,ORD0000500,1,Great,A bit disappointing.,2017-02-20,2018-04-20
REV0000501,ORD0000501,5,,Very satisfied.,2017-06-08,2017-08-02
REV0000502,ORD0000502,4,Bad,Average product.,2018-08-31,2017-06-22
REV0000503,ORD0000503,1,,A bit disappointing.,2017-05-19,2018-03-08
REV0000504,ORD0000504,5,,Exceeded expectations.,2018-04-07,2017-09-17
REV0000505,ORD0000505,1,Fine,Arrived on time.,2018-03-23,2017-06-11
REV0000506,ORD0000506,5,,Decent quality.,2017-02-14,2017-08-18
REV0000507,ORD0000507,5,,Poor quality.,2017-12-19,2017-03-14
REV0000508,ORD0000508,5,,Arrived on time.,2018-09-25,2018-02-13
REV0000509,ORD0000509,5,Great,Great product!,2017-04-14,2017-02-22
REV0000510,ORD0000510,5,,,2017-12-29,2018-02-07
REV0000511,ORD0000511,5,,Poor quality.,2018-06-13,2018-02-27
REV0000512,ORD0000512,5,,Decent quality.,2017-05-26,2017-07-26
REV0000513,ORD0000513,2,,Poor quality.,2017-02-19,2018-03-17
REV0000514,ORD0000514,5,,Exceeded expectations.,2017-07-16,2017-12-30
REV0000515,ORD0000515,2,Bad,A bit disappointing.,2018-07-20,2017-05-01
REV0000516,ORD0000516,5,,Decent quality.,2017-10-12,2017-08-05
REV0000517,ORD0000517,4,,Not what I expected.,2017-11-21,2017-05-24
REV0000518,ORD0000518,5,Poor,Poor quality.,2017-10-21,2018-01-25
REV0000519,ORD0000519,5,,Not what I expected.,2017-05-09,2017-02-22
REV0000520,ORD0000520,5,Great,Great product!,2017-09-04,2017-07-13
REV0000521,ORD0000521,5,,Very satisfied.,2018-09-28,2017-10-02
REV0000522,ORD0000522,2,,Great product!,2018-02-08,2018-07-26
REV0000523,ORD0000523,3,,Exceeded expectations.,2018-07-07,2018-01-16
REV0000524,ORD0000524,5,,Arrived on time.,2017-07-29,2017-07-12
REV0000525,ORD0000525,4,Fine,Poor quality.,2017-06-02,2017-10-12
REV0000526,ORD0000526,5,Great,Exceeded expectations.,2017-08-24,2017-05-19
REV0000527,ORD0000527,5,,Poor quality.,2018-08-22,2017-09-01
REV0000528,ORD0000528,5,Bad,Decent quality.,2017-09-01,2018-04-07
REV0000529,ORD0000529,1,,Decent quality.,2018-05-23,2017-07-01
REV0000530,ORD0000530,5,,A bit disappointing.,2017-02-15,2018-08-09
REV0000531,ORD0000531,4,Great,Very satisfied.,2017-11-25,2017-04-20
REV0000532,ORD0000532,4,,Great product!,2017-11-17,2018-04-02
REV0000533,ORD0000533,5,Great,Exceeded expectations.,2018-09-19,2017-10-08
REV0000534,ORD0000534,4,Great,Great product!,2017-03-03,2018-08-18
REV0000535,ORD0000535,2,Great,Not what I expected.,2018-04-19,2018-04-14
REV0000536,ORD0000536,4,,Not what I expected.,2018-09-19,2017-04-18
REV0000537,ORD0000537,5,Bad,Arrived on time.,2018-01-30,2017-02-28
REV0000538,ORD0000538,4,Great,A bit disappointing.,2018-06-06,2018-02-10
REV0000539,ORD0000539,5,,Would not buy again.,2017-03-04,2017-02-05
REV0000540,ORD0000540,5,,Very satisfied.,2017-11-25,2018-08-15
REV0000541,ORD0000541,5,,Would not buy again.,2017-03-10,2018-08-14
REV0000542,ORD0000542,3,,Very satisfied.,2017-01-19,2018-07-18
REV0000543,ORD0000543,5,,Poor quality.,2017-12-31,2018-01-27
REV0000544,ORD0000544,5,,Poor quality.,2018-04-04,2018-09-09
REV0000545,ORD0000545,5,Fine,Exceeded expectations.,2017-03-26,2017-05-10
REV0000546,ORD0000546,1,Poor,Not what I expected.,2018-01-17,2018-04-20
REV0000547,ORD0000547,5,Excellent,Average product.,2017-06-10,2017-04-19
REV0000548,ORD0000548,4,,Very satisfied.,2018-09-16,2017-03-02
REV0000549,ORD0000549,2,OK,Poor quality.,2017-07-14,2017-10-03
REV0000550,ORD0000550,1,,A bit disappointing.,2017-11-04,2017-05-10
REV0000551,ORD0000551,4,,Decent quality.,2017-07-25,2018-04-19
REV0000552,ORD0000552,5,,Would not buy again.,2017-03-01,2017-02-23
REV0000553,ORD0000553,5,Bad,Average product.,2017-11-08,2017-02-14
REV0000554,ORD0000554,4,,A bit disappointing.,2018-01-03,2017-09-12
REV0000555,ORD0000555,4,,Very satisfied.,2017-06-13,2017-09-03
REV0000556,ORD0000556,5,Fine,Very satisfied.,2018-05-15,2017-01-20
REV0000557,ORD0000557,5,Bad,,2018-08-15,2018-04-07
REV0000558,ORD0000558,5,OK,Great product!,2018-09-13,2017-05-26
REV0000559,ORD0000559,5,,A bit disappointing.,2017-02-15,2017-11-10
REV0000560,ORD0000560,5,,,2018-08-14,2018-09-18
REV0000561,ORD0000561,3,,,2017-07-06,2017-05-16
REV0000562,ORD0000562,5,Excellent,Decent quality.,2018-03-14,2017-10-14
REV0000563,ORD0000563,4,,,2017-05-09,2018-10-05
REV0000564,ORD0000564,3,,,2018-01-26,2018-08-31
REV0000565,ORD0000565,5,Great,Great product!,2018-09-17,2018-03-12
REV0000566,ORD0000566,1,Poor,Arrived on time.,2017-01-29,2018-06-11
REV0000567,ORD0000567,4,,Would not buy again.,2017-11-06,2017-05-19
REV0000568,ORD0000568,4,OK,Not what I expected.,2017-08-09,2018-08-21
REV0000569,ORD0000569,5,,Poor quality.,2018-05-25,2018-03-21
REV0000570,ORD0000570,1,,Exceeded expectations.,2017-09-24,2017-08-12
REV0000571,ORD0000571,5,,Would not buy again.,2017-07-20,2017-12-23
REV0000572,ORD0000572,5,,Poor quality.,2017-12-30,2018-09-02
REV0000573,ORD0000573,3,,Exceeded expectations.,2017-04-08,2017-03-22
REV0000574,ORD0000574,5,,Decent quality.,2017-06-09,2017-06-24
REV0000575,ORD0000575,5,Great,Poor quality.,2017-02-28,2018-06-17
REV0000576,ORD0000576,4,,,2017-12-19,2017-06-05
REV0000577,ORD0000577,5,Great,Great product!,2017-10-03,2017-12-15
REV0000578,ORD0000578,4,,Not what I expected.,2017-05-29,2018-06-13
REV0000579,ORD0000579,3,,Decent quality.,2018-02-21,2017-06-07
REV0000580,ORD0000580,5,OK,Decent quality.,2017-12-17,2018-09-02
REV0000581,ORD0000581,2,Bad,Average product.,2018-07-11,2018-03-13
REV0000582,ORD0000582,3,Poor,Would not buy again.,2018-05-30,2017-03-12
REV0000583,ORD0000583,5,Excellent,Arrived on time.,2017-07-30,2017-08-01
REV0000584,ORD0000584,1,,A bit disappointing.,2017-12-26,2017-03-30
REV0000585,ORD0000585,4,,Exceeded expectations.,2017-03-16,2018-05-13
REV0000586,ORD0000586,4,Bad,Would not buy again.,2017-06-16,2018-07-30
REV0000587,ORD0000587,1,,Exceeded expectations.,2018-02-20,2017-08-27
REV0000588,ORD0000588,4,OK,Poor quality.,2018-04-27,2018-04-21
REV0000589,ORD0000589,5,Fine,Great product!,2017-11-13,2017-08-06
REV0000590,ORD0000590,5,OK,Would not buy again.,2017-01-19,2018-07-24
REV0000591,ORD0000591,5,OK,Great product!,2018-01-02,2017-03-07
REV0000592,ORD0000592,3,,Average product.,2017-11-06,2018-10-07
REV0000593,ORD0000593,2,,Average product.,2017-07-19,2017-11-22
REV0000594,ORD0000594,3,OK,Exceeded expectations.,2018-01-10,2018-09-04
REV0000595,ORD0000595,5,Bad,Average product.,2018-01-22,2018-06-24
REV0000596,ORD0000596,4,Bad,Would not buy again.,2018-03-02,2018-05-06
REV0000597,ORD0000597,5,,,2017-03-26,2018-08-12
REV0000598,ORD0000598,5,Great,Very satisfied.,2018-01-10,2018-09-22
REV0000599,ORD0000599,4,,Very satisfied.,2018-03-06,2018-07-25
REV0000600,ORD0000600,5,OK,Not what I expected.,2018-02-13,2017-06-10
REV0000601,ORD0000601,5,OK,Decent quality.,2018-02-01,2017-12-18
REV0000602,ORD0000602,5,Great,Great product!,2017-04-09,2018-04-02
REV0000603,ORD0000603,1,,Would not buy again.,2018-04-06,2017-05-19
REV0000604,ORD0000604,3,Poor,Exceeded expectations.,2017-10-02,2017-02-27
REV0000605,ORD0000605,5,Excellent,,2018-02-17,2018-07-10
REV0000606,ORD0000606,1,,Poor quality.,2018-05-21,2018-04-02
REV0000607,ORD0000607,4,,Would not buy again.,2018-01-27,2018-01-15
REV0000608,ORD0000608,5,Bad,,2017-12-26,2017-11-02
REV0000609,ORD0000609,5,OK,Average product.,2017-06-25,2017-11-08
REV0000610,ORD0000610,5,,Great product!,2017-05-07,2018-05-23
REV0000611,ORD0000611,4,,Would not buy again.,2017-02-21,2018-01-18
REV0000612,ORD0000612,4,,Great product!,2017-12-14,2018-06-05
REV0000613,ORD0000613,5,,Arrived on time.,2017-07-09,2017-05-13
REV0000614,ORD0000614,3,,Great product!,2017-08-26,2017-02-05
REV0000615,ORD0000615,4,,,2018-01-19,2018-02-08
REV0000616,ORD0000616,1,,Average product.,2017-12-01,2017-03-18
REV0000617,ORD0000617,4,,Arrived on time.,2017-12-10,2018-02-22
REV0000618,ORD0000618,4,Great,Average product.,2018-01-03,2017-09-22
REV0000619,ORD0000619,5,,Exceeded expectations.,2018-07-25,2017-02-14
REV0000620,ORD0000620,2,Great,Arrived on time.,2017-02-10,2018-07-26
REV0000621,ORD0000621,5,Fine,A bit disappointing.,2017-04-01,2018-05-26
REV0000622,ORD0000622,5,,,2017-06-03,2018-08-30
REV0000623,ORD0000623,5,Bad,Exceeded expectations.,2017-03-05,2017-09-11
REV0000624,ORD0000624,4,,Very satisfied.,2018-08-27,2018-07-30
REV0000625,ORD0000625,5,Great,Poor quality.,2017-05-26,2017-10-17
REV0000626,ORD0000626,1,Poor,Not what I expected.,2017-06-14,2018-03-01
REV0000627,ORD0000627,3,,Great product!,2017-09-07,2018-05-06
REV0000628,ORD0000628,5,,Would not buy again.,2018-05-19,2017-08-11
REV0000629,ORD0000629,2,,Would not buy again.,2018-09-03,2017-07-03
REV0000630,ORD0000630,5,,Average product.,2017-10-19,2018-03-03
REV0000631,ORD0000631,4,,Exceeded expectations.,2018-01-18,2017-01-22
REV0000632,ORD0000632,5,Great,Great product!,2017-03-30,2017-07-23
REV0000633,ORD0000633,5,,Great product!,2018-01-05,2018-02-03
REV0000634,ORD0000634,5,Excellent,Poor quality.,2018-04-06,2017-07-10
REV0000635,ORD0000635,5,,Exceeded expectations.,2018-07-12,2017-07-08
REV0000636,ORD0000636,3,Bad,Exceeded expectations.,2017-03-28,2017-06-28
REV0000637,ORD0000637,5,Excellent,Average product.,2018-02-19,2018-07-25
REV0000638,ORD0000638,4,,,2017-10-01,2018-07-23
REV0000639,ORD0000639,2,,Arrived on time.,2018-01-04,2018-01-12
REV0000640,ORD0000640,5,Excellent,Exceeded expectations.,2017-02-24,2017-02-07
REV0000641,ORD0000641,5,Great,,2017-03-27,2018-08-10
REV0000642,ORD0000642,5,,Arrived on time.,2018-09-03,2017-08-01
REV0000643,ORD0000643,3,,Very satisfied.,2018-05-09,2017-12-06
REV0000644,ORD0000644,4,Excellent,Arrived on time.,2018-03-07,2017-12-27
REV0000645,ORD0000645,5,Great,Decent quality.,2018-01-04,2017-12-31
REV0000646,ORD0000646,4,,Decent quality.,2017-12-24,2018-05-22
REV0000647,ORD0000647,5,OK,Decent quality.,2018-04-16,2018-03-31
REV0000648,ORD0000648,5,,Exceeded expectations.,2017-05-18,2017-09-22
REV0000649,ORD0000649,5,,,2017-06-15,2017-09-08
REV0000650,ORD0000650,5,OK,Exceeded expectations.,2017-07-09,2018-05-10
REV0000651,ORD0000651,5,Bad,Decent quality.,2017-02-26,2018-09-20
REV0000652,ORD0000652,3,,Very satisfied.,2017-09-02,2017-11-12
REV0000653,ORD0000653,3,Excellent,Great product!,2018-03-31,2018-06-24
REV0000654,ORD0000654,1,,Great product!,2018-08-12,2018-06-17
REV0000655,ORD0000655,3,Bad,Very satisfied.,2017-10-07,2018-09-25
REV0000656,ORD0000656,5,,Exceeded expectations.,2018-04-05,2018-08-25
REV0000657,ORD0000657,5,Excellent,Would not buy again.,2018-06-12,2017-10-18
REV0000658,ORD0000658,5,Great,Average product.,2017-07-11,2017-02-16
REV0000659,ORD0000659,5,,Exceeded expectations.,2018-09-19,2017-12-02
REV0000660,ORD0000660,5,,Poor quality.,2017-11-17,2017-09-07
REV0000661,ORD0000661,5,,,2018-01-25,2018-08-17
REV0000662,ORD0000662,5,Bad,Arrived on time.,2018-08-24,2017-11-28
REV0000663,ORD0000663,5,,Very satisfied.,2018-07-28,2017-05-08
REV0000664,ORD0000664,4,Great,Arrived on time.,2018-05-22,2017-12-04
REV0000665,ORD0000665,1,Fine,Great product!,2017-07-16,2018-09-02
REV0000666,ORD0000666,3,Bad,A bit disappointing.,2017-05-28,2017-05-16
REV0000667,ORD0000667,5,,Average product.,2017-12-12,2018-03-12
REV0000668,ORD0000668,1,,Decent quality.,2017-07-04,2017-09-08
REV0000669,ORD0000669,1,,Exceeded expectations.,2018-08-01,2017-08-26
REV0000670,ORD0000670,5,,Very satisfied.,2017-08-12,2018-03-29
REV0000671,ORD0000671,4,,Poor quality.,2017-05-31,2017-01-28
REV0000672,ORD0000672,5,,Great product!,2018-02-05,2018-08-10
REV0000673,ORD0000673,3,Great,Exceeded expectations.,2017-06-03,2017-09-25
REV0000674,ORD0000674,5,,,2017-01-15,2018-09-19
REV0000675,ORD0000675,1,Great,Very satisfied.,2018-08-24,2018-08-05
REV0000676,ORD0000676,5,,Not what I expected.,2018-07-21,2018-07-02
REV0000677,ORD0000677,4,,Very satisfied.,2018-06-22,2017-02-12
REV0000678,ORD0000678,5,,Decent quality.,2017-12-29,2018-07-01
REV0000679,ORD0000679,5,,Not what I expected.,2018-06-12,2018-03-11
REV0000680,ORD0000680,5,OK,Poor quality.,2017-08-08,2017-06-30
REV0000681,ORD0000681,5,,A bit disappointing.,2018-07-31,2018-08-14
REV0000682,ORD0000682,5,,,2017-05-10,2018-01-16
REV0000683,ORD0000683,5,,Great product!,2017-01-16,2018-02-27
REV0000684,ORD0000684,5,,Not what I expected.,2017-05-03,2017-08-13
REV0000685,ORD0000685,5,,Very satisfied.,2017-11-15,2018-09-15
REV0000686,ORD0000686,5,Excellent,Great product!,2017-10-06,2017-10-30
REV0000687,ORD0000687,4,,,2018-04-09,2018-09-03
REV0000688,ORD0000688,3,,Would not buy again.,2018-07-19,2017-12-26
REV0000689,ORD0000689,5,,Poor quality.,2017-06-22,2017-10-02
REV0000690,ORD0000690,5,,Average product.,2018-03-24,2018-02-25
REV0000691,ORD0000691,5,Bad,Average product.,2017-10-23,2017-07-08
REV0000692,ORD0000692,5,Fine,Would not buy again.,2018-01-30,2018-04-25
REV0000693,ORD0000693,2,,A bit disappointing.,2017-05-17,2018-08-21
REV0000694,ORD0000694,5,Great,Very satisfied.,2018-08-07,2018-06-04
REV0000695,ORD0000695,4,,Poor quality.,2017-03-05,2018-07-25
REV0000696,ORD0000696,4,,A bit disappointing.,2017-12-27,2018-02-17
REV0000697,ORD0000697,1,,Exceeded expectations.,2017-05-13,2018-08-22
REV0000698,ORD0000698,5,,Would not buy again.,2017-02-20,2017-04-05
REV0000699,ORD0000699,4,,,2018-06-20,2017-07-01
REV0000700,ORD0000700,5,,Average product.,2017-12-23,2018-09-13
REV0000701,ORD0000701,1,Great,Average product.,2018-08-16,2017-02-10
REV0000702,ORD0000702,4,Great,A bit disappointing.,2018-05-31,2017-07-04
REV0000703,ORD0000703,5,OK,Poor quality.,2018-06-08,2018-02-03
REV0000704,ORD0000704,5,,A bit disappointing.,2017-01-19,2018-01-16
REV0000705,ORD0000705,5,OK,Would not buy again.,2018-01-04,2018-08-06
REV0000706,ORD0000706,5,OK,Decent quality.,2017-04-05,2017-09-29
REV0000707,ORD0000707,5,,A bit disappointing.,2018-09-07,2017-11-10
REV0000708,ORD0000708,4,,,2017-02-05,2017-07-08
REV0000709,ORD0000709,5,Excellent,Not what I expected.,2017-08-02,2017-10-24
REV0000710,ORD0000710,4,,Would not buy again.,2018-06-13,2018-03-23
REV0000711,ORD0000711,1,Bad,Great product!,2018-08-21,2018-03-30
REV0000712,ORD0000712,4,,Average product.,2018-05-30,2017-05-03
REV0000713,ORD0000713,5,,Great product!,2018-05-30,2017-06-26
REV0000714,ORD0000714,4,OK,A bit disappointing.,2017-06-20,2018-09-02
REV0000715,ORD0000715,4,,Very satisfied.,2017-03-17,2017-09-15
REV0000716,ORD0000716,5,,Poor quality.,2017-04-04,2018-07-16
REV0000717,ORD0000717,4,OK,Decent quality.,2017-08-03,2018-01-21
REV0000718,ORD0000718,4,,Very satisfied.,2017-01-26,2017-09-15
REV0000719,ORD0000719,3,,Not what I expected.,2018-02-16,2018-02-22
REV0000720,ORD0000720,5,,Exceeded expectations.,2018-01-21,2018-01-09
REV0000721,ORD0000721,5,Great,,2017-05-16,2018-03-15
REV0000722,ORD0000722,5,Great,Decent quality.,2018-06-29,2017-07-30
REV0000723,ORD0000723,2,Bad,Average product.,2017-08-17,2017-01-30
REV0000724,ORD0000724,5,,Great product!,2017-11-15,2018-05-19
REV0000725,ORD0000725,5,,Great product!,2018-02-21,2017-07-11
REV0000726,ORD0000726,5,OK,Would not buy again.,2017-09-24,2017-01-28
REV0000727,ORD0000727,4,Great,Poor quality.,2017-07-28,2017-07-06
REV0000728,ORD0000728,5,,Exceeded expectations.,2017-01-28,2017-09-24
REV0000729,ORD0000729,5,Bad,Decent quality.,2018-06-16,2017-03-25
REV0000730,ORD0000730,5,,A bit disappointing.,2017-06-07,2017-04-08
REV0000731,ORD0000731,4,,A bit disappointing.,2017-09-24,2017-09-04
REV0000732,ORD0000732,4,Great,,2017-09-03,2017-11-06
