order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date
ORD0000266,CUST000231,canceled,2017-05-10,2017-05-11,2017-05-12,2017-05-18,2017-06-04
ORD0000267,CUST000285,delivered,2017-01-30,2017-01-30,2017-02-01,2017-02-15,2017-02-17
ORD0000268,CUST000031,delivered,2018-06-01,2018-06-02,2018-06-05,2018-06-16,2018-06-30
ORD0000269,CUST000200,delivered,2017-09-16,2017-09-16,2017-09-20,2017-09-28,2017-10-08
ORD0000270,CUST000052,delivered,2017-04-28,2017-04-28,2017-04-29,2017-05-02,2017-05-18
ORD0000271,CUST000401,delivered,2018-03-12,2018-03-13,2018-03-17,2018-03-31,2018-03-22
ORD0000272,CUST000166,delivered,2017-01-23,2017-01-23,2017-01-27,2017-01-30,2017-02-03
ORD0000273,CUST000325,delivered,2017-03-06,2017-03-06,2017-03-09,2017-03-19,2017-03-27
ORD0000274,CUST000205,invoiced,2018-02-14,2018-02-15,2018-02-17,2018-02-20,2018-03-05
ORD0000275,CUST000203,delivered,2017-12-07,2017-12-08,2017-12-10,2017-12-16,2017-12-28
ORD0000276,CUST000284,delivered,2018-01-10,2018-01-10,2018-01-14,2018-01-17,2018-01-24
ORD0000277,CUST000390,canceled,2017-09-29,2017-09-29,2017-10-01,2017-10-15,2017-10-18
ORD0000278,CUST000734,delivered,2017-06-17,2017-06-18,2017-06-21,2017-07-05,2017-07-08
ORD0000279,CUST000204,delivered,2018-05-09,2018-05-09,2018-05-12,2018-05-25,2018-05-27
ORD0000280,CUST000611,delivered,2018-04-10,2018-04-11,2018-04-15,2018-04-23,2018-04-30
ORD0000281,CUST000517,delivered,2018-08-27,2018-08-27,2018-08-28,2018-09-04,2018-09-13
ORD0000282,CUST000643,delivered,2018-05-20,2018-05-21,2018-05-24,2018-06-01,2018-06-13
ORD0000283,CUST000165,delivered,2017-12-25,2017-12-26,2017-12-28,2018-01-02,2018-01-06
ORD0000284,CUST000661,invoiced,2017-11-20,2017-11-21,2017-11-24,2017-11-28,2017-11-30
ORD0000285,CUST000080,shipped,2017-01-22,2017-01-22,2017-01-23,2017-02-05,2017-02-14
ORD0000286,CUST000635,delivered,2018-03-25,2018-03-25,2018-03-29,2018-04-07,2018-04-14
ORD0000287,CUST000259,delivered,2017-06-09,2017-06-09,2017-06-12,2017-06-17,2017-06-22
ORD0000288,CUST000626,delivered,2018-04-18,2018-04-19,2018-04-23,2018-05-02,2018-04-28
ORD0000289,CUST000227,delivered,2018-07-20,2018-07-21,2018-07-23,2018-07-30,2018-08-12
ORD0000290,CUST000081,delivered,2017-04-12,2017-04-13,2017-04-15,2017-04-24,2017-04-22
ORD0000291,CUST000620,delivered,2018-02-15,2018-02-15,2018-02-16,2018-02-19,2018-03-10
ORD0000292,CUST000121,delivered,2017-03-09,2017-03-10,2017-03-12,2017-03-21,2017-03-23
ORD0000293,CUST000187,delivered,2017-01-19,2017-01-19,2017-01-21,2017-01-24,2017-01-30
ORD0000294,CUST000237,delivered,2018-02-19,2018-02-19,2018-02-21,2018-03-04,2018-03-11
ORD0000295,CUST000753,delivered,2017-04-21,2017-04-21,2017-04-23,2017-04-28,2017-05-01
ORD0000296,CUST000063,delivered,2017-09-17,2017-09-18,2017-09-19,2017-09-24,2017-10-07
ORD0000297,CUST000622,delivered,2017-11-06,2017-11-06,2017-11-10,2017-11-14,2017-12-01
ORD0000298,CUST000378,delivered,2017-07-19,2017-07-20,2017-07-23,2017-07-26,2017-08-11
ORD0000299,CUST000688,shipped,2018-07-19,2018-07-20,2018-07-23,2018-08-02,2018-08-15
ORD0000300,CUST000468,delivered,2018-01-05,2018-01-06,2018-01-07,2018-01-19,2018-01-25
ORD0000301,CUST000610,delivered,2018-05-17,2018-05-18,2018-05-22,2018-05-31,2018-05-30
ORD0000302,CUST000364,delivered,2017-06-23,2017-06-24,2017-06-27,2017-06-30,2017-07-22
ORD0000303,CUST000365,invoiced,2017-04-01,2017-04-01,2017-04-05,2017-04-18,2017-04-29
ORD0000304,CUST000112,invoiced,2017-05-19,2017-05-20,2017-05-24,2017-06-03,2017-06-14
ORD0000305,CUST000252,delivered,2017-01-15,2017-01-16,2017-01-17,2017-01-25,2017-02-09
ORD0000306,CUST000442,delivered,2018-04-15,2018-04-15,2018-04-17,2018-05-01,2018-05-05
ORD0000307,CUST000487,delivered,2017-08-16,2017-08-17,2017-08-18,2017-08-26,2017-09-01
ORD0000308,CUST000239,shipped,2017-09-09,2017-09-10,2017-09-11,2017-09-22,2017-09-19
ORD0000309,CUST000783,delivered,2018-03-13,2018-03-13,2018-03-14,2018-03-21,2018-03-27
ORD0000310,CUST000125,delivered,2017-06-11,2017-06-11,2017-06-13,2017-06-21,2017-07-02
ORD0000311,CUST000155,delivered,2017-03-18,2017-03-18,2017-03-19,2017-03-25,2017-04-01
ORD0000312,CUST000713,delivered,2017-03-31,2017-03-31,2017-04-01,2017-04-11,2017-04-22
ORD0000313,CUST000454,delivered,2017-06-05,2017-06-05,2017-06-06,2017-06-18,2017-06-29
ORD0000314,CUST000578,delivered,2018-02-13,2018-02-13,2018-02-14,2018-02-21,2018-03-01
ORD0000315,CUST000390,delivered,2017-05-13,2017-05-14,2017-05-18,2017-05-28,2017-06-04
ORD0000316,CUST000194,shipped,2017-03-23,2017-03-24,2017-03-28,2017-04-08,2017-04-04
ORD0000317,CUST000421,invoiced,2017-11-24,2017-11-24,2017-11-26,2017-12-06,2017-12-07
ORD0000318,CUST000433,delivered,2018-02-16,2018-02-16,2018-02-19,2018-02-25,2018-03-11
ORD0000319,CUST000132,shipped,2017-06-30,2017-06-30,2017-07-04,2017-07-15,2017-07-22
ORD0000320,CUST000509,delivered,2018-04-03,2018-04-03,2018-04-06,2018-04-18,2018-04-22
ORD0000321,CUST000110,delivered,2018-06-02,2018-06-02,2018-06-05,2018-06-17,2018-06-20
ORD0000322,CUST000246,delivered,2018-06-28,2018-06-29,2018-06-30,2018-07-11,2018-07-12
ORD0000323,CUST000731,delivered,2018-03-04,2018-03-04,2018-03-08,2018-03-15,2018-03-19
ORD0000324,CUST000322,shipped,2018-02-04,2018-02-05,2018-02-09,2018-02-16,2018-02-27
ORD0000325,CUST000001,delivered,2017-09-15,2017-09-15,2017-09-19,2017-10-03,2017-09-26
ORD0000326,CUST000688,delivered,2017-02-18,2017-02-18,2017-02-21,2017-03-04,2017-03-19
ORD0000327,CUST000224,delivered,2018-02-10,2018-02-10,2018-02-14,2018-02-23,2018-02-20
ORD0000328,CUST000705,delivered,2017-12-04,2017-12-04,2017-12-07,2017-12-21,2018-01-01
ORD0000329,CUST000575,delivered,2017-11-08,2017-11-08,2017-11-09,2017-11-20,2017-12-03
ORD0000330,CUST000050,delivered,2017-04-03,2017-04-04,2017-04-06,2017-04-16,2017-04-26
ORD0000331,CUST000650,delivered,2018-06-12,2018-06-12,2018-06-16,2018-06-25,2018-06-24
ORD0000332,CUST000284,delivered,2018-08-30,2018-08-30,2018-08-31,2018-09-05,2018-09-17
ORD0000333,CUST000549,delivered,2018-06-10,2018-06-11,2018-06-12,2018-06-25,2018-07-03
ORD0000334,CUST000127,delivered,2017-01-11,2017-01-11,2017-01-15,2017-01-29,2017-02-05
ORD0000335,CUST000511,delivered,2017-02-28,2017-02-28,2017-03-03,2017-03-15,2017-03-15
ORD0000336,CUST000011,delivered,2017-10-31,2017-11-01,2017-11-03,2017-11-09,2017-11-26
ORD0000337,CUST000116,delivered,2017-06-18,2017-06-18,2017-06-21,2017-06-30,2017-07-03
ORD0000338,CUST000288,delivered,2017-03-22,2017-03-23,2017-03-24,2017-04-06,2017-04-05
ORD0000339,CUST000051,delivered,2017-04-12,2017-04-13,2017-04-16,2017-04-24,2017-05-05
ORD0000340,CUST000310,shipped,2017-07-05,2017-07-05,2017-07-09,2017-07-22,2017-08-02
ORD0000341,CUST000463,delivered,2018-01-13,2018-01-14,2018-01-18,2018-01-25,2018-01-26
ORD0000342,CUST000465,delivered,2017-10-11,2017-10-12,2017-10-15,2017-10-19,2017-10-23
ORD0000343,CUST000777,delivered,2017-07-05,2017-07-05,2017-07-09,2017-07-17,2017-07-18
ORD0000344,CUST000485,delivered,2018-02-22,2018-02-23,2018-02-25,2018-03-08,2018-03-15
ORD0000345,CUST000421,delivered,2017-08-29,2017-08-30,2017-08-31,2017-09-08,2017-09-24
ORD0000346,CUST000645,delivered,2017-04-16,2017-04-16,2017-04-18,2017-04-25,2017-04-30
ORD0000347,CUST000627,delivered,2018-03-14,2018-03-15,2018-03-19,2018-03-30,2018-04-03
ORD0000348,CUST000535,shipped,2017-04-08,2017-04-09,2017-04-12,2017-04-26,2017-05-02
ORD0000349,CUST000696,delivered,2018-05-19,2018-05-19,2018-05-23,2018-05-29,2018-06-05
ORD0000350,CUST000654,delivered,2017-11-04,2017-11-05,2017-11-08,2017-11-20,2017-12-01
ORD0000351,CUST000638,delivered,2017-05-28,2017-05-29,2017-05-31,2017-06-04,2017-06-13
ORD0000352,CUST000609,delivered,2017-11-05,2017-11-05,2017-11-07,2017-11-16,2017-11-17
ORD0000353,CUST000279,delivered,2017-05-23,2017-05-24,2017-05-28,2017-06-04,2017-06-21
ORD0000354,CUST000776,delivered,2017-03-09,2017-03-09,2017-03-12,2017-03-22,2017-03-28
ORD0000355,CUST000639,shipped,2018-05-10,2018-05-11,2018-05-14,2018-05-28,2018-06-03
ORD0000356,CUST000714,delivered,2017-03-14,2017-03-14,2017-03-18,2017-04-01,2017-04-01
ORD0000357,CUST000233,delivered,2017-04-09,2017-04-10,2017-04-14,2017-04-23,2017-04-21
ORD0000358,CUST000411,shipped,2017-05-31,2017-05-31,2017-06-01,2017-06-10,2017-06-17
ORD0000359,CUST000028,delivered,2017-01-21,2017-01-21,2017-01-22,2017-02-03,2017-02-02
ORD0000360,CUST000468,delivered,2017-01-07,2017-01-07,2017-01-08,2017-01-15,2017-02-01
ORD0000361,CUST000334,shipped,2018-05-04,2018-05-04,2018-05-08,2018-05-19,2018-05-31
ORD0000362,CUST000104,shipped,2017-11-01,2017-11-01,2017-11-03,2017-11-06,2017-11-19
ORD0000363,CUST000732,shipped,2017-09-22,2017-09-22,2017-09-23,2017-10-01,2017-10-02
ORD0000364,CUST000030,delivered,2017-05-16,2017-05-16,2017-05-20,2017-05-24,2017-06-13
ORD0000365,CUST000424,delivered,2017-05-12,2017-05-13,2017-05-14,2017-05-18,2017-06-03
ORD0000366,CUST000361,delivered,2018-06-22,2018-06-23,2018-06-25,2018-06-28,2018-07-09
ORD0000367,CUST000349,delivered,2017-11-20,2017-11-21,2017-11-22,2017-11-29,2017-12-09
ORD0000368,CUST000410,delivered,2018-04-14,2018-04-15,2018-04-17,2018-04-20,2018-04-24
ORD0000369,CUST000771,delivered,2017-02-22,2017-02-23,2017-02-27,2017-03-07,2017-03-16
ORD0000370,CUST000168,delivered,2018-04-17,2018-04-18,2018-04-19,2018-04-30,2018-05-03
ORD0000371,CUST000537,delivered,2017-05-04,2017-05-05,2017-05-09,2017-05-17,2017-05-28
ORD0000372,CUST000364,delivered,2018-02-15,2018-02-15,2018-02-16,2018-02-23,2018-02-28
ORD0000373,CUST000408,canceled,2017-04-05,2017-04-06,2017-04-10,2017-04-18,2017-04-24
ORD0000374,CUST000601,delivered,2018-02-04,2018-02-05,2018-02-06,2018-02-14,2018-03-03
ORD0000375,CUST000246,delivered,2017-07-27,2017-07-28,2017-07-29,2017-08-11,2017-08-19
ORD0000376,CUST000376,delivered,2018-02-04,2018-02-05,2018-02-06,2018-02-09,2018-02-17
ORD0000377,CUST000032,delivered,2018-07-25,2018-07-26,2018-07-29,2018-08-08,2018-08-20
ORD0000378,CUST000663,delivered,2017-05-14,2017-05-14,2017-05-16,2017-05-28,2017-05-31
ORD0000379,CUST000446,canceled,2018-01-03,2018-01-04,2018-01-07,2018-01-15,2018-01-15
ORD0000380,CUST000627,delivered,2017-04-30,2017-05-01,2017-05-04,2017-05-17,2017-05-18
ORD0000381,CUST000125,delivered,2018-01-14,2018-01-14,2018-01-18,2018-01-31,2018-01-29
ORD0000382,CUST000607,delivered,2017-04-23,2017-04-24,2017-04-25,2017-05-02,2017-05-09
ORD0000383,CUST000074,delivered,2017-09-19,2017-09-20,2017-09-24,2017-10-08,2017-10-06
ORD0000384,CUST000616,delivered,2017-01-04,2017-01-05,2017-01-09,2017-01-22,2017-01-14
ORD0000385,CUST000305,delivered,2017-04-06,2017-04-06,2017-04-07,2017-04-12,2017-04-20
ORD0000386,CUST000389,delivered,2018-04-17,2018-04-17,2018-04-18,2018-04-22,2018-05-03
ORD0000387,CUST000267,delivered,2018-06-12,2018-06-13,2018-06-17,2018-06-26,2018-06-23
ORD0000388,CUST000379,invoiced,2017-02-08,2017-02-09,2017-02-12,2017-02-15,2017-02-20
ORD0000389,CUST000794,delivered,2017-11-24,2017-11-25,2017-11-29,2017-12-10,2017-12-22
ORD0000390,CUST000201,delivered,2017-07-01,2017-07-02,2017-07-06,2017-07-17,2017-07-14
ORD0000391,CUST000662,delivered,2017-03-07,2017-03-07,2017-03-08,2017-03-18,2017-03-21
ORD0000392,CUST000098,delivered,2018-05-22,2018-05-23,2018-05-27,2018-06-02,2018-06-01
ORD0000393,CUST000415,delivered,2017-07-15,2017-07-15,2017-07-19,2017-07-30,2017-08-09
ORD0000394,CUST000587,delivered,2018-03-06,2018-03-07,2018-03-11,2018-03-17,2018-03-18
ORD0000395,CUST000799,delivered,2017-02-01,2017-02-02,2017-02-06,2017-02-18,2017-02-15
ORD0000396,CUST000495,shipped,2017-10-07,2017-10-07,2017-10-11,2017-10-20,2017-10-20
ORD0000397,CUST000368,delivered,2018-05-23,2018-05-24,2018-05-25,2018-06-07,2018-06-05
ORD0000398,CUST000167,delivered,2017-01-05,2017-01-05,2017-01-09,2017-01-21,2017-02-01
ORD0000399,CUST000143,delivered,2017-12-18,2017-12-19,2017-12-21,2017-12-24,2018-01-11
ORD0000400,CUST000310,delivered,2017-07-03,2017-07-04,2017-07-07,2017-07-13,2017-07-17
ORD0000401,CUST000512,delivered,2017-07-14,2017-07-14,2017-07-18,2017-07-25,2017-08-07
ORD0000402,CUST000051,delivered,2018-06-16,2018-06-16,2018-06-19,2018-07-01,2018-06-26
ORD0000403,CUST000318,delivered,2017-08-05,2017-08-06,2017-08-08,2017-08-22,2017-08-23
ORD0000404,CUST000161,delivered,2017-02-17,2017-02-17,2017-02-19,2017-02-25,2017-03-18
ORD0000405,CUST000535,delivered,2018-07-31,2018-07-31,2018-08-02,2018-08-05,2018-08-24
ORD0000406,CUST000079,delivered,2017-12-19,2017-12-19,2017-12-21,2017-12-30,2017-12-29
ORD0000407,CUST000067,delivered,2018-04-03,2018-04-03,2018-04-04,2018-04-18,2018-04-13
ORD0000408,CUST000075,delivered,2018-04-01,2018-04-01,2018-04-05,2018-04-19,2018-04-21
ORD0000409,CUST000763,shipped,2017-01-21,2017-01-22,2017-01-25,2017-02-02,2017-02-06
ORD0000410,CUST000216,delivered,2018-08-23,2018-08-24,2018-08-25,2018-09-06,2018-09-09
ORD0000411,CUST000754,delivered,2017-08-27,2017-08-27,2017-08-31,2017-09-06,2017-09-23
ORD0000412,CUST000512,delivered,2018-08-05,2018-08-05,2018-08-07,2018-08-10,2018-08-28
ORD0000413,CUST000494,delivered,2017-12-24,2017-12-24,2017-12-25,2017-12-28,2018-01-04
ORD0000414,CUST000525,delivered,2017-02-18,2017-02-18,2017-02-21,2017-03-02,2017-02-28
ORD0000415,CUST000088,delivered,2017-04-29,2017-04-30,2017-05-02,2017-05-15,2017-05-25
ORD0000416,CUST000479,delivered,2017-02-03,2017-02-03,2017-02-06,2017-02-19,2017-02-25
ORD0000417,CUST000110,delivered,2017-11-16,2017-11-16,2017-11-18,2017-11-25,2017-12-03
ORD0000418,CUST000055,canceled,2018-06-08,2018-06-08,2018-06-12,2018-06-26,2018-06-30
ORD0000419,CUST000322,delivered,2018-06-15,2018-06-16,2018-06-17,2018-06-20,2018-06-30
ORD0000420,CUST000132,delivered,2018-05-18,2018-05-19,2018-05-23,2018-05-29,2018-06-06
ORD0000421,CUST000019,delivered,2018-06-26,2018-06-27,2018-06-29,2018-07-07,2018-07-22
ORD0000422,CUST000327,delivered,2018-06-19,2018-06-20,2018-06-22,2018-07-06,2018-07-04
ORD0000423,CUST000247,delivered,2017-12-13,2017-12-13,2017-12-16,2017-12-22,2017-12-23
ORD0000424,CUST000580,delivered,2017-03-21,2017-03-21,2017-03-25,2017-04-01,2017-04-17
ORD0000425,CUST000742,delivered,2017-04-30,2017-04-30,2017-05-03,2017-05-13,2017-05-15
ORD0000426,CUST000354,shipped,2017-02-07,2017-02-07,2017-02-11,2017-02-23,2017-02-19
ORD0000427,CUST000782,delivered,2018-08-03,2018-08-04,2018-08-08,2018-08-20,2018-08-19
ORD0000428,CUST000736,shipped,2017-01-15,2017-01-16,2017-01-19,2017-01-31,2017-01-30
ORD0000429,CUST000365,delivered,2017-02-27,2017-02-28,2017-03-01,2017-03-11,2017-03-20
ORD0000430,CUST000706,shipped,2017-03-26,2017-03-27,2017-03-30,2017-04-03,2017-04-09
ORD0000431,CUST000230,delivered,2018-01-19,2018-01-19,2018-01-23,2018-01-30,2018-02-15
ORD0000432,CUST000303,delivered,2018-07-25,2018-07-25,2018-07-26,2018-07-31,2018-08-20
ORD0000433,CUST000254,delivered,2017-02-26,2017-02-27,2017-03-01,2017-03-12,2017-03-10
ORD0000434,CUST000116,delivered,2018-06-14,2018-06-14,2018-06-15,2018-06-28,2018-06-30
ORD0000435,CUST000468,delivered,2018-07-22,2018-07-23,2018-07-26,2018-08-03,2018-08-15
ORD0000436,CUST000247,delivered,2017-10-15,2017-10-16,2017-10-19,2017-10-22,2017-11-10
ORD0000437,CUST000760,delivered,2017-08-14,2017-08-14,2017-08-18,2017-08-28,2017-09-11
ORD0000438,CUST000749,delivered,2017-10-15,2017-10-15,2017-10-19,2017-10-27,2017-10-25
ORD0000439,CUST000109,delivered,2018-01-22,2018-01-22,2018-01-25,2018-01-28,2018-02-11
ORD0000440,CUST000395,delivered,2018-08-30,2018-08-31,2018-09-04,2018-09-15,2018-09-13
ORD0000441,CUST000152,delivered,2018-07-24,2018-07-25,2018-07-27,2018-08-06,2018-08-14
ORD0000442,CUST000673,delivered,2017-01-22,2017-01-22,2017-01-26,2017-02-08,2017-02-15
ORD0000443,CUST000208,delivered,2017-03-17,2017-03-17,2017-03-21,2017-04-01,2017-04-07
ORD0000444,CUST000082,shipped,2017-03-14,2017-03-14,2017-03-15,2017-03-23,2017-04-07
ORD0000445,CUST000484,shipped,2017-12-10,2017-12-10,2017-12-13,2017-12-24,2017-12-31
ORD0000446,CUST000764,shipped,2018-05-29,2018-05-29,2018-05-31,2018-06-05,2018-06-12
ORD0000447,CUST000335,delivered,2017-02-06,2017-02-06,2017-02-07,2017-02-18,2017-02-25
ORD0000448,CUST000295,delivered,2017-11-04,2017-11-04,2017-11-08,2017-11-12,2017-11-24
ORD0000449,CUST000374,delivered,2018-07-14,2018-07-15,2018-07-17,2018-07-20,2018-07-24
ORD0000450,CUST000728,delivered,2017-04-05,2017-04-05,2017-04-08,2017-04-16,2017-04-21
ORD0000451,CUST000586,delivered,2018-03-06,2018-03-06,2018-03-07,2018-03-15,2018-03-25
ORD0000452,CUST000300,delivered,2017-12-10,2017-12-11,2017-12-15,2017-12-28,2017-12-24
ORD0000453,CUST000134,delivered,2017-03-07,2017-03-07,2017-03-11,2017-03-23,2017-03-31
ORD0000454,CUST000360,delivered,2017-02-19,2017-02-19,2017-02-23,2017-03-07,2017-03-03
ORD0000455,CUST000145,delivered,2017-11-09,2017-11-09,2017-11-12,2017-11-21,2017-11-20
ORD0000456,CUST000625,delivered,2017-08-05,2017-08-06,2017-08-07,2017-08-13,2017-08-27
ORD0000457,CUST000125,delivered,2017-07-21,2017-07-22,2017-07-25,2017-07-31,2017-08-15
ORD0000458,CUST000100,canceled,2017-04-18,2017-04-18,2017-04-19,2017-04-28,2017-05-04
ORD0000459,CUST000058,delivered,2017-12-18,2017-12-19,2017-12-21,2017-12-29,2018-01-16
ORD0000460,CUST000073,delivered,2018-05-19,2018-05-20,2018-05-24,2018-06-03,2018-05-31
ORD0000461,CUST000570,delivered,2017-11-13,2017-11-14,2017-11-16,2017-11-24,2017-12-04
ORD0000462,CUST000604,invoiced,2017-08-24,2017-08-25,2017-08-27,2017-09-10,2017-09-12
ORD0000463,CUST000541,delivered,2018-03-28,2018-03-28,2018-03-29,2018-04-02,2018-04-15
ORD0000464,CUST000618,canceled,2018-02-27,2018-02-27,2018-03-03,2018-03-06,2018-03-16
ORD0000465,CUST000022,delivered,2018-04-05,2018-04-06,2018-04-09,2018-04-12,2018-04-26
ORD0000466,CUST000110,canceled,2017-07-11,2017-07-12,2017-07-13,2017-07-16,2017-08-09
ORD0000467,CUST000172,delivered,2018-05-06,2018-05-07,2018-05-08,2018-05-21,2018-06-04
ORD0000468,CUST000775,delivered,2017-09-15,2017-09-16,2017-09-17,2017-09-22,2017-09-28
ORD0000469,CUST000792,delivered,2018-04-21,2018-04-22,2018-04-25,2018-05-08,2018-05-12
ORD0000470,CUST000198,delivered,2018-07-08,2018-07-08,2018-07-11,2018-07-25,2018-07-27
ORD0000471,CUST000069,delivered,2017-03-23,2017-03-24,2017-03-28,2017-03-31,2017-04-09
ORD0000472,CUST000662,canceled,2017-12-09,2017-12-09,2017-12-10,2017-12-23,2018-01-06
ORD0000473,CUST000004,invoiced,2017-12-06,2017-12-06,2017-12-10,2017-12-14,2017-12-22
ORD0000474,CUST000248,canceled,2017-11-23,2017-11-23,2017-11-24,2017-12-06,2017-12-11
ORD0000475,CUST000603,delivered,2017-01-22,2017-01-22,2017-01-23,2017-01-30,2017-02-16
ORD0000476,CUST000195,delivered,2018-04-15,2018-04-15,2018-04-18,2018-04-26,2018-05-14
ORD0000477,CUST000404,delivered,2017-02-17,2017-02-17,2017-02-18,2017-03-03,2017-03-15
ORD0000478,CUST000422,delivered,2018-03-02,2018-03-02,2018-03-03,2018-03-11,2018-03-16
ORD0000479,CUST000116,delivered,2018-06-13,2018-06-14,2018-06-16,2018-06-20,2018-06-28
ORD0000480,CUST000591,delivered,2017-11-30,2017-12-01,2017-12-02,2017-12-14,2017-12-18
ORD0000481,CUST000211,delivered,2017-01-14,2017-01-14,2017-01-18,2017-02-01,2017-01-28
ORD0000482,CUST000372,delivered,2017-03-30,2017-03-31,2017-04-04,2017-04-11,2017-04-21
ORD0000483,CUST000421,delivered,2018-01-15,2018-01-16,2018-01-19,2018-01-25,2018-02-04
ORD0000484,CUST000036,delivered,2017-07-25,2017-07-26,2017-07-27,2017-07-30,2017-08-11
ORD0000485,CUST000468,delivered,2018-04-25,2018-04-25,2018-04-29,2018-05-10,2018-05-23
ORD0000486,CUST000669,delivered,2017-07-26,2017-07-26,2017-07-29,2017-08-08,2017-08-20
ORD0000487,CUST000782,delivered,2018-02-21,2018-02-22,2018-02-23,2018-03-02,2018-03-18
ORD0000488,CUST000537,delivered,2018-05-25,2018-05-25,2018-05-28,2018-06-03,2018-06-23
ORD0000489,CUST000123,shipped,2017-01-24,2017-01-25,2017-01-26,2017-01-30,2017-02-10
ORD0000490,CUST000483,delivered,2017-01-10,2017-01-11,2017-01-13,2017-01-27,2017-01-24
ORD0000491,CUST000129,shipped,2017-01-19,2017-01-20,2017-01-22,2017-01-31,2017-02-08
ORD0000492,CUST000406,canceled,2018-05-30,2018-05-31,2018-06-04,2018-06-10,2018-06-26
ORD0000493,CUST000204,shipped,2018-08-09,2018-08-10,2018-08-13,2018-08-18,2018-09-05
ORD0000494,CUST000120,delivered,2018-01-26,2018-01-27,2018-01-31,2018-02-04,2018-02-13
ORD0000495,CUST000143,delivered,2017-01-01,2017-01-01,2017-01-04,2017-01-11,2017-01-28
ORD0000496,CUST000594,delivered,2018-05-16,2018-05-17,2018-05-20,2018-05-29,2018-06-13
ORD0000497,CUST000318,delivered,2018-05-21,2018-05-21,2018-05-24,2018-05-30,2018-06-04
ORD0000498,CUST000008,delivered,2018-04-30,2018-04-30,2018-05-03,2018-05-16,2018-05-29
ORD0000499,CUST000042,delivered,2017-06-29,2017-06-30,2017-07-01,2017-07-05,2017-07-12
ORD0000500,CUST000497,delivered,2018-05-16,2018-05-16,2018-05-20,2018-05-29,2018-06-10
ORD0000501,CUST000537,delivered,2017-09-16,2017-09-16,2017-09-18,2017-09-26,2017-10-14
ORD0000502,CUST000493,delivered,2017-11-06,2017-11-06,2017-11-10,2017-11-24,2017-11-24
ORD0000503,CUST000262,delivered,2017-10-16,2017-10-17,2017-10-20,2017-10-25,2017-10-31
ORD0000504,CUST000200,delivered,2018-05-15,2018-05-15,2018-05-16,2018-05-26,2018-06-09
ORD0000505,CUST000708,delivered,2018-04-19,2018-04-20,2018-04-22,2018-04-30,2018-05-16
ORD0000506,CUST000489,delivered,2018-02-21,2018-02-22,2018-02-25,2018-03-09,2018-03-11
ORD0000507,CUST000425,delivered,2017-10-04,2017-10-05,2017-10-07,2017-10-15,2017-10-22
ORD0000508,CUST000123,shipped,2017-04-27,2017-04-27,2017-04-30,2017-05-05,2017-05-24
ORD0000509,CUST000496,delivered,2018-05-30,2018-05-31,2018-06-01,2018-06-13,2018-06-19
ORD0000510,CUST000425,delivered,2017-03-14,2017-03-15,2017-03-16,2017-03-28,2017-04-09
ORD0000511,CUST000360,invoiced,2017-07-21,2017-07-21,2017-07-22,2017-08-05,2017-08-01
ORD0000512,CUST000354,delivered,2018-01-07,2018-01-08,2018-01-10,2018-01-18,2018-02-02
ORD0000513,CUST000275,delivered,2017-07-12,2017-07-12,2017-07-13,2017-07-25,2017-07-30
ORD0000514,CUST000260,delivered,2017-01-31,2017-02-01,2017-02-05,2017-02-11,2017-02-17
ORD0000515,CUST000157,delivered,2018-06-15,2018-06-16,2018-06-20,2018-06-30,2018-07-09
ORD0000516,CUST000402,delivered,2017-09-04,2017-09-05,2017-09-07,2017-09-18,2017-09-30
ORD0000517,CUST000052,delivered,2017-08-25,2017-08-26,2017-08-30,2017-09-08,2017-09-22
ORD0000518,CUST000251,invoiced,2017-05-09,2017-05-10,2017-05-11,2017-05-16,2017-06-05
ORD0000519,CUST000272,delivered,2017-01-15,2017-01-16,2017-01-17,2017-01-21,2017-02-11
ORD0000520,CUST000548,shipped,2018-02-18,2018-02-18,2018-02-19,2018-03-04,2018-02-28
ORD0000521,CUST000799,delivered,2018-01-25,2018-01-25,2018-01-26,2018-01-31,2018-02-18
ORD0000522,CUST000007,delivered,2017-06-15,2017-06-15,2017-06-19,2017-06-29,2017-07-07
ORD0000523,CUST000331,delivered,2017-12-21,2017-12-22,2017-12-23,2017-12-26,2018-01-16
ORD0000524,CUST000569,delivered,2017-06-28,2017-06-28,2017-06-30,2017-07-04,2017-07-11
ORD0000525,CUST000163,delivered,2018-04-01,2018-04-02,2018-04-04,2018-04-16,2018-04-26
ORD0000526,CUST000756,delivered,2017-08-18,2017-08-19,2017-08-20,2017-08-28,2017-09-04
ORD0000527,CUST000070,delivered,2017-06-04,2017-06-05,2017-06-06,2017-06-09,2017-06-17
ORD0000528,CUST000691,delivered,2018-03-13,2018-03-14,2018-03-15,2018-03-28,2018-04-08
ORD0000529,CUST000348,delivered,2018-04-28,2018-04-29,2018-05-01,2018-05-06,2018-05-21
ORD0000530,CUST000155,delivered,2017-06-27,2017-06-28,2017-06-30,2017-07-03,2017-07-14
ORD0000531,CUST000717,delivered,2017-09-28,2017-09-29,2017-10-02,2017-10-12,2017-10-23
ORD0000532,CUST000204,delivered,2018-08-30,2018-08-31,2018-09-02,2018-09-11,2018-09-18
