station_id,date,tmax,tmin_f,precip_in,wind_speed_kmh,humidity_pct,visibility_mi,snow_in,weather_event,station_city,data_source
STN0040,2024-01-22,21.3,56.1,0.11,17.2,44.2,8.1,0.0,None,Phoenix,Regional
STN0024,2020-03-02,96.7,86.0,0.02,10.6,81.9,11.7,0.0,Clear,Denver,NOAA
STN0010,2023-10-19,68.6,58.5,0.15,11.1,89.6,10.7,0.0,Thunderstorm,Atlanta,NOAA
STN0009,2021-06-11,59.5,45.5,T,2.7,41.3,10.7,0.0,None,Boston,Regional
STN0029,2023-06-24,25.8,11.4,0.04,21.4,43.0,10.6,0.0,Rain,Denver,Estimated
STN0016,2020-12-09,29.4,11.1,0.01,1.6,67.0,4.2,0.0,Snow,Seattle,Regional
STN0006,2020-09-10,24.6,10.4,0.17,0.0,68.7,10.3,0.0,Snow,Boston,Regional
STN0022,2023-12-10,22.9,57.0,0.03,6.3,70.7,8.3,0.2,Thunderstorm,Denver,WMO
STN0033,2024-01-15,35.0,15.3,0.17,5.6,95.2,7.5,0.0,Fog,Denver,WMO
STN0016,2024-11-26,92.6,70.7,0.09,12.4,44.5,15.0,0.0,Hail,Atlanta,Estimated
STN0048,2023-05-21,65.7,53.2,0.05,0.7,62.7,4.6,1.5,Snow,Miami,Regional
STN0039,2022-04-30,59.6,39.0,0.07,0.9,115,8.7,0.0,None,Phoenix,Estimated
STN0026,2020-12-21,46.4,27.1,0.02,13.7,74.8,8.5,0.0,Rain,Seattle,Estimated
STN0047,2021-06-23,78.7,69.7,0.04,3.3,50.3,8.8,0.2,Snow,Atlanta,Estimated
STN0022,2023-03-29,8.5,34.6,0.14,28.7,51.1,6.0,0.0,Hail,Phoenix,WMO
STN0007,2021-09-23,6.3,32.2,0.35,8.6,53.7,9.7,0.0,Hail,Minneapolis,NOAA
STN0002,2022-06-01,91.1,73.8,0.01,1.5,92.7,5.6,0.0,Snow,Chicago,Estimated
STN0047,2020-11-02,22.7,57.0,0.01,11.9,44.4,9.9,0.0,Thunderstorm,Chicago,NOAA
STN0048,2022-03-13,59.8,44.9,0.42,6.2,56.2,9.5,0.0,Fog,Atlanta,Regional
STN0037,2021-03-10,79.1,60.4,0.14,999,76.0,8.3,0.0,Snow,Seattle,NOAA
STN0006,2020-07-23,18.4,52.5,0.31,4.9,42.4,8.8,0.0,Snow,Denver,Estimated
STN0015,2020-08-28,73.4,60.0,0.22,5.2,66.6,13.8,0.0,Hail,Dallas,WMO
STN0003,2022-08-04,47.0,26.9,0.07,7.9,27.8,10.7,0.0,Hail,Phoenix,Estimated
STN0003,2021-10-31,43.6,88.9,trace,8.2,65.5,9.5,0.0,None,Phoenix,Regional
STN0013,2020-07-01,52.2,33.3,0.02,1.1,62.9,10.3,0.0,Snow,Atlanta,NOAA
STN0029,2022-07-28,99.2,88.2,0.02,16.6,64.9,9.1,0.0,Fog,Miami,Regional
STN0004,2020-10-26,60.8,51.2,0.02,19.1,46.4,10.7,0.0,Clear,Phoenix,NOAA
STN0050,2020-01-29,82.8,71.9,0.18,2.1,66.1,7.2,0.0,Hail,Boston,WMO
STN0023,2020-08-30,81.2,67.3,0.05,23.9,61.3,15.0,0.0,Rain,Minneapolis,Regional
STN0014,2022-03-30,90.2,78.9,0.41,3.0,85.4,9.6,0.0,Thunderstorm,Denver,Regional
STN0026,2024-10-08,46.5,25.9,0.26,25.6,73.5,15.0,0.0,None,Portland,Regional
STN0040,2021-03-17,88.7,71.3,0.16,5.8,35.9,15.0,0.0,Hail,Seattle,WMO
STN0016,2021-06-04,105.6,91.8,0.08,14.4,102,7.5,0.0,Hail,Seattle,Regional
STN0003,2021-03-19,59.3,47.5,0.09,20.0,50.9,9.7,0.0,Thunderstorm,Minneapolis,Estimated
STN0003,2021-10-10,65.8,52.5,0.16,1.5,65.2,10.1,0.0,None,Chicago,Regional
STN0043,2023-08-02,53.5,38.8,0.01,0.7,59.0,11.8,0.0,Thunderstorm,Dallas,NOAA
STN0006,2021-08-11,57.4,39.4,0.05,2.7,58.9,9.4,0.0,Thunderstorm,Phoenix,Estimated
STN0032,2023-04-15,102.7,93.4,0.31,13.9,100.0,12.6,0.0,Clear,Miami,WMO
STN0020,2024-06-28,42.9,23.0,0.18,9.6,52.8,3.7,1.8,Thunderstorm,Chicago,Estimated
STN0039,2024-09-23,44.3,34.5,0.12,5.0,87.0,7.2,0.0,Clear,Minneapolis,Estimated
STN0004,2022-10-24,38.0,88.7,0.02,1.4,59.3,8.4,0.0,Snow,Dallas,NOAA
STN0045,2023-07-26,25.9,56.8,0.08,31.3,22.8,7.0,0.0,Snow,Portland,Estimated
STN0035,2024-08-05,111.6,100.9,trace,24.8,65.4,3.8,0.0,Snow,Dallas,Estimated
STN0023,2023-12-07,12.8,45.7,0.04,2.4,82.1,11.7,0.0,Hail,Chicago,NOAA
STN0011,2021-07-01,67.8,50.9,0.2,18.4,73.4,5.7,1.0,Thunderstorm,Portland,NOAA
STN0049,2020-08-29,50.5,37.0,0.36,1.0,66.6,7.0,0.0,Clear,Minneapolis,NOAA
STN0016,2020-07-28,20.1,58.9,0.05,13.6,62.4,11.3,0.0,Snow,Dallas,WMO
STN0025,2024-05-29,26.0,17.9,0.06,11.1,53.1,12.7,0.0,Clear,Seattle,Regional
STN0020,2022-10-12,80.1,71.0,0.14,82.5,78.1,7.3,0.0,Hail,Phoenix,Estimated
STN0012,2021-06-25,72.1,56.8,0.09,10.8,54.2,5.9,0.0,Rain,Minneapolis,Regional
STN0021,2021-09-22,17.6,52.5,0.15,0.6,50.5,6.6,0.0,Snow,Miami,Regional
STN0008,2021-05-29,56.4,37.5,0.1,20.3,69.4,12.3,0.0,None,Phoenix,Estimated
STN0001,2024-01-04,45.3,25.3,0.09,7.3,56.6,12.5,0.3,Hail,Minneapolis,NOAA
STN0015,2023-01-23,81.0,71.0,0.08,7.0,85.1,10.0,0.0,None,Atlanta,NOAA
STN0006,2024-05-24,39.2,26.5,0.04,2.0,102,9.7,0.0,Snow,Phoenix,NOAA
STN0021,2021-07-05,76.3,66.2,0.05,0.1,48.0,5.0,0.0,Snow,Denver,Estimated
STN0044,2022-05-12,110.6,98.6,0.02,29.2,41.4,10.4,0.0,Fog,Portland,WMO
STN0009,2020-08-10,97.7,86.4,0.06,1.5,51.7,11.4,0.0,Thunderstorm,Seattle,WMO
STN0001,2024-11-08,31.9,12.9,0.2,2.2,100.0,9.5,0.0,None,Phoenix,WMO
STN0006,2022-07-23,53.2,40.4,0.02,41.6,57.7,9.6,0.0,Thunderstorm,Atlanta,WMO
STN0026,2022-10-06,74.3,59.4,0.22,27.6,75.6,5.9,0.0,None,Atlanta,Estimated
,2022-01-25,63.5,46.1,0.02,1.4,38.5,12.5,0.0,Clear,Dallas,Regional
,2021-05-09,1.2,14.7,0.14,29.8,42.5,4.9,0.0,None,Minneapolis,Regional
STN0002,2024-09-27,73.5,61.3,0.01,16.6,58.6,9.0,0.0,Snow,Miami,Estimated
STN0017,2022-06-11,64.8,53.9,0.11,3.6,92.6,10.4,0.0,Rain,Boston,Regional
STN0021,2023-05-17,107.1,85.4,0.19,3.5,38.8,12.4,0.0,Rain,Atlanta,WMO
STN0022,2020-03-09,15.2,46.9,0.19,23.7,50.7,12.2,0.0,Snow,Denver,WMO
STN0028,2021-05-18,32.6,73.3,0.04,6.4,78.2,12.4,0.0,Snow,Boston,NOAA
STN0040,2024-01-08,2.8,19.6,0.14,19.8,90.7,8.1,0.0,Clear,Chicago,WMO
STN0024,2020-06-09,42.4,27.2,0.27,21.9,69.9,15.0,0.0,Rain,Boston,Regional
STN0043,2020-07-04,27.2,69.7,0.07,4.9,74.2,12.3,0.0,Fog,Dallas,WMO
STN0027,2024-01-18,31.6,78.8,0.1,22.4,45.9,7.9,0.0,Clear,Denver,Regional
STN0014,2021-07-17,43.9,29.1,0.23,78.8,38.2,8.1,0.0,Rain,Boston,WMO
STN0012,2021-05-15,65.5,50.3,0.31,1.0,41.4,11.3,0.0,None,Denver,Estimated
STN0017,2022-10-29,34.6,15.8,0.18,1.9,46.3,7.6,0.0,None,Seattle,Estimated
STN0030,2020-12-21,61.0,43.1,0.19,16.1,66.1,5.2,0.7,Fog,Dallas,Regional
STN0013,2020-03-19,28.6,62.6,0.0,4.9,40.0,9.2,0.0,Fog,Seattle,WMO
STN0046,2020-01-09,55.4,33.8,0.11,37.9,66.5,2.2,0.0,Rain,Denver,Regional
STN0024,2020-05-24,59.5,41.3,0.01,19.9,56.3,10.1,0.0,None,Dallas,Estimated
STN0044,2020-10-16,40.1,31.0,0.12,4.9,51.9,10.9,0.0,Rain,Atlanta,Estimated
STN0035,2023-06-25,50.7,37.0,0.04,9.0,77.9,8.2,0.0,Rain,Minneapolis,WMO
STN0017,2021-06-28,103.7,87.2,0.13,8.4,44.7,12.4,0.0,Clear,Minneapolis,WMO
STN0012,2020-05-11,66.6,50.3,0.26,34.8,87.8,11.6,1.2,None,Portland,Regional
STN0038,2020-01-27,42.9,32.4,0.03,43.8,77.0,5.9,0.0,Snow,Chicago,NOAA
STN0017,2022-05-21,58.1,41.9,0.15,1.9,44.2,9.1,0.8,Snow,Atlanta,WMO
STN0013,2024-03-14,29.9,17.0,0.02,13.7,83.6,7.4,0.0,Clear,Portland,Regional
STN0047,2021-09-10,42.7,30.0,0.0,3.9,42.1,8.0,0.0,Snow,Dallas,Regional
STN0025,2020-04-26,94.9,75.2,0.03,7.1,85.3,12.4,0.0,Rain,Seattle,Regional
STN0003,2021-02-20,61.9,48.0,0.01,4.2,68.0,10.9,0.0,None,Chicago,Regional
STN0025,2022-06-30,106.6,91.2,0.1,14.4,33.6,6.8,0.0,Fog,Minneapolis,Estimated
STN0024,2020-12-10,62.9,47.0,0.03,999,38.7,9.7,0.0,Rain,Miami,Regional
STN0044,2024-11-21,64.2,48.3,T,9.5,54.7,6.7,0.0,Thunderstorm,Seattle,NOAA
STN0036,2023-10-25,26.2,68.1,0.01,21.5,77.6,7.5,0.6,Rain,Dallas,Estimated
STN0010,2021-09-21,6.2,-10.2,0.2,5.4,58.9,13.6,0.0,Hail,Dallas,WMO
STN0008,2024-10-03,69.5,56.8,0.27,18.8,58.5,15.0,0.0,None,Miami,NOAA
STN0031,2021-08-16,63.9,46.7,0.08,9.6,62.7,14.3,0.0,Clear,Minneapolis,NOAA
STN0003,2020-09-12,97.7,87.7,0.43,27.1,26.1,9.8,0.1,Fog,Seattle,Regional
STN0016,2024-09-09,86.2,64.3,0.1,3.8,76.8,9.6,0.0,Rain,Chicago,Regional
STN0007,2024-10-18,4.5,21.3,0.13,11.1,86.1,12.1,0.0,Hail,Denver,NOAA
STN0002,2021-07-24,92.3,78.5,0.01,2.5,76.2,9.3,0.0,Clear,Atlanta,NOAA
STN0046,2022-12-22,59.2,47.0,0.24,41.5,54.4,4.7,0.3,Snow,Atlanta,WMO
STN0005,2020-11-12,45.1,31.7,0.13,2.4,46.1,14.5,0.0,Snow,Seattle,Regional
STN0001,2023-03-17,69.3,51.2,0.06,1.4,42.5,5.4,0.0,Fog,Minneapolis,NOAA
STN0047,2023-06-14,15.8,43.3,0.18,2.4,41.6,12.6,0.0,Rain,Dallas,Regional
STN0010,2023-07-20,98.8,81.0,0.0,9.2,100.0,11.3,0.0,Clear,Denver,NOAA
STN0041,2022-11-04,72.5,52.1,0.01,21.7,60.6,14.6,0.0,Rain,Phoenix,WMO
STN0002,2023-07-09,69.5,55.1,0.03,20.4,78.3,11.6,0.4,Thunderstorm,Miami,WMO
STN0008,2022-10-10,84.8,67.4,0.08,17.9,77.3,7.2,0.0,None,Portland,NOAA
STN0006,2024-02-05,89.0,74.8,0.13,18.5,64.6,12.3,0.0,None,Chicago,NOAA
STN0036,2020-11-23,82.2,65.3,0.12,10.0,45.2,7.9,0.0,Thunderstorm,Chicago,Regional
STN0032,2022-06-01,35.7,81.6,0.0,2.2,71.3,6.1,0.0,Clear,Boston,WMO
STN0024,2022-01-30,78.4,59.5,0.01,35.0,42.5,3.5,0.0,None,Atlanta,Regional
STN0013,2022-08-31,68.7,60.6,0.24,30.0,72.8,8.6,0.0,None,Chicago,NOAA
STN0005,2020-09-16,92.3,81.3,0.03,3.3,43.3,3.9,0.0,Fog,Chicago,NOAA
STN0029,2021-08-14,63.0,50.8,0.27,14.9,54.1,13.3,0.1,Fog,Seattle,WMO
STN0012,2024-10-08,65.7,44.5,0.4,6.3,54.1,4.3,0.0,Hail,Chicago,Regional
STN0030,2020-07-11,102.9,87.8,0.07,12.1,87.2,7.9,0.0,Snow,Portland,WMO
STN0035,2023-03-06,100.7,87.6,0.06,19.4,18.2,8.0,0.0,Snow,Miami,Estimated
STN0043,2023-04-28,64.8,51.1,0.1,1.2,100.0,9.5,0.0,Hail,Miami,Estimated
STN0025,2022-05-16,55.0,40.7,0.03,50.6,47.5,6.4,0.0,Rain,Miami,Estimated
STN0001,2020-03-02,97.2,77.1,0.06,10.8,59.8,12.4,0.0,Hail,Seattle,NOAA
STN0015,2020-03-03,82.6,61.1,0.09,1.3,69.4,9.5,0.0,Fog,Chicago,Estimated
STN0043,2021-05-18,71.9,52.1,0.04,15.2,67.9,8.9,0.0,Snow,Dallas,NOAA
STN0027,2020-07-06,57.9,38.1,T,21.7,77.2,7.0,0.0,None,Denver,Estimated
STN0031,2020-06-21,72.3,61.5,0.11,51.1,73.0,10.6,0.2,Rain,Atlanta,Regional
STN0023,2020-10-19,64.5,52.7,0.03,2.7,98.7,13.2,0.0,Hail,Phoenix,Estimated
STN0009,2020-12-14,50.4,34.1,0.0,2.0,75.2,15.0,2.1,Fog,Seattle,WMO
STN0045,2024-03-11,67.8,50.6,0.04,15.1,59.9,6.2,0.0,Rain,Dallas,Regional
STN0039,2023-03-12,70.8,60.0,0.0,6.5,52.0,8.6,0.0,Thunderstorm,Atlanta,WMO
STN0050,2020-02-25,56.7,38.3,Trace,4.4,115,3.3,0.0,None,Minneapolis,WMO
STN0043,2023-02-21,84.9,74.1,0.18,11.4,112,11.0,0.0,Rain,Phoenix,Estimated
STN0015,2020-09-06,34.1,81.7,trace,4.4,93.6,4.9,0.0,Fog,Chicago,NOAA
STN0013,2022-02-07,86.3,74.0,0.02,9.3,80.1,9.8,0.0,Thunderstorm,Dallas,Regional
STN0013,2020-03-10,58.9,39.1,0.12,5.8,10.0,12.7,0.0,Snow,Boston,Estimated
STN0046,2020-06-13,81.6,63.4,0.05,0.7,21.6,7.8,0.0,Rain,Minneapolis,NOAA
STN0028,2020-08-30,66.7,51.3,0.04,8.4,61.9,6.2,0.0,Snow,Phoenix,Regional
STN0023,2022-03-02,37.8,18.3,0.01,32.3,59.0,13.0,0.1,Snow,Boston,Regional
STN0049,2022-04-25,79.8,60.4,0.16,2.9,62.4,11.1,0.0,Thunderstorm,Portland,Estimated
STN0031,2021-10-06,68.2,54.7,0.09,10.7,84.5,5.6,0.1,Thunderstorm,Portland,Regional
STN0046,2023-02-06,50.1,103.2,0.17,3.7,83.6,9.4,0.0,Thunderstorm,Boston,Estimated
STN0050,2023-08-08,36.2,86.2,0.3,3.1,65.1,6.4,0.0,Snow,Miami,Regional
STN0004,2023-08-23,80.6,65.6,Trace,9.1,112,12.2,0.0,Hail,Denver,WMO
STN0019,2022-11-23,70.5,60.8,0.05,1.9,39.9,9.4,0.0,Fog,Atlanta,Regional
STN0037,2022-09-23,68.6,54.6,0.01,3.8,63.2,13.6,0.0,None,Chicago,Estimated
STN0041,2022-06-16,42.9,27.6,0.03,27.2,69.5,6.2,0.0,Snow,Seattle,NOAA
STN0008,2021-03-10,26.7,17.6,0.03,2.3,40.1,9.7,0.0,Hail,Boston,NOAA
STN0016,2022-06-08,45.8,31.3,0.66,2.1,73.9,9.0,0.0,Fog,Denver,NOAA
STN0028,2020-01-19,64.0,46.9,0.01,40.3,30.5,9.8,0.0,Rain,Dallas,WMO
STN0040,2024-10-30,18.7,2.1,0.02,58.9,14.1,7.3,0.0,Clear,Portland,Regional
STN0006,2021-11-06,53.0,44.2,0.02,11.8,107,2.2,0.0,Clear,Atlanta,WMO
STN0031,2023-10-12,59.6,50.3,0.09,1.0,86.7,11.0,0.0,Fog,Portland,Regional
STN0015,2024-10-12,60.3,47.4,0.01,5.6,89.4,9.2,0.0,Fog,Boston,Estimated
STN0011,2022-06-26,10.2,30.6,0.04,10.5,33.3,6.5,0.0,Thunderstorm,Atlanta,NOAA
STN0026,2024-04-22,57.5,37.3,0.06,14.4,115,7.5,0.0,Rain,Denver,Estimated
STN0021,2022-05-25,102.9,90.6,0.14,9.8,75.7,5.5,0.0,Rain,Dallas,WMO
STN0032,2020-08-29,79.6,61.5,0.05,5.2,54.1,3.4,0.0,Thunderstorm,Minneapolis,Regional
STN0016,2020-02-18,52.7,36.6,0.36,8.6,86.6,12.1,0.0,Thunderstorm,Dallas,NOAA
STN0042,2020-09-04,63.5,41.7,0.01,15.2,75.4,10.7,0.0,Rain,Minneapolis,Regional
STN0004,2024-09-17,64.4,55.1,0.01,1.0,78.5,4.9,0.0,Thunderstorm,Miami,NOAA
STN0044,2022-05-17,48.1,32.4,0.01,6.5,47.2,15.0,0.0,Rain,Portland,WMO
STN0002,2021-08-05,48.1,31.8,0.09,9.3,70.0,5.6,0.0,Snow,Portland,NOAA
STN0037,2022-03-25,87.2,74.9,0.01,0.2,98.3,11.1,0.0,Clear,Portland,Estimated
STN0018,2021-04-12,55.8,47.1,0.06,1.1,64.6,9.0,0.0,Clear,Atlanta,Regional
STN0020,2024-05-08,40.9,32.2,0.05,0.3,61.2,5.2,0.0,Hail,Minneapolis,Estimated
STN0001,2024-12-29,64.1,49.7,0.14,26.5,54.2,10.0,0.0,None,Phoenix,Estimated
STN0036,2020-06-04,67.6,49.9,0.06,6.1,33.2,8.4,0.0,Thunderstorm,Chicago,WMO
STN0009,2023-08-05,21.6,3.8,0.06,2.2,42.2,7.1,0.0,Clear,Dallas,WMO
STN0033,2021-09-04,64.1,53.6,0.08,8.8,45.9,13.0,0.0,Snow,Phoenix,NOAA
STN0037,2020-03-27,28.9,64.1,0.39,8.9,32.4,10.9,0.0,Snow,Miami,Estimated
STN0043,2024-08-10,74.9,61.6,0.21,2.7,34.2,11.2,0.0,Snow,Denver,NOAA
STN0036,2020-04-23,114.1,92.6,0.17,6.9,17.9,8.4,0.0,Rain,Portland,NOAA
STN0016,2021-01-10,92.5,82.8,0.18,18.5,47.9,10.1,0.0,Clear,Seattle,Estimated
STN0037,2020-02-16,96.9,77.2,0.03,10.3,74.2,8.9,0.0,None,Boston,WMO
STN0042,2022-05-10,126.6,105.9,0.19,20.1,56.3,10.5,0.0,Hail,Denver,Regional
STN0016,2022-12-30,81.7,62.2,0.08,9.6,56.4,6.1,0.0,Clear,Chicago,Regional
STN0007,2021-08-08,68.6,49.3,0.21,3.3,75.8,1.9,0.0,Snow,Boston,NOAA
STN0045,2020-05-10,86.4,73.3,0.04,12.2,92.4,13.1,0.0,Clear,Chicago,Regional
STN0008,2020-07-31,52.7,34.7,0.24,22.0,100.0,9.0,0.0,Clear,Atlanta,Regional
STN0030,2024-08-31,67.4,51.3,0.06,1.9,64.6,10.7,0.0,Thunderstorm,Chicago,NOAA
,2024-01-11,50.7,36.8,0.03,5.1,56.9,6.9,0.0,Snow,Portland,WMO
STN0007,2024-09-06,73.8,51.9,0.06,12.1,54.6,8.3,0.0,Fog,Minneapolis,NOAA
STN0039,2022-08-27,50.7,38.6,trace,13.0,72.6,13.6,0.0,Rain,Portland,Regional
STN0008,2022-09-24,9.9,36.1,0.03,11.7,59.2,10.1,0.0,Hail,Miami,NOAA
STN0034,2023-12-06,74.1,53.5,0.04,3.4,59.3,15.0,0.0,Snow,Minneapolis,Regional
STN0035,2023-01-30,16.7,50.0,0.24,60.1,60.4,11.7,0.0,Clear,Portland,Regional
STN0004,2022-03-07,22.6,12.5,0.06,10.6,115,7.0,0.0,None,Atlanta,Regional
STN0009,2021-06-16,33.0,20.7,0.5,36.7,20.0,10.3,0.0,Snow,Miami,NOAA
STN0040,2022-06-05,39.8,21.2,0.03,9.8,115,14.0,0.0,Hail,Portland,WMO
STN0026,2020-04-26,45.6,25.6,0.01,0.5,88.2,9.7,0.0,Thunderstorm,Denver,Estimated
STN0007,2020-12-17,74.1,64.5,0.03,17.6,87.4,10.9,0.0,Rain,Chicago,Estimated
STN0050,2023-09-08,69.8,53.1,0.09,5.3,78.9,13.2,0.0,Rain,Minneapolis,NOAA
STN0014,2024-05-04,88.4,72.5,0.12,25.8,53.1,2.0,0.0,Snow,Denver,Estimated
STN0001,2020-07-04,81.6,64.2,0.01,5.9,47.8,11.1,0.0,None,Dallas,NOAA
STN0047,2020-06-25,88.6,71.2,0.16,4.5,91.2,13.0,0.3,Fog,Dallas,NOAA
STN0001,2020-06-05,78.4,57.0,0.01,1.4,42.5,6.7,0.0,Hail,Chicago,NOAA
STN0028,2023-12-16,69.6,56.7,0.2,5.2,62.7,12.1,0.0,Rain,Denver,Regional
STN0050,2021-07-22,89.2,77.0,0.03,8.1,92.4,9.0,0.0,Clear,Denver,Estimated
STN0029,2021-08-19,85.2,69.1,0.01,2.9,64.2,3.9,0.0,Rain,Portland,Regional
STN0030,2020-01-23,73.3,59.3,0.05,3.3,56.7,11.4,0.0,Rain,Chicago,NOAA
STN0020,2024-11-10,93.0,78.4,0.05,21.1,82.9,9.0,0.0,Snow,Portland,Regional
STN0007,2022-03-03,13.4,4.4,0.67,19.7,63.3,8.8,0.0,Rain,Phoenix,WMO
STN0029,2023-12-27,14.8,48.5,0.04,1.8,65.5,10.9,0.0,Rain,Phoenix,NOAA
STN0045,2023-07-16,58.3,37.2,0.02,1.0,89.3,6.2,0.0,None,Boston,WMO
STN0005,2020-09-15,90.4,81.4,0.25,0.2,16.2,11.3,0.0,Rain,Seattle,Regional
STN0045,2024-01-03,37.6,83.3,0.03,14.9,68.5,6.3,0.0,Clear,Minneapolis,Estimated
STN0021,2022-10-01,33.1,14.5,0.37,6.1,48.2,13.5,0.0,Snow,Portland,Regional
STN0027,2023-01-08,96.0,87.8,0.4,5.8,58.3,12.4,0.0,Hail,Boston,NOAA
STN0009,2020-12-31,4.0,28.1,0.06,9.6,64.0,13.6,0.0,Hail,Dallas,NOAA
STN0032,2024-03-26,39.9,26.6,0.05,21.1,49.8,10.4,0.1,Snow,Dallas,Estimated
STN0010,2024-08-28,59.8,44.7,0.13,2.1,66.1,7.7,0.0,Thunderstorm,Atlanta,WMO
STN0014,2022-01-12,58.0,45.2,0.18,6.6,68.9,6.8,0.0,Clear,Chicago,WMO
STN0037,2020-06-17,-0.7,13.6,0.05,0.8,65.7,6.7,0.9,Clear,Seattle,Regional
STN0003,2024-03-29,79.3,68.1,0.17,3.6,64.0,8.5,0.0,Hail,Denver,NOAA
STN0023,2024-06-08,79.9,71.5,0.16,8.4,59.9,6.9,0.0,Fog,Seattle,NOAA
STN0030,2022-07-13,88.2,80.2,0.09,5.7,60.2,10.0,0.0,Clear,Boston,Regional
STN0007,2022-11-23,55.5,42.7,0.03,2.5,107,6.6,0.0,Rain,Portland,Estimated
STN0015,2021-02-11,64.1,51.0,0.03,2.4,45.0,7.1,0.0,Snow,Dallas,WMO
STN0018,2020-05-03,17.9,43.0,Trace,44.0,84.9,7.9,0.0,Clear,Portland,Regional
STN0034,2024-09-20,102.1,93.5,0.12,0.4,60.4,6.7,0.0,Snow,Boston,WMO
STN0049,2022-05-31,2.6,-12.8,0.19,12.4,115,8.0,0.0,Fog,Phoenix,Regional
STN0042,2021-05-17,6.6,27.8,0.13,13.2,69.1,10.8,0.0,Clear,Boston,Regional
STN0010,2023-06-19,65.1,47.3,0.26,5.0,59.9,6.3,0.0,Rain,Denver,WMO
,2020-02-17,41.1,24.2,0.27,11.9,84.4,5.4,0.0,Fog,Portland,WMO
STN0003,2020-05-25,59.3,51.2,0.0,23.5,102,8.5,0.0,Thunderstorm,Boston,NOAA
STN0030,2021-03-19,62.2,45.4,0.0,7.5,107,5.6,0.1,Thunderstorm,Dallas,Estimated
STN0008,2022-04-02,10.3,38.0,0.03,13.1,78.9,13.0,0.0,Rain,Seattle,Estimated
STN0012,2021-10-31,66.4,47.6,0.14,10.9,66.2,6.9,1.4,Clear,Dallas,NOAA
STN0043,2020-12-08,78.8,68.2,0.32,2.0,41.2,9.1,0.0,Rain,Seattle,NOAA
STN0044,2021-10-03,59.8,41.8,0.17,0.5,78.0,10.4,0.0,Fog,Portland,Regional
STN0042,2021-09-01,55.0,38.2,0.16,27.6,27.8,5.2,0.0,Thunderstorm,Minneapolis,Estimated
STN0013,2022-08-16,61.4,44.3,0.29,1.9,10.0,6.5,0.0,None,Denver,Regional
STN0031,2022-10-24,64.8,54.3,0.01,13.3,74.6,7.1,0.0,Thunderstorm,Minneapolis,NOAA
STN0031,2024-05-31,26.7,9.3,0.03,27.7,70.0,11.3,0.0,Hail,Dallas,Regional
STN0010,2024-01-13,75.2,56.9,0.25,7.0,68.8,14.5,0.0,Hail,Seattle,Regional
STN0028,2021-06-17,55.1,40.2,0.04,15.0,87.0,14.6,0.0,Fog,Phoenix,Regional
STN0027,2024-07-06,92.8,80.0,0.39,7.4,61.6,12.8,0.0,Rain,Minneapolis,WMO
STN0020,2022-08-08,78.0,67.7,0.14,13.1,55.2,5.3,0.0,Rain,Phoenix,Regional
STN0038,2020-12-08,90.7,78.6,0.15,12.1,76.3,6.4,0.0,None,Chicago,WMO
STN0034,2021-09-13,42.8,24.1,0.29,8.6,49.2,13.2,0.0,Rain,Boston,Estimated
STN0027,2023-09-16,56.8,43.1,0.18,0.5,57.7,13.6,0.0,Snow,Denver,Estimated
STN0037,2024-02-09,37.7,19.9,0.16,20.9,66.5,11.4,0.0,Snow,Miami,Regional
STN0039,2021-11-14,49.5,31.1,0.29,1.0,68.0,11.4,0.5,None,Boston,Estimated
STN0029,2020-10-14,33.6,75.1,0.05,1.1,56.0,7.7,0.0,Clear,Phoenix,Estimated
STN0014,2020-12-16,97.7,80.3,0.28,1.8,53.2,14.1,0.0,Rain,Phoenix,NOAA
STN0038,2020-07-08,39.7,23.1,0.01,5.3,41.8,6.8,0.0,Thunderstorm,Denver,WMO
STN0036,2023-06-29,12.7,39.6,0.04,0.2,47.8,4.2,0.0,None,Dallas,Estimated
STN0050,2022-07-07,63.3,52.5,0.09,0.4,94.7,11.4,0.0,Thunderstorm,Chicago,WMO
STN0008,2022-04-03,77.9,58.1,0.1,7.6,57.2,7.3,0.0,None,Denver,NOAA
STN0021,2023-05-11,26.3,4.8,0.16,34.4,65.4,5.1,0.0,Fog,Chicago,NOAA
STN0047,2024-02-22,29.7,15.2,0.15,38.9,35.2,11.6,0.5,Snow,Seattle,Regional
STN0026,2023-12-23,75.8,54.7,0.1,6.2,100.0,3.5,0.0,Rain,Atlanta,Estimated
STN0048,2020-09-07,22.1,0.1,0.25,15.4,46.5,10.4,0.0,Rain,Boston,Estimated
STN0001,2022-12-12,55.2,40.4,Trace,12.3,40.8,7.7,0.1,Hail,Boston,Estimated
STN0002,2024-05-30,68.6,50.5,0.27,10.8,60.9,13.8,0.0,Thunderstorm,Phoenix,WMO
STN0040,2023-11-14,74.1,57.1,0.01,41.8,45.9,10.4,0.0,Hail,Seattle,Estimated
STN0018,2021-08-24,61.9,50.6,0.04,9.2,68.6,12.2,0.0,Clear,Chicago,Regional
STN0027,2021-12-18,57.0,48.3,0.27,17.2,34.8,5.7,0.0,Rain,Seattle,NOAA
,2024-06-13,83.6,69.3,0.05,10.5,82.5,3.9,0.0,Snow,Phoenix,Regional
,2020-03-01,71.3,52.3,0.12,10.2,78.9,7.9,0.0,Hail,Phoenix,NOAA
STN0047,2022-08-17,50.8,38.2,0.02,18.3,59.9,10.8,0.0,None,Phoenix,WMO
