building_id,timestamp,kwh_consumed,peak_demand_kw,outdoor_temp_f,occupancy_pct,floor_area_sqft,building_type,meter_id,data_quality_flag
B004,2023-01-08 01:00:00,198.713,246.14,33.5,0.22,40029,Warehouse,MTR-5252,OK
B004,2023-01-08 02:00:00,226.07,298.74,65.6,0.51,44605,Hospital,MTR-5150,OK
B004,2023-01-08 03:00:00,263.271,320.16,82.1,0.12,43964,Hotel,MTR-1660,OK
B004,2023-01-08 04:00:00,302.554,355.18,76.4,0.13,44897,Hospital,MTR-6490,OK
B004,2023-01-08 05:00:00,315.991,325.87,50.5,0.28,48070,Warehouse,MTR-5795,OK
B004,2023-01-08 06:00:00,366.013,408.75,82.1,0.13,44540,Office,MTR-9190,OK
B004,2023-01-08 07:00:00,454.076,579.35,35.9,0.28,5491,Retail,MTR-4272,OK
B004,2023-01-08 08:00:00,452.017,545.65,36.3,0.1,18556,Retail,MTR-4737,OK
B004,2023-01-08 09:00:00,497.724,683.35,96.1,0.08,26808,Retail,MTR-2968,OK
B004,2023-01-08 10:00:00,542.935,707.68,56.7,0.24,25464,Warehouse,MTR-8855,OK
B004,2023-01-08 11:00:00,608.616,689.98,50.5,0.06,27444,School,MTR-3817,OK
B004,2023-01-08 12:00:00,607.408,669.69,78.5,0.13,37813,Office,MTR-5007,OK
B004,2023-01-08 13:00:00,589.045,774.35,91.7,0.19,36846,Hospital,MTR-2275,OK
B004,2023-01-08 14:00:00,567.761,683.51,48.3,0.5,6360,Hospital,MTR-4888,OK
B004,2023-01-08 15:00:00,513.941,516.07,71.4,0.0,17217,Hotel,MTR-8091,OK
B004,2023-01-08 16:00:00,497.098,676.98,18.8,0.31,17700,Hotel,MTR-2208,ERROR
B004,2023-01-08 17:00:00,426.598,582.28,73.4,0.09,31241,Office,MTR-4782,OK
B004,2023-01-08 18:00:00,379.674,404.46,80.7,0.06,33050,Hospital,MTR-6892,OK
B004,2023-01-08 19:00:00,327.037,414.21,78.7,0.16,32402,Retail,MTR-5812,OK
B004,2023-01-08 20:00:00,311.54,390.99,59.4,0.22,7820,School,MTR-3120,OK
B004,2023-01-08 21:00:00,238.505,313.23,84.6,0.0,4821,School,MTR-5915,OK
B004,2023-01-08 22:00:00,227.736,240.41,87.7,0.0,18497,Hotel,MTR-7285,OK
B004,2023-01-08 23:00:00,205.089,218.1,50.6,0.08,14229,Hotel,MTR-2347,OK
B004,2023-01-09 00:00:00,216.912,246.37,73.6,0.13,6990,Warehouse,MTR-7611,OK
B004,2023-01-09 01:00:00,250.994,277.84,52.5,0.21,28740,Hotel,MTR-3677,OK
B004,2023-01-09 02:00:00,253.007,353.64,29.6,0.05,21427,Hospital,MTR-3675,ERROR
B004,2023-01-09 03:00:00,313.624,387.28,56.2,0.2,43323,Office,MTR-8708,OK
B004,2023-01-09 04:00:00,355.045,376.81,60.5,0.34,40639,School,MTR-4802,OK
B004,2023-01-09 05:00:00,409.578,421.2,63.6,0.23,34103,Retail,MTR-1794,OK
B004,2023-01-09 06:00:00,473.921,618.11,45.7,0.0,31623,Retail,MTR-6607,ESTIMATED
B004,2023-01-09 07:00:00,530.845,627.21,68.1,0.0,22410,School,MTR-9848,OK
B004,2023-01-09 08:00:00,581.752,746.93,64.1,0.24,11877,School,MTR-7181,OK
B004,2023-01-09 09:00:00,611.879,799.54,56.2,0.43,37903,Warehouse,MTR-9195,ERROR
B004,2023-01-09 10:00:00,679.087,767.03,24.5,0.57,47711,Hotel,MTR-6753,ERROR
B004,2023-01-09 11:00:00,704.494,742.09,63.3,0.68,43832,Hospital,MTR-3242,OK
B004,2023-01-09 12:00:00,644.11,853.25,86.2,0.69,14834,School,MTR-5442,OK
B004,2023-01-09 13:00:00,668.433,813.09,61.0,0.57,46900,Warehouse,MTR-7656,OK
B004,2023-01-09 14:00:00,684.154,874.54,53.2,1.08,11269,Retail,MTR-4923,OK
B004,2023-01-09 15:00:00,619.864,712.51,89.7,0.65,32241,Retail,MTR-9283,ESTIMATED
B004,2023-01-09 16:00:00,560.295,590.97,84.3,0.45,18291,Retail,MTR-5262,OK
B004,2023-01-09 17:00:00,518.29,540.65,48.0,0.73,45283,School,MTR-6248,ESTIMATED
B004,2023-01-09 18:00:00,470.491,621.93,41.9,0.37,3106,Warehouse,MTR-4356,OK
B004,2023-01-09 19:00:00,391.539,435.94,32.0,0.07,20378,Office,MTR-8061,OK
B004,2023-01-09 20:00:00,347.478,375.1,73.8,0.23,40869,School,MTR-6597,ERROR
B004,2023-01-09 21:00:00,310.73,315.48,49.4,0.15,3862,Hotel,MTR-8436,OK
B004,2023-01-09 22:00:00,264.733,321.83,84.8,0.21,20258,Retail,MTR-1637,OK
B004,2023-01-09 23:00:00,219.819,225.9,24.3,0.09,44756,Hotel,MTR-4773,ERROR
B004,2023-01-10 00:00:00,220.927,258.41,91.7,0.15,44673,Hospital,MTR-4528,OK
B004,2023-01-10 01:00:00,244.931,267.89,82.4,0.0,2219,Office,MTR-3920,OK
B004,2023-01-10 02:00:00,244.224,283.29,54.1,0.01,48110,Warehouse,MTR-1867,OK
B004,2023-01-10 03:00:00,278.136,383.41,56.8,0.22,26220,Office,MTR-5831,OK
B004,2023-01-10 04:00:00,343.968,399.76,51.6,0.2,34140,Warehouse,MTR-3392,OK
B004,2023-01-10 05:00:00,399.967,519.62,69.9,0.1,37193,Hospital,MTR-8940,ERROR
B004,2023-01-10 06:00:00,484.66,651.05,42.1,0.05,9196,Hotel,MTR-5715,OK
B004,2023-01-10 07:00:00,478.074,645.7,89.2,0.17,44197,Hotel,MTR-1612,OK
B004,2023-01-10 08:00:00,554.893,752.63,64.9,0.58,33475,School,MTR-2975,OK
B004,2023-01-10 09:00:00,657.796,919.59,50.7,0.58,11750,Hospital,MTR-7394,OK
B004,2023-01-10 10:00:00,636.785,708.08,43.6,0.53,22229,Hotel,MTR-1263,OK
B004,2023-01-10 11:00:00,626.546,791.2,99.5,0.7,49786,Hospital,MTR-3600,OK
B004,2023-01-10 12:00:00,646.399,853.41,51.8,0.49,7901,Hospital,MTR-2507,OK
B004,2023-01-10 13:00:00,665.406,806.37,76.4,0.78,29268,Warehouse,MTR-2915,OK
B004,2023-01-10 14:00:00,614.407,784.81,68.7,0.37,3518,Warehouse,MTR-3293,OK
B004,2023-01-10 15:00:00,661.793,766.38,59.3,0.84,6062,Hotel,MTR-7728,ESTIMATED
B004,2023-01-10 16:00:00,567.866,593.05,90.6,0.55,22003,Office,MTR-9028,OK
B004,2023-01-10 17:00:00,478.256,651.41,41.1,0.4,32389,Hospital,MTR-4457,OK
B004,2023-01-10 18:00:00,421.265,556.64,56.6,0.46,20601,School,MTR-9793,OK
B004,2023-01-10 19:00:00,372.093,392.96,83.2,0.0,35436,Hospital,MTR-4384,OK
B004,2023-01-10 20:00:00,346.057,385.51,65.6,0.31,34421,Warehouse,MTR-9044,ERROR
B004,2023-01-10 21:00:00,310.296,320.69,78.4,0.14,24714,Hotel,MTR-4353,OK
B004,2023-01-10 22:00:00,240.535,292.89,91.8,0.23,39445,Office,MTR-9426,ESTIMATED
B004,2023-01-10 23:00:00,250.021,289.09,11.5,0.18,41108,School,MTR-9414,OK
B004,2023-01-11 00:00:00,241.435,265.99,96.2,0.38,8362,Warehouse,MTR-1580,OK
B004,2023-01-11 01:00:00,217.752,301.37,73.3,0.29,13997,School,MTR-4844,OK
B004,2023-01-11 02:00:00,263.326,311.07,62.0,0.1,28525,School,MTR-8959,OK
B004,2023-01-11 03:00:00,278.854,298.1,105.6,0.08,32439,Office,MTR-5411,OK
B004,2023-01-11 04:00:00,321.76,436.87,51.9,0.21,6855,Warehouse,MTR-9830,OK
B004,2023-01-11 05:00:00,422.875,558.56,74.7,0.18,46378,Hotel,MTR-3527,OK
B004,2023-01-11 06:00:00,453.948,632.17,58.5,0.22,20656,Warehouse,MTR-8459,OK
B004,2023-01-11 07:00:00,535.955,647.19,69.4,0.0,31128,School,MTR-2246,ERROR
B004,2023-01-11 08:00:00,607.963,798.66,75.7,0.62,13798,Hospital,MTR-5075,OK
B004,2023-01-11 09:00:00,636.168,727.26,58.2,0.64,22896,Hotel,MTR-6238,OK
BLDG005,2023-01-01 00:00:00,0.07325,84.15,57.0,0.05,43847,Retail,MTR-8882,OK
BLDG005,2023-01-01 01:00:00,0.070158,76.34,44.1,0.07,39464,Office,MTR-9870,OK
BLDG005,2023-01-01 02:00:00,0.081086,98.31,48.1,0.15,43360,Office,MTR-7418,OK
BLDG005,2023-01-01 03:00:00,0.083673,111.08,61.5,0.0,32798,Hotel,MTR-4817,OK
BLDG005,2023-01-01 04:00:00,0.095783,101.5,71.0,0.06,12693,Hotel,MTR-7110,OK
BLDG005,2023-01-01 06:00:00,0.136156,169.05,82.3,0.06,11537,School,MTR-9661,ESTIMATED
BLDG005,2023-01-01 07:00:00,0.156717,193.87,52.6,0.07,46999,Office,MTR-3002,ESTIMATED
BLDG005,2023-01-01 08:00:00,0.184667,203.45,64.4,0.22,41166,Hospital,MTR-7563,OK
BLDG005,2023-01-01 09:00:00,0.177515,196.89,79.2,0.1,22029,Hospital,MTR-7289,OK
BLDG005,2023-01-01 10:00:00,0.198637,247.98,80.1,0.0,45413,Hotel,MTR-8481,OK
BLDG005,2023-01-01 11:00:00,0.194033,256.88,60.8,0.0,28765,School,MTR-3007,OK
BLDG005,2023-01-01 12:00:00,0.196862,257.12,43.3,0.14,13345,Hospital,MTR-8989,OK
BLDG005,2023-01-01 13:00:00,0.209733,217.29,11.2,0.0,32200,Retail,MTR-6170,ESTIMATED
BLDG005,2023-01-01 15:00:00,0.190241,261.85,98.8,0.17,24864,School,MTR-6636,OK
BLDG005,2023-01-01 16:00:00,0.163117,208.57,41.0,0.15,14907,Warehouse,MTR-7832,OK
BLDG005,2023-01-01 17:00:00,0.158299,202.79,15.8,0.0,30841,Hotel,MTR-5871,ERROR
BLDG005,2023-01-01 18:00:00,0.143529,183.48,51.4,0.0,37855,Hospital,MTR-1802,OK
BLDG005,2023-01-01 19:00:00,0.113591,151.45,65.6,0.0,9426,School,MTR-2063,ERROR
BLDG005,2023-01-01 20:00:00,0.101716,140.12,86.2,0.23,9320,Warehouse,MTR-2165,OK
BLDG005,2023-01-01 21:00:00,0.084032,87.87,51.4,0.25,3484,School,MTR-5876,OK
BLDG005,2023-01-01 22:00:00,0.074004,95.08,43.5,0.07,28701,Retail,MTR-2877,ESTIMATED
BLDG005,2023-01-01 23:00:00,0.068524,95.41,73.5,0.07,21521,Office,MTR-3828,OK
BLDG005,2023-01-02 00:00:00,0.078318,104.64,59.4,0.09,2903,Retail,MTR-3257,OK
BLDG005,2023-01-02 01:00:00,0.089774,98.72,93.2,0.18,39909,School,MTR-6771,OK
BLDG005,2023-01-02 02:00:00,0.096949,101.39,46.2,0.28,28953,School,MTR-6111,OK
BLDG005,2023-01-02 03:00:00,0.096252,113.46,54.2,0.24,39158,School,MTR-3124,OK
BLDG005,2023-01-02 04:00:00,0.113553,154.77,68.9,0.51,40347,Warehouse,MTR-3289,OK
BLDG005,2023-01-02 05:00:00,0.13513,183.34,74.3,0.24,3983,Warehouse,MTR-4746,ERROR
BLDG005,2023-01-02 06:00:00,0.151769,165.73,77.4,0.34,37811,Retail,MTR-3584,OK
BLDG005,2023-01-02 07:00:00,0.169632,225.29,73.8,0.16,44151,Hotel,MTR-1411,OK
BLDG005,2023-01-02 08:00:00,0.189064,193.47,44.8,0.6,10630,Hotel,MTR-4129,ESTIMATED
BLDG005,2023-01-02 09:00:00,0.206552,262.08,44.4,0.55,24815,Hospital,MTR-3034,OK
BLDG005,2023-01-02 10:00:00,0.229971,307.13,42.2,0.58,18403,Office,MTR-8248,OK
BLDG005,2023-01-02 11:00:00,0.256499,346.82,50.5,0.53,20009,Warehouse,MTR-2953,OK
BLDG005,2023-01-02 12:00:00,-0.230347,299.59,78.0,0.77,48950,Retail,MTR-2409,OK
BLDG005,2023-01-02 13:00:00,0.237963,331.64,75.4,0.59,31678,Retail,MTR-1937,OK
BLDG005,2023-01-02 14:00:00,0.235372,276.73,52.7,0.55,42217,Warehouse,MTR-9163,OK
BLDG005,2023-01-02 15:00:00,0.209763,244.94,58.5,0.74,34495,Office,MTR-3644,OK
BLDG005,2023-01-02 16:00:00,0.197784,269.72,40.3,0.6,35793,School,MTR-1429,OK
BLDG005,2023-01-02 17:00:00,0.17641,238.65,54.8,0.62,4810,Warehouse,MTR-3651,OK
BLDG005,2023-01-02 18:00:00,0.161878,181.47,66.8,0.35,10607,Retail,MTR-3432,ERROR
BLDG005,2023-01-02 19:00:00,0.141557,157.12,80.0,0.3,42500,Warehouse,MTR-6399,OK
BLDG005,2023-01-02 20:00:00,0.12922,148.27,56.4,0.23,18178,Retail,MTR-4487,ESTIMATED
BLDG005,2023-01-02 21:00:00,0.099422,106.45,74.4,0.13,46957,Hospital,MTR-2585,ESTIMATED
BLDG005,2023-01-02 22:00:00,0.0986,104.71,65.8,0.11,7398,Retail,MTR-8151,ERROR
BLDG005,2023-01-02 23:00:00,0.089737,93.71,73.4,0.05,24161,Warehouse,MTR-8788,OK
BLDG005,2023-01-03 00:00:00,0.077433,91.95,47.5,0.23,48000,Hospital,MTR-7659,OK
BLDG005,2023-01-03 01:00:00,0.081744,99.45,67.6,0.0,41703,School,MTR-5994,ESTIMATED
BLDG005,2023-01-03 02:00:00,0.085925,95.08,55.7,0.25,5473,Hotel,MTR-9238,OK
BLDG005,2023-01-03 03:00:00,0.106633,136.85,59.7,0.07,2748,School,MTR-3150,OK
BLDG005,2023-01-03 04:00:00,0.115026,146.4,98.1,0.0,30711,Hospital,MTR-3043,OK
BLDG005,2023-01-03 05:00:00,0.149194,152.12,89.1,0.04,29455,School,MTR-4797,OK
BLDG005,2023-01-03 06:00:00,0.163037,219.66,74.3,0.17,27691,Office,MTR-4181,ERROR
BLDG005,2023-01-03 07:00:00,0.188879,190.81,73.6,0.25,13292,Retail,MTR-3647,OK
BLDG005,2023-01-03 08:00:00,0.186887,187.97,76.8,0.74,10736,Hotel,MTR-5928,OK
BLDG005,2023-01-03 09:00:00,0.207102,222.26,82.6,0.73,21832,Retail,MTR-6559,OK
BLDG005,2023-01-03 10:00:00,0.219973,247.1,80.9,0.44,7347,Office,MTR-2885,OK
BLDG005,2023-01-03 11:00:00,0.257853,272.63,71.4,0.55,32261,Warehouse,MTR-5887,OK
BLDG005,2023-01-03 12:00:00,0.228029,231.14,56.8,0.57,42844,Office,MTR-9135,OK
BLDG005,2023-01-03 13:00:00,0.232412,246.89,91.3,0.47,24965,Hospital,MTR-5371,OK
BLDG005,2023-01-03 14:00:00,0.237875,280.83,71.1,0.71,6473,Warehouse,MTR-9182,OK
BLDG005,2023-01-03 15:00:00,0.209514,266.48,43.1,0.73,48503,Hotel,MTR-4407,OK
BLDG005,2023-01-03 16:00:00,0.196467,241.68,54.2,0.81,30261,School,MTR-8032,ESTIMATED
BLDG005,2023-01-03 17:00:00,0.169467,185.54,58.7,0.64,2408,Hospital,MTR-8535,ESTIMATED
BLDG005,2023-01-03 18:00:00,0.168016,209.33,40.1,0.75,37369,Hospital,MTR-1698,OK
BLDG005,2023-01-03 19:00:00,0.137133,177.44,44.9,0.23,45029,School,MTR-8889,OK
BLDG005,2023-01-03 20:00:00,0.121115,138.12,75.8,0.18,23637,Warehouse,MTR-1310,OK
BLDG005,2023-01-03 21:00:00,0.111152,141.02,42.5,0.15,4501,Office,MTR-8143,OK
BLDG005,2023-01-03 22:00:00,0.097398,101.05,33.8,0.24,14180,School,MTR-8139,OK
BLDG005,2023-01-03 23:00:00,0.082262,89.94,61.2,0.12,27807,Warehouse,MTR-4168,OK
BLDG005,2023-01-04 00:00:00,0.079098,92.88,70.7,0.2,10755,Retail,MTR-8363,OK
BLDG005,2023-01-04 01:00:00,0.08665,90.43,47.8,0.0,13566,Hotel,MTR-6938,OK
BLDG005,2023-01-04 02:00:00,0.085333,90.22,54.1,0.09,45142,Hospital,MTR-6005,OK
BLDG005,2023-01-04 03:00:00,0.109058,116.17,60.4,0.0,5737,Hospital,MTR-4767,OK
BLDG005,2023-01-04 04:00:00,0.117371,119.78,18.4,0.31,22446,Hospital,MTR-6927,OK
BLDG005,2023-01-04 05:00:00,0.132948,174.22,50.7,0.24,2250,School,MTR-6221,OK
BLDG005,2023-01-04 06:00:00,0.148661,150.74,86.4,0.51,34632,Retail,MTR-3452,OK
BLDG005,2023-01-04 07:00:00,0.171076,230.05,93.4,0.07,45268,Hospital,MTR-3650,OK
BLDG005,2023-01-04 08:00:00,0.214819,257.2,76.2,0.6,48814,Office,MTR-3590,ERROR
BLDG005,2023-01-04 09:00:00,0.209997,276.8,74.6,0.61,2948,Office,MTR-6574,OK
BLDG005,2023-01-04 10:00:00,0.23792,322.28,48.3,0.42,22650,School,MTR-5009,OK
BLDG005,2023-01-04 11:00:00,0.227918,248.8,88.8,0.57,31013,Office,MTR-2486,OK
BLDG005,2023-01-04 12:00:00,0.247493,249.27,53.0,0.4,4677,Warehouse,MTR-3560,ESTIMATED
BLDG005,2023-01-04 13:00:00,0.231088,300.75,102.2,0.42,8903,Hotel,MTR-1301,OK
BLDG005,2023-01-04 14:00:00,0.246764,332.88,74.5,0.63,16101,Warehouse,MTR-8356,OK
BLDG005,2023-01-04 15:00:00,0.233473,280.6,54.3,0.5,47073,Office,MTR-4470,OK
BLDG005,2023-01-04 16:00:00,0.186611,194.74,61.2,0.45,43938,Office,MTR-8130,OK
BLDG005,2023-01-04 17:00:00,0.174659,179.17,94.9,0.7,10849,Warehouse,MTR-7617,OK
BLDG005,2023-01-04 18:00:00,0.159405,160.49,89.9,0.75,26666,Hotel,MTR-1140,ERROR
BLDG005,2023-01-04 19:00:00,0.137285,191.03,69.0,0.14,6402,Hotel,MTR-7344,OK
BLDG005,2023-01-04 20:00:00,0.119636,127.86,63.3,0.29,11593,Office,MTR-9775,OK
BLDG005,2023-01-04 22:00:00,0.095794,98.31,74.3,0.37,23882,Retail,MTR-5707,OK
BLDG005,2023-01-04 23:00:00,0.088925,95.01,19.5,0.0,37433,School,MTR-2833,OK
BLDG005,2023-01-05 00:00:00,0.08227,94.74,56.6,0.35,34306,Hotel,MTR-5852,OK
BLDG005,2023-01-05 01:00:00,0.086396,115.65,72.6,0.32,42253,Hotel,MTR-1091,OK
BLDG005,2023-01-05 02:00:00,0.09014,96.28,55.7,0.0,13415,Warehouse,MTR-6444,OK
BLDG005,2023-01-05 03:00:00,0.111334,130.94,60.4,0.0,24268,School,MTR-4142,ERROR
BLDG005,2023-01-05 04:00:00,0.128703,159.31,46.0,0.02,21740,School,MTR-8186,ERROR
BLDG005,2023-01-05 05:00:00,0.146449,148.62,47.0,0.1,19005,Retail,MTR-7512,OK
BLDG005,2023-01-05 06:00:00,0.15409,196.36,89.8,0.0,39895,Hotel,MTR-7871,OK
BLDG005,2023-01-05 07:00:00,0.194238,233.93,45.3,0.1,47291,School,MTR-2364,OK
BLDG005,2023-01-05 08:00:00,0.205779,269.75,43.3,0.67,45817,Hotel,MTR-3985,OK
BLDG005,2023-01-05 09:00:00,0.21723,293.85,64.9,0.61,49188,Hospital,MTR-9104,OK
BLDG005,2023-01-05 10:00:00,0.242444,324.83,37.1,0.64,31471,Hospital,MTR-2885,OK
BLDG005,2023-01-05 11:00:00,0.228011,259.62,55.7,0.55,13458,School,MTR-8573,OK
BLDG005,2023-01-05 12:00:00,0.253705,266.33,7.2,0.26,30352,School,MTR-6642,OK
BLDG005,2023-01-05 13:00:00,0.24856,308.3,36.9,0.61,29592,Office,MTR-5642,OK
BLDG005,2023-01-05 14:00:00,0.226591,235.69,57.7,0.49,13124,Hospital,MTR-8144,OK
BLDG005,2023-01-05 15:00:00,0.234321,249.59,75.1,0.77,48138,Hospital,MTR-2306,OK
BLDG005,2023-01-05 16:00:00,0.203434,258.66,85.5,0.48,9478,Warehouse,MTR-2662,OK
BLDG005,2023-01-05 17:00:00,0.177299,178.01,41.9,0.54,25913,School,MTR-9756,OK
BLDG005,2023-01-05 18:00:00,0.157628,193.93,80.6,0.54,26578,Warehouse,MTR-5587,OK
BLDG005,2023-01-05 19:00:00,0.146846,160.96,21.0,0.14,26961,Hotel,MTR-6513,OK
BLDG005,2023-01-05 20:00:00,0.119393,131.73,73.6,0.0,13036,Hospital,MTR-2489,OK
BLDG005,2023-01-05 22:00:00,0.08835,117.27,70.7,0.09,24771,School,MTR-9548,OK
BLDG005,2023-01-06 00:00:00,0.07551,87.77,100.9,0.24,43914,Office,MTR-1196,ERROR
BLDG005,2023-01-06 01:00:00,0.086989,103.68,4.2,0.12,25889,Office,MTR-9823,ESTIMATED
BLDG005,2023-01-06 02:00:00,0.090958,96.42,111.9,0.24,36877,Office,MTR-5487,OK
BLDG005,2023-01-06 03:00:00,0.106696,148.8,35.8,0.14,10628,Retail,MTR-5129,OK
BLDG005,2023-01-06 04:00:00,0.115196,151.81,71.0,0.17,35921,Warehouse,MTR-6352,ESTIMATED
BLDG005,2023-01-06 05:00:00,0.14748,204.12,109.4,0.31,3794,Retail,MTR-3958,OK
BLDG005,2023-01-06 07:00:00,0.191743,230.8,67.0,0.28,46021,Retail,MTR-2763,ERROR
BLDG005,2023-01-06 08:00:00,0.196702,249.77,76.7,0.68,7822,Retail,MTR-9652,OK
BLDG005,2023-01-06 09:00:00,0.209323,234.94,87.0,0.51,39072,Hospital,MTR-9111,OK
BLDG005,2023-01-06 10:00:00,0.241523,280.16,51.5,0.43,40822,Office,MTR-7406,OK
BLDG005,2023-01-06 11:00:00,0.245393,323.3,67.8,0.6,39121,Hotel,MTR-5777,OK
BLDG005,2023-01-06 12:00:00,0.227741,292.77,71.8,0.59,14340,Hospital,MTR-7050,OK
BLDG005,2023-01-06 13:00:00,0.249584,300.78,26.1,0.53,30915,Hotel,MTR-8002,ERROR
BLDG005,2023-01-06 14:00:00,0.213755,243.22,77.6,0.59,37172,Retail,MTR-4735,OK
BLDG005,2023-01-06 15:00:00,0.217652,231.72,40.1,0.61,25063,Warehouse,MTR-7670,OK
BLDG005,2023-01-06 16:00:00,0.194201,201.84,94.3,0.52,3314,School,MTR-3648,OK
BLDG005,2023-01-06 17:00:00,0.184249,225.43,54.9,0.6,3947,Hotel,MTR-1322,OK
BLDG005,2023-01-06 18:00:00,0.151631,204.88,48.5,0.74,48220,Retail,MTR-6397,OK
BLDG005,2023-01-06 19:00:00,0.145312,203.38,57.1,0.01,15795,Hotel,MTR-9556,OK
BLDG005,2023-01-06 20:00:00,0.124274,170.22,77.7,0.06,4301,Office,MTR-9404,OK
BLDG005,2023-01-06 21:00:00,0.112576,123.79,46.5,0.27,6601,Warehouse,MTR-6544,OK
BLDG005,2023-01-06 22:00:00,0.096533,96.85,62.7,0.09,30242,School,MTR-8972,OK
BLDG005,2023-01-06 23:00:00,0.081649,93.46,111.0,0.01,45747,Hotel,MTR-7234,OK
BLDG005,2023-01-07 00:00:00,0.071562,76.29,73.1,0.21,6667,Retail,MTR-1418,OK
BLDG005,2023-01-07 03:00:00,0.086036,104.23,45.5,0.0,33276,Warehouse,MTR-9600,OK
BLDG005,2023-01-07 04:00:00,0.105191,131.55,85.0,0.02,2777,Retail,MTR-7756,OK
BLDG005,2023-01-07 05:00:00,0.110822,128.25,40.1,0.32,38597,Retail,MTR-4807,OK
BLDG005,2023-01-07 06:00:00,0.13928,183.22,70.4,0.0,28528,Retail,MTR-4264,OK
BLDG005,2023-01-07 07:00:00,0.157738,170.63,83.3,0.0,4295,Retail,MTR-3199,ESTIMATED
BLDG005,2023-01-07 08:00:00,0.17668,177.2,66.2,0.02,14786,Office,MTR-1949,OK
BLDG005,2023-01-07 09:00:00,0.173138,180.31,38.8,0.09,48975,Office,MTR-9029,OK
BLDG005,2023-01-07 11:00:00,0.207443,266.59,55.6,0.35,30977,Hospital,MTR-6691,OK
BLDG005,2023-01-07 12:00:00,0.203587,264.08,86.3,0.14,17675,Hospital,MTR-3905,ERROR
BLDG005,2023-01-07 14:00:00,0.206965,270.18,78.3,0.14,26454,School,MTR-3137,OK
BLDG005,2023-01-07 15:00:00,0.199736,230.04,69.3,0.41,34963,Office,MTR-2487,OK
BLDG005,2023-01-07 16:00:00,0.174021,202.7,62.8,0.12,20195,Hotel,MTR-8555,OK
BLDG005,2023-01-07 17:00:00,0.150427,175.12,54.6,0.06,18007,Hotel,MTR-2088,OK
BLDG005,2023-01-07 19:00:00,0.113519,127.73,56.3,0.05,42304,Hotel,MTR-9779,ESTIMATED
BLDG005,2023-01-07 20:00:00,0.09723,101.25,69.6,0.25,38887,Hotel,MTR-8124,OK
BLDG005,2023-01-07 21:00:00,0.083477,87.72,44.2,0.16,48613,Hospital,MTR-5010,OK
BLDG005,2023-01-07 23:00:00,0.070116,74.85,61.4,0.06,27783,Hospital,MTR-5100,OK
BLDG005,2023-01-08 00:00:00,0.06387,85.71,87.7,0.21,39228,Office,MTR-9874,OK
BLDG005,2023-01-08 01:00:00,0.065467,89.24,60.3,0.0,37394,School,MTR-6721,OK
BLDG005,2023-01-08 02:00:00,0.079997,106.45,110.0,0.23,23975,School,MTR-3986,OK
BLDG005,2023-01-08 03:00:00,0.084327,89.24,81.7,0.07,31759,Retail,MTR-4780,OK
BLDG005,2023-01-08 04:00:00,0.106197,128.85,59.8,0.26,20565,Retail,MTR-1383,OK
BLDG005,2023-01-08 05:00:00,0.115095,132.14,104.3,0.32,23759,Warehouse,MTR-6519,OK
BLDG005,2023-01-08 06:00:00,0.143651,154.94,71.9,0.0,40626,Hotel,MTR-2970,OK
BLDG005,2023-01-08 07:00:00,0.156798,187.1,45.6,0.26,39373,Office,MTR-8782,OK
BLDG005,2023-01-08 08:00:00,0.172075,239.61,77.5,0.0,15981,Office,MTR-9070,OK
BLDG005,2023-01-08 09:00:00,0.17995,203.09,86.3,0.03,17841,Office,MTR-8477,OK
BLDG005,2023-01-08 10:00:00,0.180826,206.29,36.8,0.08,12184,School,MTR-1044,OK
BLDG005,2023-01-08 11:00:00,0.193399,197.94,74.7,0.22,20440,School,MTR-1878,ERROR
BLDG005,2023-01-08 12:00:00,0.207772,227.45,62.5,0.09,2883,Hotel,MTR-1116,OK
BLDG005,2023-01-08 13:00:00,0.195085,239.44,49.4,0.2,11293,Retail,MTR-3553,OK
BLDG005,2023-01-08 14:00:00,0.18718,243.2,76.3,0.13,36999,Office,MTR-6772,OK
BLDG005,2023-01-08 15:00:00,0.185254,208.08,73.8,0.2,21184,Retail,MTR-9287,OK
BLDG005,2023-01-08 16:00:00,0.184245,233.01,40.5,0.01,17796,School,MTR-4046,OK
BLDG005,2023-01-08 17:00:00,0.152411,166.97,72.9,0.21,18183,Warehouse,MTR-6054,OK
BLDG005,2023-01-08 18:00:00,0.141813,179.69,98.3,0.38,3030,School,MTR-4783,ERROR
BLDG005,2023-01-08 19:00:00,0.117345,118.01,54.7,0.01,9072,School,MTR-5114,OK
BLDG005,2023-01-08 20:00:00,0.105327,123.6,78.6,0.2,16886,Warehouse,MTR-9694,ESTIMATED
BLDG005,2023-01-08 21:00:00,0.084203,90.13,47.8,0.19,44655,Office,MTR-8421,OK
BLDG005,2023-01-08 22:00:00,0.083703,110.74,79.1,0.0,2075,Hospital,MTR-1087,OK
BLDG005,2023-01-08 23:00:00,0.073233,90.0,63.4,0.0,26528,Hotel,MTR-3023,OK
BLDG005,2023-01-09 00:00:00,0.084379,96.92,64.0,0.21,23026,Office,MTR-4589,OK
BLDG005,2023-01-09 01:00:00,0.083373,87.81,38.7,0.0,28130,Retail,MTR-2001,OK
BLDG005,2023-01-09 02:00:00,0.085888,104.28,67.7,0.19,6024,Warehouse,MTR-2034,OK
BLDG005,2023-01-09 03:00:00,0.103685,131.67,73.8,0.24,29646,Office,MTR-4182,OK
