device_id,timestamp,sensor_type,temperature_c,humidity_pct,pressure_hpa,vibration_ms2,machine_status,battery_pct,firmware_version
dev_048,2024-01-08 22:20:09,pressure,9,64.8,1024.98,0.0131,normal,61.4,v1.2.1
dev_032,2024-01-08 22:22:28,humidity,36,36.6,998.46,3.5887,normal,75.9,v1.3.0
dev_046,2024-01-08 22:25:15,pressure,17,60.3,1004.41,1.5884,normal,89.4,v1.3.0
dev_009,2024-01-08 22:31:45,combined,23,36.9,1017.93,2.6093,normal,38.4,v1.2.1
dev_030,2024-01-08 22:34:12,humidity,28,69.1,1006.82,1.5167,normal,76.1,v1.2.1
dev_020,2024-01-08 22:49:58,pressure,19,47.3,1011.24,0.7296,normal,78.7,v1.2.1
dev_025,2024-01-11 13:50:08,pressure,37,23.3,1016.86,0.5643,normal,34.0,v1.2.1
dev_046,2024-01-08 23:16:53,pressure,25,41.5,1018.23,1.3621,normal,59.1,v1.3.0
dev_009,2024-01-08 23:33:43,humidity,39,54.2,1011.3,1.1152,normal,71.8,v1.2.1
dev_005,2024-01-08 23:42:46,pressure,17,67.3,1015.26,0.2038,normal,52.7,v1.3.0
dev_002,2024-01-08 23:48:28,vibration,22,63.5,1013.66,6.3882,normal,58.9,v1.3.0
dev_034,2024-01-08 23:58:04,temperature,12,62.8,1019.7,0.4149,normal,50.4,v1.2.1
dev_028,2024-01-09 00:09:05,combined,30,48.4,1014.4,2.1731,normal,82.8,v1.2.1
dev_039,2024-01-09 00:12:25,combined,24,45.1,1025.83,4.39,maintenance,67.9,v1.3.0
dev_031,2024-01-02 20:10:01,vibration,14,37.3,998.47,2.7233,normal,48.7,v1.2.1
dev_035,2024-01-09 00:38:29,temperature,24,38.0,1012.19,3.0622,normal,79.3,v1.2.1
dev_004,2024-01-09 00:49:26,vibration,18,46.1,1004.06,3.7387,normal,86.3,v1.3.0
dev_031,2024-01-09 00:50:13,vibration,29,66.9,1001.91,1.0571,normal,53.9,v1.3.0
dev_015,2024-01-09 00:56:42,temperature,11,78.4,1003.07,6.348,normal,85.6,v1.3.0
dev_009,2024-01-09 01:06:14,pressure,6,53.8,1006.09,7.8679,normal,52.5,v1.2.1
dev_019,2024-01-09 01:15:57,pressure,32,54.3,1023.42,5.1514,normal,84.3,v1.2.1
dev_040,2024-01-02 10:48:28,vibration,28,63.2,996.86,0.9856,normal,100.0,v2.0.0
dev_019,2024-01-09 01:29:50,vibration,23,92.3,1026.86,1.9857,normal,57.9,v1.2.1
dev_027,2024-01-09 01:46:09,temperature,19,54.6,995.32,0.0988,normal,83.9,v1.2.1
dev_020,2024-01-09 01:46:25,pressure,19,59.9,1001.31,2.372,normal,68.5,v2.0.0
dev_036,2024-01-09 01:51:45,humidity,,,1015.76,,warning,74.0,v1.2.1
dev_012,2024-01-09 01:53:56,pressure,,,1029.09,,normal,72.1,v2.0.0
dev_028,2024-01-09 02:02:35,combined,,,1009.88,,normal,95.6,v1.3.0
dev_020,2024-01-09 02:08:39,humidity,,,998.0,,normal,61.4,v1.3.0
dev_049,2024-01-09 02:17:12,vibration,,,1006.32,,normal,30.5,v1.3.0
dev_006,2024-01-09 02:35:56,vibration,,,1012.65,,normal,100.0,v2.0.0
dev_001,2024-01-09 02:42:31,pressure,,,1023.87,,normal,24.7,v2.0.0
dev_002,2024-01-09 02:45:17,pressure,,,998.85,,normal,60.9,v2.0.0
dev_022,2024-01-09 02:54:29,pressure,,,1009.23,,normal,76.3,v2.0.0
dev_002,2024-01-09 03:14:11,pressure,,,1011.85,,normal,90.7,v1.2.1
dev_029,2024-01-09 03:22:55,combined,,,1016.76,,warning,50.1,v1.2.1
dev_041,2024-01-09 03:30:29,humidity,,,1005.78,,normal,41.9,v1.3.0
dev_022,2024-01-09 03:43:01,combined,,,1001.82,,normal,81.7,v1.2.1
dev_029,2024-01-09 03:59:32,humidity,,,1010.67,,normal,71.5,v1.3.0
dev_043,2024-01-09 04:17:24,pressure,,,1017.7,,normal,81.0,v1.2.1
dev_039,2024-01-09 04:17:41,humidity,,,1026.41,,normal,38.5,v1.3.0
dev_023,2024-01-09 04:32:43,vibration,,,1010.57,,normal,88.9,v2.0.0
dev_029,2024-01-09 04:54:58,combined,,,1023.29,,normal,97.9,v1.3.0
dev_014,2024-01-09 05:01:32,vibration,,,1020.97,,normal,92.2,v1.2.1
dev_035,2024-01-09 05:05:51,combined,,,1011.21,,normal,44.3,v2.0.0
dev_043,2024-01-09 05:22:05,pressure,,,1000.38,,normal,58.7,v1.2.1
dev_010,2024-01-09 05:28:02,pressure,,,992.17,,normal,54.1,v2.0.0
dev_039,2024-01-09 05:30:08,humidity,,,1008.4,,normal,60.9,v1.3.0
dev_019,2024-01-09 05:33:35,vibration,,,1013.04,,normal,61.6,v1.3.0
dev_025,2024-01-09 05:51:23,vibration,,,1026.02,,normal,57.3,v2.0.0
dev_015,2024-01-09 06:01:31,temperature,,,1017.14,,normal,95.2,v1.2.1
dev_011,2024-01-09 06:12:34,pressure,,,1025.84,,normal,100.0,v2.0.0
dev_001,2024-01-09 06:32:52,combined,,,999.35,,normal,67.2,v1.2.1
dev_031,2024-01-25 15:49:02,vibration,,,1002.94,,normal,100.0,v1.2.1
dev_048,2024-01-09 06:43:33,humidity,,,1022.09,,normal,100.0,v1.2.1
dev_026,2024-01-09 06:44:45,vibration,,,1009.21,,normal,96.4,v2.0.0
dev_036,2024-01-09 06:55:14,pressure,,,1024.31,,normal,89.6,v1.3.0
dev_046,2024-01-09 07:05:13,humidity,,,1000.53,,normal,94.0,v2.0.0
dev_033,2024-01-09 07:14:53,combined,,,1012.66,,normal,86.8,v2.0.0
dev_041,2024-01-09 07:17:50,combined,,,994.61,,normal,77.7,v1.2.1
dev_017,2024-01-09 07:25:09,humidity,,,1008.69,,normal,92.1,v1.3.0
dev_032,2024-01-09 07:27:38,temperature,,,999.16,,normal,100.0,v1.3.0
dev_040,2024-01-09 07:36:16,pressure,,,1007.44,,error,63.0,v1.3.0
dev_043,2024-01-09 07:49:46,vibration,,,1023.6,,normal,82.6,v1.2.1
dev_014,2024-01-09 07:57:42,vibration,,,1012.55,,maintenance,58.0,v1.2.1
dev_026,2024-01-09 08:04:55,temperature,,,1018.96,,normal,89.5,v1.2.1
dev_009,2024-01-09 08:05:43,temperature,,,987.78,,normal,99.1,v1.2.1
dev_048,2024-01-09 08:06:11,combined,,,1002.42,,normal,43.7,v1.3.0
dev_050,2024-01-09 08:18:45,pressure,,,1007.95,,normal,100.0,v1.2.1
dev_025,2024-01-09 08:30:21,pressure,,,993.37,,normal,87.7,v1.2.1
dev_012,2024-01-09 08:45:19,humidity,,,1027.74,,normal,66.6,v2.0.0
dev_013,2024-01-09 08:56:34,humidity,,,993.17,,normal,83.2,v1.2.1
dev_015,2024-01-09 09:00:00,pressure,,,1002.55,,normal,79.5,v2.0.0
dev_025,2024-01-09 09:00:11,humidity,,,1006.25,,normal,85.2,v1.3.0
dev_031,2024-01-09 09:14:47,combined,,,995.45,,normal,91.1,v1.2.1
dev_046,2024-01-09 09:20:30,vibration,,,1034.3,,normal,63.4,v1.2.1
dev_019,2024-01-09 09:27:30,pressure,,,1018.88,,normal,91.9,v1.2.1
dev_004,2024-01-09 09:28:49,combined,,,1017.39,,normal,79.8,v1.2.1
dev_017,2024-01-09 09:29:23,combined,,,1010.34,,warning,43.6,v1.2.1
dev_050,2024-01-09 09:33:49,vibration,,,1005.99,,normal,47.4,v1.2.1
dev_006,2024-01-09 09:41:41,humidity,,,1006.88,,warning,97.3,v1.2.1
dev_007,2024-01-09 09:42:34,humidity,,,1004.63,,normal,100.0,v2.0.0
dev_030,2024-01-09 09:53:44,combined,,,995.6,,normal,37.9,v1.2.1
dev_002,2024-01-09 10:07:15,pressure,,,1021.22,,normal,73.2,v1.3.0
dev_021,2024-01-09 10:08:08,temperature,,,1016.39,,normal,100.0,v1.2.1
dev_020,2024-01-09 10:11:56,vibration,,,1023.29,,warning,64.1,v2.0.0
dev_006,2024-01-09 10:18:42,humidity,,,1016.89,,normal,86.3,v1.2.1
dev_033,2024-01-09 10:18:43,combined,,,1023.2,,normal,29.3,v1.2.1
dev_012,2024-01-09 10:33:52,temperature,,,1015.97,,normal,63.7,v1.3.0
dev_022,2024-01-09 10:34:53,combined,,,1015.37,,normal,95.1,v2.0.0
dev_047,2024-01-09 10:35:26,humidity,,,1004.05,,normal,49.6,v1.2.1
dev_046,2024-01-09 10:56:17,vibration,,,1014.2,,normal,76.1,v2.0.0
dev_050,2024-01-09 11:07:59,humidity,,,1027.0,,normal,60.2,v1.2.1
dev_025,2024-01-09 11:08:34,temperature,,,996.48,,normal,62.9,v2.0.0
dev_038,2024-01-09 11:18:58,pressure,,,1011.69,,normal,70.1,v1.3.0
dev_010,2024-01-09 11:30:18,temperature,,,1029.46,,normal,69.6,v1.2.1
dev_028,2024-01-09 11:41:18,combined,,,1012.77,,normal,68.5,v1.2.1
dev_038,2024-01-09 12:01:23,vibration,,,1022.66,,normal,56.2,v1.3.0
dev_038,2024-01-09 12:12:25,humidity,,,996.66,,normal,80.6,v1.2.1
dev_005,2024-01-09 12:25:42,temperature,,,1014.15,,warning,61.1,v1.2.1
dev_019,2024-01-09 12:45:19,humidity,,,1034.57,,normal,39.1,v1.2.1
dev_001,2024-01-09 12:56:47,pressure,,,1007.29,,normal,41.5,v1.2.1
dev_009,2024-01-09 13:09:16,combined,,,1004.87,,normal,69.4,v1.3.0
dev_042,2024-01-09 13:14:19,combined,,,991.86,,normal,76.8,v1.2.1
dev_039,2024-01-09 13:28:16,humidity,,,1001.05,,normal,57.8,v1.2.1
dev_002,2024-01-09 13:28:45,vibration,,,1017.47,,normal,100.0,v1.2.1
dev_007,2024-01-09 13:46:47,combined,,,1017.15,,error,66.8,v1.3.0
dev_031,2024-01-09 14:01:12,vibration,,,1022.32,,normal,51.0,v1.2.1
dev_019,2024-01-09 14:34:16,temperature,,,1028.21,,normal,82.2,v1.3.0
dev_025,2024-01-09 14:34:43,humidity,,,1015.46,,error,69.3,v1.3.0
dev_033,2024-01-09 14:38:15,temperature,,,1017.0,,normal,69.8,v2.0.0
dev_042,2024-01-09 14:39:39,vibration,,,1021.82,,normal,62.3,v1.2.1
dev_012,2024-01-09 14:43:13,temperature,,,1028.69,,normal,89.2,v1.2.1
dev_021,2024-01-09 14:45:25,pressure,,,1012.59,,normal,75.3,v1.3.0
dev_020,2024-01-09 14:48:29,vibration,,,1014.02,,normal,78.9,v2.0.0
dev_014,2024-01-09 14:51:22,humidity,,,1040.4,,normal,95.1,v1.2.1
dev_008,2024-01-09 14:57:36,vibration,,,1004.37,,normal,54.4,v1.2.1
dev_044,2024-01-09 15:01:33,vibration,,,1023.29,,normal,29.2,v1.2.1
dev_018,2024-01-09 15:03:17,pressure,,,994.14,,normal,74.3,v1.3.0
dev_029,2024-01-09 15:04:04,vibration,,,1006.79,,normal,77.9,v1.2.1
dev_045,2024-01-09 15:05:56,humidity,,,1013.52,,normal,92.8,v1.3.0
dev_020,2024-01-09 15:06:01,combined,,,1008.92,,normal,65.0,v1.2.1
dev_015,2024-01-09 15:12:54,combined,,,1011.45,,normal,89.3,v1.2.1
dev_036,2024-01-09 15:14:45,combined,,,1001.14,,normal,62.8,v1.2.1
dev_022,2024-01-09 15:21:19,vibration,,,1015.11,,normal,47.6,v1.2.1
dev_015,2024-01-09 15:56:02,humidity,,,1008.85,,normal,67.4,v1.2.1
dev_019,2024-01-09 16:27:51,pressure,,,1026.13,,normal,67.9,v1.2.1
dev_012,2024-01-09 16:40:47,humidity,,,1000.69,,normal,92.1,v1.3.0
dev_047,2024-01-09 16:49:14,combined,,,1004.19,,normal,41.5,v2.0.0
dev_020,2024-01-09 16:59:57,humidity,,,987.69,,normal,80.1,v2.0.0
dev_005,2024-01-09 17:04:55,temperature,,,1006.65,,normal,84.0,v1.2.1
dev_025,2024-01-09 17:24:28,vibration,,,1008.37,,normal,52.6,v2.0.0
dev_025,2024-01-09 17:26:43,combined,,,1010.17,,normal,48.2,v2.0.0
dev_030,2024-01-21 20:04:09,vibration,,,1000.09,,normal,93.4,v1.2.1
dev_021,2024-01-09 17:50:35,temperature,,,1002.77,,normal,73.3,v1.3.0
dev_044,2024-01-09 17:53:03,temperature,,,1016.78,,normal,43.9,v1.2.1
dev_021,2024-01-09 17:56:11,vibration,,,1009.13,,normal,34.8,v1.3.0
dev_006,2024-01-09 17:57:56,vibration,,,1018.76,,normal,65.8,v2.0.0
dev_035,2024-01-09 17:58:15,pressure,,,1019.05,,normal,65.2,v2.0.0
dev_005,2024-01-09 18:12:04,vibration,,,1018.38,,normal,53.5,v1.3.0
dev_004,2024-01-09 18:19:50,humidity,,,1019.08,,normal,89.7,v1.3.0
dev_034,2024-01-09 18:19:54,vibration,,,999.6,,normal,78.1,v1.3.0
dev_040,2024-01-09 18:31:30,temperature,,,1002.13,,normal,73.4,v1.2.1
dev_004,2024-01-09 18:37:00,combined,,,998.17,,normal,100.0,v2.0.0
dev_048,2024-01-09 18:55:35,temperature,,,1009.35,,warning,72.4,v1.3.0
dev_030,2024-01-09 19:01:51,temperature,,,1005.74,,normal,62.0,v1.3.0
dev_005,2024-01-09 19:07:25,humidity,,,1012.21,,normal,55.3,v2.0.0
dev_049,2024-01-09 19:27:17,combined,,,1023.95,,normal,75.3,v1.3.0
dev_023,2024-01-09 19:39:51,humidity,,,1018.94,,warning,85.6,v1.3.0
dev_024,2024-01-09 19:40:34,combined,,,1001.26,,normal,82.1,v1.2.1
dev_020,2024-01-09 20:15:06,vibration,,,1019.98,,warning,69.6,v1.3.0
dev_049,2024-01-09 20:21:53,temperature,,,1012.13,,warning,100.0,v1.2.1
dev_016,2024-01-09 20:23:35,humidity,,,1001.82,,normal,81.6,v1.2.1
dev_044,2024-01-09 20:24:40,combined,,,1015.68,,normal,76.9,v1.3.0
dev_050,2024-01-07 08:35:47,pressure,,,1009.45,,normal,56.4,v1.3.0
dev_014,2024-01-09 20:29:30,pressure,,,1003.97,,normal,59.2,v1.2.1
dev_002,2024-01-09 20:33:03,humidity,,,1015.15,,normal,80.1,v1.2.1
dev_012,2024-01-09 20:36:22,vibration,,,1018.29,,normal,90.1,v1.2.1
dev_045,2024-01-09 20:44:02,vibration,,,1014.43,,normal,49.8,v1.3.0
dev_034,2024-01-09 20:56:02,vibration,,,1010.74,,normal,68.0,v2.0.0
dev_032,2024-01-09 21:07:12,pressure,,,1013.88,,normal,77.4,v1.2.1
dev_020,2024-01-09 21:08:10,humidity,,,1001.8,,warning,100.0,v1.3.0
dev_025,2024-01-09 21:11:27,humidity,,,1005.31,,normal,82.9,v2.0.0
dev_025,2024-01-09 21:16:56,combined,,,999.49,,warning,51.6,v1.3.0
dev_046,2024-01-09 21:21:25,combined,,,1006.87,,normal,81.0,v1.3.0
dev_027,2024-01-09 21:36:47,humidity,,,1003.16,,normal,57.9,v1.2.1
dev_045,2024-01-09 21:42:13,pressure,,,1018.14,,normal,85.5,v1.2.1
dev_049,2024-01-09 21:50:05,temperature,,,1018.25,,normal,71.7,v1.3.0
dev_046,2024-01-09 21:51:28,combined,,,987.48,,normal,77.3,v1.2.1
dev_045,2024-01-09 21:52:59,vibration,,,1006.43,,normal,75.3,v1.2.1
dev_012,2024-01-09 22:00:21,combined,,,1008.01,,maintenance,55.2,v1.2.1
dev_003,2024-01-09 22:06:07,combined,,,1005.1,,normal,59.8,v1.2.1
dev_049,2024-01-09 22:37:00,pressure,,,1026.51,,normal,76.8,v2.0.0
dev_011,2024-01-09 23:01:03,pressure,,,1020.82,,normal,73.5,v1.2.1
dev_007,2024-01-09 23:04:04,vibration,,,1024.9,,normal,98.1,v1.2.1
dev_012,2024-01-09 23:15:23,combined,,,1025.81,,normal,89.5,v1.3.0
dev_011,2024-01-09 23:15:53,vibration,,,1018.98,,normal,85.9,v1.2.1
dev_047,2024-01-09 23:16:58,combined,,,1008.19,,warning,67.4,v1.2.1
dev_047,2024-01-09 23:31:20,temperature,,,1011.99,,normal,75.5,v1.3.0
dev_028,2024-01-09 23:33:20,pressure,,,1019.22,,normal,100.0,v1.3.0
dev_049,2024-01-09 23:38:52,temperature,,,1011.17,,warning,93.3,v2.0.0
dev_034,2024-01-09 23:41:52,pressure,,,1020.23,,normal,24.3,v1.2.1
dev_005,2024-01-09 23:44:06,humidity,,,1023.36,,normal,66.0,v1.2.1
dev_048,2024-01-23 16:10:18,pressure,,,1010.56,,normal,64.9,v1.3.0
dev_019,2024-01-10 00:01:55,pressure,,,1009.91,,normal,84.1,v1.2.1
dev_023,2024-01-10 00:03:49,humidity,,,1030.89,,normal,76.1,v1.2.1
dev_048,2024-01-10 00:11:58,vibration,,,999.63,,normal,27.6,v1.2.1
dev_004,2024-01-10 00:12:08,pressure,,,1021.45,,normal,91.3,v1.2.1
dev_029,2024-01-10 00:19:22,humidity,,,1019.5,,normal,89.3,v1.3.0
dev_001,2024-01-10 00:28:52,combined,,,1004.17,,normal,82.8,v1.3.0
dev_015,2024-01-10 00:30:36,vibration,,,1005.52,,normal,48.3,v1.2.1
dev_015,2024-01-10 00:32:33,combined,,,994.14,,normal,68.2,v1.2.1
dev_035,2024-01-10 00:44:22,temperature,,,1018.79,,normal,85.9,v1.2.1
dev_043,2024-01-10 01:02:06,temperature,,,1023.69,,normal,45.7,v2.0.0
dev_015,2024-01-10 01:09:43,temperature,,,1014.26,,normal,100.0,v1.3.0
dev_001,2024-01-10 01:12:29,pressure,,,1013.67,,normal,65.8,v1.2.1
dev_008,2024-01-10 01:13:39,vibration,,,1019.19,,normal,46.0,v1.3.0
dev_033,2024-01-10 01:23:26,vibration,,,1009.17,,warning,100.0,v1.3.0
dev_010,2024-01-10 01:34:15,vibration,,,1014.44,,warning,79.6,v1.2.1
dev_036,2024-01-10 01:34:48,combined,6,62.1,1025.86,5.6606,normal,61.4,v1.2.1
dev_040,2024-01-10 01:38:35,vibration,24,55.4,1022.96,0.1239,warning,76.2,v1.2.1
dev_036,2024-01-10 01:54:49,combined,19,40.7,1020.91,0.3023,normal,44.8,v1.2.1
dev_018,2024-01-10 02:02:36,humidity,27,69.9,1005.59,0.2355,normal,70.0,v1.2.1
dev_023,2024-01-10 02:15:45,combined,34,43.0,1008.0,0.8894,normal,85.0,v2.0.0
dev_008,2024-01-10 02:27:11,pressure,27,76.6,1015.51,0.2871,normal,49.3,v1.2.1
dev_042,2024-01-10 02:47:52,temperature,15,46.8,1018.14,2.7237,normal,88.7,v1.3.0
dev_002,2024-01-10 03:02:58,pressure,18,66.6,999.11,2.0495,normal,85.6,v1.2.1
dev_002,2024-01-10 03:04:57,combined,30,48.7,1016.32,1.0139,normal,62.2,v1.2.1
dev_026,2024-01-10 03:07:50,humidity,18,34.9,1007.95,2.3276,normal,99.9,v1.3.0
dev_025,2024-01-10 03:08:10,combined,22,42.7,1018.51,0.0192,normal,51.6,v1.2.1
dev_010,2024-01-10 03:19:09,humidity,24,55.4,1013.29,1.0201,normal,100.0,v1.2.1
dev_009,2024-01-10 03:48:45,vibration,24,61.1,1012.52,5.262,error,72.4,v1.3.0
dev_007,2024-01-24 20:53:14,humidity,29,66.7,1014.16,2.56,normal,66.8,v1.2.1
dev_036,2024-01-21 13:30:34,humidity,25,60.2,1019.47,0.3054,normal,92.6,v1.2.1
dev_017,2024-01-10 04:03:29,humidity,5,36.2,1007.4,4.1286,normal,68.8,v1.3.0
dev_013,2024-01-10 04:09:00,pressure,13,66.8,1008.98,0.4163,normal,85.7,v1.3.0
dev_009,2024-01-10 04:17:35,temperature,25,82.5,1018.92,0.6585,normal,59.0,v1.2.1
dev_047,2024-01-10 04:20:57,vibration,27,58.1,1005.69,0.2062,normal,82.5,v1.2.1
dev_049,2024-01-10 04:25:23,temperature,23,79.4,1011.65,4.8175,normal,67.3,v1.3.0
dev_043,2024-01-10 04:28:41,humidity,22,67.9,1019.08,3.5807,normal,89.1,v1.3.0
dev_020,2024-01-10 04:34:57,pressure,23,71.4,1014.79,1.5206,normal,90.3,v2.0.0
dev_050,2024-01-10 04:37:43,humidity,21,39.4,1032.26,3.8111,normal,86.6,v2.0.0
dev_033,2024-01-10 04:38:44,humidity,20,27.5,1015.42,1.6887,normal,77.9,v2.0.0
dev_029,2024-01-10 04:48:20,combined,28,56.3,1004.84,5.4102,normal,61.9,v1.3.0
dev_016,2024-01-10 04:53:09,vibration,10,45.5,998.1,6.6456,normal,74.5,v1.3.0
dev_038,2024-01-10 04:54:37,humidity,32,35.3,1009.04,1.3671,normal,69.7,v1.3.0
dev_047,2024-01-10 05:15:25,vibration,24,45.0,1009.01,0.9247,normal,97.8,v1.2.1
dev_038,2024-01-10 05:19:59,temperature,21,75.4,1017.63,2.0425,normal,71.1,v1.2.1
dev_050,2024-01-10 05:26:18,humidity,26,57.4,1012.3,1.8406,normal,55.9,v1.2.1
dev_016,2024-01-10 05:26:54,vibration,25,68.6,1017.06,1.164,error,70.1,v1.2.1
dev_014,2024-01-10 05:28:47,vibration,34,70.3,1009.28,1.8065,normal,96.1,v1.3.0
dev_039,2024-01-10 05:30:38,temperature,10,32.9,1009.22,1.0522,normal,91.6,v1.2.1
dev_045,2024-01-10 05:34:17,vibration,12,66.3,994.27,0.0188,normal,100.0,v2.0.0
dev_011,2024-01-10 05:38:30,humidity,27,44.7,1033.54,4.3323,normal,64.2,v1.2.1
dev_005,2024-01-14 21:53:16,temperature,19,42.4,1028.08,3.9498,normal,70.4,v1.3.0
dev_021,2024-01-10 06:54:10,combined,24,65.6,1018.72,0.2382,normal,100.0,v2.0.0
dev_041,2024-01-10 06:55:03,combined,22,46.3,1021.02,0.472,warning,64.8,v1.2.1
dev_005,2024-01-10 07:16:16,temperature,31,58.3,1019.7,1.97,normal,60.4,v1.3.0
dev_039,2024-01-10 07:29:19,vibration,15,30.7,1010.92,4.2936,normal,77.1,v2.0.0
dev_048,2024-01-10 07:31:34,combined,25,34.3,1020.25,5.0937,normal,65.7,v1.2.1
dev_028,2024-01-10 07:45:07,temperature,24,70.1,1017.98,3.386,normal,71.7,v1.2.1
dev_032,2024-01-10 07:53:26,humidity,13,59.2,1015.76,2.2944,normal,55.3,v1.2.1
dev_005,2024-01-10 08:04:36,temperature,22,47.7,1000.11,6.9831,normal,70.7,v1.2.1
dev_012,2024-01-10 08:07:45,temperature,18,56.4,1013.77,3.1879,maintenance,97.7,v1.3.0
dev_006,2024-01-10 08:16:48,vibration,21,50.4,1013.4,1.5675,normal,67.8,v2.0.0
dev_032,2024-01-10 08:22:50,vibration,20,58.5,1025.07,2.7177,normal,67.6,v1.2.1
dev_023,2024-01-10 08:48:27,combined,43,46.7,1021.53,4.883,normal,54.6,v1.2.1
dev_049,2024-01-10 08:52:48,humidity,19,44.4,1029.9,0.2218,normal,68.8,v1.3.0
dev_002,2024-01-10 08:53:08,vibration,19,40.7,1016.14,3.7993,warning,53.8,v1.2.1
dev_039,2024-01-10 08:57:58,temperature,30,81.5,1013.17,0.5203,normal,87.4,v1.3.0
dev_041,2024-01-10 09:22:29,humidity,12,61.9,1015.84,8.1354,normal,89.5,v1.3.0
dev_012,2024-01-10 09:27:30,pressure,19,26.5,1019.18,0.8132,normal,100.0,v1.3.0
dev_010,2024-01-10 09:32:39,temperature,16,77.8,1026.65,0.4427,normal,87.9,v1.2.1
dev_020,2024-01-10 09:41:20,combined,21,51.9,1009.87,0.3399,normal,64.1,v1.2.1
dev_019,2024-01-10 09:43:19,combined,34,70.1,1000.8,0.867,normal,63.3,v1.2.1
dev_020,2024-01-10 09:44:39,temperature,28,71.3,997.46,2.0136,normal,86.5,v1.2.1
dev_008,2024-01-10 09:55:18,vibration,23,65.2,1005.76,0.8863,normal,64.9,v1.2.1
dev_044,2024-01-10 10:00:08,temperature,8,41.1,988.97,3.6086,normal,89.0,v1.2.1
dev_002,2024-01-10 10:07:15,combined,26,82.8,1003.23,2.8596,normal,100.0,v1.3.0
dev_045,2024-01-10 10:19:28,combined,21,38.0,1021.18,0.5923,normal,94.8,v1.2.1
dev_007,2024-01-10 10:37:39,vibration,11,58.6,1018.48,0.77,normal,96.6,v1.2.1
dev_050,2024-01-10 10:46:11,vibration,22,86.3,1026.79,5.5654,normal,55.3,v1.2.1
dev_018,2024-01-10 10:59:15,pressure,30,78.1,1008.97,0.1866,normal,76.3,v1.3.0
dev_017,2024-01-10 11:19:26,temperature,20,41.5,1011.71,1.5125,normal,61.7,v1.2.1
dev_033,2024-01-10 11:30:06,combined,26,55.2,1019.74,0.7856,normal,92.0,v1.2.1
dev_049,2024-01-14 03:03:15,temperature,17,70.8,1000.05,0.8008,normal,100.0,v1.2.1
dev_045,2024-01-10 11:49:59,vibration,29,81.5,1017.45,0.0154,normal,53.3,v1.2.1
dev_016,2024-01-10 12:03:16,humidity,31,64.6,1027.53,2.1321,normal,89.7,v1.2.1
dev_034,2024-01-10 12:08:36,combined,17,45.6,1009.51,1.6837,normal,20.1,v2.0.0
dev_014,2024-01-10 12:12:51,combined,36,56.3,1008.48,1.5365,normal,71.5,v1.3.0
dev_001,2024-01-10 12:19:12,pressure,17,65.4,998.38,2.2259,normal,94.7,v2.0.0
dev_030,2024-01-10 12:22:30,combined,15,44.6,1006.28,6.2355,normal,71.0,v2.0.0
dev_008,2024-01-10 12:34:40,vibration,21,58.6,999.46,7.281,warning,88.1,v1.3.0
dev_044,2024-01-10 12:37:00,humidity,31,33.6,1010.75,1.2793,normal,60.5,v1.3.0
dev_037,2024-01-28 11:57:18,temperature,17,43.9,1022.86,5.4993,warning,64.2,v2.0.0
dev_037,2024-01-10 12:50:17,temperature,12,41.1,1009.56,0.8751,normal,59.7,v1.3.0
dev_038,2024-01-10 12:54:21,combined,19,67.3,1019.35,0.9969,warning,55.5,v1.2.1
dev_049,2024-01-10 12:57:13,vibration,35,72.7,1028.27,3.5258,normal,70.8,v1.3.0
dev_004,2024-01-10 13:02:56,vibration,28,42.7,1008.86,1.819,normal,96.2,v1.3.0
dev_005,2024-01-10 13:04:19,humidity,21,39.7,1002.17,4.6797,normal,74.2,v1.2.1
dev_028,2024-01-10 13:06:24,temperature,10,65.1,996.47,0.2613,normal,63.9,v1.3.0
dev_029,2024-01-10 13:14:49,humidity,25,50.6,1002.69,2.231,normal,73.0,v2.0.0
dev_007,2024-01-10 13:15:40,temperature,37,55.5,1003.37,1.0952,normal,49.8,v2.0.0
dev_044,2024-01-10 13:19:05,temperature,27,62.6,1008.83,2.2267,error,100.0,v1.2.1
dev_026,2024-01-10 13:29:16,vibration,30,87.5,1028.48,3.7333,normal,100.0,v1.3.0
dev_048,2024-01-10 13:31:39,combined,38,50.0,1024.08,1.3317,normal,75.9,v1.3.0
dev_046,2024-01-10 13:36:14,vibration,20,48.3,1014.87,1.0805,normal,86.0,v2.0.0
dev_031,2024-01-10 13:37:03,humidity,28,69.0,1023.12,11.0028,normal,41.0,v1.2.1
dev_013,2024-01-10 13:38:03,humidity,25,61.0,1013.98,2.7344,normal,79.8,v1.3.0
dev_006,2024-01-10 13:48:01,vibration,29,48.6,1015.74,2.0206,normal,56.1,v1.3.0
dev_045,2024-01-10 14:18:55,humidity,23,44.4,1020.78,4.357,normal,82.1,v1.2.1
dev_041,2024-01-10 14:19:57,vibration,18,22.8,1021.49,1.3091,normal,87.9,v1.2.1
dev_005,2024-01-10 14:22:42,vibration,25,75.7,1028.03,3.2679,normal,58.7,v1.2.1
dev_019,2024-01-10 14:26:10,pressure,20,68.3,1023.55,0.5955,normal,43.6,v1.3.0
dev_010,2024-01-10 14:26:11,humidity,22,52.1,1009.95,2.1819,normal,78.8,v1.2.1
dev_038,2024-01-10 14:33:35,temperature,29,57.3,1025.03,5.071,normal,76.4,v1.2.1
