trip_id,pickup_datetime,dropoff_datetime,pickup_lat,pickup_lng,dropoff_lat,dropoff_lng,distance_mi,duration_min,fare_usd,driver_rating,payment_method,surge_multiplier,city
TRIP_0001187,2024-01-03,2024-01-03 00:06:36.000000000,40.717552,-73.750205,40.665735,-73.752842,0.35,6.6,5.422499999999999,5.0,credit_card,1.0,Newark
TRIP_0001188,2024-02-10,2024-02-10 00:06:30.000000000,40.698701,-73.791147,40.739358,-73.787115,0.78,6.5,6.140000000000001,4.3,cash,2.5,Newark
TRIP_0001189,2024-06-22,2024-06-22 01:05:12.000000000,40.89186,-73.739085,40.930047,-73.796786,7.91,65.2,39.1625,4.4,venmo,1.0,Jersey City
TRIP_0001190,2024-03-03,2024-03-03 00:26:18.000000000,40.501379,-73.690506,40.395429,-73.698682,5.14,26.3,20.7,4.4,cash,2.0,Jersey City
TRIP_0001191,2024-02-22,2024-02-22 00:32:54.000000000,40.629924,-74.193252,40.62547,-74.242955,4.57,32.9,22.0125,5.0,credit_card,1.0,Queens
TRIP_0001192,2024-05-10,2024-05-10 00:13:36.000000000,40.519156,-74.010364,40.567595,-74.053565,1.71,13.6,10.2525,4.1,credit_card,1.0,New York
TRIP_0001193,2024-04-12,2024-04-12 00:30:06.000000000,40.69375,-74.031549,40.705677,-74.009823,4.35,30.1,20.6475,4.3,cash,1.0,Newark
TRIP_0001194,2024-01-12,2024-01-12 00:24:30.000000000,40.593674,-74.104278,40.557614,-74.167265,2.5,24.5,15.45,5.0,credit_card,1.0,Newark
TRIP_0001195,2024-05-31,2024-05-31 00:08:24.000000000,40.669502,-73.792289,40.658659,-73.7731,0.38,8.4,6.105,4.0,app_pay,1.0,Jersey City
TRIP_0001196,2024-05-28,2024-05-28 00:12:36.000000000,40.534648,-74.163134,40.54909,-74.153185,1.23,12.6,9.0625,5.0,cash,1.75,New York
TRIP_0001197,2024-05-26,2024-05-26 00:13:06.000000000,40.882472,-73.898755,40.809576,-73.904253,1.83,13.1,10.287500000000001,4.5,credit_card,1.0,Brooklyn
TRIP_0001198,2024-03-22,2024-03-22 00:38:42.000000000,40.535036,-73.790861,40.547602,-73.772762,10.79,38.7,34.9275,5.0,cash,1.0,Newark
TRIP_0001199,2024-04-12,2024-04-12 00:25:30.000000000,40.839631,-73.988157,40.852673,-74.043553,2.89,25.5,16.482499999999998,4.3,cash,1.75,Jersey City
TRIP_0001200,2024-01-25,2024-01-25 00:14:12.000000000,40.846048,-73.738696,40.802369,-73.750641,2.28,14.2,11.46,,credit_card,1.0,Queens
TRIP_0001201,2024-06-14,2024-06-14 00:13:30.000000000,40.648368,-73.99824,40.724045,-73.98953,0.93,13.5,8.8525,4.8,credit_card,1.0,Jersey City
TRIP_0001202,2024-01-06,2024-01-06 00:12:12.000000000,40.79646,-73.683195,40.769899,-73.672887,1.06,12.2,8.625,4.3,credit_card,1.0,New York
TRIP_0001203,2024-05-22,2024-05-22 01:09:36.000000000,40.620113,-73.910113,40.577477,-73.901707,11.35,69.6,46.7225,4.6,venmo,1.0,New York
TRIP_0001204,2024-06-11,2024-06-11 00:57:48.000000000,40.604066,-74.199991,40.582596,-74.163047,13.02,57.8,45.515,,cash,1.0,Jersey City
TRIP_0001205,2024-02-03,2024-02-03 00:45:18.000000000,40.61843,-73.765021,40.621382,-73.750306,6.17,45.3,29.152499999999996,4.8,credit_card,1.5,Brooklyn
TRIP_0001206,2024-02-06,2024-02-06 00:08:36.000000000,40.556856,-74.061829,40.586655,-74.000767,1.07,8.6,7.3825,3.9,cash,1.75,Brooklyn
TRIP_0001207,2024-04-26,2024-04-26 00:15:47.599068330,40.717414,-74.04489,40.747066,-74.082407,0,15.793317805501928,22.975,4.8,credit_card,1.0,Brooklyn
TRIP_0001208,2024-05-21,2024-05-21 00:49:48.000000000,40.683423,-74.131515,40.662629,-74.136459,5.78,49.8,30.044999999999995,4.9,credit_card,1.0,Brooklyn
TRIP_0001209,2024-06-01,2024-06-01 00:46:24.000000000,40.848007,-74.146339,40.80909,-74.19758,6.26,46.4,29.695,4.7,credit_card,1.0,Queens
TRIP_0001210,2024-01-11,2024-01-11 00:14:30.000000000,-33.9,-0.12,40.519429,-73.931307,1.38,14.5,9.989999999999998,4.7,credit_card,2.0,Queens
TRIP_0001211,2024-05-02,2024-05-02 00:08:00.000000000,40.500548,-74.091522,40.516771,-74.177605,0.41,8.0,6.0175,5.0,credit_card,1.0,Newark
TRIP_0001212,2024-02-10,2024-02-10 00:18:36.000000000,40.70979,-74.025928,40.711279,-74.018874,2.04,18.6,12.58,5.0,app_pay,2.5,Queens
TRIP_0001213,2024-06-16,2024-06-16 00:10:38.231486154,40.820881,-73.707549,40.797839,-73.709832,0,10.637191435886502,12.702499999999999,,venmo,1.0,Queens
TRIP_0001214,2024-02-17,2024-02-17 00:15:06.000000000,40.745488,-74.041587,40.699965,-74.177205,2.76,15.1,12.614999999999998,4.9,credit_card,1.0,Jersey City
TRIP_0001215,2024-02-17,2024-02-17 00:56:54.000000000,40.8939,-74.087202,40.895824,-74.104328,7.47,56.9,35.4875,4.2,app_pay,1.0,Brooklyn
TRIP_0001216,2024-06-09,2024-06-09 00:16:00.000000000,40.745044,-73.888576,40.757363,-73.928368,1.04,16.0,9.92,4.2,credit_card,1.0,Queens
TRIP_0001217,2024-05-28,2024-05-28 01:04:54.000000000,40.876973,-74.01448,40.764324,-73.997382,8.74,64.9,40.510000000000005,4.7,app_pay,1.0,Jersey City
TRIP_0001218,2024-04-30,2024-04-30 01:10:00.000000000,40.742796,-74.052891,40.771064,-74.069073,11.27,70.0,46.7225,5.0,cash,1.0,Brooklyn
TRIP_0001219,2024-01-09,2024-01-09 00:08:06.000000000,40.886674,-73.738033,40.743773,-73.782515,0.27,8.1,5.807499999999999,4.4,app_pay,1.0,Newark
TRIP_0001220,2024-06-20,2024-06-20 00:15:12.297896172,40.491922,-73.747504,40.500555,-73.722868,0,15.204964936175259,6.157500000000001,4.9,cash,1.25,Brooklyn
TRIP_0001221,2024-06-16,2024-06-16 00:27:00.000000000,40.704147,-73.806973,40.759962,-73.862701,3.01,27.0,17.2175,5.0,credit_card,1.5,Queens
TRIP_0001222,2024-02-18,2024-02-18 00:10:42.000000000,40.61981,-73.685163,40.624668,-73.70883,0.25,10.7,6.682499999999999,4.6,app_pay,1.0,Brooklyn
TRIP_0001223,2024-02-14,2024-02-14 00:14:30.000000000,51.5,-0.12,40.555991,-74.145388,1.06,14.5,9.43,4.2,cash,2.5,Queens
TRIP_0001224,2024-03-22,2024-03-22 00:19:18.000000000,40.62325,-74.064382,40.680508,-74.096174,3.36,19.3,15.134999999999998,4.8,app_pay,1.0,Jersey City
TRIP_0001225,2024-06-08,2024-06-08 01:37:12.000000000,40.887624,-74.182294,40.937662,-74.271684,11.08,97.2,55.91,4.4,credit_card,2.5,Newark
TRIP_0001226,2024-02-25,2024-02-25 00:41:54.000000000,40.519016,-73.841669,40.463992,-73.863878,7.74,41.9,0.07,4.3,venmo,1.5,Newark
TRIP_0001227,2024-04-28,2024-04-28 00:04:30.000000000,40.879569,-74.209828,40.958657,-74.197721,0.1,4.5,4.25,4.2,app_pay,1.25,New York
TRIP_0001228,2024-02-15,2024-02-15 00:29:06.000000000,40.630666,-74.197644,40.60788,-74.229445,4.04,29.1,19.755000000000003,4.2,credit_card,1.0,New York
TRIP_0001229,2024-06-19,2024-06-19 00:31:36.000000000,40.505455,-73.825435,40.545817,-73.841284,4.62,31.6,21.645000000000003,4.8,app_pay,1.0,Jersey City
TRIP_0001230,2024-03-24,2024-03-24 00:25:24.000000000,40.669704,-73.832073,40.59308,-73.854873,4.56,25.4,19.369999999999997,5.0,credit_card,1.0,Jersey City
TRIP_0001231,2024-03-07,2024-03-07 01:04:36.000000000,40.63503,-73.838632,40.51751,-73.809363,10.57,64.6,43.6075,4.3,app_pay,1.0,Jersey City
TRIP_0001232,2024-05-17,2024-05-17 00:15:00.000000000,40.749095,-73.949731,40.761501,-73.956394,0.91,15.0,9.342500000000001,,credit_card,1.25,Jersey City
TRIP_0001233,2024-02-07,2024-02-07 00:11:18.000000000,40.65312,-73.983157,40.60012,-73.982248,0.8,11.3,7.855,3.9,cash,1.0,Queens
TRIP_0001234,2024-03-01,2024-03-01 00:39:24.000000000,40.591905,-73.736113,40.555261,-73.660311,8.01,39.4,1.39,4.2,venmo,1.0,Queens
TRIP_0001235,2024-02-07,2024-02-07 00:15:12.000000000,40.752007,-73.963059,40.733353,-73.871648,1.32,15.2,10.129999999999999,4.2,cash,1.25,Jersey City
TRIP_0001236,2024-01-31,2024-01-31 00:07:24.000000000,40.908656,-73.766182,40.962798,-73.730257,0.43,7.4,5.842499999999999,4.4,credit_card,1.0,Queens
TRIP_0001237,2024-03-30,2024-03-30 00:41:18.000000000,40.490493,-73.799307,40.470196,-73.813063,9.97,41.3,34.4025,4.5,app_pay,1.0,Jersey City
TRIP_0001238,2024-02-16,2024-02-16 00:05:30.000000000,40.570897,-73.682765,40.573887,-73.742331,0.39,5.5,5.1075,4.9,credit_card,2.5,Newark
TRIP_0001239,2024-04-26,2024-04-26 00:33:36.000000000,40.754642,-73.758013,40.711944,-73.763549,5.37,33.6,23.6575,4.3,cash,1.25,Brooklyn
TRIP_0001240,2024-04-22,2024-04-22 00:32:00.000000000,40.504848,-74.060129,40.549837,-74.034292,8.45,32.0,28.487499999999997,5.0,app_pay,1.25,Queens
TRIP_0001241,2024-01-14,2024-01-14 00:06:12.000000000,40.524657,-73.850171,40.499626,-73.818065,0.21,6.2,5.0375,4.7,cash,1.0,Brooklyn
TRIP_0001242,2024-04-07,2024-04-07 00:11:48.000000000,40.575613,-73.963729,40.591621,-73.918026,0.74,11.8,7.925,4.2,credit_card,2.0,New York
TRIP_0001243,2024-02-17,2024-02-17 00:12:21.727273536,40.852451,-73.913107,40.84574,-73.853244,0,12.362121225554988,0.28,,credit_card,1.0,Jersey City
TRIP_0001244,2024-01-29,2024-01-29 00:06:42.000000000,40.792288,-73.774115,40.736084,-73.724605,0.57,6.7,5.842499999999999,4.1,credit_card,1.0,New York
TRIP_0001245,2024-05-14,2024-05-14 00:08:00.000000000,40.663982,-73.882139,40.652746,-73.85862,0.44,8.0,6.07,4.5,credit_card,1.0,Newark
TRIP_0001246,2024-04-16,2024-04-16 00:06:24.000000000,51.5,-0.12,40.738722,-74.12968,8.0,6.4,5.02,4.7,credit_card,1.0,New York
TRIP_0001247,2024-03-24,2024-03-24 00:04:36.000000000,40.884133,-74.203119,40.879519,-74.202178,0.18,4.6,2.19,4.7,credit_card,1.0,Brooklyn
TRIP_0001248,2024-03-07,2024-03-07 00:43:06.000000000,40.898166,-73.718425,40.874778,-73.732146,5.3,43.1,0.8,4.5,credit_card,1.25,Newark
TRIP_0001249,2027-01-07,2024-05-25 00:16:18.000000000,40.876077,-74.044744,40.868889,-74.036779,3.42,16.3,14.19,,cash,1.0,Queens
TRIP_0001464,2024-01-01,2024-01-01 00:21:36.000000000,40.498704,-73.751283,40.499959,-73.75446,1.79,21.6,13.192499999999999,4.4,cash,1.0,Brooklyn
TRIP_0001251,2024-04-05,2024-04-05 00:42:01.696668474,40.801943,-74.022723,40.849166,-74.089058,0,42.028277807901496,13.174999999999999,4.6,cash,1.0,Jersey City
TRIP_0001252,2024-03-26,2024-03-26 00:30:06.000000000,40.575765,-73.805114,40.6025,-73.762619,4.06,30.1,20.14,5.0,app_pay,1.0,New York
TRIP_0001253,2024-05-27,2024-05-27 00:31:00.000000000,40.690498,-74.188561,40.694413,-74.110663,4.31,31.0,20.8925,4.8,app_pay,2.0,New York
TRIP_0001254,2024-01-26,2024-01-26 00:14:06.000000000,40.669076,-74.103064,40.678972,-74.130351,1.78,14.1,10.55,4.9,credit_card,1.25,Newark
TRIP_0001255,2024-05-11,2024-05-11 00:48:54.000000000,40.504505,-73.869599,40.519389,-73.939365,8.89,48.9,1.09,5.0,cash,2.0,Jersey City
TRIP_0001256,2024-05-03,2024-05-03 00:07:12.000000000,40.571341,-73.830741,40.589429,-73.830404,0.7,7.2,6.244999999999999,5.0,credit_card,1.0,Queens
TRIP_0001257,2024-04-15,2024-04-15 00:21:48.000000000,40.882344,-74.190897,40.963257,-74.019636,3.08,21.8,15.52,,cash,1.5,Brooklyn
TRIP_0001258,2024-02-02,2024-02-02 00:30:48.000000000,40.707018,-74.255051,40.685412,-74.332233,3.53,30.8,19.457499999999996,4.3,venmo,2.0,Newark
TRIP_0001259,2024-02-22,2024-02-22 00:12:06.000000000,40.703816,-74.168186,40.695728,-74.103791,1.18,12.1,8.799999999999999,,cash,2.0,New York
TRIP_0001260,2024-02-26,2024-02-26 00:19:54.132852018,40.848157,-74.235899,40.830751,-74.267171,0,19.90221420027254,10.8125,3.9,credit_card,1.0,Jersey City
TRIP_0001261,2024-05-17,2024-05-17 00:18:12.000000000,40.848587,-73.803538,40.817855,-73.685373,1.1,18.2,10.795,,credit_card,1.0,Queens
TRIP_0001262,2024-03-03,2024-03-03 00:19:06.384002772,40.748923,-74.173654,40.748127,-74.163916,0,19.106400046155994,6.1925,4.5,credit_card,1.0,Newark
TRIP_0001263,2024-01-30,2024-01-30 00:06:48.000000000,40.880816,-74.24966,40.891236,-74.247003,0.59,6.8,5.9125,5.0,credit_card,1.0,Newark
TRIP_0001264,2024-02-06,2024-02-06 00:13:48.000000000,40.628219,-73.724004,40.62925,-73.718902,1.16,13.8,9.36,4.2,app_pay,1.25,Newark
TRIP_0001265,2024-05-07,2024-05-07 01:00:42.000000000,40.69247,-73.812299,40.600771,-73.837564,8.89,60.7,39.3025,5.0,credit_card,1.0,Newark
TRIP_0001266,2024-02-14,2024-02-14 00:03:06.000000000,40.869988,-73.933972,40.922354,-74.024652,0.2,3.1,0.29,4.8,credit_card,1.0,Queens
TRIP_0001267,2024-04-12,2024-04-12 00:44:00.000000000,40.899926,-74.064768,40.930031,-74.027282,8.44,44.0,32.67,5.0,cash,1.0,Queens
TRIP_0001268,2024-02-28,2024-02-28 00:12:36.000000000,40.550152,-74.030583,40.539452,-74.0004,0.48,12.6,7.749999999999999,5.0,credit_card,1.25,Newark
TRIP_0001269,2024-01-24,2024-01-24 00:14:54.000000000,40.60014,-73.996129,40.580575,-74.028814,1.45,14.9,10.2525,4.5,credit_card,1.0,Brooklyn
TRIP_0001270,2024-06-17,2024-06-17 00:08:30.000000000,40.829801,-74.214138,40.814542,-74.231835,0.56,8.5,6.455,,credit_card,1.5,New York
TRIP_0001271,2024-06-21,2024-06-21 00:03:30.000000000,40.676561,-73.693656,40.675607,-73.693493,0.1,3.5,3.8999999999999995,4.5,cash,2.5,New York
TRIP_0001272,2024-03-20,2024-03-20 00:26:06.409600176,40.836898,-74.024088,40.869486,-74.083944,0,26.106826669583672,13.647499999999999,4.8,cash,1.0,Newark
TRIP_0001273,2024-06-21,2024-06-21 00:29:12.000000000,40.661562,-73.896128,40.514042,-73.887438,6.21,29.2,23.5875,4.5,cash,1.0,Brooklyn
TRIP_0001274,2024-02-29,2024-02-29 01:29:42.000000000,40.612137,-73.839725,40.554169,-73.938768,10.69,89.7,52.6025,4.1,credit_card,2.5,Queens
TRIP_0001275,2024-04-30,2024-04-30 00:22:36.000000000,40.695935,-74.119002,40.667769,-74.082203,1.66,22.6,13.315,5.0,app_pay,1.0,Jersey City
TRIP_0001276,2024-05-06,2024-05-06 00:27:12.000000000,40.679547,-73.976641,40.683922,-73.977558,2.95,27.2,17.1825,4.3,credit_card,1.25,New York
TRIP_0001277,2024-02-01,2024-02-01 00:24:30.000000000,40.588949,-73.696228,40.606284,-73.727452,4.09,24.5,18.232499999999998,5.0,app_pay,1.75,Newark
TRIP_0001278,2024-06-03,2024-06-03 00:22:08.692522656,40.835026,-73.969253,40.843224,-73.985894,0,22.14487537755826,9.5175,4.1,cash,1.0,Brooklyn
TRIP_0001279,2024-05-08,2024-05-08 00:51:42.000000000,40.784971,-74.059492,40.804168,-73.961473,8.01,51.7,34.6125,4.5,credit_card,1.5,Brooklyn
TRIP_0001280,2024-02-13,2024-02-13 00:31:12.000000000,40.745566,-74.151189,40.701387,-74.213476,3.28,31.2,19.159999999999997,5.0,credit_card,1.0,Queens
TRIP_0001281,2024-05-24,2024-05-24 00:54:18.000000000,40.500328,-74.081588,40.583377,-74.156798,16.96,54.3,51.185,4.1,app_pay,1.25,Newark
TRIP_0001282,2024-01-24,2024-01-24 00:03:12.000000000,40.684988,-74.03953,40.71988,-74.021555,0.1,3.2,3.795,5.0,cash,1.0,Queens
TRIP_0001283,2024-06-08,2024-06-08 00:04:54.000000000,40.807253,-73.976124,40.727925,-73.918687,0.11,4.9,4.4075,5.0,credit_card,1.25,Brooklyn
TRIP_0001284,2024-01-07,2024-01-07 01:03:48.000000000,40.632821,-73.804669,40.608089,-73.724562,8.85,63.8,40.317499999999995,,credit_card,1.25,Brooklyn
TRIP_0001285,2024-03-12,2024-03-12 00:08:06.000000000,40.611579,-74.248141,40.67938,-74.246003,0.3,8.1,5.859999999999999,4.9,app_pay,1.0,Queens
TRIP_0001286,2024-01-21,2024-01-21 00:22:24.000000000,40.763051,-73.845935,40.823431,-73.742446,2.84,22.4,15.309999999999999,4.4,app_pay,1.0,Brooklyn
TRIP_0001287,2024-04-28,2024-04-28 00:56:18.000000000,40.671303,-73.690677,40.640809,-73.681741,7.22,56.3,34.839999999999996,4.3,credit_card,1.5,Jersey City
TRIP_0001288,2024-01-23,2024-01-23 00:12:24.000000000,40.796419,-73.781139,40.863829,-73.703625,0.54,12.4,7.785,5.0,credit_card,1.75,Newark
TRIP_0001289,2024-05-16,2024-05-16 00:14:06.000000000,-73.838434,40.7145,40.837298,-73.837629,0.94,14.1,9.079999999999998,4.6,credit_card,1.0,Jersey City
TRIP_0001290,2024-02-08,2024-02-08 00:44:54.000000000,-74.196955,40.745728,40.735229,-74.180168,8.88,44.9,33.754999999999995,4.7,credit_card,1.25,Jersey City
TRIP_0001291,2024-04-09,2024-04-09 00:32:06.000000000,40.592353,-74.061166,40.553342,-74.072946,5.55,32.1,23.447499999999998,4.8,credit_card,1.0,New York
TRIP_0001292,2024-02-29,2024-02-29 00:35:54.000000000,-74.206472,40.577552,40.574517,-74.137035,6.23,35.9,25.9675,4.1,credit_card,1.0,Jersey City
TRIP_0001293,2024-04-09,2024-04-09 00:04:54.000000000,40.728444,-73.768614,40.697345,-73.738302,0.12,4.9,4.425,4.6,credit_card,1.5,Newark
TRIP_0001294,2024-01-24,2024-01-24 00:45:48.000000000,40.728256,-73.757391,40.720744,-73.743833,5.42,45.8,28.014999999999997,4.2,credit_card,1.0,New York
TRIP_0001295,2024-01-24,2024-01-24 00:22:30.000000000,40.496383,-73.82715,40.452127,-73.754055,2.18,22.5,14.19,4.3,cash,2.5,Newark
TRIP_0001296,2024-06-03,2024-06-03 00:05:42.000000000,40.752873,-74.249461,40.771736,-74.256285,0.18,5.7,4.81,5.0,credit_card,1.0,Brooklyn
TRIP_0001297,2024-06-16,2024-06-16 00:57:06.000000000,-73.993029,40.503759,40.535335,-73.953131,533.5,57.1,41.1575,,credit_card,2.5,Brooklyn
TRIP_0001298,2024-04-25,2024-04-25 00:12:00.000000000,40.516765,-74.057693,40.514763,-74.163699,1.13,12.0,8.677499999999998,5.0,credit_card,1.0,Jersey City
TRIP_0001299,2024-04-06,2024-04-06 00:32:42.000000000,40.662219,-73.796869,40.633532,-73.878568,7.68,32.7,27.384999999999998,4.3,cash,1.0,Newark
TRIP_0001300,2024-05-01,2024-05-01 00:10:48.000000000,40.509447,-74.165014,40.494212,-74.122058,0.5,10.8,7.154999999999999,4.7,credit_card,1.5,Newark
TRIP_0001301,2024-03-01,2024-03-01 00:15:54.000000000,40.716979,-73.883649,40.718476,-73.846393,1.83,15.9,11.2675,5.0,credit_card,1.0,New York
TRIP_0001302,2024-03-26,2024-03-26 00:17:06.000000000,40.884551,-73.896536,40.942852,-73.967991,3.77,17.1,15.0825,4.2,credit_card,2.0,Queens
TRIP_0001303,2024-05-19,2024-05-19 00:30:14.773928292,40.533939,-74.091988,40.505348,-74.148422,0,30.24623213820065,32.425,,app_pay,1.0,Queens
TRIP_0001304,2024-03-25,2024-03-25 00:16:30.000000000,40.545324,-73.999762,40.517099,-73.965518,1.76,16.5,11.355,5.0,credit_card,1.0,Queens
TRIP_0001305,2024-03-19,2024-03-19 00:12:36.000000000,40.615687,-73.814766,40.586742,-73.92835,0.55,12.6,7.8725,4.6,credit_card,1.0,Jersey City
TRIP_0001306,2024-01-27,2024-01-27 01:12:00.000000000,40.716946,-73.88895,40.805859,-73.852072,8.08,72.0,41.84,4.8,credit_card,1.5,Newark
TRIP_0001307,2024-03-19,2024-03-19 00:10:30.000000000,40.662703,-73.899515,40.62301,-73.944233,1.28,10.5,8.415,4.8,cash,1.5,Jersey City
TRIP_0001308,2024-05-26,2024-05-26 00:06:54.000000000,40.703907,-73.868474,40.760141,-73.902619,0.46,6.9,5.720000000000001,4.8,credit_card,2.5,Newark
TRIP_0001309,2024-06-19,2024-06-19 00:14:18.000000000,40.492688,-74.147759,40.542699,-74.219364,1.53,14.3,10.182500000000001,4.4,venmo,1.0,New York
TRIP_0001310,2024-06-02,2024-06-02 00:11:42.000000000,40.867475,-73.886051,40.899962,-73.872234,0.66,11.7,7.75,4.9,credit_card,1.75,Brooklyn
TRIP_0001311,2024-04-24,2024-04-24 00:07:24.000000000,40.829503,-74.246455,40.799729,-74.254885,0.15,7.4,5.3525,5.0,cash,1.0,Brooklyn
TRIP_0001312,2024-04-28,2024-04-28 00:04:36.000000000,40.610853,-73.899868,40.547238,-73.826872,0.1,4.6,4.285,4.4,credit_card,1.25,New York
TRIP_0001313,2024-05-24,2024-05-24 00:17:00.000000000,51.5,151.2,40.956807,-74.165684,1.4,17.0,10.899999999999999,5.0,cash,2.0,Newark
TRIP_0001314,2024-06-06,2024-06-06 00:18:30.000000000,40.777914,-73.725714,40.750511,-73.734642,3.92,18.5,15.834999999999999,5.0,credit_card,1.0,Brooklyn
TRIP_0001315,2024-05-22,2024-05-22 00:20:18.000000000,40.767283,-74.078149,40.727515,-74.187464,3.37,20.3,15.502500000000001,4.9,cash,1.5,Brooklyn
TRIP_0001316,2024-04-29,2024-04-29 00:18:24.069630030,40.698207,-73.746767,40.67562,-73.723302,0,18.40116050050629,13.052499999999998,4.8,cash,1.5,Brooklyn
TRIP_0001317,2024-05-31,2024-05-31 00:35:24.000000000,40.77922,-73.89684,40.69202,-73.961562,6.01,35.4,25.4075,4.8,credit_card,2.0,Jersey City
TRIP_0001318,2024-01-24,2024-01-24 00:21:24.000000000,40.692836,-74.249921,40.721905,-74.219051,3.58,21.4,16.255,5.0,venmo,1.0,New York
TRIP_0001319,2024-03-06,2024-03-06 00:36:12.000000000,40.91482,-74.205976,40.899928,-74.169385,5.42,36.2,24.655,4.3,cash,1.75,Queens
TRIP_0001320,2024-06-14,2024-06-14 00:47:18.000000000,40.551264,-73.738135,40.470267,-73.695398,11.08,47.3,38.445,5.0,credit_card,1.0,Brooklyn
TRIP_0001321,2024-03-20,2024-03-20 00:10:12.000000000,40.723659,-73.934554,40.782438,-73.950253,0.95,10.2,7.732499999999999,4.8,credit_card,1.0,Newark
TRIP_0001322,2024-01-28,2024-01-28 00:06:42.000000000,40.788451,-74.191414,40.741446,-74.264638,0.49,6.7,5.7025,4.2,app_pay,1.0,Jersey City
TRIP_0001323,2024-04-11,2024-04-11 00:28:00.000000000,0.0,151.2,40.74766,-73.890948,3.49,28.0,18.4075,5.0,credit_card,2.0,Jersey City
TRIP_0001324,2024-01-18,2024-01-18 00:11:24.000000000,40.866068,-73.709586,40.766102,-73.714593,2.3,11.4,10.514999999999999,4.9,app_pay,1.25,Newark
TRIP_0001325,2024-06-05,2024-06-05 00:49:00.000000000,40.575033,-74.090142,40.573319,-74.07449,12.13,49.0,40.8775,4.2,credit_card,1.0,New York
TRIP_0001326,2024-01-29,2024-01-29 00:22:18.000000000,40.91044,-73.701458,40.901615,-73.643299,2.87,22.3,15.3275,4.0,credit_card,1.0,New York
TRIP_0001327,2024-01-30,2024-01-30 00:10:00.000000000,40.83093,-73.696217,40.876428,-73.711621,0.64,10.0,7.12,4.7,credit_card,1.5,New York
TRIP_0001328,2024-01-13,2024-01-13 02:00:00.000000000,40.526185,-74.046588,40.576972,-74.092443,15.03,120.0,70.8025,4.1,credit_card,1.0,Newark
TRIP_0001329,2024-05-24,2024-05-24 00:26:54.000000000,40.786739,-73.857977,40.712705,-73.893382,4.56,26.9,19.895,4.3,cash,1.0,Newark
TRIP_0001330,2024-02-09,2024-02-09 00:11:06.000000000,40.529743,-73.827887,40.48382,-73.849689,0.69,11.1,7.592499999999999,4.4,credit_card,1.25,Queens
TRIP_0001331,2024-06-18,2024-06-18 00:44:30.000000000,40.851859,-73.904864,40.703514,-73.821989,5.81,44.5,28.2425,5.0,credit_card,1.0,Queens
TRIP_0001332,2024-03-02,2024-03-02 00:16:36.000000000,40.78849,-73.990144,40.740761,-74.055007,2.98,16.6,13.525,4.3,app_pay,1.0,Jersey City
TRIP_0001333,2024-04-06,2024-04-06 00:23:54.000000000,-74.076106,40.66997,40.661926,-74.064758,2.23,23.9,14.767499999999998,4.8,cash,1.5,Queens
TRIP_0001334,2024-01-20,2024-01-20 00:43:36.000000000,40.902932,-73.756041,40.964454,-73.85684,9.0,43.6,33.51,,credit_card,1.5,New York
TRIP_0001335,2024-04-23,2024-04-23 01:18:18.000000000,40.910812,-73.969624,40.921326,-73.984757,9.23,78.3,46.0575,5.0,app_pay,1.0,Queens
TRIP_0001336,2024-05-30,2024-05-30 00:08:36.000000000,40.896545,-73.873841,40.858119,-73.849857,0.36,8.6,6.14,4.9,cash,1.0,Brooklyn
TRIP_0001337,2024-01-05,2024-01-05 00:09:00.000000000,40.530224,-73.921025,40.565092,-73.882797,0.68,9.0,6.84,5.0,credit_card,1.0,Newark
TRIP_0001338,2024-06-02,2024-06-02 00:07:00.000000000,40.734625,-74.107148,40.684509,-74.128775,0.24,7.0,5.369999999999999,4.9,credit_card,1.5,Brooklyn
TRIP_0001339,2024-05-28,2024-05-28 00:43:06.000000000,40.870218,-74.105461,40.758954,-74.102809,9.21,43.1,33.7025,4.9,credit_card,1.0,Brooklyn
TRIP_0001340,2024-02-16,2024-02-16 00:06:54.000000000,40.593605,-74.083614,40.591305,-74.07639,0.57,6.9,5.9125,4.5,credit_card,1.0,Newark
TRIP_0001341,2027-07-21,2024-05-10 00:18:36.000000000,40.757162,-73.85888,40.749728,-73.964365,1.64,18.6,11.879999999999999,5.0,credit_card,1.0,Jersey City
TRIP_0001342,2024-05-30,2024-05-30 00:15:12.000000000,40.695711,-74.18048,40.718109,-74.221749,1.12,15.2,9.78,,cash,1.0,Jersey City
TRIP_0001343,2024-04-23,2024-04-23 00:40:42.000000000,40.585852,-74.055844,40.497106,-74.092165,6.6,40.7,28.294999999999998,4.6,cash,1.75,Newark
TRIP_0001344,2024-02-18,2024-02-18 00:13:18.000000000,40.731691,-74.116279,40.796115,-74.05042,1.4,13.3,9.605,4.3,credit_card,1.0,New York
TRIP_0001345,2024-05-31,2024-05-31 00:11:54.000000000,-74.141088,40.506926,40.480444,-74.199045,1.49,11.9,9.2725,4.2,credit_card,1.5,New York
TRIP_0001346,2024-02-20,2024-02-20 00:07:06.000000000,40.810901,-73.721644,40.771302,-73.743929,0.8,7.1,6.385,5.0,cash,1.0,Newark
TRIP_0001347,2024-03-04,2024-03-04 00:12:30.000000000,40.558009,-74.1388,40.580841,-74.111735,0.66,12.5,8.030000000000001,4.4,credit_card,1.75,New York
TRIP_0001348,2024-02-21,2024-02-21 00:13:54.000000000,40.570827,-73.760175,40.556843,-73.803612,1.07,13.9,9.2375,4.8,credit_card,1.0,Newark
