employee_id,q01_engagement,q02_engagement,q03_engagement,q04_engagement,q05_engagement,q06_engagement,q07_engagement,q08_engagement,q09_engagement,q10_engagement,q01_satisfaction,q02_satisfaction,q03_satisfaction,q04_satisfaction,q05_satisfaction,q06_satisfaction,q07_satisfaction,q08_satisfaction,q09_satisfaction,q10_satisfaction,q01_mgr_effectiveness,q02_mgr_effectiveness,q03_mgr_effectiveness,q04_mgr_effectiveness,q05_mgr_effectiveness,q01_additional,q02_additional,q03_additional,q04_additional,q05_additional,q06_additional,q07_additional,q08_additional,q09_additional,q10_additional,would_recommend,likely_to_stay,department,tenure_years,age_group,work_location,survey_date
EMP_00654,3,0,n/a,n/a,3,3,5,2,3,NA,5,4,,5,6,6,5,,5,4,4,7,8,6,5,3,1,2,4,3,3,2,3,1,3,Maybe,2,Legal,2.1,45-54,Hybrid,2024-02-22
EMP_00655,4,3,4,3,3,4,3,4,4,5,4,6,5,7,4,6,3,,2,2,7,9,10,6,7,5,4,4,2,5,4,4,4,4,3,No,7,Sales,1.1,18-24,Remote,2024-01-03
EMP_00656,3,3,4,3,4,3,4,5,0,5,2,3,4,6,5,5,6,5,5,4,7,6,10,6,4,3,2,2,2,3,2,5,3,3,2,No,7,Finance,3.3,25-34,Hybrid,2024-01-21
EMP_00657,3,3,4,4,3,5,5,5,4,3,1,4,4,4,4,7,4,6,7,7,6,6,2,2,3,3,5,4,3,4,4,4,2,5,4,0,3,Product,7.1,35-44,Remote,2024-02-02
EMP_00658,3,3,3,3,3,3,3,Don't know,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,No,6,Legal,8.8,55+,On-site,2024-01-04
EMP_00659,5,4,N/A,4,4,1,4,4,5,2,4,6,5,4,6,4,,4,4,7,10,3,3,8,6,4,3,3,2,2,3,3,1,3,2,Maybe,4,Engineering,3.4,18-24,Hybrid,2024-01-15 10:00:00
EMP_00660,2,4,5,4,5,5,3,2,3,3,4,1,,4,4,6,3,6,5,7,9,3,5,7,6,3,4,3,2,2,4,3,5,3,2,yes,5,Marketing,6.5,35-44,On-site,2024-02-15
EMP_00661,3,3,3,3,3,3,4,4,3,4,2,1,5,6,5,5,5,5,3,7,10,10,6,9,5,4,2,1,5,4,4,5,1,3,1,no,3,Product,0.9,45-54,Hybrid,2024-01-15 10:00:00
EMP_00662,2,5,3,2,4,4,1,3,4,5,1,4,3,5,3,5,7,1,2,3,6,3,5,10,5,5,3,4,4,5,3,4,3,4,3,Yes,1,Legal,10.0,35-44,Hybrid,2024-02-25
EMP_00663,2,3,5,n/a,3,3,N/A,5,4,3,,6,7,5,,4,,5,7,3,5,8,7,4,10,2,3,5,4,3,5,2,3,5,4,No,5,Engineering,3.6,45-54,Hybrid,2024-01-15 10:00:00
EMP_00664,2,5,4,4,4,5,3,5,4,5,5,3,4,5,7,7,,6,1,4,10,10,7,10,5,3,4,4,3,1,3,5,4,4,3,1,5,Legal,1.3,45-54,Hybrid,2024-01-18
EMP_00665,4,4,Don't know,3,4,4,5,3,4,4,3,3,4,5,4,,3,5,4,3,4,9,6,6,4,2,2,3,2,2,2,2,5,3,2,no,7,HR,0.4,45-54,On-site,2024-02-18
EMP_00666,4,5,0,5,5,2,1,5,2,2,3,4,4,5,5,6,5,,6,,4,7,4,6,8,4,3,4,3,5,4,5,1,3,3,Maybe,3,Marketing,0.0,55+,Hybrid,2024-01-25
EMP_00667,3,4,4,4,2,2,3,3,4,2,6,,4,3,4,5,4,3,7,6,3,5,8,3,10,3,2,2,4,4,5,2,3,4,3,yes,7,Engineering,0.6,45-54,Hybrid,2024-02-12
EMP_00668,3,4,3,4,5,6,3,3,4,2,4,5,7,,3,2,3,3,,4,6,3,9,6,10,2,2,1,3,2,3,3,3,2,3,no,1,Legal,8.3,18-24,On-site,2024-02-16
EMP_00669,4,4,4,5,4,2,5,5,4,5,1,,6,4,3,6,5,5,4,6,6,7,5,5,8,4,3,4,4,3,3,3,4,2,5,no,6,Engineering,4.3,35-44,Remote,2024-01-15 10:00:00
EMP_00670,3,2,5,4,5,3,NA,5,3,4,7,4,5,7,5,3,6,4,6,4,4,3,9,4,8,3,3,4,2,5,5,4,4,4,2,Maybe,2,HR,10.9,55+,Remote,2024-01-15 10:00:00
EMP_00671,4,1,5,2,3,5,4,3,4,5,4,5,5,5,5,2,4,5,6,7,5,8,4,4,5,4,2,2,5,1,5,3,1,2,4,Maybe,3,Engineering,0.2,35-44,On-site,2024-01-15 10:00:00
EMP_00672,3,1,7,5,4,4,4,3,2,4,3,5,5,5,4,6,,,7,3,3,5,5,10,6,4,2,4,3,4,3,4,3,3,5,0,4,Operations,0.4,55+,On-site,2024-01-27
EMP_00673,3,3,4,3,3,2,4,5,5,3,1,,,4,,3,4,6,6,5,5,6,5,5,9,3,4,1,3,2,4,5,5,5,2,No,1,Legal,7.2,35-44,Hybrid,2024-01-06
EMP_00674,4,3,4,3,3,5,4,3,3,3,5,2,7,4,,3,5,,2,5,10,2,6,8,8,4,3,4,4,3,4,5,5,3,3,yes,1,Product,3.8,18-24,Hybrid,2024-02-14
EMP_00675,4,4,4,?,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,Operations,2.1,45-54,Remote,2024-01-17
EMP_00676,?,4,2,5,3,3,4,5,5,3,6,5,,4,5,7,7,3,,6,8,5,5,5,3,3,5,1,2,5,5,4,5,5,5,1,2,Engineering,4.1,25-34,Remote,2024-01-15 10:00:00
EMP_00677,5,4,3,5,4,3,3,3,4,2,,4,4,4,1,3,6,1,7,7,4,10,10,6,7,5,5,5,4,5,3,3,3,2,4,No,2,Marketing,3.8,25-34,Remote,2024-01-15 10:00:00
EMP_00678,5,2,N/A,3,4,n/a,6,3,4,4,1,7,7,6,2,,5,5,5,1,3,6,7,7,7,3,4,3,2,2,3,3,3,4,2,0,2,HR,1.1,35-44,Remote,2024-01-15 10:00:00
EMP_00679,2,5,5,4,5,3,3,5,4,3,,7,6,7,4,5,4,3,5,6,8,3,10,1,8,5,4,5,2,5,2,4,3,3,2,No,5,Operations,20.8,18-24,On-site,2024-02-12
EMP_00680,0,2,4,4,4,3,4,4,4,3,6,5,,4,6,4,6,4,5,5,6,10,4,10,8,1,3,4,4,3,4,3,3,4,4,Maybe,6,Marketing,6.4,55+,Remote,2024-01-30
EMP_00681,3,4,1,0,4,3,2,2,1,2,4,,6,5,,4,3,3,6,4,7,6,5,9,9,3,4,4,3,4,2,4,2,2,5,Maybe,4,Finance,2.7,18-24,Hybrid,2024-01-16
EMP_00682,3,3,2,2,4,4,5,4,3,4,4,7,6,5,4,5,4,3,7,6,8,5,6,4,7,5,5,2,3,3,3,1,5,5,3,1,4,Sales,7.4,18-24,Hybrid,2024-01-11
EMP_00683,4,2,5,4,5,5,5,2,5,6,6,4,7,4,5,5,3,2,2,6,6,6,8,7,4,5,4,3,3,4,3,5,5,3,3,Yes,5,Product,4.4,25-34,Remote,2024-01-26
EMP_00684,1,4,4,4,3,5,4,5,N/A,6,2,6,4,5,4,6,4,4,4,,7,6,6,5,10,2,2,2,2,1,3,3,4,4,3,Yes,1,Sales,3.4,45-54,On-site,2024-02-23
EMP_00685,2,2,5,2,1,5,5,2,4,4,3,4,5,4,7,,4,4,,,10,10,9,4,3,5,4,3,2,4,2,1,1,4,1,1,7,HR,7.6,35-44,Remote,2024-01-15 10:00:00
EMP_00686,2,3,5,3,5,5,3,5,4,2,7,5,3,,5,,4,5,3,4,7,8,7,5,8,3,4,4,2,1,3,4,4,3,2,No,3,Sales,2.8,35-44,Hybrid,2024-01-15 10:00:00
EMP_00687,2,4,1,4,4,n/a,3,3,4,4,3,5,2,3,3,5,6,3,5,6,5,7,5,7,6,4,2,5,2,3,3,2,4,4,4,Yes,2,Sales,1.9,25-34,Remote,2024-01-15 10:00:00
EMP_00688,4,Don't know,4,4,4,4,4,4,4,4,4,4,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,yes,5,Marketing,0.0,18-24,Hybrid,2024-01-15 10:00:00
EMP_00689,5,3,2,5,N/A,4,3,4,3,3,5,5,4,4,4,7,4,5,4,4,7,9,7,8,5,4,3,2,4,3,2,5,3,4,4,yes,6,Marketing,2.7,25-34,On-site,2024-01-06
EMP_00690,4,3,3,3,4,1,2,4,3,4,4,6,3,4,4,3,4,,,4,6,6,6,7,8,4,5,4,3,2,5,4,3,5,3,Yes,5,HR,2.6,18-24,Hybrid,2024-01-09
EMP_00691,5,3,5,3,4,2,2,5,5,5,2,6,6,5,3,3,4,6,5,4,7,10,7,4,5,2,2,4,4,5,3,4,2,4,4,no,7,Sales,0.0,55+,Hybrid,2024-01-15 10:00:00
EMP_00692,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,no,7,Finance,0.8,18-24,Remote,2024-02-15
EMP_00693,5,5,5,4,3,3,5,5,3,1,3,7,6,5,,6,,,5,4,2,6,5,3,6,1,4,3,4,3,2,3,5,3,3,No,4,HR,2.1,25-34,On-site,2024-01-15 10:00:00
EMP_00694,3,3,5,4,3,N/A,2,5,3,3,5,4,5,4,2,6,3,4,4,7,1,3,10,3,6,1,2,3,5,2,3,4,4,2,5,yes,7,Legal,0.4,55+,Remote,2024-01-08
EMP_00695,3,3,3,3,3,?,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,no,7,Marketing,1.7,55+,Hybrid,2024-01-21
EMP_00696,4,3,4,3,3,3,2,3,4,4,6,6,4,5,4,3,4,4,6,6,8,3,6,6,4,4,5,3,2,2,3,3,4,3,4,Yes,2,Marketing,2.4,18-24,Hybrid,2024-01-15 10:00:00
EMP_00697,4,3,4,2,3,4,4,3,2,4,3,6,4,4,3,2,4,3,7,,7,8,10,10,7,3,5,4,4,5,3,4,3,5,4,Yes,7,Legal,0.3,35-44,On-site,2024-01-30
EMP_00698,5,4,NA,2,2,5,3,3,5,3,5,5,4,3,,2,2,4,4,,0,4,6,8,3,3,5,4,4,2,2,1,3,4,3,yes,6,Legal,4.0,25-34,Hybrid,2024-02-08
EMP_00699,2,3,3,?,Don't know,4,4,5,4,3,6,2,3,5,,7,5,2,5,7,9,1,3,9,6,5,5,4,4,4,3,2,3,3,4,1,6,Product,3.0,45-54,Hybrid,2024-01-15 10:00:00
EMP_00700,3,4,3,2,4,3,4,4,4,6,3,7,5,7,7,5,,7,6,5,7,5,10,4,7,4,4,4,4,1,4,4,3,3,1,Yes,3,Finance,5.5,55+,Remote,2024-01-15 10:00:00
EMP_00701,4,2,4,0,4,4,4,4,N/A,3,6,,3,6,5,3,4,4,3,7,4,8,7,6,3,4,4,3,2,3,5,3,3,2,4,yes,4,Operations,14.4,25-34,On-site,2024-01-15 10:00:00
EMP_00702,2,5,3,2,4,7,5,6,4,4,,4,4,2,7,2,,5,5,3,8,3,4,10,8,5,1,2,3,5,4,3,3,3,3,yes,3,Legal,3.7,55+,On-site,2024-01-15
EMP_00703,2,3,2,4,4,3,2,3,4,4,3,4,5,1,3,4,7,7,2,2,9,7,10,10,9,5,3,3,4,5,5,5,4,4,4,no,4,Operations,2.7,45-54,Hybrid,2024-01-15 10:00:00
EMP_00704,?,3,Don't know,4,3,5,4,4,3,2,7,3,6,5,4,5,3,5,3,4,10,1,6,10,8,5,3,2,3,3,3,3,1,5,5,Maybe,6,Finance,2.8,35-44,Remote,2024-02-23
EMP_00705,3,3,3,4,5,5,4,2,4,3,4,3,3,2,6,5,6,2,6,3,8,5,2,8,9,2,4,5,3,2,1,5,4,1,5,1,7,Finance,1.3,35-44,On-site,2024-02-27
EMP_00706,4,4,3,4,5,3,4,2,4,3,4,7,6,5,3,4,4,4,,3,7,4,9,7,10,5,1,2,3,4,2,2,5,2,5,Maybe,7,Marketing,8.7,45-54,Hybrid,2024-01-15 10:00:00
EMP_00707,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,No,6,Engineering,0.4,18-24,Remote,2024-01-15 10:00:00
EMP_00708,2,3,4,3,4,4,4,4,4,3,,6,6,5,6,4,3,5,4,6,7,7,4,6,9,3,4,4,2,4,4,3,3,5,3,No,1,Engineering,7.9,55+,Hybrid,2024-02-14
EMP_00709,1,2,3,4,5,5,5,4,3,4,4,7,6,6,,3,7,,4,3,2,4,8,9,3,4,4,4,4,3,3,2,5,4,3,1,5,Product,3.5,55+,Hybrid,2024-01-12
EMP_00710,2,1,5,5,4,4,4,4,4,3,5,6,5,3,3,7,6,3,6,4,9,4,7,9,6,4,4,5,5,3,1,5,4,2,4,Yes,1,Engineering,3.9,35-44,Remote,2024-01-15 10:00:00
EMP_00711,2,4,3,4,?,3,4,5,6,2,3,4,5,3,5,5,6,3,3,,4,7,6,9,6,4,3,2,4,2,5,4,2,3,4,Maybe,2,Sales,5.4,35-44,On-site,2024-01-17
EMP_00712,4,2,2,3,4,3,4,3,4,4,2,5,5,5,3,4,5,5,5,6,10,6,9,8,9,2,3,3,5,3,4,4,2,2,3,yes,1,Product,4.5,25-34,Hybrid,2024-01-15 10:00:00
EMP_00713,4,3,3,3,4,4,5,4,5,4,3,6,5,5,7,,1,5,5,4,6,6,7,5,7,4,3,4,4,3,4,4,2,4,4,yes,6,HR,3.4,45-54,Hybrid,2024-02-15
EMP_00714,4,2,5,5,3,3,4,5,4,4,,7,5,3,4,7,2,4,4,4,6,6,10,0,8,4,2,5,4,2,3,4,2,3,4,yes,3,Product,0.9,18-24,On-site,2024-02-06
EMP_00715,3,3,3,N/A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,No,3,Legal,2.1,25-34,Hybrid,2024-01-15 10:00:00
EMP_00716,4,4,4,4,4,4,4,4,4,4,4,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,1,Operations,2.3,35-44,On-site,2024-01-29
EMP_00717,5,4,5,4,3,5,3,3,4,3,6,6,,2,3,3,,3,4,4,3,7,9,10,3,5,3,4,2,1,3,5,5,5,3,yes,5,Engineering,0.2,55+,Remote,2024-01-15 10:00:00
EMP_00718,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,1,Marketing,6.2,25-34,Remote,2024-02-19
EMP_00719,5,2,5,5,4,2,4,3,4,N/A,6,4,2,3,7,,5,,4,3,4,1,8,5,5,1,4,4,3,3,4,3,3,3,2,yes,3,HR,0.4,25-34,Hybrid,2024-02-01
EMP_00720,5,4,5,3,3,5,4,3,3,3,4,3,7,6,6,7,5,7,3,5,8,5,9,5,8,3,3,3,3,3,2,4,3,5,3,Yes,4,Finance,2.9,35-44,Hybrid,2024-01-15 10:00:00
EMP_00721,5,4,3,3,6,4,N/A,3,5,3,,3,4,,,6,2,5,3,3,6,5,7,7,7,3,5,5,3,3,5,5,4,5,4,0,4,Sales,0.5,18-24,On-site,2024-01-21
EMP_00722,4,4,4,3,4,3,4,4,3,3,3,3,7,2,4,6,3,1,6,3,6,4,8,3,6,2,5,5,2,3,4,3,4,4,3,yes,2,Operations,22.2,55+,Hybrid,2024-01-15 10:00:00
EMP_00723,5,4,2,3,0,2,4,3,5,?,2,6,4,3,5,5,5,3,4,4,10,5,9,9,6,4,3,4,4,2,4,4,5,5,1,1,2,Product,5.4,45-54,Hybrid,2024-01-22
EMP_00724,4,3,3,5,?,4,n/a,5,4,2,5,5,6,5,4,5,4,,1,2,8,8,5,6,0,3,4,3,5,3,2,4,2,2,3,No,2,HR,1.0,35-44,Hybrid,2024-01-15 10:00:00
EMP_00725,4,?,5,3,4,4,4,4,4,3,5,5,4,5,2,3,4,7,5,4,8,3,1,3,6,2,5,4,4,1,4,3,2,2,4,Yes,5,Engineering,0.7,35-44,Remote,2024-01-21
EMP_00726,4,4,4,5,3,4,4,4,3,3,5,3,,4,6,6,5,4,4,,6,7,10,6,7,4,1,3,3,3,4,3,3,5,3,No,3,Legal,3.6,18-24,Remote,2024-01-01
EMP_00727,2,4,5,4,5,Don't know,3,4,3,5,7,5,5,2,4,5,4,2,7,7,4,6,2,4,10,2,2,2,3,3,2,4,3,4,3,Yes,1,Sales,1.5,45-54,Hybrid,2024-01-15 10:00:00
EMP_00728,5,3,5,2,4,5,2,5,3,4,6,3,6,4,5,5,5,,2,6,7,8,10,8,4,5,4,5,5,3,3,5,1,4,4,Maybe,7,Operations,8.4,45-54,Hybrid,2024-01-03
EMP_00729,5,3,3,4,5,2,4,3,7,3,4,2,3,5,3,5,4,6,5,7,4,9,9,2,5,3,5,2,4,5,2,4,3,3,5,yes,6,Sales,6.1,35-44,Hybrid,2024-01-15 10:00:00
EMP_00730,N/A,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Maybe,2,Engineering,3.5,18-24,Hybrid,2024-01-15 10:00:00
EMP_00731,5,3,3,4,2,4,4,4,3,2,5,2,4,5,6,2,7,5,,5,10,6,4,8,6,5,3,4,2,3,3,1,3,2,4,Yes,7,Finance,7.2,35-44,Hybrid,2024-02-07
EMP_00732,4,4,NA,2,1,NA,1,4,3,4,4,,4,3,6,6,5,5,4,5,8,6,9,4,5,5,3,2,3,5,2,2,5,2,4,No,7,HR,0.2,45-54,Hybrid,2024-01-15 10:00:00
EMP_00733,5,5,?,5,3,4,2,3,4,?,5,7,6,3,6,4,2,5,5,5,3,6,10,1,9,2,4,5,3,2,3,3,4,3,3,no,5,Finance,16.3,18-24,Remote,2024-01-15 10:00:00
EMP_00734,3,3,4,3,4,3,n/a,4,NA,1,6,4,2,6,5,6,5,6,4,4,3,10,7,10,3,3,5,4,3,2,2,3,3,4,3,Maybe,7,Sales,2.1,35-44,Hybrid,2024-01-15 10:00:00
EMP_00735,n/a,4,3,7,3,3,5,4,5,N/A,5,5,4,4,5,5,4,7,4,7,8,8,9,7,8,3,5,2,3,4,3,3,4,3,4,no,7,Legal,9.9,18-24,Remote,2024-01-15 10:00:00
EMP_00736,3,5,2,2,5,Don't know,4,3,3,2,5,5,5,1,4,2,7,3,5,5,5,5,7,3,4,1,5,5,5,3,3,3,5,4,2,Maybe,7,Marketing,3.4,45-54,Hybrid,2024-01-24
EMP_00737,3,2,3,5,5,4,0,4,2,3,6,4,6,2,,7,,5,2,4,4,3,5,10,5,3,3,4,3,4,2,4,4,1,5,yes,5,HR,1.0,45-54,On-site,2024-02-19
EMP_00738,5,2,3,5,4,5,2,3,2,4,4,,4,4,5,7,5,7,5,4,6,4,4,5,3,4,2,1,5,2,3,3,4,3,3,Maybe,4,Engineering,6.4,45-54,Remote,2024-01-15 10:00:00
EMP_00739,4,4,3,4,2,5,5,3,3,3,4,4,3,4,3,5,2,5,7,3,7,10,6,5,5,3,3,5,4,4,4,2,3,5,4,1,2,Legal,0.7,18-24,Hybrid,2024-02-03
EMP_00740,5,4,4,4,3,2,5,3,2,3,4,3,1,4,7,6,4,7,5,4,10,9,7,5,6,4,2,4,3,5,2,3,2,5,4,no,6,Product,9.8,35-44,On-site,2024-01-15 10:00:00
EMP_00741,3,2,3,2,5,4,5,5,4,3,4,4,4,3,4,5,2,7,4,4,5,4,10,8,8,3,4,4,5,5,4,4,4,5,4,yes,4,Product,1.8,18-24,Hybrid,2024-01-15
EMP_00742,4,2,1,4,3,3,5,2,4,5,4,7,4,4,6,4,6,3,3,5,6,10,5,6,8,3,4,4,4,4,2,3,5,2,1,0,7,Finance,5.0,18-24,Remote,2024-01-24
EMP_00743,4,4,4,3,4,3,5,3,4,4,7,6,6,5,7,6,3,5,4,5,9,7,9,10,7,1,5,3,3,5,4,2,5,3,2,Yes,1,Product,5.9,35-44,On-site,2024-01-28
EMP_00744,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,no,5,Product,1.3,55+,On-site,2024-01-15 10:00:00
EMP_00745,Don't know,4,6,4,4,5,2,3,5,5,4,3,,5,4,2,3,5,7,2,6,3,10,4,7,4,4,4,3,4,3,3,4,3,4,0,3,Legal,7.6,55+,Remote,2024-01-09
EMP_00746,3,3,5,3,3,3,3,3,3,3,2,5,5,5,5,4,5,3,6,3,10,8,6,8,5,5,5,5,3,3,1,4,2,3,5,no,5,Sales,0.7,25-34,On-site,2024-01-24
EMP_00747,4,3,5,3,4,2,5,3,N/A,4,3,7,2,5,4,4,6,6,,1,5,7,9,8,5,3,5,5,2,5,4,3,2,3,4,1,1,Finance,3.8,25-34,On-site,2024-01-15 10:00:00
EMP_00748,3,5,3,2,2,1,5,3,4,5,5,5,7,5,4,4,7,2,6,6,8,4,8,6,7,2,4,4,4,2,1,4,4,3,4,No,1,Finance,8.6,55+,Hybrid,2024-01-15 10:00:00
EMP_00749,4,3,NA,3,4,3,2,4,4,4,,5,5,5,4,5,2,4,5,6,6,7,6,8,3,4,3,4,5,3,4,3,4,2,4,Yes,4,Sales,3.0,18-24,Hybrid,2024-02-20
EMP_00750,4,3,5,3,3,2,4,4,3,2,7,4,4,3,3,6,7,6,5,,7,10,3,9,4,2,3,4,2,4,4,4,5,3,2,0,5,HR,3.1,35-44,Remote,2024-02-19
EMP_00751,5,4,4,3,2,3,4,4,4,3,7,5,4,2,4,5,3,,3,2,10,4,3,10,7,5,4,3,2,2,4,2,3,2,3,Maybe,7,Product,3.4,18-24,On-site,2024-02-16
EMP_00752,3,3,3,3,4,3,5,3,5,4,,6,5,5,2,5,2,6,3,7,7,7,5,6,7,2,2,5,2,4,5,4,5,2,4,Maybe,3,Sales,0.9,35-44,On-site,2024-01-20
EMP_00753,3,3,4,3,2,4,4,3,3,4,4,4,3,4,4,3,,5,5,5,9,7,8,3,4,1,4,5,2,5,3,2,5,4,3,No,6,Marketing,3.2,35-44,Remote,2024-02-06
EMP_00754,4,4,4,4,4,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Yes,7,HR,8.2,55+,Hybrid,2024-01-28
EMP_00755,6,4,4,4,2,3,2,N/A,3,4,6,4,5,5,3,6,5,2,5,6,6,10,6,2,9,2,5,5,2,3,2,2,5,3,2,Maybe,4,Marketing,0.2,35-44,Hybrid,2024-01-15 10:00:00
EMP_00756,4,3,4,4,4,4,5,2,2,3,,4,5,5,6,2,5,2,4,4,4,7,4,4,6,5,3,2,4,5,3,5,2,5,1,no,1,Engineering,9.9,25-34,On-site,2024-01-15 10:00:00
EMP_00757,3,3,4,2,N/A,5,0,5,3,4,7,7,6,5,5,4,6,7,4,4,8,7,2,5,2,4,3,3,3,5,5,2,4,5,4,Maybe,6,Engineering,1.1,18-24,Hybrid,2024-01-08
EMP_00758,4,4,4,4,4,4,4,4,4,4,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Yes,1,Marketing,1.2,55+,Hybrid,2024-01-15 10:00:00
EMP_00759,5,3,4,5,5,4,4,3,5,3,4,3,2,4,4,4,5,4,,5,8,8,6,6,9,4,3,3,2,3,2,2,5,4,3,yes,2,Legal,0.8,25-34,Hybrid,2024-01-08
EMP_00760,5,4,2,NA,n/a,2,4,Don't know,4,2,5,4,5,4,7,4,5,4,4,4,7,7,5,6,8,3,2,5,2,3,1,3,1,4,3,1,7,Product,4.1,55+,Hybrid,2024-01-15 10:00:00
EMP_00761,5,3,4,5,4,2,4,3,5,4,3,5,1,5,4,2,7,,5,,8,7,6,8,6,5,1,4,2,5,4,2,4,3,2,Maybe,5,Sales,4.0,45-54,Remote,2024-01-15 10:00:00
EMP_00762,?,3,4,3,2,5,4,5,4,2,4,,2,6,3,7,6,5,5,3,5,10,4,10,9,3,3,3,4,5,3,5,3,5,5,Yes,4,Sales,2.6,35-44,On-site,2024-02-18
EMP_00763,4,4,4,4,2,4,4,4,4,3,2,3,6,1,,3,5,4,6,4,6,7,4,7,8,2,2,3,5,1,1,5,5,4,4,Maybe,5,Legal,0.1,18-24,Hybrid,2024-02-13
EMP_00764,4,1,3,4,3,4,4,4,3,2,6,5,5,4,4,,5,5,2,5,7,10,4,10,4,5,3,4,2,1,3,4,2,2,4,No,7,Finance,1.4,45-54,Hybrid,2024-01-07
EMP_00765,4,4,4,4,4,4,4,Don't know,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,1,Engineering,5.1,55+,Remote,2024-02-27
EMP_00766,0,3,3,3,3,1,4,4,2,5,6,4,2,7,7,7,3,4,2,4,8,7,10,1,7,5,3,4,3,3,4,3,1,4,5,yes,6,HR,4.1,55+,Remote,2024-02-03
EMP_00767,4,2,4,5,2,4,3,3,5,4,4,,4,4,3,7,,5,4,3,3,5,10,8,5,2,3,2,3,4,2,3,3,3,4,0,2,HR,0.2,55+,Hybrid,2024-01-22
EMP_00768,3,4,3,5,4,5,4,3,5,5,4,4,4,6,6,5,6,3,4,4,10,7,6,8,0,3,4,3,5,5,3,3,4,4,1,no,5,HR,0.6,35-44,On-site,2024-01-15 10:00:00
EMP_00769,2,4,2,4,6,4,2,4,4,5,6,4,5,6,4,7,6,7,2,6,2,10,7,5,4,3,4,5,3,4,1,2,3,2,4,No,3,Sales,14.1,18-24,On-site,2024-01-05
EMP_00770,2,4,1,5,4,0,4,4,2,3,5,4,6,3,7,5,2,3,3,3,9,3,9,6,8,2,1,2,3,3,5,5,3,5,5,1,6,Sales,0.8,18-24,On-site,2024-01-15 10:00:00
EMP_00771,4,2,5,5,5,2,2,5,5,2,4,4,3,,4,3,1,7,4,6,7,6,7,5,6,2,3,3,5,1,3,2,4,5,4,Maybe,2,Finance,1.4,45-54,On-site,2024-01-09
EMP_00772,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,No,3,Operations,5.9,35-44,Hybrid,2024-02-06
EMP_00773,3,N/A,7,4,4,5,5,4,3,5,4,7,7,3,7,2,3,5,3,4,8,2,6,9,5,5,2,4,2,3,3,3,1,3,3,0,4,Product,0.4,45-54,Remote,2024-02-10
EMP_00774,4,4,4,2,5,2,4,3,3,4,4,1,5,5,,6,7,,3,5,6,5,6,8,9,4,3,1,2,2,3,3,3,2,4,No,7,Legal,5.5,45-54,Hybrid,2024-02-23
EMP_00775,5,4,3,4,4,3,4,2,2,3,3,4,6,5,6,3,1,,3,2,5,8,3,6,10,2,3,4,2,3,4,5,2,3,4,no,6,Operations,3.1,55+,On-site,2024-01-15 10:00:00
EMP_00776,2,2,3,5,4,4,3,3,5,3,4,4,2,2,2,2,6,,4,6,8,10,10,2,7,4,2,4,5,4,5,3,5,3,5,Maybe,3,Finance,4.0,55+,Remote,2024-01-15 10:00:00
EMP_00777,7,4,n/a,3,5,4,5,3,3,3,4,6,2,3,7,4,4,6,5,5,8,8,4,8,8,4,1,1,5,2,3,3,5,5,4,no,4,Sales,3.0,18-24,On-site,2024-01-19
EMP_00778,3,5,3,5,3,3,5,3,4,3,5,5,6,5,6,4,3,3,,2,7,8,4,6,10,4,2,4,3,2,5,3,4,3,4,yes,5,Operations,3.3,45-54,Hybrid,2024-01-08
EMP_00779,7,4,4,3,5,5,1,2,4,4,2,5,3,4,7,,6,4,4,5,6,6,6,7,3,4,3,2,3,4,2,3,3,5,4,yes,3,Operations,11.5,25-34,Remote,2024-01-15 10:00:00
