shipment_id,order_date,ship_date,delivery_date,carrier,origin_city,destination_city,product_id,product_category,weight,quantity,shipping_cost,delivery_status,days_in_transit,on_time,damage_reported,tracking_number,customer_id,region,priority
SHP-231395,2024-06-19,2024-06-21,2024-07-06,UPS,New York,Boston,SKU-30366,Medical,440.88,86,54.52,TRANSIT,15,0,False,1Z5695968748,CUST-42847,Southwest,Standard
SHP-603142,2024-02-06,2024-02-07,2024-02-21,ups,Chicago,Minneapolis,SKU-50823,Auto,339.45,7,240.86,In Transit,14,Yes,False,1Z2676888270,CUST-42958,Midwest,Low
SHP-566082,2022-04-07,2022-04-10,2022-04-17,dhl,Houston,Las Vegas,SKU-57512,Furniture,133.64,76,312.46,delivered,7,No,False,1Z9882153798,CUST-16698,South,URGENT
SHP-421688,2023-08-09,2023-08-13,2023-08-21,FedEx,Atlanta,Detroit,SKU-35936,Food,261.29,13,706.71,Delivered,8,no,0,1Z3892976698,CUST-96765,Southwest,High
SHP-160881,2023-06-14,2023-06-17,2023-07-06,ups,Houston,Boston,SKU-43241,Electronics,408.85,62,723.37,In Transit,19,N,True,1Z4534128717,CUST-98073,Southwest,URGENT
SHP-149444,2022-12-09,2022-12-11,2022-12-30,UPS,Phoenix,Austin,SKU-39982,Industrial,102.96,8,15.6,delivered,19,No,True,1Z6380166055,CUST-23845,West,Standard
SHP-458000,2023-08-27,2023-08-31,2023-09-10,Federal Express,Atlanta,Boston,SKU-84964,Furniture,454.49,10,364.56,Returned,10,Y,False,1Z2790885225,CUST-13112,West,Medium
SHP-845230,2023-01-17,2023-01-21,2023-01-31,UPS,Los Angeles,Austin,SKU-39577,Clothing,256.93,84,771.84,Delivered,10,No,False,1Z8445071516,CUST-88173,Southwest,Standard
SHP-195435,2022-02-02,2022-02-05,2022-02-18,ups,Dallas,Seattle,SKU-18848,Medical,458.14,9,559.07,in_transit,13,1,True,1Z8251513977,CUST-89280,Southwest,standard
SHP-243319,2023-01-13,2023-01-14,2023-01-18,fedex,Phoenix,Denver,SKU-96187,Furniture,186.88,32,178.01,Delivered,4,No,False,,CUST-70207,Northeast,Medium
SHP-428092,2022-11-02,2022-11-05,2022-11-11,UPS,Los Angeles,Seattle,SKU-85689,Furniture,405.97,51,75.55,Delivered,6,Y,0,,CUST-21328,West,Standard
SHP-608817,2022-12-13,2022-12-16,2022-12-14,FedEx,Miami,Austin,SKU-39361,Furniture,251.11,46,552.41,Del.,7,1,False,1Z6521239044,CUST-40137,Midwest,High
SHP-545870,2024-04-26,2024-04-27,2024-05-07,UPS,New York,Las Vegas,SKU-85057,Electronics,34.65,86,750.07,In Transit,10,Yes,False,1Z6295425923,CUST-36601,West,URGENT
SHP-941125,2023-09-02,2023-09-05,2023-09-22,FedEx,Miami,Austin,SKU-74423,Auto,287.74,64,538.74,returned,17,Yes,False,1Z9180280969,CUST-70370,Northeast,High
SHP-612336,2022-12-10,2022-12-11,2022-12-07,UPS,Miami,Denver,SKU-79142,Medical,252.1,61,500.52,In Transit,15,Y,False,1Z5937675408,CUST-25647,Northeast,Standard
SHP-290802,2023-11-06,2023-11-08,2023-11-28,DHL,New York,Minneapolis,SKU-56792,Electronics,267.37,93,647.48,delivered,20,yes,False,1Z9773163448,CUST-10405,Northeast,Medium
SHP-497171,2024-04-02,2024-04-06,2024-04-19,Federal Express,Houston,Detroit,SKU-55508,Industrial,293.37,48,183.9,delivered,13,yes,False,1Z8962063970,CUST-68122,Southwest,standard
SHP-946646,2024-01-24,2024-01-27,2024-02-11,FedEx,Miami,Austin,SKU-23377,Clothing,312.33,18,89.28,delivered,15,0,False,1Z5811195847,CUST-76468,Northeast,Low
SHP-770840,2022-12-20,2022-12-22,2023-01-01,Federal Express,Miami,Minneapolis,SKU-31144,Auto,1096.73,37,326.9,DELIVERED,10,no,,1Z1545561163,CUST-58440,West,High
SHP-102927,2023-03-10,2023-03-14,2023-03-30,FedEx,Chicago,Seattle,SKU-53863,Auto,192.05,59,606.08,Delivered,16,yes,False,1Z7773360085,CUST-30353,Midwest,standard
SHP-872017,2024-01-08,2024-01-09,2024-01-14,UPS,Phoenix,Boston,SKU-75517,Auto,688.24,2,260.8,Delivered,5,N,False,,CUST-36981,South,Low
SHP-491627,2023-01-13,2023-01-14,2023-01-17,DHL,Los Angeles,Denver,SKU-16671,Industrial,162.68,93,395.4,Delivered,3,Yes,False,,CUST-45993,West,Medium
SHP-965160,2023-01-13,2023-01-14,2023-01-20,Federal Express,Atlanta,Boston,SKU-55489,Clothing,823.23,21,305.7,In Transit,6,Yes,False,1Z2332310840,CUST-91963,Northeast,URGENT
SHP-961698,2022-11-14,2022-11-18,2022-11-28,USPS,Miami,Boston,SKU-60462,Food,393.21,30,412.83,DELIVERED,10,0,True,1Z6420805207,CUST-74683,Midwest,standard
SHP-691388,2022-07-27,2022-07-31,2022-08-19,UPS,New York,Seattle,SKU-44016,Auto,597.32,33,702.79,Delivered,19,No,False,1Z1410081950,CUST-53653,Northeast,Low
SHP-673240,2022-10-30,2022-11-03,2022-11-11,UPS,Miami,Minneapolis,SKU-73492,Auto,393.13,85,15.52,D,8,No,,1Z7307201829,CUST-95446,Midwest,Low
SHP-328941,2023-02-03,2023-02-05,2023-02-22,DHL,Phoenix,Portland,SKU-52960,Furniture,381.02,21,721.79,In Transit,17,yes,False,1Z3461653789,CUST-70421,South,URGENT
SHP-708271,2023-05-20,2023-05-21,2023-06-07,FedEx,Dallas,Detroit,SKU-41909,Medical,449.62,56,134.96,In Transit,17,no,False,1Z6937131034,CUST-66796,Midwest,URGENT
SHP-876963,2024-01-13,2024-01-15,2024-01-25,DHL,Houston,Minneapolis,SKU-88267,Food,426.65,47,107.45,Delivered,10,0,False,1Z1774531174,CUST-22677,Midwest,standard
SHP-687163,2022-10-02,2022-10-04,2022-10-15,UPS,Miami,Denver,SKU-41037,Medical,617.4,57,791.45,Pending,11,Yes,False,1Z7915642189,CUST-76355,Northeast,URGENT
SHP-192517,2024-03-21,2024-03-25,2024-04-13,DHL,Atlanta,Minneapolis,SKU-83905,Electronics,327.48,33,456.28,In Transit,19,No,True,1Z1580525452,CUST-17661,West,Medium
SHP-398356,2023-04-20,2023-04-24,2023-05-11,UPS,Atlanta,Portland,SKU-16022,Clothing,490.9,54,257.36,Delivered,17,Yes,False,1Z5979960339,CUST-72601,Northeast,URGENT
SHP-427048,2022-11-07,2022-11-11,2022-11-17,FedEx,New York,Boston,SKU-38681,Industrial,1069.59,20,654.94,in_transit,6,yes,False,1Z5907569028,CUST-67276,Southwest,Low
SHP-982494,2024-04-26,2024-04-29,2024-05-08,ups,Houston,Seattle,SKU-36487,Clothing,354.3,68,403.22,Delivered,9,Yes,False,1Z3237626063,CUST-40167,South,High
SHP-194669,2022-12-18,2022-12-20,2022-12-24,FedEx,Miami,Boston,SKU-72248,Furniture,230.11,82,756.37,Pending,4,Y,False,1Z4805785299,CUST-43094,Midwest,URGENT
SHP-313486,2023-11-09,2023-11-13,2023-11-24,dhl,New York,Portland,SKU-39506,Industrial,178.38,65,788.52,Delivered,11,1,False,1Z3955015830,CUST-59070,South,Medium
SHP-748878,2024-05-10,2024-05-11,2024-05-07,DHL,Dallas,Detroit,SKU-65218,Medical,1056.17,7,193.33,delivered,20,No,0,1Z9797072522,CUST-20923,West,URGENT
SHP-271020,2022-04-11,2022-04-12,2022-04-20,FedEx,Los Angeles,Minneapolis,SKU-34554,Industrial,376.15,10,754.85,Del.,8,Y,False,1Z9823014777,CUST-42050,Northeast,Medium
SHP-262214,2022-08-24,2022-08-28,2022-09-09,DHL,New York,Boston,SKU-17996,Auto,58.37,18,56.97,delivered,12,1,False,1Z6115392136,CUST-85844,South,Low
SHP-589583,2022-07-08,2022-07-10,2022-07-15,DHL,Los Angeles,Detroit,SKU-66049,Industrial,207.54,64,490.2,DELIVERED,5,Y,False,1Z3390877933,CUST-37883,West,Standard
SHP-923727,2022-12-12,2022-12-16,2023-01-05,USPS,Miami,Minneapolis,SKU-39523,Industrial,183.51,3,367.49,Delivered,20,Yes,False,,CUST-24460,Southwest,Standard
SHP-389152,2022-03-09,2022-03-12,2022-04-01,FedEx,New York,Las Vegas,SKU-27634,Industrial,392.03,99,515.71,Returned,20,0,False,1Z7041844160,CUST-79309,Northeast,Low
SHP-315935,2022-04-02,2022-04-06,2022-04-18,DHL,New York,Minneapolis,SKU-16094,Auto,302.34,20,209.27,Delivered,12,Y,True,1Z5371559768,CUST-44927,West,Standard
SHP-938825,2024-03-22,2024-03-23,2024-04-09,usps,Chicago,Detroit,SKU-88015,Electronics,272.24,28,700.21,Delivered,17,N,False,,CUST-31101,Southwest,Standard
SHP-816640,2023-12-16,2023-12-19,2023-12-17,FedEx,Houston,Portland,SKU-24283,Clothing,123.26,74,406.22,Pending,11,1,False,1Z8042324713,CUST-72173,South,Low
SHP-272876,2022-09-24,2022-09-25,2022-10-05,FedEx,Phoenix,Austin,SKU-29304,Furniture,560.02,19,780.85,delivered,10,N,False,1Z6076304944,CUST-97774,Midwest,standard
SHP-363192,2023-03-09,2023-03-12,2023-03-28,dhl,Phoenix,Detroit,SKU-11851,Food,461.03,98,525.32,PENDING,16,yes,False,1Z8797551571,CUST-10671,South,URGENT
SHP-777334,2022-05-14,2022-05-16,2022-06-01,usps,Houston,Las Vegas,SKU-54025,Clothing,335.22,58,290.86,Delivered,16,N,False,1Z4083303620,CUST-21070,Southwest,Low
SHP-319933,2024-03-13,2024-03-17,2024-03-28,FedEx,Dallas,Detroit,SKU-26416,Electronics,407.64,69,235.07,Delivered,11,yes,False,1Z5910593253,CUST-36928,West,URGENT
SHP-382536,2023-10-09,2023-10-13,2023-10-17,USPS,Atlanta,Boston,SKU-93975,Electronics,23.26,50,369.69,Delivered,4,yes,False,1Z8028314452,CUST-48412,Northeast,High
SHP-263346,2023-05-11,2023-05-13,2023-05-24,United Parcel Service,Phoenix,Austin,SKU-47644,Industrial,400.94,47,333.09,TRANSIT,11,Yes,False,1Z6098862704,CUST-65783,Northeast,URGENT
SHP-377101,2022-07-16,2022-07-19,2022-08-05,FedEx,Chicago,Boston,SKU-83694,Auto,866.7,77,439.26,delivered,17,no,True,1Z2581086670,CUST-75907,Midwest,URGENT
SHP-241565,2022-07-05,2022-07-08,2022-07-20,usps,New York,Minneapolis,SKU-90583,Auto,333.26,85,147.15,Returned,12,0,False,1Z8553152126,CUST-91947,West,URGENT
SHP-777036,2023-05-07,2023-05-08,2023-05-22,FedEx,Los Angeles,Boston,SKU-56401,Food,357.71,14,47.29,In Transit,14,1,False,1Z2625274434,CUST-81703,Northeast,High
SHP-841464,2023-09-29,2023-10-01,2023-10-07,DHL,Los Angeles,Portland,SKU-12254,Auto,824.09,50,746.0,returned,6,0,False,1Z2474719566,CUST-90326,Southwest,High
SHP-321039,2022-08-16,2022-08-17,2022-08-20,FedEx,Atlanta,Portland,SKU-54501,Furniture,206.81,59,336.17,Delivered,3,Yes,False,,CUST-92676,Southwest,Low
SHP-947436,2022-06-20,2022-06-24,2022-07-04,ups,Miami,Boston,SKU-68222,Medical,17.85,16,274.19,Delivered,10,Yes,False,1Z4118969268,CUST-20421,West,Medium
SHP-170749,2023-05-27,2023-05-30,2023-06-06,UPS,Chicago,Seattle,SKU-17315,Industrial,738.92,37,160.06,in_transit,7,No,False,1Z2768448852,CUST-37029,Southwest,Medium
SHP-369088,2023-02-14,2023-02-15,2023-03-02,DHL,New York,Detroit,SKU-44409,Electronics,30.65,8,686.46,PENDING,15,No,False,1Z7770432163,CUST-16507,South,Standard
SHP-191357,2022-07-02,2022-07-03,2022-07-18,usps,New York,Portland,SKU-95420,Furniture,329.18,16,492.88,In Transit,15,No,False,1Z5911380210,CUST-27697,Northeast,standard
SHP-892146,2023-08-05,2023-08-09,2023-08-20,UPS,Miami,Denver,SKU-21985,Industrial,399.17,13,283.81,D,11,no,True,1Z5375051110,CUST-22885,West,Medium
SHP-142261,2022-02-01,2022-02-02,2022-02-15,dhl,Chicago,Austin,SKU-18151,Electronics,388.21,14,414.44,delivered,13,yes,False,1Z3032222007,CUST-11027,Southwest,standard
SHP-444583,2024-01-02,2024-01-04,2024-01-18,ups,Los Angeles,Detroit,SKU-37969,Industrial,639.36,41,374.04,In Transit,14,Y,False,1Z3186445801,CUST-62399,Northeast,Medium
SHP-675899,2022-02-02,2022-02-06,2022-02-10,USPS,Miami,Portland,SKU-71116,Electronics,435.94,45,22.93,Delivered,4,no,False,1Z8999208937,CUST-42894,South,Low
SHP-962984,2022-09-03,2022-09-07,2022-09-27,fedex,Chicago,Las Vegas,SKU-31453,Food,972.77,9,334.36,Delivered,20,N,False,,CUST-34568,Northeast,Standard
SHP-695850,2024-06-17,2024-06-18,2024-06-17,FedEx,New York,Denver,SKU-74639,Auto,156.62,10,515.37,Delivered,10,Yes,False,1Z5841276491,CUST-12491,South,URGENT
SHP-601451,2023-09-04,2023-09-06,2023-09-21,UPS,Chicago,Denver,SKU-94982,Electronics,383.58,47,319.53,Delivered,15,Yes,False,1Z6736002456,CUST-60775,South,Medium
SHP-882419,2023-08-05,2023-08-08,2023-08-26,FedEx,New York,Denver,SKU-92033,Clothing,172.24,25,691.17,In Transit,18,0,False,1Z4896805321,CUST-71391,West,Medium
SHP-420431,2022-04-12,2022-04-14,2022-04-25,USPS,Los Angeles,Denver,SKU-65944,Medical,451.57,79,321.95,Delivered,11,yes,False,,CUST-86080,Southwest,URGENT
SHP-748045,2023-09-21,2023-09-25,2023-10-13,FedEx,Chicago,Boston,SKU-16637,Medical,92.66,28,778.68,delivered,18,Y,False,1Z7972423172,CUST-10263,Midwest,Low
SHP-363742,2022-11-24,2022-11-28,2022-12-17,UPS,Atlanta,Detroit,SKU-40291,Industrial,466.31,91,293.58,Delivered,19,no,False,1Z9060107629,CUST-63137,West,Low
SHP-809607,2024-04-20,2024-04-22,2024-04-30,usps,Los Angeles,Portland,SKU-98753,Medical,172.91,41,90.68,Delivered,8,Y,False,,CUST-20380,Southwest,High
SHP-223023,2022-07-30,2022-08-01,2022-08-18,ups,New York,Detroit,SKU-36983,Clothing,437.79,29,9.44,Delivered,17,N,False,1Z1710794712,CUST-79383,Northeast,URGENT
SHP-239663,2024-03-29,2024-04-02,2024-04-11,DHL,Houston,Denver,SKU-31203,Clothing,382.21,47,438.48,Delivered,9,yes,False,1Z4485391340,CUST-70192,Northeast,High
SHP-391983,2023-12-26,2023-12-28,2024-01-07,FedEx,Chicago,Seattle,SKU-35475,Medical,98.78,75,570.06,returned,10,yes,False,1Z3029783819,CUST-16121,Southwest,High
SHP-960988,2022-09-01,2022-09-03,2022-09-02,UPS,Dallas,Austin,SKU-17712,Furniture,211.04,8,408.71,returned,6,1,False,1Z9411086705,CUST-43947,Midwest,Medium
SHP-243747,2022-11-12,2022-11-13,2022-11-28,United Parcel Service,Houston,Seattle,SKU-80172,Industrial,445.91,92,66.91,Delivered,15,Yes,False,,CUST-61044,Midwest,standard
SHP-422956,2023-09-10,2023-09-12,2023-09-30,Federal Express,Atlanta,Las Vegas,SKU-15979,Medical,193.81,12,74.05,TRANSIT,18,No,1,1Z8194211785,CUST-62095,West,standard
SHP-696441,2024-01-16,2024-01-18,2024-01-30,USPS,Los Angeles,Boston,SKU-61244,Clothing,714.41,66,433.41,In Transit,12,yes,False,1Z7011006181,CUST-87039,Northeast,Standard
SHP-758916,2023-10-19,2023-10-23,2023-11-06,DHL,Miami,Boston,SKU-30260,Auto,492.57,22,794.34,delivered,14,yes,False,1Z8367410007,CUST-99579,Midwest,High
SHP-565075,2022-10-04,2022-10-07,2022-10-21,FedEx,Miami,Boston,SKU-74082,Furniture,11.66,27,101.68,Delivered,14,N,False,1Z4379744127,CUST-46962,West,Medium
SHP-504504,2022-08-02,2022-08-05,2022-08-13,USPS,Dallas,Denver,SKU-25496,Furniture,429.66,22,116.35,In Transit,8,Yes,False,1Z8588985050,CUST-46890,South,URGENT
SHP-474650,2024-02-10,2024-02-13,2024-02-27,UPS,Atlanta,Detroit,SKU-48889,Medical,130.97,19,157.16,In Transit,14,No,False,1Z7827138015,CUST-90100,Southwest,standard
SHP-125781,2022-02-06,2022-02-07,2022-02-27,FedEx,Los Angeles,Las Vegas,SKU-52724,Clothing,326.07,81,653.03,PENDING,20,yes,False,1Z7111257391,CUST-78155,West,High
SHP-582860,2022-04-09,2022-04-13,2022-04-25,USPS,Chicago,Detroit,SKU-43325,Furniture,327.18,19,616.52,In Transit,12,Yes,False,1Z2692610503,CUST-47497,Midwest,Medium
SHP-910141,2022-01-03,2022-01-05,2022-01-11,usps,Chicago,Portland,SKU-54862,Medical,1.26,48,187.65,In Transit,6,Y,False,1Z7624006807,CUST-34936,South,Low
SHP-492939,2022-07-13,2022-07-14,2022-07-24,usps,New York,Seattle,SKU-23800,Clothing,73.04,46,190.19,In Transit,10,yes,False,1Z9474945005,CUST-57234,West,High
SHP-214362,2023-05-13,2023-05-17,2023-05-30,FedEx,New York,Boston,SKU-25231,Auto,39.22,78,489.87,In Transit,13,1,False,1Z2323504184,CUST-68313,Southwest,High
SHP-252198,2023-08-07,2023-08-09,2023-08-17,DHL,Houston,Boston,SKU-88325,Medical,707.79,8,660.27,Pending,8,No,False,1Z8820780778,CUST-22358,West,URGENT
SHP-319942,2023-12-28,2023-12-30,2024-01-11,DHL,Phoenix,Denver,SKU-17697,Auto,641.57,69,55.94,Pending,12,No,False,1Z1184468682,CUST-30234,Midwest,URGENT
SHP-283020,2023-10-01,2023-10-04,2023-10-12,UPS,Phoenix,Las Vegas,SKU-23831,Auto,496.33,68,330.45,In Transit,8,Y,False,1Z3972751960,CUST-49486,West,Standard
SHP-193202,2023-05-20,2023-05-22,2023-06-06,ups,Los Angeles,Detroit,SKU-69619,Electronics,765.11,57,732.73,Returned,15,1,False,1Z2515720863,CUST-29238,Northeast,Low
SHP-913802,2024-03-22,2024-03-25,2024-04-13,usps,Phoenix,Boston,SKU-47804,Furniture,770.8,41,650.21,delivered,19,no,False,1Z2437793787,CUST-26548,Southwest,URGENT
SHP-636641,2022-08-10,2022-08-13,2022-08-23,FedEx,Atlanta,Austin,SKU-46123,Industrial,141.56,75,50.91,In Transit,10,Y,False,1Z3258375622,CUST-70655,Midwest,standard
SHP-861495,2024-01-18,2024-01-21,2024-01-30,fedex,Atlanta,Las Vegas,SKU-61088,Food,181.2,90,558.07,Pending,9,N,False,1Z6236038221,CUST-59615,Northeast,standard
SHP-465311,2024-02-26,2024-03-01,2024-03-05,USPS,Phoenix,Portland,SKU-18129,Clothing,870.98,4,785.81,in_transit,4,1,False,1Z9766162551,CUST-32669,Northeast,Medium
SHP-947313,2024-06-26,2024-06-28,2024-07-10,DHL,Miami,Minneapolis,SKU-23759,Food,630.61,51,349.4,Pending,12,Y,,1Z4820739928,CUST-36268,West,Standard
SHP-207805,2024-01-01,2024-01-02,2024-01-17,USPS,Dallas,Las Vegas,SKU-96388,Electronics,147.16,66,782.45,In Transit,15,Yes,False,1Z7764111300,CUST-46432,Midwest,standard
SHP-844539,2022-06-16,2022-06-20,2022-06-23,United Parcel Service,Atlanta,Seattle,SKU-82028,Industrial,248.14,62,646.7,delivered,3,0,False,1Z8863995815,CUST-17766,Northeast,URGENT
SHP-863806,2023-05-21,2023-05-24,2023-06-07,United Parcel Service,Los Angeles,Austin,SKU-74097,Auto,483.25,73,28.57,Pending,14,1,,1Z9148283197,CUST-26628,Northeast,Standard
SHP-557201,2022-05-08,2022-05-11,2022-05-28,USPS,Chicago,Denver,SKU-30384,Electronics,468.63,9,460.76,in_transit,17,no,True,1Z7595326068,CUST-92652,Midwest,standard
SHP-161847,2024-06-27,2024-06-28,2024-07-12,usps,Atlanta,Austin,SKU-27185,Electronics,670.36,16,465.84,delivered,14,No,False,1Z1077472589,CUST-47304,Northeast,Medium
SHP-495129,2024-01-17,2024-01-18,2024-02-07,DHL,Chicago,Portland,SKU-78026,Food,450.09,92,615.93,Returned,20,no,False,1Z7655360916,CUST-13053,West,Medium
SHP-401871,2022-04-13,2022-04-16,2022-04-21,FedEx,Dallas,Las Vegas,SKU-23377,Food,105.16,11,721.97,In Transit,5,Yes,False,1Z4110674573,CUST-85762,Northeast,Low
SHP-820902,2022-02-04,2022-02-07,2022-02-15,FedEx,New York,Minneapolis,SKU-28975,Electronics,928.17,20,596.0,Delivered,8,N,1,,CUST-99177,West,standard
SHP-323348,2023-05-11,2023-05-14,2023-05-19,fedex,Los Angeles,Seattle,SKU-18865,Industrial,154.59,91,39.38,Delivered,5,yes,False,1Z7327830303,CUST-60760,Southwest,Standard
SHP-436727,2023-03-24,2023-03-27,2023-04-12,DHL,Dallas,Las Vegas,SKU-18505,Clothing,270.47,92,194.05,Returned,16,No,False,1Z1776762288,CUST-14021,Southwest,standard
SHP-591519,2022-01-14,2022-01-17,2022-01-29,FedEx,Phoenix,Las Vegas,SKU-67887,Electronics,927.64,81,67.68,returned,12,1,False,1Z8527034919,CUST-91386,South,Low
SHP-635187,2022-12-01,2022-12-04,2022-12-21,FedEx,Chicago,Minneapolis,SKU-23773,Industrial,472.42,40,630.23,Delivered,17,No,False,1Z2075764838,CUST-36482,West,Standard
SHP-694279,2022-08-14,2022-08-15,2022-08-25,usps,Dallas,Las Vegas,SKU-61346,Furniture,50.76,99,477.28,DELIVERED,10,Y,False,1Z1160822426,CUST-91879,Midwest,Low
SHP-327660,2022-04-22,2022-04-24,2022-05-11,dhl,Phoenix,Minneapolis,SKU-79332,Furniture,604.35,81,222.34,Delivered,17,no,False,,CUST-18353,Northeast,High
SHP-756821,2022-10-11,2022-10-14,2022-10-30,FedEx,Miami,Seattle,SKU-87771,Food,282.26,10,197.15,In Transit,16,no,False,1Z1967171904,CUST-93242,West,Standard
SHP-534821,2023-11-28,2023-12-01,2023-12-18,FedEx,Los Angeles,Portland,SKU-63524,Electronics,385.92,42,322.49,delivered,17,1,False,1Z7444896352,CUST-73966,West,High
SHP-414019,2023-04-01,2023-04-02,2023-04-12,UPS,Miami,Portland,SKU-50290,Electronics,824.44,35,719.26,Del.,10,no,True,1Z7387139663,CUST-35127,West,Standard
SHP-713927,2023-12-10,2023-12-13,2023-12-22,usps,Los Angeles,Minneapolis,SKU-15897,Food,486.13,40,745.56,Delivered,9,no,False,,CUST-22782,Northeast,URGENT
SHP-439373,2024-06-04,2024-06-06,2024-06-15,fedex,Dallas,Denver,SKU-45747,Food,11.44,56,188.76,Delivered,9,Y,False,,CUST-89887,Midwest,Medium
SHP-459243,2023-04-29,2023-04-30,2023-05-06,fedex,Atlanta,Minneapolis,SKU-87344,Furniture,343.95,43,777.32,Delivered,6,no,False,1Z6740183917,CUST-40061,South,Standard
SHP-382873,2023-09-05,2023-09-06,2023-09-24,ups,Chicago,Detroit,SKU-32693,Clothing,133.47,41,565.69,Delivered,18,1,True,1Z7618682688,CUST-65728,Southwest,standard
SHP-579491,2022-12-17,2022-12-20,2023-01-01,DHL,Miami,Denver,SKU-18711,Auto,974.27,93,50.61,TRANSIT,12,0,False,1Z6896277381,CUST-50212,Northeast,standard
SHP-373062,2022-12-04,2022-12-07,2022-12-27,usps,Phoenix,Seattle,SKU-54005,Food,201.71,10,325.56,PENDING,20,Y,False,1Z9659681155,CUST-34242,West,Low
SHP-952467,2024-03-29,2024-03-31,2024-04-18,DHL,Dallas,Seattle,SKU-47364,Medical,119.57,74,444.47,Delivered,18,N,False,,CUST-91061,South,Low
SHP-147975,2022-12-03,2022-12-04,2022-12-23,usps,New York,Portland,SKU-72882,Clothing,469.32,56,28.81,Pending,19,yes,False,1Z6778178899,CUST-58216,Northeast,Medium
SHP-884314,2022-07-30,2022-08-03,2022-08-15,USPS,Miami,Minneapolis,SKU-53681,Medical,107.92,94,493.27,DELIVERED,12,Yes,False,1Z6431943616,CUST-80713,Northeast,Low
SHP-483849,2024-03-19,2024-03-23,2024-04-01,usps,Atlanta,Las Vegas,SKU-67918,Medical,494.06,18,172.42,PENDING,9,1,False,1Z1251540205,CUST-95404,Northeast,URGENT
SHP-626849,2023-09-06,2023-09-09,2023-09-28,UPS,Houston,Seattle,SKU-65488,Electronics,725.61,41,360.88,Pending,19,1,True,1Z6103535350,CUST-84842,Northeast,Medium
SHP-646222,2023-02-02,2023-02-04,2023-02-15,FedEx,Los Angeles,Austin,SKU-66856,Medical,432.9,31,383.34,Delivered,11,0,False,,CUST-86124,Midwest,URGENT
SHP-919423,2023-07-15,2023-07-16,2023-07-13,USPS,Los Angeles,Portland,SKU-69408,Furniture,103.95,2,411.36,delivered,5,Yes,False,1Z3019789623,CUST-96173,South,Medium
SHP-869868,2023-02-18,2023-02-20,2023-03-02,ups,New York,Austin,SKU-58549,Auto,159.79,75,67.11,Delivered,10,Yes,False,,CUST-13794,South,High
SHP-599768,2023-06-04,2023-06-05,2023-06-13,DHL,Atlanta,Austin,SKU-73609,Clothing,402.15,47,246.63,Pending,8,0,False,1Z9607677658,CUST-62249,West,standard
SHP-357887,2023-09-24,2023-09-25,2023-10-05,ups,Phoenix,Detroit,SKU-34131,Auto,459.64,97,561.86,Delivered,10,Y,False,1Z9528896813,CUST-45613,South,URGENT
SHP-267436,2022-03-06,2022-03-10,2022-03-28,fedex,Chicago,Minneapolis,SKU-19318,Furniture,118.18,23,417.78,PENDING,18,Yes,False,1Z7863240134,CUST-22894,West,Standard
SHP-721469,2022-07-07,2022-07-11,2022-07-29,fedex,Phoenix,Austin,SKU-47641,Medical,54.48,47,12.88,DELIVERED,18,No,False,1Z2220372247,CUST-13447,Midwest,Medium
SHP-247237,2023-04-21,2023-04-23,2023-05-13,United Parcel Service,Atlanta,Denver,SKU-57817,Food,59.24,26,771.36,In Transit,20,Y,True,1Z5084593562,CUST-13417,South,Low
SHP-542127,2024-05-04,2024-05-06,2024-05-14,DHL,Los Angeles,Austin,SKU-92639,Electronics,441.76,99,336.53,D,8,0,False,1Z6113293154,CUST-93156,Southwest,Medium
SHP-548781,2023-11-01,2023-11-04,2023-11-18,UPS,New York,Boston,SKU-57523,Furniture,103.0,36,314.2,Pending,14,no,False,1Z2142603943,CUST-41593,Southwest,High
SHP-562744,2024-01-19,2024-01-20,2024-01-16,DHL,Atlanta,Boston,SKU-67715,Industrial,305.05,48,778.63,Delivered,13,No,False,1Z3597797943,CUST-45492,South,Medium
SHP-927055,2024-04-08,2024-04-11,2024-04-23,fedex,Miami,Las Vegas,SKU-34152,Furniture,314.25,8,6.8,In Transit,12,No,False,1Z7700263118,CUST-10444,South,URGENT
SHP-881626,2022-06-01,2022-06-05,2022-06-18,UPS,Miami,Las Vegas,SKU-68367,Food,117.61,46,163.08,in_transit,13,Y,False,1Z8512000337,CUST-23652,Northeast,standard
SHP-248117,2022-09-07,2022-09-11,2022-09-22,ups,Dallas,Minneapolis,SKU-77832,Auto,543.64,36,439.41,In Transit,11,Yes,False,1Z1460487203,CUST-74920,Northeast,Standard
SHP-132700,2022-01-30,2022-02-03,2022-02-20,UPS,New York,Boston,SKU-52292,Industrial,261.1,32,207.21,In Transit,17,yes,False,1Z7314256506,CUST-82425,Northeast,standard
SHP-850296,2023-11-13,2023-11-15,2023-11-19,USPS,Atlanta,Portland,SKU-60600,Food,120.84,5,381.87,Delivered,4,no,False,1Z9539593640,CUST-25960,Southwest,URGENT
SHP-627556,2023-06-09,2023-06-11,2023-06-28,USPS,Atlanta,Seattle,SKU-71810,Industrial,182.3,88,515.37,delivered,17,no,True,1Z9550545500,CUST-16465,South,Low
SHP-256506,2023-10-26,2023-10-29,2023-11-14,DHL,Los Angeles,Austin,SKU-55146,Industrial,454.59,72,600.7,Returned,16,1,False,1Z8745354305,CUST-88111,South,Medium
SHP-194919,2024-01-29,2024-02-02,2024-02-17,DHL,Dallas,Austin,SKU-50990,Medical,352.41,17,559.25,Delivered,15,0,False,,CUST-46292,Northeast,Low
