ip_address,timestamp,method,endpoint,status_code,response_size_bytes,referrer,user_agent,response_time
fe80::1%eth0,01/Jan/2024:05:08:26 +0000,GET,/login,200,47028,-,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko Firefox/121.0,3.78
137.36.92.243,01/Jan/2024:05:08:44 +0000,GET,/api/metrics,200,39662,,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile Safari/604,17448
21.212.48.219,01/Jan/2024:05:09:01 +0000,POST,/api/products,200,42663,https://google.com,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile Safari/604,8.31
197.149.194.13,01/Jan/2024:05:09:18 +0000,GET,%2Fapi%20%2Fproducts,200,32774,https://bing.com,Scrapy/2.11.0 (+http://scrapy.org),4.85
74.9.107.186,01/Jan/2024:05:09:36 +0000,PUT,/search,403,39609,https://google.com,Scrapy/2.11.0 (+http://scrapy.org),1.93
239.46.239.38,01/Jan/2024:05:09:53 +0000,GET,/api/orders,200,1077,-,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko Firefox/121.0,8.93
71.208.252.235,01/Jan/2024:05:10:10 +0000,PATCH,/settings,503,21903,-,curl/7.88.1,1.22
98.104.219.14,01/Jan/2024:05:10:27 +0000,GET,/api/users,400,14002,-,Googlebot/2.1 (+http://www.google.com/bot.html),618
114.44.53.89,01/Jan/2024:05:10:45 +0000,GET,/api/reports,200,24600,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,24.65
71.14.127.91,01/Jan/2024:05:11:02 +0000,GET,/favicon.ico,200,43709,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,2084
100.14.3.63,01/Jan/2024:05:11:19 +0000,POST,/api/analytics,500,31481,-,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) Safari/605,3.49
31.95.247.143,01/Jan/2024:05:11:36 +0000,GET,/api/orders,200,22988,-,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile Safari/604,0.84
::ffff:192.0.2.1,01/Jan/2024:05:11:54 +0000,GET,/api/reports,201,38465,-,python-requests/2.31.0,1510
95.180.206.241,01/Jan/2024:05:12:11 +0000,DELETE,/profile,200,36786,https://google.com,python-requests/2.31.0,6.72
192.168.194.140,01/Jan/2024:05:12:28 +0000,DELETE,/favicon.ico,500,16282,-,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko Firefox/121.0,8061
108.116.68.151,01/Jan/2024:05:12:46 +0000,GET,/settings,200,18238,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,3.13
123.252.177.146,01/Jan/2024:05:13:03 +0000,POST,/dashboard,200,6953,-,curl/7.88.1,499
fe80::1%eth0,01/Jan/2024:05:13:20 +0000,GET,/api/auth/token,401,31599,https://google.com,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko Firefox/121.0,0.7
2001:db8:85a3::8a2e:370:7334,01/Jan/2024:05:13:37 +0000,GET,/profile,201,11331,-,PostmanRuntime/7.36.1,1.04
211.206.62.214,01/Jan/2024:05:13:55 +0000,POST,/dashboard,200,181,-,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile Safari/604,0.65
120.38.144.20,01/Jan/2024:05:14:12 +0000,GET,%2Fapi%20%2Fmetrics,400,16165,-,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) Safari/605,3.22
155.49.94.72,01/Jan/2024:05:14:29 +0000,GET,/api/orders,404,37452,-,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko Firefox/121.0,1195
109.106.235.129,01/Jan/2024:05:14:47 +0000,POST,/dashboard,401,22023,-,python-requests/2.31.0,6.4
104.200.204.107,01/Jan/2024:05:15:04 +0000,POST,/api/orders,500,17215,https://bing.com,curl/7.88.1,0.25
19.187.98.141,01/Jan/2024:05:15:21 +0000,GET,/api/orders,200,46189,-,PostmanRuntime/7.36.1,9.52
124.54.225.75,01/Jan/2024:05:15:38 +0000,GET,/api/reports,200,38988,-,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile Safari/604,5.54
227.254.79.249,01/Jan/2024:05:15:56 +0000,GET,/static/main.css,401,43066,-,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) Safari/605,30.27
165.50.23.116,01/Jan/2024:05:16:13 +0000,GET,/api/analytics,200,0,-,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) Safari/605,5.83
::ffff:192.0.2.1,01/Jan/2024:05:16:30 +0000,POST,/dashboard,200,36339,-,Googlebot/2.1 (+http://www.google.com/bot.html),10.33
176.70.153.246,01/Jan/2024:05:16:48 +0000,GET,/api/auth/token,200,40637,-,Scrapy/2.11.0 (+http://scrapy.org),14.39
13.73.129.170,01/Jan/2024:05:17:05 +0000,GET,/api/orders,200,40004,-,curl/7.88.1,5.06
240.216.32.205,01/Jan/2024:05:17:22 +0000,GET,/api/v2/data,401,9722,-,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko Firefox/121.0,3.39
125.39.54.232,01/Jan/2024:05:17:39 +0000,POST,/api/search,200,13554,-,Googlebot/2.1 (+http://www.google.com/bot.html),5164
218.98.203.27,01/Jan/2024:05:17:57 +0000,GET,/api/products,200,41540,-,curl/7.88.1,0.56
171.119.27.98,01/Jan/2024:05:18:14 +0000,GET,/favicon.ico,200,7990,-,Googlebot/2.1 (+http://www.google.com/bot.html),0.5
169.180.44.221,01/Jan/2024:05:18:31 +0000,GET,/search,301,7907,-,PostmanRuntime/7.36.1,17.99
122.103.220.126,01/Jan/2024:05:18:48 +0000,PUT,/dashboard,200,9826,-,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile Safari/604,4.5
23.105.183.239,01/Jan/2024:05:19:06 +0000,GET,/robots.txt,403,477,-,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) Safari/605,13.67
205.254.39.62,01/Jan/2024:05:19:23 +0000,GET,/favicon.ico,401,32574,-,PostmanRuntime/7.36.1,3.69
2001:db8::1,01/Jan/2024:05:19:40 +0000,GET,/health,500,1509,https://google.com,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile Safari/604,0.62
2001:db8::1,01/Jan/2024:05:19:58 +0000,GET,/profile,200,0,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,5.4
144.113.26.141,01/Jan/2024:05:20:15 +0000,GET,/favicon.ico,200,49015,-,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) Safari/605,2.0
96.113.195.147,01/Jan/2024:05:20:32 +0000,GET,/api/analytics,200,31956,https://google.com,PostmanRuntime/7.36.1,9121
207.34.54.28,01/Jan/2024:05:20:49 +0000,GET,/api/metrics,201,48806,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,2643
201.144.228.108,01/Jan/2024:05:21:07 +0000,GET,/api/users,400,47274,-,curl/7.88.1,191
50.122.180.32,01/Jan/2024:05:21:24 +0000,GET,/favicon.ico,404,24363,https://bing.com,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) Safari/605,922
55.228.200.197,01/Jan/2024:05:21:41 +0000,GET,/dashboard,404,12253,-,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) Safari/605,9931
142.206.81.7,01/Jan/2024:05:21:59 +0000,GET,/dashboard,200,17118,-,curl/7.88.1,4819
185.133.112.10,01/Jan/2024:05:22:16 +0000,GET,%2Fapi%20%2Fanalytics,200,26573,,curl/7.88.1,2812
46.63.64.98,01/Jan/2024:05:22:33 +0000,PUT,/search,400,16243,https://bing.com,curl/7.88.1,13802
96.121.11.194,01/Jan/2024:05:22:50 +0000,GET,/static/main.css,200,39644,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,3.31
71.224.31.87,01/Jan/2024:05:23:08 +0000,GET,/api/users,301,36405,-,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile Safari/604,11.96
181.212.245.54,01/Jan/2024:05:23:25 +0000,GET,/logout,200,25214,-,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile Safari/604,6102
::ffff:192.0.2.1,01/Jan/2024:05:23:42 +0000,POST,/api/metrics,201,28212,-,Googlebot/2.1 (+http://www.google.com/bot.html),2680
201.103.200.150,01/Jan/2024:05:24:00 +0000,PUT,/api/v2/data,200,18801,-,python-requests/2.31.0,5.39
199.38.50.54,01/Jan/2024:05:24:17 +0000,GET,/robots.txt,200,1888,-,Googlebot/2.1 (+http://www.google.com/bot.html),3.06
65.208.221.196,01/Jan/2024:05:24:34 +0000,GET,/api/users,404,48161,https://bing.com,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) Safari/605,0.57
39.222.44.107,01/Jan/2024:05:24:51 +0000,POST,/settings,200,35022,-,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) Safari/605,2.91
::1,01/Jan/2024:05:25:09 +0000,GET,/api/auth/token,200,48446,-,Scrapy/2.11.0 (+http://scrapy.org),10.87
218.77.111.207,01/Jan/2024:05:25:26 +0000,GET,/api/metrics,404,21701,-,Scrapy/2.11.0 (+http://scrapy.org),3589
203.102.25.5,01/Jan/2024:05:25:43 +0000,GET,%2Fstatic%2Fmain.css,200,43711,-,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko Firefox/121.0,0.81
139.149.117.178,01/Jan/2024:05:26:00 +0000,GET,/favicon.ico,301,3239,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,17.81
108.117.183.39,01/Jan/2024:05:26:18 +0000,POST,/api/reports,200,17665,-,Googlebot/2.1 (+http://www.google.com/bot.html),1.81
2001:db8::1,01/Jan/2024:05:26:35 +0000,GET,/api/metrics,200,32341,https://bing.com,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,0.3
222.85.76.223,01/Jan/2024:05:26:52 +0000,GET,/api/orders,400,29683,-,python-requests/2.31.0,14.1
2001:db8::1,01/Jan/2024:05:27:10 +0000,GET,%2Fdashboard,302,37992,,curl/7.88.1,401
232.211.170.164,01/Jan/2024:05:27:27 +0000,GET,/logout,404,42102,-,curl/7.88.1,1.28
218.176.47.123,01/Jan/2024:05:27:44 +0000,GET,/,200,48382,-,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko Firefox/121.0,0.76
240.16.187.220,01/Jan/2024:05:28:01 +0000,GET,/health,401,39145,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,0.14
127.6.149.67,01/Jan/2024:05:28:19 +0000,GET,%2Fsearch,301,39976,https://bing.com,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko Firefox/121.0,40.15
37.143.249.115,01/Jan/2024:05:28:36 +0000,GET,/api/metrics,200,26780,-,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) Safari/605,97.34
50.114.46.72,01/Jan/2024:05:28:53 +0000,GET,/health,301,11887,-,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) Safari/605,25.26
59.181.76.248,01/Jan/2024:05:29:11 +0000,GET,/api/orders,200,41786,-,PostmanRuntime/7.36.1,42.82
203.191.91.226,01/Jan/2024:05:29:28 +0000,PUT,/api/v2/data,200,45659,-,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile Safari/604,11316
246.172.25.34,01/Jan/2024:05:29:45 +0000,GET,/api/search,200,19241,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,1314
203.54.203.41,01/Jan/2024:05:30:02 +0000,GET,/api/orders,404,8513,,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko Firefox/121.0,2.24
171.188.157.166,01/Jan/2024:05:30:20 +0000,PUT,/,200,47581,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,4292
252.21.109.95,01/Jan/2024:05:30:37 +0000,GET,/static/main.css,200,49496,-,Scrapy/2.11.0 (+http://scrapy.org),953
85.225.51.181,01/Jan/2024:05:30:54 +0000,GET,/logout,200,48817,-,Scrapy/2.11.0 (+http://scrapy.org),1.18
90.103.129.83,01/Jan/2024:05:31:12 +0000,GET,/health,404,684,-,Scrapy/2.11.0 (+http://scrapy.org),2.05
76.116.243.9,01/Jan/2024:05:31:29 +0000,PUT,/api/analytics,200,8939,-,PostmanRuntime/7.36.1,4.17
216.151.172.162,01/Jan/2024:05:31:46 +0000,GET,/robots.txt,401,32935,https://bing.com,curl/7.88.1,3046
::ffff:192.0.2.1,01/Jan/2024:05:32:03 +0000,GET,%2Fsearch,200,0,-,Googlebot/2.1 (+http://www.google.com/bot.html),19.63
155.231.136.166,01/Jan/2024:05:32:21 +0000,POST,/api/orders,200,49410,https://google.com,PostmanRuntime/7.36.1,3446
144.192.78.105,01/Jan/2024:05:32:38 +0000,PUT,/api/products,200,37564,-,PostmanRuntime/7.36.1,1.92
103.231.13.100,01/Jan/2024:05:32:55 +0000,GET,/static/main.css,200,34956,-,python-requests/2.31.0,712
140.90.121.118,01/Jan/2024:05:33:12 +0000,GET,/api/metrics,200,42656,-,python-requests/2.31.0,16.1
56.134.23.76,01/Jan/2024:05:33:30 +0000,POST,/api/auth/token,200,21646,-,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) Safari/605,11.34
192.168.128.135,01/Jan/2024:05:33:47 +0000,PUT,/search,200,22375,-,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile Safari/604,353
::1,01/Jan/2024:05:34:04 +0000,GET,/health,200,24234,-,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile Safari/604,961
50.173.128.177,01/Jan/2024:05:34:22 +0000,GET,/health,201,48939,-,Googlebot/2.1 (+http://www.google.com/bot.html),1.47
36.112.77.239,01/Jan/2024:05:34:39 +0000,GET,/logout,200,509,https://bing.com,python-requests/2.31.0,0.08
::1,01/Jan/2024:05:34:56 +0000,GET,/health,200,4608,-,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko Firefox/121.0,1.05
2001:db8:85a3::8a2e:370:7334,01/Jan/2024:05:35:13 +0000,GET,/api/users,403,22696,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,74194
246.247.44.19,01/Jan/2024:05:35:31 +0000,PUT,/settings,403,2053,-,curl/7.88.1,10.78
242.97.176.23,01/Jan/2024:05:35:48 +0000,POST,/api/users,404,28129,-,PostmanRuntime/7.36.1,0.35
239.119.95.44,01/Jan/2024:05:36:05 +0000,GET,/api/reports,503,21370,https://google.com,Googlebot/2.1 (+http://www.google.com/bot.html),9.06
146.224.7.242,01/Jan/2024:05:36:23 +0000,GET,/settings,500,27658,https://google.com,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) Safari/605,1883
6.31.159.208,01/Jan/2024:05:36:40 +0000,GET,/api/metrics,401,10762,https://bing.com,python-requests/2.31.0,0.72
172.123.117.30,01/Jan/2024:05:36:57 +0000,POST,/settings,200,0,-,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko Firefox/121.0,1.58
174.23.72.230,01/Jan/2024:05:37:14 +0000,POST,/api/analytics,404,46271,https://google.com,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko Firefox/121.0,3.93
113.104.214.230,01/Jan/2024:05:37:32 +0000,POST,/,200,28213,,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) Safari/605,0.88
122.91.6.142,01/Jan/2024:05:37:49 +0000,GET,/search,200,25057,,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko Firefox/121.0,1.01
80.77.241.251,01/Jan/2024:05:38:06 +0000,POST,/api/users,302,41502,-,curl/7.88.1,1208
136.238.221.121,01/Jan/2024:05:38:24 +0000,POST,/api/products,200,0,https://google.com,curl/7.88.1,1341
27.91.14.107,01/Jan/2024:05:38:41 +0000,GET,/api/auth/token,404,37394,https://google.com,Googlebot/2.1 (+http://www.google.com/bot.html),22.81
::ffff:192.0.2.1,01/Jan/2024:05:38:58 +0000,DELETE,/api/products,500,6196,https://google.com,PostmanRuntime/7.36.1,1.69
188.245.253.180,01/Jan/2024:05:39:15 +0000,DELETE,/api/products,200,17850,,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) Safari/605,8.95
199.141.30.193,01/Jan/2024:05:39:33 +0000,PUT,/api/analytics,500,39862,-,PostmanRuntime/7.36.1,1.31
105.18.104.68,01/Jan/2024:05:39:50 +0000,GET,/,302,10408,-,Googlebot/2.1 (+http://www.google.com/bot.html),1845
172.30.240.145,01/Jan/2024:05:40:07 +0000,GET,/api/reports,200,29832,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,0.78
118.121.190.167,01/Jan/2024:05:40:24 +0000,GET,%2Fprofile,200,49707,-,Scrapy/2.11.0 (+http://scrapy.org),6.76
43.49.177.68,01/Jan/2024:05:40:42 +0000,GET,/api/metrics,200,49086,-,python-requests/2.31.0,5.34
109.136.77.84,01/Jan/2024:05:40:59 +0000,POST,/search,400,1805,-,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko Firefox/121.0,6.28
88.144.80.111,01/Jan/2024:05:41:16 +0000,GET,/static/main.css,200,17707,-,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) Safari/605,157
100.57.144.235,01/Jan/2024:05:41:34 +0000,POST,/dashboard,200,11451,-,Googlebot/2.1 (+http://www.google.com/bot.html),3499
93.240.73.244,01/Jan/2024:05:41:51 +0000,POST,%2Fstatic%2Fmain.css,200,646,-,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) Safari/605,2.34
19.88.40.4,01/Jan/2024:05:42:08 +0000,GET,/health,200,2775,-,PostmanRuntime/7.36.1,5.36
58.212.190.211,01/Jan/2024:05:42:25 +0000,GET,/settings,200,30632,-,curl/7.88.1,0.19
229.203.240.127,01/Jan/2024:05:42:43 +0000,POST,/static/main.css,200,18309,-,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) Safari/605,8.56
61.216.107.37,01/Jan/2024:05:43:00 +0000,PUT,/api/orders,200,1138,,PostmanRuntime/7.36.1,0.5
209.210.219.213,01/Jan/2024:05:43:17 +0000,GET,/settings,201,22462,-,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) Safari/605,16149
140.85.82.27,01/Jan/2024:05:43:35 +0000,GET,%2Fprofile,403,31575,-,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile Safari/604,3.72
59.156.132.181,01/Jan/2024:05:43:52 +0000,PUT,/api/users,201,17922,,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko Firefox/121.0,58.11
::ffff:192.0.2.1,01/Jan/2024:05:44:09 +0000,GET,/api/search,500,38794,https://google.com,curl/7.88.1,4265
179.226.221.156,01/Jan/2024:05:44:26 +0000,GET,/api/v2/data,400,45779,-,Googlebot/2.1 (+http://www.google.com/bot.html),0.14
214.70.143.146,01/Jan/2024:05:44:44 +0000,GET,/api/auth/token,201,27850,-,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko Firefox/121.0,1.48
202.250.76.225,01/Jan/2024:05:45:01 +0000,GET,%2Fapi%20%2Forders,200,47448,-,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile Safari/604,4.41
9.58.13.15,01/Jan/2024:05:45:18 +0000,GET,%2Fapi%20%2Fv2%2Fdata,500,202,-,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) Safari/605,8.59
74.181.189.92,01/Jan/2024:05:45:36 +0000,PUT,/profile,400,45835,https://google.com,curl/7.88.1,4.35
210.82.0.57,01/Jan/2024:05:45:53 +0000,POST,%2Fapi%20%2Forders,200,0,-,curl/7.88.1,154
225.124.141.235,01/Jan/2024:05:46:10 +0000,GET,/favicon.ico,200,0,-,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile Safari/604,2.05
10.58.245.198,01/Jan/2024:05:46:27 +0000,GET,/api/analytics,404,49382,-,Scrapy/2.11.0 (+http://scrapy.org),7.96
120.167.176.13,01/Jan/2024:05:46:45 +0000,GET,/api/v2/data,200,39142,-,Scrapy/2.11.0 (+http://scrapy.org),3.72
47.178.226.165,01/Jan/2024:05:47:02 +0000,POST,/dashboard,404,31052,-,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile Safari/604,16.83
::1,01/Jan/2024:05:47:19 +0000,GET,/settings,200,31384,-,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) Safari/605,8212
184.179.41.25,01/Jan/2024:05:47:36 +0000,POST,/settings,200,39505,-,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile Safari/604,8640
250.134.104.241,01/Jan/2024:05:47:54 +0000,GET,/api/orders,201,21309,-,curl/7.88.1,5675
183.165.112.160,01/Jan/2024:05:48:11 +0000,PATCH,/search,404,49714,-,PostmanRuntime/7.36.1,1622
31.177.190.200,01/Jan/2024:05:48:28 +0000,POST,/api/orders,404,8383,-,PostmanRuntime/7.36.1,5591
109.95.85.133,01/Jan/2024:05:48:46 +0000,POST,/api/auth/token,200,0,-,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko Firefox/121.0,1.05
80.76.18.64,01/Jan/2024:05:49:03 +0000,GET,/,200,958,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,7019
::ffff:192.0.2.1,01/Jan/2024:05:49:20 +0000,GET,/login,200,10217,-,curl/7.88.1,19205
231.0.114.2,01/Jan/2024:05:49:37 +0000,GET,/api/auth/token,404,38141,,python-requests/2.31.0,0.54
213.39.179.47,01/Jan/2024:05:49:55 +0000,GET,/api/products,200,239,-,Googlebot/2.1 (+http://www.google.com/bot.html),7.03
130.103.238.185,01/Jan/2024:05:50:12 +0000,GET,/,404,42846,-,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) Safari/605,8.67
5.131.233.218,01/Jan/2024:05:50:29 +0000,POST,/static/main.css,200,25637,https://bing.com,Scrapy/2.11.0 (+http://scrapy.org),2.75
47.207.143.164,01/Jan/2024:05:50:47 +0000,PUT,/profile,200,48259,-,python-requests/2.31.0,37.4
138.128.248.6,01/Jan/2024:05:51:04 +0000,DELETE,/health,200,25877,-,Scrapy/2.11.0 (+http://scrapy.org),4442
41.46.94.97,01/Jan/2024:05:51:21 +0000,GET,/dashboard,201,5976,-,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko Firefox/121.0,6.1
10.13.171.66,01/Jan/2024:05:51:38 +0000,GET,/api/products,200,6877,-,Scrapy/2.11.0 (+http://scrapy.org),16.58
192.168.237.95,01/Jan/2024:05:51:56 +0000,GET,/favicon.ico,201,1006,-,python-requests/2.31.0,8440
2001:db8::1,01/Jan/2024:05:52:13 +0000,DELETE,/favicon.ico,200,35320,https://google.com,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) Safari/605,4.39
113.252.250.113,01/Jan/2024:05:52:30 +0000,POST,/api/products,301,22110,-,Scrapy/2.11.0 (+http://scrapy.org),7.48
241.38.87.66,01/Jan/2024:05:52:48 +0000,GET,/api/users,403,47738,,python-requests/2.31.0,7.6
238.7.175.121,01/Jan/2024:05:53:05 +0000,GET,/logout,301,20048,-,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) Safari/605,0.17
::1,01/Jan/2024:05:53:22 +0000,GET,/robots.txt,403,49288,,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko Firefox/121.0,188
15.242.179.23,01/Jan/2024:05:53:39 +0000,GET,%2F,301,35211,-,python-requests/2.31.0,8335
2001:db8::1,01/Jan/2024:05:53:57 +0000,POST,/profile,200,31192,-,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile Safari/604,7.1
::1,01/Jan/2024:05:54:14 +0000,POST,/api/v2/data,200,30892,-,curl/7.88.1,53.37
111.74.151.179,01/Jan/2024:05:54:31 +0000,GET,/favicon.ico,200,8947,-,python-requests/2.31.0,35996
74.188.171.1,01/Jan/2024:05:54:48 +0000,POST,/api/users,200,44658,-,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko Firefox/121.0,0.77
10.89.145.237,01/Jan/2024:05:55:06 +0000,GET,/,200,0,https://google.com,Scrapy/2.11.0 (+http://scrapy.org),1.36
144.37.121.126,01/Jan/2024:05:55:23 +0000,GET,/login,201,30827,-,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko Firefox/121.0,9.6
88.26.166.46,01/Jan/2024:05:55:40 +0000,GET,/robots.txt,200,31834,-,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile Safari/604,3686
194.57.28.94,01/Jan/2024:05:55:58 +0000,GET,/dashboard,200,40208,-,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile Safari/604,6.54
145.170.63.173,01/Jan/2024:05:56:15 +0000,PUT,/api/reports,200,33126,-,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) Safari/605,11740
212.159.216.154,01/Jan/2024:05:56:32 +0000,POST,/favicon.ico,404,35768,-,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) Safari/605,5632
110.26.81.68,01/Jan/2024:05:56:49 +0000,GET,/static/main.css,302,40935,-,PostmanRuntime/7.36.1,21.26
192.168.196.52,01/Jan/2024:05:57:07 +0000,GET,/api/v2/data,200,47499,-,curl/7.88.1,0.3
172.25.63.123,01/Jan/2024:05:57:24 +0000,POST,/logout,200,7471,-,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile Safari/604,1.29
46.95.182.195,01/Jan/2024:05:57:41 +0000,GET,/robots.txt,302,22881,-,curl/7.88.1,2771
59.219.73.154,01/Jan/2024:05:57:59 +0000,GET,/dashboard,201,42780,,curl/7.88.1,0.57
192.196.245.212,01/Jan/2024:05:58:16 +0000,GET,/api/products,201,18566,-,Scrapy/2.11.0 (+http://scrapy.org),4186
181.220.87.231,01/Jan/2024:05:58:33 +0000,GET,/api/analytics,400,45567,-,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile Safari/604,4059
66.139.232.244,01/Jan/2024:05:58:50 +0000,POST,%2Fapi%20%2Fv2%2Fdata,200,39740,-,PostmanRuntime/7.36.1,12529
74.147.170.158,01/Jan/2024:05:59:08 +0000,GET,/login,200,41569,https://bing.com,python-requests/2.31.0,6.25
2001:db8:85a3::8a2e:370:7334,01/Jan/2024:05:59:25 +0000,PUT,/api/metrics,200,9026,https://google.com,python-requests/2.31.0,615
59.223.77.89,01/Jan/2024:05:59:42 +0000,POST,/static/main.css,301,29711,-,curl/7.88.1,0.78
174.21.151.187,01/Jan/2024:06:00:00 +0000,GET,/api/v2/data,200,18319,https://bing.com,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko Firefox/121.0,6.33
138.24.108.243,01/Jan/2024:06:00:17 +0000,POST,/logout,301,29870,-,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) Safari/605,2468
36.103.83.206,01/Jan/2024:06:00:34 +0000,GET,/login,200,33446,https://bing.com,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko Firefox/121.0,13.09
10.198.114.20,01/Jan/2024:06:00:51 +0000,GET,/api/v2/data,400,2861,-,curl/7.88.1,1791
fe80::1%eth0,01/Jan/2024:06:01:09 +0000,DELETE,/api/reports,200,44777,-,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile Safari/604,1.14
240.12.191.65,01/Jan/2024:06:01:26 +0000,PUT,/static/main.css,200,44147,,Googlebot/2.1 (+http://www.google.com/bot.html),3.29
239.128.14.220,01/Jan/2024:06:01:43 +0000,GET,/api/auth/token,400,19681,https://bing.com,python-requests/2.31.0,1570
