listing_id,address,city,zip_code,property_type,bedrooms,bathrooms,sqft,lot_size,year_built,garage,sale_price,list_price,days_on_market,hoa_monthly,school_rating,pool,sale_date
LST-80905,1577 Oak Ln,Austin,56776,multifamily,4.0,1.0,2856 sqft,,1953,TRUE,$1148K,"$1,199,518",180,,4.0,,06/14/2023
LST-81623,7959 Maple Blvd,nashville,87713,Multi Family,3.0,2.0,2923,2.371 acres,1976,True,"$439,000","$468,202",52,,6.0,0,2020-09-03
LST-80519,6028 Main Blvd,nashville,43322,Townhouse,4.0,4.0,"4,126 sq ft","88,601 sq ft",1983,False,,"$1,127,020",117,309.13,9.0,1,12/14/2021
LST-80198,7393 Pine Ave,nashville,59026,Single Family,4.0,3.0,2715,1.161 acres,1943,3,"$1,022,000","$1,143,475",254,404.34,5.0,No,08/05/2023
LST-80015,8196 Elm Ave,DENVER,84783,Multi Family,3.0,2.0,968,2.225 acres,1945,No,$864K,"$915,368",272,313.89,6.0,N,2020-03-14
LST-80265,7323 Cedar Rd,"Nashville, TN",54474,multifamily,4.0,2.0,3533,1.286,1966,TRUE,$1002.0k,"$983,810",108,545.61,5.0,0,04/03/2020
LST-80585,9022 Elm St,SAN JOSE,7836,,6.0,3.0,998 sqft,"29,490 sq ft",1964,TRUE,"$575,000","$547,109",243,234.19,5.0,,09/24/2022
LST-81717,3519 Main Dr,Raleigh,30652,Multi-Family,3.0,4.0,"3,912 sq ft",,1971,Yes,343000,"$363,796",4,145.48,10.0,,02/06/2021
LST-80855,7515 Maple Ave,Nashville,47860,TOWNHOUSE,4.0,1.0,,2.439 acres,2012,TRUE,$1190K,"$1,244,704",165,,8.0,Yes,09/24/2021
LST-80483,1113 Oak St.,phoenix,96970,Town House,6.0,2.0,,0.788 acres,1990,,"$1,073,000","$1,106,713",120,126.26,10.0,0,05/23/2021
LST-80787,2516 Elm St.,san jose,78077,single family,5.0,1.0,3127,1.878 acres,1940,N,"$657,000","$638,632",7,,9.0,N,03/28/2022
LST-80552,2748 Oak Ave.,Raleigh,63207,single family,2.0,4.5,"3,879 sq ft","59,938 sq ft",2014,No,"$376,000","$408,521",38,78.49,2.0,No,04/14/2023
LST-81381,7485 Main St,Austin,23359,CONDO,6.0,1.5,3831 SF,"93,044 sq ft",2012,no,"$819,000","$813,803",295,,7.0,,01/29/2023
LST-80946,5379 Main Dr,denver,50974,Single-Family,6.0,1.0,4489 SF,0.731 acres,1974,,"$945,000","$987,786",213,361.36,3.0,,12/10/2021
LST-80781,516 Main Dr,san jose,64378,Condominium,1.0,3.0,,"49,745 sq ft",2004,no,"$1,105,000",,72,,6.0,Y,2021-12-11
LST-81711,2968 Oak Ave,charlotte,71958,CONDO,4.0,3.5,2976 sqft,"89,428 sq ft",1800,N,463000,"$464,715",222,,10.0,,2021-03-20
LST-80199,9602 Main St,Denver,13409,Single-Family,1.0,5.0,3843 sqft,"106,809 sq ft",2004,yes,"$1,051,000","$1,155,794",283,71.32,3.0,Yes,10/28/2021
LST-81695,6029 Elm St.,Raleigh,16474,Townhouse,3.0,5.0,1658,,2020,,$375.0k,"$386,195",291,,7.0,,2020-09-29
LST-81403,7791 Elm St.,Charlotte,50343,condo,4.0,3.0,4708 sqft,,2013,True,"$438,000","$447,132",297,,,,08/11/2022
LST-80631,8279 Oak Rd,Charlotte NC,76255,Multi Family,1.0,5.0,3699 sqft,"97,095 sq ft",1991,2,$436.0k,"$437,690",259,,9.0,Y,2020-11-25
LST-81047,6645 Elm Ave,Denver,46169,Single-Family,4.0,3.0,"4,115 sq ft","14,549 sq ft",1970,1,"$1,109,000","$1,137,909",283,119.99,4.0,,02/15/2020
LST-81310,6530 Main Ave,Austin,33102,Single Family,4.0,4.0,"1,258 sq ft",1.504,1990,True,"$286,000","$278,716",7,,4.0,,12/05/2022
LST-80590,7129 Cedar Rd,SAN JOSE,62397,TOWNHOUSE,5.0,1.0,3383 sqft,,2018,Y,885000,"$874,359",215,,7.0,1,2020-09-18
LST-81465,9770 Cedar St.,charlotte,81615,Multi-Family,3.0,5.0,"4,601 sq ft",2.358 acres,2014,Yes,,"$927,777",16,,2.0,,2020-02-29
LST-81636,7526 Maple St,Phoenix AZ,35432,Town House,2.0,1.0,"3,908 sq ft",,2004,FALSE,,"$501,382",272,,6.0,1,2020-03-14
LST-81159,4125 Pine St,austin,50054,Condominium,5.0,2.5,"2,859 sq ft",0.688 acres,2002,FALSE,"$643,000","$700,252",253,,,No,2021-09-30
LST-81527,8293 Elm Ave.,raleigh,91622,Condo,4.0,3.5,,"27,921 sq ft",2004,False,$1132.0k,,38,26.97,6.0,No,
LST-81323,6053 Oak St,san jose,46091,townhouse,2.0,2.5,4707 sqft,,1999,Y,,"$1,256,243",233,,2.0,Y,2020-05-22
LST-80973,541 Cedar St.,charlotte,11768,townhouse,1.0,2.5,724 sq ft,"79,497 sq ft",1986,Yes,,"$1,100,199",105,452.61,3.0,,09/30/2020
LST-80310,2140 Elm Rd,san jose,69289,Multi Family,4.0,2.0,4546 SF,0.622 acres,1979,TRUE,1148000,"$1,112,772",195,569.13,8.0,1,01/26/2021
LST-80056,2771 Cedar St,San José,15110,Single Family,2.0,1.5,2073,"101,451 sq ft",0,,$327K,"$332,143",282,410.29,9.0,1,2022-08-18
LST-80576,6574 Oak St,SAN JOSE,61288,townhouse,2.0,5.0,"2,373 sq ft",1.404 acres,1946,No,360000,"$357,836",219,638.51,9.0,N,08/10/2020
LST-80518,3852 Pine Dr,Austin,33368,single family,6.0,4.5,"4,829 sq ft","17,075 sq ft",1940,No,"$1,025,000","$1,057,244",196,543.25,6.0,1,03/02/2021
LST-81189,4260 Oak Ave,Denver,62296,Town House,3.0,5.0,2470,,2021,,,"$771,857",86,348.16,1.0,1,2020-12-23
LST-81733,7038 Oak Ave,SAN JOSE,21891,Single Family,1.0,1.0,2378 SF,1.585 acres,2007,,$567K,"$566,289",176,160.62,5.0,No,2020-03-11
LST-80168,4069 Maple St.,Phoenix AZ,31232,Multi Family,6.0,2.0,"1,926 sq ft","33,410 sq ft",1984,yes,856000,"$816,285",60,,4.0,,
LST-80043,1780 Cedar Ave,phoenix,50301,Multi-Family,6.0,3.5,1111 SF,1.63 acres,1944,TRUE,,,222,,8.0,1,12/20/2021
LST-80100,5543 Main Dr,charlotte,66887,Multi Family,1.0,2.0,2971 sqft,1.149 acres,1973,,"$550,000",,188,,6.0,Yes,
LST-80274,447 Elm Dr,Nashville,8537,SFH,4.0,3.0,1701 sqft,"96,049 sq ft",2015,True,$1171K,"$1,256,231",190,108.39,10.0,Y,2021-08-04
LST-81286,9611 Maple Ave.,raleigh,75027,Townhouse,6.0,2.0,2283 sqft,0.255 acres,2014,2,,"$1,210,899",171,405.46,4.0,0,12/19/2020
LST-80353,9146 Main Blvd,"Nashville, TN",34154,multifamily,6.0,1.0,"1,235 sq ft",0.819 acres,1956,,789000,"$863,117",55,489.84,7.0,Yes,02/01/2022
LST-80101,9515 Maple Rd,Nashville,32370,SFH,4.0,4.0,"4,282 sq ft",1.726,2020,0,"$597,000","$660,020",143,621.52,5.0,Y,2023-06-03
LST-80942,1224 Cedar St,austin,54116,Condo,6.0,1.0,2094 SF,"11,761 sq ft",1958,3,,"$895,239",12,211.28,,1,2021-04-18
LST-81270,7590 Elm Dr,Charlotte NC,29582,townhouse,2.0,3.0,1879,"105,023 sq ft",2004,,"$323,000","$360,932",171,308.74,9.0,0,2021-07-11
LST-80107,985 Maple Dr,"Nashville, TN",44614,townhouse,6.0,1.5,"3,419 sq ft",0.135,1991,,556000,,179,373.01,4.0,Y,03/01/2020
LST-80593,4370 Elm Dr,Charlotte,97245,condo,5.0,1.5,985 SF,,1946,1,"$551,000","$616,999",63,421.85,1.0,1,11/15/2022
LST-81740,8587 Cedar Ave.,Charlotte,74033,Multi-Family,6.0,1.0,3300 sqft,0.526 acres,1947,,$458.0k,"$454,615",22,,3.0,1,02/20/2021
LST-81743,7123 Main Dr,San José,32957,Single-Family,4.0,2.5,"2,370 sq ft","17,641 sq ft",1966,3,"$956,000","$1,046,186",127,,7.0,N,09/05/2020
LST-81061,6215 Cedar Ave.,Charlotte,6229,Single Family,6.0,5.0,3256,,2003,yes,"$907,000","$910,608",130,,3.0,1,09/30/2023
LST-81181,8384 Pine Dr,nashville,58670,townhouse,5.0,3.0,"4,602 sq ft",1.756 acres,1979,Y,$224K,"$214,659",126,391.25,4.0,No,02/06/2021
LST-80532,5824 Cedar St.,austin,1577,CONDO,3.0,5.0,3537 sqft,1.78,1965,No,,"$1,161,802",173,404.95,9.0,N,08/22/2023
LST-80764,1224 Main Ave,Nashville,97160,Town House,1.0,1.0,5004 SF,"79,540 sq ft",1990,,"$474,000","$525,288",167,,4.0,Yes,12/16/2022
LST-80426,4261 Oak Ave.,Charlotte NC,65518,Multi-Family,3.0,1.5,3040 SF,2.135 acres,1957,,"$930,000","$954,146",48,,9.0,Yes,01/31/2020
LST-81737,8900 Maple Blvd,Phoenix,49042,,1.0,3.5,1178 sqft,1.798,1973,0,"$985,000","$1,013,279",114,477.94,2.0,No,09/16/2022
LST-81192,2512 Oak St,SAN JOSE,48848,townhouse,1.0,3.5,3672 sqft,1.889,2020,,$1016.0k,"$1,094,207",49,,4.0,No,2020-11-01
LST-80128,5267 Cedar St.,Charlotte NC,61878,Town House,6.0,1.5,4827,1.142 acres,2015,1,$1156.0k,"$1,136,948",280,405.63,2.0,1,02/21/2022
LST-81641,6545 Main Rd,phoenix,98047,Town House,4.0,1.5,2669 SF,1.948,2002,TRUE,$672K,"$662,453",9,,9.0,No,05/15/2021
LST-80832,157 Maple Ln,Denver,26474,,5.0,2.0,2933 sqft,"18,992 sq ft",1999,1,"$1,117,000","$1,246,144",1,57.17,6.0,No,04/21/2022
LST-80482,869 Maple St,austin,81284,SFH,6.0,3.5,1368 sqft,"69,129 sq ft",1948,,,"$442,727",22,314.97,6.0,N,2020-11-12
LST-80363,8869 Cedar Dr,Denver,90065,Single Family,6.0,3.0,1434 SF,,1969,3,,"$1,323,645",273,49.72,6.0,Y,2020-09-09
LST-81230,1744 Maple St,raleigh,64313,multifamily,4.0,3.0,2012 SF,"100,536 sq ft",1965,Yes,$491K,"$468,191",130,626.43,5.0,Yes,2022-01-11
LST-81179,8722 Maple Ave,Charlotte,49270,condo,6.0,3.5,4989,1.099 acres,1964,,"$937,000","$965,543",249,153.11,,N,2022-07-09
LST-80543,3138 Oak Ave.,Charlotte,21623,Single-Family,1.0,5.0,"4,267 sq ft",0.882 acres,2021,Y,"$866,000","$968,045",94,,6.0,Yes,11/24/2020
LST-80481,7604 Maple Ave.,Charlotte NC,33821,condo,5.0,2.5,1423,"9,234 sq ft",1959,1,859000,"$954,516",-51,560.57,7.0,Yes,
LST-80963,8010 Pine Dr,charlotte,17767,townhouse,3.0,2.0,,2.177,2012,FALSE,$394K,"$393,687",273,508.82,1.0,No,03/18/2023
LST-80886,7806 Pine Rd,raleigh,16964,Single Family,5.0,5.0,1155 sqft,,1985,TRUE,,"$719,639",19,,5.0,Yes,2021-03-18
LST-81040,8770 Pine Ave.,Austin,19847,multifamily,2.0,5.0,1116 sqft,1.687 acres,1957,N,"$948,000","$985,705",-27,335.12,4.0,Y,11/28/2021
LST-81145,7356 Maple St.,AUSTIN,76957,CONDO,2.0,1.0,"3,244 sq ft",0.476,1963,Y,$295.0k,"$292,023",141,622.76,,Yes,2021-11-30
LST-80862,7098 Elm Dr,denver,45184,Townhouse,5.0,4.0,"1,408 sq ft",2.028 acres,1973,Yes,$454.0k,"$500,932",208,364.12,8.0,1,03/19/2022
LST-81329,7341 Pine Ave,SAN JOSE,92248,Single-Family,3.0,1.5,"4,576 sq ft",0.257 acres,1988,False,$261K,"$285,457",294,195.49,1.0,N,2022-07-22
LST-81551,6680 Main St.,Austin,86595,Condo,3.0,3.0,758 sq ft,0.15,2023,False,$592K,"$571,890",162,,6.0,Yes,04/27/2023
LST-81322,620 Pine St.,charlotte,27382,townhouse,5.0,1.0,3437 sqft,2.328 acres,1965,yes,"$611,000","$610,271",222,,3.0,1,04/21/2022
LST-81753,2686 Main Blvd,Austin,82390,CONDO,2.0,1.0,1977 sqft,1.017 acres,1968,2,$585K,"$609,877",148,523.59,10.0,1,2021-10-24
LST-81080,6942 Oak St.,Raleigh,51303,multifamily,6.0,1.0,4008 SF,1.185,2009,Yes,195000,"$217,632",282,,,No,2021-11-02
LST-81667,7665 Cedar Ave,raleigh,43760,Condominium,3.0,5.0,"4,384 sq ft",0.831 acres,1950,yes,940000,"$898,166",26,534.78,2.0,No,2020-08-07
LST-81474,7383 Maple Ln,raleigh,55334,multifamily,6.0,3.0,"4,880 sq ft",1.338 acres,0,N,,"$926,729",297,378.56,,Y,01/03/2023
LST-81087,6838 Cedar Dr,san jose,72643,multifamily,1.0,5.0,1835 SF,"64,904 sq ft",1983,,1115000,"$1,142,381",45,87.54,,1,02/08/2022
LST-80405,6358 Oak Blvd,Raleigh,91674,single family,5.0,4.0,3196,"108,595 sq ft",2045,False,"$1,238,000","$1,258,536",58,,9.0,N,03/31/2020
LST-81423,7927 Pine St,SAN JOSE,75029,TOWNHOUSE,3.0,2.5,,0.92 acres,0,yes,869000,"$930,552",-43,596.65,9.0,0,2020-05-08
LST-81525,9373 Main Rd,denver,54202,Multi Family,5.0,5.0,1444 sqft,1.016 acres,2005,,331000,"$364,103",254,193.19,1.0,1,2023-03-26
LST-81491,3225 Main Ln,SAN JOSE,89965,TOWNHOUSE,4.0,3.5,"2,051 sq ft",1.233 acres,1800,no,1235000,"$1,239,562",122,264.64,4.0,No,2021-08-12
LST-81315,9349 Pine Rd,austin,22461,single family,6.0,2.5,"3,471 sq ft","74,356 sq ft",1986,1,1037000,,172,,,Yes,04/17/2021
LST-81058,3421 Elm Blvd,Phoenix AZ,54006,Single-Family,6.0,4.5,"4,255 sq ft","11,020 sq ft",2030,,,"$293,240",283,446.59,7.0,N,2021-01-22
LST-80309,8245 Pine Dr,"Nashville, TN",89407,townhouse,5.0,5.0,1041 sqft,,1996,Yes,569000,"$632,425",67,338.82,7.0,Y,01/07/2021
LST-80226,9340 Oak Ave,Nashville,27560,multifamily,1.0,3.5,"1,335 sq ft",2.203 acres,1949,1,"$557,000","$559,027",105,271.27,10.0,,07/18/2022
LST-80231,8740 Pine St,Charlotte,48262,CONDO,3.0,1.5,"1,229 sq ft",2.028 acres,1944,0,,"$1,383,775",6,223.72,7.0,No,2023-08-16
LST-81488,2794 Oak Dr,Raleigh,76104,Single-Family,5.0,1.5,"2,625 sq ft","78,843 sq ft",1800,2,1211000,"$1,253,980",163,,1.0,1,04/26/2020
LST-81569,1297 Pine Blvd,Austin,49428,Multi Family,2.0,4.5,2586,,1950,2,$763.0k,"$774,498",-16,37.24,2.0,No,12/06/2021
LST-80613,4672 Maple Ln,SAN JOSE,97739,townhouse,4.0,5.0,4682 sqft,1.659 acres,1944,,"$602,000","$632,116",8,0.29,2.0,0,06/24/2023
LST-80163,7739 Oak St.,AUSTIN,87858,Town House,4.0,3.0,1954 sqft,1.946 acres,1954,yes,$1087K,"$1,129,109",243,,9.0,Y,2023-07-01
LST-80857,4434 Pine Ave,denver,88486,townhouse,3.0,1.0,1447,"71,002 sq ft",1941,2,,"$235,553",222,,10.0,Y,2022-01-03
LST-81493,6855 Maple St.,nashville,6737,Townhouse,4.0,2.5,"4,932 sq ft",,1941,False,$415K,,74,513.93,10.0,No,2020-10-07
LST-80266,5718 Pine Rd,Raleigh,11109,Town House,2.0,3.0,1856 sqft,0.647 acres,1984,,$328.0k,"$344,515",286,,7.0,0,05/21/2022
LST-80148,6680 Cedar Ln,austin,33972,Condominium,5.0,4.0,3998 sqft,1.946 acres,1999,,"$339,000","$352,604",222,46.61,6.0,1,2021-03-31
LST-81419,6408 Elm Ave,AUSTIN,89443,Multi-Family,1.0,1.5,4433 sqft,1.069,1967,0,$576K,"$590,353",58,177.8,10.0,Yes,04/10/2020
LST-80617,3813 Main Ave,DENVER,59748,townhouse,3.0,4.5,3306 sqft,"72,483 sq ft",1975,yes,"$512,000","$521,841",165,623.78,8.0,,03/23/2020
LST-80974,5513 Cedar Ave,Phoenix AZ,67852,Condo,1.0,2.0,5016 SF,"45,955 sq ft",1988,TRUE,$600K,"$668,070",211,639.91,9.0,,2022-07-04
LST-80707,9729 Cedar Ave,san jose,54905,condo,3.0,4.0,"1,696 sq ft","93,174 sq ft",1967,2,1051000,"$1,086,174",88,403.54,10.0,Yes,2020-12-13
LST-80722,6934 Cedar Ave.,Raleigh,4328,single family,1.0,3.5,"2,201 sq ft","37,156 sq ft",1965,yes,,"$1,317,583",139,,3.0,0,2021-06-20
LST-80692,8383 Oak Rd,SAN JOSE,35203,Condo,6.0,1.0,2610 SF,0.081 acres,2030,,212000,"$218,727",259,328.48,6.0,0,10/14/2020
LST-81329,7341 Pine Ave,SAN JOSE,92248,Single-Family,3.0,1.5,"4,576 sq ft",0.257 acres,1988,False,$261K,"$285,457",294,195.49,1.0,N,2022-07-22
LST-81237,2961 Pine Rd,San José,10032,Single-Family,3.0,1.5,5187 sqft,1.566 acres,1957,N,$1210K,"$1,331,679",-39,,1.0,0,2020-09-19
LST-81075,7634 Main Ln,nashville,39578,SFH,4.0,1.5,4111 sqft,2.408,1993,0,"$782,000","$829,797",28,617.91,8.0,0,11/24/2020
LST-81120,1753 Maple Ln,phoenix,90074,Condominium,6.0,2.5,771,"63,728 sq ft",2013,2,"$270,000",,286,66.28,10.0,Y,2021-08-18
LST-80286,3888 Cedar Dr,SAN JOSE,3078,Multi Family,1.0,2.0,,0.06 acres,1982,True,$801K,"$884,827",264,574.2,2.0,N,2023-04-03
LST-81480,5876 Main St,San José,57875,TOWNHOUSE,5.0,3.0,"1,245 sq ft",2.155 acres,1947,yes,"$218,000","$210,945",47,,10.0,No,11/27/2021
LST-81628,2503 Elm Dr,San José,7309,townhouse,5.0,2.5,"1,812 sq ft","41,948 sq ft",1968,0,$739.0k,"$714,739",209,464.23,5.0,,09/28/2023
LST-80906,7412 Maple Blvd,Austin,43058,Condo,2.0,4.0,3306,"62,116 sq ft",1995,,$1169.0k,"$1,284,526",-39,550.54,,,
LST-81511,6439 Main Blvd,phoenix,40335,TOWNHOUSE,5.0,5.0,2452 SF,0.694 acres,1998,2,$959.0k,"$997,885",50,629.64,1.0,No,02/21/2021
LST-81466,305 Elm St,Austin,16200,Town House,3.0,4.5,,1.232 acres,1982,,$977K,"$990,229",150,3.1,,N,08/01/2023
LST-80916,9138 Main St.,"Nashville, TN",49755,single family,1.0,1.0,1539 SF,2.275 acres,1959,yes,$468K,"$520,256",51,452.11,1.0,0,2020-10-07
LST-81605,2605 Elm St,denver,10130,,1.0,5.0,"2,984 sq ft",,1973,2,"$985,000","$991,772",133,,3.0,Y,04/18/2023
LST-81404,8930 Oak Ln,Phoenix AZ,16416,Condominium,4.0,3.0,"4,552 sq ft",0.296 acres,2014,,1136000,"$1,104,611",267,196.78,3.0,Y,2021-02-18
LST-80782,3056 Main Ave,Charlotte NC,68218,multifamily,2.0,2.5,4905 SF,"46,696 sq ft",2004,,$756K,"$762,447",239,186.98,7.0,N,05/23/2022
LST-80551,8127 Elm St.,Denver,36663,Multi Family,2.0,4.5,"1,055 sq ft","70,131 sq ft",1999,,226000,"$218,380",32,,8.0,Yes,2020-06-28
LST-80921,4975 Elm Blvd,san jose,12688,Multi Family,3.0,1.5,"2,337 sq ft","97,356 sq ft",1973,1,$1041K,"$1,122,664",75,94.26,2.0,,03/13/2021
LST-81255,3602 Pine St,raleigh,78486,Multi-Family,2.0,5.0,"4,520 sq ft",0.925 acres,1987,0,808000,"$828,637",72,215.2,,N,04/25/2022
LST-80997,2818 Cedar Ln,Austin,36071,Town House,1.0,3.0,1109 SF,0.212 acres,2005,TRUE,417000,"$437,316",172,,2.0,Yes,02/06/2020
LST-81498,1789 Cedar Ave,Austin,4186,TOWNHOUSE,6.0,2.0,"2,778 sq ft","101,756 sq ft",2013,,$396K,"$404,347",66,145.26,6.0,1,2021-11-27
LST-81481,3440 Pine Ave.,AUSTIN,75023,Single Family,4.0,1.0,"3,580 sq ft",,1991,,,"$1,228,867",52,187.65,9.0,1,11/02/2022
LST-80867,5265 Main St,Phoenix,95075,,1.0,4.0,3089 sqft,1.641,0,no,"$766,000","$765,951",288,51.7,5.0,No,2022-03-27
LST-80493,4809 Cedar Rd,Nashville,65916,TOWNHOUSE,2.0,3.5,"3,078 sq ft",,2019,N,,"$407,270",293,298.78,8.0,N,
LST-81343,1684 Cedar Rd,Charlotte NC,41878,Condominium,3.0,2.5,2864 sqft,"22,869 sq ft",1981,,"$827,000","$884,216",205,243.01,5.0,,2023-04-06
LST-80277,4606 Elm Ave.,Phoenix AZ,43399,Townhouse,6.0,2.5,3543 SF,"55,887 sq ft",2021,TRUE,"$363,000","$349,917",6,564.45,,N,2020-03-30
LST-81699,456 Maple Dr,Austin,20808,Townhouse,6.0,5.0,"5,132 sq ft",0.884 acres,2022,no,$956K,"$1,069,256",70,,7.0,N,12/19/2020
LST-80358,1177 Main St,Phoenix,45878,condo,2.0,1.0,"1,919 sq ft",,2015,,$421.0k,"$416,983",16,,3.0,1,11/26/2021
LST-81026,3039 Main Ln,Charlotte,73488,single family,3.0,1.5,"3,767 sq ft",,1986,,"$544,000","$523,334",183,,4.0,No,2023-06-04
LST-80236,549 Maple Ave,DENVER,32988,Townhouse,4.0,5.0,"2,636 sq ft",,2021,,"$251,000","$280,600",98,,9.0,N,07/09/2020
LST-81719,9862 Pine Rd,Charlotte,29356,Single-Family,3.0,5.0,2779,,2021,0,$347.0k,"$363,482",201,16.57,2.0,N,06/11/2023
LST-81471,8929 Main Rd,San José,67573,single family,2.0,5.0,"1,769 sq ft",0.731 acres,1968,1,"$619,000","$654,053",61,,5.0,Y,2021-05-28
LST-80208,5593 Pine Rd,san jose,58557,Multi Family,3.0,1.0,"4,701 sq ft","107,331 sq ft",1800,,$681K,"$684,364",41,142.69,1.0,,06/21/2021
LST-81273,8238 Maple Ln,San José,84858,Single-Family,2.0,5.0,"2,792 sq ft","12,588 sq ft",1956,Y,"$695,000","$761,715",220,410.86,4.0,0,2022-08-30
LST-81648,4462 Maple St,Charlotte,82775,CONDO,3.0,5.0,4054,1.641,1966,,"$243,000",,223,153.59,6.0,,08/19/2022
LST-80058,1745 Oak Ave,raleigh,10470,Multi Family,3.0,1.5,"3,637 sq ft","88,470 sq ft",2011,False,636000,"$663,072",105,355.42,2.0,Y,2023-10-19
LST-81463,5079 Pine Ln,Raleigh,38458,Single-Family,2.0,4.5,,"8,581 sq ft",2020,,"$1,073,000","$1,184,432",146,,2.0,Yes,2023-01-24
LST-81456,5271 Maple St,charlotte,42059,Townhouse,4.0,3.0,"1,794 sq ft",,1994,,"$411,000","$406,135",228,,8.0,,10/12/2020
LST-80363,8869 Cedar Dr,Denver,90065,Single Family,6.0,3.0,1434 SF,,1969,3,,"$1,323,645",273,49.72,6.0,Y,2020-09-09
LST-80948,2032 Maple Dr,San José,59365,multifamily,6.0,3.5,"1,620 sq ft","77,885 sq ft",1988,,"$710,000","$769,695",6,600.75,10.0,,04/13/2023
LST-80892,6971 Main St.,DENVER,51425,Town House,6.0,3.5,2414,2.435 acres,1998,False,"$614,000","$674,952",255,177.41,9.0,Yes,08/26/2020
LST-81037,411 Oak Blvd,AUSTIN,45067,,5.0,5.0,,,1942,no,"$960,000","$1,042,977",142,,4.0,Yes,2020-03-30
LST-81624,5952 Main Ave.,DENVER,7884,Multi-Family,6.0,3.0,2146 sqft,,1965,,$542.0k,,98,349.95,2.0,,2023-10-08
LST-81124,2781 Pine St,nashville,57195,single family,3.0,2.5,3671 SF,"40,946 sq ft",1965,0,"$813,000","$790,354",129,,,0,02/05/2023
LST-80727,7168 Main Dr,San Jose,27751,Single-Family,5.0,5.0,3725 sqft,,2013,,,"$426,557",-15,490.99,10.0,1,2020-04-04
LST-80843,1831 Cedar St,DENVER,60021,Single-Family,2.0,4.5,1845 SF,1.574 acres,1944,Y,,"$505,761",135,161.42,,0,07/28/2022
LST-80706,7240 Main Dr,san jose,28318,Town House,6.0,3.0,5171,1.925 acres,1974,3,"$615,000","$607,864",232,,7.0,1,04/21/2021
LST-80118,8501 Pine St.,Charlotte,69630,Single-Family,6.0,3.5,2209,,2005,,"$231,000","$244,127",35,,,No,2023-03-11
LST-81592,9069 Maple Rd,AUSTIN,68843,Townhouse,5.0,1.5,,0.976,1994,1,$790K,"$792,467",73,,1.0,Yes,2020-05-11
LST-81778,580 Oak Blvd,Charlotte NC,27640,Multi Family,2.0,1.5,,1.639 acres,2030,no,,"$943,252",143,470.89,,No,10/09/2021
LST-80522,996 Oak Dr,"Nashville, TN",40256,Multi-Family,3.0,4.5,"4,127 sq ft",1.491 acres,1977,,1137000,"$1,185,414",20,,9.0,0,08/08/2023
LST-80513,8972 Pine Blvd,denver,86854,Multi-Family,6.0,4.0,1074 SF,0.731 acres,1962,True,,"$203,736",73,,8.0,0,2022-05-10
LST-80081,9938 Cedar Ave.,denver,70618,,6.0,5.0,1964 sqft,1.015,1969,1,$481.0k,"$488,462",243,267.44,6.0,1,2021-02-14
LST-81712,1658 Main St,AUSTIN,74003,townhouse,1.0,1.5,"1,341 sq ft","9,583 sq ft",1951,TRUE,,"$952,800",224,129.19,6.0,,2023-04-01
LST-80874,6237 Elm Rd,austin,74578,Multi Family,5.0,3.0,,0.357 acres,2021,Y,"$245,000","$242,635",114,,10.0,N,2022-09-15
LST-80380,2329 Oak Blvd,San José,52928,Town House,5.0,2.0,"1,433 sq ft",0.644,1985,Yes,813000,"$864,655",48,1.72,6.0,0,2020-10-14
LST-81559,4153 Cedar St,"Nashville, TN",58875,SFH,1.0,2.5,"1,529 sq ft",1.844 acres,2004,,"$628,000","$616,704",102,118.88,8.0,Y,2021-10-04
LST-80084,7413 Maple Dr,SAN JOSE,42411,Multi Family,2.0,5.0,3473,1.776 acres,1987,Yes,,"$671,221",94,509.89,,0,12/18/2021
LST-81549,4913 Pine Ave,Denver,30316,condo,2.0,4.0,2420 SF,0.178 acres,1966,3,"$483,000","$521,451",162,15.15,3.0,No,2023-07-09
LST-80329,9760 Pine Dr,Austin,26002,TOWNHOUSE,3.0,4.5,"4,719 sq ft",1.692,2015,,$514K,"$506,957",134,408.88,7.0,No,03/01/2021
LST-81326,6762 Pine St.,San Jose,70715,townhouse,6.0,5.0,1082 sqft,0.511 acres,2015,,,"$927,872",230,,8.0,1,2022-03-02
LST-81344,4543 Main Rd,nashville,35124,,2.0,4.0,"1,320 sq ft",0.884,1997,2,"$416,000","$418,530",163,529.73,2.0,1,2021-10-01
LST-81009,8771 Maple Ave.,raleigh,48663,condo,1.0,2.5,2897 sqft,1.978 acres,1991,yes,,"$352,037",224,418.15,9.0,,05/10/2022
LST-81301,5585 Main Ave,AUSTIN,47864,Townhouse,4.0,1.5,"3,701 sq ft",1.698 acres,1972,,"$1,071,000","$1,098,974",231,,9.0,0,2023-10-16
LST-80755,3988 Cedar St,raleigh,30195,CONDO,5.0,1.5,3501 SF,,1971,Yes,1214000,"$1,177,161",184,,6.0,,2020-09-05
LST-80451,2066 Elm Blvd,AUSTIN,7025,Condominium,6.0,3.0,3221 SF,1.311 acres,2006,yes,"$953,000","$1,024,322",278,,5.0,Yes,10/30/2022
LST-80490,7763 Elm Ln,AUSTIN,14619,Single Family,4.0,5.0,3108 SF,"97,487 sq ft",1944,N,"$727,000","$763,143",43,,7.0,Yes,2022-03-26
LST-81362,3588 Pine Rd,nashville,19272,Townhouse,6.0,2.0,2783 sqft,,1970,FALSE,$1197K,"$1,249,239",53,204.38,4.0,Yes,02/22/2021
