account_id,company_name,industry,plan,signup_date,churn_date,churned,mrr_usd,seats,monthly_active_users,usage_events,support_tickets_90d,nps_score,account_age_days,contract_type,region
ACC-11394,Company_1394,finance,professional,11/19/2021,,0,$193.82,208,142.0,"9,432 events",2.0,,925,monthly,emea
ACC-11491,Company_1491,E-Commerce,PRO,07/10/2021,,0,943.51,77,73.0,28.0K,17.0,6.0,-31,Annual,Latin America
ACC-11128,Company_1128,finance,Free,01/08/2021,2022-11-19,1,$4744,92,30.0,21996,5.0,3.0,1035,ANNUAL,Europe
ACC-10239,Company_239,TECH,Enterprise,03/30/2020,,0,$913.55,53,38.0,"27,489 events",10.0,9.0,1524,Yearly,apac
ACC-10842,Company_842,edtech,Starter,29/09/2021,2026-06-26,1,$522.88,234,215.0,,14.0,100.0,976,month-to-month,Latin America
ACC-11339,Company_1339,Finance,Free,10/06/2022,,0,$4.87K,282,109.0,"34,201 events",16.0,9.0,604,month-to-month,
ACC-10170,Company_170,tech,start,09/03/2021,2023-03-28,1,$27.12,368,164.0,5467,23.0,2.0,1002,annual,NA
ACC-11112,Company_1112,edtech,,12/18/2021,,0,$30,462,497.0,1.0K,22.0,0.0,896,Multi-Year,Europe
ACC-11310,Company_1310,Finance,professional,11/03/2022,,0,$104,234,91.0,4.8K,3.0,0.0,576,monthly,Europe
ACC-10650,Company_650,tech,ENT,07/03/2022,,0,1815.44,18,,"14,669 events",4.0,,-43,ANNUAL,APAC
ACC-10044,Company_44,retail,Starter Plan,2020-09-10,,0,457.18,53,23.0,"29,880 events",11.0,7.0,1360,Multi-Year,APAC
ACC-10411,,retail,Starter,07/03/2020,,0,"$5,252.11",400,140.0,3977,12.0,1.0,1429,monthly,APAC
ACC-11551,Company_1551,Retail,Professional,2023-03-11,2023-07-25,1,180.29,444,333.0,11549,0.867577533042006,0.0,448,,Americas
ACC-10986,Company_986,Finance,STARTER,04/02/2022,2023-05-26,1,$491.74,455,193.0,"13,343 events",8.0,0.0,791,,Europe
ACC-10589,Company_589,tech,PRO,02/21/2020,,0,"$5,209.61",445,225.0,"42,542 events",8.0,3.0,1562,multi-year,Asia Pacific
ACC-10714,Company_714,healthcare,freemium,2022-01-16,,0,$27.28,270,98.0,11574,0.0,-5.0,867,ANNUAL,Americas
ACC-10366,Company_366,EdTech,professional,08/04/2020,,0,$5007,293,304.0,"45,176 events",8.0,5.0,1515,multi-year,Europe
ACC-10888,Company_888,Software,ENT,04/25/2020,,0,$30,41,27.0,"5,251 events",16.0,4.0,1498,month-to-month,North America
ACC-11236,Company_1236,saas,Ent,2021-10-27,2022-11-20,1,924.06,390,388.0,"46,403 events",20.0,9.0,948,Multi-Year,EU
ACC-10561,Company_561,tech,ENTERPRISE,2020-02-04,,0,"$1,911.14",354,297.0,33317,19.0,7.0,1579,MONTHLY,North America
ACC-10297,Company_297,education,PRO,02/18/2022,,0,$1014,444,229.0,"7,324 events",17.0,7.0,834,,NA
ACC-11468,Company_1468,retail,Pro,04/01/2022,,0,1969.69,249,123.0,10.4K,6.0,6.0,879,multi-year,emea
ACC-10115,Company_115,saas,pro,2020-12-24,2021-11-10,1,$1839,157,78.0,"40,051 events",0.0,6.0,1255,monthly,Latin America
ACC-10394,Company_394,education,ENTERPRISE,11/08/2022,,0,$47.45,38,16.0,26.8K,23.0,6.0,660,2-Year,Americas
ACC-10425,Company_425,tech,Professional,08/12/2022,,0,$1914,113,51.0,"14,259 events",12.0,8.0,659,MONTHLY,North America
ACC-11471,Company_1471,FinTech,Starter,26/03/2021,,0,$51.34,109,67.0,"3,569 events",23.0,10.0,1163,yearly,LATAM
ACC-10220,Company_220,Retail,,2020-10-08,,0,$99,438,333.0,,7.0,0.0,1332,2-Year,EMEA
ACC-10532,Company_532,Health,start,10/03/2020,,0,$101.75,410,418.0,43834,13.0,9.0,1544,monthly,emea
ACC-10426,Company_426,tech,Pro,12/08/2020,,0,$26.57,295,276.0,"13,715 events",15.0,9.0,1389,Monthly,US
ACC-10915,Company_915,fintech,Pro,15/04/2020,,0,$527.83,274,263.0,,19.0,10.0,1508,Yearly,Latin America
ACC-10175,Company_175,edtech,Starter Plan,2021-08-13,2023-04-14,1,,196,207.0,26641,10.0,,1023,,emea
ACC-10787,Company_787,,free,28/01/2021,2022-07-26,1,1014.69,405,186.0,"35,950 events",17.0,6.0,1220,Multi-Year,latam
ACC-10942,Company_942,education,STARTER,07/12/2022,2023-07-04,1,$28,206,204.0,"41,237 events",18.0,7.0,-37,Multi-Year,latam
ACC-11383,Company_1383,tech,free,2022-07-16,,churned,$106,436,469.0,12952,19.0,1.0,686,,emea
ACC-10344,Company_344,TECH,pro,16/02/2023,,0,$29.67,266,141.0,"39,353 events",13.0,0.0,471,multi-year,apac
ACC-10078,Company_78,EdTech,Enterprise,05/12/2022,2022-06-13,1,$48.4,301,92.0,"49,808 events",6.0,100.0,751,month-to-month,NA
ACC-10374,Company_374,E-Commerce,Free Trial,04/07/2020,,0,$2032,455,250.0,,4.0,7.0,1428,2-Year,US
ACC-11507,Company_1507,education,starter,2021-07-08,,0,$899.13,340,319.0,28.5K,6.0,7.0,1059,,NA
ACC-10543,Company_543,Tech,STARTER,2020-04-29,2020-11-18,1,,381,125.0,"23,718 events",20.0,5.0,1494,Multi-Year,North America
ACC-10756,Company_756,EdTech,Ent,15/08/2021,,0,$28.02,417,150.0,9.8K,10.0,5.0,1021,ANNUAL,North America
ACC-10212,Company_212,,,30/08/2020,,0,2096.47,145,105.0,"46,735 events",2.0,,1371,annual,
ACC-10259,Company_259,Tech,ENT,15/08/2021,,0,1996.05,379,381.0,"19,769 events",14.0,5.0,1021,Annual,emea
ACC-10705,Company_705,EdTech,enterprise,2023-01-30,,0,$210.45,8,6.0,41984,17.0,0.0,488,ANNUAL,emea
ACC-10617,Company_617,retail,enterprise,2020-04-22,,0,$30,422,425.0,17.3K,21.0,0.0,1501,,North America
ACC-10198,Company_198,tech,FREE,09/20/2020,2021-10-16,1,91.01,27,14.0,48903,2.0,1.0,1350,Annual,Europe
ACC-10015,Company_15,finance,Pro,2022-03-31,2022-06-10,1,"$1,029.09",44,25.0,"37,339 events",6.0,7.0,793,month-to-month,NA
ACC-10582,Company_582,edtech,ENT,2021-09-02,,0,$454.89,214,,,23.0,8.0,1003,Annual,EMEA
ACC-11145,Company_1145,ecommerce,FREE,2021-07-31,,0,"$2,110.76",477,271.0,,3.0,9.0,1036,,emea
ACC-10382,Company_382,,free,12/24/2022,,0,$189,434,411.0,10.2K,0.0,9.0,525,Monthly,Americas
ACC-10618,Company_618,fintech,Free Trial,2020-07-01,,TRUE,$105.74,458,206.0,"5,928 events",14.0,2.0,1431,annual,Europe
ACC-11350,Company_1350,finance,Ent,05/09/2020,2021-08-02,1,$190.82,34,19.0,48596,0.506816871453989,8.0,1484,monthly,apac
ACC-10490,Company_490,EdTech,Ent,2022-11-12,2024-01-08,1,$962.80,493,299.0,7571,3.0,0.0,567,multi-year,emea
ACC-10199,Company_199,Technology,STARTER,20/02/2020,,0,$182,12,6.0,"1,186 events",3.0,7.0,1563,multi-year,EU
ACC-11391,Company_1391,education,ENT,2020-09-20,2021-09-26,1,"$5,243.24",299,206.0,8.2K,2.0,4.0,1350,yearly,EU
ACC-11344,Company_1344,ecommerce,PRO,2021-01-05,2022-05-12,1,"$1,072.48",332,198.0,"31,438 events",5.0,1.0,1243,monthly,North America
ACC-11047,Company_1047,Healthcare,ENT,27/01/2020,,FALSE,,176,126.0,,14.0,2.0,1587,month-to-month,LATAM
ACC-11492,Company_1492,Technology,ENTERPRISE,2023-04-07,2025-03-07,1,"$1,042.57",221,185.0,,17.0,3.0,421,multi-year,EU
ACC-10438,Company_438,Healthcare,Enterprise,12/07/2020,,0,$982,58,55.0,28252,0.7215134952075011,3.0,1420,multi-year,Asia Pacific
ACC-11583,Company_1583,Tech,Starter Plan,25/03/2023,,0,207.59,66,34.0,17186,6.0,0.0,434,2-Year,NA
ACC-11034,Company_1034,healthcare,Starter Plan,08/06/2020,,0,"$4,914.40",147,109.0,16858,18.0,1.0,1454,Yearly,apac
ACC-11111,Company_1111,saas,ENT,2020-12-05,,0,$106,368,,"5,314 events",20.0,10.0,1274,annual,LATAM
ACC-10056,Company_56,finance,freemium,25/10/2022,,0,30.29,379,354.0,"8,705 events",19.0,-5.0,585,Yearly,apac
ACC-10450,Company_450,Retail,freemium,01/08/2023,,Yes,"$1,025.22",215,79.0,,6.0,,510,Monthly,latam
ACC-10043,Company_43,Health,ENTERPRISE,27/09/2020,,0,,332,224.0,"45,457 events",1.0,-5.0,-90,Yearly,NA
ACC-10100,Company_100,SaaS,ENTERPRISE,07/02/2023,,TRUE,"$1,860.45",260,251.0,,7.0,7.0,480,Monthly,EU
ACC-10274,Company_274,Technology,ENTERPRISE,2021-05-23,,0,185.46,155,,,14.0,9.0,1105,Annual,LATAM
ACC-11193,Company_1193,ecommerce,starter,15/12/2020,,0,"$1,936.43",398,395.0,,5.0,1.0,1264,annual,Latin America
ACC-10101,Company_101,Education,enterprise,12/04/2021,,0,$99.83,154,149.0,19.7K,13.0,2.0,1146,monthly,apac
ACC-11244,Company_1244,Healthcare,Starter,21/02/2023,,0,,474,228.0,"4,502 events",13.0,7.0,466,Monthly,EU
ACC-10107,Company_107,saas,pro,2020-07-19,,0,$506.57,464,,"34,261 events",20.0,,1413,,EU
ACC-11229,Company_1229,retail,Free,2022-11-18,,0,,261,240.0,,8.0,6.0,-71,Monthly,Asia Pacific
ACC-10701,Company_701,education,pro,2022-12-13,,0,191.71,430,254.0,,3.0,9.0,536,monthly,Latin America
ACC-10613,Company_613,FinTech,Ent,09/03/2021,,0,$48,85,58.0,"9,847 events",11.0,7.0,1180,Annual,APAC
ACC-10526,Company_526,Tech,FREE,2022-04-11,2022-05-20,1,$45.52,307,202.0,,13.0,1.0,782,yearly,EMEA
ACC-10352,Company_352,saas,start,2022-03-28,,0,,25,16.0,"5,394 events",15.0,0.0,796,yearly,APAC
ACC-10614,Company_614,tech,,11/12/2021,,0,$984,121,60.0,,8.0,8.0,932,MONTHLY,latam
ACC-11205,Company_1205,TECH,Starter Plan,2023-02-23,2025-02-08,1,$30.71,475,490.0,,24.0,4.0,464,multi-year,LATAM
ACC-11270,Company_1270,saas,starter,01/17/2020,,0,,445,215.0,,0.5900560183913063,10.0,1597,MONTHLY,APAC
ACC-10128,,Health,Free,2020-12-06,,0,$46.13,449,298.0,35639,0.0,8.0,1273,ANNUAL,apac
ACC-10844,Company_844,Technology,free,07/20/2021,,0,$107.14,417,240.0,33295,12.0,5.0,1047,MONTHLY,US
ACC-10497,Company_497,edtech,Pro,06/26/2020,,Yes,$473,332,224.0,"35,939 events",6.0,8.0,1436,Multi-Year,emea
ACC-10810,Company_810,Health,Enterprise,11/02/2021,2022-09-14,1,$2065,378,206.0,"9,412 events",18.0,0.0,1206,2-Year,latam
ACC-11359,,ecommerce,ENTERPRISE,2023-02-08,,0,$29.46,101,86.0,19139,14.0,10.0,479,ANNUAL,US
ACC-10736,Company_736,finance,professional,10/02/2022,2024-09-13,1,$452,202,167.0,,11.0,10.0,608,MONTHLY,emea
ACC-11053,Company_1053,Retail,start,15/12/2022,,0,$489.50,282,262.0,"42,968 events",4.0,8.0,534,MONTHLY,EU
ACC-10901,Company_901,Finance,Starter,2023-01-01,2023-12-11,1,$31.63,487,216.0,19.9K,0.7266868534775912,6.0,517,month-to-month,EMEA
ACC-10514,Company_514,,ENT,28/02/2021,,0,$913.68,342,270.0,"20,548 events",21.0,1.0,1189,ANNUAL,APAC
ACC-11061,Company_1061,TECH,starter,04/03/2023,,No,$108,11,4.0,35006,14.0,10.0,425,2-Year,emea
ACC-10413,Company_413,education,FREE,05/24/2022,,TRUE,$4.69K,153,79.0,17124,11.0,4.0,739,annual,North America
ACC-11502,Company_1502,ecommerce,professional,28/06/2022,2024-05-27,1,$105,423,222.0,46653,12.0,-5.0,704,annual,North America
ACC-10843,Company_843,fintech,Pro,2020-10-11,,No,$920.42,53,33.0,"49,498 events",0.0,,1329,multi-year,Europe
ACC-10575,Company_575,healthcare,starter,25/08/2022,,0,$183.4,165,101.0,"43,321 events",3.0,8.0,646,multi-year,Americas
ACC-10367,Company_367,retail,start,19/07/2021,2023-01-06,1,,329,305.0,,18.0,,1048,ANNUAL,Asia Pacific
ACC-11353,Company_1353,saas,free,12/07/2020,,0,$30,178,64.0,"32,604 events",22.0,5.0,1420,yearly,Asia Pacific
ACC-11203,Company_1203,tech,Professional,10/06/2021,,0,5256.74,251,241.0,40.4K,23.0,7.0,969,yearly,APAC
ACC-11181,Company_1181,ecommerce,Enterprise,01/11/2022,,0,"$1,863.06",1,1.0,14102,6.0,7.0,872,,Europe
ACC-10798,Company_798,Technology,Starter Plan,05/14/2021,,0,$976,196,211.0,"12,086 events",19.0,,1114,Yearly,APAC
ACC-10696,Company_696,saas,Starter Plan,2020-05-19,,churned,$46.36,384,236.0,"49,588 events",0.0,1.0,1474,monthly,LATAM
ACC-10226,Company_226,EdTech,Starter Plan,17/03/2020,2021-02-14,1,$1.92K,330,177.0,"10,567 events",24.0,7.0,1537,,Asia Pacific
ACC-10231,,finance,free,2021-12-07,,0,$2133,452,139.0,"25,189 events",22.0,0.0,907,2-Year,APAC
ACC-11001,Company_1001,retail,Starter,27/09/2020,,0,,444,294.0,24532,1.0,5.0,1343,,emea
ACC-11395,Company_1395,Tech,starter,09/02/2020,,0,$548,323,297.0,8.4K,21.0,2.0,1574,monthly,Europe
ACC-10479,Company_479,retail,professional,15/01/2023,,TRUE,$99.45,111,59.0,"4,582 events",23.0,8.0,503,Multi-Year,EMEA
ACC-10163,,Health,starter,10/10/2021,2022-10-28,1,$26,464,218.0,"44,713 events",4.0,1.0,965,month-to-month,LATAM
ACC-11470,Company_1470,FinTech,Ent,19/03/2020,2021-03-07,1,"$2,051.49",209,121.0,,18.0,5.0,1535,MONTHLY,Americas
ACC-10552,Company_552,tech,Pro,10/08/2021,,0,48.45,84,,308 events,22.0,7.0,967,MONTHLY,NA
ACC-10266,Company_266,fintech,Professional,07/04/2022,2023-12-24,1,4688.81,20,17.0,9756,9.0,2.0,786,month-to-month,North America
ACC-10148,Company_148,finance,STARTER,2020-10-26,2026-08-25,1,$5.34K,262,231.0,"25,494 events",10.0,1.0,1314,Multi-Year,Asia Pacific
ACC-10567,Company_567,education,Free Trial,12/17/2020,,0,50.08,332,232.0,"20,110 events",0.22049741690777927,6.0,1262,MONTHLY,APAC
ACC-10811,Company_811,retail,starter,2021-09-25,2026-08-12,1,$1967,291,181.0,"1,032 events",0.696628473799775,0.0,980,month-to-month,North America
ACC-11481,Company_1481,Education,Free,2020-02-14,,0,$547.39,326,198.0,20.5K,0.0,,1569,monthly,Americas
ACC-11288,Company_1288,tech,STARTER,03/07/2022,,0,,83,82.0,"23,496 events",13.0,6.0,817,Annual,LATAM
ACC-10306,Company_306,Technology,PRO,2023-01-01,,0,"$1,938.94",382,190.0,"36,974 events",5.0,1.0,-10,monthly,Europe
ACC-10192,Company_192,Tech,Professional,08/24/2022,2023-05-27,1,508.31,193,,10967,5.0,0.0,647,annual,Asia Pacific
ACC-10309,Company_309,Tech,free,01/25/2022,,0,$47.69,29,21.0,,8.0,,858,Yearly,EMEA
ACC-11330,Company_1330,finance,Starter,04/08/2021,2021-11-29,1,,24,14.0,10397,14.0,10.0,1150,2-Year,APAC
ACC-10063,Company_63,ecommerce,enterprise,27/03/2023,2025-03-25,1,,179,79.0,"24,770 events",3.0,7.0,432,Yearly,North America
ACC-10983,Company_983,education,Professional,2022-09-11,,0,,164,104.0,"17,718 events",18.0,9.0,629,Monthly,latam
ACC-11510,Company_1510,Technology,free,08/21/2021,2022-07-14,1,$215,376,344.0,"29,969 events",17.0,5.0,1015,yearly,North America
ACC-11375,Company_1375,Health,freemium,06/30/2021,,0,$4927,235,88.0,17.5K,1.0,0.0,1067,MONTHLY,Europe
ACC-11175,Company_1175,Technology,Enterprise,12/06/2022,,,$2070,157,89.0,"27,675 events",21.0,0.0,720,,latam
ACC-11295,Company_1295,Finance,Professional,2020-12-29,,0,$5113,12,7.0,25.8K,14.0,5.0,1250,annual,North America
ACC-10371,Company_371,E-Commerce,Professional,03/23/2020,,0,$908,168,87.0,21631,4.0,7.0,1531,ANNUAL,Europe
ACC-10905,Company_905,Health,ENTERPRISE,16/02/2023,,0,$44,414,410.0,11.9K,4.0,6.0,471,annual,EMEA
ACC-10925,Company_925,edtech,ENT,02/08/2023,,0,$27.56,466,,"12,055 events",3.0,2.0,479,Annual,EMEA
ACC-10664,Company_664,FinTech,professional,01/28/2021,,Yes,,419,387.0,"3,598 events",20.0,3.0,1220,,Latin America
ACC-10218,Company_218,Health,FREE,19/12/2020,,0,"$5,282.45",34,12.0,"30,035 events",5.0,2.0,1260,Multi-Year,Latin America
ACC-10711,,healthcare,freemium,05/12/2021,,0,,139,147.0,"27,191 events",7.0,10.0,909,Monthly,Europe
ACC-10286,Company_286,TECH,pro,2022-08-10,,0,$28,58,54.0,25.2K,20.0,6.0,661,annual,APAC
ACC-11173,Company_1173,,PRO,10/05/2021,,0,$47.10,148,85.0,"1,385 events",9.0,1.0,1118,2-Year,
ACC-11314,Company_1314,saas,STARTER,28/03/2021,,0,$2185,406,131.0,32.4K,14.0,1.0,1161,monthly,apac
ACC-10988,,Healthcare,STARTER,2021-04-25,2022-03-05,1,$2.06K,308,264.0,"12,401 events",24.0,2.0,1133,MONTHLY,EMEA
ACC-11261,Company_1261,saas,freemium,06/06/2022,,0,$4719,179,171.0,"47,649 events",24.0,4.0,726,Monthly,LATAM
ACC-11146,Company_1146,Education,Pro,15/08/2022,,Yes,$514,178,140.0,"37,276 events",0.6291206985348331,4.0,656,Multi-Year,EMEA
ACC-11222,Company_1222,Healthcare,ENT,25/10/2022,,0,$522.20,413,380.0,,0.2005689625514026,,585,annual,latam
ACC-11342,Company_1342,Education,Free Trial,03/15/2022,,0,"$2,114.24",496,341.0,,24.0,2.0,809,ANNUAL,EU
ACC-11586,Company_1586,healthcare,Starter,2021-09-17,,0,$545,446,419.0,"41,586 events",14.0,10.0,988,month-to-month,emea
ACC-11312,Company_1312,education,enterprise,05/27/2020,2020-09-09,1,$5.47K,293,291.0,40775,9.0,8.0,1466,yearly,latam
ACC-11190,Company_1190,Technology,Free,06/04/2021,2021-06-03,1,$102.58,196,150.0,276,10.0,8.0,1152,ANNUAL,North America
ACC-11006,Company_1006,Healthcare,Free Trial,24/07/2021,,0,526.62,154,109.0,"10,514 events",0.784671025196101,7.0,1043,Yearly,APAC
ACC-10628,Company_628,fintech,PRO,2020-02-29,,0,$1014,409,208.0,"23,666 events",6.0,8.0,1554,annual,EMEA
ACC-11168,Company_1168,,professional,12/01/2022,,0,"$4,697.22",202,204.0,694,22.0,2.0,871,monthly,Europe
ACC-10415,Company_415,Finance,Free Trial,2021-06-12,,0,$189.52,449,206.0,,9.0,7.0,1085,annual,EU
ACC-10743,Company_743,Health,Prof,24/10/2022,,0,,287,141.0,"9,112 events",13.0,9.0,586,Annual,apac
ACC-11273,Company_1273,Retail,Free Trial,04/12/2021,2022-12-06,1,,272,149.0,,6.0,6.0,910,month-to-month,APAC
ACC-10535,Company_535,Technology,pro,02/08/2021,,0,1987.41,473,,"15,297 events",5.0,6.0,1209,Annual,EMEA
ACC-11424,Company_1424,Finance,Starter,2023-03-22,,0,$44.78,293,213.0,12247,3.0,8.0,437,ANNUAL,Americas
ACC-10381,Company_381,saas,Enterprise,2022-08-14,,0,$99.22,246,94.0,43556,0.0,10.0,657,,LATAM
ACC-10881,Company_881,Retail,Enterprise,10/09/2021,,0,,107,48.0,4.3K,14.0,3.0,966,ANNUAL,LATAM
ACC-10744,Company_744,saas,professional,31/07/2022,,0,$461.41,124,127.0,"2,391 events",23.0,4.0,671,Monthly,LATAM
ACC-10554,Company_554,finance,professional,03/30/2023,,0,$474,332,196.0,,5.0,1.0,429,Monthly,apac
ACC-11341,Company_1341,tech,ENT,2022-03-12,,0,$92.97,414,247.0,40202,13.0,,812,MONTHLY,APAC
ACC-11285,,Software,Pro,2021-01-24,,0,$92.54,187,131.0,37270,7.0,,1224,multi-year,Latin America
ACC-11078,Company_1078,edtech,FREE,2021-03-14,2021-06-23,1,1074.37,158,126.0,24249,0.6423956079889485,1.0,1175,,LATAM
ACC-10277,Company_277,FinTech,ENT,12/02/2022,,0,105.24,368,178.0,37749,24.0,3.0,547,Annual,Europe
ACC-11265,Company_1265,Healthcare,Starter Plan,10/09/2022,2023-06-18,1,$45,226,121.0,,8.0,,601,Annual,North America
ACC-10999,Company_999,Education,FREE,2022-07-10,2024-05-22,1,$210.42,56,36.0,22.8K,0.0,5.0,692,2-Year,apac
ACC-10518,Company_518,Tech,Starter Plan,2020-12-18,,0,910.89,415,362.0,"11,842 events",19.0,5.0,1261,Annual,NA
ACC-10836,Company_836,Finance,FREE,03/20/2021,,0,$29,205,146.0,"34,491 events",14.0,0.0,1169,Annual,North America
ACC-10236,Company_236,TECH,,22/09/2021,,0,50.55,185,65.0,"11,596 events",17.0,2.0,983,Annual,Americas
ACC-10707,,Tech,Prof,03/12/2023,,TRUE,,470,,"40,795 events",20.0,,-166,,latam
ACC-11360,Company_1360,EdTech,Starter,10/12/2022,,0,$46.18,490,354.0,14.9K,13.0,1.0,539,yearly,North America
ACC-11575,Company_1575,Software,Enterprise,2022-02-23,,0,$46.88,45,34.0,,0.42398049867619436,,829,2-Year,LATAM
ACC-10846,Company_846,finance,enterprise,2022-09-09,,0,$5.30K,368,326.0,4367,7.0,8.0,631,month-to-month,LATAM
ACC-11208,Company_1208,healthcare,Starter,12/14/2022,2023-07-11,1,$529.39,74,30.0,6014,17.0,1.0,535,month-to-month,Asia Pacific
ACC-11210,Company_1210,Technology,ENT,01/28/2023,,0,$537,309,230.0,,15.0,1.0,490,ANNUAL,Europe
ACC-10208,Company_208,Retail,start,2023-03-22,2024-12-13,1,"$1,073.60",177,111.0,,13.0,4.0,437,2-Year,Asia Pacific
ACC-10767,Company_767,Retail,Free Trial,2020-03-01,2020-12-23,1,51.4,157,146.0,840,1.0,9.0,1553,monthly,latam
ACC-11277,Company_1277,retail,Prof,2023-02-19,2023-06-11,1,"$2,046.05",145,113.0,"2,631 events",21.0,10.0,468,Multi-Year,EMEA
ACC-10051,Company_51,tech,pro,08/09/2022,,0,$909.67,90,58.0,40966,13.0,6.0,662,,APAC
ACC-10058,Company_58,EdTech,pro,05/30/2020,,0,$911,473,337.0,"33,407 events",24.0,9.0,1463,Monthly,NA
ACC-11169,Company_1169,retail,Enterprise,2020-07-26,,0,$211.05,186,175.0,,12.0,2.0,-128,monthly,latam
ACC-10495,,saas,Free,2022-01-22,,0,,360,253.0,"21,050 events",21.0,4.0,861,MONTHLY,
ACC-11469,Company_1469,education,Professional,11/20/2022,,0,$50.10,96,46.0,,0.0,8.0,559,yearly,emea
ACC-10865,Company_865,education,ENTERPRISE,02/14/2023,2023-05-14,1,$5.43K,439,185.0,16.7K,9.0,10.0,473,annual,latam
ACC-11429,Company_1429,fintech,pro,2022-10-28,2023-01-25,1,5065.02,99,,,23.0,7.0,582,Yearly,
ACC-10363,Company_363,Healthcare,STARTER,02/17/2021,,0,29.55,349,313.0,"17,147 events",15.0,9.0,1200,multi-year,Europe
ACC-10513,,EdTech,Prof,2021-11-19,,0,$548,483,340.0,"34,758 events",24.0,,925,Multi-Year,
ACC-10354,Company_354,SaaS,,2020-11-28,,0,$217.87,352,327.0,"30,098 events",5.0,7.0,-1,,latam
ACC-10892,Company_892,retail,,04/13/2023,2023-10-02,1,"$5,218.64",103,110.0,47431,4.0,5.0,415,,US
ACC-11313,Company_1313,Retail,ENT,26/07/2021,2023-01-31,1,$486.77,119,86.0,,15.0,7.0,-104,yearly,Latin America
ACC-11484,Company_1484,Software,FREE,26/10/2022,,0,5072.79,356,138.0,"48,126 events",20.0,7.0,584,yearly,North America
ACC-11232,Company_1232,finance,Starter Plan,12/16/2020,2021-05-25,1,$29.87,62,,"34,215 events",20.0,0.0,1263,Multi-Year,Europe
ACC-10985,Company_985,healthcare,free,2021-08-27,2022-07-15,1,$30,59,24.0,33643,22.0,0.0,1009,monthly,LATAM
ACC-10292,Company_292,healthcare,Pro,04/01/2021,,0,$526.41,34,32.0,42.3K,21.0,3.0,1157,2-Year,EU
ACC-10584,Company_584,SaaS,ENT,2022-09-30,,0,$28.13,451,251.0,4.4K,12.0,10.0,-21,MONTHLY,North America
ACC-11253,Company_1253,EdTech,enterprise,2022-09-23,,0,$182.62,313,110.0,18921,16.0,4.0,617,annual,Asia Pacific
ACC-10566,Company_566,Software,Free,2023-04-01,,0,5424.29,169,93.0,"24,391 events",23.0,1.0,427,monthly,Latin America
ACC-10973,Company_973,Education,starter,11/11/2021,,0,$30,95,58.0,13838,7.0,8.0,933,Monthly,Latin America
ACC-10834,,Education,Starter Plan,30/07/2020,,0,$203.24,4,2.0,,13.0,4.0,1402,multi-year,US
ACC-10534,Company_534,Education,Starter,07/24/2022,,0,$4996,212,146.0,36819,9.0,,678,ANNUAL,Europe
ACC-10233,Company_233,Healthcare,Professional,01/15/2023,,0,"$4,860.22",387,385.0,"44,562 events",0.18068616162592852,5.0,-180,monthly,NA
ACC-10619,Company_619,education,starter,2021-07-01,,0,"$1,966.17",211,126.0,34.3K,0.0,3.0,1066,ANNUAL,Europe
ACC-11455,,TECH,starter,09/04/2023,,0,$29,182,88.0,,2.0,3.0,419,,Americas
ACC-10196,Company_196,Tech,Prof,2020-03-20,2021-01-18,1,1936.52,14,7.0,13580,19.0,3.0,1534,,North America
ACC-11201,Company_1201,education,Starter Plan,04/07/2022,2022-05-18,1,"$5,366.67",270,171.0,,14.0,,786,,EU
ACC-11377,Company_1377,FinTech,Free,09/07/2021,2023-02-17,1,$510.00,154,114.0,27.0K,7.0,9.0,1058,annual,Latin America
ACC-11368,Company_1368,,enterprise,2020-09-17,2021-02-18,1,$1022,221,126.0,"13,552 events",0.6957952974061903,6.0,1353,,EU
ACC-10081,Company_81,finance,FREE,2022-05-25,2023-04-30,1,$195,132,,4559,18.0,9.0,738,monthly,apac
ACC-11530,Company_1530,EdTech,STARTER,03/04/2020,,0,100.72,24,9.0,6496,20.0,8.0,1520,Annual,LATAM
ACC-10494,Company_494,E-Commerce,STARTER,2023-03-14,,,"$1,913.52",484,170.0,"2,035 events",0.8422983338489674,-5.0,445,MONTHLY,US
ACC-11255,Company_1255,TECH,Prof,2021-10-10,2023-03-08,1,$30.68,46,14.0,32897,22.0,8.0,965,MONTHLY,EU
ACC-10224,Company_224,healthcare,PRO,2021-12-03,,0,$103,424,401.0,"13,793 events",1.0,10.0,911,MONTHLY,US
ACC-10380,Company_380,education,start,2020-03-21,2022-02-05,1,$30.51,263,,"10,184 events",17.0,9.0,1533,Yearly,EMEA
ACC-10111,Company_111,tech,FREE,05/02/2020,,0,$518.32,453,251.0,"28,381 events",16.0,,1491,Monthly,Europe
ACC-11386,Company_1386,fintech,,2020-09-03,,0,$30.38,354,210.0,"42,479 events",17.0,2.0,1367,annual,latam
ACC-10932,Company_932,edtech,Starter Plan,02/05/2021,2026-07-30,1,$1866,426,263.0,"43,215 events",1.0,5.0,1212,month-to-month,apac
ACC-11376,Company_1376,edtech,Pro,04/03/2020,,0,$45.47,480,276.0,48100,13.0,10.0,1550,2-Year,LATAM
ACC-10816,Company_816,Finance,STARTER,01/24/2020,,0,$90.93,414,353.0,,5.0,,1590,ANNUAL,Asia Pacific
ACC-11374,Company_1374,healthcare,Starter,10/04/2023,,0,$211.93,493,214.0,18.2K,9.0,10.0,418,monthly,emea
ACC-10859,Company_859,FinTech,enterprise,2020-01-19,,0,$52.67,155,92.0,"13,274 events",0.18184671571040642,,1595,Yearly,NA
