id,age,workclass,education,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income,housing,n_household_members,savings_usd,broadband_access,employment_status,commute_time_min,county_fips,rent_usd
652,78,Self-emp-not-inc,1st-4th,Divorced,Tech-support,Own-child,White,Male,0,0,42,Cuba,38464,Rent,7,12797,yes,Student,42,45773,0
653,58,Private,Prof-school,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,48,United-States,<=50K,Own,6,340,Y,Unemployed,46,55704,0
654,82,Private,Some-college,Married,Transport-moving,Other-relative,White,Female,0,0,64,Canada,38050,Mortgage,1,572,No,Self-employed,37,35613,3432
655,55,Private,Assoc-acdm,Never-married,Prof-specialty,Wife,Black,Male,0,0,26,United-States,9767,Mortgage,1,244,no,Unemployed,97,04049,0
656,47,Private,Bachelors,Widowed,Farming-fishing,Other-relative,Black,Male,0,0,44,United-States,<=50K,Mortgage,2,82,no,Retired,87,48582,0
657,48,Private,12th,Divorced,Transport-moving,Other-relative,White,Male,0,0,15,United-States,>50K,Rent,4,4658,N,Self-employed,93,27473,0
658,24,Private,11th,Married-civ-spouse,Craft-repair,Other-relative,White,Male,0,0,33,United-States,12331,Mortgage,6,2522,No,Retired,1,26278,582
659,71,Private,7th-8th,Single,Priv-house-serv,Other-relative,White,Male,0,0,43,United-States,<=50K,Rent,1,0,yes,Employed,33,29223,0
660,89,Private,Assoc-voc,Married-civ-spouse,Protective-serv,Husband,Black,Female,0,0,24,United-States,75316,Rent,6,0,no,Self-employed,80,17720,0
661,86,Self-emp-inc,Preschool,Separated,Protective-serv,Own-child,White,Male,0,0,25,United-States,<=50K,Mortgage,5,8735,No,Employed,72,01729,828
662,30,Private,Prof-school,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,63,United-States,<=50K,Rent,6,1884,Y,Employed,3,49331,0
663,50,Private,Bachelors,Never-married,Machine-op-inspct,Unmarried,White,Male,0,0,1,United-States,42373,Mortgage,4,639,No,Unemployed,84,54753,0
664,88,Federal-gov,12th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,35,United-States,69284,Mortgage,5,5351,No,Unemployed,70,36475,0
665,69,Private,9th,Never-married,Transport-moving,Own-child,White,Male,0,0,51,United-States,<=50K,Mortgage,2,343,yes,Self-employed,52,08411,2844
666,48,Private,10th,M,Handlers-cleaners,Husband,White,Female,0,3603,61,United-States,55218,Mortgage,1,1547,yes,Retired,33,55459,2036
667,99,Private,Preschool,Married-AF-spouse,Prof-specialty,Own-child,White,Male,0,0,6,United-States,>50K,Own,7,0,N,Employed,100,06649,1620
668,68,Private,PhD,Div.,Sales,Unmarried,White,Male,0,0,14,United-States,176494,Rent,3,0,no,Retired,115,10002,3859
669,86,Private,9th,Married-civ-spouse,Handlers-cleaners,Unmarried,White,Female,0,2620,24,United-States,<=50K,Own,5,247,no,Unemployed,4,41186,3281
670,36,Private,Some-college,Married-civ-spouse,,Own-child,Black,Male,0,0,31,United-States,108038,Other,6,0,N,Employed,66,08408,0
671,86,Private,12th,Married-civ-spouse,Other-service,Not-in-family,White,Male,41384,0,39,United-States,<=50K,Mortgage,2,1925,Y,Unemployed,40,04637,2562
672,99,Self-emp-not-inc,12th,W,Priv-house-serv,Own-child,Other,Female,0,0,11,United-States,>50K,Rent,6,0,no,Self-employed,71,18176,3195
673,49,Private,12th,Married,Armed-Forces,Own-child,White,Male,0,0,37,United-States,104427,Own,5,43224,yes,Employed,33,27557,0
674,32,Private,HS-grad,Never-married,Handlers-cleaners,Wife,White,Male,0,0,41,United-States,30294,Own,4,1664,yes,Retired,93,21564,0
675,99,Private,Masters,S,Adm-clerical,Not-in-family,White,Female,0,0,6,United-States,<=50K,Mortgage,2,8445,Yes,Employed,49,23291,0
676,50,Private,Prof-school,Never-married,Adm-clerical,Husband,White,Male,0,0,53,Mexico,<=50K,Rent,3,591,Yes,Retired,85,27338,2054
677,38,Private,11th,Divorced,Handlers-cleaners,Other-relative,White,Male,0,0,43,United-States,192340,Other,6,15138,Yes,Employed,97,52382,1833
678,44,Federal-gov,High School,S,Craft-repair,Husband,White,Male,0,0,50,United-States,20618,Mortgage,1,46879,Y,Self-employed,61,10266,2603
679,22,Never-worked,12th,Never-married,Priv-house-serv,Other-relative,White,Male,0,0,22,United-States,<=50K,Rent,3,12970,yes,Employed,57,41592,0
680,17,Private,Assoc-acdm,Never-married,Prof-specialty,Wife,Black,Male,0,0,39,United-States,<=50K,Rent,7,0,N,Self-employed,117,52707,1698
681,82,Local-gov,Assoc-voc,Married-civ-spouse,Armed-Forces,Not-in-family,White,Male,0,0,99,United-States,<=50K,Rent,6,1975,Yes,Retired,113,29156,0
682,58,Private,Assoc-voc,S,,Own-child,White,Male,0,0,41,Puerto-Rico,>50K,Own,7,112,N,Retired,116,46035,2030
683,26,Private,10th,Never-married,Tech-support,Unmarried,Black,Male,0,532,17,Canada,<=50K,Rent,1,0,no,Self-employed,102,04711,0
684,82,Private,Prof-school,Married-civ-spouse,Armed-Forces,Husband,White,Female,0,0,18,United-States,<=50K,Own,4,239,Y,Student,116,28372,0
685,89,Self-emp-not-inc,HS-grad,S,Armed-Forces,Other-relative,White,Male,0,0,57,United-States,161661,Own,3,0,no,Employed,44,45585,2497
686,99,Never-worked,HS,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,52,United-States,20452,Rent,3,5763,yes,Student,80,32567,0
687,74,Self-emp-inc,Assoc-acdm,Never-married,Protective-serv,Husband,White,Male,0,0,23,United-States,22300,Mortgage,3,4026,no,Student,3,07685,0
688,77,Private,7th-8th,Married-civ-spouse,Handlers-cleaners,Other-relative,White,Male,0,0,4,United-States,<=50K,Own,2,197,Y,Retired,52,17487,3808
689,46,Private,HS-grad,Never-married,Prof-specialty,Husband,White,Male,0,0,14,United-States,46875,Rent,2,0,Y,Self-employed,108,51770,1143
690,20,Private,9th,Married,Exec-managerial,Own-child,White,Male,0,0,36,United-States,<=50K,Mortgage,7,1686,No,Employed,99,07248,0
691,66,Without-pay,11th,Married-civ-spouse,Farming-fishing,Not-in-family,White,Male,0,1786,34,United-States,<=50K,Own,1,1169,Y,Student,104,46377,0
692,23,Private,11th,M,Armed-Forces,Other-relative,White,Male,0,0,56,United-States,14148,Own,2,0,No,Student,109,39232,0
693,79,Private,12th,Divorced,Other-service,Own-child,White,Male,0,0,13,United-States,11533,Other,1,951,Y,Student,79,37300,2771
694,17,Private,Prof-school,Never-married,Handlers-cleaners,Wife,White,Male,0,0,99,United-States,9719,Rent,3,1631,yes,Unemployed,89,24273,2713
695,43,Local-gov,Doctorate,Divorced,Sales,Other-relative,White,Male,0,0,38,United-States,102534,Own,5,439,No,Employed,77,55473,0
696,18,Private,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,6,United-States,<=50K,Rent,4,14940,yes,Employed,68,39743,0
697,76,Private,5th-6th,Never-married,Other-service,Other-relative,White,Male,0,0,48,United-States,<=50K,Rent,4,8797,no,Retired,112,14203,0
698,44,Private,Bachelors,S,Other-service,Unmarried,White,Male,0,0,43,Philippines,130567,Mortgage,1,6427,No,Employed,112,43345,0
699,32,Private,Assoc-voc,S,Priv-house-serv,Own-child,White,Male,0,0,100,United-States,23462,Mortgage,6,18042,N,Employed,34,30808,1453
700,24,Private,Assoc-voc,Married-civ-spouse,Transport-moving,Not-in-family,Black,Male,0,0,1,United-States,<=50K,Rent,7,31387,N,Student,93,42818,0
701,79,Private,12th,Married-civ-spouse,Other-service,Wife,Black,Male,0,115,45,United-States,<=50K,Own,3,1273,no,Self-employed,104,43734,3940
702,52,Private,Preschool,Married-civ-spouse,Machine-op-inspct,Own-child,Black,Male,0,0,22,United-States,186811,Other,1,2398,Y,Employed,65,34774,0
703,83,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,6,United-States,<=50K,Own,7,1050,Yes,Self-employed,81,15552,0
704,81,Private,Preschool,Never-married,Tech-support,Unmarried,Black,Female,0,2800,35,United-States,32406,Rent,6,4030,yes,Student,106,42590,0
705,75,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,32,United-States,>50K,Own,5,0,Yes,Self-employed,1,48181,0
706,84,Private,Preschool,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,1,United-States,34742,Mortgage,4,8608,yes,Employed,27,53505,2310
707,51,Federal-gov,Some-college,Never-married,Craft-repair,Other-relative,White,Female,0,0,2,United-States,>50K,Own,2,1750,Y,Unemployed,53,30821,1509
708,19,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Not-in-family,White,Female,0,2901,27,United-States,<=50K,Mortgage,2,3265,no,Retired,108,32394,0
709,79,Private,Some-college,S,Armed-Forces,Not-in-family,White,Male,0,0,59,United-States,11309,Mortgage,6,4637,N,Employed,84,24600,0
710,69,Private,11th,Married,Priv-house-serv,Husband,White,Male,0,0,22,United-States,<=50K,Own,6,4087,No,Employed,24,22120,3594
711,99,Private,1st-4th,Never-married,Machine-op-inspct,Own-child,Black,Male,0,0,13,United-States,29469,Own,1,148,no,Self-employed,82,49739,2317
712,80,Private,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,Female,0,0,39,United-States,41979,Rent,6,0,no,Student,29,01411,2576
713,78,Private,HS-grad,Divorced,,Not-in-family,White,Male,0,0,29,United-States,>50K,Mortgage,3,0,no,Student,80,48701,2900
714,26,Self-emp-not-inc,9th,Married-civ-spouse,Sales,Unmarried,White,Male,0,2108,16,United-States,29550,Own,6,4840,Y,Unemployed,116,29169,3441
715,58,Private,Some-college,Never-married,Craft-repair,Other-relative,White,Male,0,0,7,United-States,>50K,Own,2,351,yes,Unemployed,61,48120,0
716,77,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,12,United-States,>50K,Own,4,273,N,Self-employed,38,54462,2190
717,50,Private,Doctorate,Married-civ-spouse,Craft-repair,Own-child,White,Female,0,0,50,United-States,37679,Own,4,1060,No,Unemployed,26,28706,0
718,40,Federal-gov,Some-college,Separated,Priv-house-serv,Not-in-family,White,Male,0,0,31,United-States,13887,Own,4,0,Yes,Self-employed,84,32501,1318
719,31,Never-worked,10th,Married-civ-spouse,Transport-moving,Other-relative,Asian-Pac-Islander,Female,0,0,35,India,108124,Mortgage,7,40636,Yes,Self-employed,49,24604,0
720,78,Private,9th,S,Sales,Not-in-family,White,Male,0,0,24,United-States,67479,Own,1,5933,Y,Retired,5,36406,0
721,37,Self-emp-inc,HS-grad,Never-married,Transport-moving,Unmarried,White,Male,0,0,99,United-States,82831,Other,7,0,Yes,Retired,96,04484,0
722,99,Private,Assoc-acdm,Married,Prof-specialty,Wife,White,Male,0,0,29,United-States,32700,Mortgage,5,36,Y,Retired,88,50146,0
723,99,Private,HS-grad,Never-married,Prof-specialty,Other-relative,White,Male,0,3636,10,United-States,<=50K,Mortgage,6,0,No,Self-employed,50,29018,960
724,38,Private,10th,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,46,United-States,37507,Own,4,8216,No,Employed,118,25521,0
725,60,Private,5th-6th,Sep.,Prof-specialty,Own-child,White,Male,0,0,26,United-States,15486,Mortgage,3,0,N,Student,105,18363,824
726,51,Federal-gov,7th-8th,Single,Exec-managerial,Unmarried,White,Male,0,0,41,United-States,>50K,Own,1,654,Yes,Student,94,38321,1464
727,87,Private,Bachelors,M,Sales,Husband,White,Male,0,0,44,United-States,<=50K,Rent,7,16839,Yes,Unemployed,88,04095,1714
728,85,Private,Graduate,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,54,United-States,36817,Mortgage,3,0,N,Student,112,43221,0
729,54,Private,Masters,D,Craft-repair,Unmarried,White,Male,0,0,53,United-States,120448,Rent,5,16895,Yes,Retired,56,18569,0
730,99,Private,1st-4th,Single,,Not-in-family,White,Male,0,0,46,United-States,<=50K,Rent,4,2271,No,Self-employed,116,27215,1887
731,81,Private,Doctor,Divorced,Priv-house-serv,Not-in-family,White,Female,0,2032,20,United-States,59577,Own,6,14906,N,Self-employed,66,46643,2293
732,25,Private,Preschool,Married-civ-spouse,Transport-moving,Wife,White,Male,0,0,61,United-States,<=50K,Mortgage,3,4770,No,Retired,79,37111,0
733,69,Private,Assoc-voc,Never-married,,Other-relative,White,Female,0,0,4,United-States,<=50K,Mortgage,5,0,N,Unemployed,74,43540,2033
734,71,Self-emp-inc,Some-college,Married-civ-spouse,Adm-clerical,Own-child,White,Female,0,0,23,United-States,104678,Other,1,58,yes,Unemployed,72,29308,0
735,23,Private,Preschool,Married-civ-spouse,,Own-child,White,Male,0,0,3,United-States,<=50K,Own,5,6221,no,Student,39,22541,0
736,68,Private,Assoc-voc,Widowed,Craft-repair,Wife,Black,Male,0,0,58,United-States,<=50K,Mortgage,2,1375,Yes,Self-employed,83,39766,762
737,44,Private,Prof-school,Married-civ-spouse,Tech-support,Wife,White,Male,0,0,51,United-States,<=50K,Own,3,0,yes,Retired,101,02615,2992
738,86,Self-emp-not-inc,Assoc-voc,D,Protective-serv,Unmarried,White,Male,0,0,4,United-States,25396,Rent,4,0,yes,Retired,41,35829,2337
739,54,Private,Assoc-acdm,Married-civ-spouse,Other-service,Own-child,White,Female,0,0,6,United-States,<=50K,Own,2,5479,N,Employed,112,15500,0
740,33,Private,Prof-school,D,Farming-fishing,Own-child,Black,Male,0,0,26,United-States,>50K,Rent,3,2737,Y,Self-employed,88,51550,3130
741,80,Federal-gov,MS,Never-married,Tech-support,Husband,White,Female,0,0,17,United-States,<=50K,Own,5,0,no,Retired,56,12370,0
742,67,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Own-child,White,Female,0,0,62,United-States,<=50K,Mortgage,5,0,N,Retired,12,08548,0
743,34,Private,MASTERS,Married-civ-spouse,Prof-specialty,Unmarried,White,Female,0,0,16,United-States,4349,Rent,5,7035,yes,Student,106,39517,1334
744,33,Private,GED,Never-married,Priv-house-serv,Unmarried,Black,Male,96927,0,14,Mexico,<=50K,Own,2,0,No,Retired,3,34188,3293
745,64,Private,11th,Divorced,Craft-repair,Own-child,Black,Female,0,0,59,United-States,>50K,Own,1,0,yes,Self-employed,74,03425,2974
746,59,Private,9th,Never-married,Adm-clerical,Own-child,White,Male,0,0,29,United-States,>50K,Rent,7,1959,No,Student,9,17796,3755
747,43,Private,11th,Never-married,Other-service,Husband,White,Male,0,0,52,United-States,<=50K,Rent,4,0,no,Employed,93,47521,0
748,60,Private,12th,Divorced,Exec-managerial,Own-child,White,Male,0,0,30,United-States,24310,Rent,5,2939,No,Student,104,25238,0
749,24,Local-gov,7th-8th,Never-married,Sales,Not-in-family,White,Male,0,0,22,United-States,10542,Mortgage,2,0,no,Employed,80,22462,0
750,71,Local-gov,10th,Married-civ-spouse,Craft-repair,Own-child,Black,Female,5210,0,41,United-States,38421,Own,4,4993,Yes,Unemployed,42,44041,0
751,42,Private,5th-6th,M,Protective-serv,Not-in-family,White,Male,0,0,9,United-States,27407,Own,2,0,Yes,Unemployed,107,48237,3700
752,77,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,17,United-States,<=50K,Own,2,581,Yes,Unemployed,72,12174,1930
753,47,Private,Doctorate,Never-married,Transport-moving,Other-relative,White,Male,0,0,18,United-States,<=50K,Rent,3,1058,no,Employed,114,46749,0
754,22,Private,Masters,Married-civ-spouse,Sales,Unmarried,White,Female,0,0,16,India,<=50K,Mortgage,3,0,no,Self-employed,118,11673,1560
755,46,Private,HS,Married-civ-spouse,,Not-in-family,White,Male,0,0,25,Germany,102848,Mortgage,3,2679,yes,Retired,29,03013,0
756,17,Private,Doctorate,W,Tech-support,Unmarried,White,Male,0,0,56,United-States,<=50K,Own,5,17646,Y,Retired,12,48129,2636
757,83,Private,Preschool,Div.,Craft-repair,Wife,White,Male,0,0,15,Cuba,12926,Rent,2,0,Y,Self-employed,13,53461,0
758,76,Self-emp-inc,HS-grad,M,Priv-house-serv,Other-relative,White,Female,0,0,8,United-States,28048,Mortgage,3,6394,N,Unemployed,99,18416,3721
759,99,Self-emp-not-inc,9th,Married-civ-spouse,Craft-repair,Unmarried,White,Male,0,0,56,United-States,<=50K,Rent,2,0,Y,Retired,53,03356,0
760,57,Private,HS-grad,Divorced,Sales,Unmarried,White,Male,0,0,39,United-States,17138,Own,2,12644,N,Student,50,27769,0
761,60,Private,Doctorate,Single,,Wife,White,Male,0,0,12,United-States,29500,Own,2,1152,no,Employed,107,38088,0
762,25,Private,9th,M,Exec-managerial,Husband,White,Male,0,0,19,Philippines,2906,Rent,7,542,yes,Employed,63,37175,1305
763,46,Private,Preschool,Married-civ-spouse,Priv-house-serv,Unmarried,White,Male,0,0,28,United-States,<=50K,Mortgage,5,0,No,Unemployed,69,34112,0
764,27,Self-emp-inc,Preschool,Married-civ-spouse,Adm-clerical,Unmarried,White,Female,0,0,44,United-States,16052,Rent,3,1086,Y,Self-employed,100,45052,0
765,72,Self-emp-not-inc,7th-8th,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,60,United-States,93338,Mortgage,1,5909,yes,Unemployed,79,01280,1133
766,48,Private,9th,M,Prof-specialty,Not-in-family,White,Male,0,0,38,Philippines,21576,Own,2,1264,No,Student,34,02129,2830
767,87,Private,Preschool,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,31,Mexico,12854,Rent,4,0,No,Unemployed,108,52536,0
768,51,Private,10th,Never-married,Handlers-cleaners,Husband,White,Male,0,0,15,United-States,75475,Own,4,0,yes,Unemployed,74,03830,0
769,65,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Female,0,0,22,Philippines,14595,Other,4,866,Y,Self-employed,94,31628,3270
770,80,Local-gov,Assoc-voc,Never-married,Transport-moving,Unmarried,Asian-Pac-Islander,Male,0,0,23,United-States,25843,Rent,2,0,yes,Self-employed,65,51617,3414
771,43,Self-emp-not-inc,12th,Married-civ-spouse,Sales,Husband,White,Female,0,0,47,United-States,<=50K,Own,6,14466,yes,Self-employed,33,42193,0
772,47,Private,Assoc-acdm,Married-civ-spouse,Machine-op-inspct,Unmarried,White,Male,0,0,53,United-States,74210,Rent,6,155,Yes,Employed,31,32545,2406
773,35,Private,1st-4th,Married-civ-spouse,Armed-Forces,Own-child,White,Male,0,0,19,United-States,>50K,Rent,6,1589,no,Self-employed,92,39233,0
774,86,Private,MS,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Male,0,0,38,United-States,62834,Rent,5,32508,No,Employed,68,16559,1276
775,47,Self-emp-inc,10th,Married-civ-spouse,Tech-support,Unmarried,White,Female,0,0,11,Canada,<=50K,Rent,2,4428,N,Employed,24,19496,0
776,65,Private,7th-8th,Married-civ-spouse,Adm-clerical,Other-relative,Black,Male,0,0,3,United-States,<=50K,Own,6,0,N,Student,100,40308,0
777,57,Without-pay,Assoc-acdm,Single,Adm-clerical,Wife,White,Male,0,0,22,United-States,41835,Own,2,0,No,Self-employed,15,48523,655
778,99,Federal-gov,Bachelors,S,Transport-moving,Own-child,Other,Female,0,0,62,United-States,18494,Other,4,6166,no,Unemployed,33,04261,3150
779,58,Private,11th,Married-civ-spouse,Adm-clerical,Other-relative,White,Male,0,0,1,United-States,<=50K,Mortgage,3,0,Yes,Employed,6,27455,0
780,22,Private,11th,Divorced,Sales,Own-child,White,Male,0,0,63,United-States,11287,Mortgage,6,0,N,Student,1,19461,3894
781,79,Private,Bachelors,M,,Own-child,White,Male,0,0,12,United-States,47398,Mortgage,5,2446,No,Student,44,52651,0
782,25,Private,5th-6th,Never-married,Exec-managerial,Own-child,Black,Male,0,0,3,United-States,<=50K,Own,1,2798,yes,Retired,116,20043,2482
783,60,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Priv-house-serv,Husband,White,Male,0,0,50,United-States,<=50K,Mortgage,5,0,No,Employed,87,15670,3802
784,73,Private,Some-college,Separated,Protective-serv,Unmarried,White,Female,0,0,90,United-States,57285,Rent,4,0,N,Student,83,02250,3217
785,37,Self-emp-not-inc,9th,Never-married,Adm-clerical,Unmarried,White,Male,92468,0,62,United-States,<=50K,Other,2,640,Yes,Student,47,23632,0
786,67,Private,1st-4th,Married-civ-spouse,Transport-moving,Other-relative,White,Male,0,0,49,United-States,15919,Mortgage,6,2157,no,Student,68,22819,0
787,76,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Female,38386,0,55,United-States,33942,Own,4,1795,N,Employed,16,01432,1376
788,46,Private,5th-6th,Married-civ-spouse,Other-service,Not-in-family,White,Male,0,0,31,United-States,58568,Rent,4,1688,Yes,Employed,86,46296,1327
789,52,Private,11th,D,Sales,Other-relative,White,Male,23219,0,28,United-States,55272,Mortgage,6,0,No,Unemployed,3,22701,0
790,17,Private,12th,Div.,Tech-support,Own-child,White,Male,0,0,22,United-States,26086,Own,3,1164,no,Retired,32,48453,0
791,77,Private,Preschool,Married,Handlers-cleaners,Not-in-family,White,Male,0,0,18,United-States,6984,Mortgage,6,6164,Yes,Self-employed,117,35649,438
792,75,Local-gov,Preschool,Never-married,Handlers-cleaners,Unmarried,White,Male,0,0,25,United-States,9534,Own,5,25127,yes,Retired,77,49501,0
793,23,Never-worked,Assoc-acdm,Married,Exec-managerial,Husband,White,Female,0,0,99,United-States,6345,Own,2,1802,no,Retired,23,51776,2876
794,50,Local-gov,Graduate,S,Protective-serv,Unmarried,White,Female,0,0,8,United-States,>50K,Own,3,40,Yes,Unemployed,21,1157,3269
795,28,Private,10th,Single,Other-service,Not-in-family,White,Female,0,1149,63,United-States,18310,Own,5,0,no,Employed,23,38213,1404
796,85,Private,Preschool,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,64,United-States,>50K,Mortgage,1,0,no,Employed,51,39199,0
797,74,Private,Assoc-voc,Never-married,Sales,Other-relative,White,Male,0,0,10,United-States,16987,Other,1,1907,Y,Employed,68,13830,0
798,85,Private,12th,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Female,0,0,26,United-States,<=50K,Own,1,0,No,Self-employed,2,19803,0
799,87,Private,Some-college,Married,Protective-serv,Own-child,White,Female,0,0,17,United-States,43383,Mortgage,4,0,No,Unemployed,69,05439,0
800,56,Private,7th-8th,Never-married,Other-service,Wife,White,Female,75316,0,8,Mexico,23454,Other,5,17141,Y,Self-employed,46,12486,3921
801,72,Private,Prof-school,S,Armed-Forces,Unmarried,White,Male,0,0,63,United-States,<=50K,Other,1,0,no,Student,35,49622,0
802,39,Private,10th,Married-civ-spouse,Prof-specialty,Other-relative,White,Female,0,0,30,United-States,17948,Rent,2,11506,no,Student,107,37504,3597
803,79,Without-pay,Bachelors,Divorced,Craft-repair,Not-in-family,White,Male,0,0,58,United-States,40582,Mortgage,3,554,no,Unemployed,6,49315,1675
804,23,Self-emp-inc,1st-4th,Married-civ-spouse,Priv-house-serv,Husband,White,Male,0,0,7,United-States,<=50K,Mortgage,7,800,Yes,Student,28,48272,1760
805,73,Private,12th,Never-married,Other-service,Husband,White,Male,0,0,28,Canada,<=50K,Other,4,1690,N,Employed,106,26559,0
806,73,Private,Preschool,M,,Husband,White,Female,0,0,32,United-States,<=50K,Rent,4,920,No,Employed,38,45622,0
807,42,Private,Prof-school,Married-civ-spouse,Sales,Other-relative,White,Female,0,308,50,United-States,>50K,Mortgage,5,192,yes,Unemployed,40,22619,940
808,86,Private,bachelors,Married,Transport-moving,Husband,White,Male,0,0,39,United-States,>50K,Own,5,491,no,Self-employed,2,13723,2723
809,70,State-gov,10th,Never-married,Tech-support,Own-child,White,Male,0,0,21,United-States,6200,Rent,7,997,Yes,Retired,3,17590,3961
810,34,Private,Some-college,Married-AF-spouse,Prof-specialty,Own-child,White,Male,0,0,1,United-States,61622,Own,3,0,Y,Unemployed,112,52640,3146
811,41,Private,Prof-school,Married-AF-spouse,Protective-serv,Own-child,White,Male,0,0,36,United-States,38458,Mortgage,7,7612,Y,Self-employed,2,44817,661
812,57,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Unmarried,White,Male,0,0,53,United-States,34885,Rent,6,80024,N,Unemployed,15,13694,665
813,44,Private,Preschool,Married-civ-spouse,Priv-house-serv,Unmarried,Asian-Pac-Islander,Female,0,0,21,United-States,39730,Mortgage,2,0,Yes,Student,20,06618,0
814,58,Self-emp-not-inc,Assoc-acdm,M,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,0,0,10,United-States,<=50K,Mortgage,3,6612,N,Self-employed,104,40428,0
815,43,Local-gov,Some-college,Married,Adm-clerical,Other-relative,White,Female,0,3261,8,United-States,>50K,Rent,5,0,yes,Self-employed,23,24677,0
816,76,Private,Assoc-acdm,Never-married,Farming-fishing,Own-child,White,Female,0,0,9,United-States,<=50K,Rent,2,0,N,Student,59,29522,1622
817,52,Private,1st-4th,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,61,United-States,<=50K,Rent,5,0,N,Employed,67,44441,0
818,40,Private,Assoc-voc,Married-civ-spouse,Tech-support,Own-child,White,Female,0,0,22,Canada,>50K,Rent,7,0,Yes,Retired,76,42759,0
819,75,Private,Assoc-voc,Married-civ-spouse,Armed-Forces,Husband,White,Female,0,0,60,United-States,<=50K,Rent,3,0,N,Unemployed,104,08203,0
820,42,Private,Ph.D.,Single,Protective-serv,Husband,White,Female,0,0,62,United-States,>50K,Mortgage,4,1553,Y,Student,106,17207,1533
821,99,State-gov,Assoc-acdm,M,Exec-managerial,Unmarried,White,Female,0,0,41,United-States,>50K,Rent,5,0,No,Employed,6,31166,0
822,38,Private,Some-college,S,Priv-house-serv,Own-child,White,Female,0,0,22,United-States,11348,Own,2,564,Y,Self-employed,5,06226,815
823,18,Private,Preschool,Divorced,Prof-specialty,Unmarried,White,Male,0,0,30,United-States,<=50K,Own,2,614,Yes,Employed,63,32761,0
824,51,Private,Masters,Married-AF-spouse,Farming-fishing,Husband,White,Male,0,0,53,United-States,>50K,Own,4,5497,No,Self-employed,56,27823,1029
825,37,Private,Preschool,Married-civ-spouse,Protective-serv,Unmarried,Other,Male,0,0,32,United-States,<=50K,Own,4,2070,no,Student,71,18296,3451
826,44,Private,1st-4th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,31,United-States,<=50K,Rent,6,5482,no,Self-employed,92,56721,0
827,52,Private,7th-8th,Divorced,,Own-child,White,Male,0,0,48,United-States,127248,Rent,7,1854,yes,Retired,43,27339,0
828,64,Private,Prof-school,Single,Tech-support,Other-relative,Black,Male,0,0,54,United-States,>50K,Own,2,0,No,Student,97,43245,2231
829,36,Private,Assoc-acdm,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,33,United-States,<=50K,Rent,1,0,N,Retired,70,15352,0
830,71,Private,Prof-school,Widowed,Transport-moving,Own-child,White,Male,0,0,12,United-States,>50K,Mortgage,5,0,Yes,Self-employed,116,19317,1666
831,76,Self-emp-inc,M.S.,Sep,Adm-clerical,Wife,White,Male,0,0,4,Cuba,<=50K,Own,7,333,Yes,Employed,89,36765,0
832,59,Private,doctorate,Married-civ-spouse,Other-service,Own-child,White,Male,0,0,1,United-States,>50K,Own,1,136,no,Student,109,04744,1733
833,56,Federal-gov,Masters,Sep,Armed-Forces,Husband,White,Male,0,0,26,United-States,<=50K,Own,4,1772,Yes,Employed,66,27035,0
834,81,Private,HS,Widowed,Machine-op-inspct,Husband,White,Male,0,0,6,United-States,>50K,Rent,3,11606,no,Unemployed,20,11178,3458
835,64,Federal-gov,Prof-school,Married,Machine-op-inspct,Wife,White,Male,20086,0,48,Germany,<=50K,Other,7,904,N,Retired,103,55159,0
836,55,Self-emp-inc,1st-4th,Married-civ-spouse,Craft-repair,Unmarried,White,Male,2689,0,99,Mexico,>50K,Rent,3,1758,yes,Unemployed,9,21615,0
