campaign_id,campaign_name,channel,objective,start_date,end_date,budget_usd,actual_spend_usd,impressions,clicks,conversions,ctr,revenue_generated,roi_pct,target_audience
CMP-5582,Campaign_582,linkedin,Traffic,07/24/2022,2022-08-17,$29621,$29621,4226682,342038,56766,0.0809,12798242.46,43105.97,25-34
CMP-5875,Campaign_875,e-mail,ENGAGEMENT,09/25/2021,11/22/2021,"46,796.12","46,796.12",1618054,-164001,12673,,4005328.49,8459.1,
CMP-5710,,instagram,Awareness,20-Sep-2021,12/09/2021,$16538,$16538,0,0,0,,0.0,-100.0,45-54
CMP-5792,Campaign_792,Organic,traffic,08-Apr-2021,19-Apr-2021,$12683,$12683,3051934,72495,11437,,3932675.82,30908.09,25-34
CMP-5025,Campaign_25,e-mail,AWARENESS,05/03/2022,2022-05-31,$39694,$39694,4670810,333749,73380,,11775714.56,29566.06,ALL
CMP-5084,Campaign_84,ig,Brand Awareness,15-Nov-2022,20-Jan-2023,"21,614.37","21,614.37",2186668,147148,10332,6.73%,1498899.96,6834.74,45-54
CMP-5010,Campaign_10,Email Marketing,Conversions,06/02/2021,14-Aug-2021,"$5,065.52","$5,065.52",1102000,47959,3020,,831031.02,16305.64,All
CMP-5796,Campaign_796,Google Ads,engagement,05-Jul-2021,08/09/2021,$48359,$48359,2289329,106691,26138,4.66%,8672981.2,17834.67,All
CMP-5451,Campaign_451,organic,Engagement,02/28/2023,15-Mar-2023,"$1,047.41","$1,047.41",3736986,430114,28231,,4185846.35,399537.81,all
CMP-5853,Campaign_853,Email Marketing,traffic,10-Jul-2022,2022-08-10,"5,326.70","5,326.70",2104262,216212,51226,,2342031.49,43867.78,"18-24,25-34"
CMP-5865,Campaign_865,EMAIL,awareness,22-Apr-2022,25-Jun-2022,,,4407362,384770,70527,,23928053.74,108697.66,"18-24,25-34"
CMP-5650,Campaign_650,Google Ads,TRAFFIC,2021-11-08,01-Feb-2022,"33,783.60","33,783.60",0,0,0,,0.0,-100.0,all
CMP-5118,Campaign_118,google,AWARENESS,07/25/2021,10/20/2021,$23812,$23812,1249642,105808,12635,0.0847,445853.58,1772.38,"18-24,25-34"
CMP-5299,Campaign_299,Google Ads,Conversions,01/31/2023,10-Apr-2023,"23,178.45","23,178.45",4990320,349441,50158,,9814457.67,42243.03,25-34
CMP-5653,Campaign_653,Organic,Traffic,2023-09-04,2023-06-17,11321.76,11321.76,1915153,137912,16169,7.2%,1095651.96,9577.4,45-54
CMP-5029,Campaign_29,Email Marketing,Awareness,08/02/2021,10/09/2021,"$49,880.89","$49,880.89",3420759,89479,18610,0.0262,2763701.99,5440.6,35-44
CMP-5055,Campaign_55,GOOGLE,Conversions,11/01/2021,12/14/2021,40725.81,40725.81,440343,17667,1668,4.01%,519244.49,1174.98,All
CMP-5429,,Google,Traffic,25-Aug-2021,09/26/2021,"$7,818.32","$7,818.32",29553,2382,311,8.06%,77432.91,890.4,ALL
CMP-5300,Campaign_300,fb,TRAFFIC,20-Jan-2023,2023-04-16,39080.91,39080.91,3304241,59281,10129,1.79%,2342965.51,5895.17,18-24
CMP-5605,Campaign_605,TikTok,ENGAGEMENT,2022-07-26,2022-09-30,"30,847.41","30,847.41",3138996,367406,26019,,6229423.43,20094.32,all
CMP-5309,Campaign_309,google,Brand Awareness,11/03/2022,2022-12-30,"$12,325.60","$12,325.60",4327834,277241,16433,,2547622.23,-131.5463048237578,35-44
CMP-5196,Campaign_196,Google,ENGAGEMENT,17-Dec-2021,27-Jan-2022,"$1,059.10","$1,059.10",2135033,253738,4941,11.88%,,85466.51,All
CMP-5784,,seo,AWARENESS,03-May-2022,06-Jul-2022,"35,224.82","35,224.82",276692,23590,923,8.53%,79337.82,125.23,35-44
CMP-5081,Campaign_81,Facebook,engagement,2021-11-05,2021-12-02,,,1498440,112323,1563,7.5%,364699.74,2735.51,18-24
CMP-5819,Campaign_819,Instagram,ENGAGEMENT,05/31/2022,17-Jul-2022,"12,340.77","12,340.77",3865338,284547,41594,,1557018.03,12516.86,ALL
CMP-5388,,linkedin,Engagement,2022-06-01,08/29/2022,$24423,$24423,2718806,306480,38673,11.27%,,44081.49,ALL
CMP-5866,Campaign_866,email,Traffic,02/02/2021,04/04/2021,$27202,$27202,2649021,233764,30351,8.82%,9757951.2,35772.82,
CMP-5280,Campaign_280,Email Marketing,awareness,2022-08-25,18-Sep-2022,45177.75,45177.75,2762308,195795,26973,7.09%,4671677.5,10240.66,
CMP-5800,Campaign_800,EMAIL,TRAFFIC,2022-02-08,25-Nov-2021,$37279,$37279,449154,6346,1446,,196613.93,427.42,55+
CMP-5204,Campaign_204,EMAIL,,2022-05-04,2022-06-03,"$40,453.74","$40,453.74",1448170,94969,21677,6.56%,2576402.85,6268.76,
CMP-5552,Campaign_552,,Conversions,10-Apr-2021,2021-05-23,"$20,838.85","$20,838.85",2508931,133570,23180,5.32%,4910571.78,23464.5,25-34
CMP-5656,Campaign_656,facebook,awareness,2021-08-16,2021-10-09,"25,142.68","25,142.68",3482513,91398,10888,2.62%,1098396.27,4268.65,45-54
CMP-5813,Campaign_813,email,TRAFFIC,09/12/2021,23-Sep-2021,"43,730.43","43,730.43",940032,8854,1809,0.0094,471178.36,977.46,18-24
CMP-5350,Campaign_350,IG,engagement,12/08/2022,19-Dec-2022,"24,250.59","24,250.59",4722343,222093,25639,,7312061.91,30052.1,45-54
CMP-5545,Campaign_545,Facebook,Engagement,06/26/2022,21-Sep-2022,$42866,$42866,396947,19658,3743,0.0495,1262779.81,-497.02631945262334,45-54
CMP-5367,Campaign_367,TIKTOK,Engagement,28-May-2021,2021-06-29,$11990,$11990,4796257,520160,98391,0.1085,16901089.95,140854.83,ALL
CMP-5780,Campaign_780,Organic,engagement,2022-11-16,10-Feb-2023,$16753,$16753,839300,68200,3907,,849559.45,4971.09,45-54
CMP-5594,Campaign_594,Organic,TRAFFIC,05/18/2023,2023-08-07,"$27,717.53","$27,717.53",3665988,190394,21330,5.19%,1185970.18,4178.77,25-34
CMP-5825,Campaign_825,instagram,AWARENESS,2021-01-07,02/24/2021,"$27,761.42","$27,761.42",1644982,196991,24251,11.98%,7619778.96,27347.37,all
CMP-5405,Campaign_405,tiktok,ENGAGEMENT,01/19/2022,2022-03-22,$11411,$11411,3728483,28366,2208,0.0076,109121.07,856.25,All
CMP-5059,Campaign_59,Email Marketing,ENGAGEMENT,2022-06-13,07/17/2022,"17,439.53","17,439.53",4636010,77398,9839,1.67%,1721348.84,9770.39,All
CMP-5398,Campaign_398,google,TRAFFIC,08-May-2021,08/02/2021,"47,369.08","47,369.08",2470189,213789,36845,8.65%,2139451.05,4416.56,
CMP-5296,Campaign_296,Organic,TRAFFIC,12/23/2022,2023-01-12,$37385,$37385,2904927,17997,2554,0.0062,198764.6,431.67,18-24
CMP-5728,,google,,2022-03-10,04/20/2022,$5863,$5863,2390358,70356,3631,,609998.3,10304.96,25-34
CMP-5712,Campaign_712,Instagram,awareness,2022-12-29,09-Feb-2023,$14937,$14937,4838099,489350,75129,10.11%,,78767.24,35-44
CMP-5544,Campaign_544,instagram,,2022-05-15,07/23/2022,"$12,375.43","$12,375.43",188315,-5911,1423,,138922.47,1022.57,35-44
CMP-5833,Campaign_833,ig,traffic,2022-06-21,02-Jul-2022,$43558,$43558,346909,7845,1607,,,92.2,
CMP-5007,Campaign_7,Instagram,Brand Awareness,03/18/2021,03-Jun-2021,"1,202.48","1,202.48",665279,34149,3458,0.0513,479350.91,39763.52,
CMP-5428,Campaign_428,IG,CONVERSIONS,08/17/2021,2021-09-01,"$34,274.05","$34,274.05",4049732,50134,3743,0.0124,680968.34,1886.83,"18-24,25-34"
CMP-5155,Campaign_155,FB,Brand Awareness,18-Feb-2022,2022-03-22,"$19,569.57","$19,569.57",937794,15812,1285,1.69%,,2108.24,35-44
CMP-5361,Campaign_361,Google,AWARENESS,2022-07-25,2022-08-27,$27418,$27418,2890651,193024,38993,,13542460.45,49291.78,25-34
CMP-5442,Campaign_442,IG,Awareness,2022-01-08,16-Feb-2022,"$26,238.27","$26,238.27",4055266,279982,16454,0.069,1787191.69,6711.39,ALL
CMP-5101,Campaign_101,ig,Engagement,10/11/2021,12/23/2021,"21,263.17","21,263.17",3770686,289486,48758,0.0768,13169722.01,61836.78,ALL
CMP-5199,Campaign_199,instagram,TRAFFIC,06-May-2022,08/01/2022,6254.12,6254.12,2480980,25184,5092,,1766754.35,28149.45,All
CMP-5670,Campaign_670,GOOGLE,AWARENESS,27-Oct-2021,2022-01-24,"43,915.51","43,915.51",466827,51198,7619,10.97%,623918.17,1320.72,18-24
CMP-5711,Campaign_711,meta,ENGAGEMENT,08-Aug-2022,09/14/2022,"$9,098.33","$9,098.33",275937,29052,6557,10.53%,365674.69,3919.14,18-24
CMP-5598,Campaign_598,Facebook,awareness,2022-12-20,2023-03-05,"$40,938.25","$40,938.25",1767885,189117,33241,,5725730.58,13886.26,45-54
CMP-5597,Campaign_597,meta,TRAFFIC,02/13/2023,20-Apr-2023,$41748,$41748,9417,616,125,6.54%,41479.57,-0.64,ALL
CMP-5707,Campaign_707,tiktok,traffic,2022-07-11,26-Jul-2022,2117.58,2117.58,613080,51294,2312,8.37%,,14072.66,55+
CMP-5254,Campaign_254,e-mail,conversions,08-Dec-2021,23-Feb-2022,"$48,238.25","$48,238.25",2273299,203935,29315,8.97%,5913460.8,12158.86,ALL
CMP-5482,Campaign_482,Email Marketing,conversions,06/30/2022,2022-09-09,"$3,372.53","$3,372.53",4392671,255761,37108,,2623145.08,77679.74,ALL
CMP-5328,Campaign_328,email,engagement,06/14/2022,08-Jul-2022,,,386521,27871,2796,7.21%,527801.86,991.01,ALL
CMP-5002,Campaign_2,organic,ENGAGEMENT,01/23/2023,20-Mar-2023,"31,343.75","31,343.75",36436,1396,314,3.83%,,63.21,All
CMP-5591,Campaign_591,e-mail,ENGAGEMENT,16-Dec-2022,02/16/2023,$43002,$43002,3206742,357832,56769,,8214735.5,19002.97,55+
CMP-5847,Campaign_847,meta,CONVERSIONS,05/23/2022,2022-06-02,"$17,171.15","$17,171.15",4276613,236134,16767,,1452413.82,8358.45,18-24
CMP-5652,Campaign_652,linkedin,traffic,10/17/2022,2022-11-01,$37241,$37241,1340114,78174,4301,5.83%,359475.59,865.28,All
CMP-5425,Campaign_425,,Traffic,2022-04-28,11-Jul-2022,$14020,$14020,3374966,261899,2978,0.0776,,7184.24,45-54
CMP-5158,Campaign_158,Organic,Conversions,22-Jun-2021,29-Jul-2021,$43103,$43103,2502894,208615,16269,,5407346.63,12445.06,45-54
CMP-5527,Campaign_527,Instagram,TRAFFIC,2022-10-19,2022-12-08,"40,157.38","40,157.38",1299875,-79501,2015,6.12%,577600.07,1338.34,All
CMP-5851,Campaign_851,LI,Engagement,2021-05-19,24-Jun-2021,$39242,$39242,4211592,487055,83546,,13335026.99,33881.35,"18-24,25-34"
CMP-5731,Campaign_731,EMAIL,TRAFFIC,2021-11-03,12/18/2021,$22776,$22776,3073376,18945,1458,0.0062,37202.3,63.34,18-24
CMP-5346,Campaign_346,Email,CONVERSIONS,06-Jul-2022,09/11/2022,"$8,391.53","$8,391.53",3066652,314927,24667,,5064268.78,60249.77,all
CMP-5445,Campaign_445,GOOGLE,CONVERSIONS,07/26/2021,2021-09-27,"$14,401.54","$14,401.54",2892890,16716,259,,23942.81,66.25,55+
CMP-5314,Campaign_314,tiktok,Awareness,2023-01-02,13-Mar-2023,"$15,866.83","$15,866.83",4916298,276454,48781,5.62%,4525935.65,28424.51,All
CMP-5449,Campaign_449,ig,awareness,2022-10-07,2022-12-10,$47193,$47193,0,0,0,,0.0,-100.0,25-34
CMP-5532,Campaign_532,EMAIL,Brand Awareness,08/11/2022,09/02/2022,,,3427764,184359,23467,5.38%,2600732.79,5457.28,"18-24,25-34"
CMP-5420,Campaign_420,LI,Awareness,07-Jun-2022,2022-08-22,,,2461655,106109,25008,,7685315.47,37494.26,ALL
CMP-5844,Campaign_844,FB,Awareness,04/11/2023,05/08/2023,"$21,368.28","$21,368.28",2187926,96753,15939,,2018750.56,9347.42,"18-24,25-34"
CMP-5790,Campaign_790,EMAIL,conversions,2022-05-11,05/28/2022,"$35,235.69","$35,235.69",2447153,287150,55631,,3443779.21,9673.55,all
CMP-5485,Campaign_485,Organic,engagement,2023-05-14,07-Mar-2023,$39323,$39323,2158286,54385,8721,,1497310.94,3707.76,18-24
CMP-5290,Campaign_290,Email Marketing,awareness,19-Feb-2021,2021-04-10,$43494,$43494,3617880,229913,51166,6.35%,7147481.88,16333.41,18-24
CMP-5667,Campaign_667,IG,Traffic,2021-09-19,2021-12-08,"41,376.88","41,376.88",1504057,17171,1193,1.14%,359140.26,767.97,
CMP-5212,Campaign_212,organic,TRAFFIC,02/20/2022,2022-03-23,$34466,$34466,3058796,90339,4666,2.95%,312500.58,806.69,35-44
CMP-5079,Campaign_79,TikTok,Engagement,05/14/2022,2022-05-25,"3,295.62","3,295.62",423799,-20324,2984,0.048,585331.7,17660.9,ALL
CMP-5148,Campaign_148,Google,ENGAGEMENT,03/21/2023,2023-01-14,,,3645026,422668,103482,0.116,13824470.72,71019.2,55+
CMP-5368,,ig,TRAFFIC,15-Apr-2022,01/22/2022,21698.35,21698.35,3493193,282749,37333,8.09%,2796661.73,12788.82,"18-24,25-34"
CMP-5409,Campaign_409,tiktok,AWARENESS,02/16/2023,18-Mar-2023,$16754,$16754,3356458,44449,656,1.32%,110143.9,557.42,ALL
CMP-5281,Campaign_281,GOOGLE,Engagement,26-Apr-2023,07/06/2023,"49,240.65","49,240.65",1584995,16831,1263,0.0106,423301.75,759.66,ALL
CMP-5422,Campaign_422,linkedin,traffic,2023-03-12,2023-04-05,"$30,630.42","$30,630.42",3384926,287890,46086,0.0851,15395648.72,50162.61,55+
CMP-5507,Campaign_507,seo,traffic,08-Mar-2022,2022-05-25,$38431,$38431,755525,72991,4604,0.0966,398250.42,936.27,
CMP-5133,Campaign_133,Email Marketing,AWARENESS,06-Mar-2022,03/26/2022,,,1639561,153655,20024,0.0937,3354814.47,8334.21,35-44
CMP-5483,Campaign_483,Google Ads,traffic,2022-10-10,12/04/2022,"$2,466.72","$2,466.72",313325,33561,3153,10.71%,272590.63,10950.73,All
CMP-5554,Campaign_554,Google Ads,,2022-03-13,15-Apr-2022,"39,293.26","39,293.26",4432386,391295,72183,8.83%,14770418.54,37490.21,ALL
CMP-5359,Campaign_359,Meta,Engagement,2021-02-16,05/05/2021,"$34,811.35","$34,811.35",2485403,97825,14137,0.0394,1437828.11,4030.34,18-24
CMP-5876,Campaign_876,IG,CONVERSIONS,11/08/2022,17-Jan-2023,"9,506.40","9,506.40",3167471,206747,18881,6.53%,5771704.52,60613.88,"18-24,25-34"
CMP-5859,Campaign_859,meta,engagement,06/27/2021,08/10/2021,"$25,824.63","$25,824.63",118695,8137,1487,0.0686,70167.21,171.71,55+
CMP-5537,Campaign_537,FB,conversions,04/13/2022,2022-05-09,"$47,017.54","$47,017.54",2290368,22522,3090,0.98%,126229.2,168.47,45-54
CMP-5302,,meta,engagement,10/11/2021,12/10/2021,"$40,015.73","$40,015.73",1662905,185459,12948,0.1115,2611807.44,6426.95,45-54
CMP-5447,Campaign_447,IG,Conversions,10/01/2022,10/12/2022,"$5,129.99","$5,129.99",759257,22621,419,2.98%,109311.75,-399.0609778370617,ALL
CMP-5687,Campaign_687,IG,AWARENESS,2021-02-16,04/24/2021,$12209,$12209,1145437,54612,9757,0.0477,,23310.32,All
CMP-5305,Campaign_305,google,Traffic,25-Feb-2022,05-Mar-2022,14298.08,14298.08,2190799,254471,18283,0.1162,2630493.62,18297.53,ALL
CMP-5172,Campaign_172,Organic,conversions,2022-05-11,2022-06-21,$33902,$33902,2849003,250034,3214,0.0878,220979.83,551.82,25-34
CMP-5528,,Meta,TRAFFIC,09/05/2021,10/06/2021,45626.37,45626.37,3198052,73504,1381,0.023,78827.08,72.77,25-34
CMP-5326,Campaign_326,seo,traffic,2022-02-05,04/05/2022,"$16,229.52","$16,229.52",3967046,307032,30732,7.74%,6958655.42,42776.53,"18-24,25-34"
CMP-5344,Campaign_344,google,conversions,2022-06-17,09/04/2022,$27800,$27800,4564885,31200,5251,,1380926.85,4867.36,"18-24,25-34"
CMP-5822,Campaign_822,ig,Traffic,12/07/2021,28-Jan-2022,$17393,$17393,4332981,362324,90526,,26473235.01,152108.1,18-24
CMP-5090,Campaign_90,Instagram,AWARENESS,04/17/2021,04-Jul-2021,"49,587.23","49,587.23",929742,4910,1219,0.0053,404205.38,715.14,all
CMP-5878,Campaign_878,organic,Brand Awareness,01-Apr-2023,2023-04-23,$20265,$20265,4420067,286511,25544,6.48%,2053825.34,10035.07,45-54
CMP-5181,Campaign_181,TikTok,traffic,15-May-2021,2021-07-02,"$16,361.91","$16,361.91",3362410,353319,37233,,10997150.93,67111.9,
CMP-5490,Campaign_490,Email Marketing,awareness,2022-02-09,25-Feb-2022,"$34,509.99","$34,509.99",2038111,188336,12228,,3911426.61,11234.19,35-44
CMP-5820,Campaign_820,fb,Brand Awareness,10/10/2021,01/02/2022,5329.99,5329.99,1171402,54207,10388,4.63%,1796320.52,33602.14,
CMP-5069,Campaign_69,,engagement,21-Apr-2022,29-May-2022,"$20,032.62","$20,032.62",0,0,0,,0.0,-100.0,55+
CMP-5291,Campaign_291,,Brand Awareness,01/15/2023,03/18/2023,34816.78,34816.78,4787751,-440785,24343,0.0921,,24146.96,All
CMP-5131,Campaign_131,TikTok,Engagement,2021-08-12,11/01/2021,$10315,$10315,4318370,269803,13906,,4062296.48,39281.96,25-34
CMP-5722,Campaign_722,organic,,2022-06-11,2022-07-08,"$35,344.44","$35,344.44",1584857,184734,20573,,4922201.97,13826.38,25-34
CMP-5493,Campaign_493,Google,Awareness,2023-04-05,06/29/2023,$21228,$21228,3194538,280241,64052,,9001241.61,42303.68,all
CMP-5135,Campaign_135,Meta,ENGAGEMENT,2022-08-19,10/21/2022,"$47,685.60","$47,685.60",2933194,101069,22644,0.0345,5603676.5,11651.3,"18-24,25-34"
CMP-5164,Campaign_164,organic,Brand Awareness,2023-02-20,2023-04-11,$36603,$36603,492024,39221,1487,0.0797,287486.11,685.42,35-44
CMP-5028,Campaign_28,FB,Traffic,2022-12-02,01/23/2023,"$28,480.25","$28,480.25",0,0,0,,0.0,-100.0,all
CMP-5513,Campaign_513,facebook,CONVERSIONS,2021-10-19,16-Dec-2021,"39,978.26","39,978.26",1828224,162714,12267,0.089,2181127.82,5355.78,ALL
CMP-5193,Campaign_193,linkedin,traffic,03-Aug-2021,2021-10-02,"45,690.09","45,690.09",4032954,328315,39294,8.14%,8764197.46,-478.4572598763209,25-34
CMP-5531,Campaign_531,Facebook,ENGAGEMENT,2023-04-07,04/26/2023,"14,044.22","14,044.22",1605965,37159,1995,2.31%,194421.65,1284.35,
CMP-5583,,LI,,2021-01-31,25-Mar-2021,"13,480.25","13,480.25",4326476,187563,25193,4.34%,8622707.52,63865.49,All
CMP-5169,,meta,TRAFFIC,30-Sep-2022,09-Nov-2022,$4630,$4630,2039535,126753,13955,0.0621,428422.24,9153.78,18-24
CMP-5396,Campaign_396,instagram,TRAFFIC,11/25/2022,2023-02-14,"$47,308.40","$47,308.40",4374364,196853,5691,,670238.75,1316.74,ALL
CMP-5140,Campaign_140,Instagram,Brand Awareness,2021-11-09,2022-02-06,,,523265,53100,1683,10.15%,439599.48,2222.35,18-24
CMP-5173,Campaign_173,organic,TRAFFIC,2021-07-11,10-Aug-2021,"$23,451.12","$23,451.12",2351129,142462,13101,6.06%,,14624.87,
CMP-5006,,Google,Brand Awareness,04/19/2021,06/27/2021,"$33,121.68","$33,121.68",3677711,388335,84069,,18657341.92,56229.7,45-54
CMP-5587,Campaign_587,email,,08/23/2021,21-Sep-2021,"$48,579.58","$48,579.58",1104813,47683,988,,230553.26,374.59,25-34
CMP-5835,Campaign_835,FB,Awareness,14-Nov-2021,12/22/2021,"$3,920.22","$3,920.22",4514736,410996,35897,9.1%,11231928.57,286412.71,18-24
CMP-5073,Campaign_73,organic,Engagement,2022-05-27,24-Jul-2022,"42,863.31","42,863.31",4733276,471481,42813,,7597250.68,-134.42632477239675,"18-24,25-34"
CMP-5684,,EMAIL,CONVERSIONS,01/29/2023,16-Feb-2023,37679.74,37679.74,4003933,470884,71542,,16998473.38,45013.03,55+
CMP-5487,Campaign_487,organic,conversions,2021-08-19,09/19/2021,"11,876.52","11,876.52",1932634,87994,21444,0.0455,4170497.26,35015.48,all
CMP-5746,Campaign_746,fb,Awareness,04/30/2022,05/13/2022,"$45,385.60","$45,385.60",3732285,421463,12389,11.29%,2501734.88,5412.18,18-24
CMP-5145,Campaign_145,LI,,2023-05-17,2023-07-21,$22564,$22564,3183923,240443,26300,0.0755,2493019.72,10948.75,25-34
CMP-5234,Campaign_234,TikTok,CONVERSIONS,2021-10-15,2021-10-24,"$28,812.47","$28,812.47",847411,27269,3220,0.0322,663261.23,2201.99,All
CMP-5220,,seo,TRAFFIC,27-Jul-2022,2022-09-10,"$7,143.95","$7,143.95",454019,11316,2343,2.49%,,10500.85,35-44
CMP-5464,,IG,engagement,10-Jul-2021,2021-08-23,$15757,$15757,4847322,531759,67954,10.97%,8503811.88,53867.85,
CMP-5404,Campaign_404,tiktok,,2023-05-01,2023-03-30,$39636,$39636,3614492,206059,20166,5.7%,6343466.32,15904.49,35-44
CMP-5132,,GOOGLE,traffic,03/26/2023,05/28/2023,"$15,492.50","$15,492.50",1101527,26119,716,2.37%,72454.11,367.67,25-34
CMP-5872,Campaign_872,GOOGLE,Engagement,2021-09-29,2021-10-06,"$46,120.73","$46,120.73",63513,-491,48,0.77%,9324.82,-79.78,
CMP-5708,Campaign_708,Organic,ENGAGEMENT,2023-03-26,04/11/2023,"$44,797.71","$44,797.71",3152089,37250,3488,,629587.08,1305.4,45-54
CMP-5185,Campaign_185,Google Ads,ENGAGEMENT,10/16/2021,29-Oct-2021,"33,953.61","33,953.61",2162657,246927,37252,11.42%,5471623.7,-231.36260953442883,all
CMP-5041,Campaign_41,Google Ads,CONVERSIONS,2022-12-23,20-Jan-2023,"$30,800.37","$30,800.37",3577488,-159430,20718,0.0446,4808513.37,15511.87,
CMP-5557,Campaign_557,e-mail,ENGAGEMENT,03-Sep-2021,2021-10-05,"41,339.64","41,339.64",4420715,154418,34911,3.49%,,3266.78,55+
CMP-5108,Campaign_108,Email Marketing,Traffic,09-Apr-2021,05/08/2021,$26856,$26856,2888303,287015,70628,9.94%,16621210.08,61790.21,18-24
CMP-5584,Campaign_584,Email Marketing,conversions,04-Jul-2021,2021-09-04,"12,685.85","12,685.85",4670134,243059,53524,5.2%,,80945.95,25-34
CMP-5056,Campaign_56,Google,,2022-08-19,2022-09-02,$16328,$16328,365776,41484,6490,0.1134,1767065.06,10722.37,35-44
CMP-5334,Campaign_334,TIKTOK,TRAFFIC,15-Mar-2023,2023-04-11,"$7,863.96","$7,863.96",0,0,0,,0.0,-100.0,"18-24,25-34"
CMP-5360,Campaign_360,Google,engagement,08/12/2021,2021-09-20,"$44,348.94","$44,348.94",3954432,205845,39360,5.21%,10135424.81,22753.82,55+
CMP-5514,Campaign_514,Google Ads,conversions,03/12/2021,05/19/2021,$38660,$38660,3250628,56688,7781,,914195.62,2264.68,
CMP-5024,Campaign_24,GOOGLE,CONVERSIONS,2023-04-29,05/09/2023,$22569,$22569,936040,5172,214,0.0055,50254.81,122.67,35-44
CMP-5657,Campaign_657,LinkedIn,awareness,10/09/2022,11/13/2022,"4,536.47","4,536.47",3497159,163413,10661,4.67%,1195686.04,26257.19,"18-24,25-34"
CMP-5754,Campaign_754,LinkedIn,Brand Awareness,02/02/2022,2022-02-27,$22117,$22117,4945735,408769,41001,8.27%,1565303.08,6977.48,"18-24,25-34"
CMP-5734,Campaign_734,tiktok,CONVERSIONS,14-Oct-2021,12/29/2021,"$31,339.41","$31,339.41",2454950,85604,12124,,987167.06,3049.92,all
CMP-5051,,Email,Engagement,11/17/2022,2023-02-09,$22565,$22565,1730573,49969,10600,2.89%,506415.2,2144.22,45-54
CMP-5760,Campaign_760,Google Ads,Conversions,2021-06-09,02-Sep-2021,"45,489.15","45,489.15",1437776,13249,1402,0.0092,442493.58,-391.90900076746806,"18-24,25-34"
CMP-5838,Campaign_838,Instagram,ENGAGEMENT,2022-06-01,2022-04-06,"6,115.87","6,115.87",488299,48831,10096,10.0%,1768358.96,28814.27,
CMP-5601,Campaign_601,tiktok,engagement,05-May-2021,19-Jul-2021,"$17,330.18","$17,330.18",981554,71903,2798,,297849.26,1618.67,all
CMP-5264,,TikTok,Engagement,19-Jun-2022,09/04/2022,"29,987.92","29,987.92",473534,49287,11474,10.41%,973290.39,3145.61,25-34
CMP-5843,Campaign_843,Email Marketing,conversions,18-May-2022,22-Jul-2022,$36444,$36444,4364487,340045,16537,7.79%,2496054.7,6748.99,18-24
CMP-5714,Campaign_714,Email,Engagement,13-Jun-2021,08/10/2021,,,756279,3878,271,,70135.92,51.46,45-54
CMP-5426,Campaign_426,Email Marketing,Traffic,26-Oct-2021,2022-01-10,,,2870736,69059,1896,,585185.24,3780.4,all
CMP-5365,Campaign_365,linkedin,Awareness,06/24/2023,04/21/2023,$9631,$9631,4680693,537035,13120,11.47%,2874108.58,29742.05,45-54
CMP-5018,Campaign_18,Google Ads,Brand Awareness,10/17/2021,25-Dec-2021,"40,300.51","40,300.51",3680667,412088,65509,11.2%,,35582.46,ALL
CMP-5743,Campaign_743,Email,Awareness,04/02/2023,14-Jun-2023,$10452,$10452,1044534,122745,15810,11.75%,3749563.1,35775.56,"18-24,25-34"
CMP-5519,Campaign_519,LI,Awareness,12/08/2021,13-Jan-2022,"$48,292.87","$48,292.87",870510,43413,8724,,2886760.72,5877.61,all
CMP-5352,Campaign_352,Google,Conversions,2023-01-07,2023-01-28,$588,$588,875264,92259,9302,0.1054,3038066.99,-217.0424985689811,"18-24,25-34"
CMP-5083,Campaign_83,organic,Conversions,08/19/2021,2021-10-20,$15079,$15079,3684568,29987,6573,0.0081,816881.74,5317.4,18-24
CMP-5061,,LinkedIn,,27-Mar-2023,06/05/2023,"44,999.60","44,999.60",1285774,108668,26151,8.45%,,18645.19,"18-24,25-34"
CMP-5272,Campaign_272,linkedin,Traffic,2021-12-20,02/09/2022,"$37,646.00","$37,646.00",4473720,175101,7046,3.91%,,4726.32,55+
CMP-5285,Campaign_285,meta,Engagement,22-Nov-2022,15-Jan-2023,"$24,110.58","$24,110.58",1280065,50603,2960,3.95%,155670.96,545.65,45-54
CMP-5465,Campaign_465,GOOGLE,TRAFFIC,05-Feb-2021,26-Jan-2021,776.04,776.04,2276147,215800,15863,9.48%,4291260.6,552869.0,25-34
CMP-5481,,,Traffic,02/20/2021,03/03/2021,"$44,383.41","$44,383.41",1214769,130827,31044,,5641458.86,12610.74,"18-24,25-34"
CMP-5012,Campaign_12,LinkedIn,AWARENESS,2023-03-02,2023-05-12,"$12,681.12","$12,681.12",3391276,57132,8147,0.0168,2796018.91,21948.67,45-54
CMP-5182,Campaign_182,fb,traffic,09/29/2022,12/27/2022,"$16,913.45","$16,913.45",4435840,78553,3979,1.77%,,3765.04,18-24
CMP-5692,Campaign_692,Email,engagement,2021-09-27,10/17/2021,"20,227.44","20,227.44",881974,29045,889,0.0329,66354.89,228.04,all
CMP-5585,Campaign_585,instagram,ENGAGEMENT,05-Nov-2022,2023-01-16,$21002,$21002,3347940,83541,12070,2.5%,589364.72,2706.27,All
CMP-5223,Campaign_223,instagram,traffic,10/24/2021,12/01/2021,$13835,$13835,0,0,0,,0.0,-100.0,All
CMP-5523,Campaign_523,FB,TRAFFIC,05/10/2022,2022-07-08,$384,$384,252966,-30232,7124,0.1195,2456688.51,638913.79,18-24
