shipment_id,order_id,origin_city,origin_state,dest_city,dest_state,carrier,ship_date,delivery_date,delivery_days,weight_kg,length_cm,width_cm,height_cm,shipping_cost_usd,delivery_status,tracking_number,priority,insurance_value,damage_reported
SHP-51239,ORD-33607,MI City,MI,Springfield,MI,UPS,2024-04-14,2024-04-21,7,118.3,92.1,68.6,35.1,123.14,Delivered,1ZW20JOM0E2R8PWF4M,Standard,2061.43,Yes
SHP-51240,ORD-44769,Fairview,VA,Seattle,WA,XPO Logistics,2025-09-15,2025-09-25,10,75.28,147.4,87.7,7.0,111.04,Delivered,1Z8CCIDM06104TBG9H,Overnight,4495.61,Yes
SHP-51241,ORD-58529,Madison,VA,Savannah,GA,Old Dominion,2024-12-12,2024-12-17,5,52.91,80.1,59.8,63.3,109.0,In Transit,1ZT9E9M1L872IWYRSB,Overnight,2378.91,No
SHP-51242,ORD-20524,Columbus,OH,Springfield,MA,XPO Logistics,2022-06-27,2022-06-28,1,0.46,30.6,7.8,34.8,11.57,Delivered,1ZTVI3CGK5BZBJUZW6,Economy,3152.42,No
SHP-51243,ORD-56347,Greensboro,NC,Rochester,NY,XPO Logistics,2025-11-24,2025-12-02,8,133.82,52.9,73.7,18.0,393.17,Delivered,1Z0O9S56J5OEP9AZRT,Economy,964.83,No
SHP-51244,ORD-17104,Rochester,NY,Greensboro,NC,FedEx,2024-03-16,2024-03-20,4,129.78,54.2,47.7,70.9,159.43,Delivered,1Z1S41817LRNN8Q0I9,Standard,1735.28,Yes
SHP-51245,ORD-54690,Raleigh,NC,Macon,GA,UPS,2025-05-04,2025-05-14,10,59.87,65.7,72.1,22.9,165.84,Out for Delivery,1ZDTZXRAY0K0NNY8P9,Economy,1235.87,No
SHP-51246,ORD-15679,Atlanta,GA,Springfield,MA,Amazon Logistics,2025-08-22,2025-09-02,11,36.07,21.2,52.2,8.2,47.5,Delivered,1Z71U647VOB7Z7Y08T,Express,5.45,No
SHP-51247,ORD-54820,Fort Worth,TX,Athens,GA,OnTrac,2025-05-26,2025-06-08,13,34.33,63.2,7.5,72.7,83.54,Delayed,1ZGO5UA2VLNVOYAJ1I,Express,2385.68,No
SHP-51248,ORD-10292,Macon,GA,VA City,VA,Old Dominion,2022-03-28,2022-04-02,5,9.12,152.6,60.8,67.9,29.5,Delayed,1Z0ADI22PEY1LPS6YT,Overnight,202.9,No
SHP-51249,ORD-56169,Toledo,OH,Sacramento,CA,XPO Logistics,2025-01-20,2025-01-22,2,74.32,10.2,78.8,29.5,140.64,In Transit,1ZK9JOFLBW3QWIDKMQ,Economy,2078.49,No
SHP-51250,ORD-28049,Riverside,NJ,Houston,TX,OnTrac,2022-12-24,2023-01-07,14,109.83,127.2,30.4,12.5,204.59,Delivered,1ZQEW21TNYO1KY9IVY,Standard,4255.01,No
SHP-51251,ORD-28643,Fairview,VA,Fairview,MI,FedEx,2024-08-10,2024-08-17,7,147.77,135.6,96.7,26.1,420.53,Delayed,1ZHM10G8G8W1BNAATF,Standard,422.17,Yes
SHP-51252,ORD-57611,Augusta,GA,Austin,TX,Amazon Logistics,2022-01-06,2022-01-19,13,51.37,41.4,19.7,5.7,125.66,Out for Delivery,1ZXWY7UB8E58V4CCSB,Express,2100.89,No
SHP-51253,ORD-31858,Buffalo,NY,Springfield,VA,Amazon Logistics,2024-08-27,2024-09-05,9,133.1,52.7,9.7,56.4,120.58,Delivered,1Z8EQYFWOMDGLXFGAI,Express,3777.63,No
SHP-51254,ORD-33594,Springfield,NJ,Orlando,FL,FedEx,2025-04-30,2025-05-01,1,125.16,101.8,66.8,15.0,285.7,Delivered,1ZGTQ3AGW2ZZSAB7J1,Standard,2654.12,No
SHP-51255,ORD-14693,Worcester,MA,Atlanta,GA,OnTrac,2023-02-03,2023-02-14,11,77.45,167.9,78.5,47.8,191.72,Out for Delivery,1ZUPM3L7IS0OL15AE0,Express,2520.63,No
SHP-51256,ORD-24778,Raleigh,NC,Naperville,IL,DHL,2025-04-05,2025-04-14,9,9.91,31.0,98.2,14.5,16.11,In Transit,1ZI9B2B5ADBZXY4GSX,Express,3333.61,No
SHP-51257,ORD-38714,Savannah,GA,Madison,VA,USPS,2025-08-10,2025-08-22,12,147.64,163.6,79.1,43.7,335.98,Delivered,1ZJU3F8VHG0WD6DAW3,Overnight,559.13,No
SHP-51258,ORD-46499,Greensboro,NC,Durham,NC,DHL,2025-11-23,2025-11-27,4,8.43,27.1,22.3,59.0,9.27,In Transit,1ZFGJSG8UI2TEOIV5E,Economy,745.01,No
SHP-51259,ORD-20733,Fairview,AZ,Rockford,IL,Old Dominion,2024-07-29,2024-07-30,1,51.79,172.5,41.9,17.0,109.17,Delivered,1ZI7SBFFBYYGUXP6SL,Overnight,4887.6,No
SHP-51260,ORD-56139,Savannah,GA,Akron,OH,FedEx,2024-02-23,2024-02-29,6,14.54,132.9,36.9,76.0,48.42,Delivered,1ZP2ZOD7Z3TTV6O17L,Standard,1014.41,No
SHP-51261,ORD-39307,Lowell,MA,Riverside,VA,OnTrac,2022-10-13,2022-10-22,9,82.11,133.6,85.7,69.2,190.72,Delivered,1ZTKMAZOLMLYKBUQ9E,Overnight,2873.32,No
SHP-51262,ORD-48819,Charlotte,NC,Madison,VA,DHL,2022-11-27,2022-12-07,10,55.34,120.0,55.1,18.1,170.84,Delivered,1ZYH15E475BZE8IDVK,Express,4780.99,Yes
SHP-51263,ORD-43149,Albany,NY,Chicago,IL,Amazon Logistics,2025-10-05,2025-10-13,8,40.04,68.7,71.5,33.8,100.26,Delayed,1ZC2N60XQIVKCSPZ0S,Express,3301.08,No
SHP-51264,ORD-33959,Riverside,VA,Lowell,MA,DHL,2022-08-05,2022-08-06,1,62.97,101.4,34.1,48.0,149.4,Delivered,1ZLV1K05AY1M3QCAF6,Overnight,4986.65,No
SHP-51265,ORD-58839,Springfield,VA,Fort Worth,TX,DHL,2022-09-23,2022-09-26,3,13.35,8.2,76.7,26.2,36.37,Delivered,1ZF9EI1WDX66UVPF40,Express,2881.9,No
SHP-51266,ORD-37509,Athens,GA,Tampa,FL,Amazon Logistics,2022-07-29,2022-07-31,2,131.1,128.9,56.6,37.4,390.94,Delivered,1Z74X8U50ZWYUWZJM4,Standard,1212.36,Yes
SHP-51267,ORD-31492,Rochester,NY,Orlando,FL,USPS,2022-09-16,2022-09-27,11,18.72,44.7,70.7,69.3,34.68,Returned,1ZPDPNQGRN39GME268,Express,4725.88,Yes
SHP-51268,ORD-43228,Peoria,IL,Chicago,IL,USPS,2023-08-08,2023-08-18,10,90.72,100.5,24.4,72.8,173.01,Delivered,1ZAXVX3CW28T042JAB,Express,3427.07,No
SHP-51269,ORD-59367,Worcester,MA,Austin,TX,XPO Logistics,2023-09-05,2023-09-16,11,146.61,40.8,91.2,24.3,258.44,In Transit,1ZTLKIW7MK1VPFYI82,Standard,3341.77,No
SHP-51270,ORD-48988,Fort Worth,TX,Miami,FL,FedEx,2023-04-24,2023-04-27,3,2.1,42.7,19.0,54.2,8.37,Delivered,1ZHQCP88DOF28DVN8Z,Standard,3304.34,No
SHP-51271,ORD-25719,Springfield,NJ,Reading,PA,DHL,2023-11-08,2023-11-09,1,140.29,100.9,76.5,63.8,161.17,Delivered,1ZVAYSIBI0ZFJCMT7O,Overnight,4665.7,Yes
SHP-51272,ORD-28906,Savannah,GA,Toledo,OH,FedEx,2022-07-13,2022-07-22,9,93.51,152.4,20.1,16.7,257.78,Delayed,1ZMGS2B71EG2Y6SK0P,Express,577.85,Yes
SHP-51273,ORD-34732,Miami,FL,Athens,GA,UPS,2024-01-20,2024-01-22,2,98.2,133.0,33.7,54.0,89.36,Delivered,1ZVXLK39CIBMU0KZFZ,Economy,3300.27,No
SHP-51274,ORD-57780,Fairview,AZ,Erie,PA,Amazon Logistics,2023-06-09,2023-06-16,7,144.05,6.8,38.9,35.9,95.45,Delayed,1ZYX136YI6II6HZOYC,Overnight,898.83,No
SHP-51275,ORD-43022,Springfield,NJ,Pittsburgh,PA,DHL,2024-11-07,2024-11-17,10,5.45,75.3,54.2,63.5,10.8,In Transit,1ZH58RFZQ6BTXQQKK6,Express,3644.91,No
SHP-51276,ORD-38284,Fort Worth,TX,Charlotte,NC,USPS,2022-05-13,2022-05-15,2,20.83,123.0,97.9,62.4,60.24,Returned,1ZE53F431BA3KW7J9Z,Economy,4904.27,No
SHP-51277,ORD-54552,Greensboro,NC,Buffalo,NY,Amazon Logistics,2024-05-01,2024-05-05,4,53.65,142.1,27.3,70.0,83.73,Delivered,1ZGCUAPLQEBBX0ZH62,Express,4646.6,No
SHP-51278,ORD-27302,Pittsburgh,PA,Atlanta,GA,UPS,2024-04-17,2024-04-18,1,146.55,125.3,30.3,69.1,311.32,Out for Delivery,1ZJOPQGU3L3BYUNRH7,Standard,2558.64,No
SHP-51279,ORD-30856,Springfield,NJ,Naperville,IL,OnTrac,2025-01-03,2025-01-11,8,15.99,74.7,40.0,77.0,33.58,Out for Delivery,1Z1GUKF1C80H99P8JO,Economy,3906.64,No
SHP-51280,ORD-44323,NJ City,NJ,Springfield,MI,Amazon Logistics,2023-02-19,2023-03-01,10,146.44,167.9,42.6,72.8,362.45,Returned,1ZVMVW6097G0UJPZHC,Economy,2997.99,No
SHP-51281,ORD-33588,Los Angeles,CA,Jacksonville,FL,XPO Logistics,2024-07-18,2024-07-30,12,50.59,41.5,58.5,16.7,38.76,Delivered,1ZIM3DZZ009ZMKMMBO,Economy,4837.59,No
SHP-51282,ORD-32294,Springfield,VA,Syracuse,NY,XPO Logistics,2025-05-21,2025-06-03,13,31.63,129.0,62.2,52.6,35.25,Delivered,1ZPN15TKH2AJ0F16YL,Express,2272.61,No
SHP-51283,ORD-27453,Riverside,AZ,Sacramento,CA,Old Dominion,2023-03-08,2023-03-18,10,6.8,197.2,88.3,69.7,30.27,Out for Delivery,1Z901LL1ASMFXBPRUJ,Economy,4035.06,No
SHP-51284,ORD-32955,Buffalo,NY,Houston,TX,USPS,2022-01-30,2022-02-04,5,44.4,190.0,7.2,39.8,53.33,Delayed,1ZW57FBHQPQ8VQEWG3,Economy,2411.52,No
SHP-51285,ORD-13014,Charlotte,NC,Madison,NJ,UPS,2022-07-07,2022-07-09,2,114.09,15.0,88.5,12.6,285.88,Delivered,1ZO9JW97O6FRVYF9FG,Standard,3150.58,No
SHP-51286,ORD-56922,San Francisco,CA,Boston,MA,XPO Logistics,2023-02-20,2023-03-06,14,25.26,85.0,10.4,47.0,24.67,Delayed,1ZAB20NE9I309I9VSA,Economy,747.42,Yes
SHP-51287,ORD-19467,Spokane,WA,Buffalo,NY,FedEx,2024-03-30,2024-04-01,2,128.48,160.2,96.4,9.9,178.19,Delivered,1Z8H5HKPM9E2YF4084,Express,1483.82,No
SHP-51288,ORD-36902,Wilmington,NC,AZ City,AZ,XPO Logistics,2025-01-11,2025-01-14,3,74.27,67.0,55.7,27.5,115.63,In Transit,1ZNL2BSU4X5FZHZC58,Overnight,3775.72,No
SHP-51289,ORD-39711,Buffalo,NY,Madison,VA,FedEx,2022-07-17,2022-07-31,14,141.26,119.4,19.3,48.7,392.81,Out for Delivery,1ZIWPAYFLP63MV1IIF,Overnight,2216.68,No
SHP-51290,ORD-26106,Houston,TX,Lowell,MA,Old Dominion,2022-04-30,2022-05-10,10,59.76,48.9,13.5,40.4,167.61,Delivered,1Z630ISEK68NJ0F68X,Standard,2640.52,No
SHP-51291,ORD-37599,Bellevue,WA,Fort Lauderdale,FL,XPO Logistics,2022-07-29,2022-08-06,8,142.76,37.4,75.3,30.3,203.22,Delayed,1ZYWJVF5QDI09Z1PC2,Economy,1111.7,No
SHP-51292,ORD-40132,Seattle,WA,Cleveland,OH,UPS,2023-12-11,2023-12-15,4,12.74,175.0,31.8,26.3,39.99,In Transit,1ZF7GOG7ISOWUNRU7R,Overnight,3658.84,Yes
SHP-51293,ORD-51275,Fairview,MI,Allentown,PA,Old Dominion,2025-02-23,2025-02-28,5,102.67,106.8,40.3,62.4,173.49,Delivered,1ZN4W07GKZXSJ9ZIAZ,Overnight,4040.38,No
SHP-51294,ORD-44030,Austin,TX,Bellevue,WA,Old Dominion,2024-04-12,2024-04-24,12,143.1,54.1,67.1,27.5,103.15,Delivered,1Z1PUE2UB8ZUJP54RW,Economy,3860.14,No
SHP-51295,ORD-19670,San Antonio,TX,Savannah,GA,FedEx,2023-03-14,2023-03-28,14,95.26,138.1,39.4,71.1,251.71,Delivered,1ZKIILX5G2LK4QCKBM,Express,1371.19,Yes
SHP-51296,ORD-24497,Madison,NJ,Spokane,WA,XPO Logistics,2024-02-26,2024-03-09,12,42.61,13.4,88.3,67.9,56.46,In Transit,1ZR6F1LO4AH7ORMYSH,Overnight,4121.31,Yes
SHP-51297,ORD-39434,Los Angeles,CA,Springfield,MI,DHL,2024-01-12,2024-01-13,1,116.97,63.7,67.9,9.0,273.32,Delivered,1ZRH1U30FIP8NFHX9U,Economy,4824.55,No
SHP-51298,ORD-10826,Albany,NY,Orlando,FL,UPS,2022-11-17,2022-11-23,6,84.24,79.5,55.0,69.5,114.13,In Transit,1ZLSFNQ33NTUD858U3,Express,720.72,No
SHP-51299,ORD-25757,Lowell,MA,Seattle,WA,FedEx,2022-02-28,2022-03-05,5,42.23,45.8,37.5,11.4,73.86,Delivered,1Z1UQL0GX825J8ES91,Economy,2685.54,Yes
SHP-51300,ORD-34301,Syracuse,NY,Philadelphia,PA,Amazon Logistics,2023-11-27,2023-12-11,14,74.16,86.0,26.7,9.1,47.33,Out for Delivery,1ZSLKQLMS7T5FMA4QM,Economy,2638.83,Yes
SHP-51301,ORD-47184,Augusta,GA,Tacoma,WA,OnTrac,2023-11-22,2023-11-27,5,125.3,103.7,61.9,22.7,107.49,In Transit,1ZPJ71VYTU8Q7CL5RV,Economy,1944.73,No
SHP-51302,ORD-54200,San Francisco,CA,Lowell,MA,UPS,2024-02-13,2024-02-26,13,93.72,141.4,39.9,60.2,142.03,Delayed,1ZLM4NLMCVM1924PWV,Overnight,2609.59,No
SHP-51303,ORD-41310,Greensboro,NC,Riverside,AZ,XPO Logistics,2022-01-26,2022-02-05,10,84.68,38.6,81.5,24.1,229.47,Delivered,1Z97AYWLIVDVW1861L,Overnight,2054.01,No
SHP-51304,ORD-13514,Madison,MI,Boston,MA,DHL,2023-10-05,2023-10-12,7,68.99,21.8,14.5,72.8,114.68,Returned,1ZXYWZ9FN6L3RC2UZZ,Express,3588.98,No
SHP-51305,ORD-48633,Fort Lauderdale,FL,Austin,TX,FedEx,2023-07-09,2023-07-17,8,30.97,18.3,14.6,25.0,89.51,Delayed,1ZJ7FUTB9FW74UW5P3,Overnight,4900.92,No
SHP-51306,ORD-22854,Madison,NJ,AZ City,AZ,Amazon Logistics,2023-07-24,2023-08-06,13,114.4,163.1,5.1,72.2,172.75,Returned,1ZGNUILT0PLISBXXM9,Standard,2062.63,Yes
SHP-51307,ORD-31807,Dallas,TX,Madison,NJ,FedEx,2024-11-13,2024-11-22,9,87.19,153.4,83.3,69.6,186.5,Delivered,1ZOXOQKJW5BTHED2UD,Standard,3755.61,No
SHP-51308,ORD-48005,Peoria,IL,Springfield,NJ,USPS,2024-04-12,2024-04-19,7,40.12,112.2,21.5,76.5,111.75,Delivered,1Z865CV9UBBY11UTHX,Standard,1744.98,No
SHP-51309,ORD-52342,Riverside,VA,Dallas,TX,DHL,2023-09-21,2023-09-25,4,56.52,181.4,90.5,49.5,124.64,Delivered,1Z5NEC9K1PIYUIRGR2,Overnight,3439.48,No
SHP-51310,ORD-32574,Macon,GA,Fort Lauderdale,FL,XPO Logistics,2024-03-26,2024-03-30,4,149.38,45.9,32.5,21.9,376.57,Delivered,1Z8F8ROPGKBQ5XB7BD,Standard,4318.14,No
SHP-51311,ORD-38462,Cleveland,OH,Bellevue,WA,Amazon Logistics,2023-10-19,2023-10-22,3,140.91,27.3,71.7,22.8,284.15,Delivered,1Z7PQFDQ2CNILXGFU3,Standard,1896.43,No
SHP-51312,ORD-21897,Fairview,NJ,NJ City,NJ,USPS,2022-10-24,2022-10-28,4,133.72,172.4,61.0,37.6,391.13,Delivered,1ZC7OGFA6M5ZESFC3H,Economy,637.41,Yes
SHP-51313,ORD-54430,AZ City,AZ,Wilmington,NC,UPS,2024-06-19,2024-06-29,10,124.08,167.0,31.9,19.6,229.35,Returned,1ZG777DCVOTZ03QVF1,Express,2172.46,No
SHP-51314,ORD-36579,Springfield,MI,Toledo,OH,USPS,2024-06-14,2024-06-26,12,143.47,163.5,58.1,60.2,349.0,Returned,1ZAX57TJQP2EBXYF6P,Overnight,1928.59,No
SHP-51315,ORD-34497,Savannah,GA,MI City,MI,OnTrac,2024-11-06,2024-11-09,3,111.68,99.6,18.6,38.9,345.57,Delivered,1ZFSSZD8LKP65J2GKR,Express,2059.53,No
SHP-51316,ORD-44624,Tampa,FL,Columbus,OH,UPS,2024-04-04,2024-04-09,5,134.8,152.0,65.3,62.6,155.08,Delayed,1Z4L28QNEIV4GO2CG9,Express,3062.4,No
SHP-51317,ORD-27034,Macon,GA,Spokane,WA,USPS,2024-11-11,2024-11-25,14,60.02,92.3,7.4,49.0,80.34,Delivered,1Z000AVACSS277Z8NJ,Economy,2295.33,Yes
SHP-51318,ORD-44723,Savannah,GA,Durham,NC,Amazon Logistics,2022-01-23,2022-02-02,10,44.4,90.8,84.5,44.0,112.48,Delayed,1ZHXZ86PVL78PY99JD,Express,2755.94,No
SHP-51319,ORD-21824,Madison,NJ,Fairview,VA,UPS,2022-03-03,2022-03-10,7,37.47,83.3,58.8,10.1,63.0,Delivered,1ZS12Z3BI5M6LXSGW4,Express,2921.06,No
SHP-51320,ORD-31695,Dallas,TX,Riverside,AZ,DHL,2023-08-20,2023-08-23,3,116.6,27.2,35.2,56.7,178.29,Delivered,1Z8PZM299SXOGJ7F0E,Overnight,3999.8,Yes
SHP-51321,ORD-48577,Houston,TX,Naperville,IL,UPS,2022-12-09,2022-12-16,7,81.94,13.8,47.8,17.5,120.67,Delivered,1ZYQUX7D5AVVNOOJ46,Express,2911.84,Yes
SHP-51322,ORD-42326,San Jose,CA,Cincinnati,OH,Old Dominion,2024-08-11,2024-08-25,14,108.63,128.6,68.0,55.1,258.86,Delivered,1ZE7QQNOUWX4VOL6R4,Overnight,3563.67,Yes
SHP-51323,ORD-41122,VA City,VA,Albany,NY,Amazon Logistics,2024-04-09,2024-04-14,5,114.17,195.1,41.3,30.4,87.65,Delivered,1ZS2XAQC812B2YBY4V,Standard,2965.06,No
SHP-51324,ORD-28730,Toledo,OH,Bellevue,WA,XPO Logistics,2023-05-24,2023-05-25,1,124.91,189.6,68.8,64.1,69.34,In Transit,1ZM9URHZ2UY6NU19RI,Standard,4587.03,No
SHP-51325,ORD-25670,Wilmington,NC,Durham,NC,XPO Logistics,2025-09-02,2025-09-12,10,141.04,105.6,34.6,10.0,276.97,Delivered,1ZGUASYGCNUCHBCLSK,Economy,3559.87,Yes
SHP-51326,ORD-52179,Augusta,GA,Fairview,NJ,UPS,2025-08-22,2025-08-26,4,136.53,158.2,95.9,25.6,271.61,Delayed,1Z4KP9108JD64SNXSX,Overnight,1314.8,Yes
SHP-51327,ORD-47661,Rockford,IL,Madison,NJ,FedEx,2022-01-25,2022-02-02,8,127.55,168.7,15.7,49.6,230.52,Delivered,1Z8UWJUPHXK6K8LK84,Express,369.57,No
SHP-51328,ORD-58949,Charlotte,NC,Springfield,AZ,Old Dominion,2023-02-13,2023-02-18,5,139.4,111.0,10.0,39.3,243.0,Delivered,1ZCWJE8JA19Q9E72X2,Express,1612.01,No
SHP-51329,ORD-55173,San Francisco,CA,Seattle,WA,OnTrac,2024-02-12,2024-02-22,10,5.33,28.9,25.3,13.8,13.89,Delivered,1ZNWHUT4ILYXP9H0K7,Express,3578.59,No
SHP-51330,ORD-37136,Philadelphia,PA,San Diego,CA,OnTrac,2022-12-10,2022-12-17,7,120.14,172.0,78.1,64.2,303.78,In Transit,1Z1ARBMNM40ZCNP9I2,Standard,1621.72,No
SHP-51331,ORD-43995,Spokane,WA,Lowell,MA,OnTrac,2022-03-17,2022-03-27,10,144.96,34.1,96.3,5.0,300.54,Delivered,1Z3XV1ZNBCHF81Q75U,Standard,1629.85,No
SHP-51332,ORD-58263,Durham,NC,San Jose,CA,Amazon Logistics,2023-04-18,2023-04-30,12,0.51,159.9,44.1,71.5,13.08,Returned,1ZEZERSL1K4QX7F56E,Overnight,1558.91,No
SHP-51333,ORD-31437,New York,NY,Riverside,MI,UPS,2024-02-16,2024-02-27,11,98.75,36.6,10.9,68.1,165.48,In Transit,1ZL3U7RIF04P1UQE5Z,Standard,3244.78,No
SHP-51334,ORD-28731,Columbus,OH,Philadelphia,PA,USPS,2023-01-04,2023-01-10,6,139.03,70.6,19.2,67.7,379.05,Out for Delivery,1Z9U98G2L3CG6DWU79,Economy,219.75,No
SHP-51335,ORD-45882,Bellevue,WA,Springfield,VA,FedEx,2024-04-11,2024-04-20,9,21.97,184.6,70.8,20.8,33.13,In Transit,1ZNKGFNC6FO82PFC16,Overnight,657.81,Yes
SHP-51336,ORD-38786,Akron,OH,Springfield,NJ,XPO Logistics,2022-06-21,2022-07-02,11,15.37,133.7,40.4,13.7,45.57,Delivered,1ZMJ2HUI2ZSBQDI5M2,Overnight,4552.46,No
SHP-51337,ORD-42847,Rochester,NY,Reading,PA,Amazon Logistics,2024-01-22,2024-01-30,8,61.56,64.3,34.8,10.2,131.81,Out for Delivery,1ZZGVWUXA3XFAWPUA2,Standard,2121.26,No
SHP-51338,ORD-10529,Riverside,NJ,Syracuse,NY,XPO Logistics,2025-01-06,2025-01-09,3,104.93,92.4,68.9,59.9,234.22,Delayed,1ZMN4PSWS417ORJ97C,Express,253.77,Yes
SHP-51339,ORD-25417,Toledo,OH,Springfield,VA,DHL,2024-01-15,2024-01-22,7,94.91,29.7,82.6,72.0,115.96,Delayed,1ZV7TZV42Q1DF044RY,Express,2333.0,No
SHP-51340,ORD-36492,Seattle,WA,Atlanta,GA,Old Dominion,2023-10-05,2023-10-18,13,107.28,150.7,20.0,41.6,270.0,Returned,1ZNEQPAAA87448GO3F,Economy,1267.67,No
SHP-51341,ORD-48201,Austin,TX,Rochester,NY,OnTrac,2023-10-12,2023-10-20,8,73.44,131.5,89.4,60.8,160.71,Delivered,1ZVF0IWVTFN9INST1P,Overnight,4608.89,No
SHP-51342,ORD-13780,Fairview,AZ,Raleigh,NC,UPS,2023-10-14,2023-10-26,12,17.45,157.1,91.0,30.4,59.08,Returned,1ZEUPYB820Y4Y3IUNY,Express,3986.82,No
SHP-51343,ORD-30256,Macon,GA,Fairview,MI,FedEx,2025-10-08,2025-10-15,7,134.49,159.3,63.2,60.9,287.93,Delivered,1Z46MKWZ5RKWUWJYUO,Standard,4579.99,No
SHP-51344,ORD-16922,Springfield,MA,Lowell,MA,UPS,2022-10-11,2022-10-16,5,7.56,142.0,14.8,15.5,20.81,Out for Delivery,1ZESEV1ADNAUN24W1Y,Overnight,2512.18,No
SHP-51345,ORD-32117,Madison,VA,Naperville,IL,FedEx,2025-02-09,2025-02-15,6,81.83,175.5,84.4,76.7,133.15,Delivered,1ZFHODEZHRV5EZK0EY,Standard,3216.49,No
SHP-51346,ORD-58283,Rockford,IL,Sacramento,CA,Amazon Logistics,2025-06-08,2025-06-22,14,25.99,197.6,61.3,44.6,77.17,Delivered,1ZZLN9C2DVJ8PR3RQE,Economy,731.31,No
SHP-51347,ORD-52536,Wilmington,NC,Madison,NJ,Amazon Logistics,2022-08-01,2022-08-03,2,70.65,43.1,62.9,34.5,169.98,Delivered,1ZH7SPVBMBOLWCQ5OA,Overnight,3504.39,Yes
SHP-51348,ORD-18525,Madison,AZ,Fairview,NJ,Old Dominion,2023-11-15,2023-11-21,6,41.44,109.9,10.5,63.6,113.01,Delivered,1ZDTWN2BG4X0V0PU5J,Overnight,2302.32,No
SHP-51349,ORD-53075,Madison,NJ,Erie,PA,Amazon Logistics,2022-03-31,2022-04-08,8,93.6,184.9,55.6,16.2,234.47,Delayed,1ZWZMNTJ546K0JHODI,Overnight,3394.84,No
SHP-51350,ORD-33537,New York,NY,Sacramento,CA,OnTrac,2025-01-01,2025-01-11,10,107.68,96.3,85.1,33.1,209.07,Delivered,1ZHG6IHUAYVX8S1O2J,Overnight,501.73,Yes
SHP-51351,ORD-57372,Fairview,MI,Seattle,WA,Amazon Logistics,2023-09-08,2023-09-11,3,13.17,183.6,52.4,64.5,38.13,Out for Delivery,1ZOE98BGJ56LVG72AZ,Economy,2456.05,No
SHP-51352,ORD-34711,Toledo,OH,Durham,NC,UPS,2025-09-20,2025-10-01,11,108.22,135.1,57.1,68.7,332.57,Delivered,1ZLZ6PU7QBS96Z52IM,Economy,3501.23,No
SHP-51353,ORD-41775,Madison,AZ,Madison,MI,USPS,2022-12-30,2023-01-13,14,80.13,22.6,62.2,24.3,116.36,Delivered,1Z4UQ8SZ97FEJM3VJ2,Express,1280.05,No
SHP-51354,ORD-46479,Peoria,IL,Lowell,MA,USPS,2022-07-30,2022-08-11,12,136.17,63.5,7.6,55.4,347.65,Out for Delivery,1Z0R5FR4POKGO8EXRM,Overnight,3054.56,Yes
SHP-51355,ORD-23101,Sacramento,CA,Tampa,FL,Old Dominion,2022-03-12,2022-03-23,11,93.09,140.5,99.4,10.4,112.57,Delivered,1ZZLX2R27NR5EUBYOZ,Economy,4622.2,Yes
SHP-51356,ORD-15235,Cambridge,MA,Madison,MI,FedEx,2024-04-19,2024-04-24,5,33.87,155.0,90.5,72.5,72.36,Returned,1Z87R3G6AOGDQH0Y7U,Economy,2135.54,No
SHP-51357,ORD-27846,Fairview,AZ,Madison,NJ,DHL,2024-01-24,2024-01-25,1,125.26,6.5,63.6,64.2,329.42,Returned,1Z7Z3CMYDPZ1ITYWDK,Standard,4041.17,Yes
SHP-51358,ORD-32306,Pittsburgh,PA,Peoria,IL,FedEx,2022-05-27,2022-06-06,10,49.65,27.9,79.1,77.7,105.5,In Transit,1ZM5Z51WXRFZAU85LE,Economy,153.99,No
SHP-51359,ORD-17180,Fort Worth,TX,Madison,AZ,UPS,2023-11-11,2023-11-21,10,138.88,52.7,48.8,47.0,305.43,Delivered,1ZU09M3ZFROSQU2MRO,Standard,2002.61,Yes
SHP-51360,ORD-45214,Dallas,TX,Fairview,AZ,USPS,2023-06-06,2023-06-16,10,92.93,115.5,97.2,32.2,218.23,Out for Delivery,1ZAAN4A16H6UNQ9XP6,Standard,3775.8,No
SHP-51361,ORD-41988,Springfield,IL,Jacksonville,FL,OnTrac,2024-07-09,2024-07-19,10,88.09,79.5,20.6,46.7,240.43,Delivered,1Z2JK7OUZA1THTJLGA,Express,2989.95,No
SHP-51362,ORD-46282,Akron,OH,Seattle,WA,UPS,2023-01-30,2023-02-10,11,46.68,68.1,20.7,29.1,45.18,Delivered,1ZH7EOMJ5JH0N8YXYB,Express,4036.59,No
SHP-51363,ORD-59085,Erie,PA,Riverside,NJ,OnTrac,2025-04-29,2025-05-08,9,85.61,121.5,87.8,13.9,106.34,In Transit,1ZYB1I7DRYU2J8VKD4,Economy,746.0,No
SHP-51364,ORD-38055,Cleveland,OH,Tampa,FL,USPS,2025-06-23,2025-07-05,12,75.2,38.6,83.2,60.3,169.55,Delivered,1ZHP29XHTIVWODORI2,Economy,487.08,Yes
SHP-51365,ORD-50743,Cambridge,MA,VA City,VA,Old Dominion,2023-10-31,2023-11-14,14,149.3,24.8,75.6,21.7,312.15,Delivered,1Z9Q7MBTHQNYY084JE,Standard,925.64,No
SHP-51366,ORD-54942,San Diego,CA,Riverside,VA,USPS,2022-03-05,2022-03-09,4,125.87,37.0,6.7,48.0,243.96,Delivered,1Z3ITZF8FTUBQLXXBY,Overnight,1291.97,No
