date,ticker,open,high,low,close,volume,adjusted_close,dividend
2022-10-04,CRM,334.08,342.38,332.36,335.87,9686140,335.38,0.0
2022-10-04,ORCL,431.85,432.89,430.21,430.89,27046453,430.23,0.0
2022-10-05,AAPL,60.88,61.19,60.41,60.91,13575715,60.9,0.0
2022-10-05,MSFT,271.59,272.44,264.76,269.1,42328358,268.85,0.0
2022-10-05,GOOGL,220.01,221.09,218.51,220.9,23170403,220.54,0.0
2022-10-05,AMZN,153.33,156.13,152.21,153.1,38940984,152.81,0.0
2022-10-05,TSLA,564.0,574.48,548.11,558.76,76863571,558.6,0.0
2022-10-05,META,60.14,61.22,59.97,60.23,37250868,60.12,0.0
2022-10-05,NVDA,302.53,308.96,300.67,304.02,74104576,303.71,0.0
2022-10-05,JPM,232.63,238.53,228.99,234.59,50882466,234.38,0.0
2022-10-05,JNJ,228.35,233.26,227.22,229.98,32135221,229.53,0.0
2022-10-05,V,285.73,287.73,282.44,287.48,14437112,287.4,0.0
2022-10-05,PG,484.21,489.39,478.4,480.46,55160686,479.66,0.0
2022-10-05,UNH,150.38,153.44,148.72,151.06,34195108,151.02,0.0
2022-10-05,HD,455.49,458.24,453.81,456.04,9893145,455.41,0.0
2022-10-05,DIS,499.52,507.39,491.95,494.64,26263527,493.92,0.0
2022-10-05,NFLX,190.15,190.61,187.64,188.81,5230806,188.49,0.0
2022-10-05,PYPL,456.3,459.94,455.27,457.02,5319179,456.71,0.0
2022-10-05,INTC,604.54,613.48,604.44,608.07,14266701,607.21,0.0
2022-10-05,AMD,636.54,642.49,630.12,634.72,70290191,633.87,0.0
2022-10-05,CRM,334.87,341.95,328.36,337.93,70191056,337.85,0.0
2022-10-05,ORCL,442.03,444.1,437.6,440.78,2765683,440.64,0.0
2022-10-06,AAPL,60.43,60.63,59.86,60.08,30470773,60.05,0.0
2022-10-06,MSFT,269.85,272.1,267.01,267.53,22084941,267.47,0.0
2022-10-06,GOOGL,221.42,221.98,217.3,219.96,53920628,219.61,0.0
2022-10-06,AMZN,154.15,156.63,152.04,153.2,63934056,152.95,0.0
2022-10-06,TSLA,551.35,563.72,542.88,555.18,42974154,554.98,0.0
2022-10-06,META,59.52,60.35,59.02,59.4,63186687,59.33,0.0
2022-10-06,NVDA,306.65,306.8,303.7,305.17,52949485,304.92,0.0
2022-10-06,JPM,230.76,234.04,227.06,231.99,14870291,231.66,0.0
2022-10-06,JNJ,229.62,229.92,228.06,228.3,13371552,227.96,0.0
2022-10-06,V,284.75,290.03,280.83,284.0,79196386,283.91,0.0
2022-10-06,PG,487.05,489.13,480.18,482.26,24422026,481.95,0.0
2022-10-06,UNH,149.4,151.5,149.38,150.48,31603832,150.29,0.0
2022-10-06,HD,465.2,465.69,456.7,461.48,7327543,460.78,0.0
2022-10-06,DIS,508.27,515.04,498.33,506.97,25178688,506.5,0.0
2022-10-06,NFLX,183.98,185.5,180.46,184.33,41487849,184.1,0.0
2022-10-06,PYPL,463.73,467.89,451.1,459.6,52284930,458.97,0.0
2022-10-06,INTC,602.35,612.29,592.2,605.32,28418657,604.78,0.0
2022-10-06,AMD,627.44,642.12,624.62,632.39,64862586,631.5,0.0
2022-10-06,CRM,350.14,352.83,343.46,348.52,44474542,348.02,0.0
2022-10-06,ORCL,447.18,452.7,438.39,442.8,16479109,442.11,0.0
2022-10-07,AAPL,61.32,61.43,59.72,60.72,58467485,60.65,0.0
2022-10-07,MSFT,268.55,269.39,267.98,269.14,43425589,269.11,0.0
2022-10-07,GOOGL,222.29,223.96,217.63,221.43,71181095,221.12,0.0
2022-10-07,AMZN,155.46,158.72,153.96,156.48,11279717,156.28,0.0
2022-10-07,TSLA,567.41,570.95,557.3,569.47,65786118,568.5,0.0
2022-10-07,META,59.46,60.26,59.27,59.42,61576836,59.34,0.0
2022-10-07,NVDA,315.61,320.31,311.19,317.12,3268410,316.67,0.0
2022-10-07,JPM,229.68,232.37,227.27,229.48,56056601,229.18,0.0
2022-10-07,JNJ,224.98,229.43,222.82,224.86,7853333,224.78,0.0
2022-10-07,V,285.12,290.54,280.93,283.01,77085535,282.52,0.0
2022-10-07,PG,486.92,492.17,476.16,485.58,2814153,485.01,0.0
2022-10-07,UNH,149.83,151.41,147.39,150.23,55929281,150.14,0.0
2022-10-07,HD,464.93,475.33,456.78,468.52,7597323,467.99,0.0
2022-10-07,DIS,508.69,514.46,502.37,513.71,76416882,512.88,0.0
2022-10-07,NFLX,180.91,181.08,177.44,180.99,10848649,180.84,0.0
2022-10-07,PYPL,466.3,471.76,458.76,462.19,25783719,461.42,0.0
2022-10-07,INTC,612.22,613.98,599.23,611.05,56804388,610.96,0.0
2022-10-07,AMD,643.09,653.07,640.05,647.13,74327378,646.61,0.0
2022-10-07,CRM,345.43,345.94,342.78,343.2,47086618,342.93,0.0
2022-10-07,ORCL,437.58,444.76,429.88,433.72,55652559,433.7,0.0
2022-10-10,AAPL,60.41,60.81,60.02,60.41,48561970,60.34,0.0
2022-10-10,MSFT,266.28,270.68,261.12,268.01,69475224,267.59,0.0
2022-10-10,GOOGL,224.84,227.72,222.61,223.48,9940107,223.21,0.0
2022-10-10,AMZN,154.18,155.93,153.46,155.17,22328710,155.08,0.0
2022-10-10,TSLA,562.72,572.04,553.05,565.33,46299691,565.07,0.0
2022-10-10,META,58.63,59.47,58.11,58.13,73463153,58.12,0.0
2022-10-10,NVDA,314.62,318.92,308.94,316.91,32068873,316.6,0.0
2022-10-10,JPM,229.32,230.55,224.35,227.06,42478199,226.61,0.0
2022-10-10,JNJ,224.26,228.73,223.76,226.39,15837694,226.08,0.0
2022-10-10,V,285.34,290.76,284.65,285.51,9052100,285.0,0.0
2022-10-10,PG,476.72,482.8,463.93,473.39,47301914,472.99,0.0
2022-10-10,UNH,147.72,148.75,147.48,147.94,7965257,147.91,0.0
2022-10-10,HD,465.3,476.24,457.36,467.1,40587656,466.33,0.0
2022-10-10,DIS,522.13,529.65,508.54,518.1,75109302,517.78,0.0
2022-10-10,NFLX,178.74,181.33,176.76,179.17,4184503,179.11,0.0
2022-10-10,PYPL,469.18,473.11,467.29,470.92,13947760,470.88,0.0
2022-10-10,INTC,626.01,628.5,620.01,622.85,23692299,622.21,0.0
2022-10-10,AMD,648.31,651.38,640.68,644.8,29448589,644.48,0.0
2022-10-10,CRM,345.76,349.85,340.48,348.71,23494639,348.66,0.0
2022-10-10,ORCL,431.62,437.94,428.91,430.93,77394057,430.22,0.0
2022-10-11,AAPL,59.84,60.75,59.8,60.11,20342613,60.0,0.0
2022-10-11,MSFT,267.06,271.83,262.37,269.0,76987496,268.65,0.0
2022-10-11,GOOGL,227.63,231.67,224.53,228.27,42064642,228.11,0.0
2022-10-11,AMZN,157.11,160.02,156.24,156.73,6715446,156.71,0.0
2022-10-11,TSLA,570.52,576.43,564.29,569.01,56485659,568.34,0.0
2022-10-11,META,57.01,57.58,56.59,56.79,8963043,56.69,0.0
2022-10-11,NVDA,321.45,322.26,314.89,318.86,54578862,318.54,0.0
2022-10-11,JPM,228.38,228.99,228.01,228.9,42643341,228.53,0.0
2022-10-11,JNJ,229.62,235.31,229.26,231.34,53426604,230.99,0.0
2022-10-11,V,291.18,296.03,284.39,289.87,51448858,289.62,0.0
2022-10-11,PG,464.58,469.39,455.57,468.95,33906761,468.56,0.0
2022-10-11,UNH,148.47,149.51,144.85,147.06,17874598,147.04,0.0
2022-10-11,HD,461.0,461.46,453.75,460.24,55836808,459.68,0.0
2022-10-11,DIS,516.72,531.28,507.2,521.8,48821107,521.16,0.0
2022-10-11,NFLX,179.07,179.48,175.25,178.36,37541339,178.25,0.0
2022-10-11,PYPL,471.0,476.47,464.36,472.35,51518766,471.53,0.0
2022-10-11,INTC,621.23,627.21,613.77,624.25,58790690,623.59,0.0
2022-10-11,AMD,655.33,665.86,637.81,649.67,51802513,648.48,0.0
2022-10-11,CRM,345.09,347.91,340.22,345.15,39468698,344.64,0.0
2022-10-11,ORCL,432.93,438.48,429.43,431.23,67292561,430.82,0.0
2022-10-12,AAPL,60.03,60.22,59.34,59.76,30456369,59.72,0.0
2022-10-12,MSFT,264.46,268.19,262.08,265.48,30606008,265.42,0.0
2022-10-12,GOOGL,229.11,233.45,226.53,230.72,62367999,230.62,0.0
2022-10-12,AMZN,158.8,161.64,158.61,159.4,42239814,159.18,0.0
2022-10-12,TSLA,574.38,575.63,562.48,572.66,23062860,571.68,0.0
2022-10-12,META,55.8,56.24,54.8,56.02,1100898,56.02,0.0
2022-10-12,NVDA,316.78,319.89,312.18,315.31,20564681,315.05,0.0
2022-10-12,JPM,231.77,236.31,228.36,230.95,47192233,230.6,0.0
2022-10-12,JNJ,229.02,230.97,223.55,227.12,38102352,226.8,0.0
2022-10-12,V,288.87,291.46,284.42,290.09,31596950,290.05,0.0
2022-10-12,PG,473.76,476.23,464.71,470.52,3385384,469.66,0.0
2022-10-12,UNH,150.65,153.15,149.63,149.92,26400269,149.73,0.0
2022-10-12,HD,457.85,458.1,450.58,455.54,43243745,454.76,0.0
2022-10-12,DIS,519.01,526.22,505.9,515.32,43135085,514.66,0.0
2022-10-12,NFLX,178.88,181.41,178.32,178.42,26356697,178.23,0.0
2022-10-12,PYPL,474.96,475.13,464.0,473.39,79279619,473.27,0.0
2022-10-12,INTC,623.03,633.5,620.37,626.07,49590595,625.97,0.0
2022-10-12,AMD,649.89,659.12,638.64,647.28,5594740,646.3,0.0
2022-10-12,CRM,340.87,341.42,338.0,338.18,45739606,338.07,0.0
2022-10-12,ORCL,423.64,431.66,416.35,423.05,57057447,422.36,0.0
2022-10-13,AAPL,59.25,59.54,58.21,58.96,24908052,58.93,0.0
2022-10-13,MSFT,272.14,273.95,270.46,272.56,3647793,272.09,0.0
2022-10-13,GOOGL,226.57,228.81,226.12,226.47,65578540,226.1,0.0
2022-10-13,AMZN,170.11,171.37,168.21,168.55,54635496,168.38,0.0
2022-10-13,TSLA,578.26,589.5,568.02,584.0,36250690,583.03,0.0
2022-10-13,META,55.6,56.64,54.51,55.75,10196906,55.72,0.0
2022-10-13,NVDA,313.88,318.63,309.61,311.88,54488412,311.31,0.0
2022-10-13,JPM,236.44,239.83,232.45,236.51,55411295,236.38,0.0
2022-10-13,JNJ,229.86,232.09,226.63,227.69,32843494,227.5,0.0
2022-10-13,V,283.73,290.5,281.16,285.46,71044272,285.33,0.0
2022-10-13,PG,468.34,476.72,464.47,471.51,67537530,470.93,0.0
2022-10-13,UNH,150.64,151.68,148.42,150.9,2648319,150.76,0.0
2022-10-13,HD,461.47,467.85,454.01,458.7,62820563,458.13,0.0
2022-10-13,DIS,518.53,525.77,509.41,519.12,53714512,518.66,0.0
2022-10-13,NFLX,174.9,179.3,174.04,175.86,72430138,175.71,0.0
2022-10-13,PYPL,488.47,490.61,475.8,483.65,19477763,483.32,0.0
2022-10-13,INTC,614.57,625.9,609.58,615.25,2250852,614.14,0.0
2022-10-13,AMD,632.42,647.84,628.39,636.72,24890340,636.01,0.0
2022-10-13,CRM,339.08,341.32,333.08,341.16,30690922,341.13,0.0
2022-10-13,ORCL,413.9,422.06,411.41,417.17,6443075,417.08,0.0
2022-10-14,AAPL,60.52,61.73,60.48,60.61,47677987,60.55,0.0
2022-10-14,MSFT,275.03,280.04,270.73,276.84,18042452,276.56,0.0
2022-10-14,GOOGL,232.62,234.85,230.27,232.52,60622987,232.19,0.0
2022-10-14,AMZN,174.39,174.56,170.31,172.84,35901786,172.59,0.0
2022-10-14,TSLA,577.85,587.48,570.44,575.76,8771144,575.13,0.0
2022-10-14,META,56.41,56.41,55.85,55.98,37216768,55.98,0.0
2022-10-14,NVDA,315.85,318.74,310.34,314.55,51314554,314.1,0.0
2022-10-14,JPM,243.85,245.37,239.65,242.76,74005476,242.34,0.0
2022-10-14,JNJ,229.91,231.31,229.72,230.22,23496602,230.1,0.0
2022-10-14,V,277.81,279.54,272.86,276.55,4273376,276.5,0.0
2022-10-14,PG,467.89,470.29,466.84,467.38,31810508,466.53,0.0
2022-10-14,UNH,149.87,151.22,147.53,149.2,68192901,149.0,0.0
2022-10-14,HD,456.18,459.95,445.48,453.6,44157007,453.18,0.0
2022-10-14,DIS,526.11,533.56,522.52,527.09,76140303,526.99,0.0
2022-10-14,NFLX,175.87,179.57,172.52,177.34,60915503,177.0,0.0
2022-10-14,PYPL,491.66,499.16,486.02,488.93,50410756,488.28,0.0
2022-10-14,INTC,613.93,620.42,602.77,618.74,55497551,617.81,0.0
2022-10-14,AMD,643.35,644.04,631.27,638.14,32772300,637.96,0.0
2022-10-14,CRM,342.74,344.77,336.07,343.67,53072779,343.51,0.0
2022-10-14,ORCL,421.49,423.55,419.93,421.39,6682960,421.06,0.0
2022-10-17,AAPL,61.78,62.61,60.18,61.35,41486195,61.31,0.0
2022-10-17,MSFT,276.87,284.22,274.82,278.7,2831057,278.51,0.0
2022-10-17,GOOGL,229.06,231.75,225.83,229.45,23705690,228.99,0.0
2022-10-17,AMZN,175.71,179.19,174.2,174.35,76695907,174.04,0.0
2022-10-17,TSLA,573.6,580.94,572.9,578.36,67889881,577.78,0.0
2022-10-17,META,56.05,57.14,54.5,55.55,28023704,55.52,0.0
2022-10-17,NVDA,317.11,319.42,311.39,315.32,41162296,315.26,0.0
2022-10-17,JPM,240.18,240.99,233.38,237.87,41059426,237.69,0.0
2022-10-17,JNJ,222.56,228.55,218.94,224.79,49587879,224.41,0.0
2022-10-17,V,273.46,277.43,269.6,275.78,75422219,275.24,0.0
2022-10-17,PG,473.09,478.5,464.95,470.07,72507343,469.87,0.0
2022-10-17,UNH,150.21,154.0,147.61,151.64,79411261,151.35,0.0
2022-10-17,HD,455.7,462.36,449.2,458.02,63608319,457.25,0.0
2022-10-17,DIS,523.81,534.96,519.63,527.37,55064358,526.8,0.0
2022-10-17,NFLX,173.91,177.2,171.33,173.07,4640078,172.78,0.0
2022-10-17,PYPL,482.24,490.43,474.47,479.59,57238950,479.12,0.0
2022-10-17,INTC,611.41,614.91,605.47,613.51,47210136,613.05,0.0
2022-10-17,AMD,633.87,643.5,627.67,637.16,16803419,636.68,0.0
2022-10-17,CRM,337.26,340.42,333.76,339.98,7204381,339.95,0.0
2022-10-17,ORCL,410.93,413.15,405.27,410.66,49340471,410.48,0.0
2022-10-18,AAPL,61.88,63.02,60.77,61.36,69436872,61.36,0.0
2022-10-18,MSFT,279.55,282.02,277.96,278.74,31108861,278.67,0.0
2022-10-18,GOOGL,226.01,231.64,225.12,227.23,6613525,226.97,0.0
2022-10-18,AMZN,174.79,175.14,171.68,173.71,53139401,173.41,0.0
2022-10-18,TSLA,596.1,606.31,586.7,593.08,15045614,592.07,0.0
2022-10-18,META,55.91,57.5,54.99,56.38,47348008,56.37,0.0
2022-10-18,NVDA,321.92,323.97,315.26,319.59,52232806,319.14,0.0
2022-10-18,JPM,232.86,237.32,231.29,234.82,24217832,234.66,0.0
2022-10-18,JNJ,217.97,219.19,215.7,218.81,46042928,218.52,0.0
2022-10-18,V,279.16,284.38,277.28,280.81,14837984,280.42,0.0
2022-10-18,PG,479.82,489.31,475.89,476.19,21254280,476.17,0.43
2022-10-18,UNH,154.18,156.08,151.93,153.38,52607419,153.26,0.0
2022-10-18,HD,465.2,469.2,457.26,465.69,57640508,464.86,0.0
2022-10-18,DIS,514.66,523.87,502.27,509.97,62303491,509.7,0.0
2022-10-18,NFLX,175.4,177.16,174.64,175.19,40284992,174.95,0.0
2022-10-18,PYPL,480.12,483.87,478.36,479.45,60687285,478.96,0.0
2022-10-18,INTC,630.1,638.76,619.98,624.84,16945372,624.3,0.0
2022-10-18,AMD,671.59,678.49,661.11,667.67,63521594,666.87,0.0
2022-10-18,CRM,341.36,346.49,334.21,338.01,64033476,337.9,0.0
2022-10-18,ORCL,421.49,429.92,414.3,417.75,69268758,416.92,0.0
2022-10-19,AAPL,62.29,63.56,62.08,62.57,43272488,62.55,0.0
2022-10-19,MSFT,277.79,283.99,276.82,279.66,16510534,279.26,0.0
2022-10-19,GOOGL,230.18,236.11,229.32,232.21,76551143,232.02,0.0
2022-10-19,AMZN,173.47,174.59,171.65,174.12,55093578,173.86,0.0
2022-10-19,TSLA,597.88,598.21,595.13,597.84,78830070,597.58,0.43
2022-10-19,META,57.09,58.27,57.05,57.27,30849668,57.21,0.0
2022-10-19,NVDA,329.91,334.92,328.01,330.39,54110599,329.86,0.0
2022-10-19,JPM,237.03,238.08,233.14,234.74,50702145,234.68,0.0
2022-10-19,JNJ,217.18,221.16,212.93,217.13,3097420,216.94,0.0
2022-10-19,V,276.55,277.83,274.88,276.51,36040549,276.16,0.0
2022-10-19,PG,489.68,496.08,480.74,490.65,32225679,490.18,0.0
2022-10-19,UNH,154.54,156.15,153.56,153.82,17546039,153.67,0.0
2022-10-19,HD,459.03,460.24,449.11,457.65,78805249,457.19,0.0
2022-10-19,DIS,506.5,514.37,496.99,508.19,26718018,507.74,0.0
2022-10-19,NFLX,176.68,180.51,173.68,178.44,39698852,178.34,0.0
2022-10-19,PYPL,490.33,497.93,487.16,492.27,42782939,492.04,0.0
2022-10-19,INTC,631.77,640.5,627.38,635.97,43731152,635.95,0.0
2022-10-19,AMD,659.13,671.89,657.53,662.96,56417626,662.16,0.0
2022-10-19,CRM,337.59,343.24,334.43,337.54,55941869,337.32,0.0
2022-10-19,ORCL,417.01,417.87,409.11,416.16,29073843,415.65,0.0
2022-10-20,AAPL,63.0,63.74,62.44,63.51,41093548,63.5,0.0
2022-10-20,MSFT,280.62,284.75,275.19,282.14,76857761,281.65,0.0
2022-10-20,GOOGL,232.51,233.11,228.07,232.2,70521542,232.17,0.0
2022-10-20,AMZN,174.16,174.82,173.61,174.28,42290148,174.14,0.0
2022-10-20,TSLA,600.85,610.8,586.5,596.7,61308643,596.66,0.0
2022-10-20,META,56.19,56.49,55.68,56.08,17912926,55.99,0.0
2022-10-20,NVDA,339.76,340.74,336.18,337.08,65881687,336.45,0.0
2022-10-20,JPM,240.54,244.72,236.51,238.68,1165812,238.48,0.0
2022-10-20,JNJ,218.93,221.46,218.76,218.9,7907426,218.47,0.0
2022-10-20,V,281.1,286.28,274.11,279.59,78929131,279.51,0.0
2022-10-20,PG,479.58,484.63,470.11,484.17,31493863,483.38,0.0
2022-10-20,UNH,150.04,151.23,148.74,149.11,60457839,148.88,0.0
2022-10-20,HD,457.87,468.11,453.43,460.4,15771548,459.51,0.0
2022-10-20,DIS,508.8,513.21,500.01,504.27,72770496,503.9,0.0
2022-10-20,NFLX,178.11,180.98,177.85,178.56,58459470,178.54,0.0
2022-10-20,PYPL,480.43,489.01,474.55,483.47,66564494,483.3,0.0
2022-10-20,INTC,642.5,650.71,641.58,645.37,31182018,644.25,0.0
2022-10-20,AMD,662.36,667.95,657.1,665.93,57306031,665.6,0.0
2022-10-20,CRM,340.13,341.67,335.07,339.64,1491755,339.56,0.0
2022-10-20,ORCL,425.1,430.6,422.72,428.65,12397297,428.01,0.0
2022-10-21,AAPL,63.91,65.55,63.29,64.3,56619906,64.27,0.0
2022-10-21,MSFT,286.63,289.39,284.16,284.68,7627503,284.28,0.0
2022-10-21,GOOGL,233.1,235.29,231.29,232.93,58491398,232.77,0.0
2022-10-21,AMZN,174.99,178.48,171.87,175.85,79633887,175.82,0.0
2022-10-21,TSLA,576.27,583.98,572.71,577.38,24403473,576.36,0.0
2022-10-21,META,55.81,56.11,55.7,56.08,77773619,56.06,0.0
2022-10-21,NVDA,330.72,339.02,329.23,333.36,32940235,333.05,0.0
2022-10-21,JPM,239.96,240.56,236.07,238.62,16498268,238.22,0.0
2022-10-21,JNJ,217.06,219.33,216.08,217.83,58008456,217.45,0.0
2022-10-21,V,283.06,284.77,279.14,282.45,75273445,282.37,0.0
2022-10-21,PG,478.06,485.5,473.31,475.35,60507457,474.77,0.0
2022-10-21,UNH,150.24,151.57,148.61,149.86,43235541,149.68,0.0
2022-10-21,HD,458.43,464.23,450.69,458.82,15870216,458.23,0.0
2022-10-21,DIS,496.4,508.8,490.06,501.41,60478908,501.14,0.0
2022-10-21,NFLX,176.12,178.12,174.35,175.58,31715347,175.49,0.0
2022-10-21,PYPL,491.18,496.69,484.65,492.44,20118762,491.77,0.0
2022-10-21,INTC,651.73,654.79,644.23,649.05,72133332,648.94,0.0
2022-10-21,AMD,664.4,666.02,654.54,665.22,62875330,665.18,0.0
2022-10-21,CRM,338.79,340.57,332.34,337.37,12662482,336.8,0.0
2022-10-21,ORCL,422.69,430.3,421.51,426.39,31016022,426.1,0.0
2022-10-24,AAPL,64.03,65.21,63.89,64.06,20762938,63.94,0.0
2022-10-24,MSFT,282.27,282.87,277.23,280.7,13986184,280.25,0.0
2022-10-24,GOOGL,234.42,234.86,229.08,233.0,25065313,232.6,0.0
2022-10-24,AMZN,176.15,178.15,175.03,176.11,37434880,175.85,0.0
2022-10-24,TSLA,575.22,585.0,564.6,574.85,42635365,573.72,0.17
2022-10-24,META,55.57,55.94,54.79,55.5,42158654,55.42,0.0
2022-10-24,NVDA,332.45,333.34,329.11,331.43,20956248,331.34,0.0
2022-10-24,JPM,242.58,245.57,239.58,241.75,53480155,241.75,0.0
2022-10-24,JNJ,215.65,219.98,212.32,216.58,62026046,216.23,0.0
2022-10-24,V,284.7,286.99,279.86,283.09,65168340,282.99,0.0
2022-10-24,PG,476.65,482.16,474.2,476.28,46349964,475.47,0.0
2022-10-24,UNH,150.55,153.17,148.33,150.03,37302357,150.02,0.0
2022-10-24,HD,451.13,455.16,443.13,451.41,10046093,450.65,0.0
2022-10-24,DIS,503.61,510.1,498.02,506.83,67982427,506.36,0.0
2022-10-24,NFLX,179.75,180.19,175.99,178.94,21154280,178.62,0.0
2022-10-24,PYPL,492.34,501.58,486.81,495.11,22934262,494.48,0.0
2022-10-24,INTC,656.8,662.08,639.79,651.89,77791904,651.52,0.0
2022-10-24,AMD,664.23,670.26,649.31,661.87,45449413,660.97,0.0
2022-10-24,CRM,350.74,354.34,344.5,350.31,41820874,349.85,0.0
2022-10-24,ORCL,413.56,416.66,413.27,416.16,24101077,415.36,0.0
2022-10-25,AAPL,64.86,65.65,63.15,64.34,40466017,64.3,0.0
2022-10-25,MSFT,282.16,283.87,280.76,283.6,40842622,283.24,0.0
2022-10-25,GOOGL,242.55,245.9,242.4,242.55,71641249,242.53,0.0
2022-10-25,AMZN,180.93,182.89,179.1,179.63,78263557,179.29,0.0
2022-10-25,TSLA,579.86,584.68,576.89,577.89,5804119,577.43,0.0
2022-10-25,META,54.82,55.48,54.26,55.3,7539739,55.29,0.0
2022-10-25,NVDA,338.04,338.91,333.78,336.98,1072202,336.97,0.0
2022-10-25,JPM,242.89,247.67,238.57,241.3,20129254,240.88,0.0
2022-10-25,JNJ,211.88,216.16,209.41,213.01,7792911,212.72,0.0
2022-10-25,V,280.0,281.89,274.52,278.67,54244225,278.4,0.0
2022-10-25,PG,463.62,471.01,456.52,462.19,60533041,461.67,0.0
2022-10-25,UNH,147.1,149.88,145.21,148.46,63603206,148.17,0.0
2022-10-25,HD,458.09,459.37,450.79,457.44,31689208,457.31,0.0
2022-10-25,DIS,517.35,522.17,507.86,517.79,16584609,517.06,0.0
2022-10-25,NFLX,180.59,185.12,179.69,182.02,25799654,181.97,0.0
2022-10-25,PYPL,475.36,484.86,470.34,479.43,70536306,479.2,0.0
2022-10-25,INTC,657.34,672.21,655.43,661.31,69065096,660.45,0.0
2022-10-25,AMD,668.66,687.12,667.88,673.65,32588512,673.6,0.0
2022-10-25,CRM,351.98,358.8,348.23,353.46,5682537,352.91,0.0
2022-10-25,ORCL,415.7,421.98,414.3,415.26,71369402,415.07,0.0
2022-10-26,AAPL,63.5,64.8,62.38,63.89,77078788,63.77,0.0
2022-10-26,MSFT,284.93,284.94,280.61,284.25,69920005,283.96,0.0
2022-10-26,GOOGL,242.21,244.3,239.9,241.99,59031290,241.7,0.0
2022-10-26,AMZN,181.05,181.88,178.22,179.66,68844805,179.33,0.0
2022-10-26,TSLA,587.63,599.69,577.12,588.34,72137416,588.2,0.0
2022-10-26,META,54.67,55.42,54.33,55.12,24028504,55.1,0.0
2022-10-26,NVDA,338.63,340.91,332.71,335.41,6252586,335.35,0.0
2022-10-26,JPM,242.66,246.5,240.3,242.27,63561865,241.89,0.0
2022-10-26,JNJ,215.0,215.59,212.29,214.38,50773121,214.29,0.0
2022-10-26,V,285.87,286.81,284.43,285.08,57930901,284.64,0.0
2022-10-26,PG,466.37,477.84,458.33,470.98,3423495,470.62,0.0
2022-10-26,UNH,151.61,153.07,149.47,150.34,44668730,150.24,0.0
2022-10-26,HD,447.46,454.95,436.57,444.43,74906019,444.21,0.0
2022-10-26,DIS,505.12,512.7,495.53,508.69,74841366,508.34,0.0
2022-10-26,NFLX,183.44,185.89,182.11,183.96,73949163,183.81,0.0
2022-10-26,PYPL,470.25,473.98,466.79,470.15,22195721,469.56,0.0
2022-10-26,INTC,669.12,673.65,659.37,663.73,55601205,663.2,0.0
2022-10-26,AMD,669.89,679.1,653.59,665.63,36194724,664.82,0.0
2022-10-26,CRM,360.3,363.26,356.62,358.27,40068474,357.69,0.0
2022-10-26,ORCL,417.46,420.38,409.93,415.31,27254022,414.72,0.46
2022-10-27,AAPL,62.88,64.44,61.71,63.3,16587309,63.22,0.0
2022-10-27,MSFT,279.84,282.6,274.99,281.9,12563126,281.66,0.0
2022-10-27,GOOGL,239.83,242.69,233.45,238.02,2924255,237.95,0.0
2022-10-27,AMZN,179.01,181.86,177.51,179.86,10933143,179.72,0.0
2022-10-27,TSLA,580.23,590.34,574.59,584.92,71625655,584.73,0.0
2022-10-27,META,54.79,55.16,54.75,54.87,18515839,54.84,0.0
2022-10-27,NVDA,328.28,335.05,325.6,328.86,37928251,328.62,0.0
2022-10-27,JPM,251.66,253.7,249.43,251.69,25906059,251.26,0.0
2022-10-27,JNJ,209.44,210.46,205.96,209.83,2169617,209.72,0.0
2022-10-27,V,289.38,292.97,283.7,287.52,63139265,287.15,0.0
2022-10-27,PG,479.92,482.18,474.84,481.67,51150117,480.86,0.0
2022-10-27,UNH,148.68,150.02,148.15,149.7,55650367,149.62,0.0
2022-10-27,HD,445.53,448.65,439.26,441.31,1088821,441.25,0.0
2022-10-27,DIS,506.22,514.54,502.76,508.12,18987112,507.6,0.0
2022-10-27,NFLX,187.44,190.45,184.45,187.22,54408334,187.11,0.0
2022-10-27,PYPL,473.77,480.12,472.49,473.78,34434498,473.35,0.0
2022-10-27,INTC,658.99,671.53,649.98,663.89,13847677,663.84,0.0
2022-10-27,AMD,654.68,668.42,648.32,660.9,12185532,660.31,0.0
2022-10-27,CRM,360.58,369.89,353.98,364.19,61361506,363.82,0.0
2022-10-27,ORCL,424.45,425.68,414.82,421.14,13002084,420.62,0.0
2022-10-28,AAPL,64.62,64.96,63.91,64.34,31370096,64.22,0.0
2022-10-28,MSFT,284.54,287.22,282.27,284.37,44277013,284.14,0.0
2022-10-28,GOOGL,236.25,240.85,233.75,234.98,55666195,234.81,0.0
2022-10-28,AMZN,186.88,188.08,186.69,187.09,29834948,186.94,0.0
2022-10-28,TSLA,574.58,586.73,564.07,578.39,69517181,577.79,0.0
2022-10-28,META,55.54,56.01,54.66,55.55,78388836,55.52,0.0
2022-10-28,NVDA,330.34,332.4,327.93,329.87,73525019,329.45,0.0
2022-10-28,JPM,251.53,255.61,247.72,250.81,19395633,250.45,0.0
2022-10-28,JNJ,204.13,204.63,203.53,204.42,43631998,204.36,0.0
2022-10-28,V,282.96,287.16,280.34,284.9,78310914,284.77,0.0
2022-10-28,PG,491.85,493.47,487.46,489.16,54681602,488.24,0.0
2022-10-28,UNH,149.58,153.73,148.55,151.09,39264750,150.88,0.0
2022-10-28,HD,450.2,454.4,438.59,446.85,44476464,446.61,0.0
2022-10-28,DIS,499.43,505.68,495.81,502.61,55716726,501.85,0.0
