company_id,company_name,plan,mrr_usd,usage_events,account_age_days,region,industry,contract_months,signup_date,churn_date,churned,nps_score,support_tickets,last_login_date,seats
CO-6413,Apex Systems,Professional,126.07,37831,1663,North America,Education,6,2021-06-12,,False,-53,20,2024-03-15,434
CO-6414,Apex Cloud,Starter,33.33,44454,1683,Asia Pacific,Healthcare,3,2021-05-23,,False,-10,33,2024-08-02,60
CO-6415,Zenith Solutions,Professional,311.64,7679,907,Latin America,Media,6,2023-07-08,,False,27,7,2023-08-20,325
CO-6416,Pulse Tech,Professional,285.83,3398,584,Asia Pacific,Consulting,1,2024-05-26,,False,-26,47,2025-03-21,408
CO-6417,Pulse Systems,Enterprise,3948.93,42590,1140,Asia Pacific,Manufacturing,3,2022-11-17,,False,-67,43,2024-01-07,119
CO-6418,Wave AI,Starter,59.68,18633,1926,Europe,Finance,3,2020-09-22,,False,-68,3,2025-08-31,210
CO-6419,Pulse Digital,Professional,259.85,34429,1317,Asia Pacific,Technology,24,2022-05-24,,False,-95,12,2022-09-16,344
CO-6420,Forge Corp,Free,0.0,10572,1363,Middle East,Education,1,2022-04-08,,False,37,22,2023-01-18,422
CO-6421,Spark Inc,Starter,82.07,26836,1941,Middle East,Consulting,3,2020-09-07,2022-04-05,True,21,25,2023-03-14,352
CO-6422,Zenith Labs,Enterprise,1205.0,33850,1637,Middle East,Retail,12,2021-07-08,,False,48,20,2023-03-01,197
CO-6423,Vertex Analytics,Starter,62.19,5545,1963,Middle East,Consulting,6,2020-08-16,,False,8,23,2022-04-23,317
CO-6424,Forge Inc,Starter,77.72,34351,1434,Asia Pacific,Education,3,2022-01-27,2024-02-28,True,32,39,2023-04-19,474
CO-6425,Vertex Analytics,Professional,190.27,17594,1749,North America,Media,12,2021-03-18,,False,9,18,2024-03-16,183
CO-6426,Zenith Labs,Enterprise,4018.93,39859,1292,Latin America,Government,12,2022-06-18,,False,18,29,2023-12-17,403
CO-6427,Pulse Systems,Starter,37.66,31050,687,Europe,Education,6,2024-02-13,,False,51,7,2024-08-07,41
CO-6428,Nova AI,Professional,163.12,7158,1849,Europe,Media,6,2020-12-08,,False,59,19,2021-01-13,214
CO-6429,Zenith Corp,Enterprise,2569.57,44235,219,Asia Pacific,Education,1,2025-05-26,,False,45,41,2025-07-18,429
CO-6430,Acme AI,Enterprise,2708.67,17357,256,North America,Government,1,2025-04-19,,False,9,46,2025-10-10,482
CO-6431,Forge Inc,Professional,407.95,44787,407,North America,Media,24,2024-11-19,2025-11-02,True,-88,30,2025-09-26,428
CO-6432,Pulse Cloud,Free,0.0,21305,1644,Middle East,Non-profit,24,2021-07-01,,False,-25,28,2025-04-22,413
CO-6433,Nimbus Solutions,Professional,228.89,44353,734,Asia Pacific,Non-profit,12,2023-12-28,,False,-67,33,2024-07-20,180
CO-6434,Zenith Corp,Professional,166.72,5303,1692,Latin America,Education,6,2021-05-14,2021-09-06,True,11,30,2024-08-14,370
CO-6435,Forge Cloud,Enterprise,2271.27,25447,1138,Asia Pacific,Education,3,2022-11-19,2023-05-12,True,-71,9,2024-04-15,455
CO-6436,Wave Digital,Free,0.0,44395,1697,Middle East,Finance,6,2021-05-09,2022-12-06,True,70,19,2021-07-02,372
CO-6437,Pulse Analytics,Enterprise,1214.17,25605,1562,Europe,Consulting,24,2021-09-21,,False,49,30,2025-04-28,265
CO-6438,Nova Analytics,Professional,144.15,47743,1421,Europe,Education,6,2022-02-09,,False,99,33,2025-08-27,371
CO-6439,Nimbus AI,Professional,439.29,48466,2181,Latin America,Government,24,2020-01-11,,False,-29,1,2025-11-28,352
CO-6440,Acme Analytics,Enterprise,3503.65,5574,1165,North America,Consulting,24,2022-10-23,,False,-55,37,2024-09-24,168
CO-6441,Nimbus Cloud,Professional,305.93,38273,512,Europe,Finance,12,2024-08-06,,False,79,2,2025-12-25,300
CO-6442,Apex Corp,Professional,394.62,47316,1065,North America,Manufacturing,6,2023-01-31,,False,-100,30,2025-06-21,188
CO-6443,Nova Digital,Professional,270.07,42777,1812,North America,Healthcare,3,2021-01-14,,False,39,27,2024-03-18,301
CO-6444,Nimbus Analytics,Starter,41.33,9150,2129,Asia Pacific,Government,12,2020-03-03,,False,41,37,2021-10-22,277
CO-6445,Pulse Digital,Starter,76.7,30446,526,Latin America,Technology,12,2024-07-23,,False,-28,2,2025-09-22,401
CO-6446,Apex Cloud,Professional,310.84,35104,1179,Asia Pacific,Manufacturing,3,2022-10-09,,False,-22,20,2024-12-03,442
CO-6447,Acme AI,Starter,50.26,4412,230,Latin America,Government,1,2025-05-15,,False,-20,37,2025-11-26,35
CO-6448,Wave Solutions,Professional,425.08,45981,1334,Europe,Technology,1,2022-05-07,2023-12-17,True,37,26,2024-02-29,51
CO-6449,Vertex Inc,Enterprise,1836.15,25061,1538,Europe,Media,6,2021-10-15,2022-12-13,True,58,24,2024-06-05,58
CO-6450,Forge Inc,Professional,225.16,4136,1824,Asia Pacific,Finance,3,2021-01-02,,False,-50,22,2021-10-30,153
CO-6451,Spark Labs,Professional,355.8,38630,633,North America,Education,6,2024-04-07,2026-01-26,True,19,33,2025-05-24,183
CO-6452,Vertex Analytics,Starter,29.91,18276,1543,North America,Healthcare,3,2021-10-10,,False,-42,8,2025-04-01,479
CO-6453,Forge Tech,Professional,207.13,27993,1611,North America,Non-profit,6,2021-08-03,2023-04-19,True,35,11,2022-09-19,458
CO-6454,Nova Digital,Free,0.0,22439,1092,Asia Pacific,Manufacturing,3,2023-01-04,,False,-21,10,2025-01-17,218
CO-6455,Forge Labs,Starter,54.95,12707,339,Asia Pacific,Media,3,2025-01-26,,False,67,34,2025-01-26,358
CO-6456,Pulse AI,Starter,48.12,48193,1419,Europe,Healthcare,1,2022-02-11,,False,69,13,2023-04-11,480
CO-6457,Wave Tech,Starter,80.68,32542,1943,Latin America,Retail,6,2020-09-05,,False,50,6,2024-06-30,4
CO-6458,Nova Analytics,Enterprise,4435.92,11813,611,Middle East,Consulting,12,2024-04-29,2024-12-06,True,-66,27,2024-07-31,453
CO-6459,Spark Labs,Professional,334.76,5401,1605,Asia Pacific,Manufacturing,24,2021-08-09,,False,-38,6,2023-12-20,23
CO-6460,Apex Solutions,Free,0.0,1623,691,Latin America,Manufacturing,1,2024-02-09,,False,39,5,2025-10-05,128
CO-6461,Pulse Digital,Starter,41.61,17999,685,Middle East,Finance,6,2024-02-15,,False,-21,47,2025-11-17,484
CO-6462,Forge Digital,Starter,73.63,25026,2013,Europe,Media,3,2020-06-27,,False,21,40,2021-12-11,166
CO-6463,Vertex Analytics,Professional,436.41,15936,1358,Latin America,Finance,1,2022-04-13,,False,-79,31,2023-04-17,277
CO-6464,Pulse Systems,Enterprise,4712.21,17933,1587,Latin America,Government,3,2021-08-27,,False,41,40,2022-11-15,239
CO-6465,Pulse Labs,Enterprise,3703.23,9631,1025,Europe,Non-profit,12,2023-03-12,,False,-43,24,2025-01-11,101
CO-6466,Acme Tech,Enterprise,4270.89,851,1003,North America,Retail,12,2023-04-03,2025-03-24,True,11,34,2023-11-20,279
CO-6467,Forge Cloud,Starter,94.78,23367,1880,Europe,Education,3,2020-11-07,,False,-49,25,2025-10-15,419
CO-6468,Spark AI,Starter,49.73,16376,616,Europe,Retail,6,2024-04-24,2026-04-19,True,-95,11,2024-07-12,495
CO-6469,Nova Solutions,Free,0.0,22555,1912,Middle East,Consulting,1,2020-10-06,,False,-56,29,2024-07-05,412
CO-6470,Spark Digital,Professional,364.38,1966,1264,Middle East,Media,24,2022-07-16,,False,67,19,2025-04-29,91
CO-6471,Acme Tech,Free,0.0,31557,2067,North America,Technology,6,2020-05-04,2021-11-09,True,-41,0,2021-12-02,106
CO-6472,Wave Corp,Enterprise,912.39,43541,1505,Europe,Healthcare,3,2021-11-17,,False,-78,26,2025-05-10,352
CO-6473,Wave Tech,Professional,186.03,12247,1143,North America,Non-profit,24,2022-11-14,,False,33,17,2024-11-15,187
CO-6474,Acme Inc,Professional,443.5,79,1181,North America,Media,24,2022-10-07,2024-01-31,True,1,44,2022-10-16,391
CO-6475,Nova Tech,Starter,44.4,48313,1516,Middle East,Technology,12,2021-11-06,,False,-34,4,2022-08-10,124
CO-6476,Vertex Corp,Professional,249.67,21656,866,Asia Pacific,Technology,6,2023-08-18,,False,-51,5,2025-11-23,313
CO-6477,Wave AI,Starter,72.15,43095,1245,Asia Pacific,Consulting,3,2022-08-04,,False,3,32,2024-02-12,378
CO-6478,Apex AI,Starter,98.24,658,262,Europe,Healthcare,3,2025-04-13,2025-11-24,True,-95,42,2025-06-04,299
CO-6479,Nova Labs,Starter,59.16,15712,317,North America,Government,6,2025-02-17,,False,-35,15,2025-09-02,285
CO-6480,Nimbus Tech,Professional,270.7,7537,1206,Latin America,Retail,24,2022-09-12,,False,96,23,2022-12-06,302
CO-6481,Nova AI,Starter,91.63,34614,913,Asia Pacific,Non-profit,3,2023-07-02,,False,-47,10,2024-07-31,256
CO-6482,Vertex Cloud,Professional,466.26,28668,1184,Latin America,Manufacturing,3,2022-10-04,,False,-44,23,2023-01-01,200
CO-6483,Apex Analytics,Professional,158.4,33403,1595,Middle East,Consulting,3,2021-08-19,2023-03-18,True,-34,3,2022-10-16,470
CO-6484,Vertex Inc,Professional,148.99,7140,667,Asia Pacific,Manufacturing,3,2024-03-04,,False,-97,39,2024-03-19,297
CO-6485,Wave Analytics,Professional,205.18,46024,1999,North America,Manufacturing,12,2020-07-11,,False,26,24,2022-04-24,309
CO-6486,Apex Systems,Professional,473.99,1910,2124,Latin America,Retail,6,2020-03-08,,False,91,49,2020-09-22,317
CO-6487,Apex Cloud,Free,0.0,27830,2083,Latin America,Media,6,2020-04-18,,False,93,37,2022-01-19,80
CO-6488,Zenith AI,Professional,428.75,49622,304,Latin America,Retail,12,2025-03-02,,False,7,5,2025-03-25,495
CO-6489,Wave Solutions,Professional,302.27,22714,424,Europe,Consulting,24,2024-11-02,,False,-95,19,2025-03-16,446
CO-6490,Pulse AI,Professional,184.44,8912,738,North America,Media,1,2023-12-24,,False,15,20,2025-07-15,463
CO-6491,Nova Solutions,Professional,328.17,47361,1240,Europe,Media,12,2022-08-09,,False,-89,29,2024-12-15,77
CO-6492,Nimbus Digital,Starter,42.26,22511,469,Europe,Government,12,2024-09-18,2026-08-27,True,-86,30,2025-01-27,242
CO-6493,Wave AI,Starter,84.21,31190,337,Asia Pacific,Finance,12,2025-01-28,2026-11-27,True,21,39,2025-04-28,228
CO-6494,Nova Solutions,Professional,416.51,28398,1546,Asia Pacific,Education,24,2021-10-07,,False,-82,47,2024-05-25,365
CO-6495,Pulse Labs,Starter,32.76,14415,533,Latin America,Manufacturing,6,2024-07-16,,False,34,28,2024-12-01,201
CO-6496,Pulse Labs,Professional,282.63,45841,2164,North America,Consulting,24,2020-01-28,2021-05-29,True,-61,4,2021-12-25,292
CO-6497,Apex Analytics,Professional,477.97,28420,1298,Asia Pacific,Government,12,2022-06-12,,False,28,46,2022-12-05,265
CO-6498,Forge Systems,Professional,303.52,43884,1047,Europe,Government,6,2023-02-18,,False,14,47,2024-04-23,203
CO-6499,Nova Solutions,Professional,143.31,463,1839,Asia Pacific,Consulting,12,2020-12-18,,False,29,4,2024-10-07,162
CO-6500,Forge Labs,Enterprise,4505.02,11053,499,Asia Pacific,Manufacturing,3,2024-08-19,,False,-35,49,2025-09-08,210
CO-6501,Forge Tech,Professional,132.21,22179,1309,Asia Pacific,Technology,3,2022-06-01,,False,-14,8,2022-08-07,455
CO-6502,Zenith Inc,Free,0.0,18688,1246,Middle East,Healthcare,12,2022-08-03,,False,-39,25,2025-02-22,49
CO-6503,Nimbus AI,Professional,485.97,35807,1413,Asia Pacific,Manufacturing,6,2022-02-17,,False,54,13,2022-07-16,317
CO-6504,Pulse Digital,Professional,377.3,9027,1604,Asia Pacific,Retail,3,2021-08-10,,False,-13,17,2024-03-01,132
CO-6505,Nova Labs,Professional,215.29,38297,1642,North America,Finance,24,2021-07-03,,False,24,36,2022-10-18,259
CO-6506,Nimbus Corp,Starter,58.0,37293,1214,Middle East,Finance,24,2022-09-04,,False,-26,8,2024-01-17,294
CO-6507,Spark Inc,Professional,419.69,12407,1180,Asia Pacific,Consulting,12,2022-10-08,2023-09-04,True,72,42,2022-12-13,280
CO-6508,Forge Inc,Starter,71.42,31602,488,Asia Pacific,Manufacturing,12,2024-08-30,,False,-73,32,2025-01-07,135
CO-6509,Spark Solutions,Enterprise,2194.91,9518,1887,Asia Pacific,Consulting,24,2020-10-31,2021-05-11,True,-39,16,2024-03-25,221
CO-6510,Spark Corp,Enterprise,3128.76,5736,1397,Europe,Consulting,3,2022-03-05,,False,-89,43,2025-03-18,324
CO-6511,Acme Inc,Enterprise,3473.84,688,1248,Europe,Government,12,2022-08-01,,False,-52,3,2025-09-03,165
CO-6512,Acme Corp,Starter,78.13,49837,963,North America,Media,1,2023-05-13,,False,51,43,2024-11-19,382
CO-6513,Vertex Analytics,Professional,242.12,47331,1943,Middle East,Government,6,2020-09-05,2021-06-06,True,-43,1,2023-05-27,47
CO-6514,Forge Tech,Enterprise,1625.86,39835,1980,North America,Finance,1,2020-07-30,,False,77,0,2025-03-28,391
CO-6515,Apex Inc,Professional,393.58,47687,1094,Asia Pacific,Consulting,12,2023-01-02,,False,-93,11,2024-04-03,374
CO-6516,Apex Digital,Professional,238.03,30164,1757,Latin America,Manufacturing,1,2021-03-10,,False,-74,50,2025-06-03,442
CO-6517,Pulse Cloud,Starter,69.51,8377,1762,Asia Pacific,Non-profit,12,2021-03-05,,False,-17,3,2025-05-02,344
CO-6518,Zenith Inc,Professional,268.98,11137,1333,Asia Pacific,Finance,6,2022-05-08,2023-02-23,True,62,1,2022-05-10,322
CO-6519,Pulse Cloud,Professional,165.06,6337,1660,Asia Pacific,Retail,6,2021-06-15,2023-02-13,True,-42,14,2024-10-25,355
CO-6520,Wave Systems,Professional,472.51,47247,1589,Middle East,Education,1,2021-08-25,,False,22,41,2022-04-10,428
CO-6521,Acme Cloud,Enterprise,1698.99,11778,2013,Middle East,Government,12,2020-06-27,,False,-38,34,2025-07-01,89
CO-6522,Wave Solutions,Starter,60.12,40350,437,North America,Technology,12,2024-10-20,,False,-72,39,2025-01-09,237
CO-6523,Pulse AI,Professional,490.15,40987,1588,Asia Pacific,Technology,12,2021-08-26,,False,13,12,2025-05-20,158
CO-6524,Spark Analytics,Professional,154.54,48239,1536,Europe,Government,1,2021-10-17,2023-01-21,True,-2,33,2022-09-06,186
CO-6525,Apex Digital,Starter,52.38,16913,899,Asia Pacific,Manufacturing,3,2023-07-16,,False,15,12,2024-05-26,47
CO-6526,Wave Inc,Starter,73.13,39957,1904,Asia Pacific,Healthcare,3,2020-10-14,,False,57,34,2025-06-17,383
CO-6527,Pulse Digital,Professional,398.81,15978,446,Asia Pacific,Education,12,2024-10-11,,False,-29,32,2025-10-21,276
CO-6528,Pulse Digital,Starter,61.12,45012,2128,Latin America,Government,12,2020-03-04,,False,-68,45,2021-09-17,92
CO-6529,Pulse Digital,Enterprise,2677.6,33262,511,North America,Healthcare,1,2024-08-07,,False,93,11,2024-11-05,415
CO-6530,Spark AI,Professional,125.55,6678,1212,Asia Pacific,Media,3,2022-09-06,2023-10-14,True,29,6,2025-03-23,339
CO-6531,Nova Solutions,Professional,451.11,47082,558,North America,Consulting,3,2024-06-21,2025-10-23,True,-99,34,2025-08-01,500
CO-6532,Nova Analytics,Professional,107.62,19343,2101,Europe,Consulting,1,2020-03-31,2022-04-14,True,-15,27,2024-10-31,452
CO-6533,Nimbus Labs,Enterprise,2069.35,31585,2090,North America,Government,24,2020-04-11,,False,86,31,2025-12-30,255
CO-6534,Apex Corp,Starter,64.14,49392,1537,North America,Government,1,2021-10-16,,False,96,28,2021-11-02,332
CO-6535,Nimbus Analytics,Professional,460.55,42923,1763,Latin America,Non-profit,3,2021-03-04,,False,14,28,2024-08-08,467
CO-6536,Apex Cloud,Professional,244.73,33417,1485,Europe,Technology,12,2021-12-07,,False,53,14,2025-11-07,194
CO-6537,Wave AI,Starter,88.8,48864,1815,Middle East,Education,24,2021-01-11,,False,-15,47,2024-11-02,157
CO-6538,Forge AI,Starter,96.49,28201,1890,Europe,Manufacturing,12,2020-10-28,,False,-18,22,2022-11-12,275
CO-6539,Nimbus Systems,Starter,44.06,40914,1455,Latin America,Government,3,2022-01-06,,False,-39,28,2022-02-06,412
CO-6540,Wave AI,Starter,65.58,4630,1402,Asia Pacific,Manufacturing,12,2022-02-28,,False,54,5,2022-08-19,411
CO-6541,Nova Cloud,Starter,50.11,1092,1650,Europe,Retail,12,2021-06-25,,False,-51,0,2023-01-16,166
CO-6542,Acme Corp,Starter,38.46,21819,1887,North America,Manufacturing,12,2020-10-31,2022-06-21,True,68,47,2021-03-23,285
CO-6543,Nova Digital,Professional,447.61,9623,1355,Middle East,Finance,1,2022-04-16,,False,17,0,2023-05-15,203
CO-6544,Apex Cloud,Professional,173.76,25148,824,North America,Healthcare,1,2023-09-29,2025-02-09,True,88,38,2025-04-14,334
CO-6545,Nova Analytics,Starter,44.26,7417,2166,Europe,Finance,1,2020-01-26,,False,-10,38,2023-07-30,96
CO-6546,Forge Inc,Professional,210.64,27293,1524,Latin America,Finance,24,2021-10-29,,False,52,17,2024-10-17,479
CO-6547,Forge Labs,Professional,188.31,14080,1714,Middle East,Finance,6,2021-04-22,2022-12-08,True,-96,37,2022-02-03,398
CO-6548,Forge Inc,Enterprise,1990.42,5893,1957,Latin America,Education,24,2020-08-22,,False,-83,15,2022-01-23,410
CO-6549,Wave Tech,Professional,216.17,16806,2164,North America,Non-profit,12,2020-01-28,,False,50,47,2024-04-29,285
CO-6550,Apex AI,Professional,262.54,36783,1305,North America,Non-profit,6,2022-06-05,2023-04-08,True,13,16,2024-06-28,49
CO-6551,Zenith Cloud,Enterprise,1203.47,42243,1274,Europe,Consulting,1,2022-07-06,,False,-6,36,2025-04-11,17
CO-6552,Nimbus Digital,Professional,374.48,40918,1198,Asia Pacific,Media,3,2022-09-20,,False,10,28,2023-07-03,242
CO-6553,Forge Systems,Starter,88.48,17290,1912,Middle East,Non-profit,12,2020-10-06,,False,32,13,2023-01-27,4
CO-6554,Acme Digital,Enterprise,3397.38,28941,706,Europe,Technology,24,2024-01-25,,False,-88,4,2024-02-11,43
CO-6555,Nimbus Tech,Professional,455.15,12511,1966,Middle East,Consulting,3,2020-08-13,2021-04-01,True,86,16,2023-03-09,263
CO-6556,Nova Solutions,Starter,98.25,34503,1814,Latin America,Non-profit,12,2021-01-12,,False,-100,18,2021-08-03,135
CO-6557,Nimbus AI,Professional,352.2,43644,380,Latin America,Retail,3,2024-12-16,,False,82,12,2025-12-11,273
CO-6558,Wave Corp,Professional,272.34,2012,598,Europe,Healthcare,6,2024-05-12,,False,33,19,2025-12-23,396
CO-6559,Pulse Solutions,Professional,235.77,39138,2057,Europe,Non-profit,3,2020-05-14,,False,-72,4,2023-04-15,162
CO-6560,Apex Corp,Enterprise,3867.22,5956,1621,Asia Pacific,Consulting,24,2021-07-24,,False,-88,44,2025-10-18,424
CO-6561,Apex Systems,Professional,280.39,29372,1117,Middle East,Consulting,6,2022-12-10,,False,-82,1,2024-08-16,446
CO-6562,Apex Inc,Professional,296.82,5394,1906,Europe,Technology,12,2020-10-12,,False,67,25,2024-12-26,216
CO-6563,Wave Inc,Professional,326.25,27489,1053,Latin America,Manufacturing,24,2023-02-12,,False,53,34,2023-10-13,485
CO-6564,Acme Digital,Professional,370.26,5228,1870,Latin America,Technology,24,2020-11-17,,False,18,28,2025-05-20,199
CO-6565,Nova AI,Enterprise,2464.15,26065,276,Latin America,Finance,24,2025-03-30,,False,54,33,2025-09-05,465
CO-6566,Forge Labs,Professional,305.57,11584,1516,Latin America,Consulting,3,2021-11-06,,False,-26,13,2024-12-03,308
CO-6567,Wave Inc,Enterprise,1522.11,46785,985,North America,Non-profit,3,2023-04-21,,False,71,40,2023-06-11,244
CO-6568,Pulse Analytics,Professional,227.67,42748,479,Europe,Consulting,12,2024-09-08,,False,30,14,2025-06-30,406
CO-6569,Spark Solutions,Starter,92.41,14870,718,Europe,Consulting,12,2024-01-13,,False,-74,50,2024-08-27,32
CO-6570,Pulse Cloud,Enterprise,3056.65,42509,909,Asia Pacific,Retail,3,2023-07-06,,False,93,31,2025-05-15,104
CO-6571,Forge Inc,Professional,385.32,15118,786,North America,Non-profit,3,2023-11-06,,False,26,26,2025-06-24,432
CO-6572,Pulse Cloud,Starter,79.71,33286,418,North America,Manufacturing,12,2024-11-08,,False,80,22,2025-07-20,302
CO-6573,Pulse Digital,Starter,68.67,10572,525,North America,Finance,12,2024-07-24,,False,56,0,2025-06-30,91
CO-6574,Apex Solutions,Starter,69.2,16271,1422,North America,Media,12,2022-02-08,2023-02-03,True,-94,34,2022-07-28,209
CO-6575,Nimbus Cloud,Starter,65.62,30050,239,North America,Consulting,24,2025-05-06,2027-04-02,True,-20,34,2025-09-26,276
CO-6576,Pulse AI,Enterprise,4028.47,24543,332,Asia Pacific,Manufacturing,6,2025-02-02,,False,-91,20,2025-09-06,320
CO-6577,Nimbus Labs,Enterprise,1961.52,32335,653,Middle East,Education,24,2024-03-18,2025-07-25,True,-1,48,2025-06-03,345
CO-6578,Nimbus Solutions,Professional,279.17,32205,343,Europe,Non-profit,12,2025-01-22,,False,35,40,2025-08-06,258
CO-6579,Pulse Systems,Enterprise,1710.21,1369,1588,Latin America,Healthcare,24,2021-08-26,,False,45,16,2025-05-18,4
CO-6580,Zenith Inc,Starter,89.51,4372,1356,Middle East,Media,1,2022-04-15,,False,-20,4,2024-12-26,118
CO-6581,Pulse Digital,Enterprise,3959.59,25759,1751,Latin America,Manufacturing,12,2021-03-16,,False,71,10,2025-11-29,183
CO-6582,Nimbus AI,Starter,39.08,21371,614,Europe,Non-profit,12,2024-04-26,,False,31,30,2025-08-27,142
CO-6583,Spark Labs,Enterprise,1350.71,15190,510,Asia Pacific,Government,1,2024-08-08,,False,90,15,2024-11-19,247
CO-6584,Zenith Labs,Professional,340.39,12029,877,Asia Pacific,Media,3,2023-08-07,,False,-11,44,2025-06-21,118
CO-6585,Pulse Solutions,Free,0.0,11916,716,Asia Pacific,Consulting,24,2024-01-15,,False,95,12,2025-12-11,43
CO-6586,Forge Solutions,Professional,314.06,23691,2186,Middle East,Healthcare,1,2020-01-06,2020-09-05,True,8,26,2025-10-07,279
CO-6587,Pulse Labs,Starter,78.05,40162,361,North America,Government,3,2025-01-04,,False,-92,11,2025-03-05,302
CO-6588,Pulse Tech,Starter,62.95,26953,288,North America,Finance,6,2025-03-18,,False,-8,3,2025-09-14,118
CO-6589,Acme Analytics,Professional,342.68,47611,594,Middle East,Healthcare,3,2024-05-16,,False,7,47,2024-06-29,143
CO-6590,Apex Cloud,Starter,86.25,36685,1440,Middle East,Healthcare,6,2022-01-21,,False,86,29,2023-11-17,396
CO-6591,Apex Digital,Professional,196.77,31199,1951,Europe,Consulting,1,2020-08-28,,False,17,2,2021-12-29,191
CO-6592,Forge Systems,Enterprise,846.86,47939,838,Middle East,Manufacturing,24,2023-09-15,2025-07-16,True,-98,46,2024-07-17,431
CO-6593,Wave Cloud,Professional,472.16,44740,1729,Europe,Finance,1,2021-04-07,,False,-54,12,2025-02-20,242
CO-6594,Pulse Solutions,Professional,271.05,6187,2182,Latin America,Government,3,2020-01-10,2020-08-10,True,-32,44,2020-11-11,273
CO-6595,Pulse Digital,Professional,360.09,1181,672,Middle East,Non-profit,1,2024-02-28,,False,25,6,2025-01-31,176
CO-6596,Spark Systems,Starter,33.71,19209,1426,North America,Technology,12,2022-02-04,2023-06-02,True,77,21,2025-09-08,471
CO-6597,Forge Analytics,Free,0.0,24874,534,North America,Government,6,2024-07-15,2025-10-07,True,-62,28,2025-12-19,237
CO-6598,Zenith Inc,Enterprise,3331.64,4071,1914,Europe,Media,12,2020-10-04,2022-06-05,True,38,42,2020-12-10,456
CO-6599,Nova Labs,Free,0.0,18997,1651,Middle East,Healthcare,24,2021-06-24,,False,26,27,2023-08-27,75
CO-6600,Zenith Labs,Professional,245.83,49931,437,Middle East,Retail,24,2024-10-20,,False,-36,16,2025-10-18,374
CO-6601,Pulse Systems,Starter,62.05,25378,1333,Europe,Consulting,1,2022-05-08,,False,-80,11,2025-05-01,61
CO-6602,Nimbus Corp,Starter,88.77,10575,870,North America,Education,12,2023-08-14,,False,68,19,2024-11-26,373
CO-6603,Pulse Solutions,Enterprise,732.15,46989,1815,Asia Pacific,Non-profit,12,2021-01-11,,False,65,27,2023-06-06,442
CO-6604,Nova Labs,Enterprise,4526.41,31375,1032,Latin America,Non-profit,3,2023-03-05,,False,1,8,2025-04-15,478
CO-6605,Acme Systems,Professional,461.61,11683,1570,Asia Pacific,Media,12,2021-09-13,2022-08-24,True,-4,43,2022-01-21,175
CO-6606,Zenith Corp,Enterprise,2059.93,46241,987,Europe,Manufacturing,6,2023-04-19,2025-01-13,True,-85,17,2025-01-14,481
CO-6607,Spark Tech,Starter,63.15,361,767,Latin America,Media,1,2023-11-25,,False,-33,39,2024-10-08,234
CO-6608,Forge Corp,Professional,180.0,41857,1896,Asia Pacific,Manufacturing,3,2020-10-22,,False,-1,15,2023-06-30,355
CO-6609,Forge Tech,Starter,38.89,22533,1653,Middle East,Technology,6,2021-06-22,,False,-16,9,2022-03-24,219
CO-6610,Pulse Corp,Professional,135.29,30798,1777,Europe,Manufacturing,6,2021-02-18,,False,-58,42,2022-05-14,313
CO-6611,Vertex Tech,Free,0.0,42456,1394,Europe,Manufacturing,24,2022-03-08,,False,-63,29,2024-11-07,117
CO-6612,Nova Labs,Enterprise,4264.35,4608,2096,Asia Pacific,Technology,24,2020-04-05,,False,-75,13,2024-05-19,436
CO-6613,Nimbus Tech,Professional,416.66,34947,1929,North America,Manufacturing,6,2020-09-19,2021-01-06,True,-2,21,2024-12-16,143
CO-6614,Forge Systems,Starter,59.07,48886,1473,Asia Pacific,Government,6,2021-12-19,,False,45,24,2024-06-01,141
CO-6615,Wave Digital,Professional,383.99,16287,2105,Middle East,Government,3,2020-03-27,2021-10-26,True,23,24,2023-12-31,110
CO-6616,Wave Digital,Professional,297.42,23106,1142,Europe,Government,24,2022-11-15,,False,-26,3,2024-01-05,312
CO-6617,Pulse Analytics,Professional,476.67,14081,552,Latin America,Finance,12,2024-06-27,,False,-6,18,2024-07-16,102
CO-6618,Spark Labs,Enterprise,4078.2,32042,1682,Middle East,Consulting,6,2021-05-24,,False,39,34,2022-04-12,128
CO-6619,Forge Analytics,Starter,93.6,5964,1295,Middle East,Education,12,2022-06-15,,False,50,49,2023-05-25,242
CO-6620,Nimbus Systems,Enterprise,932.08,16230,608,Latin America,Technology,12,2024-05-02,,False,83,42,2025-05-21,113
CO-6621,Wave Corp,Enterprise,2161.06,8778,382,North America,Consulting,1,2024-12-14,,False,36,37,2025-02-04,65
CO-6622,Wave Corp,Starter,39.66,42573,498,North America,Healthcare,12,2024-08-20,,False,-52,50,2025-12-25,355
CO-6623,Spark Tech,Professional,379.72,14338,383,Middle East,Retail,24,2024-12-13,,False,-74,32,2025-11-27,4
CO-6624,Nova Digital,Professional,208.79,46745,577,North America,Manufacturing,3,2024-06-02,2026-04-05,True,86,27,2024-07-21,202
CO-6625,Pulse AI,Starter,60.0,22784,1187,Europe,Finance,24,2022-10-01,,False,50,21,2023-08-27,233
CO-6626,Spark AI,Starter,83.33,6941,2088,Middle East,Healthcare,3,2020-04-13,2020-07-15,True,-18,18,2022-03-03,380
CO-6627,Forge Cloud,Professional,157.51,47259,1763,Europe,Technology,1,2021-03-04,,False,94,36,2025-10-08,206
CO-6628,Pulse Labs,Starter,87.95,39350,935,Asia Pacific,Finance,12,2023-06-10,,False,21,20,2025-09-08,196
