station_id,date,temp_celsius,temp_fahrenheit,humidity_pct,precipitation_inches,wind_speed_kmh,wind_direction,pressure_hpa,visibility_km,conditions,uv_index
WX-9,2023-11-04,3.3,37.9,79,0,12.2,S,1017.1,12.2,Clear,11
WX-3,2023-11-04,-5.5,22.1,95,0.45,8.0,NW,1005.2,11.5,Partly Cloudy,1
WX-4,2023-11-04,-0.1,31.8,70,0.18,8.5,N,1013.0,13.4,Fog,5
WX-8,2023-11-05,-5.2,22.6,76,0,27.7,NW,1016.2,13.9,Snow,1
WX-2,2023-11-05,1.3,34.3,42,0.55,18.0,W,1017.0,9.2,Windy,1
WX-3,2023-11-05,-1.9,28.6,55,0,7.9,NW,1000.3,11.8,Cloudy,5
WX-5,2023-11-05,0.4,32.7,97,0,16.3,N,997.6,15.0,Rain,10
WX-5,2023-11-06,-6.8,19.8,97,0.62,13.1,SW,1016.2,12.9,Clear,10
WX-4,2023-11-06,-3.4,25.9,100,0,16.0,S,1027.4,15.8,Partly Cloudy,10
WX-7,2023-11-06,-11.9,10.6,71,0,7.6,SE,1014.1,3.2,Haze,0
WX-3,2023-11-06,-7.0,19.4,38,0.31,7.2,W,1020.5,4.5,Haze,9
WX-5,2023-11-06,-7.7,18.1,72,0.21,15.3,S,1006.8,7.0,Rain,4
WX-4,2023-11-07,-2.3,27.9,23,0,6.3,NW,1009.5,8.5,Rain,3
WX-6,2023-11-07,-7.0,19.4,38,0.13,30.3,NW,1012.7,14.8,Cloudy,3
WX-8,2023-11-07,-7.3,18.9,46,0,21.4,W,1013.5,8.8,Snow,1
WX-2,2023-11-07,-4.4,24.1,69,0.4,18.4,N,1011.4,10.0,Haze,11
WX-6,2023-11-08,8.2,46.8,21,0,4.1,E,1008.7,13.3,Clear,2
WX-4,2023-11-08,-7.8,18.0,30,0.25,22.1,NE,1014.0,10.8,Fog,11
WX-6,2023-11-08,-4.7,23.5,47,0,6.8,W,1013.8,9.7,Cloudy,7
WX-6,2023-11-08,-9.0,15.8,95,0,5.1,W,1004.5,5.1,Snow,5
WX-8,2023-11-08,-5.3,22.5,85,0.52,15.8,W,1003.3,9.9,Haze,3
WX-1,2023-11-09,-0.3,31.5,69,0.05,9.0,SW,1002.1,10.7,Clear,3
WX-2,2023-11-09,4.5,40.1,46,0.09,9.1,NE,1002.8,5.3,Windy,0
WX-8,2023-11-09,-1.2,29.8,72,0,19.5,W,1013.3,11.6,Haze,3
WX-7,2023-11-09,-4.2,24.4,86,0.36,8.4,NW,1025.5,9.2,Windy,0
WX-1,2023-11-09,-2.1,28.2,11,0,17.6,NW,1015.2,7.9,Thunderstorm,0
WX-1,2023-11-09,-7.5,18.5,64,0.33,19.2,NW,1017.7,14.6,Thunderstorm,9
WX-4,2023-11-10,1.0,33.8,25,0,19.8,N,1003.8,13.2,Cloudy,6
WX-4,2023-11-10,-1.0,30.2,74,0.36,0,SW,1009.4,2.0,Thunderstorm,9
WX-6,2023-11-10,-1.7,28.9,75,0.08,18.4,SE,998.1,11.5,Thunderstorm,11
WX-2,2023-11-10,-1.8,28.8,93,0.6,12.9,N,998.2,10.3,Cloudy,9
WX-9,2023-11-11,-7.0,19.4,82,0.31,21.5,S,993.6,13.9,Thunderstorm,8
WX-7,2023-11-11,1.8,35.2,34,0.69,14.6,S,1017.8,10.0,Thunderstorm,4
WX-8,2023-11-11,0.5,32.9,68,0,12.1,SW,1015.2,16.5,Rain,1
WX-9,2023-11-11,-2.2,28.0,71,0.39,25.1,SE,1019.7,12.2,Drizzle,6
WX-8,2023-11-12,8.3,46.9,93,0,13.2,NE,1025.9,10.5,Rain,10
WX-10,2023-11-12,-2.8,27.0,91,0,29.2,E,1015.6,9.3,Haze,11
WX-3,2023-11-12,-6.2,20.8,60,0.35,10.7,W,1012.3,11.4,Thunderstorm,9
WX-1,2023-11-12,-2.3,27.9,95,0,16.4,E,1013.4,4.1,Windy,8
WX-3,2023-11-13,-9.9,14.2,36,0.37,7.8,SW,1017.3,7.0,Rain,10
WX-10,2023-11-13,0.9,33.6,29,0.28,25.7,NE,1003.3,13.0,Thunderstorm,1
WX-10,2023-11-13,-1.3,29.7,84,0.38,2.2,S,997.7,2.0,Haze,4
WX-4,2023-11-13,-3.0,26.6,65,0.54,13.1,NE,1009.3,12.5,Partly Cloudy,3
WX-1,2023-11-13,-6.7,19.9,93,0,7.1,SW,1009.8,5.1,Haze,3
WX-3,2023-11-14,-2.4,27.7,33,0.13,14.5,N,1013.8,10.1,Thunderstorm,5
WX-1,2023-11-14,-5.1,22.8,77,0,13.5,W,1025.0,8.1,Thunderstorm,0
WX-6,2023-11-14,-3.6,25.5,17,0,22.3,SE,1005.0,8.4,Fog,0
WX-7,2023-11-14,-0.8,30.6,25,0.14,4.3,SW,1007.2,7.5,Drizzle,9
WX-8,2023-11-15,2.3,36.1,85,0.32,21.5,NW,1017.8,9.1,Snow,6
WX-10,2023-11-15,-2.3,27.9,31,0,0,NE,1025.3,14.4,Clear,4
WX-6,2023-11-15,-2.7,27.1,89,0.26,0,W,1008.2,8.2,Thunderstorm,4
WX-7,2023-11-15,-0.7,30.7,12,0,25.3,SW,1022.5,7.5,Drizzle,10
WX-5,2023-11-16,-0.7,30.7,65,0.27,14.8,E,1036.0,12.9,Thunderstorm,6
WX-5,2023-11-16,3.6,38.5,67,0.17,30.2,SE,1003.4,9.0,Partly Cloudy,3
WX-8,2023-11-16,-0.2,31.6,36,0.33,23.2,E,1015.9,12.2,Cloudy,9
WX-7,2023-11-16,-7.8,18.0,48,0.03,15.6,NW,998.7,11.1,Snow,5
WX-3,2023-11-17,-0.7,30.7,41,0.01,18.2,S,1010.4,8.3,Haze,5
WX-4,2023-11-17,-11.6,11.1,33,0,22.8,E,1018.4,13.7,Fog,8
WX-6,2023-11-17,-6.8,19.8,70,0,3.3,SE,1017.1,11.4,Cloudy,8
WX-5,2023-11-17,-5.8,21.6,16,0.14,9.5,SE,1013.9,11.6,Rain,7
WX-10,2023-11-18,-6.3,20.7,47,0.27,10.9,NE,1013.1,9.1,Drizzle,0
WX-4,2023-11-18,-4.9,23.2,92,0.37,23.2,N,1017.8,8.4,Snow,2
WX-2,2023-11-18,-6.6,20.1,16,0.12,19.0,NW,1002.6,3.9,Rain,0
WX-4,2023-11-18,-0.4,31.3,21,0.25,19.1,NE,1006.3,4.2,Cloudy,6
WX-6,2023-11-18,0.4,32.7,83,0.33,17.0,E,1011.4,13.0,Cloudy,3
WX-5,2023-11-19,-3.8,25.2,86,0.03,17.9,NE,992.5,12.9,Haze,5
WX-3,2023-11-19,-1.5,29.3,36,0.36,10.0,SE,1006.4,18.3,Windy,0
WX-6,2023-11-19,-5.6,21.9,75,0.1,10.4,W,1014.8,13.5,Snow,11
WX-3,2023-11-19,1.9,35.4,58,0,26.3,SE,1001.6,20.7,Partly Cloudy,2
WX-1,2023-11-20,-7.0,19.4,49,0.04,0,SW,1015.5,10.1,Thunderstorm,9
WX-10,2023-11-20,-2.2,28.0,75,0,18.1,N,1007.6,14.5,Snow,8
WX-10,2023-11-20,-9.3,15.3,99,0.21,0,SE,1026.9,2.6,Cloudy,10
WX-4,2023-11-20,2.5,36.5,85,0.39,12.8,SE,1006.1,17.5,Rain,11
WX-2,2023-11-20,-1.8,28.8,33,0,16.6,NE,1009.7,13.6,Snow,8
WX-3,2023-11-21,-13.0,8.6,100,0.32,24.0,S,1018.6,4.0,Fog,3
WX-1,2023-11-21,-8.5,16.7,28,0.33,27.3,NW,1009.1,0.8,Haze,2
WX-6,2023-11-21,5.9,42.6,21,0,15.1,W,1017.7,13.2,Fog,8
WX-9,2023-11-21,-2.4,27.7,70,0.35,18.9,SW,1000.1,10.1,Cloudy,2
WX-9,2023-11-22,3.9,39.0,29,0,5.9,E,997.7,11.1,Clear,1
WX-6,2023-11-22,-5.1,22.8,23,0.39,9.3,NW,1007.5,8.1,Clear,0
WX-3,2023-11-22,-2.5,27.5,42,0.18,15.2,NE,994.7,13.2,Clear,3
WX-9,2023-11-22,5.9,42.6,10,0,21.5,SE,995.6,13.6,Clear,11
WX-3,2023-11-22,-5.7,21.7,94,0,15.9,SW,1020.2,6.1,Cloudy,10
WX-7,2023-11-22,-3.3,26.1,74,0,18.3,NE,1001.3,11.6,Drizzle,0
WX-8,2023-11-23,-10.2,13.6,81,0,29.9,W,1010.0,12.3,Partly Cloudy,10
WX-10,2023-11-23,-4.0,24.8,94,0,24.7,W,1012.7,6.4,Partly Cloudy,3
WX-3,2023-11-23,-8.3,17.1,90,0,9.6,NW,995.1,11.2,Clear,1
WX-7,2023-11-23,-15.1,4.8,63,0.02,4.9,SE,1031.7,11.2,Thunderstorm,7
WX-3,2023-11-24,-11.5,11.3,97,0.01,21.0,NE,1010.7,5.6,Clear,1
WX-1,2023-11-24,-2.6,27.3,57,0.2,1.1,NW,1006.9,10.9,Haze,10
WX-5,2023-11-24,-5.0,23.0,30,0,11.6,NW,1008.0,9.2,Snow,4
WX-5,2023-11-24,-1.3,29.7,78,0.51,19.8,NE,1005.7,9.3,Partly Cloudy,8
WX-3,2023-11-25,4.5,40.1,25,0,19.7,NW,1023.1,15.7,Haze,2
WX-4,2023-11-25,3.3,37.9,76,0.34,12.8,SE,1014.5,11.0,Thunderstorm,3
WX-4,2023-11-25,1.5,34.7,64,0.05,4.7,W,992.3,18.2,Haze,3
WX-5,2023-11-25,-0.5,31.1,53,0.35,12.5,SE,1011.0,10.2,Haze,8
WX-3,2023-11-25,-3.7,25.3,17,0.21,13.4,NW,1009.9,3.6,Cloudy,9
WX-3,2023-11-26,-2.7,27.1,16,0.09,14.7,N,1025.9,13.3,Clear,3
WX-4,2023-11-26,-1.3,29.7,63,0,21.5,S,1019.3,7.0,Partly Cloudy,4
WX-1,2023-11-26,-8.9,16.0,21,0,13.6,NW,1003.6,6.9,Partly Cloudy,5
WX-2,2023-11-26,2.6,36.7,91,0,14.2,NE,1025.6,11.3,Clear,6
WX-8,2023-11-27,2.7,36.9,33,0,11.7,E,1028.8,2.1,Thunderstorm,10
WX-7,2023-11-27,-1.3,29.7,50,0.28,30.4,NE,1007.6,7.8,Clear,7
WX-9,2023-11-27,-8.5,16.7,52,0.32,13.4,W,1004.6,15.8,Snow,3
WX-3,2023-11-27,2.5,36.5,70,0,6.9,S,1007.6,8.4,Cloudy,7
WX-4,2023-11-28,-0.9,30.4,78,0.04,12.3,SE,1003.1,12.6,Cloudy,1
WX-6,2023-11-28,-7.1,19.2,31,0.2,24.8,N,1015.8,13.9,Rain,6
WX-9,2023-11-28,-1.0,30.2,11,0,9.4,N,1013.7,6.8,Haze,7
WX-8,2023-11-28,4.7,40.5,64,0.07,10.2,NW,1004.2,2.3,Cloudy,6
WX-4,2023-11-29,-1.9,28.6,79,0,29.5,NW,1015.5,10.6,Fog,3
WX-2,2023-11-29,1.4,34.5,69,0.41,0,SW,1029.0,9.8,Thunderstorm,1
WX-4,2023-11-29,-3.4,25.9,24,0.24,7.3,E,1021.8,2.7,Clear,10
WX-8,2023-11-29,-4.6,23.7,41,0,10.7,S,1006.9,5.9,Windy,3
WX-3,2023-11-29,-11.3,11.7,68,0.03,11.1,NW,1002.1,5.3,Snow,9
WX-2,2023-11-29,-7.4,18.7,10,0.17,3.2,E,1012.0,1.8,Clear,3
WX-2,2023-11-30,-9.6,14.7,67,0.15,1.0,W,1003.8,16.6,Haze,1
WX-5,2023-11-30,3.2,37.8,39,0.63,0,W,1034.9,19.1,Haze,9
WX-3,2023-11-30,2.3,36.1,88,0.3,30.1,SW,1027.2,12.1,Windy,10
WX-6,2023-11-30,1.0,33.8,46,0,2.0,SE,1005.1,11.6,Windy,7
WX-8,2023-12-01,-11.9,10.6,20,0.09,14.2,NW,1020.2,7.6,Drizzle,9
WX-10,2023-12-01,-10.2,13.6,25,0.39,11.2,W,987.1,10.6,Partly Cloudy,1
WX-5,2023-12-01,-11.3,11.7,13,0,16.8,SW,1000.9,3.9,Drizzle,3
WX-10,2023-12-01,1.2,34.2,44,0.53,9.7,SW,1014.8,10.9,Clear,8
WX-1,2023-12-02,-9.7,14.5,21,0.68,0.3,SE,1023.5,13.4,Thunderstorm,7
WX-1,2023-12-02,-16.5,2.3,29,0,14.2,N,1019.4,3.8,Windy,2
WX-5,2023-12-02,-10.7,12.7,94,0.41,5.5,SE,1009.2,17.8,Fog,9
WX-6,2023-12-02,-7.4,18.7,17,0.14,16.5,NE,1010.4,14.6,Clear,4
WX-1,2023-12-03,-6.1,21.0,48,0.12,11.4,S,1015.2,8.5,Partly Cloudy,7
WX-7,2023-12-03,1.7,35.1,71,0.21,32.9,E,1019.7,1.0,Thunderstorm,7
WX-4,2023-12-03,-2.9,26.8,37,0.41,25.0,SE,993.2,9.6,Snow,7
WX-8,2023-12-03,-8.1,17.4,24,0,12.6,SW,1008.5,6.6,Clear,7
WX-7,2023-12-03,-12.0,10.4,44,0.21,20.4,SW,1025.1,8.3,Partly Cloudy,11
WX-8,2023-12-04,-7.7,18.1,44,0,3.9,E,1003.7,12.4,Partly Cloudy,4
WX-1,2023-12-04,4.2,39.6,87,0,24.8,N,1021.9,11.8,Fog,0
WX-8,2023-12-04,-10.1,13.8,38,0.44,8.7,NW,1006.0,8.6,Haze,11
WX-8,2023-12-04,-9.7,14.5,67,0.0,3.2,W,1024.3,0.5,Drizzle,6
WX-4,2023-12-05,-3.5,25.7,69,0.38,6.9,NE,999.8,22.0,Clear,3
WX-9,2023-12-05,-14.4,6.1,94,0.39,25.8,W,1011.1,10.7,Partly Cloudy,3
WX-10,2023-12-05,-10.1,13.8,75,0,4.5,SW,1017.0,4.0,Windy,10
WX-1,2023-12-05,-4.8,23.4,84,0.37,19.0,E,1023.6,12.0,Clear,5
WX-6,2023-12-06,-1.1,30.0,55,0,11.1,S,1020.5,19.1,Drizzle,0
WX-6,2023-12-06,-7.3,18.9,42,0,0,SE,995.0,6.2,Clear,5
WX-2,2023-12-06,-5.1,22.8,22,0.4,25.2,SW,1015.1,2.4,Clear,0
WX-9,2023-12-06,-5.6,21.9,17,0.0,13.2,SW,1017.6,14.8,Thunderstorm,11
WX-6,2023-12-07,1.8,35.2,48,0.04,5.6,N,1008.0,4.9,Windy,9
WX-7,2023-12-07,-15.9,3.4,64,0.43,19.5,SE,1010.5,10.7,Snow,9
WX-4,2023-12-07,-5.1,22.8,58,0,17.5,N,1013.2,10.9,Thunderstorm,1
WX-1,2023-12-07,-5.0,23.0,74,0,12.4,SW,1014.8,11.1,Cloudy,6
WX-9,2023-12-08,-13.1,8.4,27,0.16,13.5,E,1018.8,14.3,Clear,8
WX-1,2023-12-08,-8.6,16.5,72,0.42,8.5,E,995.1,10.9,Thunderstorm,7
WX-9,2023-12-08,-5.9,21.4,90,0.22,13.0,NW,1030.4,7.4,Cloudy,7
WX-4,2023-12-08,4.4,39.9,41,0,30.9,S,1035.6,9.8,Clear,10
WX-6,2023-12-09,-7.8,18.0,61,0.47,6.7,NE,1013.8,3.2,Clear,8
WX-8,2023-12-09,-1.1,30.0,29,0.0,4.3,W,1005.8,8.1,Clear,10
WX-7,2023-12-09,-13.2,8.2,69,0.46,14.2,NW,1032.7,10.4,Snow,5
WX-8,2023-12-09,-2.3,27.9,16,0.54,13.8,E,1005.2,12.2,Haze,9
WX-4,2023-12-09,-9.4,15.1,99,0.03,24.3,NE,1016.6,4.7,Haze,0
WX-3,2023-12-09,-14.8,5.4,61,0.62,12.7,W,1003.2,3.0,Rain,2
WX-9,2023-12-10,-2.9,26.8,93,0,31.8,W,1012.5,16.4,Thunderstorm,8
WX-10,2023-12-10,-9.5,14.9,87,0.36,15.3,N,1014.6,7.6,Rain,4
WX-4,2023-12-10,-8.6,16.5,33,0,5.5,NW,1012.8,14.7,Cloudy,3
WX-5,2023-12-10,-11.1,12.0,73,0.11,11.6,NW,1014.2,3.7,Thunderstorm,11
WX-4,2023-12-11,-4.0,24.8,27,0.45,15.0,S,1015.5,8.0,Rain,10
WX-7,2023-12-11,-9.7,14.5,38,0,5.0,NW,1000.0,1.4,Drizzle,4
WX-2,2023-12-11,-18.7,-1.7,62,0.12,17.1,W,998.6,12.7,Rain,7
WX-10,2023-12-12,-11.9,10.6,40,0.22,10.7,S,1010.8,13.5,Partly Cloudy,11
WX-9,2023-12-12,1.2,34.2,54,0,11.0,NE,1019.8,6.9,Thunderstorm,4
WX-1,2023-12-12,-15.0,5.0,29,0.29,10.7,N,1013.0,10.5,Fog,10
WX-4,2023-12-12,3.8,38.8,27,0.33,16.2,S,1014.9,11.7,Snow,6
WX-10,2023-12-12,-7.3,18.9,33,0,25.8,SE,1016.8,8.6,Cloudy,3
WX-8,2023-12-13,-8.1,17.4,59,0.06,23.8,N,1042.9,13.6,Cloudy,3
WX-10,2023-12-13,-2.2,28.0,22,0,19.9,S,991.3,10.7,Fog,9
WX-7,2023-12-13,-14.5,5.9,73,0.15,25.3,SE,1028.0,12.2,Haze,10
WX-7,2023-12-13,-14.1,6.6,65,0,24.3,SW,1002.8,10.2,Thunderstorm,5
WX-3,2023-12-13,-4.9,23.2,93,0.14,9.8,W,1014.4,8.9,Rain,9
WX-2,2023-12-14,-1.7,28.9,93,0.08,0,NW,1015.6,12.1,Rain,4
WX-1,2023-12-14,-8.0,17.6,91,0,12.7,SW,1008.8,11.2,Snow,5
WX-1,2023-12-14,-2.8,27.0,81,0.4,31.5,E,1017.0,6.3,Fog,11
WX-10,2023-12-14,-6.3,20.7,42,0.1,15.2,NE,1011.3,9.6,Rain,0
WX-5,2023-12-15,-14.7,5.5,32,0,18.5,SW,1010.2,16.2,Fog,0
WX-6,2023-12-15,-7.3,18.9,14,0.43,16.1,NW,1011.0,12.5,Rain,2
WX-9,2023-12-15,-9.5,14.9,28,0,0,W,1026.8,10.2,Thunderstorm,8
WX-6,2023-12-15,-6.9,19.6,23,0.28,9.3,SW,1012.6,12.0,Clear,5
WX-9,2023-12-15,-4.6,23.7,90,0.34,11.4,NE,1013.5,14.7,Clear,6
WX-9,2023-12-16,-9.2,15.4,78,0.68,15.0,W,1018.6,11.3,Cloudy,9
WX-6,2023-12-16,-7.9,17.8,68,0.35,19.2,NW,1019.1,12.8,Thunderstorm,4
WX-9,2023-12-16,-6.4,20.5,98,0.34,21.0,S,1001.9,8.5,Windy,7
WX-5,2023-12-16,-7.7,18.1,100,0,22.8,NW,1004.3,12.7,Windy,11
WX-9,2023-12-17,0.2,32.4,80,0,20.9,N,1021.1,6.6,Windy,10
WX-2,2023-12-17,-18.3,-0.9,68,0,31.1,NE,1014.8,10.2,Fog,9
WX-6,2023-12-17,-8.8,16.2,88,0,8.0,SE,1018.1,8.3,Cloudy,6
WX-10,2023-12-17,-5.1,22.8,13,0,10.1,N,1019.1,13.8,Haze,7
WX-2,2023-12-18,-16.8,1.8,30,0,16.1,NW,1016.5,7.1,Drizzle,10
WX-5,2023-12-18,-9.6,14.7,71,0,11.7,SE,1015.8,10.2,Fog,10
WX-8,2023-12-18,-13.4,7.9,79,0,14.0,N,1024.4,8.8,Windy,9
WX-1,2023-12-18,-7.9,17.8,53,0.12,27.7,SW,1018.5,5.2,Partly Cloudy,0
WX-1,2023-12-19,-0.7,30.7,83,0.73,24.4,SE,978.6,7.9,Rain,2
WX-5,2023-12-19,-2.4,27.7,62,0.11,13.2,NW,1026.3,5.0,Rain,6
WX-3,2023-12-19,-6.1,21.0,55,0,19.5,W,1022.2,3.4,Haze,8
WX-6,2023-12-19,-8.2,17.2,89,0.35,11.0,NW,997.1,4.1,Fog,1
WX-3,2023-12-19,-16.1,3.0,11,0.23,24.5,S,1022.1,8.7,Rain,0
WX-6,2023-12-20,-4.0,24.8,45,0,27.7,NE,1005.8,15.5,Haze,10
WX-10,2023-12-20,-4.9,23.2,54,0.26,26.1,SW,1014.8,3.5,Windy,0
WX-10,2023-12-20,-4.5,23.9,12,0,30.1,NW,1019.7,12.5,Rain,4
WX-1,2023-12-21,0.3,32.5,61,0.13,5.0,SW,1018.1,10.8,Partly Cloudy,2
WX-6,2023-12-21,-3.8,25.2,65,0.65,20.5,SW,1016.4,11.7,Snow,7
WX-8,2023-12-21,-10.3,13.5,100,0,0.8,E,1007.7,8.7,Drizzle,11
WX-3,2023-12-21,-9.4,15.1,24,0,20.5,SW,1006.0,14.8,Cloudy,5
WX-7,2023-12-22,-5.9,21.4,38,0.44,17.0,SE,1019.3,15.3,Windy,4
WX-10,2023-12-22,-1.4,29.5,99,0.09,8.5,NE,1021.0,7.6,Clear,2
WX-8,2023-12-22,-6.0,21.2,37,0,13.5,E,1028.6,7.9,Drizzle,6
WX-5,2023-12-22,-10.9,12.4,45,0.0,15.1,NW,1022.7,7.5,Fog,8
WX-4,2023-12-23,2.5,36.5,87,0.2,9.1,S,1013.7,3.9,Fog,8
WX-8,2023-12-23,5.2,41.4,83,0,4.4,E,1021.1,12.7,Partly Cloudy,9
WX-5,2023-12-23,-3.5,25.7,40,0.35,21.9,NW,1011.2,11.9,Clear,11
WX-4,2023-12-24,-11.5,11.3,61,0.25,17.7,SE,1007.7,11.8,Drizzle,10
WX-2,2023-12-24,-5.6,21.9,97,0.03,18.5,E,994.9,20.2,Snow,11
WX-6,2023-12-24,-13.3,8.1,99,0,5.1,S,1009.5,16.3,Windy,10
WX-7,2023-12-24,-3.2,26.2,78,0.15,9.5,SE,1019.5,15.4,Haze,10
WX-1,2023-12-24,-4.1,24.6,53,0.73,5.2,SW,1026.6,10.7,Thunderstorm,5
WX-1,2023-12-25,-10.9,12.4,53,0.06,15.9,NE,1007.2,13.6,Drizzle,7
WX-4,2023-12-25,-20.5,-4.9,17,0.47,13.0,SW,1019.9,9.3,Rain,11
WX-2,2023-12-25,-7.0,19.4,91,0,20.7,E,1010.3,1.8,Clear,11
WX-1,2023-12-25,-5.8,21.6,59,0.05,2.3,SW,1026.3,10.9,Fog,0
WX-6,2023-12-25,-11.8,10.8,24,0,15.0,E,1024.4,5.4,Windy,1
WX-4,2023-12-26,-9.3,15.3,85,0.64,12.4,W,994.5,9.5,Fog,10
WX-7,2023-12-26,-5.1,22.8,25,0,17.0,W,1007.9,10.0,Cloudy,9
WX-2,2023-12-26,-12.4,9.7,81,0.45,21.6,N,998.8,8.6,Partly Cloudy,2
WX-10,2023-12-26,-12.6,9.3,47,0.09,8.9,SE,1009.3,8.6,Cloudy,6
WX-1,2023-12-27,-6.8,19.8,45,0,17.2,NE,1000.7,13.9,Fog,9
WX-10,2023-12-27,-2.2,28.0,50,0.65,24.3,NE,1010.0,12.8,Haze,11
WX-5,2023-12-27,-12.5,9.5,34,0.03,9.8,W,1028.6,3.3,Thunderstorm,5
WX-2,2023-12-27,-10.8,12.6,58,0.1,11.1,SW,1006.5,11.7,Snow,3
WX-9,2023-12-27,-14.9,5.2,19,0.35,15.3,S,998.9,11.5,Rain,3
WX-5,2023-12-28,-15.1,4.8,61,0.35,20.9,SE,1020.0,11.6,Snow,4
WX-10,2023-12-28,-12.6,9.3,10,0.54,18.7,S,1012.1,6.9,Thunderstorm,5
WX-5,2023-12-28,-8.3,17.1,29,0.87,12.5,SE,1009.2,19.5,Rain,7
WX-7,2023-12-28,-5.2,22.6,88,0.01,19.8,NW,1009.0,8.7,Fog,10
WX-2,2023-12-28,-15.5,4.1,39,0,4.9,NW,1022.4,18.8,Rain,11
WX-2,2023-12-29,-14.0,6.8,56,0,10.8,E,1016.2,10.8,Drizzle,1
WX-4,2023-12-29,-11.7,10.9,45,0,0.9,N,1009.5,0.5,Drizzle,2
WX-4,2023-12-29,-1.3,29.7,33,0,11.7,SW,1026.1,11.2,Partly Cloudy,1
WX-4,2023-12-29,-13.0,8.6,19,0.26,16.1,SE,1037.9,11.2,Clear,2
WX-8,2023-12-30,-5.6,21.9,97,0.48,13.3,S,1009.2,7.7,Windy,5
WX-8,2023-12-30,-1.6,29.1,76,0,15.5,NE,1014.0,2.9,Fog,1
WX-5,2023-12-30,-2.5,27.5,98,0.19,22.5,W,1033.0,9.3,Clear,3
WX-4,2023-12-30,-10.1,13.8,50,0,19.3,E,1025.2,10.4,Rain,6
WX-3,2023-12-31,-0.0,32.0,16,0,16.1,NW,1010.6,4.8,Haze,11
WX-9,2023-12-31,-11.6,11.1,14,0.28,7.8,NW,1001.3,7.2,Cloudy,2
WX-8,2023-12-31,-14.2,6.4,14,0.27,17.5,W,1012.9,13.9,Cloudy,0
WX-4,2023-12-31,-15.0,5.0,32,0.6,13.0,W,1019.3,17.0,Snow,1
WX-1,2024-01-01,-20.7,-5.3,99,0.54,15.0,SW,1028.4,11.2,Windy,7
WX-10,2024-01-01,-12.2,10.0,71,0.36,21.6,W,1014.5,11.2,Snow,0
WX-5,2024-01-01,5.5,41.9,65,0,0,W,997.6,13.0,Fog,0
WX-1,2024-01-01,-6.5,20.3,13,0,12.1,E,1013.4,15.0,Drizzle,0
WX-5,2024-01-01,-15.6,3.9,22,0.24,0,NE,1018.2,10.2,Partly Cloudy,9
WX-6,2024-01-02,-16.5,2.3,26,0,32.9,SW,1027.2,7.2,Clear,0
WX-3,2024-01-02,-11.7,10.9,57,0.03,1.5,SW,1031.2,9.6,Partly Cloudy,7
WX-8,2024-01-02,-14.6,5.7,94,0.3,22.9,E,1020.7,13.3,Partly Cloudy,10
WX-8,2024-01-03,-9.2,15.4,60,0,12.5,NW,997.9,3.6,Thunderstorm,10
WX-5,2024-01-03,-7.4,18.7,62,0,20.4,NW,1028.5,9.3,Drizzle,11
WX-9,2024-01-03,-7.0,19.4,68,0.18,19.6,E,1004.2,11.3,Windy,2
WX-4,2024-01-03,-9.5,14.9,82,0,16.0,S,998.3,7.5,Windy,9
WX-10,2024-01-03,-13.9,7.0,11,0.26,21.1,SW,1008.8,11.7,Snow,4
WX-8,2024-01-03,-12.9,8.8,63,0.02,4.9,N,996.3,11.3,Thunderstorm,4
WX-2,2024-01-04,-4.1,24.6,85,0,31.5,W,1023.4,5.5,Rain,0
WX-10,2024-01-04,-2.7,27.1,50,0.41,3.1,E,995.5,16.7,Haze,7
WX-4,2024-01-04,-13.5,7.7,84,0.33,10.9,SE,1008.1,10.7,Thunderstorm,4
WX-1,2024-01-05,-8.1,17.4,87,0,0.2,SE,1002.1,7.8,Fog,7
WX-2,2024-01-05,-20.5,-4.9,79,0,7.8,SE,1023.5,14.5,Clear,2
WX-3,2024-01-05,-13.3,8.1,58,0,8.3,NW,1021.5,16.4,Drizzle,1
WX-7,2024-01-05,-8.1,17.4,67,0,0,NW,1003.5,11.4,Partly Cloudy,4
WX-9,2024-01-05,-4.7,23.5,38,0.35,25.5,SW,1002.7,11.1,Cloudy,8
WX-6,2024-01-06,-14.2,6.4,52,0.75,9.3,SW,993.0,8.6,Windy,10
WX-6,2024-01-06,-2.3,27.9,11,0,14.2,NE,1011.9,11.1,Fog,8
WX-6,2024-01-06,-10.2,13.6,18,0,12.5,N,1020.0,10.2,Haze,2
WX-4,2024-01-06,-8.5,16.7,39,0.42,6.1,NW,1026.6,14.0,Partly Cloudy,11
WX-1,2024-01-07,-4.7,23.5,97,0.06,20.6,SW,1013.9,5.3,Cloudy,8
WX-2,2024-01-07,-8.9,16.0,92,0.36,16.1,S,1012.6,13.1,Windy,1
WX-2,2024-01-07,-11.1,12.0,29,0.67,8.9,W,1018.8,6.6,Clear,9
WX-10,2024-01-07,-14.8,5.4,40,0,11.2,W,1004.0,5.7,Drizzle,11
WX-4,2024-01-07,-17.0,1.4,70,0.34,10.8,SW,1016.3,8.0,Thunderstorm,0
WX-2,2024-01-08,-2.8,27.0,14,0,10.7,NW,998.6,10.2,Windy,2
WX-10,2024-01-08,-12.9,8.8,20,0.23,11.9,W,1016.4,8.0,Windy,3
WX-6,2024-01-08,-11.9,10.6,95,0.23,14.0,S,1015.9,3.5,Windy,2
