timestamp,building_id,energy_kwh,temperature_f,humidity_pct,occupancy,building_type,floor_area_sqft,hvac_mode,is_weekend
2024-02-02 13:00:00,BLD-1,155.07,16.5,18,1,Data Center,69880,Cooling,False
2024-02-02 14:00:00,BLD-4,38.66,9.4,16,0,Office,18430,Cooling,False
2024-02-02 15:00:00,BLD-1,162.69,11.3,70,1,Data Center,69880,Off,False
2024-02-02 16:00:00,BLD-4,56.81,11.3,34,0,Office,18430,Auto,False
2024-02-02 17:00:00,BLD-3,40.96,11.8,72,1,Warehouse,14407,Cooling,False
2024-02-02 18:00:00,BLD-1,207.6,17.7,67,1,Data Center,69880,Heating,False
2024-02-02 19:00:00,BLD-1,53.24,8.3,37,1,Data Center,69880,Heating,False
2024-02-02 20:00:00,BLD-3,10.46,22.2,68,1,Warehouse,14407,Auto,False
2024-02-02 21:00:00,BLD-4,12.8,8.2,56,1,Office,18430,Auto,False
2024-02-02 22:00:00,BLD-5,23.33,7.0,60,1,School,79525,Cooling,False
2024-02-02 23:00:00,BLD-2,55.62,13.4,60,0,Retail,87908,Heating,False
2024-02-03 00:00:00,BLD-4,5.17,16.2,41,0,Office,18430,Cooling,True
2024-02-03 01:00:00,BLD-3,9.16,18.7,53,0,Warehouse,14407,Cooling,True
2024-02-03 02:00:00,BLD-3,12.6,19.9,59,0,Warehouse,14407,Heating,True
2024-02-03 03:00:00,BLD-3,9.13,17.9,78,0,Warehouse,14407,Cooling,True
2024-02-03 04:00:00,BLD-4,9.64,14.8,87,0,Office,18430,Heating,True
2024-02-03 05:00:00,BLD-1,40.88,6.3,30,0,Data Center,69880,Off,True
2024-02-03 06:00:00,BLD-1,33.75,17.7,79,0,Data Center,69880,Cooling,True
2024-02-03 07:00:00,BLD-2,45.43,10.2,89,0,Retail,87908,Off,True
2024-02-03 08:00:00,BLD-5,34.95,16.1,85,0,School,79525,Auto,True
2024-02-03 09:00:00,BLD-4,16.59,16.2,28,0,Office,18430,Cooling,True
2024-02-03 10:00:00,BLD-4,9.17,14.7,42,0,Office,18430,Off,True
2024-02-03 11:00:00,BLD-3,8.54,7.0,33,0,Warehouse,14407,Off,True
2024-02-03 12:00:00,BLD-4,7.55,12.7,76,0,Office,18430,Auto,True
2024-02-03 13:00:00,BLD-3,4.36,1.9,66,0,Warehouse,14407,Off,True
2024-02-03 14:00:00,BLD-2,62.33,16.7,23,0,Retail,87908,Off,True
2024-02-03 15:00:00,BLD-3,4.87,13.2,31,0,Warehouse,14407,Off,True
2024-02-03 16:00:00,BLD-2,47.03,12.2,79,0,Retail,87908,Cooling,True
2024-02-03 17:00:00,BLD-5,61.47,4.5,56,0,School,79525,Heating,True
2024-02-03 18:00:00,BLD-4,8.15,11.9,43,0,Office,18430,Off,True
2024-02-03 19:00:00,BLD-5,39.92,18.0,53,0,School,79525,Heating,True
2024-02-03 20:00:00,BLD-2,46.53,17.3,84,0,Retail,87908,Off,True
2024-02-03 21:00:00,BLD-1,34.65,27.2,25,0,Data Center,69880,Cooling,True
2024-02-03 22:00:00,BLD-3,4.99,7.5,44,0,Warehouse,14407,Off,True
2024-02-03 23:00:00,BLD-3,8.14,12.0,63,0,Warehouse,14407,Cooling,True
2024-02-04 00:00:00,BLD-5,51.07,18.1,56,0,School,79525,Off,True
2024-02-04 01:00:00,BLD-1,44.66,11.6,17,0,Data Center,69880,Heating,True
2024-02-04 02:00:00,BLD-4,10.95,8.5,73,0,Office,18430,Off,True
2024-02-04 03:00:00,BLD-4,12.92,7.2,66,0,Office,18430,Auto,True
2024-02-04 04:00:00,BLD-1,68.09,12.0,35,0,Data Center,69880,Auto,True
2024-02-04 05:00:00,BLD-3,3.27,18.3,21,0,Warehouse,14407,Off,True
2024-02-04 06:00:00,BLD-4,7.81,6.9,57,0,Office,18430,Auto,True
2024-02-04 07:00:00,BLD-2,12.89,15.5,74,0,Retail,87908,Heating,True
2024-02-04 08:00:00,BLD-5,36.11,15.8,91,0,School,79525,Heating,True
2024-02-04 09:00:00,BLD-3,5.67,10.7,93,0,Warehouse,14407,Auto,True
2024-02-04 10:00:00,BLD-4,11.74,9.3,67,0,Office,18430,Off,True
2024-02-04 11:00:00,BLD-1,47.57,11.1,50,0,Data Center,69880,Cooling,True
2024-02-04 12:00:00,BLD-3,11.29,9.3,63,0,Warehouse,14407,Heating,True
2024-02-04 13:00:00,BLD-5,66.98,19.0,30,0,School,79525,Auto,True
2024-02-04 14:00:00,BLD-4,8.6,10.0,89,0,Office,18430,Auto,True
2024-02-04 15:00:00,BLD-4,11.55,18.1,82,0,Office,18430,Heating,True
2024-02-04 16:00:00,BLD-2,39.39,21.4,41,0,Retail,87908,Cooling,True
2024-02-04 17:00:00,BLD-4,10.41,13.4,63,0,Office,18430,Off,True
2024-02-04 18:00:00,BLD-2,69.24,4.9,17,0,Retail,87908,Off,True
2024-02-04 19:00:00,BLD-1,53.37,17.0,20,0,Data Center,69880,Off,True
2024-02-04 20:00:00,BLD-5,20.19,23.8,53,0,School,79525,Off,True
2024-02-04 21:00:00,BLD-2,33.64,17.5,45,0,Retail,87908,Auto,True
2024-02-04 22:00:00,BLD-5,65.77,11.1,18,0,School,79525,Off,True
2024-02-04 23:00:00,BLD-3,2.2,20.3,46,0,Warehouse,14407,Auto,True
2024-02-05 00:00:00,BLD-5,34.64,16.2,25,1,School,79525,Off,False
2024-02-05 01:00:00,BLD-4,12.84,17.4,50,0,Office,18430,Cooling,False
2024-02-05 02:00:00,BLD-4,11.67,6.1,94,0,Office,18430,Off,False
2024-02-05 03:00:00,BLD-2,44.55,10.9,85,0,Retail,87908,Cooling,False
2024-02-05 04:00:00,BLD-5,57.99,18.7,53,1,School,79525,Cooling,False
2024-02-05 05:00:00,BLD-2,57.93,13.8,48,0,Retail,87908,Cooling,False
2024-02-05 06:00:00,BLD-2,35.81,11.6,19,0,Retail,87908,Cooling,False
2024-02-05 07:00:00,BLD-3,4.41,12.6,24,0,Warehouse,14407,Auto,False
2024-02-05 08:00:00,BLD-5,160.28,7.4,87,1,School,79525,Auto,False
2024-02-05 09:00:00,BLD-5,167.91,14.9,24,1,School,79525,Off,False
2024-02-05 10:00:00,BLD-3,27.33,19.6,29,0,Warehouse,14407,Cooling,False
2024-02-05 11:00:00,BLD-3,34.26,9.8,82,0,Warehouse,14407,Off,False
2024-02-05 12:00:00,BLD-3,37.73,16.0,58,1,Warehouse,14407,Cooling,False
2024-02-05 13:00:00,BLD-1,203.48,8.3,60,1,Data Center,69880,Off,False
2024-02-05 14:00:00,BLD-3,37.56,14.7,81,1,Warehouse,14407,Heating,False
2024-02-05 15:00:00,BLD-2,199.78,19.5,39,1,Retail,87908,Heating,False
2024-02-05 16:00:00,BLD-4,41.12,12.5,35,0,Office,18430,Off,False
2024-02-05 17:00:00,BLD-3,27.67,13.2,92,1,Warehouse,14407,Off,False
2024-02-05 18:00:00,BLD-1,200.01,14.5,60,0,Data Center,69880,Heating,False
2024-02-05 19:00:00,BLD-2,64.1,9.8,50,0,Retail,87908,Auto,False
2024-02-05 20:00:00,BLD-4,8.49,17.0,94,0,Office,18430,Heating,False
2024-02-05 21:00:00,BLD-2,35.63,8.6,62,0,Retail,87908,Auto,False
2024-02-05 22:00:00,BLD-4,5.79,10.1,46,0,Office,18430,Off,False
2024-02-05 23:00:00,BLD-4,11.81,15.7,40,1,Office,18430,Off,False
2024-02-06 00:00:00,BLD-4,17.37,9.5,72,0,Office,18430,Cooling,False
2024-02-06 01:00:00,BLD-3,6.21,13.9,74,0,Warehouse,14407,Heating,False
2024-02-06 02:00:00,BLD-3,8.33,11.5,31,0,Warehouse,14407,Off,False
2024-02-06 03:00:00,BLD-1,61.75,15.8,53,1,Data Center,69880,Cooling,False
2024-02-06 04:00:00,BLD-2,54.33,12.8,50,1,Retail,87908,Auto,False
2024-02-06 05:00:00,BLD-5,65.63,21.3,28,0,School,79525,Auto,False
2024-02-06 06:00:00,BLD-3,8.53,13.1,33,1,Warehouse,14407,Off,False
2024-02-06 07:00:00,BLD-3,7.92,13.3,32,1,Warehouse,14407,Heating,False
2024-02-06 08:00:00,BLD-4,47.81,9.9,15,0,Office,18430,Heating,False
2024-02-06 09:00:00,BLD-1,159.37,15.1,44,1,Data Center,69880,Cooling,False
2024-02-06 10:00:00,BLD-4,47.95,15.5,90,0,Office,18430,Off,False
2024-02-06 11:00:00,BLD-3,40.55,13.7,54,0,Warehouse,14407,Cooling,False
2024-02-06 12:00:00,BLD-2,143.5,15.3,45,0,Retail,87908,Cooling,False
2024-02-06 13:00:00,BLD-3,21.33,9.2,15,0,Warehouse,14407,Auto,False
2024-02-06 14:00:00,BLD-2,217.37,6.7,42,0,Retail,87908,Heating,False
2024-02-06 15:00:00,BLD-3,33.01,17.0,31,0,Warehouse,14407,Off,False
2024-02-06 16:00:00,BLD-4,43.89,7.3,62,1,Office,18430,Heating,False
2024-02-06 17:00:00,BLD-5,156.87,9.7,67,1,School,79525,Auto,False
2024-02-06 18:00:00,BLD-5,187.63,13.7,83,0,School,79525,Cooling,False
2024-02-06 19:00:00,BLD-5,31.12,10.2,53,1,School,79525,Off,False
2024-02-06 20:00:00,BLD-3,8.43,13.5,32,1,Warehouse,14407,Heating,False
2024-02-06 21:00:00,BLD-4,5.03,15.3,40,0,Office,18430,Cooling,False
2024-02-06 22:00:00,BLD-1,43.31,14.2,94,0,Data Center,69880,Auto,False
2024-02-06 23:00:00,BLD-5,37.57,19.8,94,1,School,79525,Off,False
2024-02-07 00:00:00,BLD-5,34.9,10.4,47,0,School,79525,Auto,False
2024-02-07 01:00:00,BLD-4,12.74,12.8,90,1,Office,18430,Off,False
2024-02-07 02:00:00,BLD-4,9.35,10.9,74,1,Office,18430,Auto,False
2024-02-07 03:00:00,BLD-5,38.29,9.4,48,1,School,79525,Off,False
2024-02-07 04:00:00,BLD-1,42.78,0.4,71,0,Data Center,69880,Cooling,False
2024-02-07 05:00:00,BLD-4,12.86,16.6,79,1,Office,18430,Heating,False
2024-02-07 06:00:00,BLD-5,36.74,16.5,51,1,School,79525,Auto,False
2024-02-07 07:00:00,BLD-2,72.44,25.8,95,0,Retail,87908,Auto,False
2024-02-07 08:00:00,BLD-2,221.66,15.6,20,1,Retail,87908,Auto,False
2024-02-07 09:00:00,BLD-5,153.91,20.5,64,1,School,79525,Heating,False
2024-02-07 10:00:00,BLD-3,31.62,26.0,95,1,Warehouse,14407,Auto,False
2024-02-07 11:00:00,BLD-4,30.05,18.6,47,0,Office,18430,Off,False
2024-02-07 12:00:00,BLD-3,28.83,9.9,45,1,Warehouse,14407,Auto,False
2024-02-07 13:00:00,BLD-4,28.58,12.4,35,0,Office,18430,Cooling,False
2024-02-07 14:00:00,BLD-1,100.74,15.7,57,1,Data Center,69880,Cooling,False
2024-02-07 15:00:00,BLD-5,183.2,12.6,76,1,School,79525,Auto,False
2024-02-07 16:00:00,BLD-5,218.1,13.5,36,0,School,79525,Auto,False
2024-02-07 17:00:00,BLD-4,33.1,22.5,84,1,Office,18430,Off,False
2024-02-07 18:00:00,BLD-3,23.86,17.7,40,0,Warehouse,14407,Auto,False
2024-02-07 19:00:00,BLD-2,26.92,16.4,41,0,Retail,87908,Auto,False
2024-02-07 20:00:00,BLD-5,22.58,15.4,43,0,School,79525,Off,False
2024-02-07 21:00:00,BLD-5,34.88,17.4,39,0,School,79525,Cooling,False
2024-02-07 22:00:00,BLD-4,3.04,17.5,59,0,Office,18430,Heating,False
2024-02-07 23:00:00,BLD-2,36.19,15.6,31,0,Retail,87908,Off,False
2024-02-08 00:00:00,BLD-4,9.44,14.0,73,0,Office,18430,Heating,False
2024-02-08 01:00:00,BLD-4,9.0,20.7,16,0,Office,18430,Auto,False
2024-02-08 02:00:00,BLD-3,8.48,13.7,30,1,Warehouse,14407,Cooling,False
2024-02-08 03:00:00,BLD-5,25.6,11.0,20,0,School,79525,Auto,False
2024-02-08 04:00:00,BLD-5,36.6,18.3,59,1,School,79525,Heating,False
2024-02-08 05:00:00,BLD-5,27.46,13.8,82,0,School,79525,Heating,False
2024-02-08 06:00:00,BLD-5,48.88,4.2,81,0,School,79525,Off,False
2024-02-08 07:00:00,BLD-1,28.99,14.2,81,0,Data Center,69880,Cooling,False
2024-02-08 08:00:00,BLD-2,176.06,18.3,80,1,Retail,87908,Cooling,False
2024-02-08 09:00:00,BLD-5,161.94,10.8,22,0,School,79525,Cooling,False
2024-02-08 10:00:00,BLD-1,171.64,10.1,24,0,Data Center,69880,Heating,False
2024-02-08 11:00:00,BLD-4,30.08,8.8,91,0,Office,18430,Off,False
2024-02-08 12:00:00,BLD-4,26.89,8.5,73,1,Office,18430,Cooling,False
2024-02-08 13:00:00,BLD-2,230.28,16.4,73,1,Retail,87908,Off,False
2024-02-08 14:00:00,BLD-3,19.33,12.1,30,1,Warehouse,14407,Auto,False
2024-02-08 15:00:00,BLD-5,135.68,11.6,87,0,School,79525,Off,False
2024-02-08 16:00:00,BLD-3,24.95,12.7,54,0,Warehouse,14407,Cooling,False
2024-02-08 17:00:00,BLD-1,145.72,9.3,29,1,Data Center,69880,Cooling,False
2024-02-08 18:00:00,BLD-1,136.83,11.3,60,1,Data Center,69880,Off,False
2024-02-08 19:00:00,BLD-2,53.17,12.2,16,0,Retail,87908,Heating,False
2024-02-08 20:00:00,BLD-1,20.2,18.9,49,1,Data Center,69880,Cooling,False
2024-02-08 21:00:00,BLD-5,17.73,6.7,36,1,School,79525,Cooling,False
2024-02-08 22:00:00,BLD-1,51.45,9.2,79,0,Data Center,69880,Off,False
2024-02-08 23:00:00,BLD-4,16.14,11.2,41,1,Office,18430,Off,False
2024-02-09 00:00:00,BLD-2,31.71,24.9,85,0,Retail,87908,Auto,False
2024-02-09 01:00:00,BLD-1,46.58,11.2,40,0,Data Center,69880,Heating,False
2024-02-09 02:00:00,BLD-5,48.06,20.2,59,0,School,79525,Cooling,False
2024-02-09 03:00:00,BLD-1,37.68,15.6,79,0,Data Center,69880,Off,False
2024-02-09 04:00:00,BLD-5,19.58,5.5,27,1,School,79525,Cooling,False
2024-02-09 05:00:00,BLD-3,7.27,9.1,59,0,Warehouse,14407,Off,False
2024-02-09 06:00:00,BLD-4,9.52,14.5,75,1,Office,18430,Heating,False
2024-02-09 07:00:00,BLD-1,21.57,13.3,92,1,Data Center,69880,Heating,False
2024-02-09 08:00:00,BLD-3,33.83,11.0,94,1,Warehouse,14407,Off,False
2024-02-09 09:00:00,BLD-1,139.52,15.9,68,1,Data Center,69880,Cooling,False
2024-02-09 10:00:00,BLD-4,48.84,18.7,49,0,Office,18430,Auto,False
2024-02-09 11:00:00,BLD-2,144.49,12.5,75,1,Retail,87908,Off,False
2024-02-09 12:00:00,BLD-1,152.63,17.7,36,1,Data Center,69880,Heating,False
2024-02-09 13:00:00,BLD-2,151.86,16.6,70,0,Retail,87908,Auto,False
2024-02-09 14:00:00,BLD-5,123.32,24.1,47,0,School,79525,Off,False
2024-02-09 15:00:00,BLD-2,247.35,2.7,82,0,Retail,87908,Cooling,False
2024-02-09 16:00:00,BLD-5,211.45,12.0,63,0,School,79525,Off,False
2024-02-09 17:00:00,BLD-4,52.3,9.1,51,1,Office,18430,Auto,False
2024-02-09 18:00:00,BLD-2,200.52,8.3,26,1,Retail,87908,Cooling,False
2024-02-09 19:00:00,BLD-4,11.06,8.6,48,1,Office,18430,Cooling,False
2024-02-09 20:00:00,BLD-1,50.13,23.6,65,1,Data Center,69880,Auto,False
2024-02-09 21:00:00,BLD-3,9.65,22.4,26,1,Warehouse,14407,Off,False
2024-02-09 22:00:00,BLD-1,41.24,16.2,81,0,Data Center,69880,Auto,False
2024-02-09 23:00:00,BLD-2,25.58,20.3,95,1,Retail,87908,Auto,False
2024-02-10 00:00:00,BLD-3,6.53,24.1,77,0,Warehouse,14407,Auto,True
2024-02-10 01:00:00,BLD-3,7.12,8.3,57,0,Warehouse,14407,Cooling,True
2024-02-10 02:00:00,BLD-4,5.46,5.5,32,0,Office,18430,Heating,True
2024-02-10 03:00:00,BLD-2,72.29,12.9,56,0,Retail,87908,Heating,True
2024-02-10 04:00:00,BLD-3,6.67,5.6,91,0,Warehouse,14407,Heating,True
2024-02-10 05:00:00,BLD-4,12.87,9.4,25,0,Office,18430,Heating,True
2024-02-10 06:00:00,BLD-5,30.22,21.1,75,0,School,79525,Cooling,True
2024-02-10 07:00:00,BLD-3,8.78,23.6,78,0,Warehouse,14407,Auto,True
2024-02-10 08:00:00,BLD-5,34.0,25.3,15,0,School,79525,Auto,True
2024-02-10 09:00:00,BLD-1,30.5,16.1,63,0,Data Center,69880,Heating,True
2024-02-10 10:00:00,BLD-4,15.95,11.9,32,0,Office,18430,Cooling,True
2024-02-10 11:00:00,BLD-5,35.35,11.6,74,0,School,79525,Auto,True
2024-02-10 12:00:00,BLD-4,10.31,13.2,24,0,Office,18430,Auto,True
2024-02-10 13:00:00,BLD-5,40.92,20.9,86,0,School,79525,Off,True
2024-02-10 14:00:00,BLD-5,18.3,17.5,60,0,School,79525,Cooling,True
2024-02-10 15:00:00,BLD-3,7.93,9.8,68,0,Warehouse,14407,Heating,True
2024-02-10 16:00:00,BLD-5,36.15,12.4,85,0,School,79525,Auto,True
2024-02-10 17:00:00,BLD-1,39.64,8.1,84,0,Data Center,69880,Heating,True
2024-02-10 18:00:00,BLD-3,10.28,18.5,73,0,Warehouse,14407,Auto,True
2024-02-10 19:00:00,BLD-1,42.45,17.4,60,0,Data Center,69880,Heating,True
2024-02-10 20:00:00,BLD-3,6.06,16.0,40,0,Warehouse,14407,Heating,True
2024-02-10 21:00:00,BLD-5,26.76,10.7,33,0,School,79525,Heating,True
2024-02-10 22:00:00,BLD-5,40.65,14.1,60,0,School,79525,Auto,True
2024-02-10 23:00:00,BLD-5,41.38,17.9,85,0,School,79525,Off,True
2024-02-11 00:00:00,BLD-3,10.93,8.4,24,0,Warehouse,14407,Off,True
2024-02-11 01:00:00,BLD-2,22.75,8.9,64,0,Retail,87908,Auto,True
2024-02-11 02:00:00,BLD-2,65.71,13.3,35,0,Retail,87908,Heating,True
2024-02-11 03:00:00,BLD-4,12.3,10.8,77,0,Office,18430,Auto,True
2024-02-11 04:00:00,BLD-4,11.14,18.2,56,0,Office,18430,Off,True
2024-02-11 05:00:00,BLD-5,31.71,10.1,38,0,School,79525,Heating,True
2024-02-11 06:00:00,BLD-3,11.41,13.6,66,0,Warehouse,14407,Auto,True
2024-02-11 07:00:00,BLD-2,74.63,14.5,91,0,Retail,87908,Cooling,True
2024-02-11 08:00:00,BLD-5,40.2,13.6,28,0,School,79525,Cooling,True
2024-02-11 09:00:00,BLD-5,22.01,19.3,51,0,School,79525,Cooling,True
2024-02-11 10:00:00,BLD-3,7.81,0.1,72,0,Warehouse,14407,Heating,True
2024-02-11 11:00:00,BLD-4,12.17,7.3,83,0,Office,18430,Heating,True
2024-02-11 12:00:00,BLD-4,10.22,13.3,86,0,Office,18430,Off,True
2024-02-11 13:00:00,BLD-1,29.51,16.5,17,0,Data Center,69880,Auto,True
2024-02-11 14:00:00,BLD-5,23.08,19.2,92,0,School,79525,Off,True
2024-02-11 15:00:00,BLD-1,57.36,14.8,51,0,Data Center,69880,Heating,True
2024-02-11 16:00:00,BLD-5,22.14,9.5,76,0,School,79525,Off,True
2024-02-11 17:00:00,BLD-4,4.02,9.0,40,0,Office,18430,Cooling,True
2024-02-11 18:00:00,BLD-5,54.37,7.0,94,0,School,79525,Cooling,True
2024-02-11 19:00:00,BLD-1,25.12,15.1,89,0,Data Center,69880,Cooling,True
2024-02-11 20:00:00,BLD-1,34.82,13.3,30,0,Data Center,69880,Heating,True
2024-02-11 21:00:00,BLD-4,10.95,14.5,29,0,Office,18430,Heating,True
2024-02-11 22:00:00,BLD-1,27.44,18.1,37,0,Data Center,69880,Off,True
2024-02-11 23:00:00,BLD-1,42.82,18.7,45,0,Data Center,69880,Heating,True
2024-02-12 00:00:00,BLD-5,45.78,8.9,92,1,School,79525,Auto,False
2024-02-12 01:00:00,BLD-3,7.41,17.6,51,0,Warehouse,14407,Off,False
2024-02-12 02:00:00,BLD-3,8.73,15.5,63,1,Warehouse,14407,Off,False
2024-02-12 03:00:00,BLD-3,10.26,19.9,90,0,Warehouse,14407,Heating,False
2024-02-12 04:00:00,BLD-5,43.79,10.4,93,0,School,79525,Cooling,False
2024-02-12 05:00:00,BLD-2,36.27,18.2,60,1,Retail,87908,Cooling,False
2024-02-12 06:00:00,BLD-4,8.46,13.7,47,1,Office,18430,Auto,False
2024-02-12 07:00:00,BLD-4,11.62,27.8,75,0,Office,18430,Heating,False
2024-02-12 08:00:00,BLD-3,22.17,17.5,88,1,Warehouse,14407,Cooling,False
2024-02-12 09:00:00,BLD-2,222.22,12.4,70,1,Retail,87908,Cooling,False
2024-02-12 10:00:00,BLD-5,162.69,2.4,77,0,School,79525,Heating,False
2024-02-12 11:00:00,BLD-4,30.27,14.3,57,1,Office,18430,Cooling,False
2024-02-12 12:00:00,BLD-2,139.3,22.3,72,1,Retail,87908,Cooling,False
2024-02-12 13:00:00,BLD-3,26.94,15.3,73,1,Warehouse,14407,Heating,False
2024-02-12 14:00:00,BLD-3,39.32,21.7,64,1,Warehouse,14407,Cooling,False
2024-02-12 15:00:00,BLD-1,115.51,13.6,32,0,Data Center,69880,Cooling,False
2024-02-12 16:00:00,BLD-4,45.15,9.0,47,1,Office,18430,Cooling,False
2024-02-12 17:00:00,BLD-3,39.31,17.5,36,1,Warehouse,14407,Off,False
2024-02-12 18:00:00,BLD-3,33.79,15.7,24,1,Warehouse,14407,Off,False
2024-02-12 19:00:00,BLD-4,9.03,9.9,94,0,Office,18430,Off,False
2024-02-12 20:00:00,BLD-4,11.46,9.5,78,1,Office,18430,Off,False
2024-02-12 21:00:00,BLD-1,32.66,18.8,21,0,Data Center,69880,Auto,False
2024-02-12 22:00:00,BLD-5,53.31,15.5,26,1,School,79525,Cooling,False
2024-02-12 23:00:00,BLD-1,50.05,12.2,85,0,Data Center,69880,Auto,False
2024-02-13 00:00:00,BLD-3,4.31,17.5,63,0,Warehouse,14407,Auto,False
2024-02-13 01:00:00,BLD-5,56.96,16.2,61,0,School,79525,Cooling,False
2024-02-13 02:00:00,BLD-3,6.34,16.8,65,0,Warehouse,14407,Auto,False
2024-02-13 03:00:00,BLD-2,26.98,19.3,71,0,Retail,87908,Cooling,False
2024-02-13 04:00:00,BLD-4,10.4,15.1,95,1,Office,18430,Auto,False
2024-02-13 05:00:00,BLD-2,21.41,13.6,70,1,Retail,87908,Heating,False
2024-02-13 06:00:00,BLD-4,5.61,10.3,24,0,Office,18430,Auto,False
2024-02-13 07:00:00,BLD-4,7.8,14.5,32,0,Office,18430,Off,False
2024-02-13 08:00:00,BLD-4,30.73,14.1,29,0,Office,18430,Heating,False
2024-02-13 09:00:00,BLD-5,120.12,12.1,47,0,School,79525,Auto,False
2024-02-13 10:00:00,BLD-4,30.45,9.0,80,1,Office,18430,Cooling,False
2024-02-13 11:00:00,BLD-2,224.07,11.5,94,1,Retail,87908,Auto,False
2024-02-13 12:00:00,BLD-2,188.82,14.7,74,0,Retail,87908,Off,False
2024-02-13 13:00:00,BLD-5,142.13,3.3,48,1,School,79525,Cooling,False
2024-02-13 14:00:00,BLD-5,114.64,13.1,67,0,School,79525,Off,False
2024-02-13 15:00:00,BLD-4,39.87,11.4,26,1,Office,18430,Cooling,False
2024-02-13 16:00:00,BLD-4,53.44,18.6,40,0,Office,18430,Heating,False
2024-02-13 17:00:00,BLD-5,204.21,20.3,55,0,School,79525,Heating,False
2024-02-13 18:00:00,BLD-2,195.59,9.2,40,1,Retail,87908,Off,False
2024-02-13 19:00:00,BLD-4,13.34,7.0,93,0,Office,18430,Off,False
2024-02-13 20:00:00,BLD-4,11.11,16.5,81,0,Office,18430,Heating,False
2024-02-13 21:00:00,BLD-3,11.37,21.0,92,1,Warehouse,14407,Off,False
2024-02-13 22:00:00,BLD-2,71.63,17.8,47,1,Retail,87908,Off,False
2024-02-13 23:00:00,BLD-5,62.91,17.1,70,1,School,79525,Cooling,False
2024-02-14 00:00:00,BLD-5,47.43,15.6,77,1,School,79525,Auto,False
2024-02-14 01:00:00,BLD-2,38.94,15.3,79,1,Retail,87908,Heating,False
2024-02-14 02:00:00,BLD-4,10.12,3.0,40,0,Office,18430,Cooling,False
2024-02-14 03:00:00,BLD-2,57.75,14.4,49,1,Retail,87908,Cooling,False
2024-02-14 04:00:00,BLD-5,32.27,15.3,48,1,School,79525,Off,False
2024-02-14 05:00:00,BLD-2,64.03,16.7,44,0,Retail,87908,Cooling,False
2024-02-14 06:00:00,BLD-4,5.64,12.4,27,1,Office,18430,Cooling,False
2024-02-14 07:00:00,BLD-4,12.06,12.0,95,0,Office,18430,Heating,False
2024-02-14 08:00:00,BLD-3,31.26,21.5,24,1,Warehouse,14407,Cooling,False
2024-02-14 09:00:00,BLD-5,170.84,9.9,45,0,School,79525,Off,False
2024-02-14 10:00:00,BLD-1,124.16,9.1,46,0,Data Center,69880,Heating,False
2024-02-14 11:00:00,BLD-1,168.15,15.0,28,1,Data Center,69880,Auto,False
2024-02-14 12:00:00,BLD-2,137.97,7.1,40,0,Retail,87908,Heating,False
2024-02-14 13:00:00,BLD-5,138.41,12.6,87,0,School,79525,Heating,False
2024-02-14 14:00:00,BLD-3,30.33,10.4,53,1,Warehouse,14407,Auto,False
2024-02-14 15:00:00,BLD-1,107.61,10.7,40,0,Data Center,69880,Heating,False
2024-02-14 16:00:00,BLD-3,25.31,14.5,73,1,Warehouse,14407,Cooling,False
2024-02-14 17:00:00,BLD-1,162.7,16.1,68,1,Data Center,69880,Auto,False
2024-02-14 18:00:00,BLD-1,160.29,13.3,70,1,Data Center,69880,Off,False
2024-02-14 19:00:00,BLD-5,38.78,13.3,37,0,School,79525,Auto,False
2024-02-14 20:00:00,BLD-2,46.59,18.7,53,0,Retail,87908,Off,False
2024-02-14 21:00:00,BLD-1,9.18,10.1,22,0,Data Center,69880,Auto,False
2024-02-14 22:00:00,BLD-5,35.85,11.8,69,0,School,79525,Off,False
2024-02-14 23:00:00,BLD-1,41.24,15.5,35,0,Data Center,69880,Heating,False
2024-02-15 00:00:00,BLD-4,12.39,25.0,73,1,Office,18430,Auto,False
2024-02-15 01:00:00,BLD-4,10.31,1.5,93,1,Office,18430,Heating,False
2024-02-15 02:00:00,BLD-4,7.5,7.4,94,1,Office,18430,Auto,False
2024-02-15 03:00:00,BLD-1,47.0,5.4,58,0,Data Center,69880,Auto,False
2024-02-15 04:00:00,BLD-2,38.79,11.2,68,0,Retail,87908,Auto,False
2024-02-15 05:00:00,BLD-1,38.48,11.0,25,0,Data Center,69880,Auto,False
2024-02-15 06:00:00,BLD-2,47.03,13.0,44,1,Retail,87908,Off,False
2024-02-15 07:00:00,BLD-5,47.62,17.9,40,1,School,79525,Off,False
2024-02-15 08:00:00,BLD-1,140.26,19.1,49,1,Data Center,69880,Off,False
2024-02-15 09:00:00,BLD-4,30.12,17.8,75,0,Office,18430,Auto,False
2024-02-15 10:00:00,BLD-4,41.86,15.4,57,1,Office,18430,Cooling,False
2024-02-15 11:00:00,BLD-4,48.09,14.2,55,0,Office,18430,Heating,False
2024-02-15 12:00:00,BLD-3,21.78,11.9,55,1,Warehouse,14407,Auto,False
2024-02-15 13:00:00,BLD-5,239.41,15.3,51,0,School,79525,Auto,False
2024-02-15 14:00:00,BLD-3,42.23,15.9,90,0,Warehouse,14407,Heating,False
2024-02-15 15:00:00,BLD-4,36.36,12.3,52,0,Office,18430,Off,False
2024-02-15 16:00:00,BLD-1,138.76,17.0,76,0,Data Center,69880,Off,False
2024-02-15 17:00:00,BLD-4,27.3,16.0,17,1,Office,18430,Heating,False
