order_id,order_date,customer_id,product_name,num_items,order_value_usd,shipping_cost,is_returning_customer,product_tags,country,promo_code,payment_method,delivery_status
ECO-20438,2024-08-22,CUST-3359,Laptop Sleeve,8,702.16,0.0,True,accessories|gadgets,UK,SAVE10,Debit Card,Delivered
ECO-20439,2025-03-19,CUST-8295,Wireless Mouse,8,528.23,0.0,False,productivity,BR,,Google Pay,Returned
ECO-20440,2024-02-15,CUST-3482,Wireless Mouse,1,25.8,3.07,True,home|ergonomic|accessories,FR,FLASH20,Debit Card,Delivered
ECO-20441,2024-02-24,CUST-8395,Ring Light,4,276.8,0.0,False,accessories,IE,FLASH20,Apple Pay,Delivered
ECO-20442,2024-02-28,CUST-6497,Phone Stand,7,78.55,0.0,False,accessories|tech,IE,WELCOME15,Apple Pay,Shipped
ECO-20443,2023-04-17,CUST-3385,Phone Stand,2,262.78,0.0,False,electronics,IT,,Credit Card,Delivered
ECO-20444,2023-08-10,CUST-2797,Smart Plug,6,305.09,0.0,False,tech|home|ergonomic,JP,HOLIDAY30,Google Pay,Delivered
ECO-20445,2024-08-08,CUST-2003,Cable Organizer,5,496.64,0.0,True,electronics|tech,IT,FLASH20,Apple Pay,Processing
ECO-20446,2023-06-05,CUST-4128,LED Strip,4,506.84,0.0,True,electronics|ergonomic,MX,SUMMER25,Debit Card,Processing
ECO-20447,2025-11-01,CUST-1196,USB Hub,1,37.59,3.24,False,gadgets|electronics|accessories,KR,,Apple Pay,Cancelled
ECO-20448,2024-06-21,CUST-1609,Webcam,1,22.77,2.58,False,office|electronics|home,NZ,HOLIDAY30,PayPal,Cancelled
ECO-20449,2023-07-30,CUST-6993,LED Strip,7,161.54,0.0,False,productivity|tech,CA,SUMMER25,Apple Pay,Cancelled
ECO-20450,2024-12-30,CUST-3618,Portable SSD,4,411.84,0.0,True,tech|gadgets,ES,,Debit Card,Delivered
ECO-20451,2025-02-06,CUST-9832,Monitor Stand,4,183.13,0.0,False,gadgets|electronics,FR,HOLIDAY30,Debit Card,Delivered
ECO-20452,2025-01-16,CUST-9342,Desk Lamp,4,592.94,0.0,False,productivity,NL,,Credit Card,Cancelled
ECO-20453,2025-09-14,CUST-2090,Mouse Pad,6,530.03,0.0,False,productivity|home,SG,,Credit Card,Delivered
ECO-20454,2023-01-14,CUST-6586,Ergonomic Chair,3,361.25,0.0,True,accessories|electronics,NL,FLASH20,Google Pay,Delivered
ECO-20455,2024-06-06,CUST-7078,Mechanical Keyboard,6,118.49,0.0,True,accessories|productivity,NZ,WELCOME15,Debit Card,Returned
ECO-20456,2023-08-07,CUST-4120,Wireless Mouse,4,42.47,3.35,False,tech,KR,,Google Pay,Delivered
ECO-20457,2025-09-17,CUST-2899,USB Hub,8,605.44,0.0,False,gadgets,FR,SUMMER25,Google Pay,Returned
ECO-20458,2024-02-11,CUST-2007,Wireless Mouse,1,119.23,0.0,False,accessories,CA,,PayPal,Shipped
ECO-20459,2023-10-16,CUST-5755,Smart Plug,4,205.31,0.0,True,tech|accessories|gadgets,SG,SUMMER25,Apple Pay,Delivered
ECO-20460,2025-05-24,CUST-8778,USB Hub,2,209.8,0.0,False,productivity|accessories,NL,FLASH20,Apple Pay,Returned
ECO-20461,2024-08-29,CUST-7187,LED Strip,1,95.02,0.0,True,home,IN,,Credit Card,Processing
ECO-20462,2023-11-08,CUST-5612,Webcam,3,423.19,0.0,False,gadgets|office|electronics,DK,,PayPal,Delivered
ECO-20463,2023-06-30,CUST-4995,Microphone,2,232.87,0.0,True,tech|accessories,MX,SUMMER25,PayPal,Returned
ECO-20464,2023-04-13,CUST-2872,Monitor Stand,2,113.68,0.0,False,office,UK,,Apple Pay,Delivered
ECO-20465,2025-05-08,CUST-7575,Headphone Hook,1,14.3,0.47,True,home|productivity|electronics,ES,SUMMER25,Google Pay,Delivered
ECO-20466,2024-03-27,CUST-9198,Ergonomic Chair,6,302.78,0.0,False,office|home,AU,,Debit Card,Returned
ECO-20467,2025-08-24,CUST-7298,Laptop Sleeve,2,249.1,0.0,False,productivity|ergonomic|accessories,BR,,Credit Card,Delivered
ECO-20468,2023-07-07,CUST-7679,Portable SSD,8,855.79,0.0,False,accessories,MX,FLASH20,Google Pay,Processing
ECO-20469,2024-06-24,CUST-9160,Webcam,3,445.17,0.0,False,tech,UK,,Credit Card,Returned
ECO-20470,2023-04-12,CUST-7176,Wireless Mouse,2,105.17,0.0,False,tech,IE,WELCOME15,Debit Card,Delivered
ECO-20471,2023-10-21,CUST-7564,Ergonomic Chair,8,1062.7,0.0,True,electronics|office|accessories,SE,,Apple Pay,Delivered
ECO-20472,2023-01-27,CUST-1931,Mechanical Keyboard,2,273.98,0.0,True,electronics|tech|home,KR,HOLIDAY30,Credit Card,Delivered
ECO-20473,2024-09-26,CUST-4778,Mouse Pad,1,34.29,3.02,False,gadgets,IE,,Google Pay,Delivered
ECO-20474,2024-04-16,CUST-4614,Bluetooth Adapter,1,139.28,0.0,False,office|ergonomic,SE,FLASH20,PayPal,Delivered
ECO-20475,2025-11-14,CUST-8030,LED Strip,2,59.29,2.51,True,home|productivity,KR,SAVE10,Apple Pay,Delivered
ECO-20476,2024-12-12,CUST-2446,Mechanical Keyboard,4,81.24,0.0,False,electronics|gadgets|productivity,BR,,Google Pay,Returned
ECO-20477,2025-10-15,CUST-9254,Cable Organizer,4,378.61,0.0,True,office,MX,,Apple Pay,Delivered
ECO-20478,2025-08-29,CUST-6832,Wireless Mouse,7,788.78,0.0,True,ergonomic|electronics,SG,,Google Pay,Cancelled
ECO-20479,2025-09-07,CUST-3052,LED Strip,7,922.34,0.0,True,electronics|ergonomic,IE,HOLIDAY30,Debit Card,Delivered
ECO-20480,2023-06-29,CUST-3645,Bluetooth Adapter,7,931.52,0.0,False,accessories,AU,FLASH20,Apple Pay,Returned
ECO-20481,2025-06-28,CUST-4190,Bluetooth Adapter,1,89.78,0.0,False,productivity,ES,,PayPal,Delivered
ECO-20482,2025-08-07,CUST-4962,Mouse Pad,5,456.55,0.0,True,gadgets,ES,SUMMER25,Apple Pay,Cancelled
ECO-20483,2023-11-08,CUST-9126,Screen Cleaner,7,386.26,0.0,False,electronics,IE,WELCOME15,Google Pay,Delivered
ECO-20484,2024-10-11,CUST-5766,USB Hub,1,139.4,0.0,False,productivity,ES,SUMMER25,Google Pay,Delivered
ECO-20485,2023-05-24,CUST-6775,Screen Cleaner,3,277.9,0.0,False,ergonomic,CA,,Debit Card,Returned
ECO-20486,2023-03-22,CUST-6915,Mechanical Keyboard,1,132.23,0.0,True,accessories|ergonomic|productivity,DK,,Google Pay,Cancelled
ECO-20487,2025-10-03,CUST-1815,Laptop Sleeve,6,597.14,0.0,True,electronics,US,,Credit Card,Delivered
ECO-20488,2024-11-27,CUST-1591,Smart Plug,1,18.93,1.43,False,tech,NL,WELCOME15,PayPal,Delivered
ECO-20489,2023-11-28,CUST-7685,Microphone,4,516.55,0.0,True,tech,NL,,Credit Card,Delivered
ECO-20490,2025-10-17,CUST-5287,Desk Lamp,4,51.1,2.16,False,productivity|office|accessories,NO,SUMMER25,Debit Card,Delivered
ECO-20491,2025-08-19,CUST-6351,Smart Plug,5,745.9,0.0,True,home|accessories|electronics,DK,WELCOME15,Apple Pay,Cancelled
ECO-20492,2024-06-07,CUST-9892,Smart Plug,1,110.85,0.0,True,home|accessories,IT,,Debit Card,Processing
ECO-20493,2023-05-15,CUST-8030,Desk Pad,5,316.57,0.0,False,electronics|gadgets,IN,HOLIDAY30,PayPal,Shipped
ECO-20494,2024-04-13,CUST-8028,Desk Lamp,6,610.13,0.0,False,electronics|ergonomic,NL,SAVE10,Google Pay,Processing
ECO-20495,2024-05-07,CUST-8548,Smart Plug,3,42.31,3.79,False,ergonomic|tech|home,DK,SAVE10,PayPal,Delivered
ECO-20496,2025-04-16,CUST-5125,Cable Organizer,4,407.86,0.0,True,productivity|home|gadgets,ES,HOLIDAY30,Credit Card,Processing
ECO-20497,2023-02-18,CUST-1976,Headphone Hook,5,273.39,0.0,True,accessories|home|ergonomic,NL,SUMMER25,PayPal,Delivered
ECO-20498,2023-04-15,CUST-3821,Microphone,8,300.72,0.0,True,tech|gadgets|electronics,KR,,Apple Pay,Delivered
ECO-20499,2024-10-06,CUST-6658,Wireless Mouse,5,494.46,0.0,True,tech|ergonomic|electronics,FR,WELCOME15,Google Pay,Processing
ECO-20500,2023-08-14,CUST-3173,Wireless Mouse,6,92.3,0.0,False,tech|gadgets,AU,HOLIDAY30,Credit Card,Shipped
ECO-20501,2024-03-05,CUST-2060,Webcam,6,250.66,0.0,False,home|productivity|gadgets,BR,,Apple Pay,Processing
ECO-20502,2024-01-21,CUST-2647,USB Hub,2,243.3,0.0,True,gadgets,NO,,Debit Card,Delivered
ECO-20503,2025-04-01,CUST-8548,Phone Stand,6,215.11,0.0,True,productivity|ergonomic|gadgets,NL,,Debit Card,Delivered
ECO-20504,2023-04-15,CUST-9659,Ergonomic Chair,6,476.56,0.0,False,home|accessories,CA,SAVE10,Apple Pay,Delivered
ECO-20505,2023-06-15,CUST-2284,Smart Plug,4,221.54,0.0,False,gadgets|accessories,BR,SUMMER25,Credit Card,Returned
ECO-20506,2023-10-05,CUST-2763,Portable SSD,8,288.85,0.0,False,electronics,KR,SAVE10,Apple Pay,Delivered
ECO-20507,2023-10-15,CUST-8792,Headphone Hook,2,206.98,0.0,False,accessories|productivity|electronics,IN,,PayPal,Returned
ECO-20508,2023-02-28,CUST-9374,Bluetooth Adapter,5,418.0,0.0,False,tech,NO,,Apple Pay,Delivered
ECO-20509,2023-06-21,CUST-4848,Microphone,7,305.69,0.0,False,productivity,SG,,Debit Card,Processing
ECO-20510,2023-03-08,CUST-9844,Webcam,6,665.73,0.0,True,productivity|electronics|office,DE,,PayPal,Shipped
ECO-20511,2024-04-14,CUST-2481,Cable Organizer,1,53.2,3.24,True,accessories,IT,,Apple Pay,Shipped
ECO-20512,2025-01-20,CUST-3371,Desk Pad,1,130.26,0.0,True,electronics|tech|office,IN,,Apple Pay,Processing
ECO-20513,2025-01-29,CUST-4027,Microphone,8,504.03,0.0,True,gadgets,MX,,Debit Card,Shipped
ECO-20514,2024-02-02,CUST-4327,Cable Organizer,2,165.97,0.0,True,gadgets|office,CA,,PayPal,Cancelled
ECO-20515,2025-09-17,CUST-2756,Mouse Pad,2,209.9,0.0,True,accessories|gadgets,NO,,Apple Pay,Delivered
ECO-20516,2025-03-09,CUST-8404,Ergonomic Chair,6,739.47,0.0,True,office|productivity|electronics,FR,,Credit Card,Cancelled
ECO-20517,2024-04-13,CUST-5033,Screen Cleaner,3,95.83,0.0,True,ergonomic|office,KR,FLASH20,Apple Pay,Delivered
ECO-20518,2023-02-25,CUST-9418,Bluetooth Adapter,6,175.0,0.0,False,ergonomic,MX,WELCOME15,Google Pay,Delivered
ECO-20519,2025-02-03,CUST-1837,Wireless Mouse,4,71.63,3.92,True,accessories,NL,HOLIDAY30,PayPal,Cancelled
ECO-20520,2023-03-12,CUST-6073,Headphone Hook,4,457.07,0.0,True,gadgets,NZ,FLASH20,Apple Pay,Returned
ECO-20521,2023-04-07,CUST-1778,Phone Stand,4,403.2,0.0,True,electronics|accessories|ergonomic,KR,WELCOME15,Debit Card,Delivered
ECO-20522,2023-10-27,CUST-9875,LED Strip,4,481.73,0.0,True,office,BR,HOLIDAY30,PayPal,Cancelled
ECO-20523,2023-12-20,CUST-2640,Laptop Sleeve,2,33.57,3.27,True,productivity|tech,DE,HOLIDAY30,Debit Card,Delivered
ECO-20524,2023-11-01,CUST-9960,Desk Lamp,1,23.8,1.86,False,accessories,UK,HOLIDAY30,PayPal,Delivered
ECO-20525,2025-03-03,CUST-7735,Laptop Sleeve,2,222.63,0.0,False,electronics,IE,,Apple Pay,Delivered
ECO-20526,2025-02-18,CUST-9360,Ring Light,1,75.22,0.0,False,ergonomic|electronics|productivity,AU,,Credit Card,Delivered
ECO-20527,2024-12-25,CUST-2633,Mechanical Keyboard,3,63.93,5.94,False,ergonomic,DE,FLASH20,PayPal,Shipped
ECO-20528,2025-01-17,CUST-9734,Microphone,1,121.22,0.0,False,accessories,JP,SUMMER25,Credit Card,Processing
ECO-20529,2023-06-15,CUST-2318,Microphone,2,267.0,0.0,False,home|accessories|productivity,IT,FLASH20,Google Pay,Cancelled
ECO-20530,2023-10-18,CUST-7381,USB Hub,7,407.23,0.0,True,productivity|electronics,CA,,Apple Pay,Cancelled
ECO-20531,2023-08-27,CUST-7973,Laptop Sleeve,7,805.08,0.0,False,office|ergonomic,NL,FLASH20,Apple Pay,Delivered
ECO-20532,2023-02-21,CUST-4399,Bluetooth Adapter,6,365.3,0.0,True,ergonomic,MX,,PayPal,Delivered
ECO-20533,2024-03-21,CUST-2127,Cable Organizer,5,517.05,0.0,False,productivity|office,SG,FLASH20,PayPal,Delivered
ECO-20534,2023-01-02,CUST-2809,Monitor Stand,5,716.0,0.0,False,office|gadgets,MX,,Credit Card,Processing
ECO-20535,2024-01-16,CUST-2846,Microphone,5,407.95,0.0,False,productivity|office|electronics,IN,SUMMER25,Credit Card,Shipped
ECO-20536,2025-03-06,CUST-7348,Ring Light,6,376.77,0.0,False,electronics,NL,HOLIDAY30,Google Pay,Delivered
ECO-20537,2023-01-07,CUST-4732,Screen Cleaner,1,48.96,2.44,True,office|productivity|accessories,NO,,PayPal,Delivered
ECO-20538,2023-12-10,CUST-7280,Mouse Pad,8,1127.25,0.0,True,office|tech,IN,,Apple Pay,Delivered
ECO-20539,2023-07-12,CUST-3790,Webcam,2,172.1,0.0,True,ergonomic|tech,NZ,,Credit Card,Delivered
ECO-20540,2023-08-22,CUST-7561,Mechanical Keyboard,8,860.11,0.0,False,ergonomic|home,DK,HOLIDAY30,Debit Card,Cancelled
ECO-20541,2024-08-06,CUST-1931,Mouse Pad,8,779.2,0.0,True,office,SG,,Credit Card,Shipped
ECO-20542,2025-04-18,CUST-6831,LED Strip,6,889.79,0.0,True,office|tech|electronics,CA,SUMMER25,PayPal,Processing
ECO-20543,2025-04-12,CUST-7683,Ergonomic Chair,4,93.04,0.0,True,ergonomic,IT,WELCOME15,Apple Pay,Delivered
ECO-20544,2025-04-28,CUST-5998,Microphone,2,137.19,0.0,False,ergonomic,IE,HOLIDAY30,Credit Card,Delivered
ECO-20545,2024-03-08,CUST-3731,Mechanical Keyboard,1,64.87,7.66,True,tech,SG,,Apple Pay,Cancelled
ECO-20546,2024-12-13,CUST-3813,USB Hub,4,485.39,0.0,False,electronics,SE,,PayPal,Delivered
ECO-20547,2025-08-20,CUST-1600,Mechanical Keyboard,6,284.92,0.0,False,tech|office|electronics,AU,WELCOME15,Debit Card,Processing
ECO-20548,2025-11-22,CUST-6599,Portable SSD,6,482.96,0.0,True,office|ergonomic|electronics,IN,,Google Pay,Delivered
ECO-20549,2023-10-25,CUST-6603,USB Hub,6,712.84,0.0,False,office|productivity,DK,,Debit Card,Delivered
ECO-20550,2024-06-04,CUST-3940,USB Hub,8,1051.76,0.0,True,electronics|ergonomic|tech,DE,HOLIDAY30,Apple Pay,Delivered
ECO-20551,2024-06-18,CUST-4406,Desk Pad,6,276.89,0.0,False,electronics|tech,ES,FLASH20,PayPal,Delivered
ECO-20552,2024-05-11,CUST-8705,Microphone,1,135.27,0.0,False,gadgets|productivity|home,UK,FLASH20,Debit Card,Processing
ECO-20553,2025-08-09,CUST-1526,Desk Pad,3,294.45,0.0,True,office|electronics|productivity,JP,WELCOME15,Credit Card,Returned
ECO-20554,2025-03-31,CUST-8708,Ergonomic Chair,2,38.63,1.88,False,tech|electronics,FR,,Apple Pay,Delivered
ECO-20555,2024-08-24,CUST-3953,Cable Organizer,1,108.89,0.0,True,accessories|gadgets|office,IN,,Google Pay,Delivered
ECO-20556,2023-05-06,CUST-5024,Desk Lamp,7,730.24,0.0,True,gadgets|accessories,US,,Google Pay,Delivered
ECO-20557,2024-09-26,CUST-5858,Desk Pad,5,237.92,0.0,False,tech,AU,SAVE10,PayPal,Processing
ECO-20558,2023-01-15,CUST-6751,Monitor Stand,5,357.45,0.0,True,productivity|gadgets|tech,ES,FLASH20,Debit Card,Delivered
ECO-20559,2024-08-06,CUST-6759,Ergonomic Chair,2,106.5,0.0,True,ergonomic,UK,WELCOME15,Debit Card,Delivered
ECO-20560,2024-09-06,CUST-1914,LED Strip,6,891.7,0.0,True,office|gadgets,CA,,PayPal,Processing
ECO-20561,2025-02-24,CUST-3969,Ring Light,6,577.86,0.0,True,accessories,BR,SUMMER25,Apple Pay,Returned
ECO-20562,2025-06-05,CUST-3750,Ring Light,7,657.95,0.0,False,electronics,IE,FLASH20,Credit Card,Shipped
ECO-20563,2023-07-10,CUST-9876,Ergonomic Chair,2,195.03,0.0,True,electronics|productivity|accessories,FR,SAVE10,PayPal,Shipped
ECO-20564,2023-01-05,CUST-3911,LED Strip,7,486.15,0.0,True,productivity|office,JP,SAVE10,Google Pay,Delivered
ECO-20565,2024-05-02,CUST-7077,USB Hub,5,196.08,0.0,False,home|gadgets,UK,HOLIDAY30,Apple Pay,Processing
ECO-20566,2024-08-12,CUST-3893,Screen Cleaner,3,149.4,0.0,True,gadgets|accessories|tech,KR,SAVE10,PayPal,Processing
ECO-20567,2023-02-14,CUST-9569,Microphone,6,196.99,0.0,False,home|electronics|gadgets,US,,Google Pay,Returned
ECO-20568,2025-05-14,CUST-6287,Microphone,5,278.73,0.0,True,productivity|accessories,UK,SAVE10,Apple Pay,Delivered
ECO-20569,2025-12-07,CUST-6574,Phone Stand,4,42.54,4.19,True,ergonomic|office|accessories,MX,FLASH20,Apple Pay,Returned
ECO-20570,2025-05-30,CUST-5230,Bluetooth Adapter,8,739.73,0.0,True,office|electronics,US,FLASH20,Google Pay,Delivered
ECO-20571,2023-06-24,CUST-2344,Monitor Stand,5,484.86,0.0,True,home,KR,,Debit Card,Returned
ECO-20572,2025-09-10,CUST-6337,Wireless Mouse,6,411.82,0.0,False,productivity,US,,Apple Pay,Cancelled
ECO-20573,2024-08-22,CUST-3960,Ergonomic Chair,5,444.08,0.0,False,electronics|accessories|home,SE,HOLIDAY30,Debit Card,Delivered
ECO-20574,2024-07-23,CUST-1272,Mouse Pad,6,697.95,0.0,False,electronics|ergonomic,ES,SAVE10,Credit Card,Delivered
ECO-20575,2024-06-25,CUST-8121,Monitor Stand,3,364.07,0.0,False,accessories|ergonomic|electronics,DE,SAVE10,Credit Card,Delivered
ECO-20576,2024-11-07,CUST-4943,Desk Pad,1,147.25,0.0,False,ergonomic|electronics|gadgets,AU,FLASH20,Debit Card,Delivered
ECO-20577,2025-04-22,CUST-5710,Ring Light,4,329.69,0.0,True,productivity|ergonomic|home,UK,FLASH20,PayPal,Processing
ECO-20578,2025-11-14,CUST-2385,Wireless Mouse,6,245.42,0.0,True,ergonomic,IE,FLASH20,Google Pay,Processing
ECO-20579,2023-06-22,CUST-9252,Headphone Hook,4,40.86,2.31,True,ergonomic|electronics|accessories,NZ,FLASH20,Apple Pay,Delivered
ECO-20580,2024-03-18,CUST-3403,Mechanical Keyboard,7,391.0,0.0,True,productivity|office|accessories,MX,SAVE10,PayPal,Shipped
ECO-20581,2025-04-05,CUST-5007,Laptop Sleeve,7,802.26,0.0,True,office|gadgets|ergonomic,JP,,Debit Card,Cancelled
ECO-20582,2025-05-13,CUST-1783,Bluetooth Adapter,2,153.5,0.0,True,ergonomic,MX,SAVE10,Debit Card,Cancelled
ECO-20583,2025-08-03,CUST-7774,Webcam,7,239.6,0.0,False,productivity,KR,HOLIDAY30,Debit Card,Delivered
ECO-20584,2025-11-09,CUST-5341,Smart Plug,8,991.36,0.0,False,home|gadgets|accessories,BR,SAVE10,Google Pay,Processing
ECO-20585,2023-10-11,CUST-8309,Bluetooth Adapter,6,772.69,0.0,False,electronics,SG,FLASH20,Apple Pay,Returned
ECO-20586,2025-08-31,CUST-1369,Smart Plug,5,67.52,7.33,False,gadgets|tech,MX,SUMMER25,Debit Card,Delivered
ECO-20587,2024-09-02,CUST-4402,Ergonomic Chair,2,41.29,4.04,True,tech|productivity|ergonomic,UK,SAVE10,Credit Card,Returned
ECO-20588,2025-02-02,CUST-9294,Webcam,7,419.93,0.0,True,home|gadgets|accessories,ES,,Google Pay,Processing
ECO-20589,2025-05-15,CUST-3953,Ergonomic Chair,6,266.64,0.0,True,productivity|tech,US,,Debit Card,Cancelled
ECO-20590,2023-03-01,CUST-6040,Ring Light,2,39.64,3.81,False,office|tech,DK,HOLIDAY30,Google Pay,Returned
ECO-20591,2024-10-05,CUST-6214,LED Strip,2,44.29,1.73,True,ergonomic|productivity|accessories,NL,FLASH20,Credit Card,Shipped
ECO-20592,2024-09-19,CUST-2523,LED Strip,8,582.52,0.0,False,ergonomic|gadgets|tech,IN,SUMMER25,Google Pay,Returned
ECO-20593,2025-03-29,CUST-3412,Microphone,7,606.61,0.0,True,gadgets|ergonomic|office,IT,FLASH20,Debit Card,Processing
ECO-20594,2023-02-04,CUST-3688,Laptop Sleeve,2,97.34,0.0,True,accessories,NO,,Apple Pay,Returned
ECO-20595,2024-08-08,CUST-4964,Microphone,1,54.18,5.71,False,accessories,CA,SAVE10,Credit Card,Processing
ECO-20596,2023-05-18,CUST-9715,Screen Cleaner,4,530.38,0.0,False,home,SG,SAVE10,Apple Pay,Delivered
ECO-20597,2024-03-12,CUST-9197,Mouse Pad,2,90.93,0.0,True,ergonomic|accessories,MX,,Credit Card,Delivered
ECO-20598,2024-11-01,CUST-1273,Desk Lamp,5,247.42,0.0,True,ergonomic|gadgets|office,IT,,Google Pay,Returned
ECO-20599,2025-04-27,CUST-9141,Smart Plug,5,697.97,0.0,False,electronics,CA,,Debit Card,Delivered
ECO-20600,2025-11-01,CUST-7125,Ergonomic Chair,4,44.85,2.78,False,gadgets|home,CA,WELCOME15,PayPal,Processing
ECO-20601,2023-12-10,CUST-6371,Mouse Pad,2,156.91,0.0,True,home|gadgets|productivity,CA,,Google Pay,Returned
ECO-20602,2024-11-07,CUST-2812,Screen Cleaner,6,738.43,0.0,False,accessories|office,IE,,Credit Card,Delivered
ECO-20603,2024-09-29,CUST-1672,Mechanical Keyboard,2,173.36,0.0,True,office|productivity|accessories,NL,,Debit Card,Delivered
ECO-20604,2023-12-21,CUST-2684,Microphone,5,690.31,0.0,False,ergonomic|gadgets|office,UK,,PayPal,Delivered
ECO-20605,2025-11-20,CUST-4165,Cable Organizer,6,189.98,0.0,True,home,NL,,PayPal,Delivered
ECO-20606,2023-06-21,CUST-6838,Headphone Hook,6,801.43,0.0,True,office,ES,,Credit Card,Delivered
ECO-20607,2023-05-01,CUST-8369,Bluetooth Adapter,5,257.78,0.0,True,office|tech|home,SE,WELCOME15,Google Pay,Shipped
ECO-20608,2024-10-02,CUST-8080,Laptop Sleeve,6,443.56,0.0,False,home|tech,IE,,Google Pay,Delivered
ECO-20609,2023-10-17,CUST-5372,Mouse Pad,7,989.98,0.0,True,productivity,MX,,Google Pay,Delivered
ECO-20610,2023-02-16,CUST-7265,Screen Cleaner,7,1022.26,0.0,True,tech,NZ,,PayPal,Shipped
ECO-20611,2023-10-02,CUST-3316,Portable SSD,2,133.26,0.0,True,office,SG,WELCOME15,Apple Pay,Delivered
ECO-20612,2025-02-19,CUST-1499,LED Strip,7,1005.51,0.0,True,home|electronics|ergonomic,CA,,Credit Card,Processing
ECO-20613,2024-04-16,CUST-6762,Smart Plug,3,308.06,0.0,True,ergonomic,UK,,PayPal,Delivered
ECO-20614,2023-03-04,CUST-8590,Phone Stand,1,144.42,0.0,False,ergonomic|gadgets|office,IN,,Google Pay,Cancelled
ECO-20615,2023-09-08,CUST-2447,Cable Organizer,3,286.23,0.0,False,tech,ES,HOLIDAY30,Credit Card,Delivered
ECO-20616,2025-11-22,CUST-7227,Mechanical Keyboard,7,85.62,0.0,False,tech|office|productivity,IN,,Apple Pay,Processing
ECO-20617,2024-09-07,CUST-7539,Microphone,8,375.11,0.0,False,tech,IN,,Google Pay,Processing
ECO-20618,2025-06-11,CUST-5253,Ergonomic Chair,7,1013.68,0.0,True,productivity,ES,WELCOME15,Apple Pay,Delivered
ECO-20619,2024-03-27,CUST-9363,Bluetooth Adapter,8,674.54,0.0,False,productivity|gadgets,DK,,Credit Card,Delivered
ECO-20620,2025-03-08,CUST-3261,Ring Light,1,68.34,2.84,True,office,JP,HOLIDAY30,Apple Pay,Delivered
ECO-20621,2024-07-26,CUST-5539,Bluetooth Adapter,8,1010.39,0.0,True,tech|office|home,US,,Debit Card,Delivered
ECO-20622,2024-06-09,CUST-3760,Ring Light,6,673.08,0.0,False,office|home,DE,SAVE10,Apple Pay,Delivered
ECO-20623,2025-01-10,CUST-3099,Desk Pad,4,212.27,0.0,True,gadgets|tech|ergonomic,SE,SUMMER25,PayPal,Delivered
ECO-20624,2024-11-09,CUST-7452,Smart Plug,4,110.61,0.0,True,home|productivity|ergonomic,NZ,FLASH20,Google Pay,Returned
ECO-20625,2024-11-10,CUST-3445,Ring Light,7,744.99,0.0,True,accessories|productivity,AU,HOLIDAY30,PayPal,Delivered
ECO-20626,2023-08-15,CUST-7119,Ergonomic Chair,4,126.39,0.0,True,gadgets|electronics,IE,SAVE10,Apple Pay,Cancelled
ECO-20627,2025-04-18,CUST-7540,Phone Stand,8,642.67,0.0,False,electronics|ergonomic|accessories,IN,WELCOME15,Google Pay,Cancelled
ECO-20628,2024-11-16,CUST-4287,Monitor Stand,3,63.33,3.94,False,gadgets|ergonomic,ES,,Google Pay,Cancelled
ECO-20629,2024-07-16,CUST-2425,Monitor Stand,8,1161.21,0.0,False,productivity|gadgets|office,SE,SUMMER25,Debit Card,Delivered
ECO-20630,2023-08-30,CUST-6482,Laptop Sleeve,8,555.33,0.0,False,productivity|accessories|ergonomic,CA,WELCOME15,Apple Pay,Shipped
ECO-20631,2023-08-17,CUST-7992,Laptop Sleeve,7,501.79,0.0,True,electronics,IT,HOLIDAY30,PayPal,Delivered
ECO-20632,2023-08-14,CUST-1616,Monitor Stand,7,838.6,0.0,False,ergonomic|gadgets|productivity,FR,,Debit Card,Delivered
ECO-20633,2023-09-16,CUST-4522,Cable Organizer,5,581.53,0.0,True,productivity|electronics,IE,,Google Pay,Shipped
ECO-20634,2025-06-11,CUST-9292,Mechanical Keyboard,1,143.69,0.0,False,electronics,JP,SAVE10,Google Pay,Delivered
ECO-20635,2023-05-28,CUST-8186,Laptop Sleeve,6,791.19,0.0,False,productivity|electronics|gadgets,SG,,Debit Card,Processing
ECO-20636,2024-06-18,CUST-1258,Headphone Hook,5,341.78,0.0,True,accessories|electronics|tech,DK,FLASH20,Apple Pay,Shipped
ECO-20637,2025-04-05,CUST-1787,Mouse Pad,3,238.22,0.0,True,home|ergonomic,NO,,Credit Card,Delivered
ECO-20638,2025-12-22,CUST-3515,LED Strip,6,403.37,0.0,False,tech|office|ergonomic,IT,WELCOME15,PayPal,Delivered
ECO-20639,2023-02-10,CUST-6243,Desk Pad,8,588.47,0.0,True,accessories,NL,,Apple Pay,Shipped
ECO-20640,2024-03-21,CUST-9388,Phone Stand,6,394.04,0.0,False,productivity|tech|electronics,IE,,Apple Pay,Processing
ECO-20641,2023-06-18,CUST-2059,Bluetooth Adapter,2,190.0,0.0,False,gadgets|tech,FR,SAVE10,Debit Card,Delivered
ECO-20642,2024-09-20,CUST-2643,Portable SSD,3,172.4,0.0,False,accessories|home|gadgets,BR,HOLIDAY30,Debit Card,Cancelled
ECO-20643,2024-07-11,CUST-6742,Screen Cleaner,8,578.33,0.0,False,tech|electronics|ergonomic,IT,WELCOME15,Debit Card,Shipped
ECO-20644,2024-03-06,CUST-8076,Desk Pad,5,205.86,0.0,False,ergonomic|tech|accessories,SE,,PayPal,Delivered
