trip_id,pickup_datetime,dropoff_datetime,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,passenger_count,trip_distance_miles,fare_amount,tip_amount,total_amount,payment_type,trip_duration_min
TRIP-402339,2024-03-25 06:10:03,2024-03-25 06:46:03,40.65614,-73.944709,40.682564,-74.006725,3,6.19,20.51,4.76,25.27,Mobile,36.2
TRIP-402340,2025-03-29 15:56:54,2025-03-29 16:20:54,40.791078,-73.904053,40.803733,-73.923103,5,3.2,16.0,2.72,18.72,Debit Card,24.9
TRIP-402341,2024-05-05 19:37:11,2024-05-05 20:06:11,40.68441,-73.933975,40.828854,-73.955294,1,11.54,49.93,10.05,59.98,Cash,29.4
TRIP-402342,2025-09-05 04:03:56,2025-09-05 04:41:56,40.651169,-74.001068,40.753719,-73.941935,2,11.53,47.99,2.07,50.06,Credit Card,38.2
TRIP-402343,2025-07-03 01:39:29,2025-07-03 02:00:29,40.849348,-73.932907,40.849709,-73.901905,3,2.34,9.8,2.23,12.03,Cash,21.5
TRIP-402344,2025-07-07 19:56:30,2025-07-07 20:25:30,40.699159,-73.998357,40.782918,-73.966032,3,7.89,27.54,7.46,35.0,Debit Card,29.6
TRIP-402345,2024-07-28 10:05:59,2024-07-28 10:52:59,40.680726,-73.95593,40.774918,-73.910249,4,9.36,30.48,2.6,33.08,Credit Card,47.0
TRIP-402346,2025-11-08 03:22:36,2025-11-08 04:09:36,40.679195,-73.99004,40.838004,-73.98546,2,11.9,51.46,4.53,55.99,Mobile,47.6
TRIP-402347,2025-02-15 05:53:34,2025-02-15 06:24:34,40.716028,-73.951574,40.756507,-73.926254,4,5.36,17.67,1.66,19.33,Debit Card,31.4
TRIP-402348,2024-11-22 15:22:32,2024-11-22 16:18:32,40.768382,-74.006035,40.740179,-73.949964,4,6.86,26.29,7.59,33.88,Credit Card,56.0
TRIP-402349,2025-12-07 01:06:12,2025-12-07 01:21:12,40.781253,-74.004935,40.80043,-74.003145,2,2.54,11.67,0.39,12.06,Cash,15.2
TRIP-402350,2024-08-23 20:41:45,2024-08-23 21:05:45,40.761466,-73.989294,40.716842,-74.015026,6,4.62,17.83,1.72,19.55,Credit Card,24.2
TRIP-402351,2025-12-21 21:17:20,2025-12-21 22:10:20,40.756021,-73.984234,40.840282,-74.012526,6,8.43,29.08,2.96,32.04,Credit Card,53.3
TRIP-402352,2024-07-25 12:46:50,2024-07-25 13:39:50,40.77391,-73.955764,40.739277,-74.010213,5,6.82,27.8,3.05,30.85,Debit Card,53.1
TRIP-402353,2025-04-26 07:04:55,2025-04-26 08:20:55,40.650899,-73.95612,40.789639,-73.936378,2,12.5,37.66,5.73,43.39,Mobile,76.1
TRIP-402354,2025-02-13 15:03:04,2025-02-13 15:49:04,40.709976,-73.927318,40.82694,-73.955524,5,11.03,42.04,9.94,51.98,Mobile,46.3
TRIP-402355,2024-09-28 05:34:47,2024-09-28 06:11:47,40.77842,-74.003856,40.774545,-73.931667,2,5.45,18.44,1.88,20.32,Debit Card,37.3
TRIP-402356,2025-06-20 16:51:59,2025-06-20 17:15:59,40.806782,-74.014382,40.840699,-73.998784,5,4.23,16.3,4.34,20.64,Debit Card,24.7
TRIP-402357,2024-05-05 20:37:59,2024-05-05 20:59:59,40.846997,-73.992751,40.836749,-73.969474,6,3.88,13.05,3.14,16.19,Cash,22.4
TRIP-402358,2024-04-04 02:35:20,2024-04-04 04:26:20,40.797307,-73.975119,40.653278,-74.013,2,13.65,57.14,14.49,71.63,Credit Card,111.6
TRIP-402359,2024-09-24 10:43:46,2024-09-24 10:58:46,40.670847,-73.921146,40.686034,-73.918914,2,3.07,10.69,2.87,13.56,Credit Card,15.6
TRIP-402360,2024-04-11 22:36:31,2024-04-11 23:53:31,40.656714,-73.938999,40.763654,-73.971648,4,10.67,40.71,4.18,44.89,Cash,77.3
TRIP-402361,2024-09-05 12:04:33,2024-09-05 12:39:33,40.736436,-73.901265,40.714171,-73.947627,5,5.92,19.47,4.51,23.98,Credit Card,35.9
TRIP-402362,2024-11-27 08:03:54,2024-11-27 09:27:54,40.67678,-74.001069,40.80518,-73.987947,1,10.96,43.06,6.67,49.73,Cash,84.6
TRIP-402363,2024-06-03 02:20:59,2024-06-03 03:03:59,40.782038,-73.996836,40.815288,-73.923834,6,6.88,25.14,6.71,31.85,Credit Card,43.3
TRIP-402364,2025-08-30 07:23:21,2025-08-30 07:39:21,40.698736,-74.002966,40.706995,-74.003735,3,1.25,6.9,1.58,8.48,Credit Card,16.7
TRIP-402365,2024-01-25 17:18:25,2024-01-25 18:15:25,40.836875,-73.981638,40.724479,-74.01075,6,11.02,40.16,3.25,43.41,Mobile,57.4
TRIP-402366,2024-10-09 00:38:28,2024-10-09 01:50:28,40.81659,-73.908416,40.701559,-73.952073,6,10.84,41.43,5.63,47.06,Debit Card,72.2
TRIP-402367,2025-10-16 04:22:25,2025-10-16 05:14:25,40.768176,-73.957775,40.817773,-73.904253,6,6.69,22.69,6.22,28.91,Mobile,52.4
TRIP-402368,2025-12-08 07:42:00,2025-12-08 09:03:00,40.676112,-73.946432,40.797648,-73.907012,6,10.81,45.46,12.97,58.43,Debit Card,81.2
TRIP-402369,2024-05-29 16:31:38,2024-05-29 17:26:38,40.665068,-73.940264,40.71717,-74.012192,5,8.07,31.87,8.1,39.97,Debit Card,55.0
TRIP-402370,2024-09-13 17:29:32,2024-09-13 17:43:32,40.766188,-74.009387,40.780263,-74.003095,2,1.59,9.42,1.38,10.8,Credit Card,14.4
TRIP-402371,2024-07-08 13:20:27,2024-07-08 13:48:27,40.756522,-73.940431,40.762767,-74.005161,2,4.5,21.39,3.56,24.95,Credit Card,28.5
TRIP-402372,2024-03-24 15:15:59,2024-03-24 15:38:59,40.774882,-73.901256,40.694846,-73.924063,6,8.34,26.78,0.34,27.12,Credit Card,23.6
TRIP-402373,2025-04-10 04:06:37,2025-04-10 05:09:37,40.771208,-73.915441,40.730031,-74.01708,6,10.06,40.9,9.11,50.01,Cash,63.8
TRIP-402374,2024-06-23 02:36:01,2024-06-23 04:01:01,40.791808,-73.930823,40.653237,-74.009042,6,14.52,46.82,12.59,59.41,Cash,85.5
TRIP-402375,2024-01-31 06:00:16,2024-01-31 06:31:16,40.728855,-73.962133,40.660318,-73.986906,6,6.24,23.61,3.63,27.24,Credit Card,31.3
TRIP-402376,2025-03-10 06:18:13,2025-03-10 07:09:13,40.706651,-74.013794,40.761586,-73.970777,3,6.65,27.56,1.12,28.68,Cash,51.8
TRIP-402377,2024-03-09 16:18:17,2024-03-09 17:58:17,40.816957,-73.900688,40.736868,-74.008902,1,12.14,48.48,0.42,48.9,Mobile,100.6
TRIP-402378,2024-03-24 09:36:05,2024-03-24 10:05:05,40.816109,-73.943619,40.772883,-73.933782,3,4.28,19.09,0.5,19.59,Cash,29.5
TRIP-402379,2024-05-15 07:21:26,2024-05-15 07:44:26,40.753915,-73.914859,40.750614,-73.989687,4,5.4,21.99,1.6,23.59,Mobile,23.7
TRIP-402380,2024-07-04 23:47:49,2024-07-05 00:10:49,40.702793,-73.963419,40.668363,-73.978146,6,5.06,16.27,2.01,18.28,Cash,23.3
TRIP-402381,2025-09-18 03:14:43,2025-09-18 04:28:43,40.71036,-73.922774,40.840287,-73.927228,4,9.84,34.22,1.42,35.64,Credit Card,74.6
TRIP-402382,2024-05-10 11:20:06,2024-05-10 11:49:06,40.706887,-73.948502,40.654427,-73.961871,5,5.46,23.62,1.16,24.78,Cash,29.5
TRIP-402383,2024-01-28 00:19:18,2024-01-28 01:26:18,40.675078,-73.935959,40.712001,-74.017265,4,8.68,38.16,0.06,38.22,Mobile,67.8
TRIP-402384,2025-01-30 21:28:42,2025-01-30 22:08:42,40.799325,-73.946693,40.766519,-73.975172,2,4.32,22.83,5.81,28.64,Debit Card,40.8
TRIP-402385,2025-04-23 14:33:08,2025-04-23 15:08:08,40.77437,-73.969786,40.717424,-74.016157,5,7.52,29.91,4.22,34.13,Mobile,35.6
TRIP-402386,2024-05-19 20:47:33,2024-05-19 21:30:33,40.783265,-74.019591,40.687373,-73.928155,2,13.37,34.51,6.32,40.83,Mobile,43.8
TRIP-402387,2024-05-04 15:10:09,2024-05-04 16:05:09,40.80938,-74.011856,40.693127,-73.99087,1,9.52,29.71,0.01,29.72,Cash,55.1
TRIP-402388,2024-03-20 16:37:40,2024-03-20 17:47:40,40.807913,-73.982534,40.706622,-73.948805,2,9.34,45.04,10.67,55.71,Mobile,70.5
TRIP-402389,2025-11-06 09:02:23,2025-11-06 10:35:23,40.802588,-73.985097,40.669141,-73.905714,2,14.46,53.57,2.59,56.16,Credit Card,93.5
TRIP-402390,2024-07-29 10:19:11,2024-07-29 10:55:11,40.742409,-73.975251,40.69182,-73.958057,1,6.24,23.15,4.02,27.17,Cash,36.1
TRIP-402391,2025-09-02 02:19:46,2025-09-02 03:14:46,40.797641,-73.94523,40.714508,-73.907372,1,9.32,42.22,1.47,43.69,Credit Card,55.3
TRIP-402392,2024-06-20 18:30:08,2024-06-20 19:53:08,40.673357,-73.923039,40.783178,-73.968811,1,11.73,48.97,13.61,62.58,Mobile,83.6
TRIP-402393,2024-09-22 10:03:29,2024-09-22 10:25:29,40.729693,-73.946287,40.669161,-73.958754,5,5.43,18.39,0.84,19.23,Cash,22.7
TRIP-402394,2025-04-06 21:20:15,2025-04-06 21:53:15,40.791088,-73.933617,40.828134,-73.915412,3,5.17,22.9,0.34,23.24,Debit Card,33.3
TRIP-402395,2025-02-01 09:37:11,2025-02-01 10:07:11,40.771685,-74.003975,40.757468,-73.970778,5,4.23,17.31,2.16,19.47,Cash,30.9
TRIP-402396,2025-04-30 03:27:19,2025-04-30 04:14:19,40.672596,-73.916168,40.781512,-73.932819,5,8.8,26.16,7.57,33.73,Mobile,47.1
TRIP-402397,2024-07-23 21:24:27,2024-07-23 22:04:27,40.805495,-73.982471,40.830454,-73.924503,4,5.05,24.42,3.62,28.04,Credit Card,40.9
TRIP-402398,2025-08-16 13:49:17,2025-08-16 14:47:17,40.773785,-74.008308,40.801785,-73.95585,2,6.64,33.99,6.21,40.2,Credit Card,58.9
TRIP-402399,2024-08-27 02:36:58,2024-08-27 03:19:58,40.715556,-73.954088,40.736981,-73.908911,3,5.25,21.35,2.07,23.42,Cash,43.9
TRIP-402400,2025-04-21 09:52:33,2025-04-21 11:13:33,40.731624,-73.913569,40.663946,-73.997963,1,9.62,37.38,1.8,39.18,Cash,81.3
TRIP-402401,2024-10-02 00:55:06,2024-10-02 01:12:06,40.798658,-73.967023,40.831815,-73.96804,5,2.67,13.72,0.45,14.17,Debit Card,17.1
TRIP-402402,2025-12-14 15:17:03,2025-12-14 16:42:03,40.715649,-73.955884,40.81451,-74.016719,6,11.98,53.1,9.2,62.3,Cash,85.2
TRIP-402403,2025-08-17 21:55:08,2025-08-17 22:26:08,40.764854,-73.98548,40.783371,-73.905851,2,6.43,20.08,1.24,21.32,Credit Card,31.5
TRIP-402404,2025-09-13 00:29:36,2025-09-13 02:04:36,40.835078,-73.919178,40.738937,-73.990448,5,11.62,43.25,3.4,46.65,Cash,95.7
TRIP-402405,2024-08-21 07:46:59,2024-08-21 08:19:59,40.814394,-74.003461,40.719656,-73.952089,1,11.19,43.71,3.09,46.8,Debit Card,33.9
TRIP-402406,2025-01-30 02:07:11,2025-01-30 02:41:11,40.827873,-73.91844,40.765746,-73.967182,3,7.35,22.05,4.25,26.3,Cash,34.3
TRIP-402407,2024-08-29 04:58:27,2024-08-29 05:49:27,40.803011,-73.9906,40.782468,-73.90896,1,5.95,21.85,4.67,26.52,Mobile,51.7
TRIP-402408,2024-08-31 11:35:24,2024-08-31 12:02:24,40.788003,-74.003489,40.813545,-73.983227,1,4.13,16.74,0.07,16.81,Cash,27.3
TRIP-402409,2025-03-02 05:49:11,2025-03-02 06:38:11,40.842552,-73.998759,40.730803,-73.971246,1,10.86,31.94,2.26,34.2,Debit Card,49.6
TRIP-402410,2024-06-14 00:31:20,2024-06-14 01:20:20,40.746062,-73.987855,40.719315,-73.901724,5,7.91,37.15,7.9,45.05,Cash,49.3
TRIP-402411,2024-12-15 11:17:52,2024-12-15 11:47:52,40.706861,-73.919351,40.819115,-73.956638,4,10.33,27.02,8.06,35.08,Mobile,30.6
TRIP-402412,2024-07-27 17:29:11,2024-07-27 18:12:11,40.729407,-73.954604,40.692266,-74.019563,4,6.21,23.26,6.23,29.49,Mobile,43.7
TRIP-402413,2025-05-09 06:46:30,2025-05-09 07:34:30,40.712061,-73.997019,40.785261,-73.958558,2,7.97,28.55,7.59,36.14,Mobile,48.4
TRIP-402414,2024-08-18 04:11:58,2024-08-18 04:38:58,40.738844,-73.9262,40.71671,-73.955664,2,4.01,18.0,2.06,20.06,Credit Card,27.0
TRIP-402415,2024-06-04 18:08:02,2024-06-04 18:54:02,40.814359,-73.935185,40.685845,-73.953856,4,10.15,42.91,8.76,51.67,Credit Card,46.8
TRIP-402416,2024-04-21 23:43:31,2024-04-21 23:59:31,40.829003,-73.973447,40.830522,-73.99758,3,2.72,11.04,0.32,11.36,Credit Card,16.4
TRIP-402417,2024-01-29 20:37:10,2024-01-29 21:02:10,40.710074,-73.969074,40.831,-73.926339,4,11.47,47.18,1.65,48.83,Cash,25.6
TRIP-402418,2025-04-08 14:51:05,2025-04-08 15:06:05,40.78256,-73.974296,40.755984,-73.998238,6,3.83,12.32,1.95,14.27,Credit Card,15.0
TRIP-402419,2024-08-16 18:35:51,2024-08-16 19:51:51,40.665243,-73.91752,40.742862,-74.003599,3,10.54,40.61,10.86,51.47,Credit Card,76.5
TRIP-402420,2024-01-26 03:44:08,2024-01-26 04:14:08,40.770741,-73.950712,40.675588,-73.936342,3,8.94,23.92,0.61,24.53,Debit Card,30.0
TRIP-402421,2024-05-16 08:50:26,2024-05-16 09:19:26,40.695872,-73.991598,40.725653,-74.01858,1,4.09,17.42,3.43,20.85,Cash,29.7
TRIP-402422,2025-12-17 02:22:08,2025-12-17 02:44:08,40.732012,-73.948033,40.738222,-74.01653,4,4.64,15.93,0.95,16.88,Mobile,22.4
TRIP-402423,2024-08-11 19:27:36,2024-08-11 20:31:36,40.826502,-73.997988,40.731731,-73.938541,6,10.74,50.99,4.81,55.8,Debit Card,64.0
TRIP-402424,2025-05-22 06:58:57,2025-05-22 08:27:57,40.766843,-73.992784,40.844028,-73.905721,3,10.94,53.28,12.5,65.78,Credit Card,89.3
TRIP-402425,2025-10-12 02:16:33,2025-10-12 02:37:33,40.73184,-73.984097,40.732065,-73.922036,1,4.06,15.26,3.17,18.43,Mobile,21.8
TRIP-402426,2025-03-28 19:59:14,2025-03-28 20:43:14,40.686034,-73.93944,40.764428,-74.000292,5,9.17,31.8,3.12,34.92,Mobile,44.5
TRIP-402427,2024-04-05 23:14:00,2024-04-05 23:42:00,40.671468,-73.909377,40.718545,-73.90741,3,3.69,17.04,3.26,20.3,Mobile,28.9
TRIP-402428,2024-06-28 15:16:42,2024-06-28 15:54:42,40.768503,-73.949616,40.814932,-73.976692,5,5.07,22.58,0.61,23.19,Debit Card,38.4
TRIP-402429,2024-01-22 01:53:50,2024-01-22 03:03:50,40.773423,-73.993389,40.671185,-73.975066,4,9.53,31.19,7.43,38.62,Cash,70.4
TRIP-402430,2025-03-04 22:51:55,2025-03-05 00:43:55,40.660678,-73.986285,40.833799,-74.007736,5,13.93,60.79,0.82,61.61,Credit Card,112.2
TRIP-402431,2025-02-02 11:05:18,2025-02-02 11:29:18,40.710187,-73.966874,40.690817,-73.991997,6,2.94,15.51,0.57,16.08,Cash,24.8
TRIP-402432,2025-11-17 00:29:04,2025-11-17 01:08:04,40.77162,-73.980126,40.802981,-73.939778,5,4.5,18.27,0.62,18.89,Credit Card,39.7
TRIP-402433,2025-11-08 07:27:28,2025-11-08 08:55:28,40.709056,-73.942808,40.815351,-73.9976,5,10.5,35.94,7.21,43.15,Debit Card,88.8
TRIP-402434,2024-10-30 23:26:31,2024-10-31 00:32:31,40.826281,-73.90399,40.699148,-74.010723,2,15.99,60.6,13.15,73.75,Cash,66.6
TRIP-402435,2025-11-08 05:26:28,2025-11-08 05:45:28,40.757993,-73.974137,40.841063,-73.99775,2,8.95,24.38,3.42,27.8,Cash,19.7
TRIP-402436,2024-05-08 23:46:22,2024-05-09 00:20:22,40.723216,-73.976978,40.708437,-73.929884,1,4.45,19.75,3.19,22.94,Mobile,34.6
TRIP-402437,2025-05-08 00:32:59,2025-05-08 01:09:59,40.68485,-73.922945,40.78329,-73.949935,3,9.4,31.83,7.37,39.2,Debit Card,37.5
TRIP-402438,2024-09-19 02:35:18,2024-09-19 02:56:18,40.84168,-73.938664,40.751571,-73.934173,6,6.72,31.0,3.83,34.83,Credit Card,21.4
TRIP-402439,2025-05-06 01:12:03,2025-05-06 01:36:03,40.719765,-73.999759,40.722946,-73.966044,1,3.25,15.78,2.46,18.24,Cash,24.4
TRIP-402440,2025-04-12 15:05:11,2025-04-12 16:19:11,40.662709,-73.970359,40.794739,-74.013997,2,11.89,53.17,12.7,65.87,Cash,74.1
TRIP-402441,2024-12-27 23:24:44,2024-12-28 00:47:44,40.762445,-73.931339,40.689567,-74.004131,2,9.94,45.54,10.63,56.17,Debit Card,83.6
TRIP-402442,2025-07-30 22:26:19,2025-07-30 23:30:19,40.708814,-74.019963,40.813838,-73.968346,4,11.13,53.13,4.63,57.76,Cash,64.8
TRIP-402443,2024-07-13 20:11:02,2024-07-13 20:29:02,40.837917,-73.905132,40.823366,-73.922942,2,2.17,10.6,3.06,13.66,Mobile,18.8
TRIP-402444,2025-01-25 22:05:11,2025-01-25 22:34:11,40.677954,-73.922459,40.716188,-73.907864,2,4.43,18.77,1.18,19.95,Cash,29.0
TRIP-402445,2025-02-22 16:28:09,2025-02-22 16:36:09,40.7362,-73.93978,40.733947,-73.930712,5,1.45,7.49,2.01,9.5,Cash,8.4
TRIP-402446,2024-01-23 08:51:48,2024-01-23 09:59:48,40.6933,-73.941237,40.752226,-74.010328,2,8.84,32.4,7.65,40.05,Credit Card,68.3
TRIP-402447,2024-11-23 00:39:46,2024-11-23 01:36:46,40.827458,-73.907578,40.733927,-73.94507,6,9.75,45.84,8.18,54.02,Mobile,57.8
TRIP-402448,2025-01-24 02:35:22,2025-01-24 03:06:22,40.706944,-73.951884,40.656463,-73.905459,1,7.0,29.55,4.43,33.98,Mobile,31.3
TRIP-402449,2024-01-10 13:59:20,2024-01-10 14:28:20,40.736533,-73.92387,40.798267,-73.907844,2,6.5,22.97,1.43,24.4,Cash,29.0
TRIP-402450,2025-05-28 20:26:18,2025-05-28 20:43:18,40.799797,-73.937077,40.808709,-73.995087,3,4.5,21.28,2.02,23.3,Mobile,17.4
TRIP-402451,2025-05-15 13:47:50,2025-05-15 14:08:50,40.781597,-73.931897,40.803104,-73.995685,4,6.76,21.7,4.26,25.96,Debit Card,21.3
TRIP-402452,2024-06-14 17:28:30,2024-06-14 17:42:30,40.719744,-73.929577,40.698932,-73.930018,3,1.89,11.22,0.52,11.74,Debit Card,14.6
TRIP-402453,2024-02-27 07:19:08,2024-02-27 07:34:08,40.663872,-73.951139,40.696602,-73.998114,1,6.26,16.8,1.27,18.07,Credit Card,15.4
TRIP-402454,2025-11-02 06:42:46,2025-11-02 07:36:46,40.66411,-73.903331,40.83507,-73.941831,3,15.31,54.58,9.02,63.6,Cash,54.1
TRIP-402455,2025-09-16 08:43:24,2025-09-16 09:09:24,40.720594,-73.911238,40.803509,-73.981754,3,10.1,27.59,3.46,31.05,Debit Card,26.2
TRIP-402456,2025-05-15 04:37:11,2025-05-15 04:57:11,40.677223,-73.960711,40.693797,-73.950913,4,3.58,16.75,4.19,20.94,Cash,20.8
TRIP-402457,2024-12-23 06:30:50,2024-12-23 07:28:50,40.828833,-73.913324,40.77854,-73.962055,6,7.34,28.7,5.02,33.72,Mobile,58.1
TRIP-402458,2025-10-02 08:02:32,2025-10-02 08:23:32,40.700729,-73.996175,40.672867,-73.9378,5,6.75,18.75,4.28,23.03,Credit Card,21.9
TRIP-402459,2025-06-23 06:47:45,2025-06-23 08:17:45,40.818046,-73.966634,40.689383,-74.008099,6,12.51,44.1,5.8,49.9,Debit Card,90.9
TRIP-402460,2025-10-02 07:02:39,2025-10-02 07:32:39,40.770039,-73.91181,40.699809,-73.917317,1,6.67,23.96,4.24,28.2,Credit Card,30.4
TRIP-402461,2024-05-29 09:21:00,2024-05-29 09:48:00,40.798408,-73.912074,40.775834,-73.940227,3,3.56,18.73,1.05,19.78,Cash,27.9
TRIP-402462,2024-07-31 22:36:52,2024-07-31 23:15:52,40.828142,-73.994948,40.673039,-73.989321,3,12.71,45.19,9.01,54.2,Debit Card,39.9
TRIP-402463,2024-10-02 19:06:28,2024-10-02 19:55:28,40.824091,-73.911902,40.670617,-73.932068,3,12.53,55.77,7.26,63.03,Cash,49.8
TRIP-402464,2024-03-05 06:43:42,2024-03-05 07:00:42,40.691378,-73.964337,40.775682,-73.973049,1,7.04,19.84,5.14,24.98,Credit Card,17.3
TRIP-402465,2025-03-04 20:36:43,2025-03-04 20:58:43,40.718876,-73.910976,40.671305,-73.920447,2,4.15,20.84,0.63,21.47,Debit Card,22.1
TRIP-402466,2025-10-10 07:22:33,2025-10-10 08:46:33,40.841655,-74.009943,40.652736,-74.004814,4,14.53,56.9,14.55,71.45,Cash,84.0
TRIP-402467,2024-02-07 21:45:35,2024-02-07 22:48:35,40.841874,-73.972857,40.68149,-73.995953,4,13.29,48.34,5.46,53.8,Credit Card,63.6
TRIP-402468,2024-05-06 17:25:01,2024-05-06 17:40:01,40.740894,-73.983467,40.780463,-73.982085,1,4.46,13.69,3.8,17.49,Mobile,15.7
TRIP-402469,2025-10-29 15:49:21,2025-10-29 16:45:21,40.688779,-73.930879,40.657364,-74.009223,2,7.7,37.27,0.36,37.63,Credit Card,56.6
TRIP-402470,2024-06-28 09:11:12,2024-06-28 10:17:12,40.83882,-73.997304,40.708095,-73.968692,1,10.8,48.96,6.09,55.05,Credit Card,66.7
TRIP-402471,2024-03-04 07:41:25,2024-03-04 08:17:25,40.738781,-74.018241,40.807149,-73.901606,2,12.15,35.24,1.26,36.5,Credit Card,36.8
TRIP-402472,2025-09-08 20:25:49,2025-09-08 20:59:49,40.7959,-73.925646,40.828356,-73.93572,1,4.15,15.69,1.63,17.32,Cash,34.0
TRIP-402473,2024-11-01 20:37:42,2024-11-01 21:16:42,40.74632,-73.914757,40.673861,-73.915362,1,5.67,23.99,2.65,26.64,Debit Card,39.0
TRIP-402474,2024-08-08 07:58:29,2024-08-08 08:10:29,40.797222,-73.962242,40.776098,-73.929015,2,3.7,12.42,1.27,13.69,Mobile,12.6
TRIP-402475,2024-02-11 06:15:56,2024-02-11 07:08:56,40.674376,-73.91144,40.788949,-73.945375,1,10.25,46.27,6.16,52.43,Debit Card,53.4
TRIP-402476,2025-01-19 15:16:10,2025-01-19 15:42:10,40.805516,-73.988435,40.764635,-73.961496,5,4.47,20.45,0.81,21.26,Debit Card,26.1
TRIP-402477,2025-01-19 02:19:11,2025-01-19 02:35:11,40.841988,-73.925368,40.823905,-73.928117,6,1.78,7.68,0.4,8.08,Credit Card,16.0
TRIP-402478,2025-07-10 00:21:22,2025-07-10 01:32:22,40.845585,-73.980476,40.715928,-73.936606,3,12.04,52.53,9.62,62.15,Mobile,71.3
TRIP-402479,2025-11-14 22:06:29,2025-11-14 23:00:29,40.719542,-74.002443,40.678851,-73.936322,6,7.23,33.8,8.07,41.87,Mobile,54.7
TRIP-402480,2024-02-11 00:14:26,2024-02-11 00:37:26,40.83338,-73.976969,40.794434,-73.901532,1,7.07,26.41,6.61,33.02,Cash,23.7
TRIP-402481,2024-11-26 03:37:53,2024-11-26 05:01:53,40.712191,-73.908677,40.82364,-73.941642,3,10.05,48.59,2.45,51.04,Cash,84.8
TRIP-402482,2024-07-05 07:00:02,2024-07-05 08:40:02,40.737211,-73.937565,40.848015,-74.012509,5,13.3,56.7,15.84,72.54,Debit Card,100.8
TRIP-402483,2025-05-27 01:46:48,2025-05-27 02:36:48,40.715627,-74.003397,40.84581,-74.014789,6,11.32,47.44,14.15,61.59,Cash,50.9
TRIP-402484,2025-12-05 06:29:33,2025-12-05 07:18:33,40.834669,-73.963849,40.779746,-73.934017,5,7.02,22.14,2.81,24.95,Credit Card,49.7
TRIP-402485,2024-07-29 00:32:36,2024-07-29 01:13:36,40.703335,-73.915116,40.738046,-73.944855,1,5.03,17.36,4.94,22.3,Cash,41.0
TRIP-402486,2025-01-13 16:03:50,2025-01-13 17:10:50,40.702009,-73.975159,40.812869,-73.987739,4,9.33,28.63,4.63,33.26,Credit Card,67.3
TRIP-402487,2024-07-25 14:39:52,2024-07-25 15:23:52,40.845819,-73.972651,40.802116,-73.943824,3,6.26,20.0,0.79,20.79,Credit Card,44.6
TRIP-402488,2025-01-16 18:04:31,2025-01-16 18:40:31,40.811221,-73.901007,40.849881,-73.913976,6,5.17,16.69,3.75,20.44,Cash,36.2
TRIP-402489,2024-12-09 23:26:25,2024-12-09 23:54:25,40.747785,-74.005417,40.848371,-74.000198,1,9.07,33.64,4.04,37.68,Mobile,28.9
TRIP-402490,2024-10-17 20:53:09,2024-10-17 22:40:09,40.664739,-73.933499,40.823173,-73.990547,5,15.75,55.56,0.63,56.19,Debit Card,107.5
TRIP-402491,2024-10-09 12:18:30,2024-10-09 13:16:30,40.818752,-73.974063,40.74939,-74.017986,3,7.44,36.61,6.66,43.27,Credit Card,58.5
TRIP-402492,2025-05-06 07:14:37,2025-05-06 07:35:37,40.690138,-74.00846,40.670993,-73.974665,2,3.38,18.16,3.97,22.13,Mobile,21.5
TRIP-402493,2024-08-07 00:31:59,2024-08-07 00:54:59,40.768994,-73.960576,40.79778,-73.990367,3,5.07,19.39,4.38,23.77,Debit Card,23.7
TRIP-402494,2024-04-16 22:38:07,2024-04-16 23:19:07,40.828147,-73.944007,40.74824,-73.995978,4,8.53,35.53,3.78,39.31,Mobile,41.2
TRIP-402495,2025-09-29 20:49:58,2025-09-29 21:56:58,40.715705,-73.906756,40.811612,-73.955731,4,10.68,31.71,9.19,40.9,Credit Card,67.8
TRIP-402496,2024-03-25 08:07:12,2024-03-25 08:33:12,40.728937,-73.964569,40.719487,-73.917809,4,4.57,18.44,5.07,23.51,Cash,26.2
TRIP-402497,2024-01-04 20:25:13,2024-01-04 21:06:13,40.730143,-73.906918,40.678269,-73.975482,4,7.35,23.34,2.82,26.16,Mobile,41.1
TRIP-402498,2024-04-04 02:26:11,2024-04-04 03:02:11,40.84883,-73.985879,40.771505,-73.902389,2,11.59,32.32,1.02,33.34,Mobile,36.5
TRIP-402499,2024-02-21 17:34:44,2024-02-21 17:57:44,40.821807,-73.946031,40.842988,-73.932157,2,3.89,13.33,3.06,16.39,Mobile,23.0
TRIP-402500,2024-01-06 02:18:31,2024-01-06 04:30:31,40.846211,-74.015448,40.655095,-73.925708,5,18.42,61.64,17.69,79.33,Mobile,132.6
TRIP-402501,2025-09-15 12:56:16,2025-09-15 13:23:16,40.788745,-73.974682,40.790369,-73.937231,1,4.02,17.42,0.8,18.22,Debit Card,27.4
TRIP-402502,2025-07-07 12:55:02,2025-07-07 14:38:02,40.655626,-73.983356,40.806904,-74.006128,6,13.27,44.22,5.62,49.84,Mobile,103.8
TRIP-402503,2024-10-24 18:03:03,2024-10-24 18:55:03,40.736676,-74.006618,40.827116,-73.998776,1,7.23,35.44,7.89,43.33,Credit Card,52.2
TRIP-402504,2025-03-14 20:55:37,2025-03-14 21:48:37,40.767076,-73.965773,40.711659,-73.99647,4,6.73,29.9,8.06,37.96,Cash,53.7
TRIP-402505,2024-06-29 23:45:47,2024-06-30 00:10:47,40.83086,-73.954004,40.775144,-73.916127,6,6.08,26.86,6.6,33.46,Mobile,25.7
