person_id,age,workclass,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income_bracket,state,county_fips,household_size,housing_type,health_insurance,veteran_status,disability_status
CEN-70451,56,Private,Doctorate,16,Divorced,Adm-clerical,Unmarried,White,Male,0,0,26,United-States,>50K,OR,54704,5,With Family,No,No,No
CEN-70452,82,Federal-gov,Assoc-voc,11,Separated,Adm-clerical,Wife,White,Male,0,0,25,United-States,<=50K,GA,54084,7,Own,Yes,No,No
CEN-70453,49,Private,Doctorate,16,Divorced,Exec-managerial,Wife,Other,Male,0,0,48,United-States,>50K,TX,33203,5,With Family,Yes,No,Yes
CEN-70454,21,Self-emp-inc,Assoc-acdm,12,Married-civ-spouse,Transport-moving,Wife,Black,Female,0,0,44,United-States,>50K,FL,34521,1,With Family,Yes,No,No
CEN-70455,66,State-gov,Masters,14,Never-married,Sales,Other-relative,Black,Female,915,0,45,United-States,<=50K,VA,34697,1,Other,Yes,No,No
CEN-70456,30,Private,Prof-school,15,Divorced,Exec-managerial,Wife,White,Male,0,0,37,United-States,<=50K,UT,50528,1,Other,Yes,No,No
CEN-70457,60,Self-emp-not-inc,11th,7,Married-civ-spouse,Other-service,Unmarried,White,Male,0,0,24,United-States,<=50K,WI,23306,5,Own,Yes,Yes,No
CEN-70458,51,Local-gov,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Own-child,White,Female,0,0,56,United-States,<=50K,AZ,44705,6,Other,Yes,Yes,No
CEN-70459,45,Federal-gov,Prof-school,15,Separated,Tech-support,Other-relative,White,Female,0,0,42,United-States,<=50K,OH,01751,5,Own,Yes,No,No
CEN-70460,37,Federal-gov,Some-college,10,Divorced,Transport-moving,Own-child,Asian-Pac-Islander,Male,0,0,43,United-States,<=50K,AL,15153,2,With Family,Yes,No,No
CEN-70461,21,Self-emp-inc,11th,7,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,10591,0,54,United-States,<=50K,GA,07337,6,Own,Yes,No,No
CEN-70462,53,Private,Bachelors,13,Widowed,Sales,Unmarried,White,Male,3564,0,14,United-States,<=50K,GA,05557,2,With Family,No,No,No
CEN-70463,63,Federal-gov,Bachelors,13,Widowed,Adm-clerical,Unmarried,Black,Female,0,0,29,United-States,<=50K,VA,09940,1,Other,No,Yes,No
CEN-70464,82,Local-gov,10th,6,Divorced,Other-service,Own-child,White,Female,5061,0,60,United-States,<=50K,AL,02650,1,Own,Yes,Yes,No
CEN-70465,73,Self-emp-inc,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,45,Jamaica,<=50K,OK,04714,7,With Family,Yes,Yes,No
CEN-70466,60,Federal-gov,11th,7,Married-civ-spouse,Sales,Wife,White,Male,0,0,27,United-States,>50K,NY,30227,2,Other,Yes,No,No
CEN-70467,83,Self-emp-inc,Some-college,10,Divorced,Prof-specialty,Husband,White,Male,0,0,41,United-States,<=50K,OR,18527,7,Rent,Yes,No,No
CEN-70468,23,Self-emp-not-inc,11th,7,Separated,Transport-moving,Wife,White,Male,0,0,27,United-States,>50K,AL,20380,6,Own,No,Yes,No
CEN-70469,63,Private,11th,7,Divorced,Adm-clerical,Wife,White,Female,0,0,44,United-States,<=50K,MI,15719,4,Rent,Yes,No,No
CEN-70470,45,Local-gov,Assoc-acdm,12,Never-married,Other-service,Husband,White,Female,0,0,27,United-States,<=50K,NJ,17789,1,Rent,Yes,Yes,No
CEN-70471,45,Federal-gov,Assoc-voc,11,Divorced,Farming-fishing,Other-relative,White,Female,0,0,47,United-States,<=50K,UT,02762,4,Other,Yes,No,No
CEN-70472,84,Self-emp-not-inc,Assoc-acdm,12,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Female,0,0,50,United-States,<=50K,MN,33289,5,With Family,Yes,Yes,No
CEN-70473,70,Self-emp-not-inc,Some-college,10,Divorced,Farming-fishing,Not-in-family,White,Female,0,0,28,Jamaica,<=50K,FL,18140,2,Other,Yes,Yes,No
CEN-70474,17,Federal-gov,Some-college,10,Married-civ-spouse,Prof-specialty,Other-relative,Other,Male,0,0,56,United-States,<=50K,MN,46925,4,With Family,No,Yes,No
CEN-70475,70,Self-emp-inc,Assoc-acdm,12,Separated,Farming-fishing,Wife,Black,Female,0,0,10,China,<=50K,PA,44198,5,Rent,Yes,No,No
CEN-70476,55,Local-gov,11th,7,Widowed,Other-service,Wife,White,Female,0,0,60,United-States,>50K,MD,38045,6,With Family,Yes,Yes,No
CEN-70477,74,Private,Bachelors,13,Separated,Prof-specialty,Own-child,Black,Female,0,0,34,United-States,<=50K,NY,07377,5,With Family,No,No,No
CEN-70478,50,Self-emp-not-inc,Assoc-voc,11,Widowed,Machine-op-inspct,Other-relative,White,Male,0,0,42,United-States,<=50K,VA,44978,5,Rent,No,Yes,Yes
CEN-70479,17,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Male,0,0,47,Italy,<=50K,MA,31786,2,Own,No,No,No
CEN-70480,33,Self-emp-inc,Assoc-voc,11,Never-married,Craft-repair,Other-relative,White,Female,0,0,42,United-States,>50K,FL,06012,1,With Family,Yes,No,No
CEN-70481,58,Self-emp-inc,Prof-school,15,Never-married,Transport-moving,Unmarried,White,Male,0,0,46,United-States,<=50K,OH,41202,1,Rent,Yes,Yes,No
CEN-70482,64,Self-emp-not-inc,Assoc-voc,11,Never-married,Tech-support,Unmarried,White,Female,0,0,33,United-States,<=50K,OH,19526,1,Other,Yes,No,No
CEN-70483,81,Federal-gov,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Unmarried,Black,Male,0,0,32,Germany,>50K,KY,03342,5,Other,Yes,No,No
CEN-70484,29,Private,Prof-school,15,Married-civ-spouse,Exec-managerial,Unmarried,White,Female,0,0,43,United-States,<=50K,MO,32212,4,Other,Yes,No,No
CEN-70485,75,Self-emp-not-inc,11th,7,Divorced,Transport-moving,Husband,White,Female,0,0,48,United-States,>50K,MA,14343,2,Other,Yes,Yes,No
CEN-70486,85,Local-gov,Bachelors,13,Widowed,Transport-moving,Wife,White,Female,0,0,30,United-States,>50K,GA,15809,2,With Family,No,No,No
CEN-70487,58,Local-gov,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,51,United-States,>50K,OK,48934,7,Own,Yes,Yes,No
CEN-70488,78,Local-gov,Bachelors,13,Widowed,Farming-fishing,Husband,White,Female,0,0,12,Germany,<=50K,MN,52943,1,Other,Yes,No,No
CEN-70489,37,Local-gov,11th,7,Widowed,Farming-fishing,Own-child,White,Female,0,0,54,United-States,>50K,NY,43103,1,Other,Yes,No,No
CEN-70490,57,Private,Assoc-voc,11,Divorced,Machine-op-inspct,Husband,White,Male,0,0,35,United-States,<=50K,AL,47172,1,Own,Yes,No,No
CEN-70491,17,State-gov,11th,7,Married-civ-spouse,Farming-fishing,Other-relative,White,Female,0,0,51,United-States,<=50K,NJ,21124,6,With Family,Yes,No,No
CEN-70492,23,Local-gov,Assoc-voc,11,Separated,Farming-fishing,Unmarried,White,Female,0,0,48,United-States,<=50K,MI,43410,1,Rent,Yes,Yes,No
CEN-70493,80,Self-emp-inc,Doctorate,16,Separated,Tech-support,Not-in-family,Black,Male,0,0,34,United-States,>50K,FL,34473,3,Rent,Yes,No,No
CEN-70494,19,Self-emp-inc,Assoc-acdm,12,Married-civ-spouse,Other-service,Wife,White,Female,0,0,36,United-States,>50K,GA,15789,1,Other,No,No,No
CEN-70495,70,Local-gov,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Own-child,White,Male,0,0,14,United-States,<=50K,TX,23812,5,Rent,Yes,No,No
CEN-70496,67,Federal-gov,10th,6,Separated,Craft-repair,Wife,White,Male,0,0,39,United-States,<=50K,OH,43541,4,Rent,Yes,No,No
CEN-70497,23,Local-gov,Masters,14,Never-married,Prof-specialty,Own-child,White,Male,0,138,42,United-States,<=50K,VA,30639,7,Own,Yes,No,No
CEN-70498,29,Federal-gov,Doctorate,16,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,33,United-States,>50K,TN,55303,1,Other,Yes,Yes,No
CEN-70499,25,Local-gov,Doctorate,16,Married-civ-spouse,Sales,Own-child,White,Female,4133,227,22,United-States,<=50K,CO,09669,7,Own,Yes,No,No
CEN-70500,28,Self-emp-inc,Doctorate,16,Married-civ-spouse,Other-service,Own-child,Black,Male,0,0,41,United-States,<=50K,KY,42804,2,With Family,No,No,No
CEN-70501,22,Self-emp-inc,HS-grad,9,Separated,Farming-fishing,Husband,White,Male,0,0,33,South-Korea,<=50K,IN,18545,2,Rent,Yes,Yes,Yes
CEN-70502,31,Private,HS-grad,9,Separated,Machine-op-inspct,Own-child,White,Male,0,0,68,Cuba,<=50K,LA,09151,1,Rent,No,No,No
CEN-70503,60,Federal-gov,Prof-school,15,Widowed,Transport-moving,Wife,White,Female,0,0,43,El-Salvador,>50K,MA,14859,7,Own,Yes,No,Yes
CEN-70504,36,State-gov,Assoc-acdm,12,Divorced,Machine-op-inspct,Other-relative,White,Male,8800,0,36,United-States,<=50K,GA,38070,2,Own,Yes,Yes,Yes
CEN-70505,26,Federal-gov,11th,7,Separated,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,64,United-States,<=50K,OK,51266,5,With Family,Yes,Yes,Yes
CEN-70506,38,Local-gov,Some-college,10,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,59,South-Korea,<=50K,MA,22401,1,With Family,Yes,No,No
CEN-70507,24,Self-emp-not-inc,10th,6,Divorced,Adm-clerical,Other-relative,White,Female,9353,0,39,United-States,<=50K,UT,51165,4,Own,Yes,Yes,No
CEN-70508,71,Private,HS-grad,9,Widowed,Sales,Wife,White,Male,0,0,44,Germany,<=50K,CA,34499,3,Rent,Yes,No,No
CEN-70509,65,Self-emp-inc,Bachelors,13,Married-civ-spouse,Tech-support,Other-relative,Black,Male,0,0,44,United-States,>50K,TX,43949,2,Rent,Yes,No,No
CEN-70510,25,State-gov,11th,7,Divorced,Machine-op-inspct,Husband,Black,Female,9001,0,51,United-States,>50K,MA,10153,7,Own,No,No,No
CEN-70511,34,Local-gov,Prof-school,15,Never-married,Prof-specialty,Husband,White,Female,0,0,52,United-States,<=50K,PA,14049,1,Rent,Yes,No,No
CEN-70512,53,Federal-gov,Prof-school,15,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,30,United-States,<=50K,OK,41057,4,With Family,No,Yes,No
CEN-70513,30,Private,Some-college,10,Married-civ-spouse,Sales,Not-in-family,Asian-Pac-Islander,Female,0,0,59,United-States,<=50K,AL,25755,5,Rent,Yes,No,No
CEN-70514,84,Self-emp-inc,Bachelors,13,Married-civ-spouse,Adm-clerical,Unmarried,White,Female,0,0,25,United-States,>50K,PA,40777,4,Rent,Yes,No,No
CEN-70515,59,Self-emp-not-inc,Prof-school,15,Widowed,Other-service,Husband,White,Male,0,0,53,United-States,<=50K,MA,56569,2,Other,Yes,Yes,No
CEN-70516,83,Private,Assoc-voc,11,Divorced,Craft-repair,Other-relative,White,Female,0,0,13,United-States,<=50K,PA,30988,3,Other,Yes,No,Yes
CEN-70517,19,Self-emp-not-inc,Prof-school,15,Widowed,Sales,Unmarried,White,Male,0,0,49,United-States,<=50K,MA,03460,4,Other,Yes,No,No
CEN-70518,84,Private,10th,6,Divorced,Farming-fishing,Husband,Black,Male,632,0,36,United-States,>50K,WA,53977,6,With Family,Yes,Yes,No
CEN-70519,27,State-gov,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,44,United-States,<=50K,GA,10386,1,With Family,Yes,No,Yes
CEN-70520,45,Self-emp-not-inc,Doctorate,16,Divorced,Prof-specialty,Unmarried,White,Female,0,0,37,United-States,<=50K,GA,22438,3,With Family,Yes,No,No
CEN-70521,48,Self-emp-not-inc,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,Black,Female,0,0,42,United-States,<=50K,MA,47909,4,With Family,Yes,No,No
CEN-70522,46,Local-gov,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,White,Male,0,0,52,United-States,<=50K,GA,26113,5,Rent,Yes,No,No
CEN-70523,49,Self-emp-not-inc,Masters,14,Widowed,Transport-moving,Husband,White,Male,0,0,42,United-States,<=50K,AL,52716,6,With Family,Yes,No,No
CEN-70524,29,Federal-gov,Assoc-acdm,12,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,43,United-States,>50K,MD,21339,3,Other,Yes,No,No
CEN-70525,52,Self-emp-not-inc,Assoc-voc,11,Never-married,Tech-support,Wife,White,Female,0,0,43,Philippines,<=50K,TX,18320,5,With Family,Yes,No,No
CEN-70526,20,Self-emp-inc,Some-college,10,Divorced,Machine-op-inspct,Husband,White,Female,0,0,36,United-States,<=50K,GA,27068,2,Own,Yes,No,No
CEN-70527,18,Local-gov,11th,7,Married-civ-spouse,Farming-fishing,Other-relative,White,Female,3463,0,32,United-States,<=50K,OK,17638,6,With Family,Yes,No,No
CEN-70528,53,Self-emp-not-inc,10th,6,Separated,Sales,Wife,Asian-Pac-Islander,Female,0,0,34,United-States,<=50K,FL,15131,6,With Family,Yes,Yes,No
CEN-70529,40,Federal-gov,10th,6,Married-civ-spouse,Tech-support,Unmarried,White,Male,0,0,38,India,<=50K,IN,55880,4,Rent,Yes,No,Yes
CEN-70530,84,Self-emp-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Not-in-family,White,Male,0,0,45,United-States,<=50K,CT,07702,1,Own,Yes,No,No
CEN-70531,42,Self-emp-not-inc,Some-college,10,Divorced,Machine-op-inspct,Other-relative,White,Female,0,0,33,El-Salvador,<=50K,TX,22045,3,Rent,No,Yes,No
CEN-70532,29,Self-emp-not-inc,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,White,Male,0,282,42,United-States,<=50K,GA,34953,4,With Family,Yes,No,No
CEN-70533,64,Local-gov,Masters,14,Separated,Exec-managerial,Unmarried,White,Female,0,0,28,United-States,<=50K,IL,28794,3,With Family,Yes,No,Yes
CEN-70534,27,State-gov,Assoc-acdm,12,Separated,Transport-moving,Other-relative,White,Male,0,0,51,United-States,<=50K,TN,51678,1,With Family,Yes,No,No
CEN-70535,90,Federal-gov,Doctorate,16,Never-married,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K,NY,33946,1,With Family,Yes,No,Yes
CEN-70536,47,State-gov,Assoc-voc,11,Divorced,Exec-managerial,Unmarried,White,Female,0,21,43,United-States,<=50K,UT,43222,1,Other,Yes,No,Yes
CEN-70537,78,Self-emp-inc,Assoc-voc,11,Widowed,Adm-clerical,Not-in-family,White,Male,0,0,54,United-States,<=50K,NY,23020,7,Own,Yes,No,Yes
CEN-70538,33,State-gov,Some-college,10,Widowed,Sales,Not-in-family,White,Male,0,0,32,United-States,<=50K,CA,07504,4,Own,Yes,Yes,No
CEN-70539,26,Private,10th,6,Divorced,Exec-managerial,Own-child,White,Male,0,0,28,United-States,<=50K,PA,48199,1,Other,No,No,No
CEN-70540,76,Local-gov,Some-college,10,Divorced,Sales,Unmarried,Black,Male,0,0,43,United-States,<=50K,MD,19901,6,With Family,Yes,No,No
CEN-70541,40,Private,Some-college,10,Widowed,Adm-clerical,Wife,White,Female,0,0,19,United-States,>50K,VA,20841,4,With Family,Yes,Yes,No
CEN-70542,80,Private,Assoc-voc,11,Widowed,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,NJ,36480,6,Other,Yes,No,No
CEN-70543,68,Self-emp-not-inc,Assoc-acdm,12,Separated,Farming-fishing,Not-in-family,White,Male,0,0,44,United-States,>50K,MA,13449,6,Rent,Yes,No,No
CEN-70544,17,Self-emp-inc,Doctorate,16,Separated,Adm-clerical,Wife,White,Female,0,0,46,United-States,<=50K,WI,01043,7,With Family,No,No,No
CEN-70545,55,Local-gov,Prof-school,15,Separated,Craft-repair,Wife,White,Female,0,0,42,United-States,<=50K,AZ,41181,3,Other,Yes,No,No
CEN-70546,21,Private,Bachelors,13,Married-civ-spouse,Transport-moving,Own-child,Other,Male,0,394,35,United-States,<=50K,MO,42799,3,With Family,No,No,Yes
CEN-70547,43,Federal-gov,HS-grad,9,Widowed,Adm-clerical,Other-relative,White,Male,0,0,41,Cuba,>50K,AL,27595,7,Other,Yes,No,Yes
CEN-70548,32,Federal-gov,10th,6,Separated,Sales,Not-in-family,White,Male,0,0,34,United-States,<=50K,OH,43177,3,With Family,Yes,No,No
CEN-70549,45,Federal-gov,HS-grad,9,Separated,Other-service,Unmarried,White,Male,0,0,20,United-States,>50K,AZ,31211,5,Rent,Yes,No,No
CEN-70550,38,State-gov,Doctorate,16,Married-civ-spouse,Sales,Wife,Other,Female,0,0,35,United-States,<=50K,OK,19259,1,Other,Yes,No,No
CEN-70551,89,State-gov,HS-grad,9,Never-married,Prof-specialty,Unmarried,White,Male,6273,158,14,United-States,<=50K,IL,43835,6,Own,Yes,No,No
CEN-70552,22,State-gov,Doctorate,16,Divorced,Other-service,Husband,White,Female,0,0,36,United-States,>50K,WI,32901,2,With Family,Yes,No,No
CEN-70553,66,State-gov,11th,7,Divorced,Tech-support,Own-child,White,Male,0,0,55,United-States,>50K,CA,05994,4,Other,No,No,No
CEN-70554,53,Self-emp-not-inc,Some-college,10,Widowed,Sales,Unmarried,Black,Female,0,0,48,United-States,<=50K,UT,04502,4,Own,Yes,No,No
CEN-70555,54,State-gov,Some-college,10,Divorced,Prof-specialty,Other-relative,White,Female,0,0,19,United-States,<=50K,MA,21185,4,Other,Yes,Yes,No
CEN-70556,70,Private,10th,6,Separated,Exec-managerial,Husband,White,Female,0,0,23,United-States,>50K,LA,34323,2,With Family,No,No,No
CEN-70557,72,Federal-gov,10th,6,Separated,Adm-clerical,Wife,Other,Female,0,0,38,United-States,<=50K,MN,17954,5,Own,Yes,No,No
CEN-70558,40,Local-gov,Some-college,10,Married-civ-spouse,Tech-support,Unmarried,White,Male,0,166,42,United-States,<=50K,CT,46188,4,Own,Yes,No,No
CEN-70559,43,State-gov,Doctorate,16,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,India,<=50K,TX,16840,1,Rent,Yes,No,Yes
CEN-70560,69,Federal-gov,Doctorate,16,Divorced,Machine-op-inspct,Wife,White,Female,0,0,14,United-States,<=50K,WA,53567,4,Own,Yes,No,Yes
CEN-70561,50,Self-emp-not-inc,Assoc-acdm,12,Divorced,Tech-support,Own-child,White,Male,0,0,37,United-States,<=50K,WI,34647,3,With Family,Yes,No,No
CEN-70562,64,Private,Prof-school,15,Divorced,Adm-clerical,Other-relative,White,Female,0,0,52,United-States,<=50K,MA,04147,6,Rent,No,No,No
CEN-70563,70,Self-emp-not-inc,Doctorate,16,Separated,Other-service,Wife,White,Female,0,0,30,United-States,>50K,WI,23033,6,Other,Yes,No,No
CEN-70564,28,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Wife,Other,Male,0,0,18,United-States,<=50K,AL,20068,2,Other,Yes,No,No
CEN-70565,64,State-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,0,0,23,United-States,>50K,KY,21997,2,With Family,Yes,No,No
CEN-70566,43,Self-emp-not-inc,Some-college,10,Divorced,Other-service,Own-child,White,Male,0,0,28,Italy,<=50K,KY,46786,1,With Family,No,No,No
CEN-70567,22,Local-gov,Prof-school,15,Widowed,Craft-repair,Husband,White,Female,0,0,37,United-States,<=50K,NJ,17859,1,With Family,No,No,Yes
CEN-70568,74,Self-emp-inc,HS-grad,9,Divorced,Sales,Wife,Asian-Pac-Islander,Male,0,0,35,United-States,<=50K,IN,10309,3,With Family,Yes,No,No
CEN-70569,67,State-gov,Some-college,10,Separated,Machine-op-inspct,Not-in-family,White,Female,1920,0,34,United-States,<=50K,MA,43995,4,Other,Yes,No,Yes
CEN-70570,25,Private,Some-college,10,Never-married,Farming-fishing,Other-relative,White,Male,0,0,53,United-States,<=50K,NC,17286,4,Rent,Yes,No,No
CEN-70571,90,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Other-relative,Black,Male,0,0,61,United-States,<=50K,MI,11646,7,With Family,Yes,Yes,No
CEN-70572,79,Local-gov,Masters,14,Never-married,Sales,Husband,White,Female,0,0,44,United-States,>50K,NY,45663,7,Own,Yes,Yes,Yes
CEN-70573,25,Federal-gov,Masters,14,Separated,Transport-moving,Not-in-family,White,Female,0,0,52,United-States,<=50K,AL,15145,7,Own,No,No,No
CEN-70574,26,Self-emp-inc,10th,6,Widowed,Craft-repair,Other-relative,White,Female,0,0,57,United-States,<=50K,AL,44962,7,With Family,Yes,No,No
CEN-70575,48,Self-emp-inc,Some-college,10,Married-civ-spouse,Transport-moving,Not-in-family,White,Female,0,0,50,United-States,<=50K,NC,02751,6,Rent,Yes,No,No
CEN-70576,48,Federal-gov,Masters,14,Separated,Farming-fishing,Unmarried,White,Female,0,0,21,United-States,<=50K,OH,55908,2,Own,No,No,No
CEN-70577,67,Self-emp-inc,Bachelors,13,Divorced,Exec-managerial,Not-in-family,Black,Female,0,0,42,Italy,<=50K,VA,28899,5,Other,Yes,No,No
CEN-70578,71,Self-emp-not-inc,HS-grad,9,Divorced,Farming-fishing,Husband,Black,Male,0,0,53,United-States,<=50K,CO,50618,7,Other,Yes,No,No
CEN-70579,59,State-gov,Assoc-voc,11,Never-married,Exec-managerial,Other-relative,White,Female,0,0,47,United-States,<=50K,SC,29084,2,Other,Yes,No,No
CEN-70580,68,Self-emp-not-inc,11th,7,Separated,Other-service,Own-child,Black,Male,0,0,62,United-States,>50K,UT,16215,3,Other,Yes,No,No
CEN-70581,61,Private,Prof-school,15,Married-civ-spouse,Adm-clerical,Other-relative,Black,Female,0,0,54,United-States,<=50K,PA,46099,1,Rent,Yes,No,No
CEN-70582,23,State-gov,Assoc-acdm,12,Divorced,Exec-managerial,Own-child,Black,Male,0,0,45,United-States,<=50K,CT,46625,6,Rent,Yes,No,No
CEN-70583,81,State-gov,HS-grad,9,Widowed,Craft-repair,Husband,White,Male,0,0,38,United-States,<=50K,AZ,13097,6,Own,Yes,Yes,No
CEN-70584,40,Local-gov,Masters,14,Divorced,Farming-fishing,Not-in-family,White,Female,0,0,24,United-States,>50K,TX,32428,7,With Family,Yes,No,No
CEN-70585,73,Federal-gov,Bachelors,13,Never-married,Prof-specialty,Unmarried,White,Male,0,242,64,United-States,<=50K,MO,01933,6,Own,No,No,No
CEN-70586,57,Self-emp-inc,Doctorate,16,Never-married,Sales,Other-relative,White,Male,0,0,41,Philippines,>50K,IL,33126,6,With Family,Yes,No,No
CEN-70587,79,State-gov,Prof-school,15,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,43,United-States,>50K,MA,47493,1,Own,Yes,No,No
CEN-70588,86,Federal-gov,Prof-school,15,Married-civ-spouse,Tech-support,Own-child,White,Male,0,0,31,United-States,<=50K,OH,35904,5,Rent,Yes,Yes,No
CEN-70589,81,Local-gov,Some-college,10,Divorced,Sales,Own-child,Asian-Pac-Islander,Female,0,0,39,United-States,<=50K,OR,24361,1,Rent,No,Yes,Yes
CEN-70590,42,Private,11th,7,Separated,Transport-moving,Other-relative,White,Male,0,0,40,United-States,<=50K,VA,21975,3,With Family,Yes,No,No
CEN-70591,89,Self-emp-not-inc,Doctorate,16,Divorced,Machine-op-inspct,Wife,Amer-Indian-Eskimo,Male,0,0,37,United-States,>50K,IN,53530,1,Rent,Yes,Yes,No
CEN-70592,77,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,38,United-States,<=50K,VA,37709,1,Other,No,Yes,No
CEN-70593,78,State-gov,10th,6,Married-civ-spouse,Adm-clerical,Not-in-family,White,Female,0,0,27,Jamaica,<=50K,OK,03614,3,With Family,Yes,No,No
CEN-70594,79,Private,HS-grad,9,Divorced,Machine-op-inspct,Wife,Black,Male,0,0,30,Cuba,>50K,FL,26021,7,Rent,Yes,Yes,Yes
CEN-70595,33,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Unmarried,White,Male,0,0,39,United-States,>50K,NY,33384,5,With Family,No,No,No
CEN-70596,41,State-gov,Prof-school,15,Divorced,Other-service,Wife,White,Male,0,0,37,United-States,<=50K,MD,15084,5,Rent,Yes,Yes,No
CEN-70597,25,Local-gov,11th,7,Divorced,Adm-clerical,Husband,White,Male,0,0,51,United-States,<=50K,CA,10400,3,Rent,Yes,No,No
CEN-70598,72,Local-gov,Bachelors,13,Divorced,Sales,Other-relative,White,Female,0,0,40,United-States,<=50K,MD,04647,7,With Family,Yes,Yes,No
CEN-70599,29,Local-gov,Bachelors,13,Divorced,Tech-support,Unmarried,White,Male,9721,0,34,United-States,>50K,SC,06942,6,Own,Yes,No,No
CEN-70600,47,Local-gov,Assoc-acdm,12,Widowed,Transport-moving,Unmarried,Amer-Indian-Eskimo,Male,0,0,38,China,<=50K,WA,09123,2,Rent,Yes,Yes,Yes
CEN-70601,63,Federal-gov,Assoc-acdm,12,Divorced,Sales,Husband,Other,Male,0,0,33,United-States,>50K,AL,33873,6,With Family,No,Yes,No
CEN-70602,59,Self-emp-not-inc,Assoc-acdm,12,Divorced,Sales,Wife,White,Male,0,0,55,United-States,>50K,WI,15528,4,With Family,Yes,No,Yes
CEN-70603,78,Private,Masters,14,Never-married,Sales,Not-in-family,Amer-Indian-Eskimo,Female,0,0,38,United-States,>50K,PA,28004,3,With Family,Yes,No,No
CEN-70604,17,Federal-gov,Assoc-voc,11,Separated,Craft-repair,Not-in-family,Asian-Pac-Islander,Female,0,0,35,Philippines,<=50K,AL,50981,3,With Family,Yes,No,Yes
CEN-70605,54,Self-emp-inc,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Male,0,0,54,United-States,<=50K,PA,51207,6,Rent,Yes,No,Yes
CEN-70606,80,State-gov,11th,7,Never-married,Sales,Own-child,Other,Male,3323,0,39,United-States,<=50K,CT,42396,6,Other,Yes,Yes,No
CEN-70607,80,Self-emp-inc,HS-grad,9,Divorced,Farming-fishing,Own-child,White,Female,0,0,52,United-States,>50K,TN,27943,6,Own,Yes,No,No
CEN-70608,43,Private,Assoc-acdm,12,Widowed,Transport-moving,Own-child,Asian-Pac-Islander,Female,0,0,56,United-States,<=50K,CT,03488,3,Own,Yes,No,No
CEN-70609,47,Local-gov,Masters,14,Separated,Machine-op-inspct,Not-in-family,Other,Female,1089,0,29,United-States,<=50K,AZ,47575,7,With Family,Yes,No,No
CEN-70610,62,Local-gov,Some-college,10,Widowed,Machine-op-inspct,Husband,White,Male,0,0,53,United-States,<=50K,SC,55583,3,Own,No,No,No
CEN-70611,33,State-gov,Assoc-voc,11,Widowed,Exec-managerial,Wife,White,Female,0,0,45,United-States,<=50K,AZ,22690,4,Other,Yes,No,No
CEN-70612,37,Self-emp-inc,Assoc-voc,11,Never-married,Other-service,Other-relative,White,Male,0,0,57,United-States,>50K,MN,14877,4,With Family,Yes,No,No
CEN-70613,58,Federal-gov,Bachelors,13,Widowed,Exec-managerial,Unmarried,White,Male,0,0,57,United-States,<=50K,AZ,25830,3,Other,No,No,No
CEN-70614,64,Federal-gov,10th,6,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,3617,0,27,United-States,<=50K,IL,49083,5,Other,No,Yes,No
CEN-70615,77,Self-emp-not-inc,Masters,14,Married-civ-spouse,Transport-moving,Wife,White,Female,0,0,46,United-States,<=50K,CT,47143,5,With Family,Yes,Yes,No
CEN-70616,74,Local-gov,Masters,14,Divorced,Machine-op-inspct,Wife,White,Female,0,0,44,United-States,>50K,OK,41667,2,With Family,Yes,Yes,No
CEN-70617,54,Local-gov,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Female,0,0,31,United-States,<=50K,OR,24753,2,Other,Yes,No,No
