country,continent,year,lifeExp,pop,gdpPercap
El Salvador,Americas,1972,63.99,52571203,5043.58
El Salvador,Americas,1977,66.21,59316687,3509.21
El Salvador,Americas,1982,69.76,67662868,3176.94
El Salvador,Americas,1987,71.89,59388826,4379.97
El Salvador,Americas,1992,73.75,105791582,5645.6
El Salvador,Americas,1997,75.87,124716494,6870.66
El Salvador,Americas,2002,79.23,120660933,9726.93
El Salvador,Americas,2007,79.73,81047312,6698.38
Guatemala,Americas,1952,59.6,7870602,7115.3
Guatemala,Americas,1957,62.34,9162793,8464.9
Guatemala,Americas,1962,64.94,8852225,9709.24
Guatemala,Americas,1967,66.8,10162287,11101.8
Guatemala,Americas,1972,69.12,12177011,8768.26
Guatemala,Americas,1977,70.74,11107325,8839.44
Guatemala,Americas,1982,73.23,13919686,9807.05
Guatemala,Americas,1987,75.34,12668177,11715.08
Guatemala,Americas,1992,78.06,17094322,22370.53
Guatemala,Americas,1997,80.38,22829816,9061.83
Guatemala,Americas,2002,82.0,33711996,28077.06
Guatemala,Americas,2007,82.0,21421565,37782.96
Haiti,Americas,1952,55.11,47848665,1933.06
Haiti,Americas,1957,57.23,52016662,2192.09
Haiti,Americas,1962,57.21,53803857,2311.15
Haiti,Americas,1967,58.82,73492047,3389.96
Haiti,Americas,1972,58.9,65207511,3775.22
Haiti,Americas,1977,59.78,67434492,3988.24
Haiti,Americas,1982,61.87,74715131,5539.92
Haiti,Americas,1987,62.06,83348983,5698.63
Haiti,Americas,1992,62.63,77944681,2979.86
Haiti,Americas,1997,64.6,108806332,11428.65
Haiti,Americas,2002,65.21,206041961,3999.92
Haiti,Americas,2007,66.24,213854823,11318.7
Honduras,Americas,1952,60.97,29223168,5458.78
Honduras,Americas,1957,62.27,31776647,5502.65
Honduras,Americas,1962,63.93,36770411,6604.01
Honduras,Americas,1967,65.04,42082620,7103.01
Honduras,Americas,1972,67.04,41916977,10634.77
Honduras,Americas,1977,67.42,58595971,10591.48
Honduras,Americas,1982,69.37,51158622,10190.48
Honduras,Americas,1987,70.92,70358718,17646.49
Honduras,Americas,1992,71.52,87135704,15734.23
Honduras,Americas,1997,73.92,70076054,12744.91
Honduras,Americas,2002,75.89,60664786,18212.45
Honduras,Americas,2007,76.61,123137142,10213.34
Jamaica,Americas,1952,49.34,31122056,4643.04
Jamaica,Americas,1957,50.55,34668465,5683.15
Jamaica,Americas,1962,52.69,41437783,5135.07
Jamaica,Americas,1967,54.8,50915560,5612.57
Jamaica,Americas,1972,56.56,51818862,7575.61
Jamaica,Americas,1977,57.71,60133877,6345.14
Jamaica,Americas,1982,59.85,77499943,6583.53
Jamaica,Americas,1987,60.73,62429976,8030.44
Jamaica,Americas,1992,63.98,89385586,7620.09
Jamaica,Americas,1997,65.05,112001540,6587.46
Jamaica,Americas,2002,67.43,114718671,12533.63
Jamaica,Americas,2007,68.82,114720642,13412.65
Mexico,Americas,1952,49.53,18645194,5668.58
Mexico,Americas,1957,51.85,22087509,7184.41
Mexico,Americas,1962,53.59,21045034,6550.94
Mexico,Americas,1967,56.71,22843949,9182.07
Mexico,Americas,1972,57.55,27074541,6790.87
Mexico,Americas,1977,61.66,31971042,10999.21
Mexico,Americas,1982,64.39,29206235,11475.23
Mexico,Americas,1987,66.24,51254149,21885.66
Mexico,Americas,1992,68.67,55308391,27489.2
Mexico,Americas,1997,69.94,48542543,9993.32
Mexico,Americas,2002,74.04,33405671,23264.2
Mexico,Americas,2007,76.26,50966205,10549.67
Nicaragua,Americas,1952,62.97,30217817,1909.48
Nicaragua,Americas,1957,64.65,34154208,1984.61
Nicaragua,Americas,1962,67.45,38609136,2039.75
Nicaragua,Americas,1967,67.52,41977660,2825.7
Nicaragua,Americas,1972,69.81,38085358,3769.59
Nicaragua,Americas,1977,72.67,46727813,3716.58
Nicaragua,Americas,1982,73.55,61541966,4287.21
Nicaragua,Americas,1987,75.59,52062843,5755.85
Nicaragua,Americas,1992,77.9,97592983,7353.3
Nicaragua,Americas,1997,79.36,59641672,3257.8
Nicaragua,Americas,2002,80.64,92229315,2388.67
Nicaragua,Americas,2007,82.0,123626012,5127.1
Panama,Americas,1952,57.91,5801040,4314.05
Panama,Americas,1957,61.47,6543848,5206.6
Panama,Americas,1962,62.46,6507680,5000.11
Panama,Americas,1967,64.35,8841103,5625.62
Panama,Americas,1972,66.55,8278321,6764.37
Panama,Americas,1977,67.75,10028693,6632.9
Panama,Americas,1982,70.3,13330241,12128.1
Panama,Americas,1987,72.35,11100774,8752.0
Panama,Americas,1992,73.08,17182582,18261.42
Panama,Americas,1997,74.72,19312745,9076.21
Panama,Americas,2002,78.4,16809632,14084.43
Panama,Americas,2007,79.71,17562488,14677.44
Paraguay,Americas,1952,54.39,22770810,2717.41
Paraguay,Americas,1957,55.46,25104549,2853.07
Paraguay,Americas,1962,57.42,28786455,2911.15
Paraguay,Americas,1967,59.1,30868198,2929.09
Paraguay,Americas,1972,60.63,37510839,3977.59
Paraguay,Americas,1977,62.06,41984644,4300.93
Paraguay,Americas,1982,63.52,47189253,3428.03
Paraguay,Americas,1987,66.11,61602265,4647.45
Paraguay,Americas,1992,66.12,46430791,7590.88
Paraguay,Americas,1997,67.65,82274585,3677.11
Paraguay,Americas,2002,69.42,37764515,4942.01
Paraguay,Americas,2007,71.5,78314862,3657.32
Peru,Americas,1952,44.94,37456686,6833.0
Peru,Americas,1957,46.77,39946131,7118.99
Peru,Americas,1962,48.75,44946442,7385.18
Peru,Americas,1967,49.38,54436543,9135.02
Peru,Americas,1972,51.43,62619697,11213.09
Peru,Americas,1977,53.2,49023590,9694.03
Peru,Americas,1982,55.29,70337065,19260.32
Peru,Americas,1987,56.61,69826185,21528.21
Peru,Americas,1992,58.48,74092244,27090.97
Peru,Americas,1997,60.06,64227189,8897.07
Peru,Americas,2002,62.05,90383903,25891.74
Peru,Americas,2007,61.53,102424310,40917.33
Puerto Rico,Americas,1952,47.19,16032301,1550.03
Puerto Rico,Americas,1957,47.95,16496638,1569.79
Puerto Rico,Americas,1962,50.37,21052530,1959.88
Puerto Rico,Americas,1967,50.95,18077319,1650.52
Puerto Rico,Americas,1972,52.66,20389034,2589.45
Puerto Rico,Americas,1977,52.76,29972696,2472.22
Puerto Rico,Americas,1982,55.34,37105373,1900.99
Puerto Rico,Americas,1987,55.15,25441431,5606.82
Puerto Rico,Americas,1992,56.75,31902474,5073.19
Puerto Rico,Americas,1997,59.09,35510433,5991.56
Puerto Rico,Americas,2002,60.22,33227214,1992.96
Puerto Rico,Americas,2007,61.52,69169095,6080.24
Trinidad and Tobago,Americas,1952,53.6,5198359,2437.53
Trinidad and Tobago,Americas,1957,56.0,5943653,2776.01
Trinidad and Tobago,Americas,1962,56.87,6399316,2755.95
Trinidad and Tobago,Americas,1967,58.86,7569316,3023.34
Trinidad and Tobago,Americas,1972,59.63,8093281,3672.36
Trinidad and Tobago,Americas,1977,62.03,8751944,3024.13
Trinidad and Tobago,Americas,1982,63.47,9740527,6513.68
Trinidad and Tobago,Americas,1987,65.4,9842352,3463.84
Trinidad and Tobago,Americas,1992,65.94,11733369,3983.1
Trinidad and Tobago,Americas,1997,68.35,9115804,8090.96
Trinidad and Tobago,Americas,2002,69.98,13090707,8737.67
Trinidad and Tobago,Americas,2007,70.31,15587551,3572.85
United States,Americas,1952,57.96,28840818,2030.3
United States,Americas,1957,58.31,31494322,2416.17
United States,Americas,1962,61.38,35392666,2576.59
United States,Americas,1967,61.84,45590995,2819.02
United States,Americas,1972,62.21,46203525,4184.6
United States,Americas,1977,64.67,46653997,2582.48
United States,Americas,1982,66.19,60584801,3056.34
United States,Americas,1987,67.53,54467575,3073.2
United States,Americas,1992,68.73,58490893,4155.55
United States,Americas,1997,70.51,76995748,3808.13
United States,Americas,2002,72.04,74991792,8118.42
United States,Americas,2007,73.4,109543416,4640.07
Uruguay,Americas,1952,65.53,32560273,4486.06
Uruguay,Americas,1957,66.14,36637611,5435.44
Uruguay,Americas,1962,66.4,41934607,5687.13
Uruguay,Americas,1967,68.37,39989971,5168.75
Uruguay,Americas,1972,70.01,45855028,6682.23
Uruguay,Americas,1977,69.82,46561088,6990.81
Uruguay,Americas,1982,71.54,70468286,5927.1
Uruguay,Americas,1987,73.32,85963007,5742.17
Uruguay,Americas,1992,74.06,96554655,18181.17
Uruguay,Americas,1997,75.47,97536150,24184.25
Uruguay,Americas,2002,75.93,77021501,17423.12
Uruguay,Americas,2007,77.49,57503653,7743.09
Venezuela,Americas,1952,53.86,3466299,4189.62
Venezuela,Americas,1957,56.55,3719087,4970.39
Venezuela,Americas,1962,58.37,3872266,4345.45
Venezuela,Americas,1967,60.92,5212779,5217.58
Venezuela,Americas,1972,63.76,5168427,6208.85
Venezuela,Americas,1977,65.91,5341008,5611.99
Venezuela,Americas,1982,66.73,8142485,10341.7
Venezuela,Americas,1987,70.37,6588843,12134.93
Venezuela,Americas,1992,71.91,9320013,14410.4
Venezuela,Americas,1997,74.49,10275267,8902.6
Venezuela,Americas,2002,76.4,13419199,22325.42
Venezuela,Americas,2007,78.26,14601619,25370.67
Afghanistan,Asia,1952,46.9,124880767,559.36
Afghanistan,Asia,1957,50.09,140943943,595.99
Afghanistan,Asia,1962,52.66,153171129,617.29
Afghanistan,Asia,1967,56.37,145411734,794.25
Afghanistan,Asia,1972,58.89,207418656,983.0
Afghanistan,Asia,1977,61.71,247946634,856.52
Afghanistan,Asia,1982,66.04,270011862,1631.38
Afghanistan,Asia,1987,68.65,337500595,730.7
Afghanistan,Asia,1992,71.37,337503013,1647.5
Afghanistan,Asia,1997,75.51,198052127,2673.26
Afghanistan,Asia,2002,78.19,218865733,2535.26
Afghanistan,Asia,2007,82.0,444315708,4363.13
Bangladesh,Asia,1952,47.33,174342110,1915.21
Bangladesh,Asia,1957,48.79,195774986,2002.45
Bangladesh,Asia,1962,52.67,195202468,2080.8
Bangladesh,Asia,1967,54.33,221804479,3009.67
Bangladesh,Asia,1972,56.37,266417946,2251.96
Bangladesh,Asia,1977,61.27,232444900,2469.07
Bangladesh,Asia,1982,62.91,286776006,4810.6
Bangladesh,Asia,1987,66.21,393737106,4106.54
Bangladesh,Asia,1992,68.03,269412115,5474.3
Bangladesh,Asia,1997,71.8,549042157,7634.94
Bangladesh,Asia,2002,74.65,673487057,5396.71
Bangladesh,Asia,2007,77.11,370803230,4083.44
Cambodia,Asia,1952,52.99,138960237,3005.72
Cambodia,Asia,1957,54.96,153524133,3496.78
Cambodia,Asia,1962,57.39,158034345,3502.24
Cambodia,Asia,1967,58.74,189895733,3874.74
Cambodia,Asia,1972,60.75,242125595,4259.25
Cambodia,Asia,1977,62.31,221305491,5279.39
Cambodia,Asia,1982,64.85,230049100,4892.05
Cambodia,Asia,1987,66.05,234417629,6565.88
Cambodia,Asia,1992,68.92,397893243,4455.03
Cambodia,Asia,1997,69.98,282713135,3935.51
Cambodia,Asia,2002,72.35,325090464,11394.4
Cambodia,Asia,2007,73.96,612747034,15759.44
China,Asia,1952,41.67,52838131,555.43
China,Asia,1957,45.4,55380117,588.78
China,Asia,1962,47.54,70450756,642.14
China,Asia,1967,49.43,75186854,694.82
China,Asia,1972,53.46,72163651,1098.2
China,Asia,1977,56.92,103634118,787.82
China,Asia,1982,60.26,75712967,648.11
China,Asia,1987,62.97,126886043,1760.07
China,Asia,1992,65.65,142225285,845.1
China,Asia,1997,68.15,153073163,2352.79
China,Asia,2002,70.5,105222338,3483.31
China,Asia,2007,74.23,257703378,1828.61
Hong Kong,Asia,1952,58.53,160187193,2642.85
Hong Kong,Asia,1957,62.48,181378742,2833.77
Hong Kong,Asia,1962,64.82,193946577,3548.86
Hong Kong,Asia,1967,68.25,233123729,3990.37
Hong Kong,Asia,1972,72.36,260601057,5542.4
Hong Kong,Asia,1977,76.15,306296930,4053.67
Hong Kong,Asia,1982,79.34,312310843,8097.61
Hong Kong,Asia,1987,82.0,232427485,4472.93
Hong Kong,Asia,1992,82.0,290459633,6526.52
Hong Kong,Asia,1997,82.0,253347315,4726.36
Hong Kong,Asia,2002,82.0,534214648,6269.68
Hong Kong,Asia,2007,82.0,447240793,8619.93
India,Asia,1952,48.09,102179109,1302.02
India,Asia,1957,50.89,108444524,1322.05
India,Asia,1962,52.04,110391575,1513.25
India,Asia,1967,54.4,126618655,1452.48
India,Asia,1972,56.04,165427517,2407.57
India,Asia,1977,57.99,146411140,2191.5
India,Asia,1982,58.52,175733393,1984.79
India,Asia,1987,61.83,241337504,2365.37
India,Asia,1992,63.47,161286889,3108.75
India,Asia,1997,65.2,198734517,1672.49
India,Asia,2002,67.65,284470510,5505.29
India,Asia,2007,68.64,460416924,3126.18
Indonesia,Asia,1952,48.46,105693538,3945.61
Indonesia,Asia,1957,51.92,113008359,4539.99
Indonesia,Asia,1962,54.93,130006161,4481.23
Indonesia,Asia,1967,56.92,142733179,4492.53
Indonesia,Asia,1972,61.41,158348853,7942.75
Indonesia,Asia,1977,63.49,143687845,4998.25
Indonesia,Asia,1982,67.38,203900366,9828.63
Indonesia,Asia,1987,68.73,213531800,8687.48
Indonesia,Asia,1992,72.62,173401771,15211.59
Indonesia,Asia,1997,75.35,215876087,9656.06
Indonesia,Asia,2002,78.64,270317748,24622.14
Indonesia,Asia,2007,81.45,296636824,19098.45
Iran,Asia,1952,40.41,66689642,1606.61
Iran,Asia,1957,44.53,75343681,1673.79
Iran,Asia,1962,47.19,81204828,1917.77
Iran,Asia,1967,50.36,98972062,2359.85
Iran,Asia,1972,53.34,104234190,3451.84
Iran,Asia,1977,56.68,115794012,1853.28
Iran,Asia,1982,58.85,97268913,2085.99
Iran,Asia,1987,62.47,130320949,3226.23
Iran,Asia,1992,65.52,111866844,3997.38
Iran,Asia,1997,68.49,212533871,3533.25
Iran,Asia,2002,72.07,130607832,4545.04
Iran,Asia,2007,74.41,215283263,11404.15
Iraq,Asia,1952,40.88,121426114,2177.48
Iraq,Asia,1957,43.77,127404383,2317.84
Iraq,Asia,1962,47.05,147970406,2357.42
Iraq,Asia,1967,47.83,171998476,3543.75
Iraq,Asia,1972,51.69,180763921,3691.92
Iraq,Asia,1977,54.19,161690191,2866.66
Iraq,Asia,1982,56.26,268768827,4686.24
Iraq,Asia,1987,58.7,314367783,5297.14
Iraq,Asia,1992,62.3,352679430,7697.57
Iraq,Asia,1997,64.39,249129477,4051.35
Iraq,Asia,2002,66.37,250901543,4331.07
Iraq,Asia,2007,69.42,270591779,5560.01
Israel,Asia,1952,56.56,62535122,2038.77
Israel,Asia,1957,60.63,72669498,2443.92
Israel,Asia,1962,63.7,76418754,3035.69
Israel,Asia,1967,67.79,97402565,3611.5
Israel,Asia,1972,71.0,85595033,3961.82
Israel,Asia,1977,74.74,92617615,3802.45
Israel,Asia,1982,77.59,114379266,3481.74
Israel,Asia,1987,81.33,135131230,2685.1
Israel,Asia,1992,82.0,108759637,5043.84
Israel,Asia,1997,82.0,218757536,7290.79
Israel,Asia,2002,82.0,153837424,4568.45
Israel,Asia,2007,82.0,308592097,3173.2
Japan,Asia,1952,45.71,178754224,2825.31
Japan,Asia,1957,48.19,188001781,2938.67
Japan,Asia,1962,51.62,215220223,3184.93
Japan,Asia,1967,54.82,252545121,3503.5
Japan,Asia,1972,57.2,302203178,5577.93
Japan,Asia,1977,61.03,279944102,4297.06
Japan,Asia,1982,63.15,366420103,5095.02
Japan,Asia,1987,66.22,301361781,6386.69
Japan,Asia,1992,69.57,335743050,5771.18
Japan,Asia,1997,72.87,387697380,4250.65
Japan,Asia,2002,76.33,667216599,14216.84
Japan,Asia,2007,79.35,832484591,8721.32
Jordan,Asia,1952,46.23,159546370,3071.68
Jordan,Asia,1957,48.91,184140543,3749.39
Jordan,Asia,1962,51.16,186593929,3995.4
Jordan,Asia,1967,54.5,244175336,4305.91
Jordan,Asia,1972,56.37,226676891,4640.53
Jordan,Asia,1977,59.81,296588974,5750.6
Jordan,Asia,1982,62.35,235164845,4571.12
Jordan,Asia,1987,64.87,352455282,4993.25
Jordan,Asia,1992,68.17,257132003,4107.28
Jordan,Asia,1997,71.3,564531974,8153.55
Jordan,Asia,2002,73.26,296899687,20495.76
Jordan,Asia,2007,75.72,394520814,21666.98
Korea,Asia,1952,58.93,16230353,1631.22
Korea,Asia,1957,62.26,17699690,1732.97
Korea,Asia,1962,65.71,21016140,2095.34
Korea,Asia,1967,67.97,19555237,2117.1
Korea,Asia,1972,71.46,28777468,1886.41
Korea,Asia,1977,74.36,31813769,2260.04
Korea,Asia,1982,77.86,36941094,2831.95
Korea,Asia,1987,81.81,25397115,3567.41
Korea,Asia,1992,82.0,44020507,3454.68
Korea,Asia,1997,82.0,47361539,2365.97
Korea,Asia,2002,82.0,35498388,9932.31
Korea,Asia,2007,82.0,41833273,11174.11
Kuwait,Asia,1952,40.33,194315692,1696.37
Kuwait,Asia,1957,42.41,226440337,2006.03
Kuwait,Asia,1962,44.96,234117580,2338.89
Kuwait,Asia,1967,47.17,241198118,2008.16
Kuwait,Asia,1972,49.13,258222102,3359.2
Kuwait,Asia,1977,52.61,305097765,2565.4
Kuwait,Asia,1982,53.92,313874905,4216.36
Kuwait,Asia,1987,57.27,445402084,6647.26
Kuwait,Asia,1992,58.22,561711290,6131.13
Kuwait,Asia,1997,60.67,620451237,2582.82
Kuwait,Asia,2002,64.45,559043228,7499.12
Kuwait,Asia,2007,66.36,870780867,2604.65
Lebanon,Asia,1952,55.37,180957652,2209.03
Lebanon,Asia,1957,59.2,201326478,2556.25
Lebanon,Asia,1962,62.33,228919344,2517.22
Lebanon,Asia,1967,64.01,229359372,3258.2
Lebanon,Asia,1972,65.82,226256397,2573.38
Lebanon,Asia,1977,68.66,240062024,3813.37
Lebanon,Asia,1982,71.27,265793997,5100.98
Lebanon,Asia,1987,73.96,387787671,6927.58
Lebanon,Asia,1992,76.84,365644482,5283.73
Lebanon,Asia,1997,78.38,610109723,12211.39
Lebanon,Asia,2002,80.86,535878070,8687.1
Lebanon,Asia,2007,82.0,481220644,9603.7
Malaysia,Asia,1952,46.39,124361721,3968.09
Malaysia,Asia,1957,50.15,140455759,5018.63
Malaysia,Asia,1962,50.83,150739937,4704.24
Malaysia,Asia,1967,54.59,181985715,7352.77
Malaysia,Asia,1972,54.91,203057341,6420.95
Malaysia,Asia,1977,57.01,178006527,4798.33
Malaysia,Asia,1982,59.03,246362673,7855.85
Malaysia,Asia,1987,61.14,286008275,13447.97
Malaysia,Asia,1992,62.67,248728594,6125.56
Malaysia,Asia,1997,64.31,252101330,5861.55
Malaysia,Asia,2002,66.07,524868783,6264.9
Malaysia,Asia,2007,68.11,242491212,30489.76
Mongolia,Asia,1952,41.45,32139568,4516.12
Mongolia,Asia,1957,43.71,35550477,4601.25
Mongolia,Asia,1962,46.51,43132645,6622.48
Mongolia,Asia,1967,48.17,46207448,6526.96
Mongolia,Asia,1972,50.5,45541022,8355.74
Mongolia,Asia,1977,53.27,52924309,7727.23
Mongolia,Asia,1982,55.34,66950576,6906.15
Mongolia,Asia,1987,57.84,51229456,7193.68
Mongolia,Asia,1992,59.77,51317773,8269.02
Mongolia,Asia,1997,62.45,67306227,19151.72
Mongolia,Asia,2002,64.78,124874602,27119.81
Mongolia,Asia,2007,66.85,107825089,8545.81
Myanmar,Asia,1952,45.52,51470315,4003.9
Myanmar,Asia,1957,48.18,57918323,4453.2
Myanmar,Asia,1962,50.35,61875529,5312.78
Myanmar,Asia,1967,53.29,60509139,4741.73
Myanmar,Asia,1972,54.6,60456923,4315.99
Myanmar,Asia,1977,59.07,100808077,4839.71
Myanmar,Asia,1982,60.73,77583473,7620.36
Myanmar,Asia,1987,63.07,104134905,12662.41
Myanmar,Asia,1992,67.46,139183956,5507.98
Myanmar,Asia,1997,69.32,173523635,22359.93
Myanmar,Asia,2002,71.2,227422618,14315.92
Myanmar,Asia,2007,75.06,160309589,8968.84
Nepal,Asia,1952,46.31,25013724,2524.39
Nepal,Asia,1957,47.9,28728532,2945.33
Nepal,Asia,1962,49.64,30892551,3719.55
Nepal,Asia,1967,51.79,38550929,3444.25
Nepal,Asia,1972,53.76,45118110,3283.51
Nepal,Asia,1977,56.47,44680461,6745.01
Nepal,Asia,1982,57.61,36351711,3317.69
Nepal,Asia,1987,59.89,52919194,3202.07
Nepal,Asia,1992,62.12,41962055,3255.33
Nepal,Asia,1997,63.19,45174702,12730.29
Nepal,Asia,2002,65.81,54569888,9161.52
Nepal,Asia,2007,67.09,51811090,12346.41
Oman,Asia,1952,49.46,150859770,2912.66
Oman,Asia,1957,50.4,164719457,3327.25
Oman,Asia,1962,52.31,180748812,3504.38
Oman,Asia,1967,54.25,221890633,3933.25
Oman,Asia,1972,55.94,269121882,5452.06
Oman,Asia,1977,57.01,284364281,3567.5
Oman,Asia,1982,60.36,275694378,4762.82
Oman,Asia,1987,61.26,290076978,4631.85
Oman,Asia,1992,63.73,284502404,9482.96
Oman,Asia,1997,65.08,250917704,12470.31
Oman,Asia,2002,66.59,477316254,4361.96
Oman,Asia,2007,67.85,632366461,9659.13
Pakistan,Asia,1952,54.44,9046973,2547.0
Pakistan,Asia,1957,56.48,9732439,3008.43
Pakistan,Asia,1962,59.61,11721659,2714.32
Pakistan,Asia,1967,62.15,12986766,3963.24
Pakistan,Asia,1972,65.25,11806806,4619.5
Pakistan,Asia,1977,68.07,15368545,3046.41
Pakistan,Asia,1982,70.59,16516101,7663.23
Pakistan,Asia,1987,73.38,14719018,8332.81
Pakistan,Asia,1992,75.77,21892372,4067.76
Pakistan,Asia,1997,78.56,22916551,13143.0
Pakistan,Asia,2002,80.87,16810931,4540.44
Pakistan,Asia,2007,82.0,16079690,16372.93
Philippines,Asia,1952,50.11,104759220,1835.49
Philippines,Asia,1957,50.9,121153656,1931.94
Philippines,Asia,1962,53.91,136694804,2548.29
Philippines,Asia,1967,55.35,134517561,2809.19
Philippines,Asia,1972,56.61,155776191,2526.76
Philippines,Asia,1977,57.64,142614805,2449.96
Philippines,Asia,1982,59.48,258394413,4384.21
Philippines,Asia,1987,61.83,244591875,4555.46
Philippines,Asia,1992,63.22,155257288,5847.81
Philippines,Asia,1997,64.4,317100855,4072.82
Philippines,Asia,2002,65.88,353675167,12601.45
Philippines,Asia,2007,68.0,213873558,14138.98
Saudi Arabia,Asia,1952,41.76,56685065,3362.89
Saudi Arabia,Asia,1957,42.52,60120026,3891.4
Saudi Arabia,Asia,1962,44.98,66364047,3862.16
Saudi Arabia,Asia,1967,45.57,76796270,4951.47
Saudi Arabia,Asia,1972,48.06,69596401,4750.84
Saudi Arabia,Asia,1977,49.15,113007625,8769.62
Saudi Arabia,Asia,1982,50.98,84723471,3970.28
Saudi Arabia,Asia,1987,52.58,119228111,12756.07
Saudi Arabia,Asia,1992,54.48,127109561,11879.45
Saudi Arabia,Asia,1997,55.33,108046144,4640.71
Saudi Arabia,Asia,2002,57.19,99612765,11401.67
Saudi Arabia,Asia,2007,58.6,111911282,9357.51
Singapore,Asia,1952,57.61,22144026,3661.38
Singapore,Asia,1957,60.57,24142508,4088.62
Singapore,Asia,1962,62.45,26663677,4467.55
Singapore,Asia,1967,65.02,26333453,4500.06
Singapore,Asia,1972,66.99,33997422,6873.01
Singapore,Asia,1977,69.44,31957519,5873.3
Singapore,Asia,1982,70.43,34029672,8593.7
Singapore,Asia,1987,74.1,41403487,9048.99
Singapore,Asia,1992,76.15,57306285,7588.41
Singapore,Asia,1997,78.46,45413937,18548.26
Singapore,Asia,2002,80.52,97385137,18950.21
Singapore,Asia,2007,82.0,71224432,12419.16
Sri Lanka,Asia,1952,45.14,183008458,4487.41
Sri Lanka,Asia,1957,47.97,206003643,5082.23
Sri Lanka,Asia,1962,50.06,239814339,6111.12
Sri Lanka,Asia,1967,52.05,232206020,5068.05
Sri Lanka,Asia,1972,54.59,233453294,5749.52
Sri Lanka,Asia,1977,56.71,247456995,6820.55
Sri Lanka,Asia,1982,58.83,270531548,6150.09
Sri Lanka,Asia,1987,60.72,394877154,10666.01
Sri Lanka,Asia,1992,63.66,328533596,18230.84
Sri Lanka,Asia,1997,65.64,590287708,19007.75
Sri Lanka,Asia,2002,68.05,377629191,29694.93
Sri Lanka,Asia,2007,69.86,630344325,34662.74
Syria,Asia,1952,46.22,190192994,3647.79
Syria,Asia,1957,48.86,202502742,4227.0
Syria,Asia,1962,50.33,226173601,4836.73
Syria,Asia,1967,52.8,270360451,6059.04
Syria,Asia,1972,55.01,338576480,5839.33
Syria,Asia,1977,57.99,259943941,4644.88
Syria,Asia,1982,59.59,356760447,5393.72
Syria,Asia,1987,62.34,358049637,5543.75
Syria,Asia,1992,65.8,431832678,9701.05
Syria,Asia,1997,67.38,725476134,9896.58
Syria,Asia,2002,69.7,530899589,14491.59
Syria,Asia,2007,71.9,396333871,14097.14
Taiwan,Asia,1952,57.76,133455928,2777.2
Taiwan,Asia,1957,60.15,145850290,3249.45
Taiwan,Asia,1962,62.7,149020310,3381.52
Taiwan,Asia,1967,65.21,184521774,2954.15
Taiwan,Asia,1972,67.64,219081678,3505.62
Taiwan,Asia,1977,69.37,272391345,4199.96
Taiwan,Asia,1982,72.05,231672925,3631.7
Taiwan,Asia,1987,74.17,197448736,3336.7
Taiwan,Asia,1992,76.61,286804992,6190.28
Taiwan,Asia,1997,78.69,279690526,13029.85
Taiwan,Asia,2002,80.02,288860280,3695.5
Taiwan,Asia,2007,82.0,326421329,4400.98
Thailand,Asia,1952,56.46,68305795,2278.62
Thailand,Asia,1957,59.39,75774086,2522.23
Thailand,Asia,1962,62.09,81098752,2558.57
Thailand,Asia,1967,63.44,100960979,2936.16
Thailand,Asia,1972,65.74,92209649,2801.32
Thailand,Asia,1977,67.25,137264666,3148.62
Thailand,Asia,1982,69.29,99694329,4440.06
Thailand,Asia,1987,72.14,164391363,7347.19
Thailand,Asia,1992,73.41,171644102,7502.59
Thailand,Asia,1997,77.18,182059117,9653.44
Thailand,Asia,2002,79.75,171840951,3294.9
Thailand,Asia,2007,81.77,306352333,11034.13
Vietnam,Asia,1952,51.81,4685050,3231.19
Vietnam,Asia,1957,55.13,4907467,3830.91
Vietnam,Asia,1962,57.12,5694888,4761.13
Vietnam,Asia,1967,58.56,6022344,4990.45
Vietnam,Asia,1972,62.0,6727102,3707.51
Vietnam,Asia,1977,64.09,7131954,4062.3
Vietnam,Asia,1982,66.09,6807297,5169.21
Vietnam,Asia,1987,67.7,7058934,7168.77
Vietnam,Asia,1992,70.71,13715420,6967.97
Vietnam,Asia,1997,72.86,9133407,16811.89
Vietnam,Asia,2002,74.66,17903962,9096.08
Vietnam,Asia,2007,76.71,10182582,17496.79
Yemen,Asia,1952,41.54,67916733,596.17
Yemen,Asia,1957,43.62,76576338,680.43
Yemen,Asia,1962,45.43,82304883,808.8
Yemen,Asia,1967,47.49,83369399,810.8
Yemen,Asia,1972,49.38,115862940,1058.77
Yemen,Asia,1977,51.51,91973275,1568.0
Yemen,Asia,1982,54.02,99601964,1527.73
Yemen,Asia,1987,56.45,116560342,1682.97
Yemen,Asia,1992,57.95,211280748,1021.54
Yemen,Asia,1997,60.8,141524998,1251.16
Yemen,Asia,2002,62.63,131900606,896.26
Yemen,Asia,2007,65.13,261126748,4036.98
Albania,Europe,1952,60.84,22997857,6674.9
Albania,Europe,1957,61.46,26265175,8153.08
Albania,Europe,1962,62.27,29600352,8840.19
Albania,Europe,1967,62.4,33297681,7980.13
Albania,Europe,1972,63.93,38967683,12272.12
Albania,Europe,1977,64.06,40055555,8690.79
Albania,Europe,1982,65.57,32898040,14341.56
Albania,Europe,1987,66.24,35793729,15559.21
Albania,Europe,1992,65.91,50475568,10730.41
Albania,Europe,1997,67.87,54416298,21801.74
Albania,Europe,2002,67.72,63790569,34287.91
Albania,Europe,2007,68.8,44482171,9505.78
Austria,Europe,1952,64.0,6775607,11840.79
