track_id,track_name,artist_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,genre
2Lw7VHrZlzj5aiVh0eVpSE,Summer Sky,Liam Lee,51,317688,False,0.853,0.903,3,-4.249,1,0.02,0.357,0.0,0.008,0.391,108.787,3,electronic
gIsF8XzI6CRI4KwbivHYvb,Empty Night,Charles Turner,28,199894,False,0.83,0.842,5,-1.642,1,0.076,0.585,0.0,0.378,0.763,82.672,4,latin
7R46fmrDJYdofGOy8dFoAC,Rising Light,Liam Smith,11,313049,True,0.549,0.428,8,-11.926,1,0.002,0.315,0.001,0.289,0.398,98.771,4,blues
WxDjZIgxRjoJ9ARr5dMYWg,Electric Moon,Patricia Adams,48,350843,False,0.649,0.395,9,-12.977,1,0.061,0.136,0.139,0.248,0.624,102.388,4,jazz
dathijYqxWwYmqWOcRa6Ch,Electric Sky,Isabella Lewis,44,280029,False,0.428,0.507,3,-6.127,1,0.017,0.55,0.171,0.022,0.488,111.248,4,blues
FpUgwgM2J0ihXcBCwYs9u5,Blue Light,Amelia Brown,37,191596,False,0.352,0.352,11,-13.52,0,0.046,0.317,0.062,0.068,0.44,94.468,4,classical
58Ff3LD6ofcbs6bw2Ce2V2,Falling Wave,Thomas Thomas,31,222058,True,0.875,0.436,4,-9.48,1,0.036,0.129,0.183,0.298,0.427,108.696,4,jazz
ZBnpjGajMUTekZ5mQr3MBh,Rainy Sky,Mia Green,57,204934,False,0.753,0.82,11,-8.216,1,0.074,0.428,0.016,0.336,0.441,109.764,4,hip-hop
D3K8JZSGVM4sHNj8UgNmjW,Frozen Soul,Susan Nelson,31,276141,False,0.595,0.694,1,1.5,0,0.016,0.16,0.019,0.169,0.526,112.261,3,pop
bj7XYP8DYh0KiSVRv9ALcI,Silent Rain,Avery Hall,3,229899,False,0.376,0.147,0,-2.896,1,0.036,0.385,0.008,0.175,0.497,69.997,4,classical
QphwIT3cFJnhgQzn86Qlog,Lonely Sun,Logan Miller,9,337299,True,0.561,0.698,10,-4.628,1,0.048,0.204,0.013,0.095,0.383,121.989,4,rock
fb3n1u6ETTpWSFnonVFAFf,Broken Shadow,Sophia Phillips,96,260785,True,0.661,0.945,1,-5.179,0,0.025,0.055,0.007,0.034,0.492,133.264,4,electronic
ZaLe5s5s3MaSqBBYZx1tYM,Winter Sun,Mia Thomas,42,253556,True,0.423,0.638,7,0.364,0,0.19,0.213,0.014,0.308,0.47,99.927,4,rock
4n0xSBXz7ZiG9enQ78W6w9,Rising Storm,John Lewis,72,227898,False,0.581,1.0,11,-11.669,0,0.045,0.086,0.001,0.148,0.198,152.757,4,punk
uNvrPNYUWKdh1BxNcH1wXm,Golden Sun,Madison Davis,43,129852,False,0.562,0.95,2,-4.897,1,0.008,0.15,0.114,0.091,0.42,139.58,4,rock
w6JCjX1jTKVLEJymGK5Ov6,Frozen Sky,Robert Nelson,39,310130,False,0.522,0.799,4,-13.326,0,0.089,0.172,0.002,0.12,0.0,164.079,4,punk
JaFUUgL0vNLQXXZYBh4Rvj,Rainy Sky,Barbara Roberts,16,313072,False,0.57,0.431,9,-6.338,0,0.001,0.066,0.049,0.006,0.396,102.774,4,soul
r9isG84aynARzE1hyJpOjo,Silent Storm,Emily Phillips,57,328391,True,0.708,0.345,3,-7.067,1,0.067,0.376,0.017,0.13,0.662,92.533,4,soul
NGy5Ks84hUARBZnJKPqB0t,Rising Love,Jessica Baker,22,303846,True,0.712,0.934,3,-4.306,1,0.011,0.091,0.053,0.311,0.625,120.072,4,pop
6slbN4aOS9JFAS1isgPxiB,Summer Rain,Michael Martin,81,263269,False,0.397,1.0,6,1.5,1,0.22,0.187,0.049,0.27,0.108,143.622,4,metal
F3tv0pgxze9nvsi5KluQgq,Rainy Storm,Ryan Evans,15,251702,True,0.594,0.453,3,-5.281,1,0.098,0.596,0.052,0.269,0.443,91.458,4,folk
hLh0bo1OL13hUXRPd1tSgB,Silent Echo,Sarah Martin,16,188775,False,0.821,0.758,5,-12.227,1,0.054,0.08,0.049,0.059,0.624,85.78,4,hip-hop
GLDfvNwjsItiklKc9xGOoT,Midnight Soul,James Mitchell,31,299659,False,0.54,0.601,8,-0.284,1,0.027,0.64,0.018,0.0,0.296,138.06,5,rock
LDe5OaULM61Hf3iITC590T,Blue Wave,Harper Hall,15,130922,False,0.708,0.414,1,-12.477,0,0.035,0.388,0.24,0.053,0.576,113.385,4,r&b
nXAJWUutfIerS3XhPeHQsQ,Silent Moon,Thomas Perez,25,210620,False,0.938,0.676,9,-10.288,1,0.179,0.144,0.016,0.048,0.351,106.232,4,hip-hop
xjDKsaTYv9xj0eSUL1s6Gf,Broken Storm,Isabella Allen,51,306333,False,0.565,0.485,11,-6.073,1,0.03,0.47,0.004,0.086,0.481,125.994,4,blues
OZU0tGDp1pdWPZK16oSWkc,Broken Light,Charlotte Robinson,32,239398,False,0.482,0.534,10,-6.887,1,0.068,0.093,0.151,0.384,0.289,97.49,4,blues
xQsuZ0FHVx5LoaHdJZAHsv,Lonely Sun,Susan Adams,20,347573,False,0.524,0.529,10,-8.333,0,0.128,0.566,0.039,0.253,0.447,95.404,4,indie
aKvgzkymeWeoXtIn6tdI8m,Neon Wind,Thomas Allen,61,335812,False,0.556,0.66,9,-5.349,1,0.021,0.44,0.173,0.222,0.487,130.048,4,rock
PpZwHq5N6QUqNb0QM5jqFc,Dark Sun,Abigail Perez,23,246019,False,0.845,0.575,7,-7.328,1,0.303,0.243,0.012,0.322,0.544,89.368,4,soul
bnHvkn0XVIUIaz1yp7JHuT,Velvet Road,David Phillips,36,334672,False,0.831,0.413,6,-3.026,0,0.079,0.077,0.056,0.256,0.709,85.789,4,r&b
6W21dSIRM3t2vqNyWHxJOY,Rainy Soul,Karen Lee,55,313297,False,0.556,0.408,0,-13.815,1,0.056,0.044,0.002,0.138,0.802,71.572,4,folk
DyFLelNOvW2PQdN13Qktpu,Summer Echo,Aiden Adams,74,291216,False,0.773,0.407,11,-14.126,1,0.017,0.248,0.053,0.363,0.524,116.934,5,folk
5FrtexROBJSjukaeRZEY6s,Lost Dream,Karen Martinez,12,130787,False,0.65,0.728,1,-12.585,1,0.014,0.122,0.075,0.365,0.815,121.43,3,latin
pkQ9ljZonjPR9Ut9R3WHNT,Broken Sun,Logan Thomas,19,206509,False,0.604,0.571,7,-3.645,1,0.067,0.169,0.0,0.141,0.675,109.179,3,latin
CiR1w1WJmgsERCKU67kXgz,Broken Dream,Owen Collins,63,222819,False,0.576,0.622,8,-6.02,1,0.015,0.323,0.004,0.141,0.593,87.766,3,reggae
AVYWh9JfO4wcUjgWxzeoLh,Blue Love,Logan Mitchell,41,323510,False,0.901,0.405,4,-11.875,1,0.028,0.291,0.098,0.148,0.545,88.291,4,reggae
uXm1smWKxNizz4zkjo7dR0,Summer Memory,Charlotte Moore,49,285329,False,0.372,0.375,7,-7.741,1,0.021,0.314,0.1,0.34,0.544,109.147,4,folk
9TvxuWPSBHRjjhw6bQE7Eu,Electric Road,James Wright,48,326053,False,0.569,1.0,10,-9.373,1,0.072,0.053,0.201,0.146,0.414,144.681,4,punk
2FfOrfkiPHMjMpDdxXZBL9,Wild Rain,Evelyn Miller,26,126747,False,0.366,0.354,7,-2.035,0,0.004,0.059,0.049,0.3,0.604,103.695,4,jazz
eHxPoXq4Dfr8TvGFTsbjoO,Lost Memory,Emma Lewis,8,172321,False,0.593,0.484,9,-0.289,1,0.091,0.14,0.017,0.215,0.54,128.175,4,country
W6D1ANJ9aXCZ25DjiDrzGB,Frozen Storm,Jackson Parker,42,345166,False,0.321,0.457,1,-7.062,1,0.02,0.196,0.037,0.392,0.475,105.549,4,folk
T2GOvIF6XVKcLtEOtCsB8M,Blue Love,Sarah Scott,4,347685,True,0.724,1.0,2,-4.542,1,0.007,0.471,0.102,0.096,0.537,128.299,4,electronic
AcJt8zlZZIIzy21ERJryJS,Frozen Wind,Jackson Campbell,22,162464,True,0.792,0.731,2,-13.924,0,0.035,0.195,0.02,0.388,0.629,112.907,4,electronic
oaDRsLSQjDjOvvW20cEFDd,Empty Shadow,Charles King,95,245938,False,0.445,0.872,7,-5.55,0,0.077,0.156,0.138,0.088,0.653,124.555,3,country
fDht6yxibkVF8EkMfuax57,Midnight Night,Ella Baker,25,344531,False,0.508,0.582,10,-16.215,1,0.002,0.076,0.125,0.258,0.558,80.867,4,hip-hop
ioXkuA0eBbtrxlhoVkrL0q,Burning Moon,Logan Evans,38,316315,True,0.401,0.389,2,-6.774,1,0.014,0.538,0.001,0.11,0.684,101.402,4,folk
f1dxUcJToV5GDYpAvI23z2,Golden Soul,Evelyn Perez,67,336994,False,1.0,0.691,6,-9.694,1,0.106,0.141,0.254,0.132,0.79,103.974,4,reggae
Jpf9qcPfW160XnJ2LHP2U3,Lost Love,Linda Wilson,48,214956,False,0.587,0.793,2,-6.78,1,0.029,0.19,0.004,0.405,0.316,155.809,4,punk
csVggVURWpFXdwrCmvRuLG,Winter Heart,Evelyn Williams,5,267790,False,0.435,0.314,1,-5.125,1,0.017,0.408,0.004,0.403,0.745,102.328,4,soul
pBALl7zz3FWKXBm0uT18Df,Rainy Soul,Michael Taylor,27,144402,False,0.643,0.799,5,-10.127,0,0.012,0.355,0.071,0.192,0.514,128.866,4,electronic
kpzdhyOxvNT4qZ12H9oAtT,Rainy Night,Jayden Young,98,153907,False,0.742,0.958,4,-5.609,1,0.248,0.47,0.007,0.0,0.815,116.716,4,country
DYXfCTNHUUECS9aet86vrR,Dark Heart,Owen Lopez,65,205078,False,0.461,0.399,7,-12.012,0,0.006,0.443,0.0,0.193,0.386,89.907,4,blues
6UWOdOsh4oeHVmYUA1k72E,Midnight City,Logan Turner,71,258772,False,0.431,0.864,6,-6.958,1,0.011,0.069,0.315,0.387,0.48,151.122,4,punk
pQRmJ09rnLBavK88Iv3Yfi,Lost Wave,Logan King,6,154840,False,0.065,0.249,2,-9.868,1,0.009,0.171,0.006,0.285,0.418,79.985,4,classical
bs30NXRhUXloLRVvGm6UQU,Summer Rain,Aiden Sanchez,53,325803,False,0.569,0.464,10,-6.17,1,0.166,0.645,0.059,0.252,0.64,122.209,4,jazz
YpKxcSqrZhJwPyTQ9GXfpn,Frozen Love,David Jackson,23,342671,True,0.738,0.817,1,-5.596,1,0.084,0.068,0.012,0.132,0.633,117.124,4,pop
RrkSqWt9DmserMlpiPUwdt,Blue Memory,Logan Green,2,227067,False,0.801,0.776,11,-7.438,1,0.08,0.214,0.031,0.328,0.805,127.449,4,pop
5GqugQddBiUFntM1h2qKiH,Blue Moon,Robert Campbell,46,341701,False,0.784,0.717,6,-9.956,0,0.032,0.324,0.01,0.0,0.586,82.782,4,hip-hop
IwuN1Pb07hODATfMwrrHWi,Golden Heart,Sofia Allen,50,325558,False,0.575,0.44,8,-3.718,1,0.044,0.155,0.04,0.309,0.52,124.682,3,blues
RctgkFTbbzAMS0YoQ46Q8C,Neon Star,Richard White,73,324899,False,0.561,0.754,4,-9.448,0,0.112,0.596,0.179,0.138,0.658,112.948,4,indie
NJ51aK0D74hIcaKTtP097n,Winter Star,Patricia Mitchell,68,267293,False,0.38,0.222,1,-13.872,0,0.033,0.479,0.002,0.214,0.358,104.703,4,classical
FmPgQD28u8aziFAS2YvYRy,Broken Dream,Thomas Allen,45,261143,False,0.576,0.595,8,-9.036,1,0.012,0.27,0.174,0.0,0.876,106.018,4,soul
YJDaLP83hLhzF7UwwW4jgg,Silent Moon,Ella Davis,0,258347,False,0.341,0.422,9,-7.303,1,0.025,0.149,0.027,0.201,0.286,107.065,4,folk
YTVTEJXOEkEoN9apElDMhr,Rainy Soul,Mary Jones,23,152660,False,0.607,0.859,8,-6.089,0,0.016,0.611,0.005,0.14,0.382,131.753,4,rock
JnSjCeb1FxeFChlaxboXNY,Golden Soul,Harper Miller,59,175634,True,0.712,0.474,1,-8.42,1,0.048,0.11,0.08,0.206,0.531,90.263,4,folk
H5duGA4saB4CjpF6GEPhZ1,Dark Road,Robert Lee,72,219178,False,0.645,0.575,8,-4.501,1,0.13,0.078,0.001,0.193,0.618,95.039,4,indie
Xk08kV45Pb6dQRIzVyXNlw,Dark Moon,Susan Anderson,56,317217,False,0.707,1.0,0,-9.89,0,0.007,0.408,0.069,0.0,0.303,130.216,4,electronic
MuFtGZa0pFLWWm6xKHLfru,Blue Sky,Sarah Hall,45,346029,False,0.807,0.66,10,-5.231,1,0.004,0.303,0.055,0.116,0.728,87.459,4,reggae
oaXLkqNO4c0Ft6YVt6DmG6,Broken Dream,Emma Green,39,155683,False,0.828,0.74,5,-8.612,0,0.016,0.148,0.386,0.0,0.797,113.726,5,latin
nms0COyPPZ2gpOSKMCbuWa,Blue Dream,Joseph Williams,4,235198,False,0.63,0.439,0,-10.687,1,0.0,0.084,0.002,0.302,0.349,104.131,3,blues
YlReQDWn3UZbr64tMFszh5,Frozen Night,Charlotte Taylor,27,283455,False,0.918,0.573,6,-1.526,1,0.063,0.258,0.039,0.466,0.667,97.544,4,reggae
CRvbrWTGcxaSJmDBJ0VfcO,Electric Fire,Emma Thomas,56,282802,True,0.61,0.639,6,-5.953,0,0.044,0.718,0.056,0.145,0.632,86.069,4,soul
TNjtiG4sWXHXmZeFkpOaUv,Burning Moon,James Harris,16,160463,True,0.454,0.979,5,0.878,0,0.132,0.357,0.033,0.255,0.417,147.469,4,metal
LcntSmDvCnri4gnsP8MQIi,Burning Soul,Jackson Adams,11,302788,False,0.709,0.934,5,-12.336,1,0.102,0.342,0.016,0.178,0.41,133.956,4,electronic
omTwTTWlxtqb2U8zg0Dhev,Winter Light,Abigail Turner,31,249562,False,0.485,1.0,7,-5.652,1,0.03,0.377,0.011,0.161,0.31,140.466,3,metal
dlZbFnYIUngGKp4Bc62ZZO,Summer Rain,James Anderson,53,171123,True,1.0,0.661,3,-11.461,1,0.013,0.304,0.129,0.234,0.664,117.465,4,hip-hop
HgPraqXVRSlLscEoOXoCwD,Summer Light,Isabella Perez,70,145171,True,0.77,0.778,9,-11.041,1,0.153,0.304,0.009,0.044,0.708,82.412,5,reggae
TxjyO3nWHLifW3F0OC7yHw,Rainy Heart,Sofia Davis,56,340223,True,0.726,0.773,6,-12.203,0,0.041,0.433,0.029,0.011,0.535,96.029,4,hip-hop
a9zbmb7EcxEMenvKGtEtz1,Frozen Dream,Liam Lewis,34,297913,False,0.781,0.8,0,-2.64,0,0.007,0.102,0.096,0.186,0.509,123.39,4,country
rT2DEdELpr5TqpYFdwKxxj,Lost Dream,Theodore Lee,54,196484,True,0.413,0.777,0,-0.579,0,0.009,0.284,0.01,0.342,0.703,115.636,4,country
GQqxrfOO5MXDDx7xia7DCu,Frozen Sun,Liam Allen,56,195397,True,0.265,0.144,11,-7.605,0,0.063,0.107,0.006,0.284,0.436,85.365,4,classical
iwHYPPwuBnkZYrW6l5wmYu,Silent Fire,Evelyn Garcia,33,250501,True,0.878,0.58,6,-5.541,1,0.074,0.457,0.005,0.402,0.504,109.752,4,pop
47ezRMXYDKnn1r0wNvwgTW,Lost Dream,Logan Gonzalez,18,166972,False,0.495,0.777,1,-5.203,0,0.02,0.312,0.297,0.0,0.294,136.998,4,metal
1qyGdGCSF4wH51NxiGZKCI,Rainy Echo,Scarlett Evans,70,264371,False,0.422,0.977,0,-6.091,1,0.029,0.274,0.007,0.124,0.785,113.708,4,country
c5taXFr43EUEtzMjbtk8Dm,Summer Star,Emma Johnson,33,159456,True,0.169,0.996,7,-7.735,1,0.044,0.061,0.096,0.187,0.364,140.323,5,metal
wneowgLuNGi4CdP46DXbE1,Wild Sun,Olivia Campbell,32,359744,False,0.773,0.793,5,-8.292,0,0.039,0.289,0.04,0.011,0.639,112.984,4,latin
DfdNnWmTiG8wRR8IxdjNH8,Winter City,Jack Harris,54,331731,False,0.382,1.0,4,-13.367,0,0.003,0.026,0.24,0.502,0.299,187.189,4,punk
wCEZJ6Qv4ofaZw5g5JZZsV,Blue Wind,Jessica Jackson,21,298544,True,0.597,0.343,6,-13.015,1,0.04,0.152,0.155,0.0,0.479,108.898,4,jazz
hqZmEOyGs4ahILK6uVcXUx,Neon Dream,Jayden Wilson,13,314642,True,0.407,0.414,6,-3.213,1,0.138,0.367,0.03,0.32,0.17,87.808,4,classical
FVbJbyJcAFSagfmZWrEHKQ,Lonely City,William Thomas,15,262251,False,0.477,0.362,1,-6.766,1,0.007,0.35,0.036,0.0,0.547,109.709,4,folk
7ywjKQuHGlxAoN3Iokk0kU,Summer Shadow,Amelia Thomas,55,147101,True,0.69,0.741,9,-5.985,1,0.048,0.312,0.002,0.228,0.832,140.626,4,pop
lyWE2IPs2ZJQKOKOB5zJLI,Electric Light,Ella Williams,40,162589,False,0.65,0.903,3,-8.31,0,0.024,0.547,0.049,0.263,0.423,127.529,4,pop
Wf04zbirvKh7wayysaOQgA,Dark Dream,Patricia Scott,14,257207,False,0.651,0.559,8,-1.11,1,0.032,0.754,0.411,0.282,0.417,109.452,4,hip-hop
OlGecYQ2dYoC3x4ClZA5H3,Velvet Sky,Linda Davis,36,235336,False,0.517,0.372,11,-11.408,1,0.014,0.211,0.001,0.074,0.402,94.375,4,blues
GQkhTvPsaujIK8lsxjxWxI,Lost Dream,Richard Moore,47,153113,False,0.647,0.525,9,-9.379,1,0.169,0.045,0.009,0.24,0.634,113.233,4,country
EKrqTmV3fSqRdCEzbLXTfb,Rising Echo,Emma Miller,29,128444,False,0.666,0.657,1,-6.447,1,0.013,0.198,0.019,0.0,0.541,113.845,4,pop
l7X2l9qOwMW95cgFQQwdn6,Frozen Wind,Scarlett Lee,0,244081,False,0.897,0.598,0,-5.704,1,0.008,0.466,0.039,0.22,0.627,125.073,4,r&b
sS0a5UDDTMFKp9mmLjh1s0,Silent Sky,Charlotte Moore,17,237641,False,0.723,0.753,11,-6.689,1,0.019,0.129,0.015,0.355,0.848,103.549,4,r&b
SE5n6OZZycSxmdQuH1rkVi,Dark Fire,Isabella Jackson,61,285037,False,0.504,0.953,2,-8.703,0,0.042,0.494,0.056,0.117,0.516,180.021,4,punk
BlhaIGlDIG8rFJWyRDXJjJ,Wild Wave,Sarah Miller,40,274453,False,0.682,0.61,0,-6.793,1,0.048,0.06,0.009,0.147,0.594,89.907,4,hip-hop
MaXQsjKq8ZQnrd7yVZES9O,Rising Fire,David Baker,26,234963,False,0.365,0.463,1,-6.593,1,0.032,0.706,0.026,0.133,0.489,119.716,4,folk
a6b6JXFH6MZbKgIa7HlE79,Lonely Star,David Brown,48,262750,False,0.663,1.0,0,-1.988,1,0.049,0.368,0.016,0.275,0.351,148.299,4,punk
NRv5QBOI8NcRJGggkKt2tp,Lonely Sky,James Miller,80,155678,True,0.987,0.823,11,-7.468,1,0.02,0.319,0.171,0.0,0.77,119.353,4,latin
hvrdYYXbbxEzgdOR3FcwXi,Lost Wave,Scarlett Allen,79,341352,False,0.694,0.484,4,-6.245,1,0.102,0.181,0.0,0.4,0.738,79.741,4,hip-hop
iqTQve3oAS1Bf6oy8hc6wx,Frozen Wave,Barbara Walker,56,224950,False,0.647,0.688,10,-11.37,1,0.011,0.039,0.005,0.384,0.753,115.412,4,latin
bDv0SKRP8vDaZnHi0gsFvy,Falling Echo,James Davis,58,344383,True,0.425,0.584,5,-3.598,1,0.226,0.312,0.052,0.113,0.478,117.212,3,folk
Vf8QJ4bpWvXuORcxclDmwG,Summer Heart,Ava Perez,30,257869,False,0.342,0.09,2,-9.697,1,0.034,0.514,0.038,0.219,0.454,112.415,4,classical
dyk0XAWYtttMdZyhFhlBt7,Silent Rain,Richard Harris,59,311046,False,0.441,0.828,11,-2.721,1,0.04,0.347,0.001,0.189,0.761,108.163,4,country
HkiUGpyz6fy1emyCmkmF7h,Silent Light,Scarlett Jones,61,123248,False,0.669,0.72,0,-5.21,0,0.087,0.348,0.0,0.234,0.838,111.249,4,r&b
zILEykA3s9HTbn9v13gHSd,Silent Love,Owen Miller,18,321208,False,0.521,0.339,2,-4.892,0,0.032,0.214,0.012,0.119,0.684,127.73,4,folk
dcyXmH88Bb4wN5LODjEXIR,Blue Night,Jackson Thompson,84,130373,False,0.576,0.665,7,-5.411,0,0.086,0.329,0.163,0.145,0.41,121.454,3,indie
spnFR2RWOQIMqgkd1Zj90L,Falling Night,Sophia White,57,226465,False,0.687,0.739,1,-0.538,1,0.003,0.57,0.0,0.091,0.369,109.505,4,soul
xr42rGckDUFBE7bnLmTJbm,Midnight Dream,Sarah Nelson,30,303343,False,0.278,0.342,2,-8.22,0,0.024,0.3,0.0,0.0,0.552,98.903,4,folk
F8b4eHDBy0bTbaeZnFJhSD,Rising Sun,Olivia Moore,62,281348,False,0.743,0.713,6,-4.851,1,0.109,0.602,0.015,0.249,0.722,127.217,4,country
O1cRmz00FdzUQO60vSnJxb,Velvet Rain,Linda Smith,0,165788,False,0.766,0.732,8,-9.804,0,0.026,0.066,0.0,0.126,0.51,131.932,4,hip-hop
Hi5Nc8Ud7Ahk982GL6AdII,Rising Shadow,Mary Lee,21,183740,False,0.316,0.23,8,-13.805,1,0.056,0.153,0.014,0.0,0.308,69.856,4,classical
rpzzZ83H8MkxCnRnk0WEJ9,Rising Rain,Noah Davis,76,140312,False,0.604,0.394,8,-8.294,1,0.028,0.248,0.201,0.198,0.689,79.816,3,soul
NIzsGOMxHfB3F1Myf1nPX1,Rainy City,Mason Parker,49,189028,False,0.564,0.97,9,-14.748,1,0.045,0.629,0.021,0.0,0.153,155.114,4,punk
Ec0kvXvw6A80QXnakwXDWH,Midnight Fire,Emma Garcia,0,275795,False,0.225,0.831,3,-8.465,1,0.024,0.219,0.126,0.182,0.623,115.26,4,rock
8Tzmi7sEVHFW1C3JnKXyRZ,Frozen Sun,Theodore Mitchell,80,259751,False,0.621,0.656,2,-10.934,0,0.042,0.482,0.068,0.147,0.601,112.452,4,indie
7QjqZRzHgpeHSmyf674LYp,Blue Road,Victoria Jones,23,249503,True,0.984,0.74,3,-16.4,1,0.023,0.183,0.035,0.166,0.431,98.091,4,hip-hop
lvH0kZo9RnwSMxSfqTglkH,Silent Sky,Sebastian Hernandez,17,252344,False,0.248,0.966,5,-2.12,1,0.016,0.029,0.09,0.326,0.263,146.42,4,metal
27IX4HhWCUvHtjBodqyfsI,Wild Wave,Liam Jones,46,346547,True,0.813,0.884,4,-5.54,1,0.043,0.216,0.151,0.136,0.47,123.998,4,electronic
PMCZb0Oa3hZaGW6owKCY8t,Rising Love,Emma Miller,63,281234,False,0.988,0.586,2,-11.813,1,0.026,0.123,0.0,0.042,0.722,98.776,3,pop
qp4LxHlG34baOO24jRkoRe,Broken Love,Jackson Moore,53,241742,False,0.628,0.563,6,-0.102,1,0.032,0.055,0.045,0.443,0.576,110.829,4,blues
1UiJ0QmobsgT8oqV11GWXA,Neon Night,Charles Gonzalez,88,155116,False,0.482,0.567,8,-5.525,0,0.033,0.275,0.278,0.34,0.577,117.449,4,r&b
4V5LuhBYbE6qU3hhppv6Pb,Frozen Fire,Abigail Carter,15,241198,False,0.713,0.783,4,-12.513,1,0.147,0.027,0.003,0.073,0.431,131.239,4,electronic
eUXCkS048hgLTND0WxfWVd,Dark Sky,Ava Anderson,34,283553,False,0.285,0.33,4,-4.344,0,0.143,0.04,0.0,0.236,0.374,113.755,4,classical
2onN8k945wzUvkWtm0oEgM,Rising City,Madison Jackson,41,226872,False,0.517,0.618,0,-11.97,1,0.038,0.126,0.0,0.303,0.816,103.856,4,reggae
haz2YXu5F5ROoDy70X3nrP,Falling Shadow,Ella Perez,48,293484,True,0.866,0.511,11,-7.441,1,0.019,0.719,0.004,0.352,0.263,85.585,4,hip-hop
fmfMlSHz5CgC3DfbtkLKWt,Empty Wind,Jackson Parker,52,137839,False,0.716,0.742,5,-3.631,0,0.048,0.531,0.0,0.078,0.458,90.573,4,hip-hop
87lTjzAU1XOABUqJVf77NI,Velvet Rain,Isabella Adams,20,320256,False,0.522,0.634,8,-5.952,1,0.168,0.344,0.073,0.479,0.325,79.29,4,blues
1jjUBIaxIlDDMRGVizRGYz,Rainy Love,Barbara Green,41,295424,True,0.767,0.653,3,-4.148,0,0.03,0.452,0.003,0.181,0.644,74.057,4,hip-hop
f3IYnC66GlHZaNuNGE6BgO,Rising Wave,Lucas Miller,44,151093,True,0.703,0.912,3,-6.993,1,0.011,0.222,0.008,0.41,0.716,115.881,3,latin
Ou9DaIQ5jgTQIhUkZVEh8n,Summer Fire,Isabella Edwards,56,216132,False,0.908,0.81,5,-6.667,0,0.007,0.309,0.099,0.187,0.647,90.677,4,hip-hop
b8v5dOAfHxMglZMdvBb7vq,Blue Love,Sarah Martinez,45,182280,False,1.0,0.825,11,-1.057,0,0.034,0.308,0.016,0.309,0.347,102.2,4,electronic
DZgEBLjSpXPR7Ldof0GNPs,Frozen Sun,Thomas Johnson,28,347046,True,0.931,0.713,5,-7.031,0,0.064,0.718,0.019,0.41,0.984,103.348,4,latin
jZWRZNgvuLxQAWC8ABaBqC,Velvet Soul,Noah Brown,28,279758,False,0.632,0.64,0,-11.886,1,0.161,0.051,0.122,0.312,1.0,98.391,4,soul
e94fctGOss49x7al4EgzW8,Empty Wave,Isabella Moore,33,202183,False,0.742,0.968,7,-10.191,0,0.037,0.033,0.021,0.094,0.48,97.256,4,latin
MkT5VFYKjRTl4H4wfURywG,Falling Sun,Ethan Collins,24,212266,False,0.372,0.458,2,-7.107,1,0.044,0.229,0.043,0.0,0.699,72.565,4,soul
3z4fUJM2VVsPJMCsSeVK5a,Golden Dream,Mia Wright,43,158637,False,0.717,0.31,0,-5.108,1,0.115,0.318,0.0,0.033,0.736,105.592,3,indie
BbMbl0tsVywrW5l3vLIcvp,Burning Fire,Charlotte Adams,72,266302,False,0.618,0.484,5,-10.213,1,0.114,0.528,0.015,0.366,0.384,103.245,5,folk
YFNStzZm1yHdN82DEHWPBG,Falling Wind,Charles Martin,82,320517,False,0.738,0.775,1,-3.957,1,0.005,0.415,0.053,0.064,0.347,64.911,4,hip-hop
5uHBCKRTYEvlg8maTFs7S7,Falling Heart,Emma Robinson,78,191554,False,0.796,0.881,0,-7.007,1,0.119,0.216,0.053,0.0,0.562,128.082,4,electronic
mJKBKBzdmm13qd5dwnDJAm,Lost Moon,Avery Williams,49,126036,False,0.51,1.0,3,-2.405,1,0.038,0.366,0.009,0.026,0.349,122.166,4,rock
liwHvH6nos98TSXSzFlyAT,Golden Sky,Charles Brown,15,239323,False,0.666,0.621,10,-2.19,1,0.047,0.412,0.088,0.077,0.545,137.891,4,rock
UUajPxipOH7sqbAluCGEkY,Blue Road,Susan Green,39,300001,False,0.646,0.926,9,-10.243,1,0.054,0.335,0.038,0.197,0.41,141.286,4,electronic
sfXyvRdwrmEZpZfLC5DBPP,Empty Shadow,Robert Perez,56,216696,True,0.641,0.583,1,-7.299,0,0.04,0.351,0.001,0.132,0.65,113.233,4,soul
qDny9YBk0bIK8VkGbHKuaq,Dark Star,Liam Martinez,0,303211,True,0.613,0.29,3,-8.894,1,0.087,0.285,0.001,0.163,0.637,99.075,4,jazz
eFfE5ca6Ow4wJ7cB3O7KCn,Golden Road,Karen Parker,56,270259,False,0.776,1.0,9,-8.352,1,0.045,0.263,0.007,0.124,0.728,107.276,4,latin
IKWqgQJhKUYmS888j7pGHs,Rising Sky,Ella Robinson,58,267673,False,0.735,0.687,9,-13.952,1,0.041,0.27,0.163,0.135,0.819,148.167,4,country
DWASU1u3F8WSKauugnUZ7I,Lonely Moon,Thomas Young,37,129028,False,0.33,0.4,8,-12.336,1,0.023,0.185,0.149,0.372,0.591,79.977,4,blues
hpMmgZ94T7aQjo0S8DYk1U,Silent Memory,Charlotte Martinez,42,293552,False,0.379,0.376,10,-11.194,0,0.073,0.046,0.0,0.135,0.48,83.482,4,blues
