VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RatecodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,total_amount
1,2023-04-20,2023-04-20 00:07:24,1,2.77,-73.815325,40.842701,1,N,-73.786794,40.814512,1,13.13,0.5,0.5,0.0,0.0,14.13
1,2023-09-15,2023-09-15 00:16:40,1,1.07,-73.994049,40.835068,1,N,-73.978584,40.834103,1,13.51,0.5,0.5,3.29,0.0,17.8
1,2023-12-27,2023-12-27 00:12:46,1,2.83,-73.854216,40.824993,1,N,-73.831329,40.790983,2,15.96,0.5,0.5,0.0,0.0,16.96
1,2023-12-29,2023-12-29 00:12:49,2,2.19,-73.837307,40.65567,1,N,-73.855912,40.63,1,14.38,0.5,0.5,3.1,0.0,18.48
2,2023-04-14,2023-04-14 00:24:00,3,2.02,-73.896321,40.805739,1,N,-73.893935,40.834916,1,19.55,0.5,0.5,5.15,0.0,25.7
2,2023-03-22,2023-03-22 00:06:40,1,1.19,-73.998025,40.646642,1,N,-74.002774,40.63,1,8.81,0.5,0.5,0.0,0.0,9.81
2,2023-03-15,2023-03-15 00:13:55,1,1.16,-73.784923,40.644521,1,N,-73.7695,40.637946,1,12.36,0.5,0.5,0.0,0.0,13.36
1,2023-07-24,2023-07-24 00:04:56,1,2.42,-73.956049,40.72044,1,N,-73.989149,40.731939,1,11.01,0.5,0.5,0.0,0.0,12.01
2,2023-07-03,2023-07-03 00:08:28,1,1.0,-73.768788,40.687922,1,N,-73.780945,40.695875,1,9.24,0.5,0.5,1.2,0.0,11.44
2,2023-05-06,2023-05-06 00:04:56,1,0.43,-73.925718,40.635393,1,N,-73.928898,40.63,1,6.04,0.5,0.5,0.87,0.0,7.91
2,2023-02-03,2023-02-03 00:35:22,1,1.26,-73.793433,40.710932,1,N,-73.784567,40.694972,1,23.33,0.5,0.5,2.86,0.0,27.19
1,2023-09-24,2023-09-24 00:14:46,1,4.04,-73.856655,40.67811,1,N,-73.856197,40.736647,2,19.98,0.5,0.5,5.92,9.0,35.9
1,2023-06-06,2023-06-06 00:07:46,1,2.22,-73.820679,40.656161,1,N,-73.839295,40.63,2,11.93,0.5,0.5,2.96,0.0,15.89
1,2023-12-14,2023-12-14 00:05:02,3,0.11,-73.87858,40.712848,1,N,-73.877416,40.713898,2,5.29,0.5,0.5,0.76,0.0,7.05
1,2023-01-30,2023-01-30 00:03:54,1,1.69,-73.9115,40.804224,1,N,-73.887223,40.800755,1,8.68,0.5,0.5,0.0,0.0,9.68
2,2023-01-23,2023-01-23 00:08:29,1,2.33,-73.790741,40.755084,1,N,-73.797438,40.721992,1,12.57,0.5,0.5,3.12,0.0,16.69
2,2023-09-26,2023-09-26 00:35:36,1,1.68,-73.962803,40.791424,1,N,-73.965091,40.815632,1,24.5,0.5,0.5,7.16,6.55,39.21
1,2023-03-13,2023-03-13 00:15:30,1,4.88,-73.87763,40.767566,1,N,-73.856461,40.700106,1,22.45,0.5,0.5,4.68,0.0,28.13
2,2023-03-19,2023-03-19 00:21:14,2,1.46,-74.015823,40.810381,1,N,-74.006593,40.829474,1,16.76,0.5,0.5,3.1,0.0,20.86
2,2023-10-25,2023-10-25 00:15:33,2,4.37,-73.854369,40.693055,1,N,-73.881301,40.635783,1,21.2,0.5,0.5,0.0,0.0,22.2
2,2023-09-11,2023-09-11 00:04:03,4,4.71,-73.912914,40.754802,1,N,-73.846344,40.739549,2,16.3,0.5,0.5,2.05,0.0,19.35
1,2023-01-02,2023-01-02 00:02:36,2,1.82,-73.793926,40.731577,1,N,-73.778275,40.752855,1,8.35,0.5,0.5,0.0,0.0,9.35
1,2023-10-19,2023-10-19 00:04:12,1,3.25,-73.913558,40.742377,1,N,-73.886779,40.703565,1,12.73,0.5,0.5,2.84,6.55,23.12
1,2023-05-25,2023-05-25 00:16:26,1,0.86,-73.925123,40.67485,1,N,-73.912903,40.67759,1,12.87,0.5,0.5,0.0,0.0,13.87
2,2023-11-07,2023-11-07 00:12:10,1,3.46,-73.879717,40.75209,2,N,-73.830382,40.76082,2,17.23,0.5,0.5,1.92,0.0,20.15
2,2023-03-20,2023-03-20 00:08:54,1,2.43,-73.980121,40.817129,1,N,-73.946449,40.806707,1,13.03,0.5,0.5,1.46,0.0,15.49
2,2023-02-21,2023-02-21 00:11:57,1,4.41,-74.004446,40.739996,1,N,-74.02,40.802014,1,19.5,0.5,0.5,3.11,0.0,23.61
1,2023-07-04,2023-07-04 00:05:20,1,3.41,-73.856189,40.682007,1,N,-73.807753,40.691452,1,13.69,0.5,0.5,0.0,0.0,14.69
1,2023-06-06,2023-06-06 00:11:33,1,1.97,-73.965031,40.821496,1,N,-73.965859,40.85,1,13.2,0.5,0.5,3.89,6.55,24.64
2,2023-02-20,2023-02-20 00:07:31,3,1.66,-73.9303,40.643596,1,N,-73.930614,40.66759,2,10.41,0.5,0.5,1.76,0.0,13.17
2,2023-01-30,2023-01-30 00:05:59,2,2.02,-73.881167,40.822591,6,N,-73.880819,40.793286,1,10.54,0.5,0.5,2.13,0.0,13.67
2,2023-05-13,2023-05-13 00:03:14,2,2.67,-73.876622,40.807832,1,N,-73.885435,40.770184,1,10.79,0.5,0.5,2.88,0.0,14.67
2,2023-09-19,2023-09-19 00:04:10,1,5.12,-73.937815,40.682511,6,N,-73.881814,40.731214,1,17.39,0.5,0.5,2.68,0.0,21.07
1,2023-08-01,2023-08-01 00:05:35,2,1.15,-73.802937,40.637055,1,N,-73.789777,40.647302,2,8.17,0.5,0.5,0.0,0.0,9.17
2,2023-08-22,2023-08-22 00:09:27,1,1.72,-73.816333,40.643185,1,N,-73.804397,40.664998,1,11.53,0.5,0.5,0.0,0.0,12.53
2,2023-02-18,2023-02-18 00:09:10,1,2.07,-73.751471,40.636306,1,N,-73.776153,40.653277,2,12.26,0.5,0.5,0.0,0.0,13.26
1,2023-06-30,2023-06-30 00:11:52,1,3.49,-73.926582,40.84212,1,N,-73.976903,40.846982,1,17.16,0.5,0.5,3.74,6.55,28.45
2,2023-03-14,2023-03-14 00:13:27,1,0.79,-73.888925,40.838631,1,N,-73.890109,40.85,2,11.2,0.5,0.5,0.0,0.0,12.2
1,2023-09-07,2023-09-07 00:10:53,1,0.96,-73.966927,40.644346,1,N,-73.980348,40.640542,1,10.34,0.5,0.5,1.08,0.0,12.42
2,2023-03-22,2023-03-22 00:04:01,1,2.88,-73.807198,40.801642,6,N,-73.765782,40.806545,2,11.71,0.5,0.5,1.76,0.0,14.47
2,2023-02-06,2023-02-06 00:22:57,1,3.17,-73.795281,40.749976,1,N,-73.75,40.757697,2,21.9,0.5,0.5,0.0,0.0,22.9
2,2023-04-14,2023-04-14 00:07:20,3,2.44,-73.845634,40.650659,1,N,-73.880221,40.643228,1,12.27,0.5,0.5,0.0,13.0,26.27
1,2023-07-27,2023-07-27 00:09:06,1,2.53,-73.942689,40.822527,1,N,-73.91896,40.794505,2,13.37,0.5,0.5,0.0,0.0,14.37
2,2023-03-07,2023-03-07 00:32:04,2,1.96,-73.922802,40.682858,1,N,-73.904761,40.704707,1,23.44,0.5,0.5,3.33,0.0,27.77
1,2023-04-29,2023-04-29 00:10:09,1,1.47,-73.820241,40.807434,1,N,-73.8189,40.786167,1,11.25,0.5,0.5,3.27,0.0,15.52
2,2023-03-01,2023-03-01 00:07:37,1,1.02,-73.974385,40.769202,1,N,-73.968556,40.755606,1,8.86,0.5,0.5,2.12,0.0,11.98
1,2023-01-03,2023-01-03 00:06:45,1,2.85,-73.982661,40.681709,1,N,-74.00854,40.649454,1,13.0,0.5,0.5,0.0,0.0,14.0
1,2023-04-24,2023-04-24 00:11:48,1,3.07,-73.863096,40.705808,1,N,-73.826867,40.731729,2,16.07,0.5,0.5,1.81,0.0,18.88
1,2023-05-27,2023-05-27 00:09:35,1,1.83,-73.997877,40.718422,1,N,-74.02,40.732964,1,11.87,0.5,0.5,3.13,0.0,16.0
2,2023-12-06,2023-12-06 00:05:23,1,2.95,-73.770983,40.703059,1,N,-73.813765,40.702469,1,12.57,0.5,0.5,0.0,0.0,13.57
2,2023-06-22,2023-06-22 00:05:14,1,2.79,-73.760465,40.809503,1,N,-73.761266,40.85,2,12.09,0.5,0.5,2.58,0.0,15.67
2,2023-05-27,2023-05-27 00:24:14,2,0.97,-74.004469,40.718356,1,N,-74.015762,40.726741,1,17.04,0.5,0.5,0.0,0.0,18.04
1,2023-08-17,2023-08-17 00:09:18,2,2.78,-73.940134,40.707579,1,N,-73.909371,40.681488,1,14.1,0.5,0.5,2.02,0.0,17.12
2,2023-09-14,2023-09-14 00:06:35,1,1.44,-73.802084,40.709095,1,N,-73.797144,40.729332,1,9.39,0.5,0.5,0.0,0.0,10.39
1,2023-08-25,2023-08-25 00:28:52,1,2.08,-73.86232,40.670321,1,N,-73.892131,40.67467,1,22.13,0.5,0.5,0.0,0.0,23.13
1,2023-11-04,2023-11-04 00:23:39,2,2.66,-73.790884,40.702038,1,N,-73.777716,40.738206,2,20.98,0.5,0.5,0.0,0.0,21.98
2,2023-09-18,2023-09-18 00:06:43,1,3.05,-73.836604,40.664901,1,N,-73.809559,40.63,1,13.49,0.5,0.5,2.27,0.0,16.76
2,2023-09-06,2023-09-06 00:41:16,1,0.24,-73.828302,40.712821,1,N,-73.829046,40.709496,1,23.74,0.5,0.5,0.0,0.0,24.74
2,2023-05-14,2023-05-14 00:04:07,1,3.33,-73.765232,40.718895,1,N,-73.781222,40.764385,1,12.88,0.5,0.5,0.0,0.0,13.88
2,2023-02-26,2023-02-26 00:18:20,1,2.78,-73.805659,40.651868,1,N,-73.770245,40.632562,1,18.62,0.5,0.5,2.94,13.0,35.56
2,2023-11-27,2023-11-27 00:09:09,1,0.67,-73.881176,40.817399,1,N,-73.890667,40.819522,4,8.75,0.5,0.5,1.18,0.0,10.93
2,2023-12-27,2023-12-27 00:06:00,1,5.42,-73.810288,40.749257,1,N,-73.827868,40.825743,1,19.05,0.5,0.5,0.0,0.0,20.05
1,2023-08-25,2023-08-25 00:10:03,1,2.49,-73.831728,40.787409,1,N,-73.834772,40.751521,2,13.75,0.5,0.5,2.49,0.0,17.24
1,2023-12-27,2023-12-27 00:15:47,2,1.43,-73.764889,40.670706,1,N,-73.778179,40.686693,2,13.97,0.5,0.5,2.59,0.0,17.56
2,2023-10-30,2023-10-30 00:05:57,3,0.89,-73.933939,40.641839,1,N,-73.928752,40.63,4,7.7,0.5,0.5,1.83,0.0,10.53
2,2023-12-02,2023-12-02 00:09:59,1,2.07,-73.777665,40.827836,1,N,-73.797833,40.85,1,12.66,0.5,0.5,1.77,0.0,15.43
2,2023-10-05,2023-10-05 00:30:52,1,0.84,-73.875778,40.787334,1,N,-73.886084,40.79385,2,20.04,0.5,0.5,2.81,0.0,23.85
2,2023-10-10,2023-10-10 00:05:31,1,1.82,-73.921993,40.752931,1,N,-73.905987,40.773935,1,9.81,0.5,0.5,1.57,0.0,12.38
2,2023-07-17,2023-07-17 00:14:22,1,4.08,-73.858249,40.741633,2,N,-73.84385,40.79905,1,19.89,0.5,0.5,2.47,0.0,23.36
2,2023-04-18,2023-04-18 00:03:26,1,3.06,-73.826999,40.808758,5,Y,-73.83266,40.7647,1,11.87,0.5,0.5,0.0,0.0,12.87
2,2023-01-22,2023-01-22 00:25:15,1,1.64,-73.904312,40.65984,1,N,-73.896369,40.637379,2,19.23,0.5,0.5,0.0,0.0,20.23
1,2023-09-08,2023-09-08 00:04:09,1,2.94,-73.944031,40.686251,1,N,-73.905106,40.703743,1,11.93,0.5,0.5,0.0,0.0,12.93
1,2023-05-11,2023-05-11 00:10:58,1,4.74,-73.997358,40.758833,1,N,-73.995805,40.827571,1,19.84,0.5,0.5,3.31,0.0,24.15
1,2023-08-09,2023-08-09 00:05:27,6,0.96,-73.971663,40.713297,1,N,-73.962513,40.702821,1,7.62,0.5,0.5,1.92,0.0,10.54
2,2023-02-20,2023-02-20 00:03:10,1,0.66,-73.964107,40.71357,1,N,-73.973043,40.717006,1,5.73,0.5,0.5,0.67,0.0,7.4
1,2023-07-26,2023-07-26 00:46:43,1,1.25,-73.831468,40.754634,1,N,-73.846741,40.764405,1,28.98,0.5,0.5,6.38,0.0,36.36
2,2023-04-29,2023-04-29 00:10:26,1,1.94,-73.946124,40.767883,1,N,-73.918547,40.76208,1,12.56,0.5,0.5,0.0,0.0,13.56
2,2023-02-01,2023-02-01 00:03:03,1,3.78,-73.888987,40.630646,1,N,-73.835234,40.641524,1,13.47,0.5,0.5,3.41,0.0,17.88
2,2023-03-10,2023-03-10 00:15:27,1,3.51,-73.799992,40.762972,1,N,-73.75,40.753482,1,19.0,0.5,0.5,2.71,0.0,22.71
2,2023-07-30,2023-07-30 00:11:53,1,1.87,-73.827457,40.647877,1,N,-73.847921,40.63,2,13.12,0.5,0.5,0.0,0.0,14.12
2,2023-03-20,2023-03-20 00:13:17,1,1.84,-73.88081,40.737667,1,N,-73.903105,40.722973,1,13.74,0.5,0.5,2.46,0.0,17.2
2,2023-02-06,2023-02-06 00:20:51,3,3.11,-74.00591,40.670571,1,N,-73.986309,40.63,1,20.7,0.5,0.5,3.75,0.0,25.45
2,2023-04-10,2023-04-10 00:18:47,1,4.31,-73.775971,40.792068,1,N,-73.75,40.848833,1,22.67,0.5,0.5,0.0,0.0,23.67
2,2023-03-07,2023-03-07 00:12:22,4,4.65,-73.893649,40.785709,1,N,-73.958793,40.768705,1,20.31,0.5,0.5,3.06,0.0,24.37
2,2023-09-08,2023-09-08 00:25:46,1,2.71,-73.878093,40.658102,1,N,-73.909996,40.635113,1,22.16,0.5,0.5,4.1,0.0,27.26
2,2023-09-29,2023-09-29 00:21:25,1,5.71,-73.918569,40.767005,1,N,-73.845671,40.806044,1,27.48,0.5,0.5,0.0,0.0,28.48
2,2023-01-17,2023-01-17 00:22:05,1,0.94,-73.866937,40.807705,1,N,-73.880479,40.805913,1,15.9,0.5,0.5,3.33,0.0,20.23
2,2023-08-03,2023-08-03 00:09:08,1,4.84,-73.785228,40.846242,1,N,-73.827849,40.790555,1,19.17,0.5,0.5,0.0,0.0,20.17
1,2023-05-02,2023-05-02 00:07:07,1,1.53,-74.003473,40.762285,1,N,-74.013546,40.742466,2,9.89,0.5,0.5,0.0,0.0,10.89
1,2023-12-20,2023-12-20 00:04:16,1,3.54,-73.922519,40.726098,1,N,-73.874584,40.707612,2,13.48,0.5,0.5,2.16,0.0,16.64
1,2023-01-23,2023-01-23 00:02:02,1,2.78,-73.975068,40.846227,1,N,-74.015226,40.849935,1,10.47,0.5,0.5,2.13,0.0,13.6
2,2023-02-16,2023-02-16 00:06:33,1,1.3,-73.961149,40.831427,1,N,-73.964152,40.85,2,9.02,0.5,0.5,2.55,0.0,12.57
2,2023-02-19,2023-02-19 00:11:56,2,3.64,-73.818688,40.735537,1,N,-73.861674,40.705006,2,17.56,0.5,0.5,4.52,0.0,23.08
1,2023-08-12,2023-08-12 00:46:53,4,1.75,-73.834661,40.802133,1,N,-73.811861,40.81325,2,30.32,0.5,0.5,7.82,0.0,39.14
2,2023-01-21,2023-01-21 00:03:07,1,1.59,-73.771274,40.691644,1,N,-73.75,40.68274,1,8.04,0.5,0.5,0.0,0.0,9.04
2,2023-09-17,2023-09-17 00:12:25,1,6.05,-73.849334,40.806673,1,N,-73.773076,40.85,1,23.83,0.5,0.5,4.09,0.0,28.92
1,2023-01-03,2023-01-03 00:11:20,1,4.09,-73.930913,40.683567,1,N,-73.904865,40.630396,1,18.39,0.5,0.5,3.53,0.0,22.92
1,2023-10-23,2023-10-23 00:06:23,1,0.98,-74.011195,40.675067,1,N,-74.001844,40.664359,1,8.14,0.5,0.5,0.91,0.0,10.05
1,2023-11-17,2023-11-17 00:06:07,5,2.58,-73.917604,40.770146,1,N,-73.937806,40.801544,2,12.01,0.5,0.5,2.79,0.0,15.8
2,2023-04-21,2023-04-21 00:04:38,1,4.22,-73.90927,40.799129,1,N,-73.864261,40.840572,1,15.37,0.5,0.5,2.06,0.0,18.43
1,2023-05-14,2023-05-14 00:17:52,1,1.76,-73.96555,40.813971,1,N,-73.990571,40.818815,1,15.84,0.5,0.5,1.94,0.0,18.78
2,2023-07-21,2023-07-21 00:03:26,1,3.99,-73.787308,40.750448,1,N,-73.845102,40.751765,1,14.19,0.5,0.5,2.11,0.0,17.3
1,2023-02-07,2023-02-07 00:07:40,1,1.38,-73.808707,40.656467,1,N,-73.826924,40.648223,1,9.78,0.5,0.5,0.0,0.0,10.78
1,2023-10-04,2023-10-04 00:06:35,1,3.67,-73.789165,40.793431,1,N,-73.762313,40.7475,1,14.96,0.5,0.5,4.46,0.0,20.42
2,2023-07-27,2023-07-27 00:08:21,1,2.74,-74.019696,40.806798,1,N,-74.02,40.846574,1,13.53,0.5,0.5,3.85,0.0,18.38
1,2023-06-29,2023-06-29 00:17:19,1,1.27,-73.777604,40.798035,1,N,-73.788606,40.78332,1,14.33,0.5,0.5,2.53,0.0,17.86
1,2023-10-31,2023-10-31 00:18:59,1,2.1,-74.019465,40.726641,1,N,-73.989899,40.719668,1,17.24,0.5,0.5,0.0,0.0,18.24
2,2023-02-25,2023-02-25 00:11:51,1,0.66,-73.885552,40.714679,1,N,-73.878442,40.708386,2,10.08,0.5,0.5,2.36,0.0,13.44
1,2023-07-14,2023-07-14 00:27:12,1,1.14,-73.812249,40.768617,3,N,-73.818071,40.753104,1,18.95,0.5,0.5,2.63,0.0,22.58
2,2023-06-25,2023-06-25 00:06:46,3,0.19,-73.984452,40.788669,1,N,-73.982305,40.790399,2,6.36,0.5,0.5,1.85,0.0,9.21
1,2023-05-11,2023-05-11 00:16:17,1,3.43,-73.801977,40.839071,1,N,-73.752338,40.836679,1,19.22,0.5,0.5,3.45,6.55,30.22
1,2023-05-18,2023-05-18 00:16:23,1,2.09,-73.876518,40.721278,1,N,-73.887435,40.74947,1,15.92,0.5,0.5,4.52,0.0,21.44
1,2023-11-18,2023-11-18 00:28:02,2,3.41,-74.002911,40.846216,1,N,-73.957982,40.825741,1,25.04,0.5,0.5,0.0,0.0,26.04
2,2023-04-27,2023-04-27 00:11:32,1,1.71,-73.848813,40.632439,1,N,-73.850944,40.657093,2,12.55,0.5,0.5,3.36,6.55,23.46
1,2023-06-29,2023-06-29 00:03:26,1,4.01,-73.818902,40.659938,1,N,-73.76505,40.638014,2,14.24,0.5,0.5,0.0,0.0,15.24
1,2023-03-07,2023-03-07 00:02:55,1,1.63,-73.966917,40.642765,1,Y,-73.943329,40.643109,1,8.03,0.5,0.5,0.92,0.0,9.95
1,2023-11-05,2023-11-05 00:07:50,2,6.24,-73.859837,40.831644,1,N,-73.790571,40.773547,1,22.02,0.5,0.5,6.42,0.0,29.44
1,2023-03-08,2023-03-08 00:26:39,1,1.92,-73.940864,40.836426,1,N,-73.916523,40.85,1,20.62,0.5,0.5,0.0,0.0,21.62
2,2023-09-20,2023-09-20 00:10:47,1,1.79,-73.838141,40.757191,1,N,-73.815142,40.74515,2,12.36,0.5,0.5,3.11,0.0,16.47
2,2023-09-14,2023-09-14 00:36:05,1,3.24,-73.985777,40.815153,1,N,-73.998207,40.769858,1,28.64,0.5,0.5,5.99,0.0,35.63
1,2023-04-28,2023-04-28 00:16:15,1,1.47,-73.951171,40.650833,1,N,-73.961943,40.669262,1,14.3,0.5,0.5,3.76,0.0,19.06
1,2023-10-08,2023-10-08 00:10:37,1,2.77,-73.992736,40.7803,1,N,-73.96071,40.756172,1,14.73,0.5,0.5,1.78,0.0,17.51
1,2023-11-22,2023-11-22 00:06:33,2,2.63,-73.956141,40.75221,1,N,-73.967257,40.715797,1,12.35,0.5,0.5,2.85,0.0,16.2
2,2023-06-27,2023-06-27 00:06:01,3,1.19,-73.892974,40.782556,1,N,-73.90741,40.773102,1,8.48,0.5,0.5,1.9,0.0,11.38
1,2023-04-15,2023-04-15 00:16:35,1,0.27,-74.00011,40.653824,2,N,-74.000785,40.65766,1,11.47,0.5,0.5,3.21,0.0,15.68
1,2023-10-12,2023-10-12 00:05:29,1,1.97,-73.970095,40.689775,1,N,-73.945095,40.676105,1,10.17,0.5,0.5,1.24,0.0,12.41
1,2023-10-10,2023-10-10 00:06:27,2,3.38,-73.999698,40.648928,1,N,-74.02,40.693543,2,14.18,0.5,0.5,2.1,0.0,17.28
1,2023-11-22,2023-11-22 00:11:08,3,2.66,-74.001156,40.696245,1,N,-73.966895,40.714053,1,14.71,0.5,0.5,0.0,0.0,15.71
1,2023-08-13,2023-08-13 00:06:57,3,4.22,-73.841446,40.705438,1,N,-73.802885,40.752826,1,16.53,0.5,0.5,4.08,0.0,21.61
1,2023-07-15,2023-07-15 00:07:52,2,2.09,-73.879361,40.745477,1,N,-73.885727,40.775025,1,11.66,0.5,0.5,2.95,13.0,28.61
2,2023-06-01,2023-06-01 00:03:30,1,2.18,-73.847523,40.650149,1,N,-73.864082,40.676992,1,9.7,0.5,0.5,0.0,0.0,10.7
2,2023-12-20,2023-12-20 00:12:33,1,3.78,-74.007894,40.77758,1,N,-74.02,40.724125,2,18.22,0.5,0.5,4.45,0.0,23.67
2,2023-02-21,2023-02-21 00:12:26,1,1.93,-73.761649,40.665113,1,N,-73.784021,40.681833,4,13.54,0.5,0.5,0.0,0.0,14.54
2,2023-03-14,2023-03-14 00:07:32,2,6.05,-73.952318,40.750299,1,N,-73.865428,40.738216,4,21.39,0.5,0.5,0.0,0.0,22.39
1,2023-11-06,2023-11-06 00:07:35,6,3.59,-73.91444,40.741052,1,N,-73.873392,40.77313,1,15.27,0.5,0.5,2.11,0.0,18.38
1,2023-05-14,2023-05-14 00:14:24,2,0.27,-73.920386,40.785433,2,N,-73.924221,40.786453,1,10.37,0.5,0.5,0.0,0.0,11.37
1,2023-09-14,2023-09-14 00:15:01,4,1.58,-73.896209,40.772053,1,N,-73.880968,40.755,2,13.95,0.5,0.5,2.68,0.0,17.63
2,2023-01-06,2023-01-06 00:07:45,2,2.22,-74.019226,40.768686,1,N,-73.987169,40.765698,1,11.92,0.5,0.5,0.0,6.55,19.47
2,2023-02-26,2023-02-26 00:14:38,1,0.69,-73.801541,40.77777,1,N,-73.810356,40.782488,1,11.54,0.5,0.5,1.26,0.0,13.8
1,2023-05-01,2023-05-01 00:44:46,3,1.44,-73.866261,40.750159,1,N,-73.850422,40.736514,1,28.48,0.5,0.5,7.38,13.0,49.86
1,2023-02-25,2023-02-25 00:10:41,1,1.65,-74.002306,40.636924,1,N,-73.978388,40.636174,1,11.96,0.5,0.5,0.0,0.0,12.96
1,2023-11-08,2023-11-08 00:16:44,1,1.7,-73.912807,40.845703,1,N,-73.92011,40.82221,1,15.12,0.5,0.5,2.56,0.0,18.68
2,2023-03-09,2023-03-09 00:24:33,1,3.73,-73.763899,40.699029,1,N,-73.815931,40.684361,1,24.1,0.5,0.5,0.0,0.0,25.1
2,2023-01-29,2023-01-29 00:22:41,1,1.66,-74.014959,40.711282,1,N,-74.019624,40.687723,4,17.99,0.5,0.5,5.1,0.0,24.09
1,2023-01-23,2023-01-23 00:06:35,1,2.52,-73.880701,40.752594,1,N,-73.896221,40.71959,1,12.1,0.5,0.5,1.44,0.0,14.54
2,2023-04-23,2023-04-23 00:06:25,6,2.88,-73.875764,40.775498,1,N,-73.837318,40.759192,2,12.91,0.5,0.5,2.96,0.0,16.87
1,2023-04-22,2023-04-22 00:09:31,1,2.45,-73.852007,40.680997,1,N,-73.854109,40.645518,1,13.39,0.5,0.5,3.31,0.0,17.7
2,2023-12-23,2023-12-23 00:27:28,1,1.72,-73.899202,40.834352,1,N,-73.903785,40.809808,2,20.54,0.5,0.5,4.96,0.0,26.5
1,2023-11-01,2023-11-01 00:19:24,3,2.58,-73.973205,40.68573,1,N,-74.004393,40.706247,1,18.65,0.5,0.5,4.39,0.0,24.04
1,2023-03-21,2023-03-21 00:12:32,1,2.1,-73.788151,40.819833,1,N,-73.75783,40.822807,1,14.02,0.5,0.5,0.0,0.0,15.02
1,2023-04-23,2023-04-23 00:46:09,1,1.79,-73.899105,40.642111,1,N,-73.912352,40.664404,1,30.05,0.5,0.5,0.0,0.0,31.05
2,2023-04-24,2023-04-24 00:06:39,3,1.65,-73.989793,40.841368,1,N,-73.981842,40.818825,1,9.95,0.5,0.5,0.0,0.0,10.95
2,2023-07-21,2023-07-21 00:05:18,1,3.57,-73.800597,40.742121,1,N,-73.850835,40.754212,1,14.08,0.5,0.5,0.0,0.0,15.08
2,2023-05-27,2023-05-27 00:03:52,1,5.14,-73.868146,40.675939,1,N,-73.928279,40.719793,1,17.29,0.5,0.5,2.03,0.0,20.32
1,2023-05-30,2023-05-30 00:22:49,6,2.97,-73.78623,40.707688,1,N,-73.828889,40.712896,2,21.34,0.5,0.5,4.84,0.0,27.18
1,2023-05-18,2023-05-18 00:20:23,1,1.78,-73.764742,40.65004,1,N,-73.790345,40.653532,1,17.14,0.5,0.5,0.0,0.0,18.14
2,2023-04-28,2023-04-28 00:10:35,1,2.1,-73.874057,40.744126,1,N,-73.87129,40.77447,1,13.04,0.5,0.5,1.71,0.0,15.75
1,2023-09-21,2023-09-21 00:06:13,1,1.58,-73.757455,40.795657,1,N,-73.773283,40.779095,2,9.56,0.5,0.5,2.48,0.0,13.04
1,2023-09-23,2023-09-23 00:07:47,1,2.23,-73.981862,40.710073,1,N,-73.952142,40.697235,1,11.96,0.5,0.5,0.0,0.0,12.96
1,2023-02-26,2023-02-26 00:02:57,1,1.94,-73.794697,40.831958,4,N,-73.773066,40.813921,1,8.83,0.5,0.5,1.82,0.0,11.65
1,2023-03-27,2023-03-27 00:07:17,1,4.31,-73.783413,40.656939,1,N,-73.75,40.709677,1,16.91,0.5,0.5,2.57,0.0,20.48
2,2023-05-30,2023-05-30 00:02:55,1,2.56,-73.824643,40.748645,1,N,-73.835158,40.784278,2,10.36,0.5,0.5,2.47,0.0,13.83
2,2023-04-07,2023-04-07 00:06:43,1,0.33,-73.813069,40.773981,1,N,-73.810327,40.77797,1,6.68,0.5,0.5,0.71,0.0,8.39
1,2023-06-06,2023-06-06 00:04:56,1,1.15,-73.96137,40.838674,1,N,-73.949119,40.85,1,7.84,0.5,0.5,1.64,0.0,10.48
1,2023-09-18,2023-09-18 00:34:55,1,2.04,-73.762247,40.824377,1,N,-73.77689,40.85,2,25.06,0.5,0.5,3.51,0.0,29.57
1,2023-12-01,2023-12-01 00:06:49,1,2.49,-73.802827,40.663015,1,N,-73.788243,40.63,1,12.13,0.5,0.5,1.45,0.0,14.58
2,2023-01-24,2023-01-24 00:23:39,6,2.29,-73.920734,40.679881,1,N,-73.94261,40.704853,1,20.05,0.5,0.5,0.0,0.0,21.05
2,2023-04-13,2023-04-13 00:29:53,3,2.73,-73.90281,40.799168,1,N,-73.869606,40.820628,1,24.27,0.5,0.5,5.31,0.0,30.58
2,2023-05-16,2023-05-16 00:13:23,1,2.15,-73.999558,40.739533,2,N,-73.969381,40.747062,1,14.57,0.5,0.5,2.68,0.0,18.25
1,2023-01-02,2023-01-02 00:15:21,4,1.42,-73.987624,40.674677,1,N,-73.969575,40.664689,2,13.73,0.5,0.5,1.8,0.0,16.53
1,2023-10-12,2023-10-12 00:20:03,1,1.43,-73.816929,40.674367,1,N,-73.811049,40.654515,2,16.1,0.5,0.5,3.23,0.0,20.33
1,2023-08-04,2023-08-04 00:01:39,1,2.27,-73.928111,40.658672,1,N,-73.899161,40.674267,2,9.0,0.5,0.5,0.0,0.0,10.0
2,2023-10-31,2023-10-31 00:08:17,1,3.33,-73.98974,40.660573,1,N,-73.94696,40.638323,2,14.96,0.5,0.5,0.0,0.0,15.96
